market_state,count,N,AvgR,PF,TotalR,WinRate,MaxDD,win_rate
CONTINUATION,1367,1367,0.11805130564554793,1.1468555427260558,161.37613481746402,0.43452816386247256,132.8026309112623,0.43452816386247256
REVERSAL_TRANSITION,9035,9035,0.18908252043109994,1.2474863230616948,1708.360572094988,0.44128389596015494,456.87356515315497,0.44128389596015494
UNCERTAIN,47174,47174,0.1558517531916323,1.2004576487125342,7352.150605062063,0.4361724678848518,2706.919030669208,0.4361724678848518
