trade_id,system,opportunity_id,variant,direction,tag,signal_j,signal_m1_i,entry_i,entry_ts,entry_price,exit_i,exit_price,exit_reason,stop,target,atr,gross_R,cost_R,net_R,MFE_R,MAE_R,duration_min,delay_bars_1m,price_improvement_atr,entry_deterioration_atr,15m_state,15m_strength,original_net_R,original_direction,flip_delta_R
FLIP-008801,FLIP,OPP_00565713_LONG,FLIP_SHADOW,SHORT,,-1,-1,565714,2019-05-17 01:15:00-05:00,7572.25,565718,7569.303571428572,TARGET,7573.428571428572,7569.303571428572,1.5714285714285714,2.5,0.6151515151514473,1.8848484848485527,2.7575757575754536,0.21212121212118873,4,0,0,0,,0,-1.6151515151514473,LONG,3.5
FLIP-008802,FLIP,OPP_00565720_SHORT,FLIP_SHADOW,LONG,,-1,-1,565721,2019-05-17 01:22:00-05:00,7565.75,565724,7564.544642857143,STOP,7564.544642857143,7568.763392857143,1.6071428571428572,-1.0,0.6014814814816112,-1.6014814814816112,1.659259259259617,1.2444444444447127,3,0,0,0,,0,-1.6014814814816112,SHORT,0.0
FLIP-008803,FLIP,OPP_00565750_LONG,FLIP_SHADOW,SHORT,,-1,-1,565751,2019-05-17 01:52:00-05:00,7570.0,565752,7571.875,STOP,7571.875,7565.3125,2.5,-1.0,0.38666666666666666,-1.3866666666666667,0.0,2.533333333333333,1,0,0,0,,0,2.1133333333333333,LONG,-3.5
FLIP-008804,FLIP,OPP_00565766_SHORT,FLIP_SHADOW,LONG,,-1,-1,565767,2019-05-17 02:08:00-05:00,7571.0,565779,7568.495535714285,STOP,7568.495535714285,7577.261160714285,3.3392857142857144,-1.0,0.2894830659536091,-1.2894830659536092,1.9964349376110975,1.4973262032083232,12,0,0,0,,0,-1.2894830659536092,SHORT,0.0
FLIP-008805,FLIP,OPP_00565811_LONG,FLIP_SHADOW,SHORT,,-1,-1,565812,2019-05-17 02:53:00-05:00,7577.25,565822,7572.294642857143,TARGET,7579.232142857143,7572.294642857143,2.642857142857143,2.5,0.3657657657657178,2.1342342342342824,3.02702702702663,0.0,10,0,0,0,,0,-1.3657657657657178,LONG,3.5
FLIP-008806,FLIP,OPP_00565830_SHORT,FLIP_SHADOW,LONG,,-1,-1,565831,2019-05-17 03:12:00-05:00,7564.0,565838,7568.654017857143,TARGET,7562.138392857143,7568.654017857143,2.482142857142857,2.5,0.38944844124705674,2.110551558752943,2.954436450839741,0.40287769784178284,7,0,0,0,,0,-1.3894484412470567,SHORT,3.5
FLIP-008807,FLIP,OPP_00565910_LONG,FLIP_SHADOW,SHORT,,-1,-1,565911,2019-05-17 04:32:00-05:00,7553.75,565912,7555.53125,STOP,7555.53125,7549.296875,2.375,-1.0,0.4070175438596491,-1.407017543859649,0.0,1.8245614035087718,1,0,0,0,,0,2.092982456140351,LONG,-3.5
FLIP-008808,FLIP,OPP_00565945_SHORT,FLIP_SHADOW,LONG,,-1,-1,565946,2019-05-17 05:07:00-05:00,7563.25,565947,7560.852678571428,STOP,7560.852678571428,7569.243303571428,3.1964285714285716,-1.0,0.3024208566107843,-1.3024208566107842,0.0,1.147113594040906,1,0,0,0,,0,2.197579143389216,SHORT,-3.5
FLIP-008809,FLIP,OPP_00565958_LONG,FLIP_SHADOW,SHORT,,-1,-1,565959,2019-05-17 05:20:00-05:00,7562.75,565960,7564.330357142857,STOP,7564.330357142857,7558.799107142857,2.107142857142857,-1.0,0.4587570621469681,-1.458757062146968,0.0,1.898305084746075,1,0,0,0,,0,2.041242937853032,LONG,-3.5
FLIP-008810,FLIP,OPP_00565971_SHORT,FLIP_SHADOW,LONG,,-1,-1,565972,2019-05-17 05:33:00-05:00,7559.25,565973,7557.28125,STOP,7557.28125,7564.171875,2.625,-1.0,0.3682539682539683,-1.3682539682539683,0.12698412698412698,1.9047619047619047,1,0,0,0,,0,2.1317460317460317,SHORT,-3.5
FLIP-008811,FLIP,OPP_00566021_SHORT,FLIP_SHADOW,LONG,,-1,-1,566022,2019-05-17 06:23:00-05:00,7551.5,566024,7549.879464285715,STOP,7549.879464285715,7555.551339285715,2.1607142857142856,-1.0,0.44738292011030045,-1.4473829201103006,0.15426997245182775,1.6969696969701051,2,0,0,0,,0,2.0526170798896994,SHORT,-3.5
FLIP-008812,FLIP,OPP_00566043_SHORT,FLIP_SHADOW,LONG,,-1,-1,566044,2019-05-17 06:45:00-05:00,7540.75,566045,7538.660714285715,STOP,7538.660714285715,7545.973214285715,2.7857142857142856,-1.0,0.3470085470086117,-1.3470085470086117,0.0,1.7948717948721298,1,0,0,0,,0,2.1529914529913885,SHORT,-3.5
FLIP-008813,FLIP,OPP_00566095_LONG,FLIP_SHADOW,SHORT,,-1,-1,566096,2019-05-17 07:37:00-05:00,7515.75,566097,7519.178571428572,STOP,7519.178571428572,7507.178571428572,4.571428571428571,-1.0,0.2114583333333253,-1.2114583333333253,0.0,2.406249999999909,1,0,0,0,,0,2.2885416666666747,LONG,-3.5
FLIP-008814,FLIP,OPP_00566155_LONG,FLIP_SHADOW,SHORT,,-1,-1,566156,2019-05-17 08:37:00-05:00,7538.5,566158,7544.446428571428,STOP,7544.446428571428,7523.633928571428,7.928571428571429,-1.0,0.12192192192192458,-1.1219219219219245,0.16816816816817184,2.0180180180180622,2,0,0,0,,0,2.3780780780780755,LONG,-3.5
FLIP-008815,FLIP,OPP_00566198_LONG,FLIP_SHADOW,SHORT,,-1,-1,566199,2019-05-17 09:20:00-05:00,7552.25,566200,7558.651785714285,STOP,7558.651785714285,7536.245535714285,8.535714285714286,-1.0,0.11324965132497203,-1.1132496513249721,0.0,1.366806136680697,1,0,0,0,,0,2.386750348675028,LONG,-3.5
FLIP-008816,FLIP,OPP_00566353_LONG,FLIP_SHADOW,SHORT,,-1,-1,566354,2019-05-17 11:55:00-05:00,7574.25,566369,7577.504464285715,STOP,7577.504464285715,7566.113839285715,4.339285714285714,-1.0,0.22277091906718868,-1.2227709190671887,2.4581618655689788,1.6131687242796422,15,0,0,0,,0,-1.2227709190671887,LONG,0.0
FLIP-008817,FLIP,OPP_00566373_LONG,FLIP_SHADOW,SHORT,,-1,-1,566374,2019-05-17 12:15:00-05:00,7574.0,566375,7577.321428571428,STOP,7577.321428571428,7565.696428571428,4.428571428571429,-1.0,0.21827956989248165,-1.2182795698924815,0.0,2.3333333333334245,1,0,0,0,,0,2.2817204301075185,LONG,-3.5
FLIP-008818,FLIP,OPP_00566441_LONG,FLIP_SHADOW,SHORT,,-1,-1,566442,2019-05-17 13:23:00-05:00,7568.75,566443,7571.642857142857,STOP,7571.642857142857,7561.517857142857,3.857142857142857,-1.0,0.2506172839506398,-1.2506172839506398,0.0,1.1234567901235577,1,0,0,0,,0,-1.2506172839506398,LONG,0.0
FLIP-008819,FLIP,OPP_00566449_SHORT,FLIP_SHADOW,LONG,,-1,-1,566450,2019-05-17 13:31:00-05:00,7566.25,566451,7563.986607142857,STOP,7563.986607142857,7571.908482142857,3.017857142857143,-1.0,0.3203155818540066,-1.3203155818540067,0.4418145956606988,1.6568047337276204,1,0,0,0,,0,-1.3203155818540067,SHORT,0.0
FLIP-008820,FLIP,OPP_00566492_SHORT,FLIP_SHADOW,LONG,,-1,-1,566493,2019-05-17 14:14:00-05:00,7527.5,566494,7520.227678571428,STOP,7520.227678571428,7545.680803571428,9.696428571428571,-1.0,0.09969306322897305,-1.099693063228973,0.0,1.3750767341927317,1,0,0,0,,0,-1.099693063228973,SHORT,0.0
FLIP-008821,FLIP,OPP_00566661_LONG,FLIP_SHADOW,SHORT,,-1,-1,566662,2019-05-19 18:18:00-05:00,7529.25,566663,7530.870535714285,STOP,7530.870535714285,7525.198660714285,2.1607142857142856,-1.0,0.44738292011030045,-1.4473829201103006,0.0,2.931129476584727,1,0,0,0,,0,2.0526170798896994,LONG,-3.5
FLIP-008822,FLIP,OPP_00566730_SHORT,FLIP_SHADOW,LONG,,-1,-1,566731,2019-05-19 19:27:00-05:00,7544.0,566733,7542.366071428572,STOP,7542.366071428572,7548.084821428572,2.1785714285714284,-1.0,0.4437158469945708,-1.4437158469945708,0.30601092896177295,3.519125683060389,2,0,0,0,,0,2.0562841530054294,SHORT,-3.5
FLIP-008823,FLIP,OPP_00566764_LONG,FLIP_SHADOW,SHORT,,-1,-1,566765,2019-05-19 20:01:00-05:00,7547.75,566766,7549.370535714285,STOP,7549.370535714285,7543.698660714285,2.1607142857142856,-1.0,0.44738292011030045,-1.4473829201103006,0.0,7.096418732784076,1,0,0,0,,0,2.0526170798896994,LONG,-3.5
FLIP-008824,FLIP,OPP_00566796_SHORT,FLIP_SHADOW,LONG,,-1,-1,566797,2019-05-19 20:33:00-05:00,7552.0,566798,7549.602678571428,STOP,7549.602678571428,7557.993303571428,3.1964285714285716,-1.0,0.3024208566107843,-1.3024208566107842,0.0,3.4413407821227184,1,0,0,0,,0,2.197579143389216,SHORT,-3.5
FLIP-008825,FLIP,OPP_00566889_SHORT,FLIP_SHADOW,LONG,,-1,-1,566890,2019-05-19 22:06:00-05:00,7538.75,566892,7537.075892857143,STOP,7537.075892857143,7542.935267857143,2.232142857142857,-1.0,0.4330666666667339,-1.433066666666734,1.1946666666668522,1.7920000000002783,2,0,0,0,,0,-1.433066666666734,SHORT,0.0
FLIP-008826,FLIP,OPP_00566945_LONG,FLIP_SHADOW,SHORT,,-1,-1,566946,2019-05-19 23:02:00-05:00,7540.5,566959,7538.223214285715,TARGET,7541.410714285715,7538.223214285715,1.2142857142857142,2.5,0.7960784313722084,1.7039215686277918,3.0196078431359625,0.5490196078429023,13,0,0,0,,0,-1.7960784313722082,LONG,3.5
FLIP-008827,FLIP,OPP_00567310_SHORT,FLIP_SHADOW,LONG,,-1,-1,567311,2019-05-20 05:07:00-05:00,7471.25,567312,7469.120535714285,STOP,7469.120535714285,7476.573660714285,2.8392857142857144,-1.0,0.3404612159328517,-1.3404612159328517,0.0,3.5220125786157075,1,0,0,0,,0,2.1595387840671485,SHORT,-3.5
FLIP-008828,FLIP,OPP_00567358_SHORT,FLIP_SHADOW,LONG,,-1,-1,567359,2019-05-20 05:55:00-05:00,7425.25,567361,7422.651785714285,STOP,7422.651785714285,7431.745535714285,3.4642857142857144,-1.0,0.2790378006872434,-1.2790378006872434,0.6735395189002426,1.250859106529022,2,0,0,0,,0,2.2209621993127566,SHORT,-3.5
FLIP-008829,FLIP,OPP_00567404_SHORT,FLIP_SHADOW,LONG,,-1,-1,567405,2019-05-20 06:41:00-05:00,7414.75,567416,7422.383928571428,TARGET,7411.696428571428,7422.383928571428,4.071428571428571,2.5,0.23742690058478522,2.262573099415215,2.7017543859647972,0.0,11,0,0,0,,0,-1.237426900584785,SHORT,3.5
FLIP-008830,FLIP,OPP_00567476_SHORT,FLIP_SHADOW,LONG,,-1,-1,567477,2019-05-20 07:53:00-05:00,7385.0,567478,7381.517857142857,STOP,7381.517857142857,7393.705357142857,4.642857142857143,-1.0,0.20820512820511267,-1.2082051282051127,0.0,1.8666666666665275,1,0,0,0,,0,-1.2082051282051127,SHORT,0.0
FLIP-008831,FLIP,OPP_00567518_SHORT,FLIP_SHADOW,LONG,,-1,-1,567519,2019-05-20 08:35:00-05:00,7398.25,567520,7393.294642857143,STOP,7393.294642857143,7410.638392857143,6.607142857142857,-1.0,0.14630630630631397,-1.146306306306314,0.0,3.9351351351353414,1,0,0,0,,0,2.353693693693686,SHORT,-3.5
FLIP-008832,FLIP,OPP_00567538_SHORT,FLIP_SHADOW,LONG,,-1,-1,567539,2019-05-20 08:55:00-05:00,7383.5,567567,7405.698660714285,TARGET,7374.620535714285,7405.698660714285,11.839285714285714,2.5,0.08164906988436042,2.4183509301156394,3.18149824032163,0.6475615887380309,28,0,0,0,,0,-1.0816490698843604,SHORT,3.5
FLIP-008833,FLIP,OPP_00567561_LONG,FLIP_SHADOW,SHORT,,-1,-1,567562,2019-05-20 09:18:00-05:00,7394.0,567563,7400.683035714285,STOP,7400.683035714285,7377.292410714285,8.910714285714286,-1.0,0.10848363393454206,-1.108483633934542,0.0,1.2718770875084242,1,0,0,0,,0,2.391516366065458,LONG,-3.5
FLIP-008834,FLIP,OPP_00567612_SHORT,FLIP_SHADOW,LONG,,-1,-1,567613,2019-05-20 10:09:00-05:00,7406.0,567620,7401.071428571428,STOP,7401.071428571428,7418.321428571428,6.571428571428571,-1.0,0.14710144927535845,-1.1471014492753584,2.1811594202897977,1.3695652173912682,7,0,0,0,,0,-1.1471014492753584,SHORT,0.0
FLIP-008835,FLIP,OPP_00567649_LONG,FLIP_SHADOW,SHORT,,-1,-1,567650,2019-05-20 10:46:00-05:00,7411.0,567655,7416.25,STOP,7416.25,7397.875,7.0,-1.0,0.1380952380952381,-1.138095238095238,0.7619047619047619,1.4285714285714286,5,0,0,0,,0,-1.138095238095238,LONG,0.0
FLIP-008836,FLIP,OPP_00567702_LONG,FLIP_SHADOW,SHORT,,-1,-1,567703,2019-05-20 11:39:00-05:00,7425.0,567708,7414.453125,TARGET,7429.21875,7414.453125,5.625,2.5,0.17185185185185184,2.328148148148148,2.5481481481481483,0.0,5,0,0,0,,0,-1.171851851851852,LONG,3.5
FLIP-008837,FLIP,OPP_00567861_LONG,FLIP_SHADOW,SHORT,,-1,-1,567862,2019-05-20 14:18:00-05:00,7376.5,567863,7380.169642857143,STOP,7380.169642857143,7367.325892857143,4.892857142857143,-1.0,0.1975669099756551,-1.1975669099756552,0.0,1.9075425790752907,1,0,0,0,,0,2.302433090024345,LONG,-3.5
FLIP-008838,FLIP,OPP_00567913_SHORT,FLIP_SHADOW,LONG,,-1,-1,567914,2019-05-20 15:10:00-05:00,7395.0,567916,7392.214285714285,STOP,7392.214285714285,7401.964285714285,3.7142857142857144,-1.0,0.26025641025637386,-1.2602564102563738,0.17948717948715437,1.0769230769229263,2,0,0,0,,0,-1.2602564102563738,SHORT,0.0
FLIP-008839,FLIP,OPP_00567928_LONG,FLIP_SHADOW,SHORT,,-1,-1,567929,2019-05-20 15:40:00-05:00,7402.5,567941,7404.200892857143,STOP,7404.200892857143,7398.247767857143,2.267857142857143,-1.0,0.42624671916003987,-1.4262467191600399,1.9107611548553511,1.0288713910759584,12,0,0,0,,0,-1.4262467191600399,LONG,0.0
FLIP-008840,FLIP,OPP_00568074_SHORT,FLIP_SHADOW,LONG,,-1,-1,568075,2019-05-20 19:06:00-05:00,7412.5,568076,7410.397321428572,STOP,7410.397321428572,7417.756696428572,2.8035714285714284,-1.0,0.34479830148622087,-1.3447983014862208,0.0,3.210191082802746,1,0,0,0,,0,2.155201698513779,SHORT,-3.5
FLIP-008841,FLIP,OPP_00568096_LONG,FLIP_SHADOW,SHORT,,-1,-1,568097,2019-05-20 19:28:00-05:00,7413.25,568098,7414.803571428572,STOP,7414.803571428572,7409.366071428572,2.0714285714285716,-1.0,0.46666666666662765,-1.4666666666666277,0.0,2.7356321839078173,1,0,0,0,,0,2.0333333333333723,LONG,-3.5
FLIP-008842,FLIP,OPP_00568157_SHORT,FLIP_SHADOW,LONG,,-1,-1,568158,2019-05-20 20:29:00-05:00,7428.5,568159,7426.90625,STOP,7426.90625,7432.484375,2.125,-1.0,0.4549019607843137,-1.4549019607843137,0.9411764705882353,2.6666666666666665,1,0,0,0,,0,2.045098039215686,SHORT,-3.5
FLIP-008843,FLIP,OPP_00568170_LONG,FLIP_SHADOW,SHORT,,-1,-1,568171,2019-05-20 20:42:00-05:00,7428.75,568173,7431.013392857143,STOP,7431.013392857143,7423.091517857143,3.017857142857143,-1.0,0.3203155818540066,-1.3203155818540067,0.5522682445758734,1.7672583826427952,2,0,0,0,,0,2.1796844181459933,LONG,-3.5
FLIP-008844,FLIP,OPP_00568195_SHORT,FLIP_SHADOW,LONG,,-1,-1,568196,2019-05-20 21:07:00-05:00,7430.5,568197,7429.080357142857,STOP,7429.080357142857,7434.049107142857,1.8928571428571428,-1.0,0.5106918238992776,-1.5106918238992777,0.0,1.408805031446283,1,0,0,0,,0,1.9893081761007223,SHORT,-3.5
FLIP-008845,FLIP,OPP_00568232_LONG,FLIP_SHADOW,SHORT,,-1,-1,568233,2019-05-20 21:44:00-05:00,7429.75,568234,7431.116071428572,STOP,7431.116071428572,7426.334821428572,1.8214285714285714,-1.0,0.5307189542483155,-1.5307189542483155,0.0,1.2810457516338651,1,0,0,0,,0,-1.5307189542483155,LONG,0.0
FLIP-008846,FLIP,OPP_00568323_SHORT,FLIP_SHADOW,LONG,,-1,-1,568324,2019-05-20 23:15:00-05:00,7439.75,568334,7438.973214285715,STOP,7438.973214285715,7441.691964285715,1.0357142857142858,-1.0,0.9333333333338016,-1.9333333333338016,2.2528735632195214,2.2528735632195214,10,0,0,0,,0,-1.9333333333338016,SHORT,0.0
FLIP-008847,FLIP,OPP_00568342_LONG,FLIP_SHADOW,SHORT,,-1,-1,568343,2019-05-20 23:34:00-05:00,7439.25,568344,7439.919642857143,STOP,7439.919642857143,7437.575892857143,0.8928571428571429,-1.0,1.0826666666662466,-2.0826666666662463,0.0,1.4933333333327539,1,0,0,0,,0,-2.0826666666662463,LONG,0.0
FLIP-008848,FLIP,OPP_00568433_SHORT,FLIP_SHADOW,LONG,,-1,-1,568434,2019-05-21 01:05:00-05:00,7433.0,568435,7431.754464285715,STOP,7431.754464285715,7436.113839285715,1.6607142857142858,-1.0,0.5820788530467771,-1.582078853046777,0.0,1.204301075269194,1,0,0,0,,0,1.917921146953223,SHORT,-3.5
FLIP-008849,FLIP,OPP_00568592_SHORT,FLIP_SHADOW,LONG,,-1,-1,568593,2019-05-21 03:44:00-05:00,7419.75,568594,7417.955357142857,STOP,7417.955357142857,7424.236607142857,2.392857142857143,-1.0,0.4039800995024291,-1.4039800995024292,0.4179104477611335,1.5323383084574895,1,0,0,0,,0,-1.4039800995024292,SHORT,0.0
FLIP-008850,FLIP,OPP_00568612_SHORT,FLIP_SHADOW,LONG,,-1,-1,568613,2019-05-21 04:04:00-05:00,7417.0,568614,7414.950892857143,STOP,7414.950892857143,7422.122767857143,2.732142857142857,-1.0,0.3538126361656222,-1.3538126361656222,0.3660130718954713,1.5860566448803755,1,0,0,0,,0,-1.3538126361656222,SHORT,0.0
FLIP-008851,FLIP,OPP_00568626_LONG,FLIP_SHADOW,SHORT,,-1,-1,568627,2019-05-21 04:18:00-05:00,7422.75,568628,7425.683035714285,STOP,7425.683035714285,7415.417410714285,3.9107142857142856,-1.0,0.24718417047187455,-1.2471841704718745,0.0,6.818873668189643,1,0,0,0,,0,2.2528158295281253,LONG,-3.5
FLIP-008852,FLIP,OPP_00568741_SHORT,FLIP_SHADOW,LONG,,-1,-1,568742,2019-05-21 06:13:00-05:00,7451.25,568745,7449.334821428572,STOP,7449.334821428572,7456.037946428572,2.5535714285714284,-1.0,0.37855477855480424,-1.3785547785548042,1.1748251748252545,1.305361305361394,3,0,0,0,,0,-1.3785547785548042,SHORT,0.0
FLIP-008853,FLIP,OPP_00568779_SHORT,FLIP_SHADOW,LONG,,-1,-1,568780,2019-05-21 06:51:00-05:00,7439.25,568782,7437.5625,STOP,7437.5625,7443.46875,2.25,-1.0,0.42962962962962964,-1.4296296296296296,1.037037037037037,1.037037037037037,2,0,0,0,,0,-1.4296296296296296,SHORT,0.0
FLIP-008854,FLIP,OPP_00568813_SHORT,FLIP_SHADOW,LONG,,-1,-1,568814,2019-05-21 07:25:00-05:00,7439.25,568820,7436.142857142857,STOP,7436.142857142857,7447.017857142857,4.142857142857143,-1.0,0.23333333333331382,-1.2333333333333139,1.1264367816091012,1.1264367816091012,6,0,0,0,,0,-1.2333333333333139,SHORT,0.0
FLIP-008855,FLIP,OPP_00568831_LONG,FLIP_SHADOW,SHORT,,-1,-1,568832,2019-05-21 07:43:00-05:00,7450.5,568835,7452.84375,STOP,7452.84375,7444.640625,3.125,-1.0,0.30933333333333335,-1.3093333333333335,2.24,1.1733333333333333,3,0,0,0,,0,-1.3093333333333335,LONG,0.0
FLIP-008856,FLIP,OPP_00568892_LONG,FLIP_SHADOW,SHORT,,-1,-1,568893,2019-05-21 08:44:00-05:00,7456.25,568894,7440.915178571428,TARGET,7462.383928571428,7440.915178571428,8.178571428571429,2.5,0.11819505094614516,2.381804949053855,2.689956331877786,0.0,1,0,0,0,,0,-1.1181950509461451,LONG,3.5
FLIP-008857,FLIP,OPP_00568903_SHORT,FLIP_SHADOW,LONG,,-1,-1,568904,2019-05-21 08:55:00-05:00,7442.25,568918,7436.008928571428,STOP,7436.008928571428,7457.852678571428,8.321428571428571,-1.0,0.11616595135908199,-1.116165951359082,1.8826895565092598,1.28183118741056,14,0,0,0,,0,-1.116165951359082,SHORT,0.0
FLIP-008858,FLIP,OPP_00569022_SHORT,FLIP_SHADOW,LONG,,-1,-1,569023,2019-05-21 10:54:00-05:00,7447.75,569026,7455.450892857143,TARGET,7444.669642857143,7455.450892857143,4.107142857142857,2.5,0.23536231884059958,2.2646376811594005,2.5971014492755815,0.08115942028986192,3,0,0,0,,0,-1.2353623188405995,SHORT,3.5
FLIP-008859,FLIP,OPP_00569032_LONG,FLIP_SHADOW,SHORT,,-1,-1,569033,2019-05-21 11:04:00-05:00,7461.75,569034,7465.700892857143,STOP,7465.700892857143,7451.872767857143,5.267857142857143,-1.0,0.183502824858745,-1.183502824858745,0.06327683615818792,1.0757062146891947,1,0,0,0,,0,2.316497175141255,LONG,-3.5
FLIP-008860,FLIP,OPP_00569060_SHORT,FLIP_SHADOW,LONG,,-1,-1,569061,2019-05-21 11:32:00-05:00,7465.0,569064,7462.883928571428,STOP,7462.883928571428,7470.290178571428,2.8214285714285716,-1.0,0.34261603375525324,-1.3426160337552533,0.7088607594936274,2.126582278480882,3,0,0,0,,0,2.1573839662447467,SHORT,-3.5
FLIP-008861,FLIP,OPP_00569100_LONG,FLIP_SHADOW,SHORT,,-1,-1,569101,2019-05-21 12:12:00-05:00,7468.75,569102,7470.424107142857,STOP,7470.424107142857,7464.564732142857,2.232142857142857,-1.0,0.4330666666667339,-1.433066666666734,0.0,1.1946666666668522,1,0,0,0,,0,-1.433066666666734,LONG,0.0
FLIP-008862,FLIP,OPP_00569171_LONG,FLIP_SHADOW,SHORT,,-1,-1,569172,2019-05-21 13:23:00-05:00,7476.75,569177,7478.397321428572,STOP,7478.397321428572,7472.631696428572,2.1964285714285716,-1.0,0.44010840108397614,-1.4401084010839762,2.1246612466122987,3.64227642276394,5,0,0,0,,0,-1.4401084010839762,LONG,0.0
FLIP-008863,FLIP,OPP_00569200_SHORT,FLIP_SHADOW,LONG,,-1,-1,569201,2019-05-21 13:52:00-05:00,7475.5,569202,7473.464285714285,STOP,7473.464285714285,7480.589285714285,2.7142857142857144,-1.0,0.3561403508771248,-1.3561403508771248,0.0,2.578947368420559,1,0,0,0,,0,2.1438596491228754,SHORT,-3.5
FLIP-008864,FLIP,OPP_00569301_SHORT,FLIP_SHADOW,LONG,,-1,-1,569302,2019-05-21 15:48:00-05:00,7462.0,569314,7461.035714285715,STOP,7461.035714285715,7464.410714285715,1.2857142857142858,-1.0,0.7518518518521558,-1.7518518518521558,2.0740740740749124,3.3703703703717327,12,0,0,0,,0,-1.7518518518521558,SHORT,0.0
FLIP-008865,FLIP,OPP_00569331_LONG,FLIP_SHADOW,SHORT,,-1,-1,569332,2019-05-21 17:18:00-05:00,7465.25,569333,7466.200892857143,STOP,7466.200892857143,7462.872767857143,1.2678571428571428,-1.0,0.7624413145537823,-1.7624413145537823,0.26291079812199386,2.366197183097945,1,0,0,0,,0,1.7375586854462177,LONG,-3.5
FLIP-008866,FLIP,OPP_00569350_LONG,FLIP_SHADOW,SHORT,,-1,-1,569351,2019-05-21 17:37:00-05:00,7468.75,569352,7469.473214285715,STOP,7469.473214285715,7466.941964285715,0.9642857142857143,-1.0,1.0024691358019289,-2.002469135801929,0.0,1.7283950617274635,1,0,0,0,,0,-2.002469135801929,LONG,0.0
FLIP-008867,FLIP,OPP_00569413_LONG,FLIP_SHADOW,SHORT,,-1,-1,569414,2019-05-21 18:40:00-05:00,7469.75,569418,7470.325892857143,STOP,7470.325892857143,7468.310267857143,0.7678571428571429,-1.0,1.2589147286816025,-2.2589147286816025,0.8682170542631741,1.7364341085263482,4,0,0,0,,0,1.2410852713183975,LONG,-3.5
FLIP-008868,FLIP,OPP_00569456_SHORT,FLIP_SHADOW,LONG,,-1,-1,569457,2019-05-21 19:23:00-05:00,7464.5,569458,7463.334821428572,STOP,7463.334821428572,7467.412946428572,1.5535714285714286,-1.0,0.6222222222222916,-1.6222222222222915,0.0,1.287356321839224,1,0,0,0,,0,1.8777777777777085,SHORT,-3.5
FLIP-008869,FLIP,OPP_00569517_LONG,FLIP_SHADOW,SHORT,,-1,-1,569518,2019-05-21 20:24:00-05:00,7460.5,569521,7461.651785714285,STOP,7461.651785714285,7457.620535714285,1.5357142857142858,-1.0,0.6294573643412983,-1.6294573643412984,1.0852713178298246,2.3875968992256142,3,0,0,0,,0,-1.6294573643412984,LONG,0.0
FLIP-008870,FLIP,OPP_00569640_SHORT,FLIP_SHADOW,LONG,,-1,-1,569641,2019-05-21 22:27:00-05:00,7462.75,569642,7462.066964285715,STOP,7462.066964285715,7464.457589285715,0.9107142857142857,-1.0,1.0614379084973378,-2.0614379084973375,0.0,1.8300653594781686,1,0,0,0,,0,1.4385620915026622,SHORT,-3.5
FLIP-008871,FLIP,OPP_00569665_LONG,FLIP_SHADOW,SHORT,,-1,-1,569666,2019-05-21 22:52:00-05:00,7462.0,569668,7462.65625,STOP,7462.65625,7460.359375,0.875,-1.0,1.1047619047619048,-2.104761904761905,0.7619047619047619,1.1428571428571428,2,0,0,0,,0,-2.104761904761905,LONG,0.0
FLIP-008872,FLIP,OPP_00569706_SHORT,FLIP_SHADOW,LONG,,-1,-1,569707,2019-05-21 23:33:00-05:00,7461.25,569708,7460.647321428572,STOP,7460.647321428572,7462.756696428572,0.8035714285714286,-1.0,1.2029629629632224,-2.2029629629632224,0.8296296296298085,15.76296296296636,1,0,0,0,,0,1.2970370370367776,SHORT,-3.5
FLIP-008873,FLIP,OPP_00569792_SHORT,FLIP_SHADOW,LONG,,-1,-1,569793,2019-05-22 00:59:00-05:00,7442.75,569795,7445.462053571428,TARGET,7441.665178571428,7445.462053571428,1.4464285714285714,2.5,0.668312757201566,1.8316872427984339,3.2263374485592844,0.0,2,0,0,0,,0,-1.6683127572015661,SHORT,3.5
FLIP-008874,FLIP,OPP_00569835_SHORT,FLIP_SHADOW,LONG,,-1,-1,569836,2019-05-22 01:42:00-05:00,7441.0,569837,7439.754464285715,STOP,7439.754464285715,7444.113839285715,1.6607142857142858,-1.0,0.5820788530467771,-1.582078853046777,0.20071684587819902,1.204301075269194,1,0,0,0,,0,-1.582078853046777,SHORT,0.0
FLIP-008875,FLIP,OPP_00569844_LONG,FLIP_SHADOW,SHORT,,-1,-1,569845,2019-05-22 01:51:00-05:00,7445.0,569849,7446.339285714285,STOP,7446.339285714285,7441.651785714285,1.7857142857142858,-1.0,0.5413333333334909,-1.5413333333334909,0.373333333333442,1.306666666667047,4,0,0,0,,0,1.9586666666665091,LONG,-3.5
FLIP-008876,FLIP,OPP_00569858_SHORT,FLIP_SHADOW,LONG,,-1,-1,569859,2019-05-22 02:05:00-05:00,7440.0,569860,7438.205357142857,STOP,7438.205357142857,7444.486607142857,2.392857142857143,-1.0,0.4039800995024291,-1.4039800995024292,0.0,3.4825870646761126,1,0,0,0,,0,2.096019900497571,SHORT,-3.5
FLIP-008877,FLIP,OPP_00569892_SHORT,FLIP_SHADOW,LONG,,-1,-1,569893,2019-05-22 02:39:00-05:00,7438.5,569899,7442.417410714285,TARGET,7436.933035714285,7442.417410714285,2.0892857142857144,2.5,0.4626780626779476,2.0373219373220524,2.5527065527059176,0.3190883190882397,6,0,0,0,,0,-1.4626780626779476,SHORT,3.5
