trade_id,system,opportunity_id,variant,direction,tag,signal_j,signal_m1_i,entry_i,entry_ts,entry_price,exit_i,exit_price,exit_reason,stop,target,atr,gross_R,cost_R,net_R,MFE_R,MAE_R,duration_min,delay_bars_1m,price_improvement_atr,entry_deterioration_atr,15m_state,15m_strength,original_net_R,original_direction,flip_delta_R
FLIP-000012,FLIP,OPP_00000960_LONG,FLIP_SHADOW,SHORT,,-1,-1,961,2017-10-02 09:19:00-05:00,6007.5,973,6001.707589285715,TARGET,6009.816964285715,6001.707589285715,3.0892857142857144,2.5,0.312909441233088,2.187090558766912,2.805394990365617,0.6473988439305269,12,0,0,0,,0,-1.312909441233088,LONG,3.5
FLIP-000013,FLIP,OPP_00001088_LONG,FLIP_SHADOW,SHORT,,-1,-1,1089,2017-10-02 11:27:00-05:00,5976.0,1094,5977.647321428572,STOP,5977.647321428572,5971.881696428572,2.1964285714285716,-1.0,0.44010840108397614,-1.4401084010839762,0.910569105690985,1.0623306233061494,5,0,0,0,,0,-1.4401084010839762,LONG,0.0
FLIP-000014,FLIP,OPP_00001159_SHORT,FLIP_SHADOW,LONG,,-1,-1,1160,2017-10-02 12:38:00-05:00,5978.5,1163,5977.361607142857,STOP,5977.361607142857,5981.345982142857,1.5178571428571428,-1.0,0.6368627450978939,-1.6368627450978939,0.6588235294116144,2.854901960783662,3,0,0,0,,0,1.8631372549021061,SHORT,-3.5
FLIP-000015,FLIP,OPP_00001291_LONG,FLIP_SHADOW,SHORT,,-1,-1,1292,2017-10-02 14:50:00-05:00,5982.5,1293,5983.879464285715,STOP,5983.879464285715,5979.051339285715,1.8392857142857142,-1.0,0.5255663430419227,-1.5255663430419228,0.0,2.8996763754037116,1,0,0,0,,0,1.9744336569580772,LONG,-3.5
FLIP-000016,FLIP,OPP_00001384_LONG,FLIP_SHADOW,SHORT,,-1,-1,1385,2017-10-02 17:42:00-05:00,5983.25,1386,5983.424107142857,STOP,5983.424107142857,5982.814732142857,0.23214285714285715,-1.0,4.164102564108779,-5.164102564108779,2.871794871799158,1.435897435899579,1,0,0,0,,0,-5.164102564108779,LONG,0.0
FLIP-000017,FLIP,OPP_00001427_SHORT,FLIP_SHADOW,LONG,,-1,-1,1428,2017-10-02 18:27:00-05:00,5982.25,1429,5982.129464285715,STOP,5982.129464285715,5982.551339285715,0.16071428571428573,-1.0,6.014814814834265,-7.014814814834265,2.074074074080781,6.222222222242343,1,0,0,0,,0,-7.014814814834265,SHORT,0.0
FLIP-000018,FLIP,OPP_00001465_SHORT,FLIP_SHADOW,LONG,,-1,-1,1466,2017-10-02 19:07:00-05:00,5982.0,1468,5981.745535714285,STOP,5981.745535714285,5982.636160714285,0.3392857142857143,-1.0,2.8491228070131798,-3.8491228070131798,0.0,1.9649122806987445,2,0,0,0,,0,-0.34912280701317977,SHORT,-3.5
FLIP-000019,FLIP,OPP_00001519_LONG,FLIP_SHADOW,SHORT,,-1,-1,1520,2017-10-02 20:02:00-05:00,5981.75,1523,5982.191964285715,STOP,5982.191964285715,5980.645089285715,0.5892857142857143,-1.0,1.6404040404025937,-2.6404040404025935,0.5656565656560668,2.828282828280334,3,0,0,0,,0,0.8595959595974063,LONG,-3.5
FLIP-000020,FLIP,OPP_00001624_SHORT,FLIP_SHADOW,LONG,,-1,-1,1625,2017-10-02 21:47:00-05:00,5991.75,1626,5991.495535714285,STOP,5991.495535714285,5992.386160714285,0.3392857142857143,-1.0,2.8491228070131798,-3.8491228070131798,0.9824561403493722,1.9649122806987445,1,0,0,0,,0,-0.34912280701317977,SHORT,-3.5
FLIP-000021,FLIP,OPP_00001648_LONG,FLIP_SHADOW,SHORT,,-1,-1,1649,2017-10-02 22:11:00-05:00,5992.5,1650,5992.647321428572,STOP,5992.647321428572,5992.131696428572,0.19642857142857142,-1.0,4.921212121207781,-5.921212121207781,0.0,1.6969696969682004,1,0,0,0,,0,-2.4212121212077813,LONG,-3.5
FLIP-000022,FLIP,OPP_00001707_LONG,FLIP_SHADOW,SHORT,,-1,-1,1708,2017-10-02 23:14:00-05:00,5994.75,1709,5994.113839285715,TARGET,5995.004464285715,5994.113839285715,0.3392857142857143,2.5,2.8491228070131798,-0.34912280701317977,4.9122807017468615,0.0,1,0,0,0,,0,-3.8491228070131798,LONG,3.5
FLIP-000023,FLIP,OPP_00001734_SHORT,FLIP_SHADOW,LONG,,-1,-1,1735,2017-10-02 23:41:00-05:00,5992.75,1736,5992.522321428572,STOP,5992.522321428572,5993.319196428572,0.30357142857142855,-1.0,3.184313725492013,-4.184313725492013,0.0,3.294117647060703,1,0,0,0,,0,-0.6843137254920131,SHORT,-3.4999999999999996
FLIP-000024,FLIP,OPP_00001767_LONG,FLIP_SHADOW,SHORT,,-1,-1,1768,2017-10-03 00:15:00-05:00,5993.25,1771,5993.571428571428,STOP,5993.571428571428,5992.446428571428,0.42857142857142855,-1.0,2.2555555555564673,-3.2555555555564673,0.0,2.3333333333342767,3,0,0,0,,0,0.24444444444353275,LONG,-3.5
FLIP-000025,FLIP,OPP_00001812_SHORT,FLIP_SHADOW,LONG,,-1,-1,1813,2017-10-03 01:03:00-05:00,5993.75,1814,5993.455357142857,STOP,5993.455357142857,5994.486607142857,0.39285714285714285,-1.0,2.4606060606038906,-3.4606060606038906,0.0,3.393939393936401,1,0,0,0,,0,0.039393939396109356,SHORT,-3.5
FLIP-000026,FLIP,OPP_00001919_SHORT,FLIP_SHADOW,LONG,,-1,-1,1920,2017-10-03 02:50:00-05:00,5990.5,1922,5989.897321428572,STOP,5989.897321428572,5992.006696428572,0.8035714285714286,-1.0,1.2029629629632224,-2.2029629629632224,0.0,2.9037037037043296,2,0,0,0,,0,1.2970370370367776,SHORT,-3.5
FLIP-000027,FLIP,OPP_00001943_SHORT,FLIP_SHADOW,LONG,,-1,-1,1944,2017-10-03 03:14:00-05:00,5989.25,1945,5988.821428571428,STOP,5988.821428571428,5990.321428571428,0.5714285714285714,-1.0,1.6916666666661537,-2.691666666666154,0.0,2.333333333332626,1,0,0,0,,0,0.8083333333338463,SHORT,-3.5
FLIP-000028,FLIP,OPP_00002007_LONG,FLIP_SHADOW,SHORT,,-1,-1,2008,2017-10-03 04:18:00-05:00,5988.25,2021,5988.785714285715,STOP,5988.785714285715,5986.910714285715,0.7142857142857143,-1.0,1.3533333333323487,-2.3533333333323485,0.9333333333326542,1.3999999999989814,13,0,0,0,,0,-2.3533333333323485,LONG,0.0
FLIP-000029,FLIP,OPP_00002044_SHORT,FLIP_SHADOW,LONG,,-1,-1,2045,2017-10-03 04:59:00-05:00,5988.5,2046,5988.272321428572,STOP,5988.272321428572,5989.069196428572,0.30357142857142855,-1.0,3.184313725492013,-4.184313725492013,0.0,7.686274509808308,1,0,0,0,,0,-0.6843137254920131,SHORT,-3.4999999999999996
FLIP-000030,FLIP,OPP_00002098_LONG,FLIP_SHADOW,SHORT,,-1,-1,2099,2017-10-03 05:53:00-05:00,5987.5,2100,5987.888392857143,STOP,5987.888392857143,5986.529017857143,0.5178571428571429,-1.0,1.8666666666654177,-2.8666666666654175,0.6436781609191096,1.2873563218382191,1,0,0,0,,0,-2.8666666666654175,LONG,0.0
FLIP-000031,FLIP,OPP_00002146_LONG,FLIP_SHADOW,SHORT,,-1,-1,2147,2017-10-03 06:41:00-05:00,5984.5,2148,5984.808035714285,STOP,5984.808035714285,5983.729910714285,0.4107142857142857,-1.0,2.3536231884087755,-3.3536231884087755,0.8115942028995777,1.6231884057991555,1,0,0,0,,0,0.1463768115912245,LONG,-3.5
FLIP-000032,FLIP,OPP_00002235_LONG,FLIP_SHADOW,SHORT,,-1,-1,2236,2017-10-03 08:10:00-05:00,5991.75,2244,5992.21875,STOP,5992.21875,5990.578125,0.625,-1.0,1.5466666666666666,-2.546666666666667,1.6,1.6,8,0,0,0,,0,-2.546666666666667,LONG,0.0
FLIP-000033,FLIP,OPP_00002351_SHORT,FLIP_SHADOW,LONG,,-1,-1,2352,2017-10-03 10:06:00-05:00,5994.25,2353,5992.616071428572,STOP,5992.616071428572,5998.334821428572,2.1785714285714284,-1.0,0.4437158469945708,-1.4437158469945708,0.0,1.6830601092897512,1,0,0,0,,0,2.0562841530054294,SHORT,-3.5
FLIP-000034,FLIP,OPP_00002362_LONG,FLIP_SHADOW,SHORT,,-1,-1,2363,2017-10-03 10:17:00-05:00,5991.5,2367,5993.174107142857,STOP,5993.174107142857,5987.314732142857,2.232142857142857,-1.0,0.4330666666667339,-1.433066666666734,0.7466666666667826,1.6426666666669216,4,0,0,0,,0,2.066933333333266,LONG,-3.5
FLIP-000035,FLIP,OPP_00002413_LONG,FLIP_SHADOW,SHORT,,-1,-1,2414,2017-10-03 11:08:00-05:00,5994.5,2415,5995.4375,STOP,5995.4375,5992.15625,1.25,-1.0,0.7733333333333333,-1.7733333333333334,0.0,1.0666666666666667,1,0,0,0,,0,1.7266666666666666,LONG,-3.5
FLIP-000036,FLIP,OPP_00002436_LONG,FLIP_SHADOW,SHORT,,-1,-1,2437,2017-10-03 11:31:00-05:00,5996.5,2438,5997.263392857143,STOP,5997.263392857143,5994.591517857143,1.0178571428571428,-1.0,0.949707602338858,-1.949707602338858,0.0,1.3099415204673903,1,0,0,0,,0,1.550292397661142,LONG,-3.5
FLIP-000037,FLIP,OPP_00002459_SHORT,FLIP_SHADOW,LONG,,-1,-1,2460,2017-10-03 11:54:00-05:00,5993.5,2466,5995.743303571428,TARGET,5992.602678571428,5995.743303571428,1.1964285714285714,2.5,0.8079601990048582,1.6920398009951418,2.507462686566801,0.278606965174089,6,0,0,0,,0,-1.8079601990048582,SHORT,3.5
FLIP-000038,FLIP,OPP_00002515_LONG,FLIP_SHADOW,SHORT,,-1,-1,2516,2017-10-03 12:50:00-05:00,5996.0,2518,5996.642857142857,STOP,5996.642857142857,5994.392857142857,0.8571428571428571,-1.0,1.1277777777782336,-2.127777777778234,0.3888888888890461,1.5555555555561844,2,0,0,0,,0,1.3722222222217664,LONG,-3.5
FLIP-000039,FLIP,OPP_00002565_SHORT,FLIP_SHADOW,LONG,,-1,-1,2566,2017-10-03 13:40:00-05:00,5994.5,2569,5996.475446428572,TARGET,5993.709821428572,5996.475446428572,1.0535714285714286,2.5,0.9175141242939362,1.5824858757060638,2.5310734463281,0.0,3,0,0,0,,0,-1.9175141242939362,SHORT,3.5
FLIP-000040,FLIP,OPP_00002601_SHORT,FLIP_SHADOW,LONG,,-1,-1,2602,2017-10-03 14:16:00-05:00,5994.75,2603,5994.013392857143,STOP,5994.013392857143,5996.591517857143,0.9821428571428571,-1.0,0.9842424242427714,-1.9842424242427714,0.6787878787881182,1.6969696969702956,1,0,0,0,,0,-1.9842424242427714,SHORT,0.0
FLIP-000041,FLIP,OPP_00002693_SHORT,FLIP_SHADOW,LONG,,-1,-1,2694,2017-10-03 17:03:00-05:00,5995.5,2705,5994.857142857143,STOP,5994.857142857143,5997.107142857143,0.8571428571428571,-1.0,1.1277777777782336,-2.127777777778234,1.5555555555561844,1.5555555555561844,11,0,0,0,,0,-2.127777777778234,SHORT,0.0
FLIP-000042,FLIP,OPP_00002795_LONG,FLIP_SHADOW,SHORT,,-1,-1,2796,2017-10-03 18:49:00-05:00,5994.5,2798,5994.098214285715,TARGET,5994.660714285715,5994.098214285715,0.21428571428571427,2.5,4.5111111111001705,-2.0111111111001705,3.1111111111035656,0.0,2,0,0,0,,0,-5.5111111111001705,LONG,3.5
FLIP-000043,FLIP,OPP_00002833_LONG,FLIP_SHADOW,SHORT,,-1,-1,2834,2017-10-03 19:29:00-05:00,5994.5,2835,5994.901785714285,STOP,5994.901785714285,5993.495535714285,0.5357142857142857,-1.0,1.804444444446195,-2.8044444444461947,0.0,1.2444444444456517,1,0,0,0,,0,-2.8044444444461947,LONG,0.0
FLIP-000044,FLIP,OPP_00002847_SHORT,FLIP_SHADOW,LONG,,-1,-1,2848,2017-10-03 19:44:00-05:00,5993.25,2849,5993.049107142857,STOP,5993.049107142857,5993.752232142857,0.26785714285714285,-1.0,3.6088888888842208,-4.608888888884221,0.0,1.2444444444428346,1,0,0,0,,0,-4.608888888884221,SHORT,0.0
FLIP-000045,FLIP,OPP_00002885_LONG,FLIP_SHADOW,SHORT,,-1,-1,2886,2017-10-03 20:24:00-05:00,5993.5,2888,5993.741071428572,STOP,5993.741071428572,5992.897321428572,0.32142857142857145,-1.0,3.0074074074057866,-4.007407407405786,2.074074074072956,1.037037037036478,2,0,0,0,,0,-4.007407407405786,LONG,0.0
FLIP-000046,FLIP,OPP_00003003_LONG,FLIP_SHADOW,SHORT,,-1,-1,3004,2017-10-03 22:30:00-05:00,5996.25,3005,5995.848214285715,TARGET,5996.410714285715,5995.848214285715,0.21428571428571427,2.5,4.5111111111001705,-2.0111111111001705,3.1111111111035656,0.0,1,0,0,0,,0,-5.5111111111001705,LONG,3.5
FLIP-000047,FLIP,OPP_00003032_SHORT,FLIP_SHADOW,LONG,,-1,-1,3033,2017-10-03 23:04:00-05:00,5996.25,3034,5996.116071428572,STOP,5996.116071428572,5996.584821428572,0.17857142857142858,-1.0,5.413333333338585,-6.413333333338585,0.0,3.733333333336955,1,0,0,0,,0,-2.913333333338585,SHORT,-3.5
FLIP-000048,FLIP,OPP_00003072_LONG,FLIP_SHADOW,SHORT,,-1,-1,3073,2017-10-03 23:49:00-05:00,5996.0,3077,5996.120535714285,STOP,5996.120535714285,5995.698660714285,0.16071428571428573,-1.0,6.014814814834265,-7.014814814834265,2.074074074080781,4.148148148161562,4,0,0,0,,0,-7.014814814834265,LONG,0.0
FLIP-000049,FLIP,OPP_00003097_SHORT,FLIP_SHADOW,LONG,,-1,-1,3098,2017-10-04 00:17:00-05:00,5995.25,3099,5994.995535714285,STOP,5994.995535714285,5995.886160714285,0.3392857142857143,-1.0,2.8491228070131798,-3.8491228070131798,0.0,1.9649122806987445,1,0,0,0,,0,-0.34912280701317977,SHORT,-3.5
FLIP-000050,FLIP,OPP_00003205_SHORT,FLIP_SHADOW,LONG,,-1,-1,3206,2017-10-04 02:07:00-05:00,5995.25,3209,5994.915178571428,STOP,5994.915178571428,5996.087053571428,0.44642857142857145,-1.0,2.165333333332493,-3.165333333332493,0.7466666666663769,1.4933333333327539,3,0,0,0,,0,-3.165333333332493,SHORT,0.0
FLIP-000051,FLIP,OPP_00003245_LONG,FLIP_SHADOW,SHORT,,-1,-1,3246,2017-10-04 02:47:00-05:00,5995.5,3251,5994.729910714285,TARGET,5995.808035714285,5994.729910714285,0.4107142857142857,2.5,2.3536231884087755,0.1463768115912245,3.246376811598311,0.0,5,0,0,0,,0,-3.3536231884087755,LONG,3.5
FLIP-000052,FLIP,OPP_00003313_SHORT,FLIP_SHADOW,LONG,,-1,-1,3314,2017-10-04 03:59:00-05:00,5995.0,3315,5994.785714285715,STOP,5994.785714285715,5995.535714285715,0.2857142857142857,-1.0,3.3833333333394875,-4.383333333339488,0.0,2.3333333333375776,1,0,0,0,,0,-0.8833333333394875,SHORT,-3.5000000000000004
FLIP-000053,FLIP,OPP_00003347_SHORT,FLIP_SHADOW,LONG,,-1,-1,3348,2017-10-04 04:33:00-05:00,5992.25,3349,5992.0625,STOP,5992.0625,5992.71875,0.25,-1.0,3.8666666666666667,-4.866666666666667,1.3333333333333333,1.3333333333333333,1,0,0,0,,0,-4.866666666666667,SHORT,0.0
FLIP-000054,FLIP,OPP_00003577_SHORT,FLIP_SHADOW,LONG,,-1,-1,3578,2017-10-04 08:23:00-05:00,5985.5,3581,5986.939732142857,TARGET,5984.924107142857,5986.939732142857,0.7678571428571429,2.5,1.2589147286816025,1.2410852713183975,2.6046511627895224,0.43410852713158704,3,0,0,0,,0,-2.2589147286816025,SHORT,3.5
FLIP-000055,FLIP,OPP_00003674_LONG,FLIP_SHADOW,SHORT,,-1,-1,3675,2017-10-04 10:00:00-05:00,5990.5,3676,5991.933035714285,STOP,5991.933035714285,5986.917410714285,1.9107142857142858,-1.0,0.5059190031154024,-1.5059190031154024,0.0,2.7912772585677375,1,0,0,0,,0,1.9940809968845976,LONG,-3.5
FLIP-000056,FLIP,OPP_00003901_LONG,FLIP_SHADOW,SHORT,,-1,-1,3902,2017-10-04 13:47:00-05:00,5999.0,3905,5999.830357142857,STOP,5999.830357142857,5996.924107142857,1.1071428571428572,-1.0,0.8731182795701657,-1.8731182795701657,0.9032258064518955,1.5053763440864927,3,0,0,0,,0,1.6268817204298343,LONG,-3.5
FLIP-000057,FLIP,OPP_00003994_LONG,FLIP_SHADOW,SHORT,,-1,-1,3995,2017-10-04 15:35:00-05:00,6005.5,4010,6006.008928571428,STOP,6006.008928571428,6004.227678571428,0.6785714285714286,-1.0,1.4245614035091356,-2.4245614035091356,1.964912280702256,1.473684210526692,15,0,0,0,,0,-2.4245614035091356,LONG,0.0
FLIP-000058,FLIP,OPP_00004021_SHORT,FLIP_SHADOW,LONG,,-1,-1,4022,2017-10-04 17:02:00-05:00,6003.0,4023,6004.205357142857,TARGET,6002.517857142857,6004.205357142857,0.6428571428571429,2.5,1.5037037037028933,0.9962962962971067,2.5925925925911955,0.0,1,0,0,0,,0,-2.503703703702893,SHORT,3.5
FLIP-000059,FLIP,OPP_00004056_LONG,FLIP_SHADOW,SHORT,,-1,-1,4057,2017-10-04 17:39:00-05:00,6004.25,4058,6004.397321428572,STOP,6004.397321428572,6003.881696428572,0.19642857142857142,-1.0,4.921212121207781,-5.921212121207781,0.0,3.393939393936401,1,0,0,0,,0,-2.4212121212077813,LONG,-3.5
FLIP-000060,FLIP,OPP_00004089_SHORT,FLIP_SHADOW,LONG,,-1,-1,4090,2017-10-04 18:15:00-05:00,6004.0,4091,6003.919642857143,STOP,6003.919642857143,6004.200892857143,0.10714285714285714,-1.0,9.022222222251397,-10.022222222251397,0.0,3.1111111111211716,1,0,0,0,,0,-6.522222222251397,SHORT,-3.5
FLIP-000061,FLIP,OPP_00004155_SHORT,FLIP_SHADOW,LONG,,-1,-1,4156,2017-10-04 19:24:00-05:00,6004.25,4157,6004.008928571428,STOP,6004.008928571428,6004.852678571428,0.32142857142857145,-1.0,3.0074074074057866,-4.007407407405786,0.0,2.074074074072956,1,0,0,0,,0,-0.5074074074057866,SHORT,-3.4999999999999996
FLIP-000062,FLIP,OPP_00004237_LONG,FLIP_SHADOW,SHORT,,-1,-1,4238,2017-10-04 20:52:00-05:00,6003.75,4239,6003.924107142857,STOP,6003.924107142857,6003.314732142857,0.23214285714285715,-1.0,4.164102564108779,-5.164102564108779,0.0,2.871794871799158,1,0,0,0,,0,-1.664102564108779,LONG,-3.5
FLIP-000063,FLIP,OPP_00004269_LONG,FLIP_SHADOW,SHORT,,-1,-1,4270,2017-10-04 21:27:00-05:00,6006.5,4271,6005.796875,TARGET,6006.78125,6005.796875,0.375,2.5,2.577777777777778,-0.07777777777777795,2.6666666666666665,0.0,1,0,0,0,,0,-3.577777777777778,LONG,3.5
FLIP-000064,FLIP,OPP_00004340_SHORT,FLIP_SHADOW,LONG,,-1,-1,4341,2017-10-04 22:51:00-05:00,6005.75,4343,6005.669642857143,STOP,6005.669642857143,6005.950892857143,0.10714285714285714,-1.0,9.022222222251397,-10.022222222251397,0.0,3.1111111111211716,2,0,0,0,,0,-6.522222222251397,SHORT,-3.5
FLIP-000065,FLIP,OPP_00004356_LONG,FLIP_SHADOW,SHORT,,-1,-1,4357,2017-10-04 23:09:00-05:00,6006.5,4364,6005.897321428572,TARGET,6006.741071428572,6005.897321428572,0.32142857142857145,2.5,3.0074074074057866,-0.5074074074057866,3.1111111111094343,0.0,7,0,0,0,,0,-4.007407407405786,LONG,3.4999999999999996
FLIP-000066,FLIP,OPP_00004383_SHORT,FLIP_SHADOW,LONG,,-1,-1,4384,2017-10-04 23:47:00-05:00,6005.0,4385,6004.879464285715,STOP,6004.879464285715,6005.301339285715,0.16071428571428573,-1.0,6.014814814834265,-7.014814814834265,0.0,2.074074074080781,1,0,0,0,,0,-7.014814814834265,SHORT,0.0
FLIP-000067,FLIP,OPP_00004441_LONG,FLIP_SHADOW,SHORT,,-1,-1,4442,2017-10-05 00:55:00-05:00,6003.75,4444,6003.649553571428,TARGET,6003.790178571428,6003.649553571428,0.05357142857142857,2.5,18.044444444502794,-15.544444444502794,6.222222222242343,0.0,2,0,0,0,,0,-19.044444444502794,LONG,3.5
FLIP-000068,FLIP,OPP_00004500_SHORT,FLIP_SHADOW,LONG,,-1,-1,4501,2017-10-05 01:57:00-05:00,6004.0,4502,6003.892857142857,STOP,6003.892857142857,6004.267857142857,0.14285714285714285,-1.0,6.766666666650256,-7.766666666650256,0.0,4.666666666655349,1,0,0,0,,0,-4.266666666650256,SHORT,-3.5
FLIP-000069,FLIP,OPP_00004522_LONG,FLIP_SHADOW,SHORT,,-1,-1,4523,2017-10-05 02:19:00-05:00,6004.75,4524,6005.125,STOP,6005.125,6003.8125,0.5,-1.0,1.9333333333333333,-2.9333333333333336,0.0,2.6666666666666665,1,0,0,0,,0,0.5666666666666667,LONG,-3.5
FLIP-000070,FLIP,OPP_00004562_LONG,FLIP_SHADOW,SHORT,,-1,-1,4563,2017-10-05 03:00:00-05:00,6006.0,4570,6006.361607142857,STOP,6006.361607142857,6005.095982142857,0.48214285714285715,-1.0,2.004938271606379,-3.004938271606379,2.0740740740755643,1.3827160493837096,7,0,0,0,,0,-3.004938271606379,LONG,0.0
FLIP-000071,FLIP,OPP_00004867_LONG,FLIP_SHADOW,SHORT,,-1,-1,4868,2017-10-05 08:07:00-05:00,6024.5,4869,6022.390625,TARGET,6025.34375,6022.390625,1.125,2.5,0.8592592592592593,1.6407407407407408,2.6666666666666665,0.2962962962962963,1,0,0,0,,0,-1.8592592592592592,LONG,3.5
FLIP-000072,FLIP,OPP_00004894_LONG,FLIP_SHADOW,SHORT,,-1,-1,4895,2017-10-05 08:34:00-05:00,6032.5,4896,6034.361607142857,STOP,6034.361607142857,6027.845982142857,2.482142857142857,-1.0,0.38944844124705674,-1.3894484412470567,0.0,4.29736211031235,1,0,0,0,,0,2.110551558752943,LONG,-3.5
FLIP-000073,FLIP,OPP_00004917_SHORT,FLIP_SHADOW,LONG,,-1,-1,4918,2017-10-05 08:57:00-05:00,6026.0,4920,6023.669642857143,STOP,6023.669642857143,6031.825892857143,3.107142857142857,-1.0,0.3111111111111458,-1.3111111111111458,0.53639846743301,2.896551724138254,2,0,0,0,,0,2.188888888888854,SHORT,-3.5
FLIP-000074,FLIP,OPP_00004932_LONG,FLIP_SHADOW,SHORT,,-1,-1,4933,2017-10-05 09:12:00-05:00,6027.25,4937,6029.96875,STOP,6029.96875,6020.453125,3.625,-1.0,0.26666666666666666,-1.2666666666666666,1.0114942528735633,1.0114942528735633,4,0,0,0,,0,-1.2666666666666666,LONG,0.0
FLIP-000075,FLIP,OPP_00004974_SHORT,FLIP_SHADOW,LONG,,-1,-1,4975,2017-10-05 09:54:00-05:00,6020.25,4981,6024.100446428572,TARGET,6018.709821428572,6024.100446428572,2.0535714285714284,2.5,0.47072463768119915,2.029275362318801,3.5710144927539242,0.3246376811594477,6,0,0,0,,0,-1.470724637681199,SHORT,3.5
FLIP-000076,FLIP,OPP_00004990_SHORT,FLIP_SHADOW,LONG,,-1,-1,4991,2017-10-05 10:10:00-05:00,6019.0,5002,6023.017857142857,TARGET,6017.392857142857,6023.017857142857,2.142857142857143,2.5,0.4511111111110382,2.048888888888962,3.111111111110608,0.3111111111110608,11,0,0,0,,0,-1.4511111111110382,SHORT,3.5
