location,direction,count,AvgR,PF,TotalR
LOCATION_GOOD,DIRECTION_GOOD,21627,2.1425653159557894,inf,46337.260088175855
LOCATION_GOOD,DIRECTION_BAD,27840,-1.3798357250005957,0.0,-38414.62658401659
LOCATION_BAD,DIRECTION_GOOD,5695,2.1542182810319437,inf,12268.27311047692
LOCATION_BAD,DIRECTION_BAD,6791,-1.3599972164262972,0.0,-9235.741096750984
