trade_id,system,opportunity_id,variant,direction,tag,signal_j,signal_m1_i,entry_i,entry_ts,entry_price,exit_i,exit_price,exit_reason,stop,target,atr,gross_R,cost_R,net_R,MFE_R,MAE_R,duration_min,delay_bars_1m,price_improvement_atr,entry_deterioration_atr,15m_state,15m_strength,location_score,direction_score,reaction_score,total_evidence
E-046298,E,OPP_02311344_SHORT,E,SHORT,TAKE,-1,2311344,2311345,2024-04-30 04:48:00-05:00,17883.25,2311348,17875.75,TARGET,17886.25,17875.75,4.0,2.5,0.24166666666666667,2.2583333333333333,2.8333333333333335,0.3333333333333333,3,1,0,0,TRANSITION,0.0,2,2,1,5
E-046527,E,OPP_02322422_LONG,E,LONG,TAKE,-1,2322422,2322423,2024-05-10 05:32:00-05:00,18292.0,2322424,18296.453125,TARGET,18290.21875,18296.453125,2.375,2.5,0.4070175438596491,2.092982456140351,3.087719298245614,0.0,1,1,0,0,NEUTRAL,0.5,2,2,2,6
E-046646,E,OPP_02328263_LONG,E,LONG,TAKE,-1,2328263,2328264,2024-05-16 10:53:00-05:00,18742.0,2328270,18737.58035714286,STOP,18737.58035714286,18753.04910714286,5.892857142857143,-1.0,0.1640404040404619,-1.164040404040462,0.9050505050508243,1.0181818181821773,6,1,0,0,TRANSITION,0.0,2,2,1,5
E-046672,E,OPP_02329338_LONG,E,LONG,TAKE,-1,2329338,2329339,2024-05-17 05:49:00-05:00,18659.25,2329340,18657.29464285714,STOP,18657.29464285714,18664.13839285714,2.607142857142857,-1.0,0.3707762557074669,-1.370776255707467,0.0,1.0228310502274949,1,1,0,0,BULLISH,2.0,2,3,1,6
E-047840,E,OPP_02388454_LONG,E,LONG,TAKE,-1,2388454,2388455,2024-07-17 19:18:00-05:00,20060.5,2388456,20057.48660714286,STOP,20057.48660714286,20068.03348214286,4.017857142857143,-1.0,0.24059259259271706,-1.240592592592717,0.0,1.3274074074080942,1,1,0,0,BULLISH,1.0,2,3,3,8
E-048277,E,OPP_02408810_SHORT,E,SHORT,TAKE,-1,2408810,2408811,2024-08-07 12:36:00-05:00,18221.25,2408812,18235.754464285714,STOP,18235.754464285714,18184.988839285714,19.339285714285715,-1.0,0.04998461064943238,-1.0499846106494324,0.48261003385658857,1.2927054478301478,1,1,0,0,BEARISH,-1.0,2,3,1,6
E-048829,E,OPP_02436144_SHORT,E,SHORT,TAKE,-1,2436144,2436145,2024-09-04 12:14:00-05:00,19046.25,2436151,19056.10714285714,STOP,19056.10714285714,19021.60714285714,13.142857142857142,-1.0,0.0735507246376928,-1.0735507246376927,2.1811594202902,1.1920289855074349,6,1,0,0,NEUTRAL,0.5,2,2,2,6
E-048937,E,OPP_02442510_LONG,E,LONG,TAKE,-1,2442510,2442511,2024-09-11 03:20:00-05:00,18814.25,2442514,18809.522321428572,STOP,18809.522321428572,18826.069196428572,6.303571428571429,-1.0,0.1533522190746324,-1.1533522190746324,1.9565627950901374,1.1104815864025104,3,1,0,0,BULLISH,2.0,2,3,1,6
E-049522,E,OPP_02471866_LONG,E,LONG,TAKE,-1,2471866,2471867,2024-10-10 10:02:00-05:00,20373.5,2471872,20398.477678571428,TARGET,20363.508928571428,20398.477678571428,13.321428571428571,2.5,0.0725647899910559,2.427435210008944,3.2278820375331763,0.6756032171581067,5,1,0,0,BULLISH,2.0,2,4,1,7
E-049624,E,OPP_02477102_LONG,E,LONG,TAKE,-1,2477102,2477103,2024-10-16 05:18:00-05:00,20357.25,2477121,20365.553571428572,TARGET,20353.928571428572,20365.553571428572,4.428571428571429,2.5,0.21827956989254144,2.2817204301074585,2.9354838709686604,0.6774193548389217,18,1,0,0,NEUTRAL,-0.5,2,1,3,6
E-049815,E,OPP_02486778_LONG,E,LONG,TAKE,-1,2486778,2486779,2024-10-25 05:36:00-05:00,20439.0,2486781,20436.535714285714,STOP,20436.535714285714,20445.160714285714,3.2857142857142856,-1.0,0.2942028985506626,-1.2942028985506626,0.0,1.3188405797098668,2,1,0,0,BULLISH,1.0,2,2,1,5
E-049992,E,OPP_02494905_SHORT,E,SHORT,TAKE,-1,2494905,2494906,2024-11-04 03:03:00-06:00,20155.5,2494910,20161.60714285714,STOP,20161.60714285714,20140.23214285714,8.142857142857142,-1.0,0.11871345029242797,-1.1187134502924279,0.6549707602340853,1.719298245614474,4,1,0,0,BEARISH,-1.5,1,3,2,6
E-050090,E,OPP_02499553_LONG,E,LONG,TAKE,-1,2499553,2499554,2024-11-07 11:31:00-06:00,21183.75,2499555,21178.39285714286,STOP,21178.39285714286,21197.14285714286,7.142857142857143,-1.0,0.13533333333337272,-1.1353333333333726,0.0,2.8466666666674953,1,1,0,0,NEUTRAL,0.5,1,2,2,5
E-050115,E,OPP_02500681_LONG,E,LONG,TAKE,-1,2500681,2500682,2024-11-08 07:19:00-06:00,21179.0,2500693,21174.633928571428,STOP,21174.633928571428,21189.915178571428,5.821428571428571,-1.0,0.1660531697341118,-1.1660531697341119,1.7750511247439538,1.1451942740283572,11,1,0,0,NEUTRAL,-0.5,3,0,2,5
E-050274,E,OPP_02507993_LONG,E,LONG,TAKE,-1,2507993,2507994,2024-11-15 14:11:00-06:00,20470.0,2508002,20490.323660714286,TARGET,20461.870535714286,20490.323660714286,10.839285714285714,2.5,0.08918176825920394,2.4108182317407962,3.3827567270732533,0.12300933552993648,8,1,0,0,BULLISH,2.0,2,3,3,8
E-050401,E,OPP_02514210_LONG,E,LONG,TAKE,-1,2514210,2514211,2024-11-22 02:48:00-06:00,20814.0,2514213,20807.98660714286,STOP,20807.98660714286,20829.03348214286,8.017857142857142,-1.0,0.1205642167780565,-1.1205642167780565,0.4988864142540269,1.6629547141800898,2,1,0,0,TRANSITION,0.0,2,1,2,5
E-050672,E,OPP_02526549_LONG,E,LONG,TAKE,-1,2526549,2526550,2024-12-05 09:13:00-06:00,21521.25,2526559,21513.026785714286,STOP,21513.026785714286,21541.808035714286,10.964285714285714,-1.0,0.08816503800217712,-1.088165038002177,1.8849077090120627,1.368078175895852,9,1,0,0,NEUTRAL,-0.5,2,2,2,6
E-050836,E,OPP_02533644_SHORT,E,SHORT,TAKE,-1,2533644,2533645,2024-12-12 12:29:00-06:00,21739.25,2533647,21725.421875,TARGET,21744.78125,21725.421875,7.375,2.5,0.1310734463276836,2.3689265536723165,2.847457627118644,0.0,2,1,0,0,BULLISH,1.0,2,1,3,5
E-051028,E,OPP_02542669_SHORT,E,SHORT,TAKE,-1,2542669,2542670,2024-12-23 01:58:00-06:00,21722.0,2542671,21711.553571428572,TARGET,21726.178571428572,21711.553571428572,5.571428571428571,2.5,0.17350427350423034,2.3264957264957697,3.111111111110337,0.0,1,1,0,0,NEUTRAL,-0.5,1,2,2,5
E-051203,E,OPP_02550497_LONG,E,LONG,TAKE,-1,2550497,2550498,2025-01-01 22:12:00-06:00,21313.25,2550499,21309.446428571428,STOP,21309.446428571428,21322.758928571428,5.071428571428571,-1.0,0.19061032863844557,-1.1906103286384455,0.1971830985914954,1.971830985914954,1,1,0,0,NEUTRAL,0.5,1,2,2,5
E-051367,E,OPP_02559217_SHORT,E,SHORT,TAKE,-1,2559217,2559218,2025-01-10 13:03:00-06:00,21142.0,2559220,21108.91964285714,TARGET,21155.23214285714,21108.91964285714,17.642857142857142,2.5,0.0547908232118823,2.4452091767881177,4.269905533063931,0.0,2,1,0,0,BEARISH,-1.0,2,2,1,5
E-051386,E,OPP_02560275_LONG,E,LONG,TAKE,-1,2560275,2560276,2025-01-13 07:41:00-06:00,20834.5,2560277,20826.45089285714,STOP,20826.45089285714,20854.62276785714,10.732142857142858,-1.0,0.09007210205211788,-1.0900721020521178,0.8075429839155397,1.7393233499719316,1,1,0,0,TRANSITION,0.0,1,2,2,5
E-051622,E,OPP_02572585_SHORT,E,SHORT,TAKE,-1,2572585,2572586,2025-01-24 09:51:00-06:00,21995.5,2572597,21975.8125,TARGET,22003.375,21975.8125,10.5,2.5,0.09206349206349207,2.407936507936508,2.7301587301587302,0.9523809523809523,11,1,0,0,BEARISH,-2.0,2,2,2,5
E-051831,E,OPP_02582661_SHORT,E,SHORT,TAKE,-1,2582661,2582662,2025-02-04 17:47:00-06:00,21579.5,2582668,21571.196428571428,TARGET,21582.821428571428,21571.196428571428,4.428571428571429,2.5,0.21827956989254144,2.2817204301074585,3.3870967741946085,0.8279569892475709,6,1,0,0,BEARISH,-1.0,2,2,2,6
E-052261,E,OPP_02605072_LONG,E,LONG,TAKE,-1,2605072,2605073,2025-02-27 03:20:00-06:00,21307.75,2605074,21302.191964285714,STOP,21302.191964285714,21321.645089285714,7.410714285714286,-1.0,0.13044176706826088,-1.130441767068261,0.7196787148593704,1.304417670682609,1,1,0,0,BULLISH,1.5,3,3,1,7
E-052387,E,OPP_02610500_LONG,E,LONG,TAKE,-1,2610500,2610501,2025-03-05 01:48:00-06:00,20552.75,2610504,20547.32589285714,STOP,20547.32589285714,20566.31026785714,7.232142857142857,-1.0,0.1336625514402908,-1.1336625514402907,0.13827160493823185,2.2123456790117095,3,1,0,0,NEUTRAL,-0.5,2,2,2,6
E-052398,E,OPP_02610895_SHORT,E,SHORT,TAKE,-1,2610895,2610896,2025-03-05 08:23:00-06:00,20439.0,2610900,20449.459821428572,STOP,20449.459821428572,20412.850446428572,13.946428571428571,-1.0,0.06931284677762863,-1.0693128467776287,1.8881775501491935,1.123346137430533,4,1,0,0,BULLISH,1.0,2,2,1,4
E-052632,E,OPP_02622569_SHORT,E,SHORT,TAKE,-1,2622569,2622570,2025-03-17 19:57:00-05:00,19796.0,2622571,19788.46651785714,TARGET,19799.01339285714,19788.46651785714,4.017857142857143,2.5,0.24059259259271706,2.259407407407283,2.5718518518531823,0.0,1,1,0,0,BEARISH,-1.5,2,4,1,7
E-052818,E,OPP_02632236_LONG,E,LONG,TAKE,-1,2632236,2632237,2025-03-26 20:11:00-05:00,20077.75,2632238,20087.962053571428,TARGET,20073.665178571428,20087.962053571428,5.446428571428571,2.5,0.17748633879776904,2.322513661202231,2.754098360655037,0.0,1,1,0,0,BULLISH,1.5,2,3,1,6
E-052922,E,OPP_02637180_LONG,E,LONG,TAKE,-1,2637180,2637181,2025-04-01 09:35:00-05:00,19353.75,2637184,19402.433035714286,TARGET,19334.276785714286,19402.433035714286,25.964285714285715,2.5,0.03723062815222474,2.4627693718477754,3.2352132049519433,0.2824392480513601,3,1,0,0,BULLISH,2.0,1,4,2,7
E-052995,E,OPP_02640699_SHORT,E,SHORT,TAKE,-1,2640699,2640700,2025-04-03 23:17:00-05:00,18556.25,2640703,18540.04464285714,TARGET,18562.73214285714,18540.04464285714,8.642857142857142,2.5,0.11184573002757511,2.388154269972425,2.969696969697684,0.03856749311295694,3,1,0,0,NEUTRAL,-0.5,2,2,1,5
E-053237,E,OPP_02652940_LONG,E,LONG,TAKE,-1,2652940,2652941,2025-04-16 20:18:00-05:00,18473.75,2652945,18468.78125,STOP,18468.78125,18486.171875,6.625,-1.0,0.1459119496855346,-1.1459119496855346,0.20125786163522014,1.1572327044025157,4,1,0,0,BULLISH,1.0,2,1,1,4
E-053476,E,OPP_02664899_LONG,E,LONG,TAKE,-1,2664899,2664900,2025-04-30 11:37:00-05:00,19386.25,2664901,19418.62723214286,TARGET,19373.29910714286,19418.62723214286,17.267857142857142,2.5,0.055980696311623425,2.4440193036883766,3.0306790761809923,0.0,1,1,0,0,NEUTRAL,0.5,1,1,3,5
E-053868,E,OPP_02683356_SHORT,E,SHORT,TAKE,-1,2683356,2683357,2025-05-19 21:14:00-05:00,21452.5,2683366,21456.758928571428,STOP,21456.758928571428,21441.852678571428,5.678571428571429,-1.0,0.17023060796649858,-1.1702306079664986,1.3501048218032645,2.0545073375267067,9,1,0,0,NEUTRAL,-0.5,2,1,2,5
E-054002,E,OPP_02689091_SHORT,E,SHORT,TAKE,-1,2689091,2689092,2025-05-26 00:49:00-05:00,21209.0,2689093,21212.10714285714,STOP,21212.10714285714,21201.23214285714,4.142857142857143,-1.0,0.2333333333334504,-1.2333333333334504,0.0804597701149829,1.3678160919547093,1,1,0,0,NEUTRAL,-0.5,2,1,1,4
E-054029,E,OPP_02690248_LONG,E,LONG,TAKE,-1,2690248,2690249,2025-05-27 01:06:00-05:00,21211.25,2690250,21206.883928571428,STOP,21206.883928571428,21222.165178571428,5.821428571428571,-1.0,0.1660531697341118,-1.1660531697341119,0.0,1.0879345603269395,1,1,0,0,BULLISH,2.0,1,3,1,5
E-054040,E,OPP_02690639_SHORT,E,SHORT,TAKE,-1,2690639,2690640,2025-05-27 07:37:00-05:00,21291.5,2690643,21277.772321428572,TARGET,21296.991071428572,21277.772321428572,7.321428571428571,2.5,0.13203252032517826,2.367967479674822,2.7317073170726536,0.22764227642272114,3,1,0,0,BEARISH,-2.0,2,4,2,8
E-054616,E,OPP_02718074_LONG,E,LONG,TAKE,-1,2718074,2718075,2025-06-24 09:03:00-05:00,22294.25,2718080,22282.26339285714,STOP,22282.26339285714,22324.21651785714,15.982142857142858,-1.0,0.06048417132215228,-1.0604841713221522,1.4599627560519517,2.3567970204838646,5,1,0,0,NEUTRAL,0.5,3,1,0,4
E-054693,E,OPP_02721737_LONG,E,LONG,TAKE,-1,2721737,2721738,2025-06-27 01:06:00-05:00,22711.25,2721742,22716.67410714286,TARGET,22709.08035714286,22716.67410714286,2.892857142857143,2.5,0.3341563786010632,2.165843621398937,3.2263374485619893,0.4609053497945699,4,1,0,0,BULLISH,2.0,1,3,2,6
E-054889,E,OPP_02731239_LONG,E,LONG,TAKE,-1,2731239,2731240,2025-07-08 06:14:00-05:00,22939.75,2731244,22937.20535714286,STOP,22937.20535714286,22946.11160714286,3.392857142857143,-1.0,0.284912280701929,-1.284912280701929,1.9649122807029582,1.7684210526326625,4,1,0,0,BULLISH,1.0,3,1,2,5
E-055510,E,OPP_02761319_SHORT,E,SHORT,TAKE,-1,2761319,2761320,2025-08-07 01:37:00-05:00,23488.25,2761322,23481.051339285714,TARGET,23491.129464285714,23481.051339285714,3.8392857142857144,2.5,0.2517829457364796,2.2482170542635203,3.386046511628518,0.0,2,1,0,0,NEUTRAL,0.5,1,2,2,5
E-056083,E,OPP_02788845_LONG,E,LONG,TAKE,-1,2788845,2788846,2025-09-04 04:25:00-05:00,23496.75,2788852,23502.140625,TARGET,23494.59375,23502.140625,2.875,2.5,0.336231884057971,2.163768115942029,3.5942028985507246,0.8115942028985508,6,1,0,0,BEARISH,-1.0,2,2,2,5
E-056374,E,OPP_02803748_LONG,E,LONG,TAKE,-1,2803748,2803749,2025-09-19 00:20:00-05:00,24715.0,2803754,24719.821428571428,TARGET,24713.071428571428,24719.821428571428,2.5714285714285716,2.5,0.3759259259257233,2.1240740740742767,2.722222222220755,0.0,5,1,0,0,TRANSITION,0.0,1,1,2,4
E-056497,E,OPP_02809462_SHORT,E,SHORT,TAKE,-1,2809462,2809463,2025-09-25 03:35:00-05:00,24755.0,2809465,24757.25,STOP,24757.25,24749.375,3.0,-1.0,0.32222222222222224,-1.3222222222222222,1.6666666666666667,1.0,2,1,0,0,NEUTRAL,0.5,1,2,2,5
E-056523,E,OPP_02810553_SHORT,E,SHORT,TAKE,-1,2810553,2810554,2025-09-25 22:46:00-05:00,24584.0,2810558,24585.875,STOP,24585.875,24579.3125,2.5,-1.0,0.38666666666666666,-1.3866666666666667,2.4,1.2,4,1,0,0,TRANSITION,0.0,1,1,2,4
E-056733,E,OPP_02820803_LONG,E,LONG,TAKE,-1,2820803,2820804,2025-10-07 08:36:00-05:00,25245.5,2820811,25236.79464285714,STOP,25236.79464285714,25267.26339285714,11.607142857142858,-1.0,0.08328205128203636,-1.0832820512820365,1.4933333333330658,1.0912820512818557,7,1,0,0,BULLISH,1.0,1,2,2,5
E-056823,E,OPP_02825704_SHORT,E,SHORT,TAKE,-1,2825704,2825705,2025-10-12 22:17:00-05:00,24833.5,2825712,24821.3125,TARGET,24838.375,24821.3125,6.5,2.5,0.14871794871794872,2.3512820512820514,2.5128205128205128,0.7692307692307693,7,1,0,0,BEARISH,-1.0,2,2,2,6
E-056940,E,OPP_02830490_SHORT,E,SHORT,TAKE,-1,2830490,2830491,2025-10-16 09:03:00-05:00,25067.25,2830494,25084.70089285714,STOP,25084.70089285714,25023.62276785714,23.267857142857142,-1.0,0.04154515221284587,-1.0415451522128458,1.8480429777438336,1.2033768227169148,3,1,0,0,BEARISH,-2.0,2,3,1,6
E-056985,E,OPP_02832745_LONG,E,LONG,TAKE,-1,2832745,2832746,2025-10-20 00:38:00-05:00,25118.25,2832747,25114.5,STOP,25114.5,25127.625,5.0,-1.0,0.19333333333333333,-1.1933333333333334,0.0,2.1333333333333333,1,1,0,0,BULLISH,2.0,2,4,1,7
E-057146,E,OPP_02840884_LONG,E,LONG,TAKE,-1,2840884,2840885,2025-10-27 22:17:00-05:00,25975.5,2840887,25973.102678571428,STOP,25973.102678571428,25981.493303571428,3.1964285714285716,-1.0,0.30242085661066964,-1.3024208566106696,0.7299813780257542,1.668528864058867,2,1,0,0,TRANSITION,0.0,1,1,2,4
E-057378,E,OPP_02853343_SHORT,E,SHORT,TAKE,-1,2853343,2853344,2025-11-09 22:56:00-06:00,25465.75,2853346,25469.848214285714,STOP,25469.848214285714,25455.504464285714,5.464285714285714,-1.0,0.1769063180828111,-1.176906318082811,0.0,1.464052287581885,2,1,0,0,BULLISH,1.0,2,1,2,4
E-057429,E,OPP_02855692_LONG,E,LONG,TAKE,-1,2855692,2855693,2025-11-11 15:05:00-06:00,25648.5,2855703,25677.662946428572,TARGET,25636.834821428572,25677.662946428572,15.553571428571429,2.5,0.06215078453884978,2.43784921546115,3.34328358208985,0.06429391504018943,10,1,0,0,NEUTRAL,0.5,3,1,2,6
E-057631,E,OPP_02865465_SHORT,E,SHORT,TAKE,-1,2865465,2865466,2025-11-20 17:58:00-06:00,24139.0,2865468,24149.3125,STOP,24149.3125,24113.21875,13.75,-1.0,0.0703030303030303,-1.0703030303030303,1.018181818181818,1.3333333333333333,2,1,0,0,BULLISH,2.0,2,0,3,4
E-057658,E,OPP_02866424_SHORT,E,SHORT,TAKE,-1,2866424,2866425,2025-11-21 09:57:00-06:00,24086.75,2866430,23994.67410714286,TARGET,24123.58035714286,23994.67410714286,49.107142857142854,2.5,0.019684848484847653,2.4803151515151525,2.8101818181816993,0.0,5,1,0,0,NEUTRAL,-0.5,3,0,2,4
E-057881,E,OPP_02876722_SHORT,E,SHORT,TAKE,-1,2876722,2876723,2025-12-03 17:07:00-06:00,25646.25,2876728,25650.602678571428,STOP,25650.602678571428,25635.368303571428,5.803571428571429,-1.0,0.16656410256414234,-1.1665641025641422,1.7230769230773346,2.3548717948723574,5,1,0,0,TRANSITION,0.0,2,0,2,4
E-057923,E,OPP_02878586_SHORT,E,SHORT,TAKE,-1,2878586,2878587,2025-12-05 01:11:00-06:00,25711.0,2878588,25715.03125,STOP,25715.03125,25700.921875,5.375,-1.0,0.17984496124031008,-1.1798449612403101,0.0,1.8604651162790697,1,1,0,0,BEARISH,-1.0,2,2,2,6
E-058442,E,OPP_02902619_LONG,E,LONG,TAKE,-1,2902619,2902620,2025-12-31 14:45:00-06:00,25505.25,2902621,25497.709821428572,STOP,25497.709821428572,25524.100446428572,10.053571428571429,-1.0,0.09615156897573854,-1.0961515689757386,0.0,1.027827116637205,1,1,0,0,NEUTRAL,-0.5,1,2,2,5
E-058531,E,OPP_02906326_LONG,E,LONG,TAKE,-1,2906326,2906327,2026-01-06 07:33:00-06:00,25631.75,2906332,25628.026785714286,STOP,25628.026785714286,25641.058035714286,4.964285714285714,-1.0,0.19472422062352837,-1.1947242206235285,1.4772182254198705,2.7529976019188496,5,1,0,0,BEARISH,-2.0,2,0,3,4
E-058820,E,OPP_02919138_LONG,E,LONG,TAKE,-1,2919138,2919139,2026-01-19 19:05:00-06:00,25389.25,2919141,25381.616071428572,STOP,25381.616071428572,25408.334821428572,10.178571428571429,-1.0,0.09497076023393106,-1.0949707602339311,1.2116959064329136,1.8011695906435201,2,1,0,0,BULLISH,2.0,2,2,2,5
E-058956,E,OPP_02926252_LONG,E,LONG,TAKE,-1,2926252,2926253,2026-01-26 22:39:00-06:00,25991.0,2926254,25989.11160714286,STOP,25989.11160714286,25995.72098214286,2.517857142857143,-1.0,0.38392434988211366,-1.3839243498821137,0.0,1.8534278959826178,1,1,0,0,BULLISH,1.5,2,4,2,8
E-059058,E,OPP_02931395_LONG,E,LONG,TAKE,-1,2931395,2931396,2026-01-30 15:22:00-06:00,25654.0,2931397,25672.448660714286,TARGET,25646.620535714286,25672.448660714286,9.839285714285714,2.5,0.09824561403509464,2.4017543859649053,2.9473684210528392,0.0,1,1,0,0,BULLISH,1.0,2,2,2,6
E-059087,E,OPP_02932891_LONG,E,LONG,TAKE,-1,2932891,2932892,2026-02-02 18:18:00-06:00,25941.25,2932895,25960.46875,TARGET,25933.5625,25960.46875,10.25,2.5,0.0943089430894309,2.405691056910569,3.186991869918699,0.0,3,1,0,0,BULLISH,1.5,2,4,1,7
E-059303,E,OPP_02943587_LONG,E,LONG,TAKE,-1,2943587,2943588,2026-02-12 11:34:00-06:00,24900.75,2943600,24884.464285714286,STOP,24884.464285714286,24941.464285714286,21.714285714285715,-1.0,0.044517543859650545,-1.0445175438596506,2.4561403508772712,1.2127192982456527,12,1,0,0,BULLISH,1.0,1,2,1,4
E-059355,E,OPP_02946033_SHORT,E,SHORT,TAKE,-1,2946033,2946034,2026-02-16 06:22:00-06:00,24854.25,2946035,24857.316964285714,STOP,24857.316964285714,24846.582589285714,4.089285714285714,-1.0,0.23639010189232534,-1.2363901018923253,0.0,2.771470160116918,1,1,0,0,NEUTRAL,0.5,2,2,2,6
E-059380,E,OPP_02947035_LONG,E,LONG,TAKE,-1,2947035,2947036,2026-02-17 04:04:00-06:00,24693.0,2947037,24688.6875,STOP,24688.6875,24703.78125,5.75,-1.0,0.1681159420289855,-1.1681159420289855,0.0,1.855072463768116,1,1,0,0,TRANSITION,0.0,2,1,2,5
E-060134,E,OPP_02984450_LONG,E,LONG,TAKE,-1,2984450,2984451,2026-03-26 07:07:00-05:00,24110.5,2984454,24131.79464285714,TARGET,24101.98214285714,24131.79464285714,11.357142857142858,2.5,0.08511530398321293,2.414884696016787,2.817610062892566,0.0,3,1,0,0,BEARISH,-1.0,2,1,2,4
E-060699,E,OPP_03011712_LONG,E,LONG,TAKE,-1,3011712,3011713,2026-04-23 09:21:00-05:00,26997.5,3011723,27034.397321428572,TARGET,26982.741071428572,27034.397321428572,19.678571428571427,2.5,0.04912280701754732,2.450877192982453,3.2183908045979277,0.5759225650333134,10,1,0,0,NEUTRAL,0.5,2,2,2,6
E-060727,E,OPP_03013108_LONG,E,LONG,TAKE,-1,3013108,3013109,2026-04-24 09:37:00-05:00,27206.75,3013110,27189.67410714286,STOP,27189.67410714286,27249.43973214286,22.767857142857142,-1.0,0.04245751633987316,-1.0424575163398733,1.8300653594772913,1.3615686274511047,1,1,0,0,BULLISH,1.5,2,3,2,7
E-060814,E,OPP_03017170_SHORT,E,SHORT,TAKE,-1,3017170,3017171,2026-04-29 08:19:00-05:00,27239.75,3017172,27225.48660714286,TARGET,27245.45535714286,27225.48660714286,7.607142857142857,2.5,0.12707355242563037,2.3729264475743697,5.608763693269203,0.0,1,1,0,0,BEARISH,-2.0,2,4,3,9
E-061232,E,OPP_03037903_SHORT,E,SHORT,TAKE,-1,3037903,3037904,2026-05-20 08:52:00-05:00,29100.0,3037905,29134.995535714286,STOP,29134.995535714286,29012.511160714286,46.660714285714285,-1.0,0.02071692817961444,-1.0207169281796145,0.0,1.471616277586405,1,1,0,0,NEUTRAL,0.5,2,1,2,5
E-061262,E,OPP_03039638_LONG,E,LONG,TAKE,-1,3039638,3039639,2026-05-21 14:47:00-05:00,29427.25,3039646,29416.46875,STOP,29416.46875,29454.203125,14.375,-1.0,0.0672463768115942,-1.0672463768115943,2.063768115942029,2.3884057971014494,7,1,0,0,BULLISH,1.5,2,3,3,8
E-061415,E,OPP_03047230_LONG,E,LONG,TAKE,-1,3047230,3047231,2026-05-29 07:19:00-05:00,30330.5,3047232,30324.51339285714,STOP,30324.51339285714,30345.46651785714,7.982142857142857,-1.0,0.12110365398952849,-1.1211036539895285,0.2505592841162658,2.0044742729301266,1,1,0,0,TRANSITION,0.0,2,1,3,6
E-061508,E,OPP_03051519_SHORT,E,SHORT,TAKE,-1,3051519,3051520,2026-06-03 09:48:00-05:00,30706.0,3051522,30665.95535714286,TARGET,30722.01785714286,30665.95535714286,21.357142857142858,2.5,0.04526198439241477,2.4547380156075853,3.1059085841691516,0.0,2,1,0,0,NEUTRAL,-0.5,2,1,1,4
E-061606,E,OPP_03057340_LONG,E,LONG,TAKE,-1,3057340,3057341,2026-06-09 14:49:00-05:00,28869.75,3057342,28947.76339285714,TARGET,28838.54464285714,28947.76339285714,41.607142857142854,2.5,0.02323319027181572,2.476766809728184,4.398283261802355,0.0,1,1,0,0,BULLISH,1.5,2,4,1,7
