market_state,count,N,AvgR,PF,TotalR,WinRate,MaxDD,win_rate
PULLBACK,4377,4377,0.3959968485059825,1.5832389212033702,1733.2782059106853,0.4946310258167695,55.57968199345211,0.4946310258167695
