cost_mult,sample_n,N,AvgR,PF,TotalR,WinRate,MaxDD
1.0,3000,3000,-1.3284022219747007,0.21763969824076815,-3985.206665924102,0.23533333333333334,3987.182614837154
1.5,3000,3000,-1.952575122988442,0.1253838675683914,-5857.725368965326,0.20466666666666666,5857.939292334902
2.0,3000,3000,-2.576748024002184,0.07709945233323631,-7730.2440720065515,0.16966666666666666,7728.695969832655
