bar_i,original_direction,shadow_direction_t0,direction_relation,market_state,location_score,long_continuation_score,short_continuation_score,long_reversal_score,short_reversal_score,long_total,short_total,long_evidence,short_evidence,countertrend_ratio,active_1m,active_5m,active_15m,dominant_active,15m_state,5m_state,reason_codes,market_state_reasons,opportunity_id,traded
2518817,LONG,LONG,SAME,REVERSAL_TRANSITION,2,1,5,7,3,8,8,8,8,1.0,STRONG_UP,UP,STRONG_DOWN,STRONG_DOWN,TRANSITION,UP,ORIGINAL_DIRECTION_SUPPORTED|PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,OPP_02518817_LONG,True
2518940,LONG,LONG,SAME,REVERSAL_TRANSITION,1,1,3,7,4,8,7,8,7,1.0,STRONG_UP,STRONG_UP,STRONG_DOWN,STRONG_DOWN,BULLISH,STRONG_UP,ORIGINAL_DIRECTION_SUPPORTED|COUNTERTREND_STRONG,COUNTERTREND_STRONG,OPP_02518940_LONG,True
2519392,SHORT,SHORT,SAME,REVERSAL_TRANSITION,3,5,1,3,7,8,8,8,8,1.0,STRONG_DOWN,UP,STRONG_UP,STRONG_UP,BEARISH,UP,ORIGINAL_DIRECTION_SUPPORTED|PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,OPP_02519392_SHORT,True
2519500,SHORT,SHORT,SAME,REVERSAL_TRANSITION,2,3,1,3,5,6,6,6,6,1.0,DOWN,DOWN,UP,UP,BEARISH,DOWN,ORIGINAL_DIRECTION_SUPPORTED|COUNTERTREND_STRONG,COUNTERTREND_STRONG,OPP_02519500_SHORT,True
2520185,SHORT,SHORT,SAME,REVERSAL_TRANSITION,2,5,0,2,7,7,7,7,7,1.0,STRONG_DOWN,STRONG_UP,DOWN,STRONG_UP,BEARISH,STRONG_UP,ORIGINAL_DIRECTION_SUPPORTED|PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,OPP_02520185_SHORT,True
2520627,LONG,LONG,SAME,REVERSAL_TRANSITION,2,2,3,6,3,8,6,8,6,1.0,STRONG_UP,STRONG_DOWN,TRANSITION,STRONG_DOWN,TRANSITION,STRONG_DOWN,ORIGINAL_DIRECTION_SUPPORTED|COUNTERTREND_STRONG,COUNTERTREND_STRONG,OPP_02520627_LONG,True
2520755,SHORT,SHORT,SAME,REVERSAL_TRANSITION,1,4,0,2,7,6,7,6,7,1.0,STRONG_DOWN,STRONG_UP,STRONG_UP,STRONG_UP,BEARISH,STRONG_UP,ORIGINAL_DIRECTION_SUPPORTED|PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,OPP_02520755_SHORT,True
2520871,LONG,LONG,SAME,REVERSAL_TRANSITION,2,2,3,6,3,8,6,8,6,1.0,STRONG_DOWN,NEUTRAL,TRANSITION,STRONG_DOWN,BULLISH,NEUTRAL,ORIGINAL_DIRECTION_SUPPORTED|COUNTERTREND_STRONG,COUNTERTREND_STRONG,OPP_02520871_LONG,True
2520922,SHORT,SHORT,SAME,REVERSAL_TRANSITION,2,3,2,3,6,6,8,6,8,1.0,UP,STRONG_UP,UP,STRONG_UP,BULLISH,STRONG_UP,ORIGINAL_DIRECTION_SUPPORTED|COUNTERTREND_STRONG,COUNTERTREND_STRONG,OPP_02520922_SHORT,True
2520990,LONG,LONG,SAME,REVERSAL_TRANSITION,3,1,5,7,2,8,7,8,7,0.9545454545454545,STRONG_UP,STRONG_DOWN,NEUTRAL,STRONG_DOWN,BEARISH,STRONG_DOWN,ORIGINAL_DIRECTION_SUPPORTED|PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,OPP_02520990_LONG,True
2521557,SHORT,SHORT,SAME,REVERSAL_TRANSITION,1,3,1,3,6,6,7,6,7,0.86,STRONG_UP,STRONG_UP,DOWN,STRONG_UP,BEARISH,STRONG_UP,ORIGINAL_DIRECTION_SUPPORTED|COUNTERTREND_STRONG,COUNTERTREND_STRONG,OPP_02521557_SHORT,True
2521607,SHORT,SHORT,SAME,REVERSAL_TRANSITION,2,5,0,4,8,9,8,9,8,1.0,DOWN,STRONG_UP,DOWN,STRONG_UP,BULLISH,STRONG_UP,ORIGINAL_DIRECTION_SUPPORTED|PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,OPP_02521607_SHORT,True
2521740,SHORT,SHORT,SAME,REVERSAL_TRANSITION,2,4,2,3,6,7,8,7,8,1.0,STRONG_UP,DOWN,NEUTRAL,STRONG_UP,BEARISH,DOWN,ORIGINAL_DIRECTION_SUPPORTED|COUNTERTREND_STRONG,COUNTERTREND_STRONG,OPP_02521740_SHORT,True
2521767,LONG,LONG,SAME,REVERSAL_TRANSITION,3,2,5,8,4,10,9,10,9,1.0,STRONG_UP,STRONG_DOWN,NEUTRAL,STRONG_DOWN,TRANSITION,STRONG_DOWN,ORIGINAL_DIRECTION_SUPPORTED|PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,OPP_02521767_LONG,True
2521831,LONG,LONG,SAME,REVERSAL_TRANSITION,2,1,4,7,2,8,6,8,6,1.0,STRONG_UP,STRONG_DOWN,DOWN,STRONG_DOWN,BULLISH,STRONG_DOWN,ORIGINAL_DIRECTION_SUPPORTED|PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,OPP_02521831_LONG,True
2522159,SHORT,SHORT,SAME,REVERSAL_TRANSITION,3,4,2,3,7,7,9,7,9,0.9459459459459459,STRONG_UP,STRONG_UP,NEUTRAL,STRONG_UP,BEARISH,STRONG_UP,ORIGINAL_DIRECTION_SUPPORTED|PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,OPP_02522159_SHORT,True
2522634,SHORT,SHORT,SAME,REVERSAL_TRANSITION,2,3,2,3,6,6,8,6,8,1.0,STRONG_DOWN,STRONG_UP,STRONG_UP,STRONG_UP,BEARISH,STRONG_UP,ORIGINAL_DIRECTION_SUPPORTED|COUNTERTREND_STRONG,COUNTERTREND_STRONG,OPP_02522634_SHORT,True
2522852,SHORT,SHORT,SAME,REVERSAL_TRANSITION,2,4,1,2,7,6,8,6,8,1.0,STRONG_DOWN,STRONG_UP,DOWN,STRONG_UP,NEUTRAL,STRONG_UP,ORIGINAL_DIRECTION_SUPPORTED|PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,OPP_02522852_SHORT,True
2523622,LONG,LONG,SAME,REVERSAL_TRANSITION,2,2,4,7,3,9,7,9,7,1.0,STRONG_UP,UP,STRONG_DOWN,STRONG_DOWN,NEUTRAL,UP,ORIGINAL_DIRECTION_SUPPORTED|PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,OPP_02523622_LONG,True
2524177,LONG,LONG,SAME,REVERSAL_TRANSITION,1,0,4,7,2,7,6,7,6,1.0,DOWN,STRONG_UP,STRONG_DOWN,STRONG_DOWN,BULLISH,STRONG_UP,ORIGINAL_DIRECTION_SUPPORTED|PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,OPP_02524177_LONG,True
2524281,SHORT,SHORT,SAME,REVERSAL_TRANSITION,2,4,1,3,6,7,7,7,7,1.0,UP,STRONG_DOWN,STRONG_UP,STRONG_UP,BEARISH,STRONG_DOWN,ORIGINAL_DIRECTION_SUPPORTED|COUNTERTREND_STRONG,COUNTERTREND_STRONG,OPP_02524281_SHORT,True
2524384,LONG,LONG,SAME,REVERSAL_TRANSITION,2,2,4,7,3,9,7,9,7,1.0,STRONG_UP,STRONG_UP,STRONG_DOWN,STRONG_DOWN,BULLISH,STRONG_UP,ORIGINAL_DIRECTION_SUPPORTED|PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,OPP_02524384_LONG,True
2524747,LONG,LONG,SAME,REVERSAL_TRANSITION,2,2,4,6,3,8,7,8,7,1.0,STRONG_DOWN,TRANSITION,STRONG_DOWN,STRONG_DOWN,NEUTRAL,TRANSITION,ORIGINAL_DIRECTION_SUPPORTED|COUNTERTREND_STRONG,COUNTERTREND_STRONG,OPP_02524747_LONG,True
2524873,LONG,LONG,SAME,REVERSAL_TRANSITION,3,2,2,5,3,7,5,7,5,1.0,DOWN,NEUTRAL,TRANSITION,DOWN,NEUTRAL,NEUTRAL,ORIGINAL_DIRECTION_SUPPORTED|COUNTERTREND_STRONG,COUNTERTREND_STRONG,OPP_02524873_LONG,True
2525009,LONG,LONG,SAME,REVERSAL_TRANSITION,2,2,3,5,3,7,6,7,6,1.0,UP,UP,DOWN,DOWN,TRANSITION,UP,ORIGINAL_DIRECTION_SUPPORTED|COUNTERTREND_STRONG,COUNTERTREND_STRONG,OPP_02525009_LONG,True
2525164,LONG,LONG,SAME,REVERSAL_TRANSITION,2,1,4,6,3,7,7,7,7,1.0,STRONG_UP,STRONG_UP,STRONG_DOWN,STRONG_DOWN,BULLISH,STRONG_UP,ORIGINAL_DIRECTION_SUPPORTED|COUNTERTREND_STRONG,COUNTERTREND_STRONG,OPP_02525164_LONG,True
2525384,LONG,LONG,SAME,REVERSAL_TRANSITION,2,0,5,7,2,7,7,7,7,1.0,STRONG_UP,STRONG_DOWN,UP,STRONG_DOWN,NEUTRAL,STRONG_DOWN,ORIGINAL_DIRECTION_SUPPORTED|PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,OPP_02525384_LONG,True
2525757,LONG,LONG,SAME,REVERSAL_TRANSITION,2,2,2,5,3,7,5,7,5,1.0,UP,DOWN,TRANSITION,DOWN,BULLISH,DOWN,ORIGINAL_DIRECTION_SUPPORTED|COUNTERTREND_STRONG,COUNTERTREND_STRONG,OPP_02525757_LONG,True
2526499,LONG,LONG,SAME,REVERSAL_TRANSITION,2,2,2,5,3,7,5,7,5,1.0,UP,NEUTRAL,DOWN,DOWN,BULLISH,NEUTRAL,ORIGINAL_DIRECTION_SUPPORTED|COUNTERTREND_STRONG,COUNTERTREND_STRONG,OPP_02526499_LONG,True
2526772,SHORT,SHORT,SAME,REVERSAL_TRANSITION,2,5,0,2,7,7,7,7,7,1.0,STRONG_DOWN,STRONG_DOWN,STRONG_UP,STRONG_UP,BEARISH,STRONG_DOWN,ORIGINAL_DIRECTION_SUPPORTED|PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,OPP_02526772_SHORT,True
2527058,LONG,LONG,SAME,REVERSAL_TRANSITION,2,0,4,6,2,6,6,6,6,1.0,NEUTRAL,TRANSITION,DOWN,DOWN,BULLISH,TRANSITION,ORIGINAL_DIRECTION_SUPPORTED|PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,OPP_02527058_LONG,True
2527173,LONG,LONG,SAME,REVERSAL_TRANSITION,1,1,4,7,3,8,7,8,7,1.0,NEUTRAL,STRONG_UP,STRONG_DOWN,STRONG_DOWN,BULLISH,STRONG_UP,ORIGINAL_DIRECTION_SUPPORTED|PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,OPP_02527173_LONG,True
2527205,LONG,LONG,SAME,REVERSAL_TRANSITION,2,1,4,8,4,9,8,9,8,1.0,DOWN,STRONG_DOWN,DOWN,STRONG_DOWN,BULLISH,STRONG_DOWN,ORIGINAL_DIRECTION_SUPPORTED|PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,OPP_02527205_LONG,True
2527284,SHORT,SHORT,SAME,REVERSAL_TRANSITION,2,5,1,3,7,8,8,8,8,1.0,STRONG_DOWN,STRONG_UP,NEUTRAL,STRONG_UP,BEARISH,STRONG_UP,ORIGINAL_DIRECTION_SUPPORTED|PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,OPP_02527284_SHORT,True
2527363,SHORT,SHORT,SAME,REVERSAL_TRANSITION,3,5,0,2,7,7,7,7,7,1.0,STRONG_DOWN,STRONG_DOWN,STRONG_UP,STRONG_UP,NEUTRAL,STRONG_DOWN,ORIGINAL_DIRECTION_SUPPORTED|PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,OPP_02527363_SHORT,True
2527608,SHORT,SHORT,SAME,REVERSAL_TRANSITION,2,4,1,2,7,6,8,6,8,1.0,STRONG_DOWN,STRONG_UP,TRANSITION,STRONG_UP,BEARISH,STRONG_UP,ORIGINAL_DIRECTION_SUPPORTED|PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,OPP_02527608_SHORT,True
2528567,LONG,LONG,SAME,REVERSAL_TRANSITION,1,1,4,7,3,8,7,8,7,1.0,STRONG_UP,NEUTRAL,STRONG_DOWN,STRONG_DOWN,BULLISH,NEUTRAL,ORIGINAL_DIRECTION_SUPPORTED|PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,OPP_02528567_LONG,True
2528628,SHORT,SHORT,SAME,REVERSAL_TRANSITION,2,3,1,2,6,5,7,5,7,0.8571428571428571,DOWN,DOWN,UP,UP,BEARISH,DOWN,ORIGINAL_DIRECTION_SUPPORTED|PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,OPP_02528628_SHORT,True
2528836,LONG,LONG,SAME,REVERSAL_TRANSITION,2,0,5,7,2,7,7,7,7,1.0,STRONG_UP,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,BULLISH,STRONG_DOWN,ORIGINAL_DIRECTION_SUPPORTED|PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,OPP_02528836_LONG,True
2529180,SHORT,LONG,FLIPPED,REVERSAL_TRANSITION,2,2,3,7,4,9,7,9,7,1.0,NEUTRAL,UP,DOWN,DOWN,BEARISH,UP,ORIGINAL_DIRECTION_REJECTED|PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,OPP_02529180_SHORT,True
2529305,SHORT,SHORT,SAME,REVERSAL_TRANSITION,2,4,1,2,6,6,7,6,7,1.0,DOWN,DOWN,UP,UP,BEARISH,DOWN,ORIGINAL_DIRECTION_SUPPORTED|PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,OPP_02529305_SHORT,True
2529393,SHORT,SHORT,SAME,REVERSAL_TRANSITION,2,3,2,3,6,6,8,6,8,0.9310344827586207,UP,STRONG_UP,TRANSITION,STRONG_UP,BEARISH,STRONG_UP,ORIGINAL_DIRECTION_SUPPORTED|COUNTERTREND_STRONG,COUNTERTREND_STRONG,OPP_02529393_SHORT,True
2529456,LONG,LONG,SAME,REVERSAL_TRANSITION,2,2,4,7,3,9,7,9,7,1.0,STRONG_UP,DOWN,STRONG_DOWN,STRONG_DOWN,BULLISH,DOWN,ORIGINAL_DIRECTION_SUPPORTED|PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,OPP_02529456_LONG,True
2530618,LONG,LONG,SAME,REVERSAL_TRANSITION,1,0,3,6,2,6,5,6,5,0.9090909090909091,DOWN,DOWN,DOWN,DOWN,TRANSITION,DOWN,ORIGINAL_DIRECTION_SUPPORTED|PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,OPP_02530618_LONG,True
2531333,LONG,LONG,SAME,REVERSAL_TRANSITION,2,0,5,7,2,7,7,7,7,1.0,STRONG_UP,STRONG_UP,STRONG_DOWN,STRONG_DOWN,BULLISH,STRONG_UP,ORIGINAL_DIRECTION_SUPPORTED|PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,OPP_02531333_LONG,True
2531405,LONG,LONG,SAME,REVERSAL_TRANSITION,2,0,5,7,2,7,7,7,7,1.0,UP,STRONG_DOWN,TRANSITION,STRONG_DOWN,BEARISH,STRONG_DOWN,ORIGINAL_DIRECTION_SUPPORTED|PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,OPP_02531405_LONG,True
2532105,SHORT,SHORT,SAME,REVERSAL_TRANSITION,2,5,0,2,7,7,7,7,7,1.0,STRONG_DOWN,UP,STRONG_UP,STRONG_UP,BEARISH,UP,ORIGINAL_DIRECTION_SUPPORTED|PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,OPP_02532105_SHORT,True
2532520,SHORT,SHORT,SAME,REVERSAL_TRANSITION,1,4,1,3,7,7,8,7,8,1.0,STRONG_DOWN,STRONG_DOWN,STRONG_UP,STRONG_UP,NEUTRAL,STRONG_DOWN,ORIGINAL_DIRECTION_SUPPORTED|PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,OPP_02532520_SHORT,True
2532537,SHORT,SHORT,SAME,REVERSAL_TRANSITION,2,4,2,3,6,7,8,7,8,1.0,NEUTRAL,STRONG_UP,UP,STRONG_UP,BEARISH,STRONG_UP,ORIGINAL_DIRECTION_SUPPORTED|COUNTERTREND_STRONG,COUNTERTREND_STRONG,OPP_02532537_SHORT,True
2532659,SHORT,SHORT,SAME,REVERSAL_TRANSITION,2,3,2,3,6,6,8,6,8,0.8749999999999999,STRONG_UP,DOWN,NEUTRAL,STRONG_UP,NEUTRAL,DOWN,ORIGINAL_DIRECTION_SUPPORTED|COUNTERTREND_STRONG,COUNTERTREND_STRONG,OPP_02532659_SHORT,True
2532774,LONG,LONG,SAME,REVERSAL_TRANSITION,2,2,4,7,3,9,7,9,7,1.0,STRONG_UP,STRONG_DOWN,UP,STRONG_DOWN,BULLISH,STRONG_DOWN,ORIGINAL_DIRECTION_SUPPORTED|PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,OPP_02532774_LONG,True
2533252,SHORT,SHORT,SAME,REVERSAL_TRANSITION,2,5,1,3,7,8,8,8,8,1.0,DOWN,STRONG_DOWN,STRONG_UP,STRONG_UP,BEARISH,STRONG_DOWN,ORIGINAL_DIRECTION_SUPPORTED|PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,OPP_02533252_SHORT,True
2533349,SHORT,SHORT,SAME,REVERSAL_TRANSITION,2,5,1,3,7,8,8,8,8,1.0,STRONG_DOWN,STRONG_DOWN,STRONG_UP,STRONG_UP,BEARISH,STRONG_DOWN,ORIGINAL_DIRECTION_SUPPORTED|PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,OPP_02533349_SHORT,True
2533609,LONG,LONG,SAME,REVERSAL_TRANSITION,2,0,4,6,2,6,6,6,6,1.0,UP,UP,DOWN,DOWN,BULLISH,UP,ORIGINAL_DIRECTION_SUPPORTED|PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,OPP_02533609_LONG,True
2533714,LONG,LONG,SAME,REVERSAL_TRANSITION,2,2,5,7,3,9,8,9,8,1.0,STRONG_UP,STRONG_DOWN,NEUTRAL,STRONG_DOWN,BEARISH,STRONG_DOWN,ORIGINAL_DIRECTION_SUPPORTED|PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,OPP_02533714_LONG,True
2534072,SHORT,SHORT,SAME,REVERSAL_TRANSITION,2,3,2,3,6,6,8,6,8,0.9230769230769231,NEUTRAL,STRONG_UP,NEUTRAL,STRONG_UP,BEARISH,STRONG_UP,ORIGINAL_DIRECTION_SUPPORTED|COUNTERTREND_STRONG,COUNTERTREND_STRONG,OPP_02534072_SHORT,True
2534376,SHORT,SHORT,SAME,REVERSAL_TRANSITION,2,4,2,3,6,7,8,7,8,1.0,STRONG_DOWN,STRONG_UP,DOWN,STRONG_UP,BULLISH,STRONG_UP,ORIGINAL_DIRECTION_SUPPORTED|COUNTERTREND_STRONG,COUNTERTREND_STRONG,OPP_02534376_SHORT,True
2534457,LONG,LONG,SAME,REVERSAL_TRANSITION,1,0,4,7,2,7,6,7,6,1.0,STRONG_UP,STRONG_UP,STRONG_DOWN,STRONG_DOWN,BULLISH,STRONG_UP,ORIGINAL_DIRECTION_SUPPORTED|PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,OPP_02534457_LONG,True
2534930,SHORT,SHORT,SAME,REVERSAL_TRANSITION,1,4,1,3,7,7,8,7,8,1.0,DOWN,DOWN,STRONG_UP,STRONG_UP,NEUTRAL,DOWN,ORIGINAL_DIRECTION_SUPPORTED|PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,OPP_02534930_SHORT,True
2534963,SHORT,SHORT,SAME,REVERSAL_TRANSITION,1,4,1,3,7,7,8,7,8,1.0,STRONG_DOWN,STRONG_DOWN,STRONG_UP,STRONG_UP,BEARISH,STRONG_DOWN,ORIGINAL_DIRECTION_SUPPORTED|PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,OPP_02534963_SHORT,True
2534997,LONG,LONG,SAME,REVERSAL_TRANSITION,3,2,4,7,4,9,8,9,8,1.0,STRONG_DOWN,UP,NEUTRAL,STRONG_DOWN,BULLISH,UP,ORIGINAL_DIRECTION_SUPPORTED|COUNTERTREND_STRONG,COUNTERTREND_STRONG,OPP_02534997_LONG,True
2535542,LONG,LONG,SAME,REVERSAL_TRANSITION,2,2,4,6,3,8,7,8,7,1.0,STRONG_UP,STRONG_DOWN,NEUTRAL,STRONG_DOWN,NEUTRAL,STRONG_DOWN,ORIGINAL_DIRECTION_SUPPORTED|COUNTERTREND_STRONG,COUNTERTREND_STRONG,OPP_02535542_LONG,True
2536610,LONG,LONG,SAME,REVERSAL_TRANSITION,3,1,4,6,3,7,7,7,7,1.0,UP,STRONG_UP,STRONG_DOWN,STRONG_DOWN,BULLISH,STRONG_UP,ORIGINAL_DIRECTION_SUPPORTED|COUNTERTREND_STRONG,COUNTERTREND_STRONG,OPP_02536610_LONG,True
2537367,SHORT,SHORT,SAME,REVERSAL_TRANSITION,2,5,1,3,7,8,8,8,8,1.0,STRONG_DOWN,STRONG_UP,TRANSITION,STRONG_UP,BEARISH,STRONG_UP,ORIGINAL_DIRECTION_SUPPORTED|PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,OPP_02537367_SHORT,True
2537485,SHORT,SHORT,SAME,REVERSAL_TRANSITION,2,3,2,3,6,6,8,6,8,1.0,TRANSITION,STRONG_UP,DOWN,STRONG_UP,BEARISH,STRONG_UP,ORIGINAL_DIRECTION_SUPPORTED|COUNTERTREND_STRONG,COUNTERTREND_STRONG,OPP_02537485_SHORT,True
2537880,SHORT,SHORT,SAME,REVERSAL_TRANSITION,2,4,2,3,7,7,9,7,9,1.0,STRONG_DOWN,STRONG_UP,UP,STRONG_UP,TRANSITION,STRONG_UP,ORIGINAL_DIRECTION_SUPPORTED|PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,OPP_02537880_SHORT,True
