exit_i,exit_price,exit_reason,gross_r,cost_r,net_r,mfe_r,mae_r,hold_minutes,be_activated,be_activation_bar,be_activation_minute,minutes_be_to_exit,trade_id,direction,entry_i,entry_ts,entry_price,initial_atr,model
124,5993.214285714285,INITIAL_STOP,-1.0,1.5615384615397725,-2.5615384615397723,0.0,4.3076923076923075,1,False,,,,P60-000001,SHORT,123,2017-10-01 19:03:00-05:00,5992.75,0.4642857142857143,ATM-A
264,5990.2330357142855,BREAKEVEN_STOP,0.05,2.136842105265613,-2.086842105265613,1.4736842105263157,0.0,10,True,260.0,6.0,4.0,P60-000002,SHORT,254,2017-10-01 21:16:00-05:00,5990.25,0.3392857142857143,ATM-A
320,5991.016071428571,BREAKEVEN_STOP,0.05,2.2555555555564673,-2.2055555555564674,2.333333333333333,0.7777777777777777,6,True,317.0,3.0,3.0,P60-000003,LONG,314,2017-10-01 22:17:00-05:00,5991.0,0.32142857142857145,ATM-A
344,5991.660714285715,INITIAL_STOP,-1.0,1.230303030303844,-2.230303030303844,0.0,2.9696969696969697,1,False,,,,P60-000004,LONG,343,2017-10-01 22:46:00-05:00,5992.25,0.5892857142857143,ATM-A
373,5990.357142857143,INITIAL_STOP,-1.0,2.0299999999985228,-3.0299999999985228,0.0,2.1,11,False,,,,P60-000005,SHORT,362,2017-10-01 23:06:00-05:00,5990.0,0.35714285714285715,ATM-A
446,5992.267857142857,BREAKEVEN_STOP,0.05,2.0299999999985228,-1.9799999999985227,1.4,0.0,3,True,446.0,3.0,0.0,P60-000006,LONG,443,2017-10-02 00:37:00-05:00,5992.25,0.35714285714285715,ATM-A
480,5990.982142857143,INITIAL_STOP,-1.0,1.4000000000007025,-2.4000000000007025,0.0,1.9310344827586206,4,False,,,,P60-000007,LONG,476,2017-10-02 01:12:00-05:00,5991.5,0.5178571428571429,ATM-A
502,5989.714285714285,INITIAL_STOP,-1.0,3.3833333333394875,-4.383333333339488,0.0,1.1666666666666667,1,False,,,,P60-000008,SHORT,501,2017-10-02 01:37:00-05:00,5989.5,0.21428571428571427,ATM-A
557,5988.21875,BREAKEVEN_STOP,0.05,1.16,-1.1099999999999999,0.4,0.8,4,True,554.0,1.0,3.0,P60-000009,SHORT,553,2017-10-02 02:30:00-05:00,5988.25,0.625,ATM-A
630,5984.116071428572,TARGET,2.5,1.3096774193545313,1.1903225806454687,1.3548387096774193,0.0,3,True,629.0,2.0,1.0,P60-000010,SHORT,627,2017-10-02 03:45:00-05:00,5985.5,0.5535714285714286,ATM-A
801,5996.767857142857,INITIAL_STOP,-1.0,0.9902439024386729,-1.9902439024386729,0.0,1.024390243902439,1,False,,,,P60-000011,LONG,800,2017-10-02 06:38:00-05:00,5997.5,0.7321428571428571,ATM-A
1218,5984.767857142857,INITIAL_STOP,-1.0,0.41855670103086506,-1.418556701030865,0.7216494845360825,1.0103092783505154,2,False,,,,P60-000012,LONG,1216,2017-10-02 13:34:00-05:00,5986.5,1.7321428571428572,ATM-A
1262,5980.035714285715,INITIAL_STOP,-1.0,0.47209302325569413,-1.4720930232556941,0.0,1.3023255813953487,1,False,,,,P60-000013,SHORT,1261,2017-10-02 14:19:00-05:00,5978.5,1.5357142857142858,ATM-A
1276,5980.196428571428,INITIAL_STOP,-1.0,0.46666666666662765,-1.4666666666666277,0.16091954022988506,1.1264367816091954,1,False,,,,P60-000014,LONG,1275,2017-10-02 14:33:00-05:00,5981.75,1.5535714285714286,ATM-A
1472,5981.7330357142855,BREAKEVEN_STOP,0.05,2.136842105265613,-2.086842105265613,0.0,0.7368421052631579,5,True,1472.0,5.0,0.0,P60-000015,SHORT,1467,2017-10-02 19:08:00-05:00,5981.75,0.3392857142857143,ATM-A
1709,5994.410714285715,INITIAL_STOP,-1.0,2.136842105265613,-3.136842105265613,0.0,3.6842105263157894,1,False,,,,P60-000016,LONG,1708,2017-10-02 23:14:00-05:00,5994.75,0.3392857142857143,ATM-A
1765,5993.660714285715,INITIAL_STOP,-1.0,2.136842105265613,-3.136842105265613,0.0,3.6842105263157894,1,False,,,,P60-000017,LONG,1764,2017-10-03 00:10:00-05:00,5994.0,0.3392857142857143,ATM-A
1928,5988.241071428572,TARGET,2.5,0.9022222222220764,1.5977777777779236,2.1777777777777776,0.0,7,True,1922.0,1.0,6.0,P60-000018,SHORT,1921,2017-10-03 02:51:00-05:00,5990.25,0.8035714285714286,ATM-A
2021,5988.875,INITIAL_STOP,-1.0,1.16,-2.16,0.4,1.2,10,False,,,,P60-000019,SHORT,2011,2017-10-03 04:21:00-05:00,5988.25,0.625,ATM-A
2143,5983.946428571428,INITIAL_STOP,-1.0,1.6240000000004726,-2.6240000000004726,0.0,1.1199999999999999,1,False,,,,P60-000020,SHORT,2142,2017-10-03 06:36:00-05:00,5983.5,0.44642857142857145,ATM-A
2239,5991.125,INITIAL_STOP,-1.0,1.16,-2.16,0.0,1.2,3,False,,,,P60-000021,LONG,2236,2017-10-03 08:10:00-05:00,5991.75,0.625,ATM-A
2356,5991.642857142857,BREAKEVEN_STOP,0.05,0.33833333333337434,-0.28833333333337435,0.0,0.8166666666666667,2,True,2356.0,2.0,0.0,P60-000022,SHORT,2354,2017-10-03 10:08:00-05:00,5991.75,2.142857142857143,ATM-A
2663,5998.0455357142855,BREAKEVEN_STOP,0.05,0.7960784313722084,-0.7460784313722083,1.0980392156862746,0.27450980392156865,1,True,2663.0,1.0,0.0,P60-000024,LONG,2662,2017-10-03 15:31:00-05:00,5998.0,0.9107142857142857,ATM-A
2758,5994.75,TIME_EXIT,1.3725490196078431,0.7960784313722084,0.5764705882356348,2.196078431372549,0.0,60,True,2699.0,1.0,59.0,P60-000025,SHORT,2698,2017-10-03 17:07:00-05:00,5996.0,0.9107142857142857,ATM-A
2792,5993.9875,BREAKEVEN_STOP,0.05,2.9,-2.85,1.0,1.0,2,True,2791.0,1.0,1.0,P60-000026,SHORT,2790,2017-10-03 18:43:00-05:00,5994.0,0.25,ATM-A
2851,5993.517857142857,INITIAL_STOP,-1.0,2.7066666666692925,-3.7066666666692925,0.0,1.8666666666666667,3,False,,,,P60-000027,SHORT,2848,2017-10-03 19:44:00-05:00,5993.25,0.26785714285714285,ATM-A
2964,5995.910714285715,INITIAL_STOP,-1.0,2.136842105265613,-3.136842105265613,0.0,1.4736842105263157,2,False,,,,P60-000028,LONG,2962,2017-10-03 21:43:00-05:00,5996.25,0.3392857142857143,ATM-A
3019,5996.765178571429,BREAKEVEN_STOP,0.05,2.3882352941166247,-2.338235294116625,2.4705882352941178,0.0,4,True,3016.0,1.0,3.0,P60-000029,LONG,3015,2017-10-03 22:42:00-05:00,5996.75,0.30357142857142855,ATM-A
3067,5995.875,INITIAL_STOP,-1.0,5.8,-6.8,0.0,4.0,1,False,,,,P60-000030,LONG,3066,2017-10-03 23:39:00-05:00,5996.0,0.125,ATM-A
3103,5994.733928571429,BREAKEVEN_STOP,0.05,2.2555555555564673,-2.2055555555564674,1.5555555555555554,1.5555555555555554,4,True,3101.0,2.0,2.0,P60-000031,SHORT,3099,2017-10-04 00:18:00-05:00,5994.75,0.32142857142857145,ATM-A
3184,5995.785714285715,INITIAL_STOP,-1.0,3.3833333333394875,-4.383333333339488,0.0,1.1666666666666667,1,False,,,,P60-000032,LONG,3183,2017-10-04 01:43:00-05:00,5996.0,0.21428571428571427,ATM-A
3243,5995.160714285715,INITIAL_STOP,-1.0,2.136842105265613,-3.136842105265613,0.7368421052631579,2.2105263157894735,2,False,,,,P60-000033,LONG,3241,2017-10-04 02:42:00-05:00,5995.5,0.3392857142857143,ATM-A
3272,5995.285714285715,INITIAL_STOP,-1.0,1.3533333333323487,-2.3533333333323485,0.0,1.4000000000000001,2,False,,,,P60-000034,SHORT,3270,2017-10-04 03:11:00-05:00,5994.75,0.5357142857142857,ATM-A
3319,5993.607142857143,TARGET,2.5,2.0299999999985228,0.47000000000147724,1.4,0.0,2,True,3318.0,1.0,1.0,P60-000035,SHORT,3317,2017-10-04 04:02:00-05:00,5994.5,0.35714285714285715,ATM-A
3457,5992.476785714286,BREAKEVEN_STOP,0.05,1.5615384615397725,-1.5115384615397724,0.0,0.0,1,True,3457.0,1.0,0.0,P60-000036,SHORT,3456,2017-10-04 06:21:00-05:00,5992.5,0.4642857142857143,ATM-A
3550,5985.785714285715,INITIAL_STOP,-1.0,0.922727272726815,-1.922727272726815,0.0,1.590909090909091,1,False,,,,P60-000037,SHORT,3549,2017-10-04 07:54:00-05:00,5985.0,0.7857142857142857,ATM-A
3580,5986.267857142857,INITIAL_STOP,-1.0,0.9441860465119475,-1.9441860465119474,0.0,1.3023255813953487,2,False,,,,P60-000038,SHORT,3578,2017-10-04 08:23:00-05:00,5985.5,0.7678571428571429,ATM-A
3594,5992.625,BREAKEVEN_STOP,0.05,0.29,-0.24,1.7,0.3,2,True,3593.0,1.0,1.0,P60-000039,LONG,3592,2017-10-04 08:37:00-05:00,5992.5,2.5,ATM-A
3603,5984.539285714286,BREAKEVEN_STOP,0.05,0.17203389830510066,-0.12203389830510065,0.059322033898305086,0.059322033898305086,2,True,3602.0,1.0,1.0,P60-000040,SHORT,3601,2017-10-04 08:46:00-05:00,5984.75,4.214285714285714,ATM-A
3640,5990.607142857143,INITIAL_STOP,-1.0,0.30757575757572364,-1.3075757575757236,0.0,1.1666666666666667,2,False,,,,P60-000041,SHORT,3638,2017-10-04 09:23:00-05:00,5988.25,2.357142857142857,ATM-A
3925,6001.035714285715,INITIAL_STOP,-1.0,0.6999999999997366,-1.6999999999997366,0.0,1.206896551724138,1,False,,,,P60-000042,SHORT,3924,2017-10-04 14:09:00-05:00,6000.0,1.0357142857142858,ATM-A
3942,6003.017857142857,INITIAL_STOP,-1.0,0.9902439024386729,-1.9902439024386729,0.0,2.3902439024390247,1,False,,,,P60-000043,LONG,3941,2017-10-04 14:26:00-05:00,6003.75,0.7321428571428571,ATM-A
3997,6004.821428571428,INITIAL_STOP,-1.0,1.0684210526313744,-2.0684210526313747,0.0,1.4736842105263157,2,False,,,,P60-000044,LONG,3995,2017-10-04 15:35:00-05:00,6005.5,0.6785714285714286,ATM-A
4064,6005.25,INITIAL_STOP,-1.0,2.9,-3.9,0.0,1.0,2,False,,,,P60-000045,LONG,4062,2017-10-04 17:44:00-05:00,6005.5,0.25,ATM-A
4125,6004.678571428572,INITIAL_STOP,-1.0,2.2555555555564673,-3.2555555555564673,0.0,2.333333333333333,1,False,,,,P60-000046,LONG,4124,2017-10-04 18:52:00-05:00,6005.0,0.32142857142857145,ATM-A
4166,6002.035714285715,INITIAL_STOP,-1.0,2.5374999999965384,-3.5374999999965384,0.0,2.625,1,False,,,,P60-000047,SHORT,4165,2017-10-04 19:33:00-05:00,6001.75,0.2857142857142857,ATM-A
4239,6003.761607142857,BREAKEVEN_STOP,0.05,3.123076923073427,-3.0730769230734274,2.1538461538461537,0.0,1,True,4239.0,1.0,0.0,P60-000048,LONG,4238,2017-10-04 20:52:00-05:00,6003.75,0.23214285714285715,ATM-A
4270,6006.142857142857,INITIAL_STOP,-1.0,2.0299999999985228,-3.0299999999985228,0.0,1.4,1,False,,,,P60-000049,LONG,4269,2017-10-04 21:26:00-05:00,6006.5,0.35714285714285715,ATM-A
4373,6006.005357142857,BREAKEVEN_STOP,0.05,6.766666666650256,-6.716666666650256,2.3333333333333335,0.0,3,True,4371.0,1.0,2.0,P60-000050,LONG,4370,2017-10-04 23:26:00-05:00,6006.0,0.10714285714285714,ATM-A
4386,6004.991964285714,BREAKEVEN_STOP,0.05,4.5111111111001705,-4.461111111100171,1.5555555555555554,0.0,2,True,4385.0,1.0,1.0,P60-000051,SHORT,4384,2017-10-04 23:47:00-05:00,6005.0,0.16071428571428573,ATM-A
4507,6004.607142857143,INITIAL_STOP,-1.0,1.845454545455766,-2.845454545455766,0.0,3.181818181818182,1,False,,,,P60-000052,LONG,4506,2017-10-05 02:02:00-05:00,6005.0,0.39285714285714285,ATM-A
4670,6006.767857142857,INITIAL_STOP,-1.0,2.7066666666692925,-3.7066666666692925,0.0,2.8000000000000003,1,False,,,,P60-000053,SHORT,4669,2017-10-05 04:46:00-05:00,6006.5,0.26785714285714285,ATM-A
4827,6025.035714285715,TARGET,2.5,0.5970588235296034,1.9029411764703967,5.147058823529412,0.6176470588235294,10,True,4826.0,9.0,1.0,P60-000054,LONG,4817,2017-10-05 07:16:00-05:00,6022.0,1.2142857142857142,ATM-A
4957,6024.089285714285,INITIAL_STOP,-1.0,0.28000000000004216,-1.2800000000000422,0.0,1.2551724137931033,1,False,,,,P60-000055,SHORT,4956,2017-10-05 09:35:00-05:00,6021.5,2.5892857142857144,ATM-A
4993,6021.142857142857,INITIAL_STOP,-1.0,0.33833333333337434,-1.3383333333333742,0.0,1.5166666666666666,2,False,,,,P60-000056,SHORT,4991,2017-10-05 10:10:00-05:00,6019.0,2.142857142857143,ATM-A
5271,6061.285714285715,INITIAL_STOP,-1.0,0.495121951219644,-1.495121951219644,0.17073170731707318,2.5609756097560976,4,False,,,,P60-000057,LONG,5267,2017-10-05 14:46:00-05:00,6062.75,1.4642857142857142,ATM-A
5438,6063.5125,BREAKEVEN_STOP,0.05,2.9,-2.85,2.0,0.0,2,True,5437.0,1.0,1.0,P60-000058,LONG,5436,2017-10-05 18:57:00-05:00,6063.5,0.25,ATM-A
5496,6064.761607142857,BREAKEVEN_STOP,0.05,3.123076923073427,-3.0730769230734274,1.0769230769230769,1.0769230769230769,2,True,5495.0,1.0,1.0,P60-000059,LONG,5494,2017-10-05 19:56:00-05:00,6064.75,0.23214285714285715,ATM-A
5531,6064.089285714285,INITIAL_STOP,-1.0,2.136842105265613,-3.136842105265613,0.0,2.2105263157894735,1,False,,,,P60-000060,SHORT,5530,2017-10-05 20:34:00-05:00,6063.75,0.3392857142857143,ATM-A
5701,6066.392857142857,INITIAL_STOP,-1.0,6.766666666650256,-7.766666666650256,0.0,2.3333333333333335,1,False,,,,P60-000061,LONG,5700,2017-10-05 23:34:00-05:00,6066.5,0.10714285714285714,ATM-A
5722,6065.669642857143,TARGET,2.5,3.123076923073427,-0.6230769230734272,2.1538461538461537,0.0,1,False,,,,P60-000062,SHORT,5721,2017-10-06 00:04:00-05:00,6066.25,0.23214285714285715,ATM-A
5732,6066.760714285714,BREAKEVEN_STOP,0.05,3.3833333333394875,-3.3333333333394877,1.1666666666666667,0.0,1,True,5732.0,1.0,0.0,P60-000063,LONG,5731,2017-10-06 00:16:00-05:00,6066.75,0.21428571428571427,ATM-A
5795,6066.160714285715,INITIAL_STOP,-1.0,2.136842105265613,-3.136842105265613,0.0,2.9473684210526314,1,False,,,,P60-000064,LONG,5794,2017-10-06 01:22:00-05:00,6066.5,0.3392857142857143,ATM-A
5867,6067.286607142857,BREAKEVEN_STOP,0.05,0.9902439024386729,-0.9402439024386728,1.024390243902439,0.6829268292682927,2,True,5867.0,2.0,0.0,P60-000065,LONG,5865,2017-10-06 02:37:00-05:00,6067.25,0.7321428571428571,ATM-A
5901,6064.232142857143,INITIAL_STOP,-1.0,0.9902439024386729,-1.9902439024386729,0.0,1.707317073170732,1,False,,,,P60-000066,SHORT,5900,2017-10-06 03:12:00-05:00,6063.5,0.7321428571428571,ATM-A
5932,6064.428571428572,INITIAL_STOP,-1.0,1.6916666666661537,-2.691666666666154,0.0,1.75,1,False,,,,P60-000067,SHORT,5931,2017-10-06 03:43:00-05:00,6064.0,0.42857142857142855,ATM-A
6290,6052.138392857143,BREAKEVEN_STOP,0.05,0.3247999999999622,-0.2747999999999622,0.448,0.0,4,True,6287.0,1.0,3.0,P60-000068,SHORT,6286,2017-10-06 09:38:00-05:00,6052.25,2.232142857142857,ATM-A
6307,6047.0,INITIAL_STOP,-1.0,0.24166666666666667,-1.2416666666666667,0.0,1.5833333333333333,1,False,,,,P60-000069,SHORT,6306,2017-10-06 09:58:00-05:00,6044.0,3.0,ATM-A
6350,6056.160714285715,INITIAL_STOP,-1.0,0.5139240506327694,-1.5139240506327694,0.0,1.240506329113924,1,False,,,,P60-000070,SHORT,6349,2017-10-06 10:41:00-05:00,6054.75,1.4107142857142858,ATM-A
6368,6056.340178571429,BREAKEVEN_STOP,0.05,0.401980198019773,-0.35198019801977304,1.386138613861386,0.693069306930693,9,True,6363.0,4.0,5.0,P60-000071,LONG,6359,2017-10-06 10:51:00-05:00,6056.25,1.8035714285714286,ATM-A
6391,6056.089285714285,INITIAL_STOP,-1.0,0.4365591397848438,-1.4365591397848438,0.45161290322580644,1.3548387096774193,4,False,,,,P60-000072,LONG,6387,2017-10-06 11:19:00-05:00,6057.75,1.6607142857142858,ATM-A
6493,6060.678571428572,INITIAL_STOP,-1.0,0.6766666666667487,-1.6766666666667487,0.23333333333333334,1.1666666666666667,1,False,,,,P60-000073,LONG,6492,2017-10-06 13:04:00-05:00,6061.75,1.0714285714285714,ATM-A
6572,6060.517857142857,INITIAL_STOP,-1.0,0.7122807017545678,-1.7122807017545678,0.0,1.719298245614035,2,False,,,,P60-000074,SHORT,6570,2017-10-06 14:22:00-05:00,6059.5,1.0178571428571428,ATM-A
6651,6065.038392857143,BREAKEVEN_STOP,0.05,0.9441860465119475,-0.8941860465119474,1.9534883720930232,0.3255813953488372,8,True,6647.0,4.0,4.0,P60-000075,LONG,6643,2017-10-06 15:50:00-05:00,6065.0,0.7678571428571429,ATM-A
6730,6066.982142857143,INITIAL_STOP,-1.0,2.7066666666692925,-3.7066666666692925,0.9333333333333333,1.8666666666666667,2,False,,,,P60-000076,LONG,6728,2017-10-08 18:20:00-05:00,6067.25,0.26785714285714285,ATM-A
6763,6068.982142857143,INITIAL_STOP,-1.0,2.7066666666692925,-3.7066666666692925,0.9333333333333333,1.8666666666666667,5,False,,,,P60-000077,LONG,6758,2017-10-08 18:51:00-05:00,6069.25,0.26785714285714285,ATM-A
6835,6074.530357142857,BREAKEVEN_STOP,0.05,1.1941176470583124,-1.1441176470583123,2.058823529411765,0.0,5,True,6832.0,2.0,3.0,P60-000078,LONG,6830,2017-10-08 20:03:00-05:00,6074.5,0.6071428571428571,ATM-A
6889,6077.0,TARGET,2.5,1.45,1.05,5.0,0.0,2,True,6888.0,1.0,1.0,P60-000079,LONG,6887,2017-10-08 21:00:00-05:00,6075.75,0.5,ATM-A
6970,6075.766071428571,BREAKEVEN_STOP,0.05,2.2555555555564673,-2.2055555555564674,2.333333333333333,0.0,3,True,6968.0,1.0,2.0,P60-000080,LONG,6967,2017-10-08 22:22:00-05:00,6075.75,0.32142857142857145,ATM-A
7001,6075.160714285715,INITIAL_STOP,-1.0,4.5111111111001705,-5.5111111111001705,0.0,3.1111111111111107,1,False,,,,P60-000081,SHORT,7000,2017-10-08 22:56:00-05:00,6075.0,0.16071428571428573,ATM-A
7037,6074.526785714285,TARGET,2.5,8.120000000035448,-5.620000000035448,0.0,0.0,1,False,,,,P60-000082,SHORT,7036,2017-10-08 23:39:00-05:00,6074.75,0.08928571428571429,ATM-A
7134,6072.803571428572,INITIAL_STOP,-1.0,2.3882352941166247,-3.3882352941166247,0.0,1.647058823529412,1,False,,,,P60-000083,SHORT,7133,2017-10-09 01:21:00-05:00,6072.5,0.30357142857142855,ATM-A
7167,6071.321428571428,INITIAL_STOP,-1.0,2.2555555555564673,-3.2555555555564673,0.0,2.333333333333333,1,False,,,,P60-000084,SHORT,7166,2017-10-09 01:54:00-05:00,6071.0,0.32142857142857145,ATM-A
7268,6075.732142857143,TARGET,2.5,1.845454545455766,0.654545454544234,2.5454545454545454,0.0,1,False,,,,P60-000085,LONG,7267,2017-10-09 03:36:00-05:00,6074.75,0.39285714285714285,ATM-A
7342,6075.523214285714,BREAKEVEN_STOP,0.05,1.5615384615397725,-1.5115384615397724,1.0769230769230769,0.5384615384615384,3,True,7342.0,3.0,0.0,P60-000086,LONG,7339,2017-10-09 04:49:00-05:00,6075.5,0.4642857142857143,ATM-A
7353,6075.222321428571,BREAKEVEN_STOP,0.05,1.3096774193545313,-1.2596774193545313,1.3548387096774193,0.45161290322580644,6,True,7349.0,2.0,4.0,P60-000087,SHORT,7347,2017-10-09 04:57:00-05:00,6075.25,0.5535714285714286,ATM-A
7367,6076.522321428572,BREAKEVEN_STOP,0.05,1.6240000000004726,-1.5740000000004726,1.68,0.0,3,True,7367.0,3.0,0.0,P60-000088,LONG,7364,2017-10-09 05:14:00-05:00,6076.5,0.44642857142857145,ATM-A
7432,6076.7642857142855,BREAKEVEN_STOP,0.05,2.5374999999965384,-2.4874999999965386,1.75,0.875,4,True,7432.0,4.0,0.0,P60-000089,LONG,7428,2017-10-09 06:18:00-05:00,6076.75,0.2857142857142857,ATM-A
7535,6079.732142857143,INITIAL_STOP,-1.0,0.9441860465119475,-1.9441860465119474,0.0,1.9534883720930232,2,False,,,,P60-000090,LONG,7533,2017-10-09 08:05:00-05:00,6080.5,0.7678571428571429,ATM-A
7555,6079.209821428572,BREAKEVEN_STOP,0.05,0.9022222222220764,-0.8522222222220763,0.0,0.3111111111111111,1,True,7555.0,1.0,0.0,P60-000091,SHORT,7554,2017-10-09 08:26:00-05:00,6079.25,0.8035714285714286,ATM-A
7623,6074.89375,BREAKEVEN_STOP,0.05,0.3411764705882353,-0.2911764705882353,0.0,0.35294117647058826,1,True,7623.0,1.0,0.0,P60-000092,SHORT,7622,2017-10-09 09:34:00-05:00,6075.0,2.125,ATM-A
7665,6072.910714285715,INITIAL_STOP,-1.0,0.5139240506327694,-1.5139240506327694,0.0,2.1265822784810124,4,False,,,,P60-000093,SHORT,7661,2017-10-09 10:13:00-05:00,6071.5,1.4107142857142858,ATM-A
7862,6066.723214285715,TARGET,2.5,0.5139240506327694,1.9860759493672306,1.7721518987341771,0.0,7,True,7856.0,1.0,6.0,P60-000094,SHORT,7855,2017-10-09 13:27:00-05:00,6070.25,1.4107142857142858,ATM-A
7927,6059.732142857143,INITIAL_STOP,-1.0,0.41855670103086506,-1.418556701030865,0.0,1.2989690721649485,1,False,,,,P60-000095,SHORT,7926,2017-10-09 14:38:00-05:00,6058.0,1.7321428571428572,ATM-A
7981,6062.982142857143,INITIAL_STOP,-1.0,1.5037037037028933,-2.503703703702893,0.0,1.037037037037037,1,False,,,,P60-000096,SHORT,7980,2017-10-09 15:48:00-05:00,6062.5,0.48214285714285715,ATM-A
8028,6063.392857142857,INITIAL_STOP,-1.0,6.766666666650256,-7.766666666650256,0.0,2.3333333333333335,1,False,,,,P60-000097,LONG,8027,2017-10-09 17:39:00-05:00,6063.5,0.10714285714285714,ATM-A
8083,6064.375,INITIAL_STOP,-1.0,5.8,-6.8,0.0,6.0,1,False,,,,P60-000098,LONG,8082,2017-10-09 18:42:00-05:00,6064.5,0.125,ATM-A
8125,6064.2625,BREAKEVEN_STOP,0.05,2.9,-2.85,1.0,0.0,2,True,8124.0,1.0,1.0,P60-000099,LONG,8123,2017-10-09 19:25:00-05:00,6064.25,0.25,ATM-A
8200,6069.142857142857,INITIAL_STOP,-1.0,1.1941176470583124,-2.194117647058312,0.0,1.2352941176470589,2,False,,,,P60-000100,LONG,8198,2017-10-09 20:40:00-05:00,6069.75,0.6071428571428571,ATM-A
8207,6069.517857142857,INITIAL_STOP,-1.0,1.4000000000007025,-2.4000000000007025,0.0,1.9310344827586206,1,False,,,,P60-000101,SHORT,8206,2017-10-09 20:48:00-05:00,6069.0,0.5178571428571429,ATM-A
8272,6066.964285714285,INITIAL_STOP,-1.0,3.3833333333394875,-4.383333333339488,0.0,3.5,1,False,,,,P60-000102,SHORT,8271,2017-10-09 21:53:00-05:00,6066.75,0.21428571428571427,ATM-A
8285,6068.678571428572,INITIAL_STOP,-1.0,2.2555555555564673,-3.2555555555564673,0.7777777777777777,1.5555555555555554,2,False,,,,P60-000103,LONG,8283,2017-10-09 22:05:00-05:00,6069.0,0.32142857142857145,ATM-A
8371,6068.678571428572,INITIAL_STOP,-1.0,4.0599999999970455,-5.0599999999970455,0.0,1.4,1,False,,,,P60-000104,SHORT,8370,2017-10-09 23:51:00-05:00,6068.5,0.17857142857142858,ATM-A
8383,6069.515178571429,BREAKEVEN_STOP,0.05,2.3882352941166247,-2.338235294116625,1.647058823529412,0.823529411764706,5,True,8383.0,5.0,0.0,P60-000105,LONG,8378,2017-10-10 00:01:00-05:00,6069.5,0.30357142857142855,ATM-A
8451,6071.125,INITIAL_STOP,-1.0,1.9333333333333333,-2.9333333333333336,0.0,4.0,1,False,,,,P60-000106,LONG,8450,2017-10-10 01:14:00-05:00,6071.5,0.375,ATM-A
8762,6074.285714285715,INITIAL_STOP,-1.0,1.3533333333323487,-2.3533333333323485,0.0,1.4000000000000001,3,False,,,,P60-000107,SHORT,8759,2017-10-10 06:25:00-05:00,6073.75,0.5357142857142857,ATM-A
8794,6076.023214285714,BREAKEVEN_STOP,0.05,1.5615384615397725,-1.5115384615397724,1.6153846153846154,0.0,1,True,8794.0,1.0,0.0,P60-000108,LONG,8793,2017-10-10 06:59:00-05:00,6076.0,0.4642857142857143,ATM-A
8840,6078.536607142857,BREAKEVEN_STOP,0.05,0.9902439024386729,-0.9402439024386728,2.048780487804878,0.6829268292682927,3,True,8840.0,3.0,0.0,P60-000109,LONG,8837,2017-10-10 07:43:00-05:00,6078.5,0.7321428571428571,ATM-A
8981,6057.871428571429,BREAKEVEN_STOP,0.05,0.2819444444444587,-0.23194444444445872,0.0,0.5833333333333333,1,True,8981.0,1.0,0.0,P60-000110,SHORT,8980,2017-10-10 10:06:00-05:00,6058.0,2.5714285714285716,ATM-A
9027,6057.375892857143,BREAKEVEN_STOP,0.05,0.29208633093522124,-0.24208633093522125,0.0,0.8057553956834532,10,True,9027.0,10.0,0.0,P60-000111,SHORT,9017,2017-10-10 10:43:00-05:00,6057.5,2.482142857142857,ATM-A
9151,6056.878571428571,BREAKEVEN_STOP,0.05,0.2985294117646899,-0.2485294117646899,0.0,0.5147058823529412,11,True,9151.0,11.0,0.0,P60-000112,SHORT,9140,2017-10-10 12:46:00-05:00,6057.0,2.4285714285714284,ATM-A
9264,6063.316964285715,BREAKEVEN_STOP,0.05,0.5413333333334909,-0.4913333333334909,1.6800000000000002,0.18666666666666668,1,True,9264.0,1.0,0.0,P60-000113,LONG,9263,2017-10-10 14:49:00-05:00,6063.25,1.3392857142857142,ATM-A
9377,6064.339285714285,INITIAL_STOP,-1.0,4.5111111111001705,-5.5111111111001705,0.0,6.222222222222221,2,False,,,,P60-000114,LONG,9375,2017-10-10 18:02:00-05:00,6064.5,0.16071428571428573,ATM-A
9388,6064.75,INITIAL_STOP,-1.0,2.9,-3.9,0.0,3.0,1,False,,,,P60-000115,SHORT,9387,2017-10-10 18:15:00-05:00,6064.5,0.25,ATM-A
9435,6067.464285714285,TARGET,2.5,2.5374999999965384,-0.03749999999653841,2.625,0.0,2,False,,,,P60-000116,LONG,9433,2017-10-10 19:06:00-05:00,6066.75,0.2857142857142857,ATM-A
9556,6072.178571428572,TARGET,2.5,1.2687500000002885,1.2312499999997115,3.0625,0.0,5,True,9553.0,2.0,3.0,P60-000117,LONG,9551,2017-10-10 21:04:00-05:00,6070.75,0.5714285714285714,ATM-A
9658,6069.196428571428,INITIAL_STOP,-1.0,2.3882352941166247,-3.3882352941166247,0.823529411764706,1.647058823529412,5,False,,,,P60-000118,LONG,9653,2017-10-10 22:54:00-05:00,6069.5,0.30357142857142855,ATM-A
9974,6058.464285714285,INITIAL_STOP,-1.0,1.5615384615397725,-2.5615384615397723,0.0,1.6153846153846154,1,False,,,,P60-000119,SHORT,9973,2017-10-11 04:40:00-05:00,6058.0,0.4642857142857143,ATM-A
10241,6069.651785714285,TARGET,2.5,0.27248322147647014,2.2275167785235297,2.8187919463087248,0.563758389261745,9,True,10235.0,3.0,6.0,P60-000120,LONG,10232,2017-10-11 09:00:00-05:00,6063.0,2.6607142857142856,ATM-A
