direction,baseline_N,baseline_LONG,baseline_SHORT,baseline_WinRate,baseline_AvgR,baseline_PF,baseline_TotalR,baseline_MaxDD,baseline_MedianR,baseline_AvgHold,baseline_MedianHold,baseline_GrossAvgR,baseline_GrossTotalR,baseline_INITIAL_STOP_PCT,baseline_BE_STOP_PCT,baseline_TARGET_PCT,baseline_TIME_EXIT_PCT,baseline_INITIAL_STOPS,baseline_BE_STOPS,baseline_TARGETS,baseline_TIME_EXITS,atm_N,atm_LONG,atm_SHORT,atm_WinRate,atm_AvgR,atm_PF,atm_TotalR,atm_MaxDD,atm_MedianR,atm_AvgHold,atm_MedianHold,atm_GrossAvgR,atm_GrossTotalR,atm_INITIAL_STOP_PCT,atm_BE_STOP_PCT,atm_TARGET_PCT,atm_TIME_EXIT_PCT,atm_INITIAL_STOPS,atm_BE_STOPS,atm_TARGETS,atm_TIME_EXITS,atm_BE_ACTIVATION_RATE,delta_DeltaAvgR,delta_DeltaTotalR,delta_DeltaPF,delta_DeltaMaxDD,delta_DeltaGrossAvgR,delta_DeltaGrossTotalR
LONG,19335,19335,0,0.2965089216446858,0.031943038734820295,1.0454598022524955,617.6186539377504,97.90477229435908,-1.000041004840793,6.614222911817946,4.0,0.0320043572020347,618.8042465013409,0.7022498060512025,0.0,0.2922679079389708,0.005482286009826739,13578,0,5651,106,19335,19335,0,0.18841479182829066,-0.36004447579430116,0.5078818804773543,-6961.459939482813,6962.333269766979,-1.0389261744966443,4.205844323765192,2.0,-0.06839333766406273,-1322.3851837346529,0.5048357900181019,0.32598913886733905,0.16752004137574347,0.0016550297388156193,9761,6303,3239,32,0.45508145849495735,-0.39198751452912145,-7579.078593420563,-0.5375779217751412,6864.428497472621,-0.10039769486609743,-1941.1894302359938
SHORT,16510,0,16510,0.2854027861901878,-0.0034284585256082155,0.9951975040693568,-56.603850257791635,273.531093004111,-1.0000438217299212,5.5489400363416115,3.0,-0.0033674958017234874,-55.597355686454776,0.7135675348273773,0.0,0.2835857056329497,0.0028467595396729256,11781,0,4682,47,16510,0,16510,0.19273167777104785,-0.3555438118909018,0.5123097619041875,-5870.028334318788,5867.814845116836,-1.0415557830092144,3.5060569351907933,2.0,-0.0890959996461923,-1470.974954158635,0.521380981223501,0.3115081768625076,0.16644457904300425,0.0006662628709872804,8608,5143,2748,11,0.430526953361599,-0.3521153533652936,-5813.424484060997,-0.4828877421651693,5594.283752112725,-0.08572850384446881,-1415.3775984721801
