trade_id,entry_time,direction,entry_price,initial_atr,stop_price,target_price,t5_time,mfe_at_t5_r,t5_result,exit_time,exit_price,exit_reason,gross_r,net_r,hold_minutes
P60-013959,2021-04-06 04:53:00-05:00,SHORT,13548.75,3.6607142857142856,13552.410714285714,13539.598214285714,,,,1224261,13552.410714285714,M0_STOP,-1.0,-1.0000535249332587,6
P60-013960,2021-04-06 05:59:00-05:00,LONG,13545.25,3.4642857142857144,13541.785714285714,13553.910714285714,,,,1224322,13553.910714285714,M0_TARGET,2.5,2.499946462009125,1
P60-013961,2021-04-06 09:00:00-05:00,LONG,13596.75,9.5,13587.25,13620.5,,,,1224512,13587.25,M0_STOP,-1.0,-1.000053358847449,10
P60-013962,2021-04-06 09:16:00-05:00,SHORT,13580.0,9.589285714285714,13589.589285714286,13556.026785714286,,,,1224519,13589.589285714286,M0_STOP,-1.0,-1.000053425059511,1
P60-013963,2021-04-06 09:27:00-05:00,LONG,13602.25,10.285714285714286,13591.964285714286,13627.964285714286,,,,1224530,13591.964285714286,M0_STOP,-1.0,-1.0000533403402745,1
P60-013964,2021-04-06 09:49:00-05:00,LONG,13590.25,7.428571428571429,13582.82142857143,13608.82142857143,,,,1224556,13608.82142857143,M0_TARGET,2.5,2.499946623755321,5
P60-013965,2021-04-06 14:08:00-05:00,SHORT,13582.5,8.089285714285714,13590.589285714286,13562.276785714286,,,,1224817,13590.589285714286,M0_STOP,-1.0,-1.000053409316637,7
P60-013966,2021-04-06 14:24:00-05:00,LONG,13607.5,6.375,13601.125,13623.4375,,,,1224828,13601.125,M0_STOP,-1.0,-1.0000533044141569,2
P60-013967,2021-04-06 14:34:00-05:00,SHORT,13597.0,7.464285714285714,13604.464285714286,13578.339285714286,,,,1224841,13578.339285714286,M0_TARGET,2.5,2.49994665012733,5
P60-013968,2021-04-06 17:09:00-05:00,LONG,13580.25,2.767857142857143,13577.482142857143,13587.169642857143,1224931.0,1.3548387096774195,PASS,1224936,13577.482142857143,M0_STOP,-1.0,-1.0000533972346546,20
P60-013969,2021-04-06 18:33:00-05:00,LONG,13594.0,1.3035714285714286,13592.69642857143,13597.25892857143,,,,1225002,13592.69642857143,M0_STOP,-1.0,-1.000053337467206,2
P60-013970,2021-04-06 19:53:00-05:00,SHORT,13589.0,2.625,13591.625,13582.4375,,,,1225083,13591.625,M0_STOP,-1.0,-1.0000533622839058,3
P60-013971,2021-04-06 20:30:00-05:00,LONG,13588.25,2.857142857142857,13585.392857142857,13595.392857142857,,,,1225118,13585.392857142857,M0_STOP,-1.0,-1.0000533661416806,1
P60-013972,2021-04-06 20:40:00-05:00,SHORT,13577.25,3.5,13580.75,13568.5,,,,1225130,13568.5,M0_TARGET,2.5,2.4999465880836174,3
P60-013973,2021-04-06 22:11:00-05:00,SHORT,13552.75,2.6964285714285716,13555.44642857143,13546.00892857143,,,,1225219,13555.44642857143,M0_STOP,-1.0,-1.0000535053235162,1
P60-013974,2021-04-07 01:03:00-05:00,LONG,13579.25,2.6607142857142856,13576.589285714286,13585.901785714286,,,,1225394,13576.589285714286,M0_STOP,-1.0,-1.0000534007462951,4
P60-013975,2021-04-07 02:05:00-05:00,LONG,13600.25,4.625,13595.625,13611.8125,,,,1225457,13595.625,M0_STOP,-1.0,-1.000053325978026,5
P60-013976,2021-04-07 02:58:00-05:00,LONG,13602.5,4.035714285714286,13598.464285714286,13612.589285714286,,,,1225506,13598.464285714286,M0_STOP,-1.0,-1.0000533148438506,1
P60-013977,2021-04-07 05:25:00-05:00,SHORT,13585.75,2.517857142857143,13588.267857142857,13579.455357142857,,,,1225655,13588.267857142857,M0_STOP,-1.0,-1.0000533746307487,3
P60-013978,2021-04-07 06:59:00-05:00,SHORT,13564.5,2.9285714285714284,13567.42857142857,13557.17857142857,,,,1225749,13567.42857142857,M0_STOP,-1.0,-1.0000534598813875,3
P60-013979,2021-04-07 10:07:00-05:00,LONG,13629.5,7.107142857142857,13622.392857142857,13647.267857142857,,,,1225935,13622.392857142857,M0_STOP,-1.0,-1.0000532211930462,1
P60-013980,2021-04-07 10:55:00-05:00,LONG,13591.25,6.214285714285714,13585.035714285714,13606.785714285714,,,,1225983,13585.035714285714,M0_STOP,-1.0,-1.0000533675446461,1
P60-013981,2021-04-07 11:26:00-05:00,SHORT,13582.5,8.0,13590.5,13562.5,,,,1226017,13562.5,M0_TARGET,2.5,2.4999465910346608,4
P60-013982,2021-04-07 12:01:00-05:00,SHORT,13568.25,6.125,13574.375,13552.9375,,,,1226049,13574.375,M0_STOP,-1.0,-1.0000534576992912,1
P60-013983,2021-04-07 14:44:00-05:00,LONG,13595.75,7.321428571428571,13588.42857142857,13614.05357142857,,,,1226217,13614.05357142857,M0_TARGET,2.5,2.4999466457805486,6
P60-013984,2021-04-07 14:52:00-05:00,SHORT,13592.5,7.910714285714286,13600.410714285714,13572.723214285714,,,,1226220,13600.410714285714,M0_STOP,-1.0,-1.0000533692984566,1
P60-013985,2021-04-07 15:05:00-05:00,LONG,13618.25,7.267857142857143,13610.982142857143,13636.419642857143,1226247.0,0.34398034398034394,FAIL,1226247,13618.75,T5_NO_PROGRESS,0.0687960687960688,0.06874280298524114,15
P60-013986,2021-04-07 17:27:00-05:00,LONG,13624.0,0.9464285714285714,13623.05357142857,13626.36607142857,,,,1226300,13626.36607142857,M0_TARGET,2.5,2.499946781388167,1
P60-013987,2021-04-07 17:44:00-05:00,LONG,13628.75,0.8928571428571429,13627.857142857143,13630.982142857143,,,,1226317,13627.857142857143,M0_STOP,-1.0,-1.0000531998532418,1
P60-013988,2021-04-07 20:38:00-05:00,LONG,13654.5,3.2142857142857144,13651.285714285714,13662.535714285714,,,,1226493,13662.535714285714,M0_TARGET,2.5,2.4999468914492615,3
P60-013989,2021-04-07 23:28:00-05:00,LONG,13704.5,1.2857142857142858,13703.214285714286,13707.714285714286,,,,1226662,13703.214285714286,M0_STOP,-1.0,-1.0000529072949516,2
P60-013990,2021-04-07 23:55:00-05:00,LONG,13705.75,1.625,13704.125,13709.8125,,,,1226692,13704.125,M0_STOP,-1.0,-1.0000529037789716,5
P60-013991,2021-04-08 02:55:00-05:00,SHORT,13706.75,2.607142857142857,13709.357142857143,13700.232142857143,,,,1226875,13709.357142857143,M0_STOP,-1.0,-1.0000529037100356,8
P60-013992,2021-04-08 03:36:00-05:00,SHORT,13703.0,3.0535714285714284,13706.05357142857,13695.36607142857,,,,1226909,13695.36607142857,M0_TARGET,2.5,2.499947080085037,1
P60-013993,2021-04-08 07:36:00-05:00,LONG,13721.25,4.767857142857143,13716.482142857143,13733.169642857143,,,,1227149,13716.482142857143,M0_STOP,-1.0,-1.0000528561180957,1
P60-013994,2021-04-08 07:54:00-05:00,SHORT,13714.75,5.321428571428571,13720.07142857143,13701.44642857143,1227181.0,1.080536912751678,PASS,1227197,13720.07142857143,M0_STOP,-1.0,-1.00005288331284,31
P60-013995,2021-04-08 10:09:00-05:00,SHORT,13711.75,9.107142857142858,13720.857142857143,13688.982142857143,,,,1227315,13720.857142857143,M0_STOP,-1.0,-1.0000529095012953,14
P60-013997,2021-04-08 11:08:00-05:00,SHORT,13726.25,4.589285714285714,13730.839285714286,13714.776785714286,,,,1227362,13730.839285714286,M0_STOP,-1.0,-1.0000528361701324,2
P60-013998,2021-04-08 11:30:00-05:00,LONG,13732.0,5.017857142857143,13726.982142857143,13744.544642857143,,,,1227393,13726.982142857143,M0_STOP,-1.0,-1.00005281568756,11
P60-013999,2021-04-08 12:47:00-05:00,SHORT,13722.75,4.303571428571429,13727.05357142857,13711.99107142857,,,,1227467,13727.05357142857,M0_STOP,-1.0,-1.000052848549854,8
P60-014000,2021-04-08 12:56:00-05:00,LONG,13728.5,3.6785714285714284,13724.82142857143,13737.69642857143,,,,1227477,13737.69642857143,M0_TARGET,2.5,2.499947175997606,9
P60-014001,2021-04-08 14:20:00-05:00,LONG,13740.0,4.428571428571429,13735.57142857143,13751.07142857143,,,,1227555,13735.57142857143,M0_STOP,-1.0,-1.000052782660246,3
P60-014002,2021-04-08 17:36:00-05:00,LONG,13780.5,2.375,13778.125,13786.4375,,,,1227676,13778.125,M0_STOP,-1.0,-1.0000526196416422,3
P60-014003,2021-04-08 18:00:00-05:00,LONG,13784.75,1.3928571428571428,13783.357142857143,13788.232142857143,,,,1227698,13788.232142857143,M0_TARGET,2.5,2.4999474003326996,1
P60-014004,2021-04-08 19:37:00-05:00,LONG,13823.75,3.7142857142857144,13820.035714285714,13833.035714285714,1227809.0,2.2884615384615383,PASS,1227815,13833.035714285714,M0_TARGET,2.5,2.4999475399329647,21
P60-014005,2021-04-09 00:00:00-05:00,SHORT,13793.5,1.5714285714285714,13795.07142857143,13789.57142857143,,,,1228058,13795.07142857143,M0_STOP,-1.0,-1.0000525669775802,1
P60-014006,2021-04-09 01:37:00-05:00,SHORT,13733.75,4.714285714285714,13738.464285714286,13721.964285714286,,,,1228155,13721.964285714286,M0_TARGET,2.5,2.499947192212542,1
P60-014007,2021-04-09 02:37:00-05:00,SHORT,13709.0,5.142857142857143,13714.142857142857,13696.142857142857,,,,1228215,13714.142857142857,M0_STOP,-1.0,-1.0000529048130349,1
P60-014008,2021-04-09 02:45:00-05:00,LONG,13732.5,6.071428571428571,13726.42857142857,13747.67857142857,,,,1228233,13747.67857142857,M0_TARGET,2.5,2.4999471821824426,11
P60-014009,2021-04-09 03:46:00-05:00,LONG,13735.25,3.4107142857142856,13731.839285714286,13743.776785714286,,,,1228293,13731.839285714286,M0_STOP,-1.0,-1.0000527970059157,10
P60-014010,2021-04-09 04:04:00-05:00,SHORT,13733.5,3.375,13736.875,13725.0625,1228316.0,1.1111111111111112,PASS,1228320,13736.875,M0_STOP,-1.0,-1.000052803597928,19
P60-014011,2021-04-09 08:41:00-05:00,SHORT,13664.75,12.535714285714286,13677.285714285714,13633.410714285714,,,,1228579,13677.285714285714,M0_STOP,-1.0,-1.0000531049384977,1
P60-014012,2021-04-09 10:22:00-05:00,LONG,13734.75,6.482142857142857,13728.267857142857,13750.955357142857,,,,1228680,13728.267857142857,M0_STOP,-1.0,-1.0000528107411324,1
P60-014013,2021-04-09 11:54:00-05:00,LONG,13762.0,5.017857142857143,13756.982142857143,13774.544642857143,,,,1228778,13774.544642857143,M0_TARGET,2.5,2.499947299488182,7
P60-014014,2021-04-09 13:18:00-05:00,LONG,13782.5,3.857142857142857,13778.642857142857,13792.142857142857,,,,1228858,13778.642857142857,M0_STOP,-1.0,-1.000052617663983,3
P60-014015,2021-04-09 14:14:00-05:00,SHORT,13758.5,4.785714285714286,13763.285714285714,13746.535714285714,,,,1228912,13763.285714285714,M0_STOP,-1.0,-1.0000527130333625,1
P60-014016,2021-04-09 14:22:00-05:00,LONG,13775.0,4.589285714285714,13770.410714285714,13786.473214285714,,,,1228921,13786.473214285714,M0_TARGET,2.5,2.499947350880446,2
P60-014017,2021-04-11 17:01:00-05:00,SHORT,13807.0,4.142857142857143,13811.142857142857,13796.642857142857,,,,1229004,13811.142857142857,M0_STOP,-1.0,-1.000052525357069,1
P60-014018,2021-04-11 17:09:00-05:00,LONG,13815.0,4.982142857142857,13810.017857142857,13827.455357142857,1229026.0,2.2580645161290325,PASS,1229038,13827.455357142857,M0_TARGET,2.5,2.4999475018781654,27
P60-014019,2021-04-11 18:30:00-05:00,SHORT,13790.75,3.9642857142857144,13794.714285714286,13780.839285714286,,,,1229097,13780.839285714286,M0_TARGET,2.5,2.4999474134134654,5
P60-014020,2021-04-11 19:06:00-05:00,SHORT,13776.75,3.732142857142857,13780.482142857143,13767.419642857143,,,,1229132,13780.482142857143,M0_STOP,-1.0,-1.0000526391534172,4
P60-014021,2021-04-11 20:31:00-05:00,SHORT,13801.0,3.6964285714285716,13804.69642857143,13791.75892857143,,,,1229217,13791.75892857143,M0_TARGET,2.5,2.4999474535008783,4
P60-014022,2021-04-11 20:50:00-05:00,LONG,13809.25,4.982142857142857,13804.267857142857,13821.705357142857,,,,1229233,13804.267857142857,M0_STOP,-1.0,-1.0000525199892891,1
P60-014023,2021-04-11 21:02:00-05:00,SHORT,13787.5,4.767857142857143,13792.267857142857,13775.580357142857,,,,1229245,13792.267857142857,M0_STOP,-1.0,-1.0000526020525164,1
P60-014024,2021-04-11 22:20:00-05:00,LONG,13790.75,2.6964285714285716,13788.05357142857,13797.49107142857,,,,1229328,13788.05357142857,M0_STOP,-1.0,-1.0000525817510242,6
P60-014025,2021-04-12 01:05:00-05:00,LONG,13796.75,4.142857142857143,13792.607142857143,13807.107142857143,,,,1229490,13807.107142857143,M0_TARGET,2.5,2.4999474356086204,3
P60-014026,2021-04-12 01:57:00-05:00,LONG,13811.5,3.3035714285714284,13808.19642857143,13819.75892857143,,,,1229545,13808.19642857143,M0_STOP,-1.0,-1.0000525050468214,6
P60-014027,2021-04-12 02:49:00-05:00,LONG,13810.75,3.5,13807.25,13819.5,,,,1229593,13819.5,M0_TARGET,2.5,2.4999474913541797,2
P60-014028,2021-04-12 06:38:00-05:00,SHORT,13787.0,3.482142857142857,13790.482142857143,13778.294642857143,,,,1229821,13790.482142857143,M0_STOP,-1.0,-1.0000525990539944,1
P60-014029,2021-04-12 08:32:00-05:00,SHORT,13781.75,6.017857142857143,13787.767857142857,13766.705357142857,,,,1229935,13787.767857142857,M0_STOP,-1.0,-1.0000526287817215,1
P60-014030,2021-04-12 09:34:00-05:00,SHORT,13770.0,7.75,13777.75,13750.625,,,,1230001,13750.625,M0_TARGET,2.5,2.499947319660666,5
P60-014031,2021-04-12 10:27:00-05:00,SHORT,13777.5,7.142857142857143,13784.642857142857,13759.642857142857,,,,1230052,13784.642857142857,M0_STOP,-1.0,-1.0000526493243769,3
P60-014032,2021-04-12 11:05:00-05:00,LONG,13789.0,5.5,13783.5,13802.75,,,,1230088,13783.5,M0_STOP,-1.0,-1.0000525991221387,1
P60-014033,2021-04-12 12:49:00-05:00,LONG,13800.25,4.142857142857143,13796.107142857143,13810.607142857143,,,,1230192,13796.107142857143,M0_STOP,-1.0,-1.0000525510560692,1
P60-014034,2021-04-12 12:56:00-05:00,SHORT,13792.0,4.839285714285714,13796.839285714286,13779.901785714286,,,,1230201,13779.901785714286,M0_TARGET,2.5,2.4999474148437795,3
P60-014035,2021-04-12 13:46:00-05:00,SHORT,13788.25,5.607142857142857,13793.857142857143,13774.232142857143,1230263.0,1.3821656050955415,PASS,1230264,13774.232142857143,M0_TARGET,2.5,2.4999473976067206,16
P60-014036,2021-04-12 17:08:00-05:00,LONG,13823.5,3.625,13819.875,13832.5625,,,,1230380,13819.875,M0_STOP,-1.0,-1.0000524606771046,5
P60-014037,2021-04-12 17:51:00-05:00,LONG,13817.0,1.5535714285714286,13815.44642857143,13820.88392857143,,,,1230420,13815.44642857143,M0_STOP,-1.0,-1.0000524774934887,2
P60-014038,2021-04-12 18:00:00-05:00,SHORT,13814.75,1.4642857142857142,13816.214285714286,13811.089285714286,,,,1230431,13811.089285714286,M0_TARGET,2.5,2.4999475142978294,4
P60-014039,2021-04-12 21:08:00-05:00,LONG,13819.25,2.9107142857142856,13816.339285714286,13826.526785714286,,,,1230617,13816.339285714286,M0_STOP,-1.0,-1.0000524741022212,2
P60-014040,2021-04-12 22:12:00-05:00,LONG,13823.0,1.6607142857142858,13821.339285714286,13827.151785714286,,,,1230680,13821.339285714286,M0_STOP,-1.0,-1.0000524551192191,1
P60-014041,2021-04-12 22:26:00-05:00,SHORT,13818.0,1.4642857142857142,13819.464285714286,13814.339285714286,,,,1230695,13814.339285714286,M0_TARGET,2.5,2.499947526643799,2
P60-014042,2021-04-13 00:08:00-05:00,SHORT,13787.75,2.5892857142857144,13790.339285714286,13781.276785714286,,,,1230798,13790.339285714286,M0_STOP,-1.0,-1.0000525927854615,3
P60-014043,2021-04-13 01:22:00-05:00,SHORT,13789.75,3.3214285714285716,13793.07142857143,13781.44642857143,,,,1230878,13781.44642857143,M0_TARGET,2.5,2.499947412051189,9
P60-014044,2021-04-13 05:20:00-05:00,SHORT,13800.5,2.5535714285714284,13803.05357142857,13794.11607142857,,,,1231111,13803.05357142857,M0_STOP,-1.0,-1.0000525440509394,4
P60-014045,2021-04-13 06:05:00-05:00,SHORT,13778.75,7.714285714285714,13786.464285714286,13759.464285714286,,,,1231153,13786.464285714286,M0_STOP,-1.0,-1.0000526467300674,1
P60-014046,2021-04-13 08:40:00-05:00,LONG,13931.75,11.0,13920.75,13959.25,,,,1231309,13920.75,M0_STOP,-1.0,-1.0000520805272703,2
P60-014047,2021-04-13 09:44:00-05:00,LONG,13934.75,7.160714285714286,13927.589285714286,13952.651785714286,,,,1231372,13927.589285714286,M0_STOP,-1.0,-1.0000520549525929,1
P60-014048,2021-04-13 10:46:00-05:00,SHORT,13906.75,6.857142857142857,13913.607142857143,13889.607142857143,1231448.0,1.75,PASS,1231459,13913.607142857143,M0_STOP,-1.0,-1.0000521586754265,26
P60-014050,2021-04-13 12:15:00-05:00,LONG,13926.25,5.571428571428571,13920.67857142857,13940.17857142857,1231537.0,1.9743589743589745,PASS,1231543,13940.17857142857,M0_TARGET,2.5,2.4999479192054985,21
P60-014051,2021-04-13 13:36:00-05:00,LONG,13959.5,4.535714285714286,13954.964285714286,13970.839285714286,,,,1231605,13954.964285714286,M0_STOP,-1.0,-1.0000519528380838,2
P60-014052,2021-04-13 15:35:00-05:00,LONG,13980.25,2.3035714285714284,13977.94642857143,13986.00892857143,,,,1231718,13977.94642857143,M0_STOP,-1.0,-1.0000518674187016,11
P60-014053,2021-04-13 15:52:00-05:00,SHORT,13974.25,2.25,13976.5,13968.625,,,,1231725,13976.5,M0_STOP,-1.0,-1.0000518894932722,1
P60-014054,2021-04-13 20:48:00-05:00,LONG,13976.5,2.6607142857142856,13973.839285714286,13983.151785714286,,,,1231968,13973.839285714286,M0_STOP,-1.0,-1.0000518826633953,8
P60-014055,2021-04-13 21:04:00-05:00,SHORT,13968.25,2.767857142857143,13971.017857142857,13961.330357142857,1231991.0,1.0838709677419356,PASS,1231992,13971.017857142857,M0_STOP,-1.0,-1.0000519137107178,16
P60-014056,2021-04-14 01:54:00-05:00,SHORT,13969.0,2.0892857142857144,13971.089285714286,13963.776785714286,,,,1232271,13971.089285714286,M0_STOP,-1.0,-1.0000519084008506,5
P60-014057,2021-04-14 03:08:00-05:00,LONG,13980.25,2.5357142857142856,13977.714285714286,13986.589285714286,,,,1232342,13986.589285714286,M0_TARGET,2.5,2.4999481317198806,2
P60-014058,2021-04-14 04:54:00-05:00,LONG,14003.5,2.732142857142857,14000.767857142857,14010.330357142857,,,,1232447,14000.767857142857,M0_STOP,-1.0,-1.0000517828741535,1
P60-014059,2021-04-14 05:59:00-05:00,SHORT,13997.5,2.6607142857142856,14000.160714285714,13990.848214285714,,,,1232512,14000.160714285714,M0_STOP,-1.0,-1.0000518048107019,1
P60-014060,2021-04-14 07:51:00-05:00,LONG,14013.25,3.5,14009.75,14022.0,,,,1232625,14009.75,M0_STOP,-1.0,-1.000051749674334,2
P60-014061,2021-04-14 08:11:00-05:00,SHORT,13999.25,3.7857142857142856,14003.035714285714,13989.785714285714,,,,1232649,13989.785714285714,M0_TARGET,2.5,2.4999481975027624,6
P60-014062,2021-04-14 09:21:00-05:00,SHORT,13953.75,9.017857142857142,13962.767857142857,13931.205357142857,,,,1232718,13931.205357142857,M0_TARGET,2.5,2.4999480090407924,5
P60-014063,2021-04-14 09:59:00-05:00,SHORT,13922.25,8.982142857142858,13931.232142857143,13899.794642857143,,,,1232756,13899.794642857143,M0_TARGET,2.5,2.4999478914653666,5
P60-014064,2021-04-14 13:39:00-05:00,SHORT,13838.25,8.267857142857142,13846.517857142857,13817.580357142857,,,,1232972,13846.517857142857,M0_STOP,-1.0,-1.0000524223381138,1
P60-014065,2021-04-14 13:56:00-05:00,SHORT,13805.0,9.678571428571429,13814.67857142857,13780.80357142857,,,,1232989,13814.67857142857,M0_STOP,-1.0,-1.0000525540491212,1
P60-014066,2021-04-14 14:39:00-05:00,SHORT,13806.0,9.910714285714286,13815.910714285714,13781.223214285714,1233046.0,1.2612612612612613,PASS,1233047,13781.223214285714,M0_TARGET,2.5,2.499947448875911,16
P60-014067,2021-04-14 15:30:00-05:00,LONG,13823.25,4.053571428571429,13819.19642857143,13833.38392857143,1233082.0,0.8017621145374448,FAIL,1233082,13823.5,T5_NO_PROGRESS,0.06167400881057268,0.061621545557463325,15
P60-014068,2021-04-14 18:37:00-05:00,SHORT,13818.75,1.6607142857142858,13820.410714285714,13814.598214285714,,,,1233195,13814.598214285714,M0_TARGET,2.5,2.4999475287461053,1
P60-014069,2021-04-14 19:04:00-05:00,LONG,13816.5,2.482142857142857,13814.017857142857,13822.705357142857,,,,1233222,13814.017857142857,M0_STOP,-1.0,-1.000052482920429,1
P60-014070,2021-04-14 19:21:00-05:00,SHORT,13816.75,3.1607142857142856,13819.910714285714,13808.848214285714,1233253.0,0.8700564971751413,FAIL,1233253,13818.5,T5_NO_PROGRESS,-0.5536723163841808,-0.5537248009329107,15
P60-014072,2021-04-14 20:31:00-05:00,LONG,13819.0,3.0357142857142856,13815.964285714286,13826.589285714286,,,,1233310,13815.964285714286,M0_STOP,-1.0,-1.0000524755265001,2
P60-014073,2021-04-14 20:40:00-05:00,SHORT,13812.5,5.196428571428571,13817.69642857143,13799.50892857143,,,,1233318,13799.50892857143,M0_TARGET,2.5,2.49994749155791,1
P60-014074,2021-04-14 21:31:00-05:00,SHORT,13802.75,2.9464285714285716,13805.69642857143,13795.38392857143,,,,1233369,13805.69642857143,M0_STOP,-1.0,-1.000052536979693,1
P60-014075,2021-04-14 23:01:00-05:00,LONG,13809.0,1.5357142857142858,13807.464285714286,13812.839285714286,,,,1233460,13812.839285714286,M0_TARGET,2.5,2.499947492169091,2
P60-014076,2021-04-15 00:14:00-05:00,LONG,13828.25,3.517857142857143,13824.732142857143,13837.044642857143,,,,1233537,13824.732142857143,M0_STOP,-1.0,-1.0000524422457164,6
P60-014077,2021-04-15 01:17:00-05:00,LONG,13833.0,2.3392857142857144,13830.660714285714,13838.848214285714,,,,1233595,13838.848214285714,M0_TARGET,2.5,2.499947580233875,1
P60-014078,2021-04-15 04:44:00-05:00,LONG,13881.25,2.6785714285714284,13878.57142857143,13887.94642857143,,,,1233804,13878.57142857143,M0_STOP,-1.0,-1.00005223880597,3
P60-014079,2021-04-15 05:03:00-05:00,SHORT,13869.25,3.1964285714285716,13872.44642857143,13861.25892857143,,,,1233825,13872.44642857143,M0_STOP,-1.0,-1.000052285965597,5
P60-014080,2021-04-15 05:30:00-05:00,SHORT,13878.75,2.017857142857143,13880.767857142857,13873.705357142857,,,,1233851,13873.705357142857,M0_TARGET,2.5,2.499947754270059,4
P60-014081,2021-04-15 05:39:00-05:00,LONG,13876.0,2.2142857142857144,13873.785714285714,13881.535714285714,,,,1233863,13881.535714285714,M0_TARGET,2.5,2.499947743174435,7
P60-014082,2021-04-15 06:29:00-05:00,LONG,13890.25,2.3214285714285716,13887.92857142857,13896.05357142857,,,,1233910,13887.92857142857,M0_STOP,-1.0,-1.0000522036095068,4
P60-014083,2021-04-15 08:33:00-05:00,LONG,13953.25,7.517857142857143,13945.732142857143,13972.044642857143,,,,1234037,13972.044642857143,M0_TARGET,2.5,2.4999480127688836,7
P60-014084,2021-04-15 09:16:00-05:00,LONG,13977.5,10.285714285714286,13967.214285714286,14003.214285714286,,,,1234075,13967.214285714286,M0_STOP,-1.0,-1.0000519072726435,2
P60-014085,2021-04-15 10:07:00-05:00,LONG,14011.75,6.535714285714286,14005.214285714286,14028.089285714286,,,,1234127,14005.214285714286,M0_STOP,-1.0,-1.0000517664339301,3
P60-014086,2021-04-15 12:35:00-05:00,LONG,14015.25,6.071428571428571,14009.17857142857,14030.42857142857,,,,1234276,14009.17857142857,M0_STOP,-1.0,-1.0000517517851817,4
P60-014087,2021-04-15 13:17:00-05:00,LONG,14010.0,6.035714285714286,14003.964285714286,14025.089285714286,,,,1234327,14003.964285714286,M0_STOP,-1.0,-1.0000517710546248,13
P60-014088,2021-04-15 13:55:00-05:00,SHORT,13997.0,6.160714285714286,14003.160714285714,13981.598214285714,,,,1234354,14003.160714285714,M0_STOP,-1.0,-1.0000518196217678,2
P60-014089,2021-04-15 18:15:00-05:00,LONG,14007.0,1.0714285714285714,14005.92857142857,14009.67857142857,,,,1234538,14009.67857142857,M0_TARGET,2.5,2.4999482362060963,1
P60-014090,2021-04-15 21:07:00-05:00,SHORT,13968.5,3.75,13972.25,13959.125,,,,1234710,13959.125,M0_TARGET,2.5,2.499948083567554,1
P60-014091,2021-04-15 22:57:00-05:00,LONG,13972.75,1.3571428571428572,13971.392857142857,13976.142857142857,,,,1234821,13971.392857142857,M0_STOP,-1.0,-1.0000518917481895,2
P60-014092,2021-04-15 23:27:00-05:00,LONG,13978.5,1.25,13977.25,13981.625,,,,1234852,13981.625,M0_TARGET,2.5,2.4999481299969593,3
P60-014093,2021-04-16 00:41:00-05:00,LONG,13991.0,2.232142857142857,13988.767857142857,13996.580357142857,,,,1234924,13988.767857142857,M0_STOP,-1.0,-1.000051827295113,1
P60-014094,2021-04-16 02:06:00-05:00,LONG,13985.5,4.428571428571429,13981.07142857143,13996.57142857143,,,,1235009,13981.07142857143,M0_STOP,-1.0,-1.0000518558254783,1
P60-014095,2021-04-16 03:25:00-05:00,SHORT,13980.0,3.3214285714285716,13983.32142857143,13971.69642857143,,,,1235093,13971.69642857143,M0_TARGET,2.5,2.4999481278762836,6
P60-014096,2021-04-16 04:14:00-05:00,LONG,13982.5,2.6964285714285716,13979.80357142857,13989.24107142857,,,,1235138,13989.24107142857,M0_TARGET,2.5,2.49994813947161,2
P60-014097,2021-04-16 05:43:00-05:00,LONG,13999.25,1.8392857142857142,13997.410714285714,14003.848214285714,,,,1235231,14003.848214285714,M0_TARGET,2.5,2.4999482047062274,6
P60-014098,2021-04-16 07:52:00-05:00,LONG,14048.5,3.767857142857143,14044.732142857143,14057.919642857143,,,,1235362,14044.732142857143,M0_STOP,-1.0,-1.0000516207779988,8
P60-014099,2021-04-16 09:35:00-05:00,SHORT,13992.0,9.125,14001.125,13969.1875,,,,1235468,14001.125,M0_STOP,-1.0,-1.0000518491368906,11
P60-014100,2021-04-16 10:00:00-05:00,SHORT,14003.0,6.464285714285714,14009.464285714286,13986.839285714286,,,,1235484,13986.839285714286,M0_TARGET,2.5,2.4999482014682206,2
P60-014101,2021-04-16 10:13:00-05:00,LONG,14014.0,7.535714285714286,14006.464285714286,14032.839285714286,,,,1235496,14006.464285714286,M0_STOP,-1.0,-1.0000517618140603,1
P60-014102,2021-04-16 10:32:00-05:00,SHORT,13995.5,7.232142857142857,14002.732142857143,13977.419642857143,,,,1235520,14002.732142857143,M0_STOP,-1.0,-1.0000518291476403,6
P60-014103,2021-04-16 13:03:00-05:00,LONG,14012.25,4.267857142857143,14007.982142857143,14022.919642857143,,,,1235668,14022.919642857143,M0_TARGET,2.5,2.499948243794673,3
P60-014104,2021-04-18 17:07:00-05:00,SHORT,13988.5,5.053571428571429,13993.55357142857,13975.86607142857,1235849.0,0.7915194346289752,FAIL,1235849,13989.25,T5_NO_PROGRESS,-0.14840989399293286,-0.14846174101102697,15
P60-014105,2021-04-18 17:46:00-05:00,SHORT,13994.5,1.8214285714285714,13996.32142857143,13989.94642857143,1235888.0,0.6862745098039216,FAIL,1235888,13994.0,T5_NO_PROGRESS,0.27450980392156865,0.274457991111298,15
P60-014106,2021-04-18 18:29:00-05:00,SHORT,14002.25,1.5357142857142858,14003.785714285714,13998.410714285714,,,,1235919,14003.785714285714,M0_STOP,-1.0,-1.0000517830722921,3
