metric,value
parity_pass,1.0
L,1015.0
S,943.0
RL,158.0
RS,159.0
total,2275.0
AvgR,0.5683200798575244
PF,2.4300427531949276
TotalR,1292.928181675868
MaxDD,15.563767849085934
N,2275.0
p44_parity_pass,1.0
b0_b1_w10_N,1212.0
b0_b1_w10_AvgR,1.6389847171388237
b0_b1_w10_PF,17.0963734933188
b0_b1_w10_MaxDD,8.385997319705211
b0_b1_w10_fill_rate,0.6890278567367822
p45_wf_reference_N,1135.0
p45_wf_reference_AvgR,1.6483731365801972
p45_wf_mixed_window_match,0.0
b0_control,1.0
b0_note,0.0
