entry_model,signals,fills,fill_rate,N,win_rate,AvgR,TotalR,PF,MaxDD,Return_over_DD
CURRENT,210,210,1.0,210,0.5142857142857142,0.09428553555357642,19.79996246625105,1.3060502778142737,5.640754371288512,3.5101621455160372
NEXT_OPEN,210,210,1.0,210,0.5047619047619047,0.0903816766644499,18.98015209953448,1.2629998270850027,7.823927238021765,2.4259111213735545
NEXT_CLOSE,210,210,1.0,210,0.5142857142857142,0.04103639762579467,8.61764350141688,1.1275236182621757,7.35932686593258,1.1709825719671776
RETRACE_25,210,154,0.7333333333333333,154,0.474025974025974,-0.0024817968828008976,-0.38219671995133825,0.9929721204511177,10.805238341860537,-0.035371428918015736
RETRACE_50,210,117,0.5571428571428572,117,0.452991452991453,-0.005666312462071068,-0.662958558062315,0.983711786132293,7.961898408976929,-0.08326639251197157
BOS_RETEST,210,142,0.6761904761904762,142,0.5422535211267606,0.10930009795050094,15.520613908971134,1.3616333157919607,6.822807951081305,2.274813247016775
