model,direction,setup_timestamp,bos_timestamp,retest_timestamp,confirm_timestamp,entry_timestamp,entry_price,stop_price,target_price,score,htf_regime,session_bucket,exit_timestamp,exit_price,result_R,exit_reason,variant_id,signal_id
Confirm,Long,2019-07-24 12:45:00-05:00,2019-07-24 13:15:00-05:00,2019-07-24 13:30:00-05:00,2019-07-24 13:45:00-05:00,2019-07-24 13:45:00-05:00,7834.0,7818.969698385787,7864.060603228428,75.0,1,4,2019-07-24 14:45:00-05:00,7849.25,1.0146170310766391,TIME,V2-B-LEGACY-EXP6,32
Confirm,Short,2019-07-31 12:15:00-05:00,2019-07-31 13:15:00-05:00,2019-07-31 13:30:00-05:00,2019-07-31 13:45:00-05:00,2019-07-31 13:45:00-05:00,7690.5,7726.946700529332,7617.606598941337,75.0,-1,4,2019-07-31 14:00:00-05:00,7726.946700529332,-1.0,STOP,V2-B-LEGACY-EXP6,33
Confirm,Long,2019-08-02 03:30:00-05:00,2019-08-02 05:00:00-05:00,2019-08-02 05:30:00-05:00,2019-08-02 05:45:00-05:00,2019-08-02 05:45:00-05:00,7593.5,7571.560899647129,7637.378200705741,75.0,-1,0,2019-08-02 06:45:00-05:00,7577.5,-0.7292915271207333,TIME,V2-B-LEGACY-EXP6,34
Confirm,Short,2019-08-20 07:30:00-05:00,2019-08-20 08:00:00-05:00,2019-08-20 08:15:00-05:00,2019-08-20 08:30:00-05:00,2019-08-20 08:30:00-05:00,7524.5,7543.03515496523,7487.429690069541,75.0,1,1,2019-08-20 09:30:00-05:00,7532.25,-0.41812437039443906,TIME,V2-B-LEGACY-EXP6,35
Confirm,Long,2019-08-22 22:45:00-05:00,2019-08-23 00:30:00-05:00,2019-08-23 00:45:00-05:00,2019-08-23 01:00:00-05:00,2019-08-23 01:00:00-05:00,7584.0,7574.478360715271,7603.043278569458,75.0,1,0,2019-08-23 01:45:00-05:00,7574.478360715271,-1.0,STOP,V2-B-LEGACY-EXP6,36
Confirm,Short,2019-08-28 05:15:00-05:00,2019-08-28 06:15:00-05:00,2019-08-28 08:00:00-05:00,2019-08-28 08:15:00-05:00,2019-08-28 08:15:00-05:00,7365.25,7387.817869845153,7320.114260309695,75.0,-1,1,2019-08-28 09:00:00-05:00,7387.817869845153,-1.0,STOP,V2-B-LEGACY-EXP6,37
Confirm,Long,2019-10-04 13:00:00-05:00,2019-10-04 13:30:00-05:00,2019-10-04 14:00:00-05:00,2019-10-04 14:30:00-05:00,2019-10-04 14:30:00-05:00,7564.0,7545.351231409346,7601.297537181309,75.0,1,4,2019-10-04 15:45:00-05:00,7571.25,0.38876561552880406,TIME,V2-B-LEGACY-EXP6,38
Confirm,Long,2019-10-18 05:30:00-05:00,2019-10-18 05:45:00-05:00,2019-10-18 06:00:00-05:00,2019-10-18 06:30:00-05:00,2019-10-18 06:30:00-05:00,7754.25,7744.408605757248,7773.932788485504,75.0,1,1,2019-10-18 07:30:00-05:00,7755.5,0.12701452346760703,TIME,V2-B-LEGACY-EXP6,39
Confirm,Long,2019-10-28 04:30:00-05:00,2019-10-28 06:00:00-05:00,2019-10-28 06:30:00-05:00,2019-10-28 06:45:00-05:00,2019-10-28 06:45:00-05:00,7865.75,7858.417872405026,7880.414255189949,75.0,1,1,2019-10-28 07:45:00-05:00,7878.25,1.7048257600656251,TIME,V2-B-LEGACY-EXP6,40
Confirm,Long,2019-11-08 13:00:00-06:00,2019-11-08 14:15:00-06:00,2019-11-08 14:45:00-06:00,2019-11-08 15:30:00-06:00,2019-11-08 15:30:00-06:00,8061.25,8048.626201415346,8086.4975971693075,85.0,1,4,2019-11-10 17:30:00-06:00,8055.5,-0.45548888961125333,TIME,V2-B-LEGACY-EXP6,41
Confirm,Short,2019-11-19 13:30:00-06:00,2019-11-19 15:30:00-06:00,2019-11-19 15:45:00-06:00,2019-11-19 17:00:00-06:00,2019-11-19 17:00:00-06:00,8128.5,8141.891530161952,8101.716939676096,70.0,1,4,2019-11-19 18:00:00-06:00,8129.25,-0.05600554909930354,TIME,V2-B-LEGACY-EXP6,42
Confirm,Long,2019-11-20 08:00:00-06:00,2019-11-20 08:15:00-06:00,2019-11-20 08:30:00-06:00,2019-11-20 08:45:00-06:00,2019-11-20 08:45:00-06:00,8133.75,8119.563268580385,8162.123462839231,90.0,-1,1,2019-11-20 09:45:00-06:00,8144.0,0.7225061007236487,TIME,V2-B-LEGACY-EXP6,43
Confirm,Long,2019-11-22 14:45:00-06:00,2019-11-22 15:00:00-06:00,2019-11-22 15:30:00-06:00,2019-11-22 15:45:00-06:00,2019-11-22 15:45:00-06:00,8084.5,8072.497634123759,8108.504731752483,100.0,-1,5,2019-11-24 17:00:00-06:00,8108.504731752483,2.0,TARGET,V2-B-LEGACY-EXP6,44
Confirm,Long,2019-11-27 11:45:00-06:00,2019-11-27 13:00:00-06:00,2019-11-27 13:15:00-06:00,2019-11-27 13:30:00-06:00,2019-11-27 13:30:00-06:00,8245.25,8237.055003879757,8261.639992240487,85.0,1,3,2019-11-27 14:30:00-06:00,8246.5,0.1525321039398988,TIME,V2-B-LEGACY-EXP6,45
Confirm,Long,2019-12-01 19:15:00-06:00,2019-12-01 20:15:00-06:00,2019-12-01 20:30:00-06:00,2019-12-01 21:00:00-06:00,2019-12-01 21:00:00-06:00,8251.0,8241.839204538112,8269.321590923779,75.0,1,0,2019-12-01 22:00:00-06:00,8252.0,0.10916082606147262,TIME,V2-B-LEGACY-EXP6,46
Confirm,Short,2019-12-16 15:45:00-06:00,2019-12-16 17:45:00-06:00,2019-12-16 18:00:00-06:00,2019-12-16 18:45:00-06:00,2019-12-16 18:45:00-06:00,8370.5,8378.279957830318,8354.940084339361,85.0,1,5,2019-12-16 19:45:00-06:00,8378.279957830318,-1.0,STOP,V2-B-LEGACY-EXP6,47
Confirm,Long,2020-01-02 10:45:00-06:00,2020-01-02 11:30:00-06:00,2020-01-02 12:30:00-06:00,2020-01-02 12:45:00-06:00,2020-01-02 12:45:00-06:00,8619.75,8605.06512773732,8649.11974452536,85.0,1,3,2020-01-02 13:45:00-06:00,8637.75,1.2257512137674291,TIME,V2-B-LEGACY-EXP6,48
Confirm,Long,2020-02-06 14:30:00-06:00,2020-02-06 14:45:00-06:00,2020-02-06 15:00:00-06:00,2020-02-06 15:30:00-06:00,2020-02-06 15:30:00-06:00,9232.0,9211.765078486655,9272.46984302669,75.0,1,5,2020-02-06 17:30:00-06:00,9239.5,0.37064635981184946,TIME,V2-B-LEGACY-EXP6,49
Confirm,Long,2020-02-12 14:15:00-06:00,2020-02-12 14:30:00-06:00,2020-02-12 14:45:00-06:00,2020-02-12 15:00:00-06:00,2020-02-12 15:00:00-06:00,9400.5,9382.437117580574,9436.625764838853,75.0,1,5,2020-02-12 17:15:00-06:00,9397.25,-0.17992698643183463,TIME,V2-B-LEGACY-EXP6,50
Confirm,Short,2020-02-14 07:00:00-06:00,2020-02-14 07:30:00-06:00,2020-02-14 08:30:00-06:00,2020-02-14 08:45:00-06:00,2020-02-14 08:45:00-06:00,9385.5,9401.32595780176,9353.848084396479,90.0,1,1,2020-02-14 09:45:00-06:00,9401.32595780176,-1.0,STOP,V2-B-LEGACY-EXP6,51
Confirm,Long,2020-02-28 08:30:00-06:00,2020-02-28 10:15:00-06:00,2020-02-28 10:30:00-06:00,2020-02-28 11:15:00-06:00,2020-02-28 11:15:00-06:00,8155.25,8021.185023174411,8423.379953651178,90.0,-1,1,2020-02-28 12:15:00-06:00,8129.75,-0.19020627611918473,TIME,V2-B-LEGACY-EXP6,52
Confirm,Short,2020-03-03 11:00:00-06:00,2020-03-03 12:00:00-06:00,2020-03-03 12:15:00-06:00,2020-03-03 12:30:00-06:00,2020-03-03 12:30:00-06:00,8395.25,8508.18517945005,8169.379641099898,85.0,1,3,2020-03-03 13:30:00-06:00,8318.5,0.6795933771367071,TIME,V2-B-LEGACY-EXP6,53
Confirm,Long,2020-03-04 13:15:00-06:00,2020-03-04 14:15:00-06:00,2020-03-04 14:45:00-06:00,2020-03-04 15:45:00-06:00,2020-03-04 15:45:00-06:00,8664.5,8607.613671665884,8778.27265666823,100.0,1,4,2020-03-04 17:45:00-06:00,8658.0,-0.11426295544727366,TIME,V2-B-LEGACY-EXP6,54
Confirm,Long,2020-03-09 09:00:00-05:00,2020-03-09 10:30:00-05:00,2020-03-09 10:45:00-05:00,2020-03-09 11:00:00-05:00,2020-03-09 11:00:00-05:00,7983.75,7910.7460420362395,8129.757915927522,90.0,-1,1,2020-03-09 11:30:00-05:00,7910.7460420362395,-1.0,STOP,V2-B-LEGACY-EXP6,55
Confirm,Long,2020-03-24 13:15:00-05:00,2020-03-24 14:45:00-05:00,2020-03-24 15:00:00-05:00,2020-03-24 15:30:00-05:00,2020-03-24 15:30:00-05:00,7338.5,7242.085635709729,7531.328728580542,75.0,1,4,2020-03-24 17:30:00-05:00,7384.0,0.47192138157977176,TIME,V2-B-LEGACY-EXP6,56
Confirm,Short,2020-03-25 12:45:00-05:00,2020-03-25 14:30:00-05:00,2020-03-25 14:45:00-05:00,2020-03-25 15:30:00-05:00,2020-03-25 15:30:00-05:00,7241.25,7351.212356207947,7021.325287584107,70.0,1,4,2020-03-25 17:30:00-05:00,7291.5,-0.45697456595940666,TIME,V2-B-LEGACY-EXP6,57
Confirm,Short,2020-04-01 10:15:00-05:00,2020-04-01 11:15:00-05:00,2020-04-01 11:30:00-05:00,2020-04-01 11:45:00-05:00,2020-04-01 11:45:00-05:00,7300.0,7360.195290572686,7179.6094188546285,75.0,-1,2,2020-04-01 12:45:00-05:00,7327.5,-0.4568463701789717,TIME,V2-B-LEGACY-EXP6,58
Confirm,Short,2020-04-01 13:00:00-05:00,2020-04-01 13:30:00-05:00,2020-04-01 13:45:00-05:00,2020-04-01 14:00:00-05:00,2020-04-01 14:00:00-05:00,7238.75,7295.031475049221,7126.187049901559,85.0,-1,4,2020-04-01 15:00:00-05:00,7226.75,0.21321402805284478,TIME,V2-B-LEGACY-EXP6,59
Confirm,Long,2020-04-08 13:00:00-05:00,2020-04-08 13:30:00-05:00,2020-04-08 13:45:00-05:00,2020-04-08 14:15:00-05:00,2020-04-08 14:15:00-05:00,7998.25,7948.752772865445,8097.244454269109,75.0,1,4,2020-04-08 14:30:00-05:00,7948.752772865445,-1.0,STOP,V2-B-LEGACY-EXP6,60
Confirm,Long,2020-04-29 12:45:00-05:00,2020-04-29 13:30:00-05:00,2020-04-29 13:45:00-05:00,2020-04-29 14:00:00-05:00,2020-04-29 14:00:00-05:00,8774.75,8735.367759305243,8853.514481389511,75.0,1,4,2020-04-29 15:00:00-05:00,8827.5,1.3394362298695717,TIME,V2-B-LEGACY-EXP6,61
Confirm,Long,2020-05-14 13:45:00-05:00,2020-05-14 14:15:00-05:00,2020-05-14 14:30:00-05:00,2020-05-14 14:45:00-05:00,2020-05-14 14:45:00-05:00,8875.5,8812.200734290864,9002.098531418274,75.0,-1,4,2020-05-14 17:00:00-05:00,8877.25,0.02764645024543151,TIME,V2-B-LEGACY-EXP6,62
Confirm,Long,2020-05-25 06:30:00-05:00,2020-05-25 07:45:00-05:00,2020-05-25 08:00:00-05:00,2020-05-25 08:15:00-05:00,2020-05-25 08:15:00-05:00,9307.0,9289.441288630225,9342.11742273955,75.0,1,1,2020-05-25 09:15:00-05:00,9312.0,0.2847589378686863,TIME,V2-B-LEGACY-EXP6,63
Confirm,Long,2020-06-22 10:00:00-05:00,2020-06-22 10:30:00-05:00,2020-06-22 10:45:00-05:00,2020-06-22 11:00:00-05:00,2020-06-22 11:00:00-05:00,9884.5,9854.591281218105,9944.317437563788,100.0,1,2,2020-06-22 12:00:00-05:00,9888.75,0.14209903242571628,TIME,V2-B-LEGACY-EXP6,64
Confirm,Long,2020-06-22 14:30:00-05:00,2020-06-22 15:00:00-05:00,2020-06-22 15:45:00-05:00,2020-06-22 17:00:00-05:00,2020-06-22 17:00:00-05:00,9931.5,9903.175292742999,9988.149414514,75.0,1,5,2020-06-22 18:00:00-05:00,9946.25,0.5207467765215625,TIME,V2-B-LEGACY-EXP6,65
Confirm,Long,2020-06-23 08:30:00-05:00,2020-06-23 09:15:00-05:00,2020-06-23 09:45:00-05:00,2020-06-23 10:00:00-05:00,2020-06-23 10:00:00-05:00,10035.0,10005.020920547537,10094.958158904928,90.0,1,1,2020-06-23 11:00:00-05:00,10059.25,0.8088974192303534,TIME,V2-B-LEGACY-EXP6,66
Confirm,Short,2020-06-26 14:45:00-05:00,2020-06-28 17:00:00-05:00,2020-06-28 17:15:00-05:00,2020-06-28 18:00:00-05:00,2020-06-28 18:00:00-05:00,9623.75,9675.281248052192,9520.687503895619,75.0,-1,5,2020-06-28 19:00:00-05:00,9632.0,-0.16009703455356578,TIME,V2-B-LEGACY-EXP6,67
Confirm,Long,2020-07-08 13:45:00-05:00,2020-07-08 14:00:00-05:00,2020-07-08 14:15:00-05:00,2020-07-08 14:45:00-05:00,2020-07-08 14:45:00-05:00,10456.75,10411.367957832046,10547.514084335908,70.0,1,4,2020-07-08 17:00:00-05:00,10487.0,0.6665632165262239,TIME,V2-B-LEGACY-EXP6,68
Confirm,Long,2020-07-10 11:30:00-05:00,2020-07-10 12:00:00-05:00,2020-07-10 12:15:00-05:00,2020-07-10 12:30:00-05:00,2020-07-10 12:30:00-05:00,10570.25,10532.105036534227,10646.539926931546,100.0,1,3,2020-07-10 13:30:00-05:00,10576.75,0.17040257505640116,TIME,V2-B-LEGACY-EXP6,69
Confirm,Long,2020-07-14 13:45:00-05:00,2020-07-14 14:45:00-05:00,2020-07-14 15:30:00-05:00,2020-07-14 17:00:00-05:00,2020-07-14 17:00:00-05:00,10519.75,10438.829336448704,10681.591327102593,85.0,-1,4,2020-07-14 18:00:00-05:00,10513.25,-0.0803255894692413,TIME,V2-B-LEGACY-EXP6,70
Confirm,Long,2020-08-04 10:30:00-05:00,2020-08-04 12:15:00-05:00,2020-08-04 12:30:00-05:00,2020-08-04 12:45:00-05:00,2020-08-04 12:45:00-05:00,10859.75,10827.936106858584,10923.377786282834,85.0,1,3,2020-08-04 13:15:00-05:00,10827.936106858584,-1.0,STOP,V2-B-LEGACY-EXP6,71
Confirm,Long,2020-08-18 13:15:00-05:00,2020-08-18 13:30:00-05:00,2020-08-18 13:45:00-05:00,2020-08-18 14:00:00-05:00,2020-08-18 14:00:00-05:00,11210.0,11182.22872110558,11265.542557788842,100.0,1,4,2020-08-18 15:00:00-05:00,11212.25,0.08101895517861826,TIME,V2-B-LEGACY-EXP6,72
Confirm,Long,2020-08-26 14:00:00-05:00,2020-08-26 15:00:00-05:00,2020-08-26 17:00:00-05:00,2020-08-26 17:15:00-05:00,2020-08-26 17:15:00-05:00,11771.5,11731.280686021788,11851.938627956424,75.0,1,5,2020-08-26 18:15:00-05:00,11764.0,-0.1864775715484077,TIME,V2-B-LEGACY-EXP6,73
Confirm,Short,2020-11-06 13:15:00-06:00,2020-11-06 13:30:00-06:00,2020-11-06 13:45:00-06:00,2020-11-06 14:00:00-06:00,2020-11-06 14:00:00-06:00,11878.0,11931.006180408405,11771.98763918319,85.0,1,4,2020-11-06 15:00:00-06:00,11904.25,-0.49522526991659005,TIME,V2-B-LEGACY-EXP6,74
Confirm,Short,2020-11-12 11:15:00-06:00,2020-11-12 11:30:00-06:00,2020-11-12 11:45:00-06:00,2020-11-12 12:00:00-06:00,2020-11-12 12:00:00-06:00,11653.5,11711.832146993132,11536.835706013735,100.0,1,3,2020-11-12 13:00:00-06:00,11639.25,0.24429068248898436,TIME,V2-B-LEGACY-EXP6,75
Confirm,Short,2020-11-19 01:00:00-06:00,2020-11-19 02:45:00-06:00,2020-11-19 03:45:00-06:00,2020-11-19 04:00:00-06:00,2020-11-19 04:00:00-06:00,11647.25,11677.465246132506,11586.819507734988,75.0,-1,0,2020-11-19 05:00:00-06:00,11658.25,-0.3640546216886833,TIME,V2-B-LEGACY-EXP6,76
Confirm,Long,2020-11-25 13:15:00-06:00,2020-11-25 14:00:00-06:00,2020-11-25 14:15:00-06:00,2020-11-25 15:00:00-06:00,2020-11-25 15:00:00-06:00,11988.75,11957.030330731894,12052.189338536215,75.0,1,4,2020-11-25 17:15:00-06:00,11999.5,0.33890643402163884,TIME,V2-B-LEGACY-EXP6,77
