model,direction,setup_timestamp,bos_timestamp,retest_timestamp,confirm_timestamp,entry_timestamp,entry_price,stop_price,target_price,score,htf_regime,session_bucket,exit_timestamp,exit_price,result_R,exit_reason,variant_id,signal_id
Confirm,Short,2021-01-27 13:15:00-06:00,2021-01-27 13:30:00-06:00,2021-01-27 13:45:00-06:00,2021-01-27 14:15:00-06:00,2021-01-27 14:15:00-06:00,13070.0,13155.397800280378,12899.204399439244,75.0,-1,4,2021-01-27 15:00:00-06:00,12899.204399439244,2.0,TARGET,V2-B-LEGACY-EXP6,78
Confirm,Short,2021-02-05 07:45:00-06:00,2021-02-05 08:30:00-06:00,2021-02-05 08:45:00-06:00,2021-02-05 09:15:00-06:00,2021-02-05 09:15:00-06:00,13543.25,13575.280218748583,13479.189562502836,90.0,1,1,2021-02-05 10:15:00-06:00,13543.25,0.0,TIME,V2-B-LEGACY-EXP6,79
Confirm,Long,2021-02-23 11:15:00-06:00,2021-02-23 12:15:00-06:00,2021-02-23 12:30:00-06:00,2021-02-23 12:45:00-06:00,2021-02-23 12:45:00-06:00,13042.25,12937.702780545498,13251.344438909004,75.0,-1,3,2021-02-23 13:45:00-06:00,13125.0,0.7915083770928236,TIME,V2-B-LEGACY-EXP6,80
Confirm,Short,2021-02-25 13:30:00-06:00,2021-02-25 14:00:00-06:00,2021-02-25 14:45:00-06:00,2021-02-25 15:30:00-06:00,2021-02-25 15:30:00-06:00,12821.0,12919.944124855709,12623.11175028858,100.0,-1,4,2021-02-25 17:30:00-06:00,12823.25,-0.02274010713906643,TIME,V2-B-LEGACY-EXP6,81
Confirm,Long,2021-05-06 13:00:00-05:00,2021-05-06 14:45:00-05:00,2021-05-06 15:00:00-05:00,2021-05-06 15:45:00-05:00,2021-05-06 15:45:00-05:00,13612.5,13560.303597352076,13716.892805295849,85.0,-1,4,2021-05-06 17:45:00-05:00,13615.0,0.047896021050780536,TIME,V2-B-LEGACY-EXP6,82
Confirm,Short,2021-05-09 23:15:00-05:00,2021-05-09 23:45:00-05:00,2021-05-10 00:00:00-05:00,2021-05-10 01:00:00-05:00,2021-05-10 01:00:00-05:00,13719.0,13736.203333124571,13684.59333375086,75.0,1,0,2021-05-10 01:30:00-05:00,13684.59333375086,2.0,TARGET,V2-B-LEGACY-EXP6,83
Confirm,Long,2021-05-28 09:30:00-05:00,2021-05-28 10:30:00-05:00,2021-05-28 10:45:00-05:00,2021-05-28 11:00:00-05:00,2021-05-28 11:00:00-05:00,13763.0,13737.033955595374,13814.932088809252,75.0,1,2,2021-05-28 12:00:00-05:00,13752.75,-0.39474630175761066,TIME,V2-B-LEGACY-EXP6,84
Confirm,Long,2021-06-07 14:45:00-05:00,2021-06-07 15:00:00-05:00,2021-06-07 15:30:00-05:00,2021-06-07 15:45:00-05:00,2021-06-07 15:45:00-05:00,13829.5,13804.127682651093,13880.244634697816,75.0,1,5,2021-06-07 17:45:00-05:00,13821.25,-0.32515752844133244,TIME,V2-B-LEGACY-EXP6,85
Confirm,Long,2021-06-17 07:30:00-05:00,2021-06-17 08:15:00-05:00,2021-06-17 08:30:00-05:00,2021-06-17 08:45:00-05:00,2021-06-17 08:45:00-05:00,14039.0,14000.20932602757,14116.581347944859,75.0,-1,1,2021-06-17 09:30:00-05:00,14116.581347944859,2.0,TARGET,V2-B-LEGACY-EXP6,86
Confirm,Long,2021-07-14 05:30:00-05:00,2021-07-14 06:45:00-05:00,2021-07-14 07:15:00-05:00,2021-07-14 07:30:00-05:00,2021-07-14 07:30:00-05:00,14981.0,14955.154986861948,15032.690026276106,75.0,1,1,2021-07-14 08:30:00-05:00,14955.154986861948,-1.0,STOP,V2-B-LEGACY-EXP6,87
Confirm,Long,2021-08-27 10:30:00-05:00,2021-08-27 12:15:00-05:00,2021-08-27 13:00:00-05:00,2021-08-27 13:15:00-05:00,2021-08-27 13:15:00-05:00,15441.0,15414.937658615394,15493.124682769212,85.0,1,3,2021-08-27 14:15:00-05:00,15452.0,0.4220649187911105,TIME,V2-B-LEGACY-EXP6,88
Confirm,Short,2021-09-15 21:45:00-05:00,2021-09-15 22:45:00-05:00,2021-09-15 23:00:00-05:00,2021-09-15 23:15:00-05:00,2021-09-15 23:15:00-05:00,15500.75,15515.905302142266,15470.439395715468,75.0,1,0,2021-09-16 00:00:00-05:00,15515.905302142266,-1.0,STOP,V2-B-LEGACY-EXP6,89
Confirm,Long,2021-10-07 08:30:00-05:00,2021-10-07 08:45:00-05:00,2021-10-07 09:00:00-05:00,2021-10-07 09:15:00-05:00,2021-10-07 09:15:00-05:00,15002.0,14962.875077806273,15080.249844387452,90.0,1,1,2021-10-07 10:15:00-05:00,14988.0,-0.35782818763649865,TIME,V2-B-LEGACY-EXP6,90
Confirm,Long,2021-10-27 09:15:00-05:00,2021-10-27 10:00:00-05:00,2021-10-27 10:15:00-05:00,2021-10-27 10:45:00-05:00,2021-10-27 10:45:00-05:00,15676.0,15629.167688619864,15769.66462276027,90.0,1,1,2021-10-27 11:45:00-05:00,15697.75,0.4644229455910535,TIME,V2-B-LEGACY-EXP6,91
Confirm,Short,2021-11-08 14:00:00-06:00,2021-11-08 14:30:00-06:00,2021-11-08 14:45:00-06:00,2021-11-08 15:00:00-06:00,2021-11-08 15:00:00-06:00,16349.25,16386.69681108327,16274.356377833457,85.0,1,5,2021-11-08 17:00:00-06:00,16333.25,0.42727269791866596,TIME,V2-B-LEGACY-EXP6,92
Confirm,Long,2021-11-12 04:15:00-06:00,2021-11-12 04:45:00-06:00,2021-11-12 05:00:00-06:00,2021-11-12 05:15:00-06:00,2021-11-12 05:15:00-06:00,16078.0,16058.66627782063,16116.667444358738,75.0,-1,1,2021-11-12 06:15:00-06:00,16084.25,0.32326936024090375,TIME,V2-B-LEGACY-EXP6,93
Confirm,Long,2021-12-02 10:45:00-06:00,2021-12-02 11:00:00-06:00,2021-12-02 11:30:00-06:00,2021-12-02 12:00:00-06:00,2021-12-02 12:00:00-06:00,16033.75,15925.18478329346,16250.88043341308,85.0,-1,3,2021-12-02 13:00:00-06:00,16002.0,-0.29245094297396096,TIME,V2-B-LEGACY-EXP6,94
Confirm,Short,2021-12-02 19:15:00-06:00,2021-12-02 19:30:00-06:00,2021-12-02 20:00:00-06:00,2021-12-02 20:15:00-06:00,2021-12-02 20:15:00-06:00,15918.25,15978.603090239683,15797.543819520633,90.0,-1,0,2021-12-02 21:15:00-06:00,15947.5,-0.48464792579531396,TIME,V2-B-LEGACY-EXP6,95
Confirm,Short,2021-12-08 05:45:00-06:00,2021-12-08 07:30:00-06:00,2021-12-08 07:45:00-06:00,2021-12-08 08:00:00-06:00,2021-12-08 08:00:00-06:00,16346.5,16382.359111821022,16274.781776357957,90.0,1,1,2021-12-08 08:30:00-06:00,16274.781776357957,2.0,TARGET,V2-B-LEGACY-EXP6,96
Confirm,Long,2021-12-10 04:15:00-06:00,2021-12-10 05:00:00-06:00,2021-12-10 05:15:00-06:00,2021-12-10 05:30:00-06:00,2021-12-10 05:30:00-06:00,16240.75,16219.411103602966,16283.42779279407,75.0,-1,1,2021-12-10 06:00:00-06:00,16219.411103602966,-1.0,STOP,V2-B-LEGACY-EXP6,97
Confirm,Short,2021-12-15 07:30:00-06:00,2021-12-15 08:30:00-06:00,2021-12-15 08:45:00-06:00,2021-12-15 09:45:00-06:00,2021-12-15 09:45:00-06:00,15869.75,15925.874837153257,15757.500325693487,90.0,-1,1,2021-12-15 10:45:00-06:00,15795.75,1.318489348983456,TIME,V2-B-LEGACY-EXP6,98
Confirm,Long,2021-12-22 13:30:00-06:00,2021-12-22 14:00:00-06:00,2021-12-22 14:15:00-06:00,2021-12-22 14:30:00-06:00,2021-12-22 14:30:00-06:00,16144.75,16094.427719963456,16245.394560073088,75.0,1,4,2021-12-22 15:30:00-06:00,16201.25,1.1227631172309767,TIME,V2-B-LEGACY-EXP6,99
Confirm,Long,2022-01-10 14:15:00-06:00,2022-01-10 14:30:00-06:00,2022-01-10 14:45:00-06:00,2022-01-10 15:15:00-06:00,2022-01-10 15:15:00-06:00,15638.75,15550.974061610046,15814.301876779908,75.0,-1,5,2022-01-10 17:15:00-06:00,15658.0,0.21930839308695013,TIME,V2-B-LEGACY-EXP6,100
Confirm,Long,2022-02-01 05:00:00-06:00,2022-02-01 06:30:00-06:00,2022-02-01 06:45:00-06:00,2022-02-01 07:00:00-06:00,2022-02-01 07:00:00-06:00,14973.0,14927.03916984196,15064.921660316077,75.0,1,1,2022-02-01 08:00:00-06:00,14964.0,-0.19581891730530243,TIME,V2-B-LEGACY-EXP6,101
Confirm,Short,2022-02-03 12:30:00-06:00,2022-02-03 13:30:00-06:00,2022-02-03 14:15:00-06:00,2022-02-03 14:30:00-06:00,2022-02-03 14:30:00-06:00,14572.5,14650.752009958236,14415.995980083526,85.0,-1,4,2022-02-03 15:00:00-06:00,14650.752009958236,-1.0,STOP,V2-B-LEGACY-EXP6,102
Confirm,Long,2022-02-09 14:15:00-06:00,2022-02-09 14:45:00-06:00,2022-02-09 15:00:00-06:00,2022-02-09 15:15:00-06:00,2022-02-09 15:15:00-06:00,15086.0,15036.503778108423,15184.992443783154,75.0,1,5,2022-02-09 17:15:00-06:00,15066.75,-0.38891857326338697,TIME,V2-B-LEGACY-EXP6,103
Confirm,Long,2022-02-16 00:15:00-06:00,2022-02-16 02:00:00-06:00,2022-02-16 02:15:00-06:00,2022-02-16 02:45:00-06:00,2022-02-16 02:45:00-06:00,14651.25,14618.771985055015,14716.20602988997,90.0,1,0,2022-02-16 03:45:00-06:00,14626.75,-0.7543564482466268,TIME,V2-B-LEGACY-EXP6,104
Confirm,Long,2022-02-25 05:15:00-06:00,2022-02-25 06:15:00-06:00,2022-02-25 06:30:00-06:00,2022-02-25 06:45:00-06:00,2022-02-25 06:45:00-06:00,14025.0,13946.322140970384,14182.35571805923,75.0,1,1,2022-02-25 07:45:00-06:00,14060.5,0.45120699060503455,TIME,V2-B-LEGACY-EXP6,105
Confirm,Short,2022-03-04 08:30:00-06:00,2022-03-04 09:00:00-06:00,2022-03-04 09:30:00-06:00,2022-03-04 09:45:00-06:00,2022-03-04 09:45:00-06:00,13803.0,13891.158258296064,13626.683483407875,90.0,-1,1,2022-03-04 10:45:00-06:00,13808.75,-0.06522361161775332,TIME,V2-B-LEGACY-EXP6,106
Confirm,Long,2022-03-08 10:45:00-06:00,2022-03-08 11:00:00-06:00,2022-03-08 12:45:00-06:00,2022-03-08 13:15:00-06:00,2022-03-08 13:15:00-06:00,13438.5,13282.955938101995,13749.58812379601,70.0,-1,3,2022-03-08 14:15:00-06:00,13370.75,-0.4355678974387725,TIME,V2-B-LEGACY-EXP6,107
Confirm,Short,2022-03-23 11:00:00-05:00,2022-03-23 12:15:00-05:00,2022-03-23 12:30:00-05:00,2022-03-23 13:00:00-05:00,2022-03-23 13:00:00-05:00,14500.5,14572.416047982137,14356.667904035727,70.0,1,3,2022-03-23 13:45:00-05:00,14572.416047982137,-1.0,STOP,V2-B-LEGACY-EXP6,108
Confirm,Long,2022-03-29 03:00:00-05:00,2022-03-29 04:00:00-05:00,2022-03-29 04:15:00-05:00,2022-03-29 04:30:00-05:00,2022-03-29 04:30:00-05:00,15097.5,15063.473423406444,15165.553153187113,75.0,1,0,2022-03-29 05:00:00-05:00,15063.473423406444,-1.0,STOP,V2-B-LEGACY-EXP6,109
Confirm,Short,2022-04-01 10:00:00-05:00,2022-04-01 10:30:00-05:00,2022-04-01 10:45:00-05:00,2022-04-01 11:30:00-05:00,2022-04-01 11:30:00-05:00,14790.5,14850.500506699285,14670.498986601428,85.0,-1,2,2022-04-01 12:30:00-05:00,14802.5,-0.19999831101664337,TIME,V2-B-LEGACY-EXP6,110
Confirm,Long,2022-04-04 13:15:00-05:00,2022-04-04 13:30:00-05:00,2022-04-04 13:45:00-05:00,2022-04-04 14:00:00-05:00,2022-04-04 14:00:00-05:00,15158.5,15116.592471415508,15242.315057168986,75.0,1,4,2022-04-04 15:00:00-05:00,15180.5,0.5249653401928556,TIME,V2-B-LEGACY-EXP6,111
Confirm,Long,2022-04-07 03:00:00-05:00,2022-04-07 03:45:00-05:00,2022-04-07 04:00:00-05:00,2022-04-07 04:30:00-05:00,2022-04-07 04:30:00-05:00,14600.5,14563.468986197418,14674.562027605163,75.0,-1,0,2022-04-07 05:30:00-05:00,14594.25,-0.16877744782575455,TIME,V2-B-LEGACY-EXP6,112
Confirm,Long,2022-05-06 09:00:00-05:00,2022-05-06 09:45:00-05:00,2022-05-06 10:00:00-05:00,2022-05-06 10:15:00-05:00,2022-05-06 10:15:00-05:00,12909.5,12776.69479638444,13175.110407231123,90.0,-1,1,2022-05-06 10:30:00-05:00,12776.69479638444,-1.0,STOP,V2-B-LEGACY-EXP6,113
Confirm,Short,2022-06-13 13:00:00-05:00,2022-06-13 13:45:00-05:00,2022-06-13 14:00:00-05:00,2022-06-13 14:15:00-05:00,2022-06-13 14:15:00-05:00,11326.75,11415.800621727294,11148.648756545412,100.0,-1,4,2022-06-13 15:15:00-05:00,11347.25,-0.23020614120784746,TIME,V2-B-LEGACY-EXP6,114
Confirm,Long,2022-07-01 12:00:00-05:00,2022-07-01 12:30:00-05:00,2022-07-01 13:00:00-05:00,2022-07-01 13:15:00-05:00,2022-07-01 13:15:00-05:00,11537.5,11465.391516450161,11681.71696709968,85.0,-1,4,2022-07-01 14:15:00-05:00,11568.5,0.42990780659773065,TIME,V2-B-LEGACY-EXP6,115
Confirm,Short,2022-07-29 05:00:00-05:00,2022-07-29 06:00:00-05:00,2022-07-29 06:15:00-05:00,2022-07-29 06:30:00-05:00,2022-07-29 06:30:00-05:00,12844.25,12872.494423321312,12787.761153357378,75.0,1,1,2022-07-29 07:30:00-05:00,12809.5,1.2303313685919772,TIME,V2-B-LEGACY-EXP6,116
Confirm,Short,2022-08-01 09:15:00-05:00,2022-08-01 11:00:00-05:00,2022-08-01 11:15:00-05:00,2022-08-01 11:30:00-05:00,2022-08-01 11:30:00-05:00,13012.75,13078.956635021023,12880.336729957955,75.0,1,1,2022-08-01 12:30:00-05:00,12915.0,1.4764381238974253,TIME,V2-B-LEGACY-EXP6,117
Confirm,Long,2022-08-04 03:45:00-05:00,2022-08-04 04:15:00-05:00,2022-08-04 04:30:00-05:00,2022-08-04 04:45:00-05:00,2022-08-04 04:45:00-05:00,13287.75,13264.405303198493,13334.439393603012,75.0,1,0,2022-08-04 05:30:00-05:00,13334.439393603012,2.0,TARGET,V2-B-LEGACY-EXP6,118
Confirm,Long,2022-09-09 01:45:00-05:00,2022-09-09 02:00:00-05:00,2022-09-09 02:30:00-05:00,2022-09-09 02:45:00-05:00,2022-09-09 02:45:00-05:00,12411.25,12381.306563112319,12471.136873775362,90.0,1,0,2022-09-09 03:45:00-05:00,12443.0,1.060332523587584,TIME,V2-B-LEGACY-EXP6,119
Confirm,Short,2022-09-22 09:15:00-05:00,2022-09-22 09:45:00-05:00,2022-09-22 10:00:00-05:00,2022-09-22 11:00:00-05:00,2022-09-22 11:00:00-05:00,11464.25,11533.87100380539,11325.007992389219,75.0,-1,1,2022-09-22 12:00:00-05:00,11457.25,0.10054437048289226,TIME,V2-B-LEGACY-EXP6,120
Confirm,Long,2022-10-03 04:15:00-05:00,2022-10-03 04:30:00-05:00,2022-10-03 04:45:00-05:00,2022-10-03 05:00:00-05:00,2022-10-03 05:00:00-05:00,10915.5,10868.709723838609,11009.080552322783,75.0,-1,1,2022-10-03 06:00:00-05:00,10951.75,0.7747336193307491,TIME,V2-B-LEGACY-EXP6,121
Confirm,Long,2022-10-05 13:00:00-05:00,2022-10-05 13:45:00-05:00,2022-10-05 14:45:00-05:00,2022-10-05 15:00:00-05:00,2022-10-05 15:00:00-05:00,11561.75,11500.29455061344,11684.66089877312,85.0,1,4,2022-10-05 17:00:00-05:00,11532.0,-0.48409051267154385,TIME,V2-B-LEGACY-EXP6,122
Confirm,Short,2022-10-18 08:30:00-05:00,2022-10-18 09:15:00-05:00,2022-10-18 09:45:00-05:00,2022-10-18 10:00:00-05:00,2022-10-18 10:00:00-05:00,11070.5,11142.165261000659,10927.169477998681,75.0,1,1,2022-10-18 11:00:00-05:00,11114.25,-0.6104770901427041,TIME,V2-B-LEGACY-EXP6,123
Confirm,Short,2022-11-09 07:00:00-06:00,2022-11-09 07:15:00-06:00,2022-11-09 07:30:00-06:00,2022-11-09 07:45:00-06:00,2022-11-09 07:45:00-06:00,10933.75,10979.986777735649,10841.276444528701,90.0,1,1,2022-11-09 08:45:00-06:00,10887.75,0.9948790173700458,TIME,V2-B-LEGACY-EXP6,124
Confirm,Long,2022-11-10 12:00:00-06:00,2022-11-10 12:45:00-06:00,2022-11-10 13:00:00-06:00,2022-11-10 13:45:00-06:00,2022-11-10 13:45:00-06:00,11436.0,11374.929586417735,11558.14082716453,100.0,1,4,2022-11-10 14:45:00-06:00,11539.75,1.6988586438872395,TIME,V2-B-LEGACY-EXP6,125
Confirm,Long,2023-01-11 10:00:00-06:00,2023-01-11 11:00:00-06:00,2023-01-11 11:45:00-06:00,2023-01-11 12:00:00-06:00,2023-01-11 12:00:00-06:00,11220.75,11179.946139184507,11302.357721630986,75.0,1,2,2023-01-11 12:15:00-06:00,11179.946139184507,-1.0,STOP,V2-B-LEGACY-EXP6,126
Confirm,Short,2023-01-31 03:45:00-06:00,2023-01-31 04:15:00-06:00,2023-01-31 04:30:00-06:00,2023-01-31 04:45:00-06:00,2023-01-31 04:45:00-06:00,11676.75,11704.804501759221,11620.640996481558,75.0,-1,0,2023-01-31 05:45:00-06:00,11703.0,-0.9356787094382135,TIME,V2-B-LEGACY-EXP6,127
Confirm,Long,2023-01-31 05:30:00-06:00,2023-01-31 07:15:00-06:00,2023-01-31 07:30:00-06:00,2023-01-31 07:45:00-06:00,2023-01-31 07:45:00-06:00,11791.75,11758.060118521926,11859.129762956149,75.0,-1,1,2023-01-31 08:45:00-06:00,11785.5,-0.1855156422579743,TIME,V2-B-LEGACY-EXP6,128
Confirm,Short,2023-02-02 15:00:00-06:00,2023-02-02 15:30:00-06:00,2023-02-02 15:45:00-06:00,2023-02-02 17:15:00-06:00,2023-02-02 17:15:00-06:00,12470.25,12569.979826014229,12270.790347971542,100.0,1,5,2023-02-02 18:15:00-06:00,12470.5,-0.0025067726475761676,TIME,V2-B-LEGACY-EXP6,129
Confirm,Short,2023-02-02 18:30:00-06:00,2023-02-02 20:00:00-06:00,2023-02-02 22:00:00-06:00,2023-02-02 22:45:00-06:00,2023-02-02 22:45:00-06:00,12446.0,12480.46941967609,12377.061160647821,75.0,1,0,2023-02-02 23:45:00-06:00,12452.0,-0.17406733436136174,TIME,V2-B-LEGACY-EXP6,130
Confirm,Short,2023-02-21 12:00:00-06:00,2023-02-21 12:45:00-06:00,2023-02-21 13:00:00-06:00,2023-02-21 13:15:00-06:00,2023-02-21 13:15:00-06:00,11910.0,11949.269972031148,11831.460055937701,75.0,-1,4,2023-02-21 14:15:00-06:00,11900.75,0.23554893272302063,TIME,V2-B-LEGACY-EXP6,131
Confirm,Long,2023-03-06 08:15:00-06:00,2023-03-06 08:30:00-06:00,2023-03-06 08:45:00-06:00,2023-03-06 09:00:00-06:00,2023-03-06 09:00:00-06:00,12199.25,12164.667699795467,12268.414600409065,75.0,1,1,2023-03-06 10:00:00-06:00,12268.414600409065,2.0,TARGET,V2-B-LEGACY-EXP6,132
Confirm,Short,2023-03-16 03:00:00-05:00,2023-03-16 04:15:00-05:00,2023-03-16 04:30:00-05:00,2023-03-16 05:00:00-05:00,2023-03-16 05:00:00-05:00,12059.75,12094.761647051251,11989.726705897496,90.0,1,0,2023-03-16 06:00:00-05:00,12045.75,0.3998669351232202,TIME,V2-B-LEGACY-EXP6,133
Confirm,Short,2023-03-16 05:45:00-05:00,2023-03-16 07:30:00-05:00,2023-03-16 07:45:00-05:00,2023-03-16 08:15:00-05:00,2023-03-16 08:15:00-05:00,12006.25,12049.83845479722,11919.073090405562,75.0,1,1,2023-03-16 08:45:00-05:00,12049.83845479722,-1.0,STOP,V2-B-LEGACY-EXP6,134
Confirm,Short,2023-04-12 13:15:00-05:00,2023-04-12 14:00:00-05:00,2023-04-12 14:15:00-05:00,2023-04-12 14:45:00-05:00,2023-04-12 14:45:00-05:00,12619.75,12677.282446079333,12504.685107841335,75.0,-1,4,2023-04-12 15:45:00-05:00,12618.75,0.017381496323328187,TIME,V2-B-LEGACY-EXP6,135
Confirm,Short,2023-05-04 05:30:00-05:00,2023-05-04 06:00:00-05:00,2023-05-04 06:15:00-05:00,2023-05-04 06:30:00-05:00,2023-05-04 06:30:00-05:00,12758.5,12784.32012905117,12706.859741897662,90.0,-1,1,2023-05-04 07:30:00-05:00,12750.5,0.3098357868059448,TIME,V2-B-LEGACY-EXP6,136
Confirm,Short,2023-05-12 07:45:00-05:00,2023-05-12 08:45:00-05:00,2023-05-12 09:00:00-05:00,2023-05-12 09:15:00-05:00,2023-05-12 09:15:00-05:00,13069.0,13094.169865028633,13018.660269942735,90.0,1,1,2023-05-12 10:15:00-05:00,13040.25,1.1422389419766543,TIME,V2-B-LEGACY-EXP6,137
Confirm,Long,2023-05-16 09:15:00-05:00,2023-05-16 09:45:00-05:00,2023-05-16 10:00:00-05:00,2023-05-16 10:15:00-05:00,2023-05-16 10:15:00-05:00,13199.75,13162.415296909965,13274.41940618007,90.0,1,1,2023-05-16 11:15:00-05:00,13202.0,0.06026564600163004,TIME,V2-B-LEGACY-EXP6,138
Confirm,Long,2023-06-15 12:15:00-05:00,2023-06-15 12:30:00-05:00,2023-06-15 12:45:00-05:00,2023-06-15 13:15:00-05:00,2023-06-15 13:15:00-05:00,14833.0,14780.684711243755,14937.630577512491,100.0,1,4,2023-06-15 14:15:00-05:00,14889.0,1.0704327803851552,TIME,V2-B-LEGACY-EXP6,139
Confirm,Short,2023-06-16 12:00:00-05:00,2023-06-16 13:45:00-05:00,2023-06-16 14:30:00-05:00,2023-06-16 14:45:00-05:00,2023-06-16 14:45:00-05:00,14751.5,14804.256278828654,14645.98744234269,85.0,1,4,2023-06-16 15:45:00-05:00,14777.5,-0.4928323334639355,TIME,V2-B-LEGACY-EXP6,140
Confirm,Long,2023-06-26 11:45:00-05:00,2023-06-26 13:30:00-05:00,2023-06-26 13:45:00-05:00,2023-06-26 14:00:00-05:00,2023-06-26 14:00:00-05:00,14419.25,14367.259941361064,14523.23011727787,70.0,-1,3,2023-06-26 14:45:00-05:00,14367.259941361064,-1.0,STOP,V2-B-LEGACY-EXP6,141
Confirm,Long,2023-08-06 20:30:00-05:00,2023-08-06 21:15:00-05:00,2023-08-06 21:30:00-05:00,2023-08-06 22:15:00-05:00,2023-08-06 22:15:00-05:00,14918.25,14894.26545769507,14966.219084609862,75.0,-1,0,2023-08-06 23:15:00-05:00,14905.0,-0.5524391431591393,TIME,V2-B-LEGACY-EXP6,142
Confirm,Long,2023-08-16 01:15:00-05:00,2023-08-16 02:15:00-05:00,2023-08-16 02:30:00-05:00,2023-08-16 03:00:00-05:00,2023-08-16 03:00:00-05:00,14623.5,14600.99862380468,14668.502752390641,90.0,-1,0,2023-08-16 04:00:00-05:00,14617.25,-0.27776078875121507,TIME,V2-B-LEGACY-EXP6,143
Confirm,Long,2023-09-14 10:45:00-05:00,2023-09-14 11:45:00-05:00,2023-09-14 12:00:00-05:00,2023-09-14 12:30:00-05:00,2023-09-14 12:30:00-05:00,14986.25,14938.716743624474,15081.31651275105,100.0,1,3,2023-09-14 13:30:00-05:00,14938.716743624474,-1.0,STOP,V2-B-LEGACY-EXP6,144
Confirm,Long,2023-09-25 09:30:00-05:00,2023-09-25 10:30:00-05:00,2023-09-25 10:45:00-05:00,2023-09-25 11:00:00-05:00,2023-09-25 11:00:00-05:00,14187.0,14132.881245250244,14295.23750949951,85.0,-1,2,2023-09-25 12:00:00-05:00,14198.5,0.2124956505961012,TIME,V2-B-LEGACY-EXP6,145
Confirm,Short,2023-10-26 10:00:00-05:00,2023-10-26 10:15:00-05:00,2023-10-26 10:30:00-05:00,2023-10-26 11:00:00-05:00,2023-10-26 11:00:00-05:00,13497.25,13568.468607981175,13354.812784037651,75.0,-1,2,2023-10-26 12:00:00-05:00,13476.0,0.2983770759127588,TIME,V2-B-LEGACY-EXP6,146
Confirm,Long,2023-11-01 19:30:00-05:00,2023-11-01 19:45:00-05:00,2023-11-01 20:00:00-05:00,2023-11-01 20:15:00-05:00,2023-11-01 20:15:00-05:00,14092.75,14060.356944438317,14157.536111123365,90.0,1,0,2023-11-01 21:15:00-05:00,14087.5,-0.1620717746123997,TIME,V2-B-LEGACY-EXP6,147
Confirm,Long,2023-11-08 03:30:00-06:00,2023-11-08 05:15:00-06:00,2023-11-08 05:30:00-06:00,2023-11-08 05:45:00-06:00,2023-11-08 05:45:00-06:00,14651.25,14635.132865408166,14683.484269183667,90.0,1,0,2023-11-08 06:45:00-06:00,14659.25,0.4963661471222894,TIME,V2-B-LEGACY-EXP6,148
Confirm,Long,2023-12-11 06:45:00-06:00,2023-12-11 07:45:00-06:00,2023-12-11 08:00:00-06:00,2023-12-11 08:30:00-06:00,2023-12-11 08:30:00-06:00,16132.0,15348.696264604234,17698.607470791532,75.0,1,1,2023-12-11 09:30:00-06:00,16158.25,0.03351190453181883,TIME,V2-B-LEGACY-EXP6,149
Confirm,Long,2024-01-08 05:00:00-06:00,2024-01-08 05:30:00-06:00,2024-01-08 05:45:00-06:00,2024-01-08 06:00:00-06:00,2024-01-08 06:00:00-06:00,16262.0,16233.833967635344,16318.332064729313,75.0,-1,1,2024-01-08 07:00:00-06:00,16263.0,0.03550375811024155,TIME,V2-B-LEGACY-EXP6,150
Confirm,Long,2024-02-09 08:45:00-06:00,2024-02-09 09:30:00-06:00,2024-02-09 10:30:00-06:00,2024-02-09 11:15:00-06:00,2024-02-09 11:15:00-06:00,17788.5,17754.739760565615,17856.020478868766,90.0,1,1,2024-02-09 12:15:00-06:00,17823.0,1.021912183622216,TIME,V2-B-LEGACY-EXP6,151
Confirm,Long,2024-02-22 10:00:00-06:00,2024-02-22 11:15:00-06:00,2024-02-22 11:30:00-06:00,2024-02-22 11:45:00-06:00,2024-02-22 11:45:00-06:00,17805.0,17756.14776728487,17902.70446543026,75.0,1,2,2024-02-22 12:45:00-06:00,17839.5,0.7062113251031653,TIME,V2-B-LEGACY-EXP6,152
Confirm,Long,2024-02-26 09:00:00-06:00,2024-02-26 10:30:00-06:00,2024-02-26 10:45:00-06:00,2024-02-26 11:15:00-06:00,2024-02-26 11:15:00-06:00,17836.75,17797.420759886118,17915.40848022777,75.0,1,1,2024-02-26 12:00:00-06:00,17797.420759886118,-1.0,STOP,V2-B-LEGACY-EXP6,153
Confirm,Short,2024-03-04 06:45:00-06:00,2024-03-04 08:30:00-06:00,2024-03-04 09:30:00-06:00,2024-03-04 09:45:00-06:00,2024-03-04 09:45:00-06:00,18108.75,18140.224237764683,18045.801524470633,90.0,1,1,2024-03-04 10:45:00-06:00,18103.25,0.1747460904731221,TIME,V2-B-LEGACY-EXP6,154
Confirm,Long,2024-03-20 12:45:00-05:00,2024-03-20 13:00:00-05:00,2024-03-20 13:30:00-05:00,2024-03-20 13:45:00-05:00,2024-03-20 13:45:00-05:00,17959.5,17894.758657051727,18088.982685896546,70.0,1,4,2024-03-20 14:45:00-05:00,18024.75,1.0078567578082622,TIME,V2-B-LEGACY-EXP6,155
Confirm,Long,2024-04-05 08:15:00-05:00,2024-04-05 08:45:00-05:00,2024-04-05 09:00:00-05:00,2024-04-05 09:30:00-05:00,2024-04-05 09:30:00-05:00,17773.25,17711.786189286235,17896.177621427534,75.0,-1,1,2024-04-05 10:30:00-05:00,17870.75,1.5862993014548399,TIME,V2-B-LEGACY-EXP6,156
