entry_model,stop_atr,target_r,hold_minutes,management,score,N,win_rate,AvgR,TotalR,PF,MaxDD,Return_over_DD
BOS_RETEST,0.75,3.0,45,FIXED,0.9198538781503529,142,0.528169014084507,0.2801183699757629,39.77680853655833,1.6538595510735945,12.16886444704322,3.268736266202987
BOS_RETEST,0.75,3.0,60,FIXED,0.9157577557848083,142,0.49295774647887325,0.28313994284499117,40.20587188398875,1.6309184402054095,11.818773494333401,3.4018649992121226
BOS_RETEST,0.75,3.0,45,PARTIAL_1R,0.8341562905888513,142,0.5563380281690141,0.2313485183241,32.8514896020222,1.6783868806359108,10.181515949411654,3.2265813622695885
BOS_RETEST,1.0,3.0,45,PARTIAL_1R,0.7985162482347623,142,0.5845070422535211,0.2025896009716705,28.767723337977213,1.7037936948969676,6.941984870055706,4.14401988429375
BOS_RETEST,1.0,3.0,60,FIXED,0.7970286500564652,142,0.5211267605633803,0.2287493919276795,32.48241365373049,1.6136485921167714,9.931768048067617,3.2705570142720415
BOS_RETEST,1.0,3.0,45,FIXED,0.7899253905660488,142,0.5563380281690141,0.2208852741107984,31.365708923733372,1.6281784600578546,9.207440228349869,3.4065612315524794
BOS_RETEST,0.75,3.0,60,PARTIAL_1R,0.7806213630335492,142,0.5070422535211268,0.22179527286226866,31.49492874644215,1.6103997743558,9.894441857876668,3.1830930131111925
BOS_RETEST,1.0,3.0,60,PARTIAL_1R,0.7633789129339065,142,0.5352112676056338,0.2026478670470571,28.775997120682106,1.6417955486706435,7.73851932072505,3.718540450447047
BOS_RETEST,1.0,2.0,45,PARTIAL_1R,0.7221554643098705,142,0.5845070422535211,0.18284728392270178,25.964314317023653,1.6352091367800672,6.682132770571191,3.885632807443336
BOS_RETEST,1.0,2.0,60,PARTIAL_1R,0.7060753346223119,142,0.5352112676056338,0.18701443601209622,26.556049913717665,1.592283720123455,7.39628015288602,3.5904602536391925
BOS_RETEST,0.75,2.0,45,PARTIAL_1R,0.6957535993514391,142,0.5563380281690141,0.19295367458987628,27.399421791762432,1.5658010795162591,10.168379816765635,2.6945710413556974
BOS_RETEST,1.0,2.0,60,FIXED,0.6901758620155106,142,0.5211267605633803,0.19748252985775785,28.042519239801614,1.5297713597996565,9.247289712389557,3.032512240016675
BOS_RETEST,0.75,2.0,45,FIXED,0.6677429165043905,142,0.528169014084507,0.20332868250731564,28.87267291603882,1.4746150746062179,12.142592181751178,2.3778014186650274
BOS_RETEST,1.0,1.75,45,PARTIAL_1R,0.6663828413476679,142,0.5845070422535211,0.16861277567649519,23.943014146062318,1.5857586363319223,6.5998767128182925,3.627797182871636
BOS_RETEST,0.75,1.75,45,PARTIAL_1R,0.6563546118872372,142,0.5563380281690141,0.1821127846264388,25.860015416954308,1.5340121682282657,10.293379816765636,2.5122958520226826
BOS_RETEST,1.0,2.0,45,FIXED,0.6493027444598474,142,0.5563380281690141,0.18140064001286088,25.758890881826247,1.5158876034426303,9.019957669810026,2.8557662712810457
BOS_RETEST,1.0,1.75,60,PARTIAL_1R,0.6275136802915413,142,0.5352112676056338,0.16634680920026673,23.621246906437875,1.5268283512478573,7.52128015288602,3.1405886267079244
BOS_RETEST,1.25,2.0,60,FIXED,0.6068119406260907,142,0.5352112676056338,0.16309683937448533,23.159751191176916,1.4931865385176943,6.806688086903252,3.402499261827289
BOS_RETEST,0.75,1.75,45,FIXED,0.5973693584640976,142,0.5352112676056338,0.18164690258044056,25.793860166422558,1.4265232376535508,12.392592181751182,2.081393447644112
BOS_RETEST,0.75,2.0,60,PARTIAL_1R,0.5911548399466096,142,0.5070422535211268,0.16787664123912063,23.83848305595513,1.4620110366175487,9.77145630075796,2.4396039159593856
BOS_RETEST,0.75,1.75,60,PARTIAL_1R,0.5894576228797189,142,0.5070422535211268,0.1674819645678175,23.782438968630085,1.4609248522818867,9.89645630075796,2.4031267603140543
BOS_RETEST,0.75,2.0,60,FIXED,0.5674280279270008,142,0.49295774647887325,0.1753026795986951,24.892980503014705,1.3906255403773526,11.572802380095984,2.1509898540934254
BOS_RETEST,1.25,3.0,60,FIXED,0.5656194852406677,142,0.5352112676056338,0.1520252720079876,21.587588625134238,1.4597073613221694,6.806688086903252,3.1715260563607894
BOS_RETEST,0.75,1.75,60,FIXED,0.5644202203842443,142,0.49295774647887325,0.17451332625608879,24.780892328364608,1.3888666307205801,11.822802380095984,2.096025251177667
BOS_RETEST,1.0,1.75,45,FIXED,0.5480373301207445,142,0.5563380281690141,0.1529316235204477,21.716290539903575,1.4349242028195757,8.78775762698666,2.47119816700613
BOS_RETEST,1.0,1.75,60,FIXED,0.5450833314452915,142,0.5211267605633803,0.15614727623409883,22.172913225242034,1.418884419392106,9.497289712389557,2.3346569281040956
BOS_RETEST,1.25,1.75,60,FIXED,0.5411509541804906,142,0.5352112676056338,0.1454487038608055,20.65371594823438,1.439820557308836,6.806688086903252,3.0343267804461607
BOS_RETEST,1.25,3.0,45,FIXED,0.5328214293326091,142,0.5704225352112676,0.14143045401159227,20.0831244696461,1.4558268582684095,9.109194223907148,2.204709217521984
BOS_RETEST,1.25,2.0,45,FIXED,0.508719614796452,142,0.5704225352112676,0.13503294373010544,19.17467800967497,1.4352078407256177,9.109194223907148,2.104980697343228
BOS_RETEST,1.25,1.75,45,FIXED,0.4636171955259978,142,0.5704225352112676,0.1230610985991177,17.474676001074712,1.3966228797151212,9.109194223907146,1.9183558470201787
BOS_RETEST,1.25,2.0,60,PARTIAL_1R,0.44782132072257474,142,0.5352112676056338,0.11934693200874676,16.94726434524204,1.3687441289782605,6.845888038211791,2.4755392215951026
BOS_RETEST,1.25,3.0,60,PARTIAL_1R,0.42704959313358826,142,0.5352112676056338,0.1138111483254979,16.1611830622207,1.351640314928461,6.845888038211791,2.3607139018361964
BOS_RETEST,1.25,1.75,60,PARTIAL_1R,0.41471107975949806,142,0.5352112676056338,0.11052286425190684,15.694246723770771,1.341480561123809,6.845888038211791,2.292507069377993
BOS_RETEST,1.25,3.0,45,PARTIAL_1R,0.4107444231869986,142,0.5774647887323944,0.10770596564527468,15.294247121629004,1.356982249986413,9.08135735626316,1.6841366903242703
BOS_RETEST,1.25,2.0,45,PARTIAL_1R,0.3985457410868048,142,0.5774647887323944,0.1045072105045313,14.840023891643444,1.3463802485052787,9.08135735626316,1.6341195825102832
BOS_RETEST,1.25,1.75,45,PARTIAL_1R,0.37571799615479806,142,0.5774647887323944,0.09852128793903744,13.990022887343317,1.3265404179734015,9.08135735626316,1.5405211290022396
CURRENT,1.25,3.0,60,PARTIAL_1R,0.3159880961756259,210,0.5047619047619047,0.08074021354228214,16.95544484387925,1.2543492258510152,6.2032744312167445,2.733305616555403
CURRENT,1.25,1.75,60,PARTIAL_1R,0.30580505533444485,210,0.5238095238095238,0.07853480714440897,16.492309500325884,1.2481253499187694,6.684418537701848,2.46727660862422
CURRENT,1.25,2.0,60,PARTIAL_1R,0.30482949202138526,210,0.5142857142857142,0.07817448193536475,16.416641206426597,1.2466887131041002,6.531082564433668,2.5136171598605626
CURRENT,1.25,3.0,60,FIXED,0.30222922222489895,210,0.4857142857142857,0.08478618331812264,17.805098496805755,1.2235382923599776,8.524198679927844,2.0887709408664876
CURRENT,1.25,1.75,60,FIXED,0.2990505582978985,210,0.5047619047619047,0.08037537052237631,16.878827809699025,1.2236885948023406,6.380077921031128,2.6455519851975606
CURRENT,1.25,2.0,60,FIXED,0.29363030995128714,210,0.49523809523809526,0.07965472010428784,16.727491221900447,1.2157351531002685,6.323405974494769,2.64532931925772
CURRENT,1.0,3.0,60,FIXED,0.22753736323814394,210,0.43333333333333335,0.07020084692245351,14.742177853715237,1.1476046521818446,11.056625123539755,1.3333343302314622
CURRENT,0.75,3.0,60,FIXED,0.21783493891812908,210,0.40476190476190477,0.07110731277420962,14.93253568258402,1.1267403337954376,12.189679296264782,1.2250146471991037
CURRENT,1.0,3.0,60,PARTIAL_1R,0.2115569733190544,210,0.45714285714285713,0.05960993317913494,12.518085967618337,1.1536376799991883,8.066677805533832,1.551826696119038
CURRENT,0.75,3.0,60,PARTIAL_1R,0.20891380037839355,210,0.44285714285714284,0.061274833296470495,12.867714992258804,1.1426451867937881,8.554785387570252,1.50415403885585
