signal_id,filled,entry_timestamp,entry_price,exit_timestamp,exit_price,stop_price,result_R,exit_reason,mfe_r,mae_r,bars_in_trade,entry_model,direction,confirm_timestamp,bos_timestamp,session_bucket,score,gross_R,net_R,fold_test_end
73,True,2020-08-26 17:30:00-05:00,11773.75,2020-08-26 18:30:00-05:00,11759.75,11741.690411802574,-0.4366868318390901,TIME,0.0,0.45228279011905753,4,BOS_RETEST,Long,2020-08-26 17:15:00-05:00,2020-08-26 15:00:00-05:00,5,75.0,-0.4366868318390901,-0.4593009713450433,2020-12-31
74,True,2020-11-06 14:15:00-06:00,11875.75,2020-11-06 14:45:00-06:00,11919.780080077933,11919.780080077933,-1.0000000000000122,STOP,0.13627047666913333,1.1526211151597527,2,BOS_RETEST,Short,2020-11-06 14:00:00-06:00,2020-11-06 13:30:00-06:00,4,85.0,-1.0000000000000122,-1.0164660159308656,2020-12-31
76,True,2020-11-19 04:15:00-06:00,11664.0,2020-11-19 05:15:00-06:00,11664.5,11689.858523793011,-0.019335983910077025,TIME,0.8604512839984276,0.28037176669611685,4,BOS_RETEST,Short,2020-11-19 04:00:00-06:00,2020-11-19 02:45:00-06:00,0,75.0,-0.019335983910077025,-0.047373160579688406,2020-12-31
77,True,2020-11-25 15:30:00-06:00,11982.614644617874,2020-11-25 17:30:00-06:00,12000.25,11957.06519816041,0.6902441276560185,TIME,0.8174484491042647,0.0,4,BOS_RETEST,Long,2020-11-25 15:00:00-06:00,2020-11-25 14:00:00-06:00,4,75.0,0.6902441276560185,0.661867779025256,2020-12-31
79,True,2021-02-05 09:30:00-06:00,13547.25,2021-02-05 10:30:00-06:00,13569.0,13574.066538317355,-0.8110666538165207,TIME,0.4754528660303742,0.9136153111956209,4,BOS_RETEST,Short,2021-02-05 09:15:00-06:00,2021-02-05 08:30:00-06:00,1,90.0,-0.8110666538165207,-0.8381022089437389,2021-12-31
80,True,2021-02-23 13:00:00-06:00,13050.2198146303,2021-02-23 14:00:00-06:00,13193.0,12965.05678767146,1.676551321252424,TIME,1.685357959846452,0.21100488406764473,4,BOS_RETEST,Long,2021-02-23 12:45:00-06:00,2021-02-23 12:15:00-06:00,3,75.0,1.676551321252424,1.6680382372781966,2021-12-31
84,True,2021-05-28 11:30:00-05:00,13755.731069626974,2021-05-28 12:15:00-05:00,13735.134719693378,13735.134719693378,-0.9999999999999869,STOP,0.6078227653631654,1.2735785569552303,3,BOS_RETEST,Long,2021-05-28 11:00:00-05:00,2021-05-28 10:30:00-05:00,2,75.0,-0.9999999999999869,-1.0352004118369122,2021-12-31
88,True,2021-08-27 13:30:00-05:00,15447.0,2021-08-27 14:30:00-05:00,15450.5,15426.118426309531,0.1676118884467745,TIME,0.5267802208327198,0.19155644393917085,4,BOS_RETEST,Long,2021-08-27 13:15:00-05:00,2021-08-27 12:15:00-05:00,3,85.0,0.1676118884467745,0.1328922829827996,2021-12-31
89,True,2021-09-15 23:30:00-05:00,15506.5,2021-09-16 00:30:00-05:00,15494.25,15519.008567133897,0.9793287967256202,TIME,1.0992466085695736,0.7794657769856977,4,BOS_RETEST,Short,2021-09-15 23:15:00-05:00,2021-09-15 22:45:00-05:00,0,75.0,0.9793287967256202,0.9213685210010454,2021-12-31
91,True,2021-10-27 11:00:00-05:00,15681.872154092009,2021-10-27 12:00:00-05:00,15715.25,15643.690901238333,0.8741946220546147,TIME,0.926576350010601,0.0,4,BOS_RETEST,Long,2021-10-27 10:45:00-05:00,2021-10-27 10:00:00-05:00,1,90.0,0.8741946220546147,0.8552062456705694,2021-12-31
92,True,2021-11-08 15:15:00-06:00,16342.75,2021-11-08 17:15:00-06:00,16333.75,16372.976699052531,0.29775001181434824,TIME,0.5789583563056772,0.22331250886076118,4,BOS_RETEST,Short,2021-11-08 15:00:00-06:00,2021-11-08 14:30:00-06:00,5,85.0,0.29775001181434824,0.27376459419597005,2021-12-31
93,True,2021-11-12 05:30:00-06:00,16081.0,2021-11-12 06:30:00-06:00,16086.25,16064.566167361203,0.31946291016775036,TIME,0.5628632226765126,0.10648763672258346,4,BOS_RETEST,Long,2021-11-12 05:15:00-06:00,2021-11-12 04:45:00-06:00,1,75.0,0.31946291016775036,0.27534660352553586,2021-12-31
94,True,2021-12-02 12:15:00-06:00,15968.5,2021-12-02 13:15:00-06:00,16041.25,15877.437629929464,0.7989029930107018,TIME,0.8620465285407573,0.27179173989023875,4,BOS_RETEST,Long,2021-12-02 12:00:00-06:00,2021-12-02 11:00:00-06:00,3,85.0,0.7989029930107018,0.7909414167916947,2021-12-31
95,True,2021-12-02 20:30:00-06:00,15906.75,2021-12-02 21:30:00-06:00,15954.96965316166,15954.96965316166,-0.9999999999999861,STOP,0.005184608009556958,1.3168904344274672,4,BOS_RETEST,Short,2021-12-02 20:15:00-06:00,2021-12-02 19:30:00-06:00,0,90.0,-0.9999999999999861,-1.0150353632277016,2021-12-31
96,True,2021-12-08 08:15:00-06:00,16351.5,2021-12-08 09:15:00-06:00,16304.25,16380.431157956744,1.6331873086672402,TIME,2.721978847778734,0.9159674852842723,4,BOS_RETEST,Short,2021-12-08 08:00:00-06:00,2021-12-08 07:30:00-06:00,1,90.0,1.6331873086672402,1.6081278208622938,2021-12-31
97,True,2021-12-10 06:00:00-06:00,16222.0,2021-12-10 06:45:00-06:00,16203.636273422198,16203.636273422198,-1.0000000000000215,STOP,0.23143450660703985,1.4975173956926109,3,BOS_RETEST,Long,2021-12-10 05:30:00-06:00,2021-12-10 05:00:00-06:00,1,75.0,-1.0000000000000215,-1.0394800040682803,2021-12-31
98,True,2021-12-15 10:00:00-06:00,15877.008344189782,2021-12-15 11:00:00-06:00,15778.25,15924.121313415517,2.096202931226796,TIME,2.159879665028607,0.0,4,BOS_RETEST,Short,2021-12-15 09:45:00-06:00,2021-12-15 08:30:00-06:00,1,90.0,2.096202931226796,2.0808143872246916,2021-12-31
99,True,2021-12-22 14:45:00-06:00,16153.854818669102,2021-12-22 15:45:00-06:00,16200.75,16108.731923402729,1.0392768694043732,TIME,1.116842814127967,0.0,4,BOS_RETEST,Long,2021-12-22 14:30:00-06:00,2021-12-22 14:00:00-06:00,4,75.0,1.0392768694043732,1.0232096379973432,2021-12-31
101,True,2022-02-01 07:30:00-06:00,14960.31405534387,2022-02-01 08:30:00-06:00,14938.16129948492,14938.16129948492,-0.9999999999999689,STOP,0.9450717910418158,6.886910879859216,4,BOS_RETEST,Long,2022-02-01 07:00:00-06:00,2022-02-01 06:30:00-06:00,1,75.0,-0.9999999999999689,-1.0327273051089223,2022-12-31
102,True,2022-02-03 15:00:00-06:00,14716.0,2022-02-03 15:15:00-06:00,14766.944106334036,14766.944106334036,-1.0000000000000118,STOP,0.24536695016374716,2.139599805427875,1,BOS_RETEST,Short,2022-02-03 14:30:00-06:00,2022-02-03 13:30:00-06:00,4,85.0,-1.0000000000000118,-1.0142312831095088,2022-12-31
103,True,2022-02-09 15:45:00-06:00,15068.799748126105,2022-02-09 17:45:00-06:00,15064.5,15046.420956035094,-0.19213495119030866,TIME,0.6568831693020624,0.7283569220275956,4,BOS_RETEST,Long,2022-02-09 15:15:00-06:00,2022-02-09 14:45:00-06:00,5,75.0,-0.19213495119030866,-0.22453169526172884,2022-12-31
107,True,2022-03-08 13:30:00-06:00,13448.25,2022-03-08 14:15:00-06:00,13371.774185547356,13371.774185547356,-0.9999999999999896,STOP,1.0983864716081484,1.1147315083880314,3,BOS_RETEST,Long,2022-03-08 13:15:00-06:00,2022-03-08 11:00:00-06:00,3,70.0,-0.9999999999999896,-1.009480121332322,2022-12-31
108,True,2022-03-23 13:15:00-05:00,14544.0,2022-03-23 14:15:00-05:00,14526.25,14580.255665134564,0.4895786612690885,TIME,1.503213354319173,0.979157322538177,4,BOS_RETEST,Short,2022-03-23 13:00:00-05:00,2022-03-23 12:15:00-05:00,3,70.0,0.4895786612690885,0.4695817863721823,2022-12-31
109,True,2022-03-29 04:45:00-05:00,15079.25,2022-03-29 05:00:00-05:00,15061.456410867277,15061.456410867277,-1.0000000000000422,STOP,0.18265005310385718,1.9670005718876928,1,BOS_RETEST,Long,2022-03-29 04:30:00-05:00,2022-03-29 04:00:00-05:00,0,75.0,-1.0000000000000422,-1.0407450118462855,2022-12-31
110,True,2022-04-01 11:45:00-05:00,14796.499966220048,2022-04-01 12:45:00-05:00,14790.75,14826.058237187573,0.19452985685005858,TIME,1.5647047241315557,0.6005098809552546,4,BOS_RETEST,Short,2022-04-01 11:30:00-05:00,2022-04-01 10:30:00-05:00,2,85.0,0.19452985685005858,0.1700020351518094,2022-12-31
111,True,2022-04-04 14:15:00-05:00,15157.293835238966,2022-04-04 15:15:00-05:00,15188.5,15136.72516125331,1.5171694968180163,TIME,2.0033457086133457,0.13582962328610285,4,BOS_RETEST,Long,2022-04-04 14:00:00-05:00,2022-04-04 13:30:00-05:00,4,75.0,1.5171694968180163,1.481921721462855,2022-12-31
112,True,2022-04-07 04:45:00-05:00,14605.718734253505,2022-04-07 05:45:00-05:00,14587.58826355945,14587.58826355945,-0.9999999999999872,STOP,0.4291816730961025,1.2806470744919964,4,BOS_RETEST,Long,2022-04-07 04:30:00-05:00,2022-04-07 03:45:00-05:00,0,75.0,-0.9999999999999872,-1.0399879303871287,2022-12-31
113,True,2022-05-06 10:30:00-05:00,12773.5,2022-05-06 11:30:00-05:00,12826.0,12702.652941178489,0.7410328794631624,TIME,1.4079624709800085,0.7092743274861697,4,BOS_RETEST,Long,2022-05-06 10:15:00-05:00,2022-05-06 09:45:00-05:00,1,90.0,0.7410328794631624,0.730799568270576,2022-12-31
116,True,2022-07-29 06:45:00-05:00,12855.367038445245,2022-07-29 07:30:00-05:00,12813.214091676276,12869.418020701569,3.0,TARGET,4.296286006487522,0.25855570012693335,3,BOS_RETEST,Short,2022-07-29 06:30:00-05:00,2022-07-29 06:00:00-05:00,1,75.0,3.0,2.94840218379226,2022-12-31
117,True,2022-08-01 11:45:00-05:00,13002.25,2022-08-01 12:45:00-05:00,12902.560401220719,13035.47986625976,3.0,TARGET,3.3930320127870663,0.015046705156483665,4,BOS_RETEST,Short,2022-08-01 11:30:00-05:00,2022-08-01 11:00:00-05:00,1,75.0,3.0,2.9781822775230986,2022-12-31
119,True,2022-09-09 03:00:00-05:00,12416.75,2022-09-09 04:00:00-05:00,12443.25,12401.789654302149,1.7713494417315048,TIME,1.971879567210543,0.0,4,BOS_RETEST,Long,2022-09-09 02:45:00-05:00,2022-09-09 02:00:00-05:00,0,90.0,1.7713494417315048,1.7228879947407352,2022-12-31
120,True,2022-09-22 11:15:00-05:00,11485.25,2022-09-22 12:15:00-05:00,11478.75,11521.002608909645,0.18180491433301846,TIME,1.0628594991776463,0.9929345321264854,4,BOS_RETEST,Short,2022-09-22 11:00:00-05:00,2022-09-22 09:45:00-05:00,1,75.0,0.18180491433301846,0.1615266738881813,2022-12-31
121,True,2022-10-03 05:15:00-05:00,10921.119351744093,2022-10-03 06:15:00-05:00,10953.75,10898.216723526304,1.4247556195564437,TIME,1.8613867304013045,0.5291686014743088,4,BOS_RETEST,Long,2022-10-03 05:00:00-05:00,2022-10-03 04:30:00-05:00,1,75.0,1.4247556195564437,1.393099864020192,2022-12-31
122,True,2022-10-05 15:15:00-05:00,11546.75,2022-10-05 17:15:00-05:00,11543.0,11517.105505641954,-0.12649903738304843,TIME,0.20239845981287752,0.6662282635507218,4,BOS_RETEST,Long,2022-10-05 15:00:00-05:00,2022-10-05 13:45:00-05:00,4,85.0,-0.12649903738304843,-0.15095551794377066,2022-12-31
124,True,2022-11-09 08:00:00-06:00,10958.0,2022-11-09 08:30:00-06:00,10888.134488153917,10981.288503948694,3.0,TARGET,3.3492920014028247,0.1073491026090649,2,BOS_RETEST,Short,2022-11-09 07:45:00-06:00,2022-11-09 07:15:00-06:00,1,90.0,3.0,2.9688687602433705,2022-12-31
126,True,2023-01-11 12:15:00-06:00,11194.4702573877,2023-01-11 13:15:00-06:00,11197.5,11173.047929151935,0.14142919382784835,TIME,0.9583338648515946,0.43040407588877394,4,BOS_RETEST,Long,2023-01-11 12:00:00-06:00,2023-01-11 11:00:00-06:00,2,75.0,0.14142919382784835,0.10758600031400842,2023-12-31
127,True,2023-01-31 05:00:00-06:00,11684.629699882718,2023-01-31 05:45:00-06:00,11698.592504270928,11698.592504270928,-0.9999999999999752,STOP,1.6565225179441139,1.423088053432892,3,BOS_RETEST,Short,2023-01-31 04:45:00-06:00,2023-01-31 04:15:00-06:00,0,75.0,-0.9999999999999752,-1.0519236666104028,2023-12-31
129,True,2023-02-02 17:30:00-06:00,12465.25,2023-02-02 18:30:00-06:00,12462.75,12513.012954935179,0.052341820211771,TIME,0.418734561694168,0.209367280847084,4,BOS_RETEST,Short,2023-02-02 17:15:00-06:00,2023-02-02 15:30:00-06:00,5,100.0,0.052341820211771,0.03716269235035766,2023-12-31
130,True,2023-02-02 23:00:00-06:00,12456.75,2023-02-03 00:00:00-06:00,12456.25,12474.039373421041,0.028919497995889585,TIME,0.5928497089157365,0.6073094579136813,4,BOS_RETEST,Short,2023-02-02 22:45:00-06:00,2023-02-02 20:00:00-06:00,0,75.0,0.028919497995889585,-0.013013774098151614,2023-12-31
131,True,2023-02-21 13:30:00-06:00,11927.75,2023-02-21 14:30:00-06:00,11902.75,11947.335165585891,1.2764763152173884,TIME,1.850890657065213,0.40847242086956426,4,BOS_RETEST,Short,2023-02-21 13:15:00-06:00,2023-02-21 12:45:00-06:00,4,75.0,1.2764763152173884,1.2394585020760858,2023-12-31
133,True,2023-03-16 05:15:00-05:00,12075.5,2023-03-16 06:15:00-05:00,12056.5,12093.108086130938,1.079049696753583,TIME,1.9593270809472954,0.31235649116551084,4,BOS_RETEST,Short,2023-03-16 05:00:00-05:00,2023-03-16 04:15:00-05:00,0,90.0,1.079049696753583,1.0378754320090382,2023-12-31
134,True,2023-03-16 08:30:00-05:00,12031.0,2023-03-16 08:45:00-05:00,12054.826782584423,12054.826782584423,-0.9999999999999931,STOP,1.4584428206734734,2.0460169067001965,1,BOS_RETEST,Short,2023-03-16 08:15:00-05:00,2023-03-16 07:30:00-05:00,1,75.0,-0.9999999999999931,-1.030427943740663,2023-12-31
136,True,2023-05-04 06:45:00-05:00,12758.5,2023-05-04 07:45:00-05:00,12739.75,12771.237917059472,1.471983206709478,TIME,2.826207756882198,0.2551437558296429,4,BOS_RETEST,Short,2023-05-04 06:30:00-05:00,2023-05-04 06:00:00-05:00,1,90.0,1.471983206709478,1.4150665227167156,2023-12-31
138,True,2023-05-16 10:30:00-05:00,13180.75,2023-05-16 11:30:00-05:00,13209.5,13161.313352136769,1.4791645247835266,TIME,1.8007220301712497,0.14148530237059817,4,BOS_RETEST,Long,2023-05-16 10:15:00-05:00,2023-05-16 09:45:00-05:00,1,90.0,1.4791645247835266,1.4418638541585518,2023-12-31
140,True,2023-06-16 15:00:00-05:00,14784.482914744756,2023-06-18 17:00:00-05:00,14788.5,14810.851901343774,-0.15234128320249046,TIME,0.5302788065915597,0.5031321626799884,4,BOS_RETEST,Short,2023-06-16 14:45:00-05:00,2023-06-16 13:45:00-05:00,4,85.0,-0.15234128320249046,-0.1798357034858621,2023-12-31
141,True,2023-06-26 14:15:00-05:00,14398.0,2023-06-26 14:45:00-05:00,14372.201044203352,14372.201044203352,-1.000000000000002,STOP,0.4554447898052708,2.626075277387838,2,BOS_RETEST,Long,2023-06-26 14:00:00-05:00,2023-06-26 13:30:00-05:00,3,70.0,-1.000000000000002,-1.0281019125624549,2023-12-31
142,True,2023-08-06 22:30:00-05:00,14916.348969486995,2023-08-06 23:00:00-05:00,14904.71775341685,14904.71775341685,-0.9999999999999223,STOP,0.33539317724633566,1.0402153492831407,2,BOS_RETEST,Long,2023-08-06 22:15:00-05:00,2023-08-06 21:15:00-05:00,0,75.0,-0.9999999999999223,-1.062332261358294,2023-12-31
144,True,2023-09-14 12:45:00-05:00,14962.75,2023-09-14 13:30:00-05:00,14939.341702397078,14939.341702397078,-0.9999999999999997,STOP,0.21359947164102286,1.1534371468615234,3,BOS_RETEST,Long,2023-09-14 12:30:00-05:00,2023-09-14 11:45:00-05:00,3,100.0,-0.9999999999999997,-1.030971923387948,2023-12-31
145,True,2023-09-25 11:15:00-05:00,14209.107916983317,2023-09-25 11:30:00-05:00,14182.213495135216,14182.213495135216,-1.0000000000000213,STOP,0.16330832622054672,1.3053977208213179,1,BOS_RETEST,Long,2023-09-25 11:00:00-05:00,2023-09-25 10:30:00-05:00,2,85.0,-1.0000000000000213,-1.0269572628887638,2023-12-31
147,True,2023-11-01 20:30:00-05:00,14092.659537037445,2023-11-01 21:30:00-05:00,14091.25,14077.164546955235,-0.09096727587219172,TIME,0.47373137534192256,0.510457702488391,4,BOS_RETEST,Long,2023-11-01 20:15:00-05:00,2023-11-01 19:45:00-05:00,0,90.0,-0.09096727587219172,-0.1377565926870743,2023-12-31
148,True,2023-11-08 06:00:00-06:00,14642.5,2023-11-08 07:00:00-06:00,14667.158687467198,14634.280437510934,3.0,TARGET,3.4977530784935613,0.24332195328650863,4,BOS_RETEST,Long,2023-11-08 05:45:00-06:00,2023-11-08 05:15:00-06:00,0,90.0,3.0,2.9117957919336477,2023-12-31
149,True,2023-12-11 08:45:00-06:00,15442.5,2023-12-11 09:45:00-06:00,15459.25,15038.323265709108,0.04144226665937875,TIME,1.8723244951931266,0.04453497312649657,4,BOS_RETEST,Long,2023-12-11 08:30:00-06:00,2023-12-11 07:45:00-06:00,1,75.0,0.04144226665937875,0.03964849690845042,2023-12-31
150,True,2024-01-08 06:15:00-06:00,16252.877735490976,2024-01-08 06:30:00-06:00,16239.224756178814,16239.224756178814,-1.0000000000000502,STOP,0.4117976289626062,1.0164620610399684,1,BOS_RETEST,Long,2024-01-08 06:00:00-06:00,2024-01-08 05:30:00-06:00,1,75.0,-1.0000000000000502,-1.0531019628334766,2024-12-31
151,True,2024-02-09 11:30:00-06:00,17782.000682628957,2024-02-09 12:30:00-06:00,17819.5,17765.428964320137,2.262850277335573,TIME,2.986975547653042,0.0,4,BOS_RETEST,Long,2024-02-09 11:15:00-06:00,2024-02-09 09:30:00-06:00,1,90.0,2.262850277335573,2.21910104225389,2024-12-31
153,True,2024-02-26 11:30:00-06:00,17816.75,2024-02-26 12:00:00-06:00,17796.80249566141,17796.80249566141,-1.00000000000005,STOP,0.7269079757485896,1.2532896133596372,2,BOS_RETEST,Long,2024-02-26 11:15:00-06:00,2024-02-26 10:30:00-06:00,1,75.0,-1.00000000000005,-1.0363453987874776,2024-12-31
154,True,2024-03-04 10:00:00-06:00,18098.25,2024-03-04 11:00:00-06:00,18095.75,18114.188931819317,0.15684865387089966,TIME,1.8978687118378859,0.8783524616770381,4,BOS_RETEST,Short,2024-03-04 09:45:00-06:00,2024-03-04 08:30:00-06:00,1,90.0,0.15684865387089966,0.11136254424833755,2024-12-31
156,True,2024-04-05 09:45:00-05:00,17772.59758738092,2024-04-05 10:30:00-05:00,17871.386466589378,17739.6679609781,3.0,TARGET,3.0869591830648933,0.0,3,BOS_RETEST,Long,2024-04-05 09:30:00-05:00,2024-04-05 08:45:00-05:00,1,75.0,3.0,2.9779833517960013,2024-12-31
157,True,2024-04-26 04:30:00-05:00,17274.0,2024-04-26 05:30:00-05:00,17287.8981187656,17287.8981187656,-0.9999999999998989,STOP,0.8634262091428846,1.0253186233571754,4,BOS_RETEST,Short,2024-04-26 04:15:00-05:00,2024-04-26 03:45:00-05:00,0,75.0,-0.9999999999998989,-1.0521653334689534,2024-12-31
158,True,2024-05-06 04:15:00-05:00,17573.436425239957,2024-05-06 05:15:00-05:00,17594.5,17564.59792803312,2.3831624615721885,TIME,2.4963038674693974,0.021092413743495218,4,BOS_RETEST,Long,2024-05-06 04:00:00-05:00,2024-05-06 03:15:00-05:00,0,75.0,2.3831624615721885,2.301134942296728,2024-12-31
159,True,2024-05-06 13:15:00-05:00,17672.27991807661,2024-05-06 14:15:00-05:00,17680.5,17656.46888147167,0.519895192755573,TIME,1.3262939329884256,0.16000962744075348,4,BOS_RETEST,Long,2024-05-06 13:00:00-05:00,2024-05-06 12:30:00-05:00,3,75.0,0.519895192755573,0.4740411467423306,2024-12-31
160,True,2024-06-12 20:15:00-05:00,19160.25,2024-06-12 21:15:00-05:00,19155.75,19142.47149509591,-0.25311464739447925,TIME,0.26717657224972813,0.3234242716707235,4,BOS_RETEST,Long,2024-06-12 20:00:00-05:00,2024-06-12 19:15:00-05:00,0,75.0,-0.25311464739447925,-0.29389422947470223,2024-12-31
161,True,2024-07-10 09:15:00-05:00,20013.13755305737,2024-07-10 09:30:00-05:00,19999.498976525658,19999.498976525658,-0.9999999999999373,STOP,1.731298489085086,1.1832285444046104,1,BOS_RETEST,Long,2024-07-10 08:45:00-05:00,2024-07-10 06:30:00-05:00,1,75.0,-0.9999999999999373,-1.0531580402334004,2024-12-31
163,True,2024-07-23 23:00:00-05:00,19061.408810354988,2024-07-23 23:15:00-05:00,19011.128598128853,19078.168881097034,3.0,TARGET,4.007072009935489,0.0,1,BOS_RETEST,Short,2024-07-23 22:45:00-05:00,2024-07-23 22:15:00-05:00,0,75.0,3.0,2.9567424260220343,2024-12-31
165,True,2024-07-31 17:30:00-05:00,18871.789025025453,2024-07-31 18:30:00-05:00,18945.25,18826.43142696544,1.61959579247,TIME,1.6967603723793883,0.0,4,BOS_RETEST,Long,2024-07-31 17:00:00-05:00,2024-07-31 15:30:00-05:00,5,75.0,1.61959579247,1.6036117009173405,2024-12-31
166,True,2024-08-02 09:45:00-05:00,17687.75,2024-08-02 10:00:00-05:00,17761.15462579054,17761.15462579054,-0.9999999999999826,STOP,0.2826797327352358,1.1341247108534158,1,BOS_RETEST,Short,2024-08-02 09:30:00-05:00,2024-08-02 09:00:00-05:00,1,90.0,-0.9999999999999826,-1.0098767617461537,2024-12-31
167,True,2024-08-21 00:30:00-05:00,19099.0,2024-08-21 01:00:00-05:00,19088.65705441774,19088.65705441774,-1.0000000000000056,STOP,0.33839489651802274,1.4260927781830959,2,BOS_RETEST,Long,2024-08-21 00:15:00-05:00,2024-08-20 23:45:00-05:00,0,75.0,-1.0000000000000056,-1.0700960857073099,2024-12-31
168,True,2024-11-05 17:00:00-06:00,19375.25,2024-11-05 18:00:00-06:00,19349.572183304128,19349.572183304128,-0.9999999999999296,STOP,0.5452176937710463,1.0222831758207118,4,BOS_RETEST,Long,2024-11-05 15:45:00-06:00,2024-11-05 14:45:00-06:00,5,75.0,-0.9999999999999296,-1.0282344877130751,2024-12-31
170,True,2024-12-05 06:15:00-06:00,20546.743044062016,2024-12-05 07:15:00-06:00,20553.0,20539.237915772985,0.8336907374559056,TIME,2.199423554439067,0.19893651440941157,4,BOS_RETEST,Long,2024-12-05 06:00:00-06:00,2024-12-05 05:30:00-06:00,1,90.0,0.8336907374559056,0.7370901235717129,2024-12-31
171,True,2024-12-06 13:00:00-06:00,20653.0,2024-12-06 14:00:00-06:00,20669.0,20631.987217104223,0.7614412655076898,TIME,1.023186700525958,0.7495437457341321,4,BOS_RETEST,Long,2024-12-06 12:45:00-06:00,2024-12-06 12:00:00-06:00,3,85.0,0.7614412655076898,0.7269384581643707,2024-12-31
173,True,2024-12-19 17:45:00-06:00,20126.75,2024-12-19 18:45:00-06:00,20030.25,20166.40717927151,2.433355114324107,TIME,2.748556554003395,0.3593296412343888,4,BOS_RETEST,Short,2024-12-19 17:30:00-06:00,2024-12-19 14:45:00-06:00,4,75.0,2.433355114324107,2.415073430822708,2024-12-31
