signal_id,direction,mfe_r,mae_r,result_R,P_p0.5R_before_l0.5R,P_p0.5R_before_l1.0R,P_p1.0R_before_l0.5R,P_p1.0R_before_l1.0R,P_p1.5R_before_l0.5R,P_p1.5R_before_l1.0R,P_p2.0R_before_l0.5R,P_p2.0R_before_l1.0R,P_p2.5R_before_l0.5R,P_p2.5R_before_l1.0R,P_p3.0R_before_l0.5R,P_p3.0R_before_l1.0R
167,Long,0.17757658412148838,1.2303520471274552,-0.9999999999999352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,Long,0.03800592459096181,0.5130799819779844,-0.3658070241880075,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
169,Long,1.780437214067567,0.3902328140422065,1.4877626035359122,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
170,Long,0.5874193861546801,0.6545530302866436,-0.0839170551649543,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,Long,0.006173039750884984,1.0123785191451373,-0.9999999999999751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,Long,2.14989105609624,0.09692131810269934,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
173,Short,1.119228275160329,0.11192282751603291,1.0315049779180332,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
174,Long,0.336634229677073,0.720836339634602,-0.24515753683004232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,Short,0.27488091696970757,0.3018300264765416,0.0754575066191354,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
176,Long,0.8447463526506009,0.019645264015130254,0.6924955565333415,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
177,Short,0.7579178768416236,0.8457924132870293,-0.2416549752248655,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178,Long,0.7694262845277658,0.08278637238589885,0.18992167782647384,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179,Short,1.7666747366169877,0.06230593496601435,1.3265134541151442,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
180,Short,0.05484968219040407,1.1004217489449817,-1.0000000000000016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181,Long,0.0,1.227578278161725,-0.9999999999999921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182,Long,0.8887856562110166,0.36386526865014773,0.8351006165741096,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
183,Long,0.43399257853180456,0.8578923064000789,-0.7367780984377147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,Long,0.0804859731767546,0.4829158390605276,-0.2287496079760394,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,Long,1.976042013220688,0.2378569089987865,1.4930095211000753,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
186,Long,0.25784162789862564,0.4199135082920475,0.044201421925478684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187,Long,1.169717084403801,0.25291180203325425,1.1539100967767224,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
188,Short,0.03950728947714689,0.8000226119122246,-0.711131210588644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189,Long,0.3262028933872383,0.3771720954789943,0.16310144669361915,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
190,Long,2.8856682726025,0.054446571181179244,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
191,Long,0.9042847457071479,0.4726942988923728,0.8152263995390198,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
192,Short,0.40103395170850925,0.7791516776051036,0.30936904846085,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
193,Long,0.3511150571017576,0.42792147584276713,0.2633362928263182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194,Long,1.733045483906845,0.014234459826750267,1.3843012181514633,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
195,Short,0.39906398983327046,0.8564182253725242,-0.7286280713247916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,Long,0.19631832237652527,0.4925805179629179,-0.37835894858021235,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
197,Long,0.4199558629130987,0.15055021500658256,0.13470282395325808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198,Long,1.835860734825459,1.0348641721786822,-1.0000000000000089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199,Short,0.03042295620124532,1.1986644743290658,-1.0000000000000087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,Short,0.14369337228667978,1.4848315136290242,-0.9999999999999807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201,Long,0.30428217485348147,0.30428217485348147,0.15214108742674073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202,Short,0.12651968712307435,1.8187205023941937,-1.0000000000000193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,Long,0.04947471991525316,0.48485225516948094,-0.3413755674152468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204,Long,0.9269152772000403,0.004943548145066882,0.7662499624853667,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
205,Long,2.735055453593808,0.11396064389974199,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
206,Long,0.16362193513610898,1.0677024580915586,-0.9999999999999915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,Short,1.7001531530981517,0.43454393689409626,1.1026552398687692,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
208,Long,0.370941205679264,2.0927727723397282,-0.9999999999999837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209,Long,0.1475257681078301,1.065463880778773,-0.9999999999999972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
