entry_model,matched_N,current_net_AvgR,alt_net_AvgR,delta_net_AvgR,current_net_PF,alt_net_PF,delta_net_PF,current_MaxDD,alt_MaxDD
NEXT_OPEN,210,0.09428553555357642,0.0903816766644499,-0.0039038588891265186,1.3060502778142737,1.2629998270850027,-0.04305045072927105,5.640754371288512,7.823927238021765
NEXT_CLOSE,210,0.09428553555357642,0.04103639762579467,-0.053249137927781756,1.3060502778142737,1.1275236182621757,-0.178526659552098,5.640754371288512,7.35932686593258
RETRACE_25,154,-0.1637927820633546,-0.0024817968828008976,0.1613109851805537,0.5876193826666676,0.9929721204511177,0.40535273778445013,25.41224673498535,10.805238341860537
RETRACE_50,117,-0.29996569813927837,-0.005666312462071068,0.2942993856772073,0.36370913358117485,0.983711786132293,0.6200026525511182,35.284144979524314,7.961898408976929
BOS_RETEST,142,-0.065177410512266,0.10930009795050094,0.17447750846276694,0.8220875635645043,1.3616333157919607,0.5395457522274564,9.514197948000476,6.822807951081305
