median_MFE,median_MAE,mean_MFE,mean_MAE,P_p0.5R_before_l0.5R,P_p1.0R_before_l0.5R,P_p1.0R_before_l1.0R,P_p1.5R_before_l1.0R,P_p2.0R_before_l1.0R,P_p2.5R_before_l1.0R,P_p3.0R_before_l1.0R
0.5292692422306087,0.48820944751502193,0.7499655879813171,0.6180932936186001,0.5,0.3523809523809524,0.49523809523809526,0.38095238095238093,0.2904761904761905,0.20952380952380953,0.1523809523809524
