era,N,win_rate,AvgR,TotalR,PF,MaxDD,Return_over_DD
ERA1,16,0.4375,-0.11151789583245675,-1.784286333319308,0.7136059644524702,4.469463998382745,-0.39921707255387756
ERA2,48,0.5833333333333334,0.35174254190784043,16.88364201157634,2.05510906483998,4.4659556563703955,3.780521642102049
ERA3,46,0.5434782608695652,0.44927495871284284,20.66664810079077,2.140658230536735,5.070463718827596,4.0758891586289385
