management,N,win_rate,AvgR,TotalR,PF,MaxDD,Return_over_DD
FIXED,142,0.5422535211267606,0.10930009795050094,15.520613908971134,1.3616333157919607,6.822807951081305,2.274813247016775
BE_AFTER_1R,142,0.5,0.06594369790107958,9.3640051019533,1.2226322061390746,6.944349332869698,1.348435202939841
PARTIAL_1R,142,0.5422535211267606,0.08187090948626916,11.62566914705022,1.2773424806572922,5.76131517252196,2.017884597339464
PARTIAL_1R_BE,142,0.5492957746478874,0.06019270946155845,8.5473647435413,1.204170044348742,5.882856554310345,1.4529276151189987
TRAIL_AFTER_1R,142,0.5422535211267606,0.016964291020605746,2.408929324926016,1.0561285207138584,7.85831389596239,0.3065453170766984
