architecture,cost_multiplier,N,win_rate,AvgR,TotalR,PF,MaxDD,Return_over_DD
baseline,1.0,210,0.5142857142857142,0.09428553555357642,19.79996246625105,1.3060502778142737,5.640754371288512,3.5101621455160372
baseline,1.5,210,0.5,0.08118368967641156,17.048574832046427,1.258378562831473,5.729784048370676,2.97543060752776
baseline,2.0,210,0.49047619047619045,0.06808184379924671,14.29718719784181,1.2122503348289206,5.818813725452842,2.457062190408776
walk_forward,1.0,110,0.5454545454545454,0.32514548890043465,35.766003779047814,1.8863907402083693,5.0704637188276,7.053793452114017
walk_forward,1.5,110,0.5454545454545454,0.3086822293736491,33.9550452311014,1.8254498160034374,5.160751569751476,6.579476801425758
walk_forward,2.0,110,0.5454545454545454,0.2922189698468636,32.144086683154995,1.7667913930430135,5.2510394206753475,6.12147121893457
