direction,N,win_rate,AvgR,TotalR,PF,MaxDD,Return_over_DD
Long,135,0.5777777777777777,0.15899447395549002,21.464253983991153,1.5906518524866757,3.3866825319126734,6.337840580489525
Short,75,0.4,-0.022190553569868033,-1.6642915177401025,0.9413055727801706,6.838120727040426,-0.24338434259560324
