timestamp,rtype,publisher_id,instrument_id,open,high,low,close,volume,symbol
2023-04-04 00:00:00+00:00,33,1,3522,13247.75,13250.5,13247.5,13248.25,121,NQ.v.0
2023-04-04 00:01:00+00:00,33,1,3522,13248.75,13248.75,13245.5,13246.5,109,NQ.v.0
2023-04-04 00:02:00+00:00,33,1,3522,13246.0,13246.0,13242.25,13242.75,166,NQ.v.0
2023-04-04 00:03:00+00:00,33,1,3522,13242.5,13243.75,13242.25,13243.0,88,NQ.v.0
2023-04-04 00:04:00+00:00,33,1,3522,13242.75,13244.5,13242.5,13244.25,99,NQ.v.0
2023-04-04 00:05:00+00:00,33,1,3522,13244.0,13245.75,13243.5,13244.0,73,NQ.v.0
2023-04-04 00:06:00+00:00,33,1,3522,13244.25,13244.25,13239.0,13239.0,217,NQ.v.0
2023-04-04 00:07:00+00:00,33,1,3522,13239.25,13239.75,13237.75,13239.25,132,NQ.v.0
2023-04-04 00:08:00+00:00,33,1,3522,13239.75,13242.25,13239.0,13240.5,143,NQ.v.0
2023-04-04 00:09:00+00:00,33,1,3522,13240.5,13240.75,13238.5,13240.25,92,NQ.v.0
2023-04-04 00:10:00+00:00,33,1,3522,13239.5,13240.25,13237.0,13238.25,82,NQ.v.0
2023-04-04 00:11:00+00:00,33,1,3522,13238.0,13239.5,13238.0,13238.5,88,NQ.v.0
2023-04-04 00:12:00+00:00,33,1,3522,13238.5,13242.0,13238.25,13242.0,80,NQ.v.0
2023-04-04 00:13:00+00:00,33,1,3522,13242.0,13243.25,13241.5,13242.0,65,NQ.v.0
2023-04-04 00:14:00+00:00,33,1,3522,13242.5,13244.5,13242.5,13243.0,76,NQ.v.0
2023-04-04 00:15:00+00:00,33,1,3522,13242.5,13245.5,13242.5,13244.25,80,NQ.v.0
2023-04-04 00:16:00+00:00,33,1,3522,13244.5,13245.5,13244.25,13245.0,72,NQ.v.0
2023-04-04 00:17:00+00:00,33,1,3522,13245.0,13245.25,13243.0,13244.25,56,NQ.v.0
2023-04-04 00:18:00+00:00,33,1,3522,13244.5,13245.0,13243.5,13243.5,35,NQ.v.0
2023-04-04 00:19:00+00:00,33,1,3522,13243.0,13246.75,13243.0,13245.75,65,NQ.v.0
2023-04-04 00:20:00+00:00,33,1,3522,13245.5,13247.0,13245.0,13247.0,39,NQ.v.0
2023-04-04 00:21:00+00:00,33,1,3522,13247.25,13248.0,13246.25,13247.25,93,NQ.v.0
2023-04-04 00:22:00+00:00,33,1,3522,13247.0,13248.5,13246.75,13247.5,42,NQ.v.0
2023-04-04 00:23:00+00:00,33,1,3522,13247.0,13247.75,13244.75,13245.25,111,NQ.v.0
2023-04-04 00:24:00+00:00,33,1,3522,13245.0,13247.25,13245.0,13247.0,36,NQ.v.0
2023-04-04 00:25:00+00:00,33,1,3522,13247.5,13257.5,13247.5,13253.0,287,NQ.v.0
2023-04-04 00:26:00+00:00,33,1,3522,13253.25,13254.75,13252.0,13254.0,61,NQ.v.0
2023-04-04 00:27:00+00:00,33,1,3522,13254.0,13254.25,13251.25,13251.5,75,NQ.v.0
2023-04-04 00:28:00+00:00,33,1,3522,13251.5,13254.0,13251.25,13253.75,69,NQ.v.0
2023-04-04 00:29:00+00:00,33,1,3522,13254.0,13255.5,13253.25,13254.75,75,NQ.v.0
2023-04-04 00:30:00+00:00,33,1,3522,13254.75,13254.75,13253.5,13253.5,40,NQ.v.0
2023-04-04 00:31:00+00:00,33,1,3522,13254.0,13254.5,13253.25,13253.75,60,NQ.v.0
2023-04-04 00:32:00+00:00,33,1,3522,13254.0,13255.25,13252.25,13255.0,69,NQ.v.0
2023-04-04 00:33:00+00:00,33,1,3522,13255.5,13258.75,13255.25,13255.75,123,NQ.v.0
2023-04-04 00:34:00+00:00,33,1,3522,13255.75,13256.25,13254.75,13256.0,60,NQ.v.0
2023-04-04 00:35:00+00:00,33,1,3522,13256.5,13256.5,13253.75,13254.0,24,NQ.v.0
