key,timestamp_ct,signal_type,ref_entry,act_entry,ref_stop,act_stop,ref_target,act_target,parity_status
2020-01-21 19:15:00+00:00|L,2020-01-21 19:15:00+00:00,L,8941.0,8941.0,8932.461577115471,8932.461577115471,8966.615268653586,8966.615268653586,MATCH
2020-01-22 16:00:00+00:00|S,2020-01-22 16:00:00+00:00,S,9011.204654504563,9011.204654504563,9019.556167776342,9019.556167776342,8986.150114689235,8986.150114689235,MATCH
2020-01-22 16:45:00+00:00|RL,2020-01-22 16:45:00+00:00,RL,9005.63603281832,9005.63603281832,8997.081518547879,8997.081518547879,9027.022318494426,9027.022318494426,MATCH
2020-01-22 19:00:00+00:00|S,2020-01-22 19:00:00+00:00,S,9009.75,9009.75,9017.76861015747,9017.76861015747,8985.694169527587,8985.694169527587,MATCH
2020-01-23 21:30:00+00:00|L,2020-01-23 21:30:00+00:00,L,9024.75,9024.75,9014.797949504207,9014.797949504207,9054.606151487376,9054.606151487376,MATCH
2020-01-24 16:00:00+00:00|L,2020-01-24 16:00:00+00:00,L,9022.849867983736,9022.849867983736,9014.44007309701,9014.44007309701,9048.079252643916,9048.079252643916,MATCH
2020-01-24 18:00:00+00:00|RL,2020-01-24 18:00:00+00:00,RL,8948.75,8948.75,8936.069060557376,8936.069060557376,8980.452348606561,8980.452348606561,MATCH
2020-01-24 18:15:00+00:00|S,2020-01-24 18:15:00+00:00,S,8946.309208074317,8946.309208074317,8959.035258985325,8959.035258985325,8908.131055341293,8908.131055341293,MATCH
2020-01-27 15:45:00+00:00|S,2020-01-27 15:45:00+00:00,S,8740.071951819298,8740.071951819298,8756.593180220618,8756.593180220618,8690.50826661534,8690.50826661534,MATCH
2020-01-27 16:45:00+00:00|RL,2020-01-27 16:45:00+00:00,RL,8752.0,8752.0,8735.738379077206,8735.738379077206,8792.654052306987,8792.654052306987,MATCH
2020-01-28 15:45:00+00:00|L,2020-01-28 15:45:00+00:00,L,8848.0,8848.0,8835.961328055644,8835.961328055644,8884.116015833068,8884.116015833068,MATCH
2020-01-28 19:45:00+00:00|L,2020-01-28 19:45:00+00:00,L,8886.5,8886.5,8876.775337431025,8876.775337431025,8915.673987706923,8915.673987706923,MATCH
2020-01-28 20:45:00+00:00|RS,2020-01-28 20:45:00+00:00,RS,8883.818056551796,8883.818056551796,8893.763734137501,8893.763734137501,8858.953862587532,8858.953862587532,MATCH
2020-01-29 17:00:00+00:00|L,2020-01-29 17:00:00+00:00,L,8905.392807099868,8905.392807099868,8895.170579082935,8895.170579082935,8936.059491150669,8936.059491150669,MATCH
2020-01-29 20:15:00+00:00|S,2020-01-29 20:15:00+00:00,S,8911.75,8911.75,8922.892427536019,8922.892427536019,8878.322717391942,8878.322717391942,MATCH
2020-01-29 20:30:00+00:00|RL,2020-01-29 20:30:00+00:00,RL,8902.5,8902.5,8891.082031573696,8891.082031573696,8931.044921065759,8931.044921065759,MATCH
2020-01-30 15:45:00+00:00|S,2020-01-30 15:45:00+00:00,S,8818.79328718725,8818.79328718725,8835.621287133186,8835.621287133186,8768.309287349442,8768.309287349442,MATCH
2020-01-30 19:15:00+00:00|L,2020-01-30 19:15:00+00:00,L,8854.75,8854.75,8839.859935383347,8839.859935383347,8899.42019384996,8899.42019384996,MATCH
2020-01-31 16:45:00+00:00|L,2020-01-31 16:45:00+00:00,L,8828.246817619289,8828.246817619289,8809.532373484959,8809.532373484959,8884.39015002228,8884.39015002228,MATCH
2020-01-31 18:45:00+00:00|S,2020-01-31 18:45:00+00:00,S,8797.75,8797.75,8816.990736224288,8816.990736224288,8740.027791327137,8740.027791327137,MATCH
2020-01-31 19:15:00+00:00|RL,2020-01-31 19:15:00+00:00,RL,8789.440431496572,8789.440431496572,8770.599248221548,8770.599248221548,8836.543389684131,8836.543389684131,MATCH
2020-02-03 18:15:00+00:00|S,2020-02-03 18:15:00+00:00,S,8888.25,8888.25,8903.159463309721,8903.159463309721,8843.521610070835,8843.521610070835,MATCH
2020-02-03 19:00:00+00:00|RL,2020-02-03 19:00:00+00:00,RL,8888.5,8888.5,8873.871573108068,8873.871573108068,8925.071067229828,8925.071067229828,MATCH
2020-02-03 20:30:00+00:00|L,2020-02-03 20:30:00+00:00,L,8908.75,8908.75,8894.958925629306,8894.958925629306,8950.123223112081,8950.123223112081,MATCH
2020-02-03 21:00:00+00:00|RS,2020-02-03 21:00:00+00:00,RS,8906.408605077913,8906.408605077913,8921.937962571012,8921.937962571012,8867.585211345167,8867.585211345167,MATCH
2020-02-04 19:45:00+00:00|L,2020-02-04 19:45:00+00:00,L,9123.75,9123.75,9113.874929553012,9113.874929553012,9153.375211340965,9153.375211340965,MATCH
2020-02-04 20:45:00+00:00|RS,2020-02-04 20:45:00+00:00,RS,9123.333687207383,9123.333687207383,9133.840151298817,9133.840151298817,9097.067526978806,9097.067526978806,MATCH
2020-02-04 21:45:00+00:00|L,2020-02-04 21:45:00+00:00,L,9135.5,9135.5,9124.36720513525,9124.36720513525,9168.898384594251,9168.898384594251,MATCH
2020-02-04 23:15:00+00:00|RS,2020-02-04 23:15:00+00:00,RS,9135.75,9135.75,9146.519157306851,9146.519157306851,9108.827106732871,9108.827106732871,MATCH
2020-02-05 17:00:00+00:00|L,2020-02-05 17:00:00+00:00,L,9141.257188503238,9141.257188503238,9122.952661427118,9122.952661427118,9196.170769731598,9196.170769731598,MATCH
2020-02-06 16:15:00+00:00|L,2020-02-06 16:15:00+00:00,L,9213.10558499052,9213.10558499052,9199.352403806535,9199.352403806535,9254.365128542477,9254.365128542477,MATCH
2020-02-06 20:45:00+00:00|L,2020-02-06 20:45:00+00:00,L,9217.586728102948,9217.586728102948,9207.09880024314,9207.09880024314,9249.050511682375,9249.050511682375,MATCH
2020-02-07 15:45:00+00:00|L,2020-02-07 15:45:00+00:00,L,9203.25,9203.25,9190.242968740737,9190.242968740737,9242.271093777794,9242.271093777794,MATCH
2020-02-07 16:00:00+00:00|RS,2020-02-07 16:00:00+00:00,RS,9211.5,9211.5,9224.56902902646,9224.56902902646,9178.827427433853,9178.827427433853,MATCH
2020-02-07 17:45:00+00:00|S,2020-02-07 17:45:00+00:00,S,9228.25,9228.25,9239.793516152378,9239.793516152378,9193.619451542863,9193.619451542863,MATCH
2020-02-07 20:30:00+00:00|RS,2020-02-07 20:30:00+00:00,RS,9190.75,9190.75,9203.000685255032,9203.000685255032,9160.12328686242,9160.12328686242,MATCH
2020-02-10 20:00:00+00:00|L,2020-02-10 20:00:00+00:00,L,9270.239413444628,9270.239413444628,9260.683676955254,9260.683676955254,9298.906622912751,9298.906622912751,MATCH
2020-02-11 19:00:00+00:00|S,2020-02-11 19:00:00+00:00,S,9321.703159006667,9321.703159006667,9333.82848021022,9333.82848021022,9285.327195396012,9285.327195396012,MATCH
2020-02-11 20:45:00+00:00|RL,2020-02-11 20:45:00+00:00,RL,9300.25,9300.25,9285.864969882236,9285.864969882236,9336.21257529441,9336.21257529441,MATCH
2020-02-12 16:15:00+00:00|L,2020-02-12 16:15:00+00:00,L,9374.33622456962,9374.33622456962,9364.039303459764,9364.039303459764,9405.22698789919,9405.22698789919,MATCH
2020-02-13 15:45:00+00:00|L,2020-02-13 15:45:00+00:00,L,9372.63373472442,9372.63373472442,9360.398796465071,9360.398796465071,9409.338549502454,9409.338549502454,MATCH
2020-02-13 18:00:00+00:00|S,2020-02-13 18:00:00+00:00,S,9380.75,9380.75,9392.169302258862,9392.169302258862,9346.492093223414,9346.492093223414,MATCH
2020-02-14 16:00:00+00:00|L,2020-02-14 16:00:00+00:00,L,9412.75,9412.75,9403.367378686997,9403.367378686997,9440.89786393901,9440.89786393901,MATCH
2020-02-14 19:00:00+00:00|S,2020-02-14 19:00:00+00:00,S,9378.0,9378.0,9387.60153372768,9387.60153372768,9349.195398816964,9349.195398816964,MATCH
2020-02-17 17:45:00+00:00|L,2020-02-17 17:45:00+00:00,L,9441.75,9441.75,9438.377222528756,9438.377222528756,9451.868332413733,9451.868332413733,MATCH
2020-02-18 15:45:00+00:00|L,2020-02-18 15:45:00+00:00,L,9389.998987458575,9389.998987458575,9378.7426462292,9378.7426462292,9423.76801114671,9423.76801114671,MATCH
2020-02-18 19:30:00+00:00|L,2020-02-18 19:30:00+00:00,L,9417.496838419636,9417.496838419636,9406.469749425743,9406.469749425743,9450.578105401302,9450.578105401302,MATCH
2020-02-19 16:15:00+00:00|L,2020-02-19 16:15:00+00:00,L,9509.25,9509.25,9501.869134875573,9501.869134875573,9531.392595373289,9531.392595373289,MATCH
2020-02-19 19:45:00+00:00|L,2020-02-19 19:45:00+00:00,L,9517.0,9517.0,9510.871951104731,9510.871951104731,9535.3841466858,9535.3841466858,MATCH
2020-02-19 20:00:00+00:00|RS,2020-02-19 20:00:00+00:00,RS,9518.307926813965,9518.307926813965,9524.681293645282,9524.681293645282,9502.374509735668,9502.374509735668,MATCH
2020-02-20 15:45:00+00:00|L,2020-02-20 15:45:00+00:00,L,9476.75,9476.75,9466.263059254708,9466.263059254708,9508.210822235877,9508.210822235877,MATCH
2020-02-20 17:30:00+00:00|S,2020-02-20 17:30:00+00:00,S,9328.75,9328.75,9348.546604700869,9348.546604700869,9269.360185897393,9269.360185897393,MATCH
2020-02-21 16:00:00+00:00|L,2020-02-21 16:00:00+00:00,L,9287.5,9287.5,9268.79751350716,9268.79751350716,9343.60745947852,9343.60745947852,MATCH
2020-02-24 19:30:00+00:00|L,2020-02-24 19:30:00+00:00,L,8908.610812993642,8908.610812993642,8880.383722502213,8880.383722502213,8993.292084467932,8993.292084467932,MATCH
2020-02-25 17:00:00+00:00|L,2020-02-25 17:00:00+00:00,L,8805.25,8805.25,8772.74345964372,8772.74345964372,8902.76962106884,8902.76962106884,MATCH
2020-02-25 17:30:00+00:00|RS,2020-02-25 17:30:00+00:00,RS,8782.034309289222,8782.034309289222,8814.848941024993,8814.848941024993,8699.997729949791,8699.997729949791,MATCH
2020-02-25 19:00:00+00:00|S,2020-02-25 19:00:00+00:00,S,8681.26665138941,8681.26665138941,8714.016757784599,8714.016757784599,8583.01633220384,8583.01633220384,MATCH
2020-02-25 19:45:00+00:00|RL,2020-02-25 19:45:00+00:00,RL,8648.698949306658,8648.698949306658,8614.179480921004,8614.179480921004,8734.99762027079,8734.99762027079,MATCH
2020-02-26 17:15:00+00:00|S,2020-02-26 17:15:00+00:00,S,8697.75,8697.75,8733.693521065718,8733.693521065718,8589.919436802847,8589.919436802847,MATCH
2020-02-26 18:00:00+00:00|RL,2020-02-26 18:00:00+00:00,RL,8691.75,8691.75,8657.254973293957,8657.254973293957,8777.987566765107,8777.987566765107,MATCH
2020-02-26 19:15:00+00:00|L,2020-02-26 19:15:00+00:00,L,8652.25,8652.25,8612.937607584885,8612.937607584885,8770.187177245345,8770.187177245345,MATCH
2020-02-26 19:15:00+00:00|RL,2020-02-26 19:15:00+00:00,RL,8652.25,8652.25,8612.937607584885,8612.937607584885,8750.530981037788,8750.530981037788,MATCH
2020-02-27 16:00:00+00:00|L,2020-02-27 16:00:00+00:00,L,8449.151023114578,8449.151023114578,8408.335862138056,8408.335862138056,8571.596506044147,8571.596506044147,MATCH
2020-02-27 17:00:00+00:00|RL,2020-02-27 17:00:00+00:00,RL,8474.54059626654,8474.54059626654,8429.646265124557,8429.646265124557,8586.7764241215,8586.7764241215,MATCH
2020-02-27 18:30:00+00:00|S,2020-02-27 18:30:00+00:00,S,8468.275736977723,8468.275736977723,8517.44917588287,8517.44917588287,8320.75542026228,8320.75542026228,MATCH
2020-02-28 16:00:00+00:00|L,2020-02-28 16:00:00+00:00,L,8030.75,8030.75,7971.118140058868,7971.118140058868,8209.645579823395,8209.645579823395,MATCH
2020-02-28 18:45:00+00:00|S,2020-02-28 18:45:00+00:00,S,8052.5,8052.5,8114.89831043218,8114.89831043218,7865.305068703461,7865.305068703461,MATCH
2020-02-28 19:45:00+00:00|RL,2020-02-28 19:45:00+00:00,RL,8085.695415477138,8085.695415477138,8021.481807689928,8021.481807689928,8246.229434945164,8246.229434945164,MATCH
2020-03-01 23:15:00+00:00|RS,2020-03-01 23:15:00+00:00,RS,8142.25,8142.25,8218.992881943446,8218.992881943446,7950.392795141383,7950.392795141383,MATCH
2020-03-02 15:45:00+00:00|L,2020-03-02 15:45:00+00:00,L,8329.018015522639,8329.018015522639,8282.231835989978,8282.231835989978,8469.37655412062,8469.37655412062,MATCH
2020-03-02 19:30:00+00:00|S,2020-03-02 19:30:00+00:00,S,8420.685932691988,8420.685932691988,8464.310687158504,8464.310687158504,8289.811669292436,8289.811669292436,MATCH
2020-03-03 16:15:00+00:00|S,2020-03-03 16:15:00+00:00,S,8553.52683091371,8553.52683091371,8612.643544193234,8612.643544193234,8376.17669107514,8376.17669107514,MATCH
2020-03-03 16:45:00+00:00|RL,2020-03-03 16:45:00+00:00,RL,8554.267426406037,8554.267426406037,8493.945171078285,8493.945171078285,8705.073064725419,8705.073064725419,MATCH
2020-03-03 20:00:00+00:00|L,2020-03-03 20:00:00+00:00,L,8416.064463632905,8416.064463632905,8356.994984760893,8356.994984760893,8593.272900248943,8593.272900248943,MATCH
2020-03-04 17:15:00+00:00|L,2020-03-04 17:15:00+00:00,L,8536.133157342954,8536.133157342954,8503.853132990234,8503.853132990234,8632.973230401112,8632.973230401112,MATCH
2020-03-04 20:30:00+00:00|L,2020-03-04 20:30:00+00:00,L,8653.0,8653.0,8624.879377660387,8624.879377660387,8737.361867018839,8737.361867018839,MATCH
2020-03-05 16:15:00+00:00|L,2020-03-05 16:15:00+00:00,L,8627.75,8627.75,8597.320747041827,8597.320747041827,8719.037758874516,8719.037758874516,MATCH
2020-03-05 16:45:00+00:00|RS,2020-03-05 16:45:00+00:00,RS,8591.927211538512,8591.927211538512,8623.585916895303,8623.585916895303,8512.780448146534,8512.780448146534,MATCH
2020-03-05 18:30:00+00:00|L,2020-03-05 18:30:00+00:00,L,8474.5,8474.5,8440.569026657002,8440.569026657002,8576.292920028996,8576.292920028996,MATCH
2020-03-05 19:30:00+00:00|RS,2020-03-05 19:30:00+00:00,RS,8460.75,8460.75,8495.818268225463,8495.818268225463,8373.079329436343,8373.079329436343,MATCH
2020-03-06 16:15:00+00:00|S,2020-03-06 16:15:00+00:00,S,8236.75,8236.75,8276.183363911186,8276.183363911186,8118.449908266443,8118.449908266443,MATCH
2020-03-06 18:00:00+00:00|RS,2020-03-06 18:00:00+00:00,RS,8201.5,8201.5,8240.039006384663,8240.039006384663,8105.152484038342,8105.152484038342,MATCH
2020-03-06 19:45:00+00:00|S,2020-03-06 19:45:00+00:00,S,8114.0,8114.0,8151.240353884509,8151.240353884509,8002.278938346472,8002.278938346472,MATCH
2020-03-06 20:30:00+00:00|RL,2020-03-06 20:30:00+00:00,RL,8148.612879120056,8148.612879120056,8107.594613819668,8107.594613819668,8251.15854237103,8251.15854237103,MATCH
2020-03-09 15:15:00+00:00|L,2020-03-09 15:15:00+00:00,L,7884.602529788023,7884.602529788023,7852.30812590715,7852.30812590715,7981.485741430645,7981.485741430645,MATCH
2020-03-09 17:00:00+00:00|RS,2020-03-09 17:00:00+00:00,RS,7919.75,7919.75,7958.442428524611,7958.442428524611,7823.018928688471,7823.018928688471,MATCH
2020-03-09 17:30:00+00:00|S,2020-03-09 17:30:00+00:00,S,7855.78629456362,7855.78629456362,7896.55585028127,7896.55585028127,7733.47762741067,7733.47762741067,MATCH
2020-03-10 15:00:00+00:00|S,2020-03-10 15:00:00+00:00,S,7852.894875397777,7852.894875397777,7893.83235030612,7893.83235030612,7730.082450672746,7730.082450672746,MATCH
2020-03-10 16:30:00+00:00|RL,2020-03-10 16:30:00+00:00,RL,7815.379542060104,7815.379542060104,7764.335819809176,7764.335819809176,7942.988847687426,7942.988847687426,MATCH
2020-03-10 18:45:00+00:00|L,2020-03-10 18:45:00+00:00,L,7959.009347278104,7959.009347278104,7907.127285877027,7907.127285877027,8114.655531481332,8114.655531481332,MATCH
2020-03-11 15:30:00+00:00|S,2020-03-11 15:30:00+00:00,S,7862.0,7862.0,7901.6390875134175,7901.6390875134175,7743.082737459748,7743.082737459748,MATCH
2020-03-11 16:00:00+00:00|RL,2020-03-11 16:00:00+00:00,RL,7875.966625120709,7875.966625120709,7835.31066445863,7835.31066445863,7977.606526775907,7977.606526775907,MATCH
2020-03-11 17:45:00+00:00|S,2020-03-11 17:45:00+00:00,S,7814.75,7814.75,7855.424346708993,7855.424346708993,7692.726959873022,7692.726959873022,MATCH
2020-03-11 18:00:00+00:00|RL,2020-03-11 18:00:00+00:00,RL,7767.0,7767.0,7725.574713770221,7725.574713770221,7870.563215574448,7870.563215574448,MATCH
2020-03-12 15:15:00+00:00|S,2020-03-12 15:15:00+00:00,S,7242.0,7242.0,7281.078155764379,7281.078155764379,7124.765532706863,7124.765532706863,MATCH
2020-03-12 17:00:00+00:00|L,2020-03-12 17:00:00+00:00,L,7370.0,7370.0,7300.0512960636925,7300.0512960636925,7579.846111808923,7579.846111808923,MATCH
2020-03-13 14:45:00+00:00|S,2020-03-13 14:45:00+00:00,S,7274.6704228840845,7274.6704228840845,7327.644263512783,7327.644263512783,7115.748900997989,7115.748900997989,MATCH
2020-03-13 15:15:00+00:00|RL,2020-03-13 15:15:00+00:00,RL,7165.75,7165.75,7109.117262417091,7109.117262417091,7307.33184395727,7307.33184395727,MATCH
2020-03-13 16:45:00+00:00|L,2020-03-13 16:45:00+00:00,L,7243.5,7243.5,7179.806370892599,7179.806370892599,7434.580887322201,7434.580887322201,MATCH
2020-03-16 15:45:00+00:00|S,2020-03-16 15:45:00+00:00,S,7287.75,7287.75,7358.090943570335,7358.090943570335,7076.727169288994,7076.727169288994,MATCH
2020-03-16 16:00:00+00:00|RL,2020-03-16 16:00:00+00:00,RL,7236.25,7236.25,7166.955730970403,7166.955730970403,7409.485672573992,7409.485672573992,MATCH
2020-03-16 20:00:00+00:00|S,2020-03-16 20:00:00+00:00,S,6833.5,6833.5,6923.053742861449,6923.053742861449,6564.838771415653,6564.838771415653,MATCH
2020-03-17 15:15:00+00:00|L,2020-03-17 15:15:00+00:00,L,7104.25,7104.25,7028.9542796620635,7028.9542796620635,7330.137161013808,7330.137161013808,MATCH
2020-03-18 15:00:00+00:00|S,2020-03-18 15:00:00+00:00,S,6942.753735359148,6942.753735359148,6993.2991498222245,6993.2991498222245,6791.117491969919,6791.117491969919,MATCH
2020-03-18 16:00:00+00:00|RL,2020-03-18 16:00:00+00:00,RL,6903.75,6903.75,6848.347785884009,6848.347785884009,7042.255535289979,7042.255535289979,MATCH
2020-03-18 17:15:00+00:00|S,2020-03-18 17:15:00+00:00,S,6763.543474761281,6763.543474761281,6823.789811245216,6823.789811245216,6582.804465309477,6582.804465309477,MATCH
2020-03-18 19:30:00+00:00|RS,2020-03-18 19:30:00+00:00,RS,6753.0,6753.0,6824.586535456719,6824.586535456719,6574.033661358203,6574.033661358203,MATCH
2020-03-19 15:30:00+00:00|L,2020-03-19 15:30:00+00:00,L,7190.0,7190.0,7115.224190809623,7115.224190809623,7414.32742757113,7414.32742757113,MATCH
2020-03-19 18:45:00+00:00|L,2020-03-19 18:45:00+00:00,L,7214.0,7214.0,7147.711696881483,7147.711696881483,7412.864909355551,7412.864909355551,MATCH
2020-03-19 19:15:00+00:00|RS,2020-03-19 19:15:00+00:00,RS,7229.036559584198,7229.036559584198,7295.978706150674,7295.978706150674,7061.681193168006,7061.681193168006,MATCH
2020-03-20 15:00:00+00:00|L,2020-03-20 15:00:00+00:00,L,7204.25,7204.25,7154.937681992408,7154.937681992408,7352.186954022774,7352.186954022774,MATCH
2020-03-20 15:15:00+00:00|RS,2020-03-20 15:15:00+00:00,RS,7211.925024265654,7211.925024265654,7264.478426701275,7264.478426701275,7080.541518176603,7080.541518176603,MATCH
2020-03-20 19:45:00+00:00|S,2020-03-20 19:45:00+00:00,S,6834.833810579412,6834.833810579412,6898.66977261565,6898.66977261565,6643.325924470699,6643.325924470699,MATCH
2020-03-23 15:00:00+00:00|S,2020-03-23 15:00:00+00:00,S,6697.5,6697.5,6771.940950738705,6771.940950738705,6474.177147783885,6474.177147783885,MATCH
2020-03-23 17:30:00+00:00|S,2020-03-23 17:30:00+00:00,S,6789.565978555132,6789.565978555132,6868.137735046182,6868.137735046182,6553.850709081982,6553.850709081982,MATCH
2020-03-24 16:30:00+00:00|L,2020-03-24 16:30:00+00:00,L,7295.942198633089,7295.942198633089,7255.67063672408,7255.67063672408,7416.756884360118,7416.756884360118,MATCH
2020-03-24 18:15:00+00:00|S,2020-03-24 18:15:00+00:00,S,7161.25,7161.25,7207.317394304164,7207.317394304164,7023.0478170875085,7023.0478170875085,MATCH
2020-03-25 19:45:00+00:00|S,2020-03-25 19:45:00+00:00,S,7382.204583358076,7382.204583358076,7440.940520685761,7440.940520685761,7205.996771375021,7205.996771375021,MATCH
2020-03-26 15:30:00+00:00|L,2020-03-26 15:30:00+00:00,L,7517.08216880452,7517.08216880452,7470.813493201616,7470.813493201616,7655.888195613229,7655.888195613229,MATCH
2020-03-26 17:15:00+00:00|S,2020-03-26 17:15:00+00:00,S,7483.730855565457,7483.730855565457,7526.667754306023,7526.667754306023,7354.920159343759,7354.920159343759,MATCH
2020-03-27 15:15:00+00:00|L,2020-03-27 15:15:00+00:00,L,7437.0,7437.0,7399.481720543545,7399.481720543545,7549.554838369365,7549.554838369365,MATCH
2020-03-27 19:00:00+00:00|L,2020-03-27 19:00:00+00:00,L,7526.5,7526.5,7492.069344063218,7492.069344063218,7629.791967810347,7629.791967810347,MATCH
2020-03-30 15:15:00+00:00|L,2020-03-30 15:15:00+00:00,L,7602.491228363771,7602.491228363771,7569.364816544655,7569.364816544655,7701.870463821117,7701.870463821117,MATCH
2020-03-30 17:15:00+00:00|S,2020-03-30 17:15:00+00:00,S,7621.5,7621.5,7651.102520528541,7651.102520528541,7532.692438414375,7532.692438414375,MATCH
2020-03-30 17:30:00+00:00|RL,2020-03-30 17:30:00+00:00,RL,7602.0,7602.0,7572.543195223497,7572.543195223497,7675.642011941258,7675.642011941258,MATCH
2020-03-31 15:00:00+00:00|S,2020-03-31 15:00:00+00:00,S,7734.5,7734.5,7766.036323217726,7766.036323217726,7639.891030346822,7639.891030346822,MATCH
2020-03-31 15:30:00+00:00|RL,2020-03-31 15:30:00+00:00,RL,7743.0,7743.0,7712.339216205124,7712.339216205124,7819.651959487191,7819.651959487191,MATCH
2020-03-31 19:15:00+00:00|S,2020-03-31 19:15:00+00:00,S,7576.788705918623,7576.788705918623,7611.420932556786,7611.420932556786,7472.892026004135,7472.892026004135,MATCH
2020-03-31 19:45:00+00:00|RL,2020-03-31 19:45:00+00:00,RL,7574.734228059963,7574.734228059963,7538.723532642364,7538.723532642364,7664.760966603962,7664.760966603962,MATCH
2020-04-01 15:30:00+00:00|S,2020-04-01 15:30:00+00:00,S,7407.759871355693,7407.759871355693,7437.892017271403,7437.892017271403,7317.36343360856,7317.36343360856,MATCH
2020-04-01 19:00:00+00:00|S,2020-04-01 19:00:00+00:00,S,7247.486201791338,7247.486201791338,7275.626939315948,7275.626939315948,7163.063989217508,7163.063989217508,MATCH
2020-04-02 17:15:00+00:00|S,2020-04-02 17:15:00+00:00,S,7327.988977053537,7327.988977053537,7364.065744002113,7364.065744002113,7219.758676207809,7219.758676207809,MATCH
2020-04-02 19:00:00+00:00|L,2020-04-02 19:00:00+00:00,L,7327.75,7327.75,7291.819220869318,7291.819220869318,7435.542337392046,7435.542337392046,MATCH
2020-04-03 16:15:00+00:00|S,2020-04-03 16:15:00+00:00,S,7273.25,7273.25,7302.098834210527,7302.098834210527,7186.703497368421,7186.703497368421,MATCH
2020-04-03 16:45:00+00:00|RL,2020-04-03 16:45:00+00:00,RL,7286.25,7286.25,7258.122688869496,7258.122688869496,7356.568277826262,7356.568277826262,MATCH
2020-04-03 18:30:00+00:00|L,2020-04-03 18:30:00+00:00,L,7233.75,7233.75,7206.091993997403,7206.091993997403,7316.724018007791,7316.724018007791,MATCH
2020-04-03 18:45:00+00:00|RS,2020-04-03 18:45:00+00:00,RS,7282.75,7282.75,7311.325291288125,7311.325291288125,7211.311771779686,7211.311771779686,MATCH
2020-04-06 18:15:00+00:00|S,2020-04-06 18:15:00+00:00,S,7715.75,7715.75,7735.679497337409,7735.679497337409,7655.961507987773,7655.961507987773,MATCH
2020-04-06 19:00:00+00:00|RL,2020-04-06 19:00:00+00:00,RL,7733.452056156478,7733.452056156478,7713.736843638151,7713.736843638151,7782.740087452294,7782.740087452294,MATCH
2020-04-07 15:30:00+00:00|L,2020-04-07 15:30:00+00:00,L,7954.2255389161965,7954.2255389161965,7920.793214321257,7920.793214321257,8054.522512701013,8054.522512701013,MATCH
2020-04-07 18:15:00+00:00|S,2020-04-07 18:15:00+00:00,S,7923.25,7923.25,7956.093604801756,7956.093604801756,7824.719185594733,7824.719185594733,MATCH
2020-04-07 19:15:00+00:00|RL,2020-04-07 19:15:00+00:00,RL,7845.5,7845.5,7807.191293751485,7807.191293751485,7941.271765621287,7941.271765621287,MATCH
2020-04-08 15:00:00+00:00|L,2020-04-08 15:00:00+00:00,L,7930.5,7930.5,7902.4685634128755,7902.4685634128755,8014.594309761373,8014.594309761373,MATCH
2020-04-08 16:45:00+00:00|L,2020-04-08 16:45:00+00:00,L,7962.25,7962.25,7935.68129742268,7935.68129742268,8041.956107731959,8041.956107731959,MATCH
2020-04-08 17:30:00+00:00|RS,2020-04-08 17:30:00+00:00,RS,7956.826625349954,7956.826625349954,7982.703698805629,7982.703698805629,7892.133941710767,7892.133941710767,MATCH
2020-04-13 15:30:00+00:00|L,2020-04-13 15:30:00+00:00,L,7984.5,7984.5,7960.547223809259,7960.547223809259,8056.3583285722225,8056.3583285722225,MATCH
2020-04-13 16:30:00+00:00|RS,2020-04-13 16:30:00+00:00,RS,8005.428419616566,8005.428419616566,8028.788533001191,8028.788533001191,7947.028136155004,7947.028136155004,MATCH
2020-04-13 17:45:00+00:00|L,2020-04-13 17:45:00+00:00,L,8025.80030980452,8025.80030980452,8002.882973665899,8002.882973665899,8094.552318220382,8094.552318220382,MATCH
2020-04-15 18:15:00+00:00|L,2020-04-15 18:15:00+00:00,L,8397.177811635345,8397.177811635345,8374.993052032043,8374.993052032043,8463.732090445252,8463.732090445252,MATCH
2020-04-16 14:45:00+00:00|L,2020-04-16 14:45:00+00:00,L,8487.229371249887,8487.229371249887,8461.109642902456,8461.109642902456,8565.58855629218,8565.58855629218,MATCH
2020-04-17 14:45:00+00:00|S,2020-04-17 14:45:00+00:00,S,8555.75,8555.75,8579.689737100793,8579.689737100793,8483.930788697624,8483.930788697624,MATCH
2020-04-17 15:45:00+00:00|RL,2020-04-17 15:45:00+00:00,RL,8534.5,8534.5,8509.179542213253,8509.179542213253,8597.80114446687,8597.80114446687,MATCH
2020-04-17 19:30:00+00:00|L,2020-04-17 19:30:00+00:00,L,8553.764099698958,8553.764099698958,8532.585548224075,8532.585548224075,8617.299754123604,8617.299754123604,MATCH
2020-04-20 16:15:00+00:00|S,2020-04-20 16:15:00+00:00,S,8603.5,8603.5,8624.013883193998,8624.013883193998,8541.958350418003,8541.958350418003,MATCH
2020-04-20 16:45:00+00:00|RL,2020-04-20 16:45:00+00:00,RL,8610.75,8610.75,8591.138220613337,8591.138220613337,8659.779448466657,8659.779448466657,MATCH
2020-04-20 18:00:00+00:00|RL,2020-04-20 18:00:00+00:00,RL,8588.0,8588.0,8568.65627946352,8568.65627946352,8636.359301341201,8636.359301341201,MATCH
2020-04-20 18:15:00+00:00|S,2020-04-20 18:15:00+00:00,S,8583.170837261803,8583.170837261803,8603.650720617106,8603.650720617106,8521.731187195894,8521.731187195894,MATCH
