trade_id,direction,outcome,net_R,15m_state,15m_strength,15m_score,5m_direction,5m_struct_score,5m_loc_score,5m_react_score,pb_depth_pct,swing_dist_atr,impulse_atr_15m
T58-086157,LONG,WINNER,2.0033639143728235,TRANSITION,0.0,0,BULLISH,2,1,0,0.391304347826087,4.846153846153846,1.15320261499611
T58-114476,SHORT,WINNER,1.4600913242008355,BULLISH,2.0,-2,NEUTRAL,2,0,1,0.8779956427015251,6.378289473684211,4.212600766723317
T58-058239,SHORT,WINNER,2.2384863123992824,BEARISH,-2.0,2,NEUTRAL,1,1,1,0.1875,7.682051282051282,2.4128985568020593
T58-171898,LONG,WINNER,1.6125683060103644,BULLISH,2.0,2,BULLISH,2,0,2,0.125,6.621621621621622,1.056044487114924
T58-143141,LONG,WINNER,2.1317460317460317,BULLISH,1.5,2,BULLISH,2,1,2,0.32678132678132676,6.153846153846154,0.906265404147376
T58-024926,SHORT,WINNER,2.3066666666666666,BEARISH,-1.0,1,BEARISH,2,1,1,0.22110552763819097,18.13026819923372,1.8234994304658694
T58-081861,LONG,WINNER,2.358659704090499,BULLISH,2.0,2,BULLISH,2,0,2,0.006607929515418502,17.951612903225804,1.643380039480531
T58-046632,SHORT,WINNER,2.188888888888854,BEARISH,-2.0,2,BEARISH,2,0,2,0.024691358024691357,6.493975903614458,1.8198587129253259
T58-190921,LONG,WINNER,2.396296296296312,BULLISH,2.0,2,BULLISH,2,0,2,0.11659192825112108,4.334075723830735,2.0630940177234502
T58-110763,LONG,WINNER,2.437991599847267,BULLISH,1.5,2,NEUTRAL,2,2,3,0.21844660194174756,5.477521263669502,1.5942700528720966
T58-090828,LONG,WINNER,2.4074643874643784,BULLISH,2.0,2,NEUTRAL,2,0,2,0.032432432432432434,17.066889632107024,4.8729207435018544
T58-024192,SHORT,WINNER,1.4786163522014448,NEUTRAL,-0.5,0,NEUTRAL,1,1,0,0.8367346938775511,0.0,2.591297974917659
T58-131218,SHORT,WINNER,2.2470404984422987,BULLISH,1.0,0,NEUTRAL,2,0,1,0.6692913385826772,0.963302752293578,2.129028085932972
T58-115894,LONG,WINNER,2.3984365228267706,BULLISH,2.0,2,BEARISH,2,1,3,0.1003627569528416,21.30093457943925,2.988199757740831
T58-042560,SHORT,WINNER,1.847791164658482,BEARISH,-1.0,1,NEUTRAL,1,0,2,0.7027027027027027,3.8987341772151898,1.7968519117113322
T58-072283,LONG,WINNER,2.3139747995417728,BULLISH,2.0,2,NEUTRAL,2,0,2,0.005714285714285714,20.530035335689046,4.155301465897801
T58-132353,SHORT,WINNER,2.4326699834162504,BULLISH,2.0,-2,NEUTRAL,2,1,2,0.713903743315508,0.0690505548705302,3.474010911453461
T58-178897,SHORT,WINNER,2.1777777777777776,TRANSITION,0.0,0,NEUTRAL,2,0,2,0.6878048780487804,5.005586592178771,1.7036399561986433
T58-161597,LONG,WINNER,1.9744336569577308,BULLISH,2.0,2,NEUTRAL,2,0,2,0.0,11.466666666666667,1.5787994043435472
T58-210613,LONG,WINNER,2.208960573476824,BULLISH,2.0,2,NEUTRAL,2,0,0,0.044715447154471545,18.793478260869566,1.1747246671420697
T58-177801,LONG,WINNER,2.3038647342994616,BULLISH,2.0,2,NEUTRAL,2,1,2,0.21341463414634146,7.371428571428571,1.2405522523681642
T58-093544,LONG,WINNER,1.905128205128205,BULLISH,2.0,2,NEUTRAL,2,1,2,0.16666666666666666,7.954545454545455,0.963635482465049
T58-032314,SHORT,WINNER,1.654166666666923,BEARISH,-1.0,1,NEUTRAL,2,1,2,0.5333333333333333,1.0769230769230769,1.3265212416410248
T58-149090,SHORT,WINNER,2.339366963402581,BEARISH,-2.0,2,NEUTRAL,1,1,2,0.18699186991869918,3.60233918128655,2.049295245391954
T58-049938,SHORT,WINNER,2.1077294685991164,BEARISH,-2.0,2,NEUTRAL,2,0,2,0.0847457627118644,9.882352941176471,2.321464582988233
T58-010151,SHORT,WINNER,2.268660968660959,BEARISH,-1.5,2,NEUTRAL,2,0,2,0.6220095693779905,4.627615062761506,1.0472585738823061
T58-205765,LONG,WINNER,2.270621468926516,BEARISH,-2.0,-2,NEUTRAL,2,0,1,0.7891566265060241,7.08936170212766,1.7543038852338786
T58-014997,LONG,WINNER,0.9533333333333334,BULLISH,2.0,2,BULLISH,2,0,0,0.1,8.049999999999999,1.5992846709600999
T58-106370,LONG,WINNER,2.092982456140351,BULLISH,1.5,2,BEARISH,2,1,1,0.4819277108433735,5.016666666666667,1.4141858067890445
T58-198917,LONG,WINNER,2.3560283687943113,BULLISH,1.5,2,NEUTRAL,2,0,0,0.7096774193548387,4.243523316062176,1.1882171582983339
T58-038287,LONG,WINNER,1.7375586854462177,BULLISH,2.0,2,BULLISH,2,0,2,0.06666666666666667,15.555555555555555,2.249456240784547
T58-140518,LONG,WINNER,2.1484848484848484,BULLISH,2.0,2,NEUTRAL,1,0,3,0.0,9.549132947976878,1.593228290463842
T58-032015,SHORT,WINNER,1.8777777777777085,BULLISH,1.0,0,NEUTRAL,2,1,2,0.46296296296296297,1.3023255813953487,1.9213353486436087
T58-083701,LONG,WINNER,2.386750348675044,BULLISH,2.0,2,NEUTRAL,2,0,2,0.04790419161676647,9.87139689578714,6.368429443121252
T58-163227,LONG,WINNER,2.343091787439631,BULLISH,2.0,2,BULLISH,2,0,2,0.046232876712328765,17.301492537313433,2.7561015527334543
T58-043638,SHORT,WINNER,0.9533333333333334,BEARISH,-2.0,2,NEUTRAL,2,0,2,0.7169811320754716,6.0,1.2842158081160768
T58-168839,LONG,WINNER,1.778222222221849,BULLISH,2.0,2,NEUTRAL,2,0,3,0.01639344262295082,14.0,1.1472910535724985
T58-200866,SHORT,WINNER,2.268660968660892,TRANSITION,0.0,0,BEARISH,2,1,2,0.3509933774834437,4.979079497907949,1.5605516262419312
T58-007385,LONG,WINNER,1.8059829059830785,BULLISH,2.0,2,NEUTRAL,2,1,1,0.5409836065573771,5.36986301369863,0.9191330674069157
T58-046360,LONG,WINNER,2.235934959349556,BULLISH,2.0,2,BULLISH,2,0,0,0.12568306010928962,10.181818181818182,2.8105174301380336
T58-213738,LONG,WINNER,2.322513661202231,BULLISH,2.0,2,NEUTRAL,2,1,2,0.2265193370165746,5.730994152046784,0.8377625314450585
T58-048752,SHORT,WINNER,1.7039215686277918,BEARISH,-2.0,2,NEUTRAL,1,0,2,0.0,13.818181818181818,2.260569540808973
T58-215112,SHORT,WINNER,2.450608272506086,BEARISH,-1.0,1,NEUTRAL,2,1,2,0.5433589462129528,4.931414055884843,2.309640645801319
T58-044434,SHORT,WINNER,1.0369369369357861,BEARISH,-2.0,2,BEARISH,2,0,3,0.023809523809523808,10.436363636363637,1.8034005743656056
T58-018523,LONG,WINNER,1.8555555555555556,BULLISH,2.0,2,BULLISH,2,0,3,0.0,15.76842105263158,1.921661193830858
T58-012930,LONG,WINNER,2.199259259259308,BULLISH,2.0,2,BULLISH,2,0,2,0.014084507042253521,7.6616915422885565,1.9724596162432997
T58-128873,SHORT,WINNER,2.4493133583021196,BEARISH,-1.5,2,NEUTRAL,2,1,0,0.412109375,4.911421911421911,1.9653191929765264
T58-023991,LONG,WINNER,1.550292397661142,BULLISH,2.0,2,BULLISH,2,0,2,0.12903225806451613,12.0,2.126577833609165
T58-029811,LONG,WINNER,2.0835897435897746,NEUTRAL,-0.5,0,NEUTRAL,1,1,1,0.275,6.246153846153845,1.406786134415418
T58-140602,SHORT,WINNER,2.323093681917189,BEARISH,-2.0,2,NEUTRAL,2,1,3,0.5983263598326359,0.9746835443037974,1.409734729975079
T58-124964,SHORT,WINNER,2.4409024745269274,BEARISH,-1.5,2,NEUTRAL,1,0,0,0.06882217090069284,28.451612903225804,2.6422408467475877
T58-092854,LONG,WINNER,1.8705426356591988,TRANSITION,0.0,0,BULLISH,2,1,3,0.4074074074074074,5.397590361445783,0.8787777400874409
T58-031557,SHORT,WINNER,2.235934959349556,NEUTRAL,-0.5,0,BEARISH,2,1,2,0.15789473684210525,3.9609756097560975,1.0656452368723224
T58-177374,LONG,WINNER,2.2493827160495177,BULLISH,2.0,2,BULLISH,2,1,1,0.16666666666666666,6.4,1.326510627073225
T58-188416,SHORT,WINNER,2.327600849256964,BEARISH,-2.0,2,NEUTRAL,2,1,2,0.2840909090909091,5.547169811320755,1.5622955489954038
T58-181337,LONG,WINNER,2.358659704090499,BEARISH,-1.5,-2,NEUTRAL,2,0,0,0.7168367346938775,5.785488958990537,3.038248472391769
T58-210175,LONG,WINNER,2.3126874279123664,BULLISH,1.5,2,BULLISH,2,1,2,0.3443396226415094,5.549090909090909,0.863285221299959
T58-213289,SHORT,WINNER,2.4744774477447744,BEARISH,-2.0,2,NEUTRAL,2,0,3,0.6124454148471615,2.0326923076923076,3.191011416665967
T58-213877,SHORT,WINNER,2.4219980787704,BEARISH,-2.0,2,NEUTRAL,2,0,2,0.03709428129829984,12.695778748180496,2.5789877263933456
T58-089232,LONG,WINNER,2.2120567375886226,BULLISH,1.5,2,BEARISH,2,2,3,0.5020242914979757,8.61,1.995671171249716
T58-083719,LONG,WINNER,2.2089605734766113,BULLISH,2.0,2,NEUTRAL,2,2,2,0.43037974683544306,0.2978723404255319,1.8323891341536198
T58-083074,SHORT,WINNER,2.237216828479039,BEARISH,-2.0,2,BULLISH,2,1,1,0.38333333333333336,3.5601374570446738,1.6991870738213095
T58-197247,LONG,WINNER,2.4038484310242616,BULLISH,2.0,2,BEARISH,2,0,3,0.6691449814126395,1.696969696969697,2.301615459308761
T58-125618,LONG,WINNER,2.3189520624303,BULLISH,2.0,2,NEUTRAL,2,1,0,0.31521739130434784,11.356223175965665,1.4541204932681682
T58-038696,LONG,WINNER,1.550292397661142,BULLISH,1.0,1,NEUTRAL,2,1,2,0.20689655172413793,6.0754716981132075,1.1897135125299154
T58-002425,SHORT,WINNER,0.4179487179510484,BEARISH,-1.5,2,BEARISH,2,1,2,0.43333333333333335,3.36,1.3994141625549479
T58-173760,SHORT,WINNER,2.3195555555556258,TRANSITION,0.0,0,NEUTRAL,2,0,2,0.6610169491525424,4.861111111111111,0.7184568244380116
T58-201394,LONG,WINNER,2.1484848484848484,BULLISH,2.0,2,BULLISH,2,0,3,0.11290322580645161,4.2076502732240435,1.3923279795016779
T58-004519,SHORT,WINNER,0.1463768115912245,BEARISH,-2.0,2,NEUTRAL,2,1,1,0.4,5.703703703703703,1.2393413773398445
T58-100483,SHORT,WINNER,2.2636098981076747,BEARISH,-2.0,2,NEUTRAL,2,0,3,0.1437908496732026,7.220472440944882,1.2286612343734564
T58-117491,LONG,WINNER,2.3579177602799866,BULLISH,2.0,2,NEUTRAL,2,1,0,0.46683673469387754,8.53061224489796,1.4146993820236975
T58-132961,LONG,WINNER,2.353297199638648,NEUTRAL,-0.5,0,NEUTRAL,2,2,2,0.44715447154471544,0.10769230769230768,2.226819073221628
T58-176958,SHORT,WINNER,2.183430799220129,BEARISH,-2.0,2,NEUTRAL,2,0,2,0.07865168539325842,11.595959595959597,1.5734863522282856
T58-210711,SHORT,WINNER,2.1529914529915395,BEARISH,-2.0,2,BEARISH,2,1,3,0.2230769230769231,9.540740740740741,1.858868622008649
T58-202975,LONG,WINNER,2.188888888889097,BULLISH,2.0,2,NEUTRAL,2,0,2,0.04065040650406504,34.901408450704224,1.144745919986308
T58-056263,LONG,WINNER,2.1616666666666258,BULLISH,2.0,2,BULLISH,2,0,2,0.03355704697986577,10.56441717791411,2.507119040040736
T58-219440,LONG,WINNER,2.443669788414848,BULLISH,1.5,2,NEUTRAL,2,1,3,0.5657657657657658,3.9508196721311477,1.443582028338156
T58-167932,LONG,WINNER,1.9301754385969567,BULLISH,1.0,1,BULLISH,2,0,2,0.7037037037037037,4.909090909090909,1.183635741046197
T58-050007,SHORT,WINNER,2.2025641025641027,BULLISH,1.5,-2,NEUTRAL,2,0,2,0.7654320987654321,9.126582278481012,4.149040325040842
T58-125458,SHORT,WINNER,2.324811218985987,BEARISH,-1.5,2,NEUTRAL,1,0,0,0.6878612716763006,7.1768953068592065,1.621575572439262
T58-056740,LONG,WINNER,2.0373219373217837,BULLISH,2.0,2,NEUTRAL,1,0,2,0.009852216748768473,21.646153846153844,1.6911636417675593
T58-044572,SHORT,WINNER,1.5333333333333332,BEARISH,-1.0,1,NEUTRAL,2,1,2,0.4507042253521127,8.53125,1.824978186301914
T58-149778,SHORT,WINNER,2.2409888357256538,BEARISH,-2.0,2,NEUTRAL,2,1,2,0.4154929577464789,1.3611111111111112,1.8947991436051816
T58-205162,SHORT,WINNER,2.4281097830898704,NEUTRAL,0.5,0,NEUTRAL,2,0,1,0.7290167865707434,2.049222797927461,1.3794637145455722
T58-174891,LONG,WINNER,2.268660968660892,TRANSITION,0.0,0,NEUTRAL,2,1,1,0.23595505617977527,8.477064220183486,1.7473924298381593
T58-068457,LONG,WINNER,1.7457777777777777,BEARISH,-2.0,-2,NEUTRAL,2,0,2,0.6790830945558739,3.0886597938144327,3.036856511063711
T58-169680,SHORT,WINNER,2.396888888888889,TRANSITION,0.0,0,BEARISH,2,1,3,0.5958083832335329,2.7222222222222223,1.432096437019469
T58-106844,LONG,WINNER,2.391516366065473,BULLISH,1.5,2,NEUTRAL,2,1,1,0.054187192118226604,7.976261127596438,1.6736045062769775
T58-070790,SHORT,WINNER,2.1870905587667893,BEARISH,-2.0,2,BULLISH,2,1,1,0.2845528455284553,7.0,2.1422357754158345
T58-192249,LONG,WINNER,2.447595998709265,BULLISH,2.0,2,NEUTRAL,2,0,2,0.08450704225352113,7.679547596606974,2.8285548998626826
T58-144564,LONG,WINNER,2.0562841530056764,BULLISH,1.5,2,NEUTRAL,2,0,2,0.6296296296296297,4.179104477611941,1.2761159652924585
T58-114728,SHORT,WINNER,2.333946830265819,NEUTRAL,-0.5,0,NEUTRAL,2,0,3,0.622568093385214,4.178461538461538,1.7656820834168903
T58-039003,SHORT,WINNER,2.0803617571059116,BEARISH,-1.5,2,NEUTRAL,2,0,2,0.6141732283464567,5.965217391304348,1.7937171547434692
T58-157866,SHORT,WINNER,2.007878787878614,BULLISH,1.0,0,NEUTRAL,2,1,1,0.5638297872340425,5.035087719298246,1.146100042331297
T58-153874,SHORT,WINNER,2.422776985259156,BEARISH,-2.0,2,NEUTRAL,2,1,2,0.4372384937238494,5.538235294117647,2.4935431361561564
T58-018537,SHORT,WINNER,2.362256149279057,BEARISH,-2.0,2,NEUTRAL,2,0,2,0.07194244604316546,4.63076923076923,3.2971256002306353
T58-093245,SHORT,WINNER,1.654166666666923,NEUTRAL,-0.5,0,NEUTRAL,2,1,2,0.43859649122807015,7.0,1.0137394072358479
T58-158656,LONG,WINNER,2.007878787878614,BULLISH,2.0,2,NEUTRAL,2,0,2,0.04032258064516129,14.0,3.0889940052391167
T58-117101,LONG,WINNER,2.35828970331586,BULLISH,2.0,2,BULLISH,2,0,1,0.09342560553633218,10.361581920903955,2.1189049759624696
T58-181321,SHORT,WINNER,2.141501103752944,BEARISH,-2.0,2,NEUTRAL,2,1,2,0.515625,5.076023391812866,0.9460339149696224
T58-035757,LONG,WINNER,2.0562841530054294,BULLISH,2.0,2,BULLISH,2,0,2,0.04054054054054054,8.016129032258064,2.0460939162970715
T58-028756,LONG,WINNER,1.9476190476190476,TRANSITION,0.0,0,BULLISH,2,1,3,0.2638888888888889,6.934579439252336,1.6804048658394246
T58-050483,SHORT,WINNER,2.1438596491228754,BEARISH,-2.0,2,NEUTRAL,2,0,1,0.11688311688311688,6.4324324324324325,1.693787653274773
T58-013272,SHORT,WINNER,0.8083333333338463,BEARISH,-2.0,2,BEARISH,2,1,2,0.15789473684210525,6.787878787878788,2.2163507895339523
T58-129548,SHORT,WINNER,2.275380359612779,BULLISH,1.5,-2,NEUTRAL,2,0,2,0.6926829268292682,0.6363636363636364,2.554616054933866
T58-056410,LONG,WINNER,1.7039215686269968,BULLISH,2.0,2,NEUTRAL,2,1,1,0.296875,10.5,2.0276645707653502
T58-160331,SHORT,WINNER,2.4074643874643997,BEARISH,-2.0,2,NEUTRAL,2,0,2,0.11827956989247312,7.242902208201893,2.684633683036111
T58-001972,LONG,WINNER,0.4179487179510484,BULLISH,1.0,1,BULLISH,2,1,1,0.4878048780487805,11.76,1.999972174944672
T58-122508,SHORT,WINNER,1.9744336569577308,NEUTRAL,0.5,0,BEARISH,2,1,1,0.3383458646616541,2.8518518518518516,1.188237643239152
T58-185312,SHORT,WINNER,2.2666666666665494,BULLISH,2.0,-2,NEUTRAL,2,0,3,0.7745098039215687,5.432835820895522,1.2344429384260354
T58-149478,LONG,WINNER,2.2550527903468436,BULLISH,1.5,2,BULLISH,2,0,0,0.08064516129032258,16.08372093023256,1.529410873983024
T58-209483,SHORT,WINNER,2.3248112189859103,BEARISH,-2.0,2,NEUTRAL,2,0,2,0.08571428571428572,9.45646437994723,1.4506817245995476
T58-210783,SHORT,WINNER,2.3500461680517404,BEARISH,-2.0,2,BEARISH,2,0,2,0.1348314606741573,11.11340206185567,1.6803521452576924
T58-078616,LONG,WINNER,2.2482170542635203,BULLISH,2.0,2,NEUTRAL,2,0,2,0.08235294117647059,9.133047210300429,2.4184142009698775
T58-171428,LONG,WINNER,2.229333333333438,BEARISH,-1.0,0,BEARISH,2,1,3,0.3442622950819672,5.628140703517588,1.0217229850943903
T58-081725,LONG,WINNER,2.1777777777777776,BULLISH,2.0,2,BULLISH,2,0,2,0.0379746835443038,10.747474747474747,2.139720262191973
T58-214107,SHORT,WINNER,2.472604588394063,BEARISH,-2.0,2,NEUTRAL,2,0,2,0.017080745341614908,2.5923650724001757,3.8886091302213655
T58-148431,SHORT,WINNER,2.4082485875706277,BEARISH,-2.0,2,NEUTRAL,2,0,3,0.016494845360824743,14.86572438162544,3.34988647798987
T58-112921,LONG,WINNER,2.199259259259194,BULLISH,2.0,2,NEUTRAL,2,0,2,0.0851063829787234,7.882882882882883,1.7113225043444888
T58-112937,LONG,WINNER,2.2446540880503614,TRANSITION,0.0,0,BULLISH,2,1,1,0.4782608695652174,1.9029126213592233,1.2924583106944303
T58-172430,SHORT,WINNER,2.356410256410301,BEARISH,-2.0,2,BEARISH,2,0,2,0.008771929824561403,6.768867924528302,3.1449648054710764
T58-165110,LONG,WINNER,2.0412429378535597,BULLISH,1.5,2,NEUTRAL,2,1,1,0.5068493150684932,4.5,0.6234421126018176
T58-217388,SHORT,WINNER,2.3560283687943113,BEARISH,-2.0,2,BEARISH,2,0,0,0.11721611721611722,7.777777777777778,3.159887853591359
T58-015581,SHORT,WINNER,2.155201698513779,BEARISH,-2.0,2,BEARISH,2,0,2,0.08275862068965517,12.090909090909092,3.802142915409477
T58-075323,SHORT,WINNER,2.3660066006600533,BEARISH,-2.0,2,BEARISH,2,1,3,0.19382022471910113,8.85022026431718,2.621338054393618
T58-045837,SHORT,WINNER,2.3334358974358924,NEUTRAL,0.5,0,NEUTRAL,2,0,2,0.7370304114490162,14.145833333333332,2.3048355277123425
T58-198455,LONG,WINNER,2.0703703703703704,BULLISH,2.0,2,NEUTRAL,2,1,1,0.17721518987341772,7.647058823529412,1.299124163112468
T58-095203,SHORT,WINNER,1.930175438596142,TRANSITION,0.0,0,BULLISH,2,1,3,0.631578947368421,0.4719101123595506,1.1553467559610915
T58-073821,SHORT,WINNER,2.3113821138211383,TRANSITION,0.0,0,NEUTRAL,2,1,3,0.545045045045045,0.9735099337748344,1.8779002574343802
T58-145527,SHORT,WINNER,2.2057971014493374,BEARISH,-2.0,2,NEUTRAL,2,1,2,0.3389830508474576,4.55,1.8861363453032904
T58-212758,SHORT,WINNER,2.367967479674822,BEARISH,-2.0,2,BEARISH,2,1,2,0.17857142857142858,3.014851485148515,1.967791170326678
T58-009805,SHORT,WINNER,1.654166666666923,BEARISH,-2.0,2,NEUTRAL,2,1,2,0.30952380952380953,5.970588235294118,1.8016816675823966
T58-070333,LONG,WINNER,2.325937834941083,BULLISH,2.0,2,NEUTRAL,2,0,2,0.07023411371237458,11.313953488372093,3.839435006328478
T58-123504,LONG,WINNER,2.2397435897435414,BULLISH,2.0,2,NEUTRAL,2,0,0,0.0825242718446602,12.844660194174757,2.139074722209799
T58-218740,LONG,WINNER,2.402812687013778,NEUTRAL,0.5,0,BULLISH,2,1,2,0.17597765363128492,5.279863481228669,1.028499257282736
T58-121259,LONG,WINNER,2.3126874279123664,BULLISH,1.5,2,NEUTRAL,2,1,2,0.22627737226277372,4.741214057507987,1.43758241692497
T58-003199,LONG,WINNER,1.2970370370367776,BULLISH,2.0,2,NEUTRAL,1,0,2,0.11764705882352941,13.404255319148936,2.347344943822241
T58-124195,LONG,WINNER,2.42614824920418,BULLISH,2.0,2,NEUTRAL,2,1,0,0.2831858407079646,10.310679611650485,2.3451266803262123
T58-122462,LONG,WINNER,2.4282051282051245,NEUTRAL,0.5,0,NEUTRAL,2,0,2,0.6241007194244604,3.802929427430093,3.78779156029353
T58-105555,LONG,WINNER,2.2150877192982747,BULLISH,2.0,2,BULLISH,2,1,3,0.3082191780821918,7.326424870466321,0.9585297735720336
T58-168182,LONG,WINNER,2.3639865996650316,NEUTRAL,-0.5,0,NEUTRAL,2,1,3,0.1810344827586207,10.783783783783784,2.0657032830927777
T58-132563,LONG,WINNER,2.380763582966221,BULLISH,1.5,2,NEUTRAL,2,1,2,0.3446969696969697,5.40625,1.5079406443079808
T58-056434,SHORT,WINNER,2.2346405228758424,TRANSITION,0.0,0,NEUTRAL,2,1,3,0.47692307692307695,4.451612903225806,3.215666675086385
T58-015290,SHORT,WINNER,0.7537634408596685,BEARISH,-2.0,2,NEUTRAL,1,1,2,0.26666666666666666,4.666666666666667,0.6759090867493099
T58-165165,LONG,WINNER,2.3717219589257623,BULLISH,2.0,2,BULLISH,2,0,2,0.06497175141242938,10.903529411764707,5.651869889577193
T58-051131,LONG,WINNER,2.2516819571865665,BULLISH,2.0,2,NEUTRAL,2,1,0,0.23076923076923078,9.090909090909092,4.872370752928407
T58-186108,SHORT,WINNER,2.2980099502487854,BULLISH,2.0,-2,NEUTRAL,2,0,3,0.7898089171974523,2.2899628252788102,1.9773201948773609
T58-086048,SHORT,WINNER,2.293384223918621,BEARISH,-2.0,2,NEUTRAL,2,0,2,0.05161290322580645,13.27741935483871,2.536501905497783
T58-123116,LONG,WINNER,2.3038647342995584,BULLISH,1.0,1,NEUTRAL,2,1,2,0.27358490566037735,8.38910505836576,2.08108394716744
T58-099588,SHORT,WINNER,2.1834307992203805,TRANSITION,0.0,0,NEUTRAL,2,1,2,0.3884297520661157,6.1301775147929,1.6957513513090372
T58-159813,LONG,WINNER,2.3823188405797002,BULLISH,2.0,2,BULLISH,2,0,2,0.04316546762589928,5.702586206896552,2.1838430116355294
T58-023309,LONG,WINNER,1.9301754385965495,BULLISH,2.0,2,BULLISH,2,0,2,0.02631578947368421,9.418181818181818,3.7756472705865844
T58-194552,SHORT,WINNER,2.3948867313916016,NEUTRAL,0.5,0,NEUTRAL,2,0,0,0.8181818181818182,1.1232876712328768,1.3223518780317984
T58-099987,LONG,WINNER,2.333435897435927,BULLISH,2.0,2,BULLISH,2,2,2,0.18545454545454546,9.361194029850747,2.1253926932550034
T58-143648,LONG,WINNER,2.048888888888962,BULLISH,1.5,2,BULLISH,2,0,0,0.12857142857142856,7.23728813559322,0.6481749090264775
T58-017707,LONG,WINNER,2.1048661800486896,BULLISH,1.5,2,NEUTRAL,2,0,2,0.012738853503184714,16.19402985074627,1.2742890709964971
T58-162463,SHORT,WINNER,2.007878787878614,BULLISH,1.5,-2,BEARISH,2,0,2,0.7545454545454545,37.633027522935784,0.6537895070957658
T58-216290,LONG,WINNER,2.4232151300236366,BULLISH,2.0,2,NEUTRAL,2,0,3,0.03409090909090909,5.811965811965812,1.7388501949834625
T58-151654,SHORT,WINNER,2.3560283687943113,BEARISH,-2.0,2,BEARISH,2,0,2,0.07086614173228346,7.551724137931035,3.1101780894196267
T58-209130,SHORT,WINNER,2.4596321153368157,BEARISH,-2.0,2,NEUTRAL,2,0,0,0.11711711711711711,8.365853658536587,5.872708835228757
T58-034384,LONG,WINNER,1.8631372549021061,BULLISH,2.0,2,BULLISH,2,1,2,0.375,5.568181818181818,1.1964215280968766
T58-205641,LONG,WINNER,2.2057971014493374,BULLISH,2.0,2,BULLISH,2,0,2,0.05,10.192982456140351,3.1018493036499293
T58-093063,SHORT,WINNER,2.2458528951487393,BEARISH,-2.0,2,NEUTRAL,2,0,2,0.044642857142857144,7.527638190954774,3.528730511368659
T58-213354,SHORT,WINNER,2.3639865996650316,BEARISH,-2.0,2,NEUTRAL,2,0,2,0.018404907975460124,5.714285714285714,1.9526481768016795
T58-018682,LONG,WINNER,2.1077294685991164,BULLISH,2.0,2,BULLISH,2,0,2,0.049019607843137254,11.242424242424242,1.861769030471738
T58-017295,LONG,WINNER,1.6268817204298343,BULLISH,1.5,2,NEUTRAL,1,1,2,0.2708333333333333,6.363636363636364,1.852011188409266
T58-094820,LONG,WINNER,2.141501103752621,BULLISH,2.0,2,NEUTRAL,2,1,1,0.19642857142857142,18.433333333333334,2.245197262874943
T58-166083,SHORT,WINNER,2.4394481730052173,BEARISH,-2.0,2,NEUTRAL,2,1,0,0.15625,16.54719562243502,3.027280838763393
T58-098958,SHORT,WINNER,2.1573839662445993,BEARISH,-2.0,2,NEUTRAL,2,0,2,0.016129032258064516,12.467153284671532,2.3933355423726534
T58-181913,LONG,WINNER,2.4103752759381956,BULLISH,2.0,2,NEUTRAL,2,1,1,0.21722846441947566,4.836363636363636,1.6989650395886498
T58-008418,LONG,WINNER,2.188888888888854,BULLISH,2.0,2,NEUTRAL,2,0,2,0.017543859649122806,11.878787878787879,1.7048630781517904
T58-083909,LONG,WINNER,2.3843304843304796,BULLISH,1.0,1,NEUTRAL,2,1,2,0.41883116883116883,7.5144766146993325,1.9859339651329948
T58-011386,SHORT,WINNER,2.339366963402581,BEARISH,-2.0,2,NEUTRAL,2,1,2,0.25213675213675213,6.749311294765841,2.5002539956646603
T58-035679,LONG,WINNER,2.020943952802442,BULLISH,2.0,2,BULLISH,2,0,2,0.03389830508474576,11.91044776119403,2.9148772955816002
T58-119589,SHORT,WINNER,2.414345991561187,BEARISH,-2.0,2,NEUTRAL,1,1,3,0.4805194805194805,3.5054773082942097,1.7185244575368206
T58-093420,SHORT,WINNER,2.279945799458012,BEARISH,-2.0,2,NEUTRAL,2,1,0,0.36054421768707484,5.415637860082304,1.8650676062539693
T58-010822,SHORT,WINNER,2.3059737156511213,BEARISH,-2.0,2,NEUTRAL,2,1,2,0.21973094170403587,6.161971830985916,2.2627406438100848
T58-055495,LONG,WINNER,1.7375586854462177,BULLISH,2.0,2,BULLISH,2,0,2,0.056074766355140186,4.586206896551723,1.0641685901655513
T58-152912,SHORT,WINNER,2.07375328083996,BEARISH,-1.5,2,NEUTRAL,2,1,2,0.1518987341772152,6.999999999999999,1.2598363783925586
T58-122343,LONG,WINNER,2.2646376811594005,BULLISH,1.0,1,NEUTRAL,2,1,2,0.43283582089552236,5.267326732673268,1.263604574982478
T58-003870,LONG,WINNER,1.6671794871791143,BEARISH,-1.0,0,BULLISH,2,1,1,0.4166666666666667,4.59375,1.4220572082632512
T58-003486,LONG,WINNER,0.5666666666666667,BEARISH,-1.0,0,NEUTRAL,1,1,1,0.7391304347826086,3.0,1.5453215223039938
T58-136855,SHORT,WINNER,2.118779342723109,BEARISH,-2.0,2,BEARISH,2,0,3,0.05555555555555555,7.57037037037037,1.1751086081510589
T58-110507,LONG,WINNER,2.349210770659255,BULLISH,2.0,2,BULLISH,2,0,0,0.06756756756756757,17.19881305637982,2.2042060521061146
T58-095256,SHORT,WINNER,2.173895582329241,BULLISH,2.0,-2,BEARISH,2,0,2,0.696969696969697,1.4860335195530725,1.724518379357723
