variant,N,AvgR,PF,TotalR,WinRate,MaxDD,median_delay,median_improvement_atr,median_deterioration_atr,missed_rate
X0,48328,-0.17215675165382316,0.8089762562446154,-8319.991493925965,0.3396374772388677,8862.063385442107,0.0,0.0,0.0,0.0
X1,46975,-0.48731610327231606,0.5230574723610234,-22891.673951217046,0.24911122937732835,22892.091899933053,1.0,0.0,0.19215686274509802,0.0
X2,47042,-0.35609825038603454,0.6333717018735545,-16751.573894659836,0.2866374728965605,16753.337746861223,1.0,0.0,0.2142174269325321,0.0
E5,48328,-0.17215675165382316,0.8089762562446154,-8319.991493925965,0.3396374772388677,8862.063385442107,0.0,0.0,0.0,0.0
