trade_id,direction,system,A_eventual_5m,B_at_horizon_5m,A_eventual_10m,B_at_horizon_10m,A_eventual_15m,B_at_horizon_15m,A_eventual_30m,B_at_horizon_30m,A_eventual_60m,B_at_horizon_60m,C_target_before_stop,D_stop_before_target
T58-006258,LONG,A,True,False,True,False,True,False,True,False,True,False,False,True
T58-102630,LONG,A,True,True,True,True,True,True,True,True,True,False,False,True
T58-117864,LONG,A,True,True,True,False,True,False,True,False,True,False,False,True
T58-205342,SHORT,A,True,False,True,False,True,False,True,False,True,False,False,True
T58-100612,SHORT,A,True,False,True,False,True,False,True,True,True,True,False,True
T58-209673,SHORT,A,False,True,False,True,False,True,False,True,False,True,False,True
T58-076443,SHORT,A,True,False,True,False,True,False,True,False,True,False,False,True
T58-169131,LONG,A,False,False,True,True,True,True,True,True,True,True,False,True
T58-118847,SHORT,A,False,False,False,True,True,False,True,True,True,True,False,True
T58-187491,SHORT,A,False,False,True,False,True,False,True,True,True,True,False,True
T58-074755,LONG,A,True,False,True,False,True,True,True,True,True,True,False,True
T58-134773,LONG,A,True,False,True,True,True,True,True,False,True,True,False,True
T58-147192,SHORT,A,True,True,True,True,True,True,True,True,True,True,False,True
T58-062485,LONG,A,True,False,True,False,True,True,True,True,True,False,False,True
T58-216382,SHORT,A,True,True,True,True,True,True,True,True,True,True,False,True
T58-000550,LONG,A,True,True,True,False,True,True,True,False,True,False,True,False
T58-028228,LONG,A,True,False,True,True,True,True,True,False,True,False,False,True
T58-013003,SHORT,A,True,True,True,True,True,False,True,False,True,True,True,False
T58-132024,LONG,A,False,False,True,True,True,True,True,True,True,True,False,True
T58-153205,LONG,A,False,False,True,False,True,False,True,False,True,False,False,True
T58-131772,SHORT,A,True,False,True,True,True,False,True,False,True,True,False,True
T58-221468,SHORT,A,False,True,True,False,True,False,True,True,True,False,False,True
T58-218513,SHORT,A,False,True,False,True,False,True,True,False,True,False,False,True
T58-122613,SHORT,A,True,False,True,True,True,True,True,False,True,False,True,False
T58-179568,LONG,A,False,False,True,False,True,True,True,True,True,False,False,True
T58-010313,LONG,A,True,False,True,True,True,True,True,True,True,True,False,True
T58-110596,LONG,A,False,False,False,False,False,False,False,False,False,False,False,True
T58-145938,SHORT,A,True,False,True,False,True,False,True,False,True,False,True,False
T58-055109,LONG,A,True,False,True,False,True,False,True,False,True,False,False,True
T58-220218,SHORT,A,True,True,True,True,True,True,True,True,True,True,False,True
T58-071343,LONG,A,False,False,True,False,True,False,True,False,True,False,False,True
T58-187486,LONG,A,True,True,True,True,True,True,True,False,True,True,False,True
T58-104220,LONG,A,True,True,True,True,True,True,True,True,True,True,True,False
T58-098868,SHORT,A,True,True,True,True,True,True,True,True,True,True,False,True
T58-030597,SHORT,A,True,False,True,False,True,False,True,True,True,True,True,False
T58-214403,SHORT,A,True,False,True,False,True,False,True,False,True,False,True,False
T58-078639,SHORT,A,True,False,True,False,True,False,True,False,True,False,True,False
T58-110238,SHORT,A,True,False,True,False,True,False,True,False,True,True,True,False
T58-116465,SHORT,A,True,False,True,True,True,False,True,False,True,False,False,True
T58-019084,LONG,A,True,True,True,True,True,True,True,True,True,False,True,False
T58-021139,SHORT,A,False,True,True,False,True,True,True,False,True,False,False,True
T58-068074,LONG,A,True,True,True,False,True,False,True,False,True,False,True,False
T58-094879,SHORT,A,True,True,True,True,True,False,True,False,True,False,False,True
T58-171969,SHORT,A,False,True,True,False,True,False,True,True,True,True,False,True
T58-132864,SHORT,A,True,False,True,False,True,False,True,True,True,True,True,False
T58-074963,SHORT,A,True,True,True,True,True,True,True,True,True,False,False,True
T58-182581,LONG,A,False,False,False,False,False,False,False,False,True,True,False,True
T58-014974,LONG,A,False,False,False,False,False,False,False,False,False,False,False,True
T58-007163,SHORT,A,True,True,True,True,True,True,True,True,True,True,False,True
T58-157226,SHORT,A,False,True,True,False,True,False,True,False,True,True,False,True
T58-117090,LONG,A,True,True,True,True,True,True,True,False,True,False,True,False
T58-177891,LONG,A,True,True,True,True,True,True,True,True,True,False,True,False
T58-026242,SHORT,A,False,True,False,False,False,False,True,False,True,False,False,True
T58-062448,LONG,A,True,True,True,False,True,False,True,False,True,False,False,True
T58-152732,LONG,A,True,True,True,True,True,True,True,True,True,False,False,True
T58-039873,SHORT,A,True,False,True,False,True,True,True,True,True,True,False,True
T58-202689,SHORT,A,True,False,True,False,True,False,True,False,True,False,False,True
T58-029176,LONG,A,False,False,True,True,True,True,True,True,True,True,False,True
T58-171493,LONG,A,True,True,True,True,True,True,True,True,True,True,False,True
T58-066596,LONG,A,False,False,True,True,True,False,True,True,True,False,False,True
T58-168739,LONG,A,False,False,True,False,True,True,True,True,True,False,False,True
T58-021802,LONG,A,False,False,False,False,False,False,False,False,False,False,False,True
T58-116116,LONG,A,True,False,True,False,True,False,True,False,True,False,False,True
T58-048022,LONG,A,False,False,False,False,False,False,False,False,False,False,False,True
T58-065316,SHORT,A,True,False,True,False,True,False,True,False,True,False,True,False
T58-006492,SHORT,A,True,False,True,False,True,False,True,False,True,False,False,True
T58-096165,LONG,A,True,True,True,True,True,False,True,False,True,True,False,True
T58-223021,SHORT,A,True,False,True,False,True,False,True,True,True,False,True,False
T58-166395,SHORT,A,True,True,True,True,True,True,True,False,True,False,False,True
T58-196017,LONG,A,True,True,True,True,True,True,True,True,True,True,True,False
T58-068195,LONG,A,True,False,True,False,True,False,True,False,True,False,False,True
T58-142758,SHORT,A,False,False,True,True,True,False,True,False,True,False,False,True
T58-072095,SHORT,A,True,False,True,True,True,True,True,True,True,False,True,False
T58-001198,SHORT,A,False,False,True,False,True,False,True,False,True,False,False,True
T58-049744,LONG,A,True,True,True,True,True,True,True,True,True,True,False,True
T58-042003,SHORT,A,True,False,True,False,True,False,True,False,True,False,True,False
T58-022187,SHORT,A,False,True,True,True,True,True,True,True,True,True,False,True
T58-036971,SHORT,A,True,True,True,True,True,True,True,True,True,False,False,True
T58-110844,LONG,A,True,True,True,False,True,False,True,False,True,False,False,True
T58-138172,SHORT,A,True,False,True,False,True,False,True,False,True,False,False,True
T58-186960,SHORT,A,True,False,True,True,True,True,True,True,True,True,False,True
T58-189549,SHORT,A,True,False,True,False,True,False,True,False,True,False,False,True
T58-115679,SHORT,A,True,False,True,False,True,False,True,False,True,True,True,False
T58-142828,LONG,A,True,True,True,True,True,False,True,False,True,True,False,True
T58-135517,SHORT,A,False,True,False,True,False,True,False,True,False,True,False,True
T58-016387,SHORT,A,True,True,True,True,True,True,True,True,True,False,False,True
T58-139209,LONG,A,True,False,True,False,True,False,True,False,True,False,False,True
T58-075654,LONG,A,True,True,True,True,True,True,True,True,True,True,True,False
T58-006685,LONG,A,True,False,True,False,True,False,True,False,True,False,True,False
T58-020341,SHORT,A,True,False,True,False,True,False,True,True,True,True,True,False
T58-127790,LONG,A,False,False,False,False,False,False,True,True,True,False,False,True
T58-027608,SHORT,A,True,False,True,False,True,False,True,False,True,False,True,False
T58-111816,SHORT,A,True,False,True,False,True,False,True,False,True,False,True,False
T58-041672,SHORT,A,True,False,True,False,True,False,True,True,True,True,False,True
T58-088839,LONG,A,True,True,True,True,True,True,True,True,True,False,True,False
T58-010415,SHORT,A,True,False,True,True,True,True,True,True,True,True,False,True
T58-027295,LONG,A,True,True,True,True,True,True,True,True,True,False,True,False
T58-216365,SHORT,A,True,False,True,True,True,True,True,False,True,False,False,True
T58-027534,SHORT,A,False,True,False,True,False,True,False,True,False,True,False,True
T58-221192,SHORT,A,True,False,True,False,True,False,True,False,True,False,True,False
T58-166503,LONG,A,False,False,True,True,True,True,True,True,True,True,False,True
T58-057527,SHORT,A,True,False,True,False,True,False,True,True,True,False,True,False
T58-128003,SHORT,A,True,False,True,True,True,True,True,False,True,False,False,True
T58-190529,LONG,A,True,False,True,True,True,True,True,True,True,True,True,False
T58-212940,LONG,A,True,True,True,True,True,True,True,True,True,True,False,True
T58-057596,LONG,A,True,True,True,True,True,True,True,True,True,True,True,False
T58-046297,SHORT,A,False,True,True,True,True,True,True,True,True,True,False,True
T58-075901,SHORT,A,False,True,False,True,False,True,False,True,False,True,False,True
T58-061201,LONG,A,True,True,True,True,True,True,True,True,True,True,True,False
T58-074783,LONG,A,True,True,True,True,True,True,True,False,True,True,True,False
T58-022608,SHORT,A,True,False,True,False,True,False,True,False,True,False,True,False
T58-004623,SHORT,A,True,False,True,True,True,True,True,True,True,False,False,True
T58-094586,LONG,A,True,True,True,True,True,False,True,False,True,False,True,False
T58-098958,SHORT,A,True,False,True,False,True,False,True,False,True,False,True,False
T58-098397,LONG,A,True,False,True,True,True,True,True,True,True,True,False,True
T58-166220,LONG,A,True,True,True,True,True,True,True,True,True,True,True,False
T58-130650,LONG,A,True,True,True,True,True,False,True,False,True,False,False,True
T58-172953,LONG,A,False,False,False,False,False,False,False,False,False,False,False,True
T58-082797,SHORT,A,True,False,True,False,True,False,True,False,True,False,False,True
T58-109567,SHORT,A,True,False,True,False,True,False,True,False,True,False,False,True
T58-061150,SHORT,A,False,True,False,True,True,False,True,False,True,False,False,True
T58-212188,LONG,A,True,True,True,True,True,True,True,True,True,True,True,False
T58-103408,LONG,A,False,False,False,False,False,False,True,False,True,False,False,True
T58-029000,LONG,A,False,True,False,False,True,False,True,False,True,False,False,True
T58-211699,LONG,A,False,False,False,False,False,False,False,False,False,False,False,True
T58-173494,SHORT,A,True,False,True,False,True,False,True,False,True,False,True,False
T58-184910,LONG,A,True,False,True,False,True,False,True,True,True,True,False,True
T58-065449,SHORT,A,True,True,True,False,True,False,True,False,True,True,False,True
T58-034012,SHORT,A,True,False,True,False,True,False,True,False,True,False,True,False
T58-194595,SHORT,A,True,True,True,True,True,True,True,True,True,True,False,True
T58-166401,LONG,A,True,True,True,True,True,True,True,False,True,False,False,True
T58-025839,SHORT,A,True,False,True,False,True,False,True,False,True,False,True,False
T58-185645,LONG,A,False,False,False,False,False,False,False,False,True,True,False,True
T58-063483,SHORT,A,True,False,True,False,True,False,True,False,True,True,True,False
T58-034347,SHORT,A,True,False,True,False,True,False,True,False,True,False,True,False
T58-176636,LONG,A,True,True,True,True,True,True,True,False,True,True,True,False
T58-136838,LONG,A,True,False,True,False,True,False,True,True,True,True,False,True
T58-047191,SHORT,A,True,False,True,False,True,False,True,False,True,True,True,False
T58-221571,SHORT,A,True,False,True,False,True,False,True,False,True,False,False,True
T58-110608,SHORT,A,False,True,False,True,False,True,True,False,True,False,False,True
T58-027895,LONG,A,True,True,True,False,True,False,True,True,True,False,False,True
T58-100218,LONG,A,True,True,True,True,True,False,True,False,True,False,True,False
T58-034049,LONG,A,False,False,False,False,True,True,True,True,True,True,False,True
T58-015984,SHORT,A,True,False,True,False,True,False,True,False,True,False,True,False
T58-113344,LONG,A,True,True,True,True,True,True,True,True,True,True,True,False
T58-156283,LONG,A,True,False,True,False,True,False,True,True,True,True,True,False
T58-140202,SHORT,A,True,True,True,True,True,True,True,True,True,True,False,True
T58-078277,LONG,A,True,True,True,False,True,False,True,False,True,True,False,True
T58-056694,SHORT,A,False,True,True,False,True,False,True,True,True,True,False,True
T58-090446,LONG,A,True,False,True,False,True,True,True,True,True,True,False,True
T58-221969,LONG,A,True,True,True,True,True,True,True,True,True,True,True,False
T58-179470,SHORT,A,True,False,True,True,True,True,True,True,True,False,False,True
T58-018527,LONG,A,False,False,True,True,True,True,True,True,True,False,False,True
T58-119377,LONG,A,True,True,True,True,True,True,True,True,True,False,True,False
T58-131512,LONG,A,True,True,True,True,True,True,True,True,True,True,True,False
T58-223160,LONG,A,False,False,False,False,False,False,True,True,True,False,False,True
T58-136213,LONG,A,False,False,False,False,False,False,False,False,False,False,False,True
T58-038364,SHORT,A,True,False,True,False,True,False,True,False,True,False,True,False
T58-056176,SHORT,A,True,True,True,True,True,True,True,True,True,True,False,True
T58-040390,LONG,A,True,False,True,True,True,False,True,False,True,False,False,True
T58-216179,LONG,A,True,True,True,False,True,True,True,True,True,True,True,False
T58-016884,LONG,A,True,True,True,True,True,True,True,True,True,True,True,False
T58-103735,SHORT,A,True,False,True,False,True,False,True,False,True,False,True,False
T58-110965,LONG,A,True,True,True,True,True,True,True,True,True,True,True,False
T58-045021,LONG,A,True,False,True,True,True,True,True,True,True,False,True,False
T58-119931,LONG,A,True,True,True,True,True,True,True,True,True,True,True,False
T58-020424,SHORT,A,True,False,True,False,True,False,True,False,True,False,False,True
T58-070275,LONG,A,True,True,True,True,True,True,True,True,True,True,True,False
T58-193398,SHORT,A,True,False,True,False,True,True,True,True,True,True,False,True
T58-201028,SHORT,A,True,False,True,True,True,True,True,False,True,True,False,True
T58-060446,LONG,A,True,True,True,True,True,False,True,True,True,False,False,True
T58-066981,LONG,A,False,False,False,False,False,False,False,False,False,False,False,True
T58-075669,LONG,A,False,False,True,False,True,False,True,False,True,False,False,True
T58-203768,SHORT,A,True,False,True,True,True,True,True,False,True,False,False,True
T58-044741,SHORT,A,False,True,False,True,True,True,True,False,True,False,False,True
T58-117524,SHORT,A,True,False,True,True,True,True,True,False,True,True,False,True
T58-063991,LONG,A,True,False,True,False,True,False,True,False,True,True,False,True
T58-115692,SHORT,A,True,False,True,False,True,True,True,True,True,True,False,True
T58-162822,SHORT,A,True,False,True,False,True,False,True,True,True,True,True,False
T58-050822,LONG,A,True,True,True,False,True,True,True,True,True,False,False,False
T58-131490,SHORT,A,True,False,True,False,True,False,True,True,True,True,False,True
T58-130814,LONG,A,True,False,True,False,True,True,True,True,True,True,False,True
T58-195261,SHORT,A,True,True,True,False,True,True,True,False,True,False,False,True
T58-130931,SHORT,A,True,False,True,False,True,False,True,False,True,False,True,False
T58-075033,LONG,A,False,False,False,False,True,True,True,True,True,True,False,True
T58-207393,LONG,A,True,False,True,False,True,False,True,False,True,False,False,True
T58-147426,SHORT,A,True,True,True,False,True,False,True,True,True,False,False,True
T58-067232,LONG,A,True,True,True,True,True,True,True,True,True,True,True,False
T58-217817,LONG,A,True,True,True,True,True,True,True,True,True,True,True,False
T58-157819,SHORT,A,True,False,True,True,True,True,True,True,True,True,False,True
T58-134541,SHORT,A,False,True,False,True,False,True,False,True,False,True,False,True
T58-038243,LONG,A,True,False,True,False,True,False,True,False,True,False,False,True
T58-094137,LONG,A,True,False,True,False,True,False,True,False,True,True,False,True
T58-163141,LONG,A,False,False,False,False,False,False,False,False,True,True,False,True
T58-166083,SHORT,A,True,False,True,False,True,True,True,False,True,False,True,False
T58-103840,LONG,A,True,True,True,False,True,False,True,False,True,False,False,True
T58-031469,LONG,A,True,False,True,True,True,False,True,False,True,False,False,True
T58-222188,SHORT,A,False,True,False,True,True,False,True,False,True,False,False,True
T58-029858,SHORT,A,True,True,True,False,True,False,True,False,True,False,False,True
T58-023725,LONG,A,True,True,True,True,True,True,True,False,True,True,True,False
T58-120147,SHORT,A,False,False,True,True,True,False,True,False,True,True,False,True
T58-076818,LONG,A,False,False,False,False,True,True,True,True,True,False,False,True
T58-018105,LONG,A,True,True,True,True,True,True,True,True,True,False,False,True
T58-219428,SHORT,A,True,False,True,False,True,False,True,False,True,False,True,False
T58-011973,LONG,A,True,True,True,True,True,False,True,True,True,True,True,False
T58-144049,LONG,A,True,False,True,False,True,False,True,False,True,False,False,True
T58-163915,SHORT,A,False,True,True,True,True,True,True,True,True,True,False,True
T58-179137,SHORT,A,True,False,True,False,True,False,True,False,True,False,False,True
T58-031604,SHORT,A,True,False,True,False,True,False,True,False,True,False,False,True
T58-141783,SHORT,A,True,True,True,False,True,False,True,True,True,True,True,False
T58-221107,LONG,A,True,False,True,False,True,True,True,False,True,False,False,True
T58-124604,SHORT,A,False,True,False,True,True,False,True,False,True,False,False,True
T58-012795,LONG,A,True,True,True,True,True,True,True,True,True,True,False,True
T58-175906,LONG,A,False,False,False,False,False,False,True,True,True,True,False,True
T58-142014,LONG,A,True,True,True,True,True,True,True,True,True,False,False,True
T58-090187,LONG,A,True,True,True,True,True,True,True,True,True,False,True,False
T58-212407,LONG,A,True,True,True,True,True,True,True,True,True,True,True,False
T58-192400,LONG,A,False,False,False,True,False,False,True,False,True,True,False,True
T58-175585,LONG,A,True,False,True,True,True,False,True,False,True,False,True,False
T58-061346,LONG,A,False,False,True,False,True,False,True,False,True,False,False,True
T58-135650,SHORT,A,True,False,True,False,True,False,True,False,True,False,True,False
T58-090082,LONG,A,True,True,True,True,True,True,True,True,True,True,False,True
T58-147174,SHORT,A,False,True,False,True,False,True,True,False,True,True,False,True
T58-079880,LONG,A,True,False,True,False,True,True,True,True,True,True,False,True
T58-193209,SHORT,A,False,True,False,True,False,True,False,True,False,True,False,True
T58-009198,SHORT,A,True,False,True,True,True,False,True,False,True,True,False,True
T58-012036,LONG,A,True,True,True,True,True,True,True,True,True,True,True,False
T58-160876,SHORT,A,True,True,True,False,True,True,True,False,True,False,False,True
T58-092895,SHORT,A,True,True,True,True,True,True,True,True,True,False,False,True
T58-197735,LONG,A,False,False,True,True,True,False,True,True,True,True,False,True
T58-131475,LONG,A,True,True,True,True,True,True,True,True,True,True,True,False
T58-170977,LONG,A,True,True,True,False,True,False,True,True,True,True,False,True
T58-208980,SHORT,A,False,True,False,True,False,True,False,True,False,True,False,True
T58-012615,LONG,A,False,False,False,False,False,False,True,False,True,False,False,True
T58-191146,SHORT,A,True,True,True,False,True,False,True,True,True,False,False,True
T58-195511,SHORT,A,True,False,True,False,True,False,True,False,True,False,True,False
T58-215745,LONG,A,True,False,True,True,True,True,True,False,True,False,False,True
T58-058745,LONG,A,True,True,True,True,True,True,True,False,True,False,False,True
T58-071427,SHORT,A,True,True,True,True,True,True,True,True,True,True,False,True
T58-133594,SHORT,A,True,True,True,False,True,False,True,False,True,False,False,True
T58-201397,LONG,A,True,True,True,True,True,True,True,False,True,False,True,False
T58-045569,SHORT,A,True,False,True,False,True,False,True,False,True,False,True,False
T58-167407,LONG,A,False,False,True,False,True,True,True,True,True,True,False,True
T58-171059,LONG,A,True,False,True,True,True,True,True,False,True,False,True,False
T58-214857,LONG,A,True,True,True,True,True,True,True,True,True,True,True,False
T58-164714,SHORT,A,True,False,True,True,True,False,True,False,True,False,False,True
T58-103035,SHORT,A,True,True,True,False,True,True,True,True,True,True,False,True
T58-003887,LONG,A,True,False,True,False,True,False,True,True,True,True,False,True
T58-166185,SHORT,A,True,False,True,False,True,False,True,False,True,False,True,False
T58-162339,LONG,A,True,True,True,True,True,True,True,False,True,False,False,True
T58-158438,SHORT,A,True,False,True,False,True,False,True,False,True,False,True,False
T58-183585,LONG,A,True,True,True,True,True,True,True,False,True,False,False,True
T58-107570,LONG,A,True,True,True,False,True,False,True,True,True,False,True,False
T58-219204,SHORT,A,False,True,False,True,False,True,True,False,True,False,False,True
T58-185507,SHORT,A,False,True,True,False,True,False,True,True,True,False,False,True
T58-219761,SHORT,A,True,False,True,False,True,True,True,True,True,True,False,True
T58-045797,SHORT,A,True,False,True,True,True,False,True,False,True,True,True,False
T58-191790,SHORT,A,False,True,False,True,False,True,False,True,True,False,False,True
T58-001995,SHORT,A,True,False,True,True,True,False,True,False,True,False,False,True
T58-000212,LONG,A,False,False,True,True,True,False,True,False,True,False,False,True
T58-047584,LONG,A,False,False,False,False,False,False,False,False,True,True,False,True
T58-112208,LONG,A,True,False,True,False,True,False,True,False,True,False,False,True
T58-020788,SHORT,A,True,False,True,False,True,False,True,True,True,True,False,True
T58-112400,SHORT,A,False,True,False,True,False,True,True,False,True,False,False,True
T58-062209,LONG,A,True,True,True,True,True,True,True,False,True,True,False,True
T58-168126,LONG,A,True,True,True,True,True,True,True,True,True,False,False,True
T58-088594,LONG,A,True,True,True,True,True,True,True,True,True,True,True,False
T58-177662,LONG,A,True,True,True,True,True,True,True,True,True,True,False,True
T58-060752,SHORT,A,False,True,False,True,False,True,True,False,True,False,False,True
T58-207695,SHORT,A,True,False,True,False,True,False,True,False,True,True,False,True
T58-194540,SHORT,A,False,True,True,False,True,False,True,True,True,True,False,True
T58-163707,SHORT,A,False,True,False,True,False,True,False,True,False,True,False,True
T58-087806,SHORT,A,True,False,True,True,True,True,True,True,True,True,False,True
T58-030276,SHORT,A,True,True,True,True,True,True,True,False,True,True,False,True
T58-116006,SHORT,A,True,True,True,True,True,True,True,True,True,True,False,True
T58-018639,LONG,A,False,False,False,False,False,False,True,True,True,True,False,True
T58-173719,SHORT,A,True,False,True,False,True,False,True,False,True,True,False,True
T58-173224,LONG,A,True,False,True,False,True,True,True,True,True,False,False,True
T58-158107,LONG,A,True,True,True,False,True,False,True,True,True,True,False,True
T58-219366,SHORT,A,True,False,True,False,True,False,True,False,True,False,True,False
T58-030372,LONG,A,True,True,True,True,True,True,True,True,True,True,True,False
T58-215895,LONG,A,True,False,True,False,True,True,True,True,True,True,False,True
T58-201942,LONG,A,True,False,True,False,True,True,True,False,True,False,False,True
T58-184696,LONG,A,True,True,True,True,True,True,True,True,True,False,False,True
T58-070341,LONG,A,True,True,True,True,True,True,True,True,True,True,True,False
T58-020113,SHORT,A,True,False,True,True,True,True,True,False,True,False,False,True
T58-105120,LONG,A,True,True,True,False,True,False,True,False,True,True,False,True
T58-201431,SHORT,A,True,True,True,False,True,False,True,False,True,True,False,True
T58-221200,LONG,A,False,False,False,False,False,False,False,False,False,False,False,True
T58-220107,SHORT,A,True,False,True,False,True,True,True,False,True,True,True,False
T58-013137,LONG,A,False,False,True,True,True,False,True,True,True,False,False,True
T58-151208,SHORT,A,True,True,True,False,True,True,True,False,True,False,True,False
T58-162688,LONG,A,True,True,True,True,True,True,True,True,True,True,False,True
T58-128001,SHORT,A,True,False,True,False,True,True,True,False,True,False,False,True
T58-207377,LONG,A,True,False,True,False,True,False,True,True,True,True,False,True
T58-108668,SHORT,A,True,True,True,False,True,True,True,True,True,True,False,True
T58-028105,SHORT,A,True,False,True,False,True,False,True,False,True,False,True,False
T58-160968,SHORT,A,False,True,False,True,False,True,False,True,True,True,False,True
T58-090858,LONG,A,True,True,True,True,True,True,True,True,True,True,True,False
T58-061756,LONG,A,True,True,True,True,True,True,True,True,True,False,False,True
T58-133370,LONG,A,True,False,True,True,True,True,True,False,True,True,True,False
T58-031510,SHORT,A,True,False,True,False,True,False,True,False,True,True,True,False
T58-209123,SHORT,A,True,True,True,False,True,False,True,False,True,False,False,True
T58-074122,LONG,A,False,False,False,False,True,False,True,False,True,False,False,True
T58-145558,SHORT,A,True,False,True,False,True,False,True,True,True,True,False,True
T58-110818,LONG,A,True,True,True,True,True,True,True,True,True,True,True,False
T58-175659,SHORT,A,True,False,True,True,True,False,True,False,True,False,True,False
T58-186678,SHORT,A,True,True,True,True,True,True,True,True,True,False,False,True
T58-105457,LONG,A,True,True,True,True,True,False,True,False,True,False,True,False
T58-086865,LONG,A,False,False,True,True,True,True,True,True,True,True,False,True
T58-116245,SHORT,A,True,False,True,False,True,False,True,False,True,False,True,False
T58-103710,SHORT,A,False,True,False,True,False,True,False,True,False,True,False,True
T58-177000,LONG,A,True,True,True,True,True,True,True,True,True,True,True,False
T58-209739,SHORT,A,True,False,True,False,True,False,True,False,True,True,True,False
T58-175329,LONG,A,True,True,True,False,True,False,True,False,True,True,False,True
T58-080575,SHORT,A,True,False,True,False,True,True,True,True,True,True,False,True
T58-130345,SHORT,A,True,False,True,True,True,False,True,True,True,True,False,True
T58-042098,SHORT,A,True,True,True,True,True,False,True,True,True,True,False,True
T58-176582,LONG,A,True,True,True,True,True,True,True,True,True,True,True,False
T58-084804,LONG,A,False,False,True,True,True,False,True,False,True,False,False,True
T58-010642,SHORT,A,False,True,False,True,False,True,True,False,True,True,False,True
T58-075809,LONG,A,False,False,True,True,True,True,True,True,True,True,False,True
T58-195032,SHORT,A,True,False,True,False,True,True,True,False,True,False,True,False
T58-013498,SHORT,A,True,True,True,True,True,True,True,True,True,True,False,True
T58-203759,LONG,A,True,True,True,False,True,False,True,False,True,True,False,True
T58-050333,LONG,A,True,False,True,False,True,True,True,True,True,True,False,True
T58-045445,LONG,A,True,False,True,False,True,False,True,False,True,False,False,True
T58-122821,SHORT,A,True,False,True,False,True,False,True,False,True,False,True,False
T58-047147,SHORT,A,True,False,True,True,True,True,True,True,True,True,False,True
T58-103593,LONG,A,True,False,True,False,True,False,True,False,True,False,False,True
T58-179143,SHORT,A,True,True,True,True,True,True,True,False,True,False,False,True
T58-212141,LONG,A,True,False,True,True,True,False,True,False,True,True,True,False
T58-137464,LONG,A,True,False,True,False,True,True,True,True,True,True,False,True
T58-137693,SHORT,A,True,False,True,False,True,True,True,False,True,False,False,True
T58-102642,SHORT,A,False,True,False,True,False,True,True,False,True,True,False,True
T58-199408,SHORT,A,True,True,True,True,True,True,True,True,True,True,False,True
T58-089435,LONG,A,True,False,True,True,True,True,True,False,True,False,False,True
T58-063992,LONG,A,False,False,False,False,False,False,True,True,True,True,False,True
T58-059997,LONG,A,True,True,True,False,True,False,True,False,True,False,False,True
T58-006596,SHORT,A,True,False,True,True,True,True,True,True,True,True,False,True
T58-006849,LONG,A,True,True,True,True,True,True,True,True,True,False,True,False
T58-140513,LONG,A,False,False,True,False,True,True,True,True,True,True,False,True
T58-187637,LONG,A,True,False,True,False,True,False,True,False,True,False,False,True
T58-010064,SHORT,A,True,True,True,True,True,True,True,False,True,False,False,True
T58-157050,LONG,A,True,True,True,True,True,True,True,False,True,False,True,False
T58-138658,LONG,A,True,False,True,True,True,True,True,True,True,True,True,False
T58-142321,SHORT,A,True,True,True,True,True,True,True,True,True,False,False,True
T58-190100,LONG,A,True,True,True,False,True,True,True,True,True,True,False,True
T58-138350,SHORT,A,True,True,True,False,True,True,True,True,True,True,False,True
T58-222568,LONG,A,True,True,True,True,True,True,True,True,True,False,True,False
T58-144839,LONG,A,True,True,True,True,True,True,True,False,True,False,True,False
T58-175918,LONG,A,False,False,True,True,True,True,True,False,True,True,False,True
T58-182534,SHORT,A,True,False,True,False,True,False,True,False,True,False,True,False
T58-134716,LONG,A,True,True,True,False,True,False,True,False,True,False,False,True
T58-023298,LONG,A,False,False,False,False,False,False,True,True,True,True,False,True
T58-085242,LONG,A,True,True,True,True,True,False,True,True,True,True,True,False
T58-135228,SHORT,A,True,False,True,False,True,False,True,False,True,False,True,False
T58-019894,LONG,A,True,True,True,False,True,True,True,True,True,True,True,False
T58-074142,SHORT,A,True,True,True,True,True,True,True,True,True,True,True,False
T58-175710,LONG,A,True,True,True,True,True,True,True,True,True,True,True,False
T58-205829,LONG,A,True,True,True,True,True,False,True,True,True,False,False,True
T58-201933,LONG,A,True,False,True,True,True,True,True,True,True,True,True,False
T58-112525,LONG,A,False,False,False,False,False,False,False,False,False,False,False,True
T58-066656,LONG,A,True,False,True,False,True,False,True,False,True,False,False,True
T58-003998,SHORT,A,False,False,False,False,False,True,True,True,True,False,False,True
T58-053925,SHORT,A,True,False,True,False,True,False,True,False,True,False,True,False
T58-067337,SHORT,A,False,True,False,False,True,True,True,False,True,False,False,True
T58-071539,SHORT,A,False,True,False,False,True,True,True,True,True,True,False,True
T58-190276,LONG,A,True,True,True,False,True,False,True,True,True,True,False,True
T58-146267,SHORT,A,False,True,False,True,False,True,True,True,True,True,False,True
T58-005703,SHORT,A,True,False,True,False,True,False,True,False,True,False,False,True
T58-042525,LONG,A,True,False,True,False,True,False,True,False,True,False,False,True
T58-094173,SHORT,A,True,False,True,False,True,False,True,False,True,False,True,False
T58-111069,SHORT,A,True,False,True,False,True,False,True,False,True,True,True,False
T58-196345,LONG,A,False,False,False,False,False,False,True,False,True,True,False,True
T58-003443,SHORT,A,True,False,True,False,True,False,True,False,True,False,True,False
T58-002571,LONG,A,False,False,False,False,True,True,True,False,True,False,False,True
T58-092074,LONG,A,True,True,True,True,True,True,True,True,True,False,True,False
T58-141572,SHORT,A,True,False,True,False,True,False,True,False,True,True,False,True
T58-045347,LONG,A,True,True,True,True,True,True,True,False,True,False,False,True
