trade_id,direction,system,A_eventual_5m,B_at_horizon_5m,A_eventual_10m,B_at_horizon_10m,A_eventual_15m,B_at_horizon_15m,A_eventual_30m,B_at_horizon_30m,A_eventual_60m,B_at_horizon_60m,C_target_before_stop,D_stop_before_target
D-028954,SHORT,D,True,False,True,True,True,False,True,True,True,True,False,True
D-035361,SHORT,D,True,False,True,True,True,True,True,True,True,False,False,True
D-011833,LONG,D,True,False,True,False,True,False,True,False,True,True,False,True
D-026582,SHORT,D,False,True,True,False,True,False,True,True,True,True,False,True
D-008727,SHORT,D,False,True,True,False,True,False,True,False,True,False,False,True
D-040477,SHORT,D,False,True,True,False,True,True,True,True,True,False,False,True
D-033094,LONG,D,False,False,False,False,False,False,True,False,True,False,False,True
D-027652,LONG,D,True,True,True,True,True,True,True,True,True,True,False,True
D-039823,SHORT,D,True,False,True,True,True,True,True,True,True,False,False,True
D-027616,LONG,D,False,False,False,False,False,False,False,False,True,True,False,True
D-014217,SHORT,D,False,True,False,True,False,True,False,True,False,True,False,True
D-024067,LONG,D,False,False,True,True,True,False,True,True,True,True,False,True
D-031431,LONG,D,True,False,True,True,True,False,True,False,True,False,False,True
D-027909,LONG,D,False,False,False,False,False,False,True,False,True,False,False,True
D-014030,LONG,D,True,False,True,False,True,False,True,True,True,True,False,True
D-011119,SHORT,D,True,False,True,False,True,False,True,False,True,False,True,False
D-033659,SHORT,D,True,False,True,True,True,True,True,True,True,True,False,True
D-045243,LONG,D,False,False,True,True,True,True,True,True,True,False,False,True
D-002532,SHORT,D,False,True,False,True,False,True,False,True,False,True,False,True
D-019254,LONG,D,True,True,True,True,True,True,True,True,True,True,True,False
D-029552,LONG,D,False,False,True,True,True,True,True,True,True,True,False,True
D-038258,LONG,D,True,True,True,True,True,True,True,True,True,True,True,False
D-021548,LONG,D,True,False,True,False,True,False,True,False,True,True,True,False
D-018957,LONG,D,False,False,False,False,False,False,False,False,False,False,False,True
D-013119,LONG,D,True,False,True,False,True,True,True,True,True,True,False,True
D-019768,SHORT,D,False,True,False,True,False,True,False,True,False,True,False,True
D-016865,SHORT,D,True,True,True,True,True,False,True,False,True,False,False,True
D-007407,LONG,D,False,False,False,False,False,False,False,False,True,True,False,True
D-044251,SHORT,D,True,False,True,False,True,False,True,False,True,True,True,False
D-014522,LONG,D,True,True,True,True,True,True,True,True,True,True,True,False
D-038433,SHORT,D,True,False,True,False,True,True,True,True,True,True,True,False
D-029497,LONG,D,False,False,True,True,True,False,True,False,True,False,False,True
D-033590,SHORT,D,False,True,True,False,True,False,True,False,True,False,False,True
D-039566,SHORT,D,False,True,False,True,False,True,False,True,False,True,False,True
D-019237,LONG,D,False,False,False,False,False,False,False,False,True,True,False,True
D-016298,SHORT,D,True,False,True,True,True,True,True,True,True,True,True,False
D-010090,SHORT,D,False,True,True,False,True,False,True,False,True,False,False,True
D-038394,LONG,D,True,True,True,True,True,True,True,True,True,True,True,False
D-024456,LONG,D,False,False,False,False,False,False,False,False,False,False,False,True
D-009354,SHORT,D,True,True,True,False,True,False,True,False,True,False,False,True
D-035085,SHORT,D,False,True,False,True,False,True,True,True,True,True,False,True
D-039509,LONG,D,True,True,True,True,True,True,True,True,True,True,True,False
D-021974,LONG,D,False,False,False,False,False,False,False,False,True,False,False,True
D-020063,LONG,D,True,True,True,True,True,True,True,True,True,False,True,False
D-002418,LONG,D,False,False,False,False,False,False,False,False,False,False,False,True
D-044816,SHORT,D,True,False,True,False,True,False,True,False,True,False,True,False
D-035542,SHORT,D,True,True,True,True,True,True,True,True,True,True,False,True
D-023966,LONG,D,False,False,False,False,False,False,False,False,False,False,False,True
D-025000,LONG,D,False,False,False,False,True,True,True,True,True,True,False,True
D-041073,LONG,D,True,True,True,False,True,True,True,True,True,True,False,True
D-021127,LONG,D,True,True,True,True,True,False,True,False,True,False,True,False
D-022364,SHORT,D,True,True,True,True,True,True,True,True,True,True,False,True
D-045745,LONG,D,False,False,False,False,True,True,True,True,True,True,False,True
D-045609,SHORT,D,False,True,False,True,False,True,False,True,False,True,False,True
D-007862,SHORT,D,False,True,False,True,False,True,False,True,False,True,False,True
D-004977,LONG,D,False,False,False,False,True,False,True,True,True,True,False,True
D-042514,SHORT,D,True,True,True,True,True,True,True,True,True,True,False,True
D-046497,LONG,D,False,False,False,False,False,False,True,True,True,True,False,True
D-033554,LONG,D,False,False,True,False,True,False,True,False,True,True,False,True
D-028437,SHORT,D,False,False,False,True,False,True,False,True,False,True,False,True
D-006348,LONG,D,False,False,False,False,False,False,False,False,True,False,False,True
D-029331,LONG,D,True,True,True,True,True,True,True,True,True,True,True,False
D-039468,SHORT,D,True,False,True,True,True,True,True,True,True,True,False,True
D-011835,SHORT,D,False,False,True,False,True,False,True,False,True,False,False,True
D-015971,LONG,D,False,False,True,False,True,False,True,False,True,True,False,True
D-011551,SHORT,D,False,False,False,True,False,True,True,False,True,True,False,True
D-017594,LONG,D,False,False,False,False,True,True,True,True,True,True,False,True
D-025911,SHORT,D,False,True,False,True,False,True,True,False,True,False,False,True
D-024129,SHORT,D,True,True,True,True,True,True,True,True,True,False,False,True
D-036531,SHORT,D,True,False,True,False,True,False,True,True,True,False,True,False
D-007614,LONG,D,False,False,False,False,True,True,True,False,True,True,False,True
D-018425,SHORT,D,False,True,False,True,True,False,True,False,True,False,False,True
D-042989,LONG,D,False,False,True,True,True,True,True,True,True,True,False,True
D-026788,SHORT,D,False,True,False,True,False,True,True,False,True,False,False,True
D-038130,SHORT,D,False,True,False,True,False,True,False,True,False,True,False,True
D-042665,SHORT,D,True,True,True,True,True,True,True,True,True,True,False,True
D-018292,LONG,D,True,False,True,True,True,True,True,True,True,True,False,True
D-044374,LONG,D,True,True,True,True,True,True,True,True,True,False,True,False
D-009807,SHORT,D,False,True,False,True,False,True,False,True,True,True,False,True
D-016191,LONG,D,True,True,True,False,True,True,True,True,True,True,True,False
D-024979,LONG,D,False,False,False,False,False,False,False,False,False,False,False,True
D-033697,LONG,D,False,False,False,False,False,False,True,False,True,False,False,True
D-042663,LONG,D,True,False,True,False,True,False,True,False,True,False,False,True
D-007706,SHORT,D,False,True,False,True,False,True,False,True,False,True,False,True
D-034156,LONG,D,False,False,False,False,False,False,False,False,False,False,False,True
D-022972,SHORT,D,False,True,False,True,False,True,True,True,True,True,False,True
D-035626,SHORT,D,True,False,True,False,True,True,True,False,True,True,True,False
D-019080,SHORT,D,True,False,True,False,True,False,True,False,True,True,True,False
D-031864,SHORT,D,True,True,True,False,True,False,True,False,True,False,True,False
D-036049,LONG,D,True,False,True,False,True,True,True,True,True,False,False,True
D-016982,SHORT,D,False,True,False,True,False,True,False,True,True,False,False,True
D-026137,LONG,D,True,True,True,True,True,True,True,True,True,True,True,False
D-016306,SHORT,D,True,False,True,True,True,True,True,True,True,True,False,True
D-010666,LONG,D,True,True,True,True,True,True,True,True,True,True,False,True
D-046211,LONG,D,True,True,True,False,True,False,True,False,True,False,True,False
D-014701,LONG,D,True,True,True,False,True,False,True,False,True,False,False,True
D-030094,SHORT,D,True,False,True,False,True,False,True,False,True,True,True,False
D-043318,LONG,D,False,False,False,False,False,False,True,True,True,True,False,True
D-013204,LONG,D,True,False,True,False,True,True,True,True,True,True,False,True
D-042362,SHORT,D,False,True,False,True,False,True,False,True,False,False,False,True
D-009878,SHORT,D,True,False,True,False,True,False,True,False,True,False,True,False
D-016271,LONG,D,True,True,True,True,True,False,True,False,True,True,False,True
D-029067,SHORT,D,False,True,False,True,False,True,False,True,False,True,False,True
D-028347,SHORT,D,True,False,True,False,True,False,True,False,True,False,True,False
D-028609,LONG,D,False,False,True,False,True,False,True,True,True,True,False,True
D-046914,SHORT,D,True,False,True,False,True,True,True,False,True,False,True,False
D-002133,SHORT,D,True,False,True,False,True,False,True,False,True,False,True,False
D-019212,LONG,D,False,False,False,False,False,False,True,False,True,True,False,True
D-020020,SHORT,D,True,False,True,False,True,False,True,False,True,False,True,False
D-007063,SHORT,D,True,False,True,True,True,True,True,False,True,False,False,True
D-026481,LONG,D,True,True,True,True,True,True,True,True,True,True,True,False
D-035177,SHORT,D,True,False,True,False,True,False,True,True,True,True,True,False
D-001013,LONG,D,False,False,False,False,False,False,False,False,False,False,False,True
D-042836,LONG,D,True,True,True,True,True,True,True,True,True,False,True,False
D-001711,LONG,D,False,False,False,False,False,False,False,False,False,False,False,True
D-029035,SHORT,D,True,True,True,False,True,False,True,True,True,True,True,False
D-005658,LONG,D,False,False,False,False,False,False,False,False,False,False,False,True
D-014183,SHORT,D,False,True,False,True,True,False,True,True,True,False,False,True
D-023362,SHORT,D,False,True,False,True,False,True,True,True,True,True,False,True
D-041736,LONG,D,False,False,False,False,False,False,False,False,True,False,False,True
D-017504,LONG,D,False,False,True,True,True,True,True,True,True,False,False,True
D-043036,LONG,D,True,False,True,True,True,True,True,True,True,False,False,True
D-012049,SHORT,D,True,False,True,False,True,False,True,False,True,False,True,False
D-010588,SHORT,D,True,True,True,True,True,True,True,False,True,False,False,True
D-020215,LONG,D,True,False,True,True,True,False,True,False,True,False,False,True
D-030129,SHORT,D,False,False,True,False,True,False,True,False,True,True,False,True
D-043671,SHORT,D,False,True,False,True,True,False,True,False,True,True,False,True
D-036077,SHORT,D,False,True,False,True,False,True,False,True,False,True,False,True
D-044014,LONG,D,False,False,False,False,True,True,True,False,True,False,False,True
D-009127,SHORT,D,True,False,True,False,True,False,True,False,True,True,True,False
D-041866,SHORT,D,False,True,True,True,True,True,True,True,True,True,False,True
D-018576,LONG,D,False,False,False,False,False,False,False,False,True,False,False,True
D-031439,LONG,D,True,False,True,True,True,True,True,False,True,False,True,False
D-030410,LONG,D,False,False,True,False,True,True,True,True,True,True,False,True
D-003026,LONG,D,True,True,True,True,True,True,True,True,True,True,True,False
D-018885,LONG,D,True,False,True,False,True,False,True,False,True,False,False,True
D-032478,LONG,D,True,True,True,True,True,True,True,True,True,True,True,False
D-004414,SHORT,D,True,False,True,False,True,False,True,False,True,True,True,False
D-007156,LONG,D,True,True,True,False,True,False,True,False,True,False,False,True
D-011762,SHORT,D,True,False,True,False,True,False,True,True,True,True,True,False
D-024101,SHORT,D,True,False,True,True,True,True,True,True,True,True,False,True
D-036438,SHORT,D,False,True,False,True,False,True,True,False,True,False,False,True
D-008248,LONG,D,False,False,False,False,True,False,True,False,True,False,False,True
D-025481,LONG,D,True,True,True,False,True,False,True,False,True,False,False,True
D-020218,SHORT,D,True,False,True,True,True,False,True,True,True,False,False,True
D-035696,LONG,D,True,True,True,False,True,False,True,False,True,False,True,False
D-029015,LONG,D,True,True,True,False,True,True,True,False,True,False,False,True
D-005489,LONG,D,False,False,True,True,True,False,True,True,True,False,False,True
D-028740,SHORT,D,False,False,True,True,True,True,True,True,True,True,False,True
D-043199,SHORT,D,True,False,True,False,True,False,True,False,True,False,True,False
D-015667,LONG,D,True,True,True,True,True,True,True,True,True,True,False,True
D-000315,SHORT,D,True,False,True,False,True,True,True,False,True,False,False,True
D-031248,SHORT,D,True,False,True,False,True,False,True,False,True,False,False,True
D-037319,SHORT,D,False,False,True,True,True,True,True,True,True,True,False,True
D-012378,SHORT,D,True,False,True,True,True,False,True,False,True,False,False,True
D-011901,LONG,D,False,False,False,False,False,False,False,False,False,False,False,True
D-028190,SHORT,D,True,True,True,True,True,True,True,True,True,True,False,True
D-018569,SHORT,D,False,True,False,True,True,False,True,True,True,True,False,True
D-020973,LONG,D,True,True,True,True,True,True,True,True,True,True,False,True
D-009285,SHORT,D,False,True,False,False,False,False,True,False,True,True,False,True
D-045848,LONG,D,False,False,True,False,True,True,True,True,True,True,False,True
D-028618,LONG,D,False,False,True,True,True,True,True,True,True,True,False,True
D-016236,LONG,D,True,True,True,True,True,False,True,True,True,False,False,True
D-000466,LONG,D,False,False,False,False,False,False,False,False,True,True,False,True
D-010614,LONG,D,True,True,True,True,True,True,True,True,True,True,True,False
D-009507,LONG,D,False,False,True,True,True,True,True,True,True,False,False,True
D-039191,SHORT,D,True,False,True,False,True,False,True,False,True,False,True,False
D-044873,SHORT,D,True,False,True,True,True,True,True,True,True,False,False,True
D-042499,SHORT,D,True,False,True,True,True,True,True,False,True,False,False,True
D-014479,SHORT,D,False,True,False,False,False,False,True,False,True,False,False,True
D-001912,LONG,D,False,False,False,False,False,False,True,True,True,True,False,True
D-024546,LONG,D,True,False,True,True,True,True,True,True,True,True,False,True
D-037517,LONG,D,True,True,True,True,True,True,True,True,True,True,False,True
D-006836,SHORT,D,False,True,False,True,False,True,True,False,True,False,False,True
D-000148,SHORT,D,True,False,True,False,True,False,True,False,True,False,True,False
D-043851,LONG,D,True,True,True,True,True,True,True,True,True,True,False,True
D-023839,SHORT,D,True,False,True,False,True,False,True,False,True,True,False,True
D-006810,SHORT,D,True,False,True,False,True,False,True,False,True,False,False,True
D-017704,LONG,D,True,True,True,True,True,True,True,True,True,True,False,True
D-020155,LONG,D,False,False,False,False,True,True,True,True,True,True,False,True
D-038088,SHORT,D,True,False,True,True,True,True,True,True,True,False,False,True
D-007790,LONG,D,False,False,False,False,False,False,False,False,True,False,False,True
D-033412,SHORT,D,False,True,False,True,True,False,True,True,True,True,False,True
D-039567,SHORT,D,False,False,True,True,True,True,True,True,True,True,False,True
D-044540,SHORT,D,False,True,False,False,False,True,True,False,True,True,False,True
D-039458,LONG,D,False,False,False,False,True,True,True,False,True,True,False,True
D-031215,LONG,D,False,False,True,False,True,False,True,True,True,True,True,False
D-033927,LONG,D,True,True,True,False,True,False,True,True,True,True,False,True
D-044965,SHORT,D,False,True,False,True,False,True,False,True,False,True,False,True
D-005698,SHORT,D,True,False,True,False,True,True,True,False,True,False,False,True
D-038683,LONG,D,True,True,True,True,True,False,True,False,True,False,False,True
D-014934,SHORT,D,True,False,True,False,True,False,True,False,True,False,True,False
D-021719,LONG,D,False,False,False,False,False,False,False,False,True,False,False,True
D-005689,LONG,D,True,True,True,True,True,False,True,False,True,False,True,False
D-024423,LONG,D,False,False,True,True,True,True,True,True,True,True,False,True
D-031366,LONG,D,True,False,True,False,True,False,True,False,True,False,False,True
D-027646,SHORT,D,True,True,True,True,True,True,True,True,True,True,False,True
D-034370,LONG,D,True,True,True,True,True,True,True,True,True,True,False,True
D-007482,LONG,D,False,False,False,False,False,False,True,False,True,False,False,True
D-015615,LONG,D,True,True,True,True,True,True,True,True,True,True,True,False
D-039244,SHORT,D,True,True,True,False,True,True,True,False,True,False,False,True
D-005605,SHORT,D,True,False,True,False,True,False,True,True,True,True,True,False
D-027353,SHORT,D,False,True,True,True,True,True,True,True,True,True,False,True
D-034030,LONG,D,False,False,False,True,True,True,True,True,True,False,False,True
D-038858,LONG,D,False,False,False,False,False,False,False,False,False,False,False,True
D-014301,LONG,D,False,False,False,False,False,False,True,False,True,True,False,True
D-030496,SHORT,D,True,True,True,True,True,False,True,False,True,False,False,True
D-008179,SHORT,D,True,False,True,True,True,True,True,False,True,False,False,True
D-044576,LONG,D,True,False,True,False,True,False,True,False,True,False,False,True
D-038299,LONG,D,False,False,False,False,False,False,False,False,False,False,False,True
D-025407,SHORT,D,False,True,True,False,True,False,True,False,True,False,False,True
D-044361,SHORT,D,True,False,True,False,True,False,True,False,True,False,True,False
D-018149,LONG,D,False,False,False,False,False,False,True,True,True,False,False,True
D-028120,LONG,D,False,False,True,True,True,False,True,True,True,True,False,True
D-032402,SHORT,D,True,False,True,False,True,False,True,False,True,False,True,False
D-046708,SHORT,D,False,True,True,False,True,False,True,True,True,True,False,True
D-029460,SHORT,D,True,True,True,True,True,True,True,True,True,True,False,True
D-042503,SHORT,D,False,True,False,True,True,True,True,True,True,True,False,True
D-029272,LONG,D,True,True,True,True,True,False,True,False,True,True,False,True
D-030386,LONG,D,True,True,True,True,True,True,True,True,True,True,False,True
D-014251,LONG,D,False,False,False,False,False,False,True,True,True,True,False,True
D-002869,SHORT,D,False,True,False,True,True,True,True,False,True,False,False,True
D-012636,SHORT,D,True,True,True,True,True,True,True,True,True,True,False,True
D-039160,LONG,D,False,False,False,False,False,False,True,True,True,True,False,True
D-015047,SHORT,D,False,True,False,True,False,True,False,True,False,True,False,True
D-002531,SHORT,D,True,False,True,False,True,False,True,True,True,True,True,False
D-031449,LONG,D,False,False,False,False,False,False,False,False,False,False,False,True
D-028453,SHORT,D,True,False,True,True,True,True,True,False,True,False,True,False
D-014936,SHORT,D,True,False,True,False,True,False,True,False,True,False,True,False
D-004818,LONG,D,False,False,False,False,False,False,False,False,True,False,False,True
D-020869,LONG,D,True,False,True,True,True,False,True,True,True,True,True,False
D-005271,SHORT,D,False,True,False,True,False,True,False,True,True,False,False,True
D-015519,SHORT,D,False,True,True,False,True,False,True,False,True,False,False,True
D-040009,LONG,D,True,False,True,True,True,True,True,True,True,False,False,True
D-037956,LONG,D,True,True,True,False,True,False,True,False,True,False,False,True
D-010389,LONG,D,False,False,False,False,True,True,True,True,True,False,False,True
D-003212,SHORT,D,True,False,True,False,True,False,True,False,True,True,False,True
D-007626,SHORT,D,False,False,True,False,True,False,True,False,True,False,False,True
D-017135,LONG,D,True,False,True,True,True,True,True,False,True,False,False,True
D-019151,LONG,D,True,True,True,True,True,True,True,True,True,True,False,True
D-037781,LONG,D,True,False,True,False,True,False,True,False,True,True,False,True
D-023703,SHORT,D,True,False,True,False,True,False,True,False,True,False,False,True
D-041660,LONG,D,True,False,True,True,True,False,True,False,True,False,False,True
D-006430,SHORT,D,True,False,True,True,True,False,True,False,True,False,False,True
D-033978,LONG,D,True,False,True,True,True,True,True,False,True,False,False,True
D-017726,SHORT,D,True,False,True,True,True,False,True,False,True,False,False,True
D-004856,SHORT,D,False,True,False,True,False,True,False,True,False,True,False,True
D-031608,LONG,D,False,False,False,False,False,False,False,False,False,False,False,True
D-016715,LONG,D,True,True,True,True,True,True,True,True,True,True,True,False
D-028285,LONG,D,True,True,True,True,True,True,True,True,True,True,True,False
D-029452,SHORT,D,False,True,False,True,True,False,True,False,True,False,False,True
D-031649,SHORT,D,True,False,True,False,True,False,True,True,True,True,False,True
D-030276,LONG,D,False,False,False,False,False,False,False,False,True,True,False,True
D-020368,LONG,D,True,False,True,True,True,True,True,False,True,False,True,False
D-032630,SHORT,D,False,True,False,True,False,True,False,True,False,True,False,True
D-009255,SHORT,D,False,True,True,True,True,True,True,False,True,False,False,True
D-000502,LONG,D,True,False,True,False,True,False,True,False,True,False,False,True
D-038377,LONG,D,True,True,True,True,True,True,True,False,True,False,False,True
D-024870,SHORT,D,True,False,True,False,True,False,True,False,True,False,True,False
D-027805,LONG,D,False,False,False,False,False,False,True,True,True,True,False,True
D-014813,SHORT,D,True,True,True,False,True,True,True,True,True,True,False,True
D-011712,SHORT,D,False,True,True,False,True,True,True,False,True,True,False,True
D-023450,LONG,D,False,False,False,False,False,False,False,False,False,False,False,True
D-009074,LONG,D,False,False,False,False,False,False,False,False,False,False,False,True
D-028195,SHORT,D,False,False,True,False,True,False,True,False,True,True,False,True
D-029173,LONG,D,False,False,False,False,False,False,False,False,False,False,False,True
D-031968,LONG,D,True,False,True,False,True,False,True,False,True,False,True,False
D-007252,SHORT,D,True,False,True,False,True,False,True,False,True,False,True,False
D-029161,LONG,D,True,False,True,False,True,False,True,False,True,True,False,True
D-020821,LONG,D,False,False,False,False,False,False,False,False,False,False,False,True
D-036896,LONG,D,False,False,True,True,True,True,True,False,True,False,False,True
D-038364,LONG,D,False,False,False,False,False,False,False,False,False,False,False,True
D-045846,LONG,D,True,False,True,True,True,True,True,True,True,False,False,True
D-045987,SHORT,D,True,False,True,False,True,True,True,True,True,True,True,False
D-039312,SHORT,D,True,False,True,True,True,True,True,True,True,True,False,True
D-037903,LONG,D,True,True,True,True,True,True,True,True,True,False,True,False
D-016888,LONG,D,True,False,True,False,True,True,True,False,True,False,False,True
D-020486,LONG,D,False,False,False,False,True,True,True,True,True,True,False,True
D-044047,SHORT,D,False,True,False,True,False,True,False,True,False,True,False,True
D-021744,LONG,D,False,False,False,False,False,False,False,False,False,False,False,True
D-007837,LONG,D,False,False,True,False,True,False,True,False,True,False,False,True
D-041063,SHORT,D,True,False,True,True,True,True,True,True,True,True,False,True
D-018011,LONG,D,False,False,True,True,True,False,True,False,True,False,False,True
D-016179,SHORT,D,True,True,True,False,True,False,True,False,True,True,False,True
D-014837,SHORT,D,True,True,True,False,True,False,True,False,True,False,False,True
D-046474,LONG,D,True,False,True,True,True,True,True,True,True,True,False,True
D-031261,LONG,D,False,False,False,False,False,False,False,False,False,False,False,True
D-001877,LONG,D,True,True,True,False,True,False,True,False,True,False,False,True
D-034671,LONG,D,False,False,True,False,True,False,True,False,True,False,False,True
D-039804,LONG,D,False,False,True,True,True,True,True,False,True,False,False,True
D-044338,LONG,D,True,True,True,True,True,True,True,True,True,True,False,True
D-045436,SHORT,D,True,False,True,False,True,True,True,True,True,True,False,True
D-006731,LONG,D,False,False,False,False,False,False,True,True,True,False,False,True
D-006232,SHORT,D,False,True,True,False,True,False,True,False,True,True,False,True
D-012624,SHORT,D,True,True,True,True,True,False,True,False,True,False,False,True
D-022950,LONG,D,True,True,True,True,True,True,True,True,True,True,False,True
D-029336,SHORT,D,True,False,True,False,True,False,True,False,True,True,True,False
D-032180,SHORT,D,True,False,True,False,True,True,True,True,True,True,False,True
D-025179,SHORT,D,True,False,True,True,True,True,True,True,True,True,False,True
D-029553,LONG,D,True,True,True,True,True,True,True,True,True,True,True,False
D-013260,LONG,D,False,False,True,False,True,True,True,True,True,True,False,True
D-031917,LONG,D,False,False,False,False,False,False,False,False,False,False,False,True
D-015909,SHORT,D,False,True,False,True,False,True,True,False,True,False,False,True
D-022938,LONG,D,True,True,True,True,True,True,True,False,True,True,True,False
D-027879,SHORT,D,True,False,True,False,True,False,True,False,True,False,True,False
D-021157,LONG,D,True,False,True,False,True,False,True,False,True,True,False,True
D-039223,LONG,D,True,True,True,True,True,True,True,True,True,False,True,False
D-015571,SHORT,D,True,True,True,False,True,True,True,True,True,True,False,True
D-031941,SHORT,D,False,True,False,False,False,False,True,False,True,True,False,True
D-025831,SHORT,D,True,False,True,False,True,False,True,False,True,False,True,False
D-030313,LONG,D,True,True,True,True,True,True,True,True,True,False,True,False
D-034298,SHORT,D,True,False,True,False,True,True,True,False,True,False,False,True
D-021691,LONG,D,True,True,True,True,True,True,True,True,True,True,False,True
D-044288,LONG,D,True,True,True,True,True,True,True,True,True,True,True,False
D-031885,LONG,D,False,False,False,False,False,False,False,False,False,False,False,True
D-042302,SHORT,D,False,True,False,True,False,True,False,True,True,True,False,True
D-036859,LONG,D,False,False,False,True,True,True,True,True,True,True,False,True
D-023415,LONG,D,True,True,True,False,True,False,True,False,True,False,False,True
D-004349,SHORT,D,True,False,True,False,True,False,True,False,True,False,True,False
D-008813,LONG,D,False,False,True,False,True,True,True,False,True,False,False,True
D-009058,SHORT,D,False,False,False,False,True,False,True,False,True,False,False,True
D-013686,LONG,D,False,False,False,False,False,False,False,False,False,False,False,True
D-002970,LONG,D,False,False,False,False,False,False,True,True,True,True,False,True
D-043076,LONG,D,False,False,True,True,True,True,True,True,True,True,False,True
D-021492,LONG,D,False,False,False,False,False,False,False,False,False,False,False,True
D-020016,LONG,D,True,False,True,True,True,False,True,True,True,False,False,True
D-023851,SHORT,D,False,True,False,True,False,True,False,True,False,True,False,True
D-001986,SHORT,D,False,True,True,False,True,False,True,False,True,False,False,True
D-046917,SHORT,D,True,False,True,False,True,False,True,True,True,False,False,True
D-040569,LONG,D,True,True,True,False,True,False,True,False,True,False,False,True
D-039512,LONG,D,True,True,True,False,True,False,True,True,True,True,True,False
D-025315,SHORT,D,True,False,True,True,True,True,True,True,True,True,False,True
D-036691,LONG,D,True,False,True,False,True,False,True,False,True,True,False,True
D-021452,LONG,D,False,False,True,True,True,False,True,True,True,False,False,True
D-004539,SHORT,D,True,False,True,False,True,True,True,True,True,False,True,False
D-040565,LONG,D,True,True,True,True,True,False,True,True,True,False,True,False
D-040622,SHORT,D,False,False,True,False,True,False,True,False,True,False,False,True
D-019102,SHORT,D,True,False,True,False,True,False,True,False,True,False,True,False
D-046253,LONG,D,True,False,True,False,True,False,True,False,True,False,False,True
D-029001,LONG,D,True,False,True,False,True,True,True,False,True,True,False,True
D-024745,LONG,D,True,True,True,True,True,True,True,True,True,True,True,False
D-009448,SHORT,D,False,False,True,False,True,False,True,False,True,False,True,False
D-021285,LONG,D,False,False,True,True,True,True,True,True,True,True,False,True
D-035009,LONG,D,True,True,True,True,True,True,True,True,True,True,True,False
D-005719,SHORT,D,True,False,True,False,True,False,True,False,True,False,True,False
D-043735,LONG,D,True,True,True,False,True,False,True,False,True,True,False,True
D-035716,SHORT,D,False,True,False,False,True,False,True,True,True,True,False,True
D-023541,SHORT,D,True,False,True,False,True,False,True,False,True,False,True,False
D-036421,SHORT,D,True,False,True,False,True,False,True,True,True,True,True,False
D-034890,SHORT,D,True,True,True,True,True,True,True,True,True,True,False,True
D-016786,LONG,D,False,False,True,True,True,False,True,False,True,False,False,True
D-018727,LONG,D,False,False,False,False,False,False,False,False,False,False,False,True
D-028497,SHORT,D,True,False,True,True,True,False,True,False,True,False,False,True
D-010714,LONG,D,False,False,False,False,False,False,True,True,True,True,False,True
D-027222,LONG,D,True,True,True,True,True,True,True,False,True,False,True,False
D-024984,SHORT,D,False,True,True,False,True,False,True,False,True,False,False,True
D-017714,SHORT,D,True,True,True,True,True,True,True,False,True,True,False,True
D-035840,LONG,D,True,False,True,True,True,True,True,True,True,True,True,False
D-016657,SHORT,D,True,False,True,False,True,False,True,False,True,False,False,True
D-027012,SHORT,D,False,True,False,True,False,True,True,False,True,False,False,True
D-023416,SHORT,D,True,False,True,True,True,False,True,False,True,True,True,False
D-031549,LONG,D,False,False,False,False,False,False,True,True,True,True,False,True
D-011196,SHORT,D,True,False,True,False,True,False,True,False,True,False,True,False
D-020202,SHORT,D,True,False,True,False,True,False,True,False,True,False,False,True
D-021470,LONG,D,True,False,True,False,True,False,True,True,True,True,True,False
D-017970,LONG,D,False,False,False,False,True,False,True,False,True,False,False,True
D-005035,LONG,D,False,False,False,False,False,False,False,False,False,False,False,True
D-018917,SHORT,D,True,False,True,False,True,False,True,False,True,True,True,False
D-044832,LONG,D,True,True,True,True,True,True,True,True,True,True,True,False
D-009187,LONG,D,True,True,True,True,True,True,True,True,True,True,False,True
D-002864,LONG,D,False,False,False,False,False,False,False,False,False,False,False,True
D-013462,LONG,D,False,False,False,False,False,False,True,True,True,True,False,True
D-032344,LONG,D,True,False,True,False,True,False,True,False,True,False,False,True
D-012946,SHORT,D,True,False,True,False,True,False,True,False,True,False,True,False
D-016297,LONG,D,True,False,True,False,True,False,True,False,True,True,False,True
D-027785,SHORT,D,True,False,True,False,True,False,True,False,True,False,True,False
D-045281,LONG,D,True,True,True,True,True,False,True,True,True,False,True,False
D-043600,SHORT,D,True,False,True,False,True,False,True,False,True,False,True,False
D-036296,LONG,D,True,True,True,True,True,False,True,True,True,True,True,False
D-033684,LONG,D,True,True,True,False,True,True,True,True,True,True,False,True
D-023494,SHORT,D,True,False,True,False,True,False,True,False,True,True,True,False
D-038112,SHORT,D,False,True,False,True,False,True,False,True,False,True,False,True
D-042963,LONG,D,True,True,True,True,True,True,True,True,True,True,True,False
D-035516,LONG,D,False,False,False,False,False,False,False,False,False,False,False,True
D-003768,SHORT,D,True,False,True,False,True,False,True,False,True,False,False,True
D-034046,SHORT,D,True,True,True,True,True,True,True,True,True,True,False,True
D-013327,LONG,D,False,False,True,True,True,True,True,True,True,True,False,True
D-012960,SHORT,D,False,True,False,True,False,True,False,True,False,False,False,True
D-012729,SHORT,D,False,True,True,True,True,True,True,False,True,False,False,True
D-002005,LONG,D,False,False,True,True,True,False,True,True,True,True,False,True
D-009550,LONG,D,True,True,True,True,True,True,True,True,True,True,True,False
