model,N,WinRate,AvgR,PF,TotalR,MaxDD,MedianHold,AvgHold,MFE,MAE,GrossAvgR,STOP_PCT,TARGET_PCT,TIME_PCT,retention
P4_HARD_PASS,1058,0.32892249527410206,0.14744900282078444,1.2199302263121503,156.00104498438992,37.01120614029273,4.0,6.871455576559546,1.5152628790059206,1.1624514224308078,0.14751079353706747,0.6701323251417769,0.32608695652173914,0.003780718336483932,0.029247525847293638
P5_WAIT_RESET,33868,0.2945553324672257,0.02720507797977239,1.0385937059326245,921.3815810189312,179.97695276902226,3.0,6.147277666233613,1.396679596231174,1.1755406867288993,0.027266113451562605,0.7046769812212118,0.29175032479036256,0.0035726939884256526,0.9362525570851993
P0_BASELINE,36174,0.2914800685575275,0.015992034592082663,1.0225953830536263,578.4958593339983,170.24068076042175,3.0,6.122878310388677,1.3845218585487142,1.1802498649278192,0.016053156709650192,0.707386520705479,0.2883839221540333,0.004229557140487643,1.0
