model_id,N,retention_pct,long_retention_pct,short_retention_pct,AvgR,PF,TotalR,MaxDD,delta_AvgR,train_AvgR,val_AvgR,test_AvgR,val_N,test_N,recovered_entries
P0,36174,100.0,100.0,100.0,0.015992034592082663,1.0225953830536263,578.4958593339983,170.24068076042175,0.0,0.007271229477295236,0.010862212971078557,0.04728306619392247,7235,7235,0
P1,29533,81.64151047713828,81.09174782162994,82.28516562650024,0.01642547135333816,1.0232102605953892,485.09344547813595,198.05747408731833,0.00043343676125549846,0.005777075007055301,0.04798891662429152,0.021057235266428505,7235,594,0
P2,19178,53.01597832697517,52.73705791901589,53.34253480556889,0.008574701709213008,1.0120806413897872,164.44562937928708,163.1999144378773,-0.0074173328828696546,0.008574701709213008,0.0,0.0,0,0,0
P3,33931,93.79941394371649,93.63403382880574,93.9930388862218,0.016002083145720197,1.0226089694772693,542.966683217432,146.57235442584317,1.0048553637533736e-05,0.01116259622676362,0.02149802815975201,0.029077616381399978,7235,4992,0
P4,1058,2.924752584729364,2.926704254228601,2.9224675948151706,0.14744900282078444,1.2199302263121503,156.00104498438992,37.01120614029273,0.1314569682287018,0.14744900282078444,0.0,0.0,0,0,0
P5,33868,93.62525570851993,93.49564325986674,93.7770043206913,0.02720507797977239,1.0385937059326245,921.3815810189312,179.97695276902226,0.011213043387689726,0.018834855867802352,0.05698506473105249,0.02034954877966815,7235,4929,32810
P6,33867,93.62249129208824,93.49051768323936,93.7770043206913,0.027132065556515993,1.0384889924713876,918.8816642025272,179.97695276902226,0.01114003096443333,0.01883485745932083,0.05650130724594048,0.020556607139011494,7235,4928,32810
P7,34007,94.00950959252502,93.82368016401846,94.22707633221316,0.027637616245911732,1.039213818510896,939.8724156747203,178.97724643838842,0.01164558165382907,0.02060858271280056,0.056984858729971145,0.015844175920433252,7235,5068,32810
P8,34006,94.00674517609333,93.81855458739108,94.22707633221316,0.02756491498142434,1.0391095157537389,937.3724988583161,178.97724643838842,0.011572880389341678,0.020447323760407976,0.05698486060679463,0.016044664983671297,7235,5067,32810
P9,34006,94.00674517609333,93.81855458739108,94.22707633221316,0.02756491498142434,1.0391095157537389,937.3724988583161,178.97724643838842,0.011572880389341678,0.020447323760407976,0.05698486060679463,0.016044664983671297,7235,5067,32810
P10,33305,92.06888925747775,91.90671450538186,92.25876140182429,0.023838024001608716,1.0337702862858469,793.9253893735782,170.96910211704312,0.007845989409526053,0.015416925693705303,0.04662599813415234,0.027938006783510376,7235,4366,32810
