N,WinRate,AvgR,PF,TotalR,MaxDD,MedianHold,AvgHold,MFE,MAE,GrossAvgR,STOP_PCT,TARGET_PCT,TIME_PCT,entry_type
571,0.3327495621716287,0.16333643795876046,1.2452405457283204,93.26510607445222,30.50722067307848,4.0,6.866900175131349,1.5305486684009224,1.2003169080679137,0.16339924760612823,0.6654991243432574,0.3309982486865149,0.0035026269702276708,CONTINUATION_LONG
487,0.324435318275154,0.12882122979453323,1.1906750916005726,62.73593890993769,20.50069677339036,4.0,6.876796714579055,1.4973405263477153,1.1180547236653307,0.1288818258298114,0.675564681724846,0.3203285420944558,0.004106776180698152,CONTINUATION_SHORT
17670,0.29807583474816074,0.03933724459608804,1.0560978865928023,695.0891120128757,103.75410005345111,4.0,6.4244482173174875,1.410644038107974,1.181739760388626,0.039398390221164155,0.7009620826259196,0.29490662139219015,0.004131295981890209,RESET_LONG
15140,0.2880449141347424,0.004642762484918474,1.0065242233998553,70.2914240216657,252.73044917219158,3.0,5.773183619550859,1.3720948669617725,1.1692203967724932,0.004703616618714281,0.7114266842800528,0.28566710700132103,0.002906208718626156,RESET_SHORT
