N,WinRate,AvgR,PF,TotalR,MaxDD,MedianHold,AvgHold,MFE,MAE,GrossAvgR,STOP_PCT,TARGET_PCT,TIME_PCT,m15_state,LONG_N,SHORT_N,LONG_AvgR,SHORT_AvgR
55,0.36363636363636365,0.2726579150307715,1.428433820559163,14.996185326692434,8.000748339069435,4.0,6.363636363636363,1.5081381859558034,1.019832475528105,0.2727272727272871,0.6363636363636364,0.36363636363636365,0.0,15M_BALANCED,28,27,0.24993103026267138,0.29622653627176426
2811,0.28850942725008893,0.006044375707986024,1.0084948663301916,16.990740115148714,90.89111871797724,3.0,5.905727499110637,1.4189678450477996,1.1548294372165322,0.006103864419955612,0.711490572749911,0.2863749555318392,0.0021344717182497333,15M_BEARISH,0,2811,0.0,0.006044375707986024
3320,0.28373493975903613,-0.013863006789449187,0.980620898804146,-46.0251825409713,145.12451403060706,4.0,6.616566265060241,1.3545854343228798,1.173728311002711,-0.013802390205451636,0.7147590361445784,0.2786144578313253,0.006626506024096385,15M_BULLISH,3320,0,-0.013863006789449187,0.0
5061,0.2894684844892314,0.009353423534215437,1.0131685331352251,47.33767650666433,137.62379057077584,3.0,5.8844101956135155,1.352435013852217,1.1675721871532792,0.009414304521510219,0.7101363366923533,0.2868998221695317,0.002963841138114997,15M_EXTENDED_DOWN,0,5061,0.0,0.009353423534215437
6122,0.29663508657301535,0.03577218938023308,1.0509123763726667,218.9973433857869,115.19573784333983,4.0,6.373244037896113,1.366985910405228,1.1949187131954657,0.03583235990908543,0.7023848415550473,0.29402156158118264,0.0035935968637700096,15M_EXTENDED_UP,6122,0,0.03577218938023308,0.0
10058,0.2974746470471267,0.0366847357537961,1.0522542830978858,368.97507221168115,118.64093611317179,3.0,6.04394511831378,1.4427403687819416,1.1762584752438392,0.036746744534029804,0.7018293895406641,0.2944919467090873,0.0036786637502485586,15M_NEUTRAL,5346,4712,0.07775253234193716,-0.00990873635150995
3163,0.2905469490989567,0.015367295154775336,1.0216967985165621,48.60675457455439,87.88164827231248,3.0,5.855516914321846,1.3682837756669002,1.1711424226150653,0.01542829921652356,0.707872273158394,0.28865001580777744,0.0034777110338286435,15M_TRANSITION_DOWN,677,2486,0.06600079239005516,0.0015785270018049212
3278,0.3084197681513118,0.07672452453916255,1.1109830186719347,251.50299143937485,46.50611374024501,4.0,6.457901159243441,1.428166305765241,1.1759033628237558,0.07678606878682291,0.6912751677852349,0.3062843197071385,0.0024405125076266015,15M_TRANSITION_UP,2748,530,0.05387060190942296,0.19521995734392564
