session,N,WinRate,AvgR,PF,TotalR,MaxDD,MedianHold,AvgHold,MFE,MAE,GrossAvgR,STOP_PCT,TARGET_PCT,TIME_PCT
ETH,23494.0,0.2924576487613859,0.02208987350458166,1.031231056391286,518.9794881166415,160.1032569812304,3.0,5.863582191197753,1.367985501718348,1.1630857811146427,0.02215109355135827,0.7072018387673449,0.2913509832297608,0.001447178002894356
RTH,10374.0,0.29930595720069403,0.038789482639511264,1.0554542872711359,402.40209290228984,73.66737273113955,3.0,6.789762868710237,1.4616631181594886,1.2037473141148014,0.03885010010429062,0.6989589358010411,0.2926547137073453,0.00838635049161365
