N,WinRate,AvgR,PF,TotalR,MaxDD,MedianHold,AvgHold,MFE,MAE,GrossAvgR,STOP_PCT,TARGET_PCT,TIME_PCT
36174,0.2914800685575275,0.015992034592082663,1.0225953830536263,578.4958593339983,170.24068076042175,3.0,6.122878310388677,1.3845218585487142,1.1802498649278192,0.016053156709650192,0.707386520705479,0.2883839221540333,0.004229557140487643
