N,WinRate,AvgR,PF,TotalR,MaxDD,MedianHold,AvgHold,MFE,MAE,GrossAvgR,STOP_PCT,TARGET_PCT,TIME_PCT
139,0.3237410071942446,0.13302758745171925,1.1966981359650666,18.490834655788976,17.00132195648237,4.0,6.856115107913669,1.3918432680956119,1.1892059898276872,0.13309352517985612,0.6762589928057554,0.3237410071942446,0.0
