N,WinRate,AvgR,PF,TotalR,MaxDD,MedianHold,AvgHold,MFE,MAE,GrossAvgR,STOP_PCT,TARGET_PCT,TIME_PCT,side,model_id
36174,0.2914800685575275,0.015992034592082663,1.0225953830536263,578.4958593339983,170.24068076042175,3.0,6.122878310388677,1.3845218585487142,1.1802498649278192,0.016053156709650192,0.707386520705479,0.2883839221540333,0.004229557140487643,COMBINED,P0
19510,0.2959507944643772,0.030041447697564276,1.042719143613741,586.108644579479,95.40563565167508,4.0,6.604664274730907,1.3918806293309127,1.1873733838178036,0.030102729190227644,0.7028190671450538,0.29174782162993335,0.005433111225012814,LONG,P0
16664,0.28624579932789246,-0.00045684020916231943,0.9993593196545303,-7.612785245480891,236.03770517312256,3.0,5.558809409505521,1.3759063029821814,1.171909739295103,-0.0003959046859370753,0.7127340374459914,0.28444551128180506,0.0028204512722035525,SHORT,P0
29533,0.29157213964040224,0.01642547135333816,1.0232102605953892,485.09344547813595,198.05747408731833,3.0,6.037111028341178,1.385061896048259,1.1801224845756328,0.016486502136451715,0.7073443266854028,0.2885924220363661,0.004063251278231131,COMBINED,P1
15821,0.29580936729663104,0.029889608168854803,1.0424976863387208,472.88349083945184,86.006869604517,3.0,6.539915302446116,1.3892675893929227,1.183921322775335,0.02995076118824933,0.7029264901080842,0.2918273181214841,0.005246191770431704,LONG,P1
13712,0.2866831971995333,0.0008904576020043837,1.0012493966558769,12.20995463868411,179.73638370626588,3.0,5.456971995332555,1.3802093381131717,1.1757393589077878,0.0009513473480554132,0.7124416569428238,0.2848599766627771,0.0026983663943990666,SHORT,P1
19178,0.2893940974032746,0.008574701709213008,1.0120806413897872,164.44562937928708,163.1999144378773,3.0,6.0617374074460315,1.366134052313085,1.176518679369168,0.008635173100149968,0.7095108979038481,0.2860569402440296,0.004432161852122223,COMBINED,P2
10289,0.2940033044999514,0.0231935048327585,1.0328972884363357,238.63797122425223,100.95077073919325,3.0,6.611235299834775,1.3711457229013038,1.1723741947562754,0.02325408894670265,0.7047332102245116,0.28953251044805134,0.005734279327437069,LONG,P2
8889,0.2840589492631342,-0.008346534125882002,0.9883314082076522,-74.19234184496511,243.41981667261257,3.0,5.425694678816515,1.3603330534738247,1.1813159121492387,-0.008286193211603947,0.7150410619867251,0.2820339745753178,0.0029249634379570257,SHORT,P2
33931,0.2915033450237246,0.016002083145720197,1.0226089694772693,542.966683217432,146.57235442584317,3.0,6.095929975538593,1.3821573410948984,1.179361750203044,0.016063103324879167,0.7074946214376234,0.28837935810910376,0.004126020453272819,COMBINED,P3
18268,0.2972410772936282,0.03426373882922416,1.0488070407924122,625.9299809322669,87.89874241072081,4.0,6.603623823078608,1.3926728851494077,1.1847968974356342,0.03432492785231178,0.7017188526384935,0.2929165754324502,0.005364571929056273,LONG,P3
15663,0.2848113388239801,-0.005296769310785595,0.9925865786683693,-82.96329771483478,276.5898871486029,3.0,5.503798761412245,1.3698928988560053,1.1730226536286354,-0.005235946056921187,0.7142309902317564,0.2830875311243057,0.002681478643937943,SHORT,P3
1058,0.32892249527410206,0.14744900282078444,1.2199302263121503,156.00104498438992,37.01120614029273,4.0,6.871455576559546,1.5152628790059206,1.1624514224308078,0.14751079353706747,0.6701323251417769,0.32608695652173914,0.003780718336483932,COMBINED,P4
571,0.3327495621716287,0.16333643795876046,1.2452405457283204,93.26510607445222,30.50722067307848,4.0,6.866900175131349,1.5305486684009224,1.2003169080679137,0.16339924760612823,0.6654991243432574,0.3309982486865149,0.0035026269702276708,LONG,P4
487,0.324435318275154,0.12882122979453323,1.1906750916005726,62.73593890993769,20.50069677339036,4.0,6.876796714579055,1.4973405263477153,1.1180547236653307,0.1288818258298114,0.675564681724846,0.3203285420944558,0.004106776180698152,SHORT,P4
33868,0.2945553324672257,0.02720507797977239,1.0385937059326245,921.3815810189312,179.97695276902226,3.0,6.147277666233613,1.396679596231174,1.1755406867288993,0.027266113451562605,0.7046769812212118,0.29175032479036256,0.0035726939884256526,COMBINED,P5
18241,0.29916123019571295,0.04321880478522712,1.061730283921886,788.3542180873279,103.25530305819674,4.0,6.438298338906858,1.4143974257455636,1.1823212828558631,0.04328000249937338,0.6998519817992435,0.2960364015130749,0.004111616687681597,LONG,P5
15627,0.28917898508990847,0.008512661606936929,1.011981279689419,133.0273629316034,208.73418623101063,3.0,5.807576630191336,1.3759980240694039,1.167625869172622,0.00857350769734769,0.710309080437704,0.2867472963460677,0.002943623216228323,SHORT,P5
33867,0.2945345026131633,0.027132065556515993,1.0384889924713876,918.8816642025272,179.97695276902226,3.0,6.14680957864588,1.3966047178931629,1.1755475288011823,0.0271931003743326,0.7046977884075944,0.29172941211208553,0.0035727994803200756,COMBINED,P6
18240,0.29912280701754385,0.04308411739423926,1.0615345336216822,785.8543012709241,103.25530305819672,4.0,6.437445175438596,1.4142593672563137,1.1823343585717698,0.043145313903019185,0.699890350877193,0.29599780701754386,0.004111842105263158,LONG,P6
15627,0.28917898508990847,0.008512661606936929,1.011981279689419,133.0273629316034,208.73418623101063,3.0,5.807576630191336,1.3759980240694039,1.167625869172622,0.00857350769734769,0.710309080437704,0.2867472963460677,0.002943623216228323,SHORT,P6
34007,0.2946746258123328,0.027637616245911732,1.039213818510896,939.8724156747203,178.97724643838842,3.0,6.150174963978005,1.396659828253674,1.175596542203676,0.027698671755154006,0.7045608257123533,0.2918810833063781,0.0035580909812685624,COMBINED,P7
18305,0.29915323682054085,0.043204044549017016,1.061708262037798,790.8500354697564,103.25530305819689,4.0,6.438896476372576,1.4138683075575489,1.182777197001637,0.04326525679273804,0.6998634252936357,0.29603933351543293,0.00409724119093144,LONG,P7
15702,0.2894535727932747,0.009490662349061511,1.0133629137649978,149.02238020496384,220.23534008559562,3.0,5.813590625398039,1.3765986122520546,1.1672255139221404,0.009551535141157327,0.7100369379696854,0.2870334989173354,0.0029295631129792384,SHORT,P7
34006,0.2946538846085985,0.02756491498142434,1.0391095157537389,937.3724988583161,178.97724643838842,3.0,6.149708874904428,1.3965852554006066,1.1756033579514111,0.027625969839955366,0.7045815444333353,0.29186025995412573,0.0035581956125389637,COMBINED,P8
18304,0.29911494755244755,0.04306982728656865,1.061513199111756,788.3501186533525,103.25530305819683,4.0,6.438046328671328,1.4137307028830457,1.1827902519061542,0.0431310383299317,0.6999016608391608,0.2960008741258741,0.004097465034965035,LONG,P8
15702,0.2894535727932747,0.009490662349061511,1.0133629137649978,149.02238020496384,220.23534008559562,3.0,5.813590625398039,1.3765986122520546,1.1672255139221404,0.009551535141157327,0.7100369379696854,0.2870334989173354,0.0029295631129792384,SHORT,P8
34006,0.2946538846085985,0.02756491498142434,1.0391095157537389,937.3724988583161,178.97724643838842,3.0,6.149708874904428,1.3965852554006066,1.1756033579514111,0.027625969839955366,0.7045815444333353,0.29186025995412573,0.0035581956125389637,COMBINED,P9
18304,0.29911494755244755,0.04306982728656865,1.061513199111756,788.3501186533525,103.25530305819683,4.0,6.438046328671328,1.4137307028830457,1.1827902519061542,0.0431310383299317,0.6999016608391608,0.2960008741258741,0.004097465034965035,LONG,P9
15702,0.2894535727932747,0.009490662349061511,1.0133629137649978,149.02238020496384,220.23534008559562,3.0,5.813590625398039,1.3765986122520546,1.1672255139221404,0.009551535141157327,0.7100369379696854,0.2870334989173354,0.0029295631129792384,SHORT,P9
33305,0.2935895511184507,0.023838024001608716,1.0337702862858469,793.9253893735782,170.96910211704312,3.0,6.1237351748986635,1.3922787243239152,1.176138292875507,0.023899091244324516,0.7056598108392134,0.2907971776009608,0.003543011559825852,COMBINED,P10
17931,0.298142881044002,0.039548770456667055,1.0564040576683587,709.149003058497,103.88639688337474,4.0,6.420389269979365,1.4095751319944618,1.182788136547668,0.03960997592353432,0.7009090402096927,0.2949640287769784,0.004126931013328872,LONG,P10
15374,0.2882789124495902,0.005514269956750441,1.007751391490113,84.77638631508127,249.7296674730008,3.0,5.777741641732796,1.3721055822697605,1.168382448795534,0.005575175985906999,0.7112007285026668,0.285937296734747,0.0028619747625861845,SHORT,P10
