date,rth_open_i,research_end_i,on_start_i,on_end_i,on_high,on_low,on_mid,prior_rth_high,prior_rth_low,prior_rth_close,prior_rth_mid,rth_open,atr_open,overnight_bars,prior_rth_bars,gap_atr,on_range_atr,open_vs_prior_high,open_vs_prior_low,open_vs_prior_close,open_inside_prior_range,open_class
2020-03-16,855021,855097,854853,855020,7905.25,7556.0,7730.625,7966.0,7292.25,7941.75,7629.125,7396.25,11.410714285714286,168,390,-47.80594679186228,30.607198748043817,BELOW_OR_EQUAL,ABOVE_OR_EQUAL,BELOW,True,OPEN_INSIDE_PRIOR_RANGE
2020-03-17,856062,856152,855442,856061,7294.25,6987.75,7141.0,7564.0,6927.0,6944.25,7245.5,7182.75,18.767857142857142,620,376,12.70789724072312,16.331113225499525,BELOW_OR_EQUAL,ABOVE_OR_EQUAL,ABOVE,True,OPEN_INSIDE_PRIOR_RANGE
2020-03-18,857030,857120,856497,857029,7392.25,7064.25,7228.25,7552.25,6948.75,7453.75,7250.5,6974.0,7.339285714285714,533,390,-65.36739659367396,44.69099756690998,BELOW_OR_EQUAL,ABOVE_OR_EQUAL,BELOW,True,OPEN_INSIDE_PRIOR_RANGE
2020-03-19,858382,858472,857452,858381,7424.0,6874.25,7149.125,7324.5,6810.0,7206.75,7067.25,7177.25,16.321428571428573,930,377,-1.8074398249452952,33.68271334792122,BELOW_OR_EQUAL,ABOVE_OR_EQUAL,BELOW,True,OPEN_INSIDE_PRIOR_RANGE
2020-03-20,859729,859819,858817,859728,7629.0,7126.25,7377.625,7502.5,7010.0,7268.5,7256.25,7429.0,22.357142857142858,912,390,7.178913738019169,22.487220447284344,BELOW_OR_EQUAL,ABOVE_OR_EQUAL,ABOVE,True,OPEN_INSIDE_PRIOR_RANGE
2020-03-23,861043,861133,860164,861042,7316.25,6628.75,6972.5,7477.75,6952.0,6975.5,7214.875,6999.75,26.071428571428573,879,390,0.9301369863013698,26.36986301369863,BELOW_OR_EQUAL,ABOVE_OR_EQUAL,ABOVE,True,OPEN_INSIDE_PRIOR_RANGE
2020-03-24,862388,862478,861478,862387,7372.0,7005.75,7188.875,7142.25,6760.0,6992.25,6951.125,7379.25,7.410714285714286,910,390,52.221686746987956,49.42168674698795,ABOVE,ABOVE_OR_EQUAL,ABOVE,False,OPEN_ABOVE_PRIOR_HIGH
2020-03-25,863753,863843,862823,863752,7758.0,7377.0,7567.5,7534.5,7294.25,7533.5,7414.375,7555.25,17.053571428571427,930,390,1.2753926701570681,22.341361256544506,ABOVE,ABOVE_OR_EQUAL,ABOVE,False,OPEN_ABOVE_PRIOR_HIGH
2020-03-26,865118,865208,864188,865117,7549.5,7310.25,7429.875,7761.0,7371.5,7462.75,7566.25,7527.25,23.0,930,390,2.8043478260869565,10.402173913043478,BELOW_OR_EQUAL,ABOVE_OR_EQUAL,ABOVE,True,OPEN_INSIDE_PRIOR_RANGE
2020-03-27,866483,866573,865553,866482,7893.25,7618.75,7756.0,7893.5,7514.75,7868.0,7704.125,7654.75,13.660714285714286,930,390,-15.610457516339869,20.094117647058823,BELOW_OR_EQUAL,ABOVE_OR_EQUAL,BELOW,True,OPEN_INSIDE_PRIOR_RANGE
2020-03-30,867848,867938,866918,867847,7690.0,7365.0,7527.5,7800.25,7560.0,7573.25,7680.125,7660.5,11.392857142857142,930,390,7.6583072100313485,28.52664576802508,BELOW_OR_EQUAL,ABOVE_OR_EQUAL,ABOVE,True,OPEN_INSIDE_PRIOR_RANGE
2020-03-31,869214,869304,868284,869213,7957.0,7764.25,7860.625,7884.0,7630.0,7867.0,7757.0,7844.75,10.625,930,390,-2.0941176470588236,18.141176470588235,BELOW_OR_EQUAL,ABOVE_OR_EQUAL,BELOW,True,OPEN_INSIDE_PRIOR_RANGE
2020-04-01,870581,870671,869651,870580,7773.5,7524.25,7648.875,7995.0,7747.5,7795.75,7871.25,7565.25,8.625,930,390,-26.72463768115942,28.89855072463768,BELOW_OR_EQUAL,BELOW,BELOW,False,OPEN_BELOW_PRIOR_LOW
2020-04-02,871947,872037,871017,871946,7596.5,7376.0,7486.25,7683.0,7404.25,7466.5,7543.625,7432.0,14.696428571428571,930,390,-2.347509113001215,15.003645200486027,BELOW_OR_EQUAL,ABOVE_OR_EQUAL,BELOW,True,OPEN_INSIDE_PRIOR_RANGE
2020-04-03,873312,873402,872382,873311,7651.5,7509.5,7580.5,7625.5,7408.75,7617.5,7517.125,7593.0,13.660714285714286,930,390,-1.7934640522875815,10.394771241830064,BELOW_OR_EQUAL,ABOVE_OR_EQUAL,BELOW,True,OPEN_INSIDE_PRIOR_RANGE
2020-04-06,874677,874767,873747,874676,7870.0,7535.5,7702.75,7660.25,7423.5,7514.5,7541.875,7798.0,7.053571428571429,930,390,40.19240506329114,47.42278481012658,ABOVE,ABOVE_OR_EQUAL,ABOVE,False,OPEN_ABOVE_PRIOR_HIGH
2020-04-07,876042,876132,875112,876041,8303.25,7948.0,8125.625,8099.0,7750.0,8053.5,7924.5,8282.5,9.625,930,390,23.792207792207794,36.90909090909091,ABOVE,ABOVE_OR_EQUAL,ABOVE,False,OPEN_ABOVE_PRIOR_HIGH
2020-04-08,877407,877497,876477,877406,8143.0,7953.25,8048.125,8298.5,8031.25,8040.5,8164.875,8115.75,8.642857142857142,930,390,8.706611570247935,21.954545454545457,BELOW_OR_EQUAL,ABOVE_OR_EQUAL,ABOVE,True,OPEN_INSIDE_PRIOR_RANGE
2020-04-09,878772,878862,877842,878771,8313.75,8101.75,8207.75,8242.0,8044.5,8212.75,8143.25,8284.5,13.196428571428571,930,390,5.437077131258458,16.064952638700948,ABOVE,ABOVE_OR_EQUAL,ABOVE,False,OPEN_ABOVE_PRIOR_HIGH
2020-04-13,880137,880227,879207,880136,8327.5,8073.25,8200.375,8326.25,8152.25,8226.0,8239.25,8189.0,8.160714285714286,930,390,-4.533916849015317,31.155361050328224,BELOW_OR_EQUAL,ABOVE_OR_EQUAL,BELOW,True,OPEN_INSIDE_PRIOR_RANGE
2020-04-14,881502,881592,880572,881501,8502.75,8319.0,8410.875,8333.5,8141.25,8316.5,8237.375,8487.25,7.910714285714286,930,390,21.584650112866818,23.227990970654627,ABOVE,ABOVE_OR_EQUAL,ABOVE,False,OPEN_ABOVE_PRIOR_HIGH
2020-04-15,882867,882957,881937,882866,8707.5,8503.0,8605.25,8710.0,8457.0,8682.0,8583.5,8543.25,8.160714285714286,930,390,-17.002188183807437,25.059080962800873,BELOW_OR_EQUAL,ABOVE_OR_EQUAL,BELOW,True,OPEN_INSIDE_PRIOR_RANGE
2020-04-16,884232,884322,883302,884231,8698.5,8500.5,8599.5,8656.25,8486.5,8582.0,8571.375,8678.25,6.660714285714286,930,390,14.450402144772118,29.726541554959788,ABOVE,ABOVE_OR_EQUAL,ABOVE,False,OPEN_ABOVE_PRIOR_HIGH
2020-04-17,885597,885687,884667,885596,8966.75,8834.0,8900.375,8785.5,8591.75,8743.25,8688.625,8849.0,10.517857142857142,930,390,10.054329371816639,12.621392190152802,ABOVE,ABOVE_OR_EQUAL,ABOVE,False,OPEN_ABOVE_PRIOR_HIGH
2020-04-20,886962,887052,886032,886961,8837.25,8696.25,8766.75,8871.5,8689.5,8815.75,8780.5,8737.0,6.857142857142857,930,390,-11.484375,20.5625,BELOW_OR_EQUAL,ABOVE_OR_EQUAL,BELOW,True,OPEN_INSIDE_PRIOR_RANGE
2020-04-21,888327,888417,887397,888326,8763.0,8595.0,8679.0,8846.0,8709.75,8712.0,8777.875,8630.5,6.25,930,390,-13.04,26.88,BELOW_OR_EQUAL,BELOW,BELOW,False,OPEN_BELOW_PRIOR_LOW
2020-04-22,889692,889782,888762,889691,8579.25,8400.0,8489.625,8652.0,8342.0,8390.75,8497.0,8568.25,6.321428571428571,930,390,28.07909604519774,28.35593220338983,BELOW_OR_EQUAL,ABOVE_OR_EQUAL,ABOVE,True,OPEN_INSIDE_PRIOR_RANGE
2020-04-23,891057,891147,890127,891056,8698.25,8580.5,8639.375,8700.0,8533.75,8648.0,8616.875,8676.75,5.214285714285714,930,390,5.513698630136986,22.58219178082192,BELOW_OR_EQUAL,ABOVE_OR_EQUAL,ABOVE,True,OPEN_INSIDE_PRIOR_RANGE
2020-04-24,892422,892512,891492,892421,8673.75,8498.25,8586.0,8786.5,8607.5,8627.75,8697.0,8644.5,6.767857142857143,930,390,2.474934036939314,25.93139841688654,BELOW_OR_EQUAL,ABOVE_OR_EQUAL,ABOVE,True,OPEN_INSIDE_PRIOR_RANGE
2020-04-27,893787,893877,892857,893786,8898.0,8730.0,8814.0,8780.25,8583.0,8770.75,8681.625,8858.0,5.625,930,390,15.511111111111111,29.866666666666667,ABOVE,ABOVE_OR_EQUAL,ABOVE,False,OPEN_ABOVE_PRIOR_HIGH
2020-04-28,895152,895242,894222,895151,8945.75,8777.0,8861.375,8877.0,8789.0,8824.25,8833.0,8903.25,4.857142857142857,930,390,16.264705882352942,34.74264705882353,ABOVE,ABOVE_OR_EQUAL,ABOVE,False,OPEN_ABOVE_PRIOR_HIGH
2020-04-29,896517,896607,895587,896516,8907.0,8733.75,8820.375,8905.25,8654.5,8666.5,8779.875,8860.0,7.75,930,390,24.967741935483872,22.35483870967742,BELOW_OR_EQUAL,ABOVE_OR_EQUAL,ABOVE,True,OPEN_INSIDE_PRIOR_RANGE
2020-04-30,897882,897972,896952,897881,9144.75,8973.0,9058.875,9014.75,8816.0,8963.5,8915.375,9015.75,9.571428571428571,930,390,5.458955223880597,17.94402985074627,ABOVE,ABOVE_OR_EQUAL,ABOVE,False,OPEN_ABOVE_PRIOR_HIGH
2020-05-01,899247,899337,898317,899246,8861.5,8725.25,8793.375,9017.5,8905.75,8982.0,8961.625,8791.0,6.910714285714286,930,390,-27.638242894056848,19.71576227390181,BELOW_OR_EQUAL,BELOW,BELOW,False,OPEN_BELOW_PRIOR_LOW
2020-05-04,900612,900702,899682,900611,8696.5,8556.25,8626.375,8879.0,8672.0,8712.0,8775.5,8671.0,7.089285714285714,930,390,-5.783375314861461,19.78337531486146,BELOW_OR_EQUAL,BELOW,BELOW,False,OPEN_BELOW_PRIOR_LOW
2020-05-05,901977,902067,901047,901976,8926.0,8798.5,8862.25,8828.0,8650.5,8818.0,8739.25,8907.25,5.0,930,390,17.85,25.5,ABOVE,ABOVE_OR_EQUAL,ABOVE,False,OPEN_ABOVE_PRIOR_HIGH
2020-05-06,903342,903432,902412,903341,9010.0,8877.75,8943.875,9020.0,8884.75,8918.75,8952.375,8987.5,5.857142857142857,930,390,11.737804878048781,22.57926829268293,BELOW_OR_EQUAL,ABOVE_OR_EQUAL,ABOVE,True,OPEN_INSIDE_PRIOR_RANGE
2020-05-07,904707,904797,903777,904706,9100.5,8930.25,9015.375,9056.5,8935.5,8971.75,8996.0,9086.5,4.946428571428571,930,390,23.198555956678703,34.418772563176894,ABOVE,ABOVE_OR_EQUAL,ABOVE,False,OPEN_ABOVE_PRIOR_HIGH
2020-05-08,906072,906162,905142,906071,9238.0,9103.25,9170.625,9126.0,9030.25,9091.0,9078.125,9158.5,6.178571428571429,930,390,10.92485549132948,21.809248554913292,ABOVE,ABOVE_OR_EQUAL,ABOVE,False,OPEN_ABOVE_PRIOR_HIGH
2020-05-11,907437,907527,906507,907436,9285.0,9118.5,9201.75,9220.5,9116.0,9209.5,9168.25,9157.25,5.017857142857143,930,390,-10.412811387900355,33.181494661921704,BELOW_OR_EQUAL,ABOVE_OR_EQUAL,BELOW,True,OPEN_INSIDE_PRIOR_RANGE
2020-05-12,908802,908892,907872,908801,9327.25,9224.0,9275.625,9339.0,9147.5,9286.75,9243.25,9320.0,5.375,930,390,6.186046511627907,19.209302325581394,BELOW_OR_EQUAL,ABOVE_OR_EQUAL,ABOVE,True,OPEN_INSIDE_PRIOR_RANGE
2020-05-13,910167,910257,909237,910166,9169.25,8997.5,9083.375,9345.5,9100.5,9102.0,9223.0,9122.0,7.482142857142857,930,390,2.6730310262529833,22.954653937947494,BELOW_OR_EQUAL,ABOVE_OR_EQUAL,ABOVE,True,OPEN_INSIDE_PRIOR_RANGE
2020-05-14,911532,911622,910602,911531,9038.5,8889.75,8964.125,9202.75,8878.25,8990.75,9040.5,8934.25,7.25,930,390,-7.793103448275862,20.517241379310345,BELOW_OR_EQUAL,ABOVE_OR_EQUAL,BELOW,True,OPEN_INSIDE_PRIOR_RANGE
2020-05-15,912897,912987,911967,912896,9143.0,8925.5,9034.25,9089.0,8847.0,9086.25,8968.0,8962.0,7.75,930,390,-16.032258064516128,28.06451612903226,BELOW_OR_EQUAL,ABOVE_OR_EQUAL,BELOW,True,OPEN_INSIDE_PRIOR_RANGE
2020-05-18,914262,914352,913332,914261,9295.0,9110.25,9202.625,9148.5,8943.5,9146.0,9046.0,9268.75,5.928571428571429,930,390,20.704819277108435,31.162650602409638,ABOVE,ABOVE_OR_EQUAL,ABOVE,False,OPEN_ABOVE_PRIOR_HIGH
2020-05-19,915627,915717,914697,915626,9417.25,9291.0,9354.125,9361.5,9236.5,9320.0,9299.0,9326.75,5.696428571428571,930,390,1.1849529780564263,22.163009404388717,BELOW_OR_EQUAL,ABOVE_OR_EQUAL,ABOVE,True,OPEN_INSIDE_PRIOR_RANGE
2020-05-20,916992,917082,916062,916991,9411.0,9273.0,9342.0,9416.5,9288.0,9291.25,9352.25,9402.0,4.553571428571429,930,390,24.32156862745098,30.305882352941175,BELOW_OR_EQUAL,ABOVE_OR_EQUAL,ABOVE,True,OPEN_INSIDE_PRIOR_RANGE
2020-05-21,918357,918447,917427,918356,9503.25,9410.75,9457.0,9497.0,9402.0,9480.0,9449.5,9483.5,4.642857142857143,930,390,0.7538461538461538,19.92307692307692,BELOW_OR_EQUAL,ABOVE_OR_EQUAL,ABOVE,True,OPEN_INSIDE_PRIOR_RANGE
2020-05-22,919722,919812,918792,919721,9408.0,9241.5,9324.75,9510.75,9355.0,9377.5,9432.875,9358.25,4.732142857142857,930,390,-4.067924528301887,35.18490566037736,BELOW_OR_EQUAL,ABOVE_OR_EQUAL,BELOW,True,OPEN_INSIDE_PRIOR_RANGE
2020-05-25,921087,921177,920157,921086,9522.0,9391.5,9456.75,9417.75,9319.75,9406.25,9368.75,9518.0,1.7142857142857142,930,390,65.1875,76.125,ABOVE,ABOVE_OR_EQUAL,ABOVE,False,OPEN_ABOVE_PRIOR_HIGH
2020-05-26,922226,922316,921297,922225,9604.0,9504.0,9554.0,9536.5,9513.75,9530.5,9525.125,9558.75,4.642857142857143,929,210,6.084615384615384,21.538461538461537,ABOVE,ABOVE_OR_EQUAL,ABOVE,False,OPEN_ABOVE_PRIOR_HIGH
2020-05-27,923591,923681,922661,923590,9508.0,9358.5,9433.25,9569.75,9373.0,9388.0,9471.375,9361.25,7.910714285714286,930,390,-3.381489841986456,18.89841986455982,BELOW_OR_EQUAL,BELOW,BELOW,False,OPEN_BELOW_PRIOR_LOW
2020-05-28,924956,925046,924026,924955,9481.75,9320.5,9401.125,9440.5,9172.5,9434.5,9306.5,9383.0,8.214285714285714,930,390,-6.269565217391305,19.6304347826087,BELOW_OR_EQUAL,ABOVE_OR_EQUAL,BELOW,True,OPEN_INSIDE_PRIOR_RANGE
2020-05-29,926321,926411,925391,926320,9491.0,9381.25,9436.125,9565.5,9382.25,9415.25,9473.875,9441.5,6.571428571428571,930,390,3.9945652173913047,16.70108695652174,BELOW_OR_EQUAL,ABOVE_OR_EQUAL,ABOVE,True,OPEN_INSIDE_PRIOR_RANGE
2020-06-01,927686,927776,926756,927685,9588.5,9450.25,9519.375,9571.5,9372.0,9543.0,9471.75,9520.25,5.589285714285714,930,390,-4.0702875399361025,24.73482428115016,BELOW_OR_EQUAL,ABOVE_OR_EQUAL,BELOW,True,OPEN_INSIDE_PRIOR_RANGE
2020-06-02,929051,929141,928121,929050,9670.0,9554.0,9612.0,9605.75,9505.75,9593.5,9555.75,9604.25,4.232142857142857,930,390,2.540084388185654,27.409282700421944,BELOW_OR_EQUAL,ABOVE_OR_EQUAL,ABOVE,True,OPEN_INSIDE_PRIOR_RANGE
2020-06-03,930416,930506,929486,930415,9697.75,9635.5,9666.625,9656.0,9504.75,9655.0,9580.375,9677.25,5.571428571428571,930,390,3.9935897435897436,11.173076923076923,ABOVE,ABOVE_OR_EQUAL,ABOVE,False,OPEN_ABOVE_PRIOR_HIGH
2020-06-04,931781,931871,930851,931780,9707.5,9644.0,9675.75,9728.25,9640.75,9696.75,9684.5,9681.25,4.625,930,390,-3.3513513513513513,13.72972972972973,BELOW_OR_EQUAL,ABOVE_OR_EQUAL,BELOW,True,OPEN_INSIDE_PRIOR_RANGE
2020-06-05,933146,933236,932216,933145,9704.25,9601.75,9653.0,9742.5,9572.25,9627.5,9657.375,9670.75,9.428571428571429,930,390,4.587121212121212,10.871212121212121,BELOW_OR_EQUAL,ABOVE_OR_EQUAL,ABOVE,True,OPEN_INSIDE_PRIOR_RANGE
2020-06-08,934511,934601,933581,934510,9875.5,9785.25,9830.375,9846.25,9653.25,9816.0,9749.75,9809.5,4.607142857142857,930,390,-1.4108527131782946,19.589147286821706,BELOW_OR_EQUAL,ABOVE_OR_EQUAL,BELOW,True,OPEN_INSIDE_PRIOR_RANGE
2020-06-09,935876,935966,934946,935875,9907.25,9811.5,9859.375,9901.0,9747.0,9896.5,9824.0,9857.5,4.053571428571429,930,390,-9.62114537444934,23.621145374449338,BELOW_OR_EQUAL,ABOVE_OR_EQUAL,BELOW,True,OPEN_INSIDE_PRIOR_RANGE
2020-06-10,937241,937331,936311,937240,10048.25,9958.5,10003.375,10005.25,9852.0,9964.0,9928.625,10038.5,4.375,930,390,17.02857142857143,20.514285714285716,ABOVE,ABOVE_OR_EQUAL,ABOVE,False,OPEN_ABOVE_PRIOR_HIGH
2020-06-11,938606,938696,937676,938605,10107.0,9895.75,10001.375,10155.5,10017.75,10089.75,10086.625,9927.0,6.892857142857143,930,390,-23.61139896373057,30.647668393782382,BELOW_OR_EQUAL,BELOW,BELOW,False,OPEN_BELOW_PRIOR_LOW
2020-06-12,939971,940061,939041,939970,9799.5,9596.25,9697.875,9981.0,9584.5,9592.75,9782.75,9796.75,6.535714285714286,930,390,31.21311475409836,31.098360655737707,BELOW_OR_EQUAL,ABOVE_OR_EQUAL,ABOVE,True,OPEN_INSIDE_PRIOR_RANGE
2020-06-15,941336,941426,940406,941335,9598.25,9381.75,9490.0,9849.25,9494.75,9660.0,9672.0,9522.75,6.946428571428571,930,390,-19.75835475578406,31.167095115681235,BELOW_OR_EQUAL,ABOVE_OR_EQUAL,BELOW,True,OPEN_INSIDE_PRIOR_RANGE
2020-06-16,942701,942791,941771,942700,10010.0,9799.25,9904.625,9810.25,9483.5,9777.25,9646.875,9988.0,5.678571428571429,930,390,37.11320754716981,37.11320754716981,ABOVE,ABOVE_OR_EQUAL,ABOVE,False,OPEN_ABOVE_PRIOR_HIGH
2020-06-17,944063,944153,943135,944062,10038.75,9915.25,9977.0,10013.75,9797.75,9954.25,9905.75,10002.75,6.303571428571429,928,390,7.694050991501416,19.592067988668553,BELOW_OR_EQUAL,ABOVE_OR_EQUAL,ABOVE,True,OPEN_INSIDE_PRIOR_RANGE
2020-06-18,945428,945518,944498,945427,10029.0,9866.5,9947.75,10047.5,9936.25,9969.25,9991.875,9955.5,5.875,930,390,-2.3404255319148937,27.659574468085108,BELOW_OR_EQUAL,ABOVE_OR_EQUAL,BELOW,True,OPEN_INSIDE_PRIOR_RANGE
2020-06-19,946793,946883,945863,946792,10112.5,9979.75,10046.125,10008.5,9924.25,9998.5,9966.375,10098.25,6.875,930,390,14.50909090909091,19.30909090909091,ABOVE,ABOVE_OR_EQUAL,ABOVE,False,OPEN_ABOVE_PRIOR_HIGH
2020-06-22,948158,948248,947228,948157,10038.25,9843.5,9940.875,10109.25,9921.5,9990.5,10015.375,9991.0,4.142857142857143,930,390,0.12068965517241378,47.00862068965517,BELOW_OR_EQUAL,ABOVE_OR_EQUAL,ABOVE,True,OPEN_INSIDE_PRIOR_RANGE
2020-06-23,949523,949613,948593,949522,10204.5,9972.25,10088.375,10120.0,9975.75,10114.75,10047.875,10181.75,3.5892857142857144,930,390,18.666666666666664,64.70646766169153,ABOVE,ABOVE_OR_EQUAL,ABOVE,False,OPEN_ABOVE_PRIOR_HIGH
2020-06-24,950888,950978,949958,950887,10242.0,10106.0,10174.0,10296.25,10158.75,10197.5,10227.5,10167.25,7.392857142857143,930,390,-4.091787439613526,18.396135265700483,BELOW_OR_EQUAL,ABOVE_OR_EQUAL,BELOW,True,OPEN_INSIDE_PRIOR_RANGE
2020-06-25,952253,952343,951323,952252,10048.5,9893.75,9971.125,10221.5,9927.25,9992.75,10074.375,9997.0,5.535714285714286,930,390,0.767741935483871,27.95483870967742,BELOW_OR_EQUAL,ABOVE_OR_EQUAL,ABOVE,True,OPEN_INSIDE_PRIOR_RANGE
2020-06-26,953618,953708,952688,953617,10120.5,10033.0,10076.75,10098.25,9885.5,10087.0,9991.875,10072.75,5.107142857142857,930,390,-2.7902097902097904,17.132867132867133,BELOW_OR_EQUAL,ABOVE_OR_EQUAL,BELOW,True,OPEN_INSIDE_PRIOR_RANGE
2020-06-29,954983,955073,954053,954982,9888.0,9780.25,9834.125,10082.25,9824.25,9841.25,9953.25,9836.5,5.178571428571429,930,390,-0.9172413793103448,20.806896551724137,BELOW_OR_EQUAL,ABOVE_OR_EQUAL,BELOW,True,OPEN_INSIDE_PRIOR_RANGE
2020-06-30,956348,956438,955418,956347,10028.25,9940.25,9984.25,9952.25,9728.75,9950.75,9840.5,9950.0,4.696428571428571,930,390,-0.1596958174904943,18.73764258555133,BELOW_OR_EQUAL,ABOVE_OR_EQUAL,BELOW,True,OPEN_INSIDE_PRIOR_RANGE
2020-07-01,957595,957685,956785,957594,10159.25,10076.0,10117.625,10171.5,9943.25,10148.5,10057.375,10148.75,4.732142857142857,810,390,0.052830188679245285,17.59245283018868,BELOW_OR_EQUAL,ABOVE_OR_EQUAL,ABOVE,True,OPEN_INSIDE_PRIOR_RANGE
2020-07-02,958960,959050,958030,958959,10381.0,10246.5,10313.75,10310.0,10125.5,10265.0,10217.75,10368.5,3.5535714285714284,930,390,29.12562814070352,37.84924623115578,ABOVE,ABOVE_OR_EQUAL,ABOVE,False,OPEN_ABOVE_PRIOR_HIGH
2020-07-03,960325,960415,959395,960324,10389.75,10340.0,10364.875,10422.25,10317.5,10335.25,10369.875,10354.25,2.3214285714285716,930,390,8.184615384615384,21.43076923076923,BELOW_OR_EQUAL,ABOVE_OR_EQUAL,ABOVE,True,OPEN_INSIDE_PRIOR_RANGE
2020-07-06,961465,961555,960535,961464,10504.75,10341.5,10423.125,10357.75,10308.75,10326.0,10333.25,10470.5,3.4285714285714284,930,210,42.145833333333336,47.614583333333336,ABOVE,ABOVE_OR_EQUAL,ABOVE,False,OPEN_ABOVE_PRIOR_HIGH
2020-07-07,962830,962920,961900,962829,10664.5,10529.75,10597.125,10614.5,10470.0,10591.5,10542.25,10579.5,3.642857142857143,930,390,-3.2941176470588234,36.990196078431374,BELOW_OR_EQUAL,ABOVE_OR_EQUAL,BELOW,True,OPEN_INSIDE_PRIOR_RANGE
2020-07-08,964195,964285,963265,964194,10585.5,10505.25,10545.375,10694.5,10505.75,10516.75,10600.125,10573.5,3.2857142857142856,930,390,17.271739130434785,24.42391304347826,BELOW_OR_EQUAL,ABOVE_OR_EQUAL,ABOVE,True,OPEN_INSIDE_PRIOR_RANGE
2020-07-09,965560,965650,964630,965559,10739.0,10645.75,10692.375,10657.75,10512.5,10654.25,10585.125,10734.0,3.142857142857143,930,390,25.375,29.670454545454547,ABOVE,ABOVE_OR_EQUAL,ABOVE,False,OPEN_ABOVE_PRIOR_HIGH
2020-07-10,966925,967015,965995,966924,10758.5,10650.25,10704.375,10774.25,10560.0,10741.25,10667.125,10734.0,5.160714285714286,930,390,-1.4048442906574394,20.975778546712803,BELOW_OR_EQUAL,ABOVE_OR_EQUAL,BELOW,True,OPEN_INSIDE_PRIOR_RANGE
2020-07-13,968290,968380,967360,968289,10951.75,10847.75,10899.75,10829.75,10625.5,10820.75,10727.625,10937.75,3.7857142857142856,930,390,30.90566037735849,27.471698113207548,ABOVE,ABOVE_OR_EQUAL,ABOVE,False,OPEN_ABOVE_PRIOR_HIGH
2020-07-14,969655,969745,968725,969654,10693.0,10463.75,10578.375,11058.5,10561.5,10598.5,10810.0,10492.75,12.964285714285714,930,390,-8.15702479338843,17.683195592286502,BELOW_OR_EQUAL,BELOW,BELOW,False,OPEN_BELOW_PRIOR_LOW
2020-07-15,971020,971110,970090,971019,10755.0,10661.5,10708.25,10689.25,10358.75,10673.0,10524.0,10724.75,7.0,930,390,7.392857142857143,13.357142857142858,ABOVE,ABOVE_OR_EQUAL,ABOVE,False,OPEN_ABOVE_PRIOR_HIGH
2020-07-16,972385,972475,971455,972384,10698.25,10485.0,10591.625,10766.5,10551.25,10687.75,10658.875,10571.25,6.321428571428571,930,390,-18.429378531073446,33.73446327683616,BELOW_OR_EQUAL,ABOVE_OR_EQUAL,BELOW,True,OPEN_INSIDE_PRIOR_RANGE
2020-07-17,973750,973840,972820,973749,10658.25,10523.75,10591.0,10646.0,10475.5,10613.0,10560.75,10643.0,6.25,930,390,4.8,21.52,BELOW_OR_EQUAL,ABOVE_OR_EQUAL,ABOVE,True,OPEN_INSIDE_PRIOR_RANGE
2020-07-20,975115,975205,974185,975114,10678.25,10546.25,10612.25,10669.75,10537.5,10630.25,10603.625,10659.25,4.267857142857143,930,390,6.7949790794979075,30.928870292887026,BELOW_OR_EQUAL,ABOVE_OR_EQUAL,ABOVE,True,OPEN_INSIDE_PRIOR_RANGE
2020-07-21,976480,976570,975550,976479,11058.0,10932.5,10995.25,10964.5,10605.75,10936.5,10785.125,11001.5,6.303571428571429,930,390,10.311614730878187,19.909348441926344,ABOVE,ABOVE_OR_EQUAL,ABOVE,False,OPEN_ABOVE_PRIOR_HIGH
2020-07-22,977845,977935,976915,977844,10916.25,10781.75,10849.0,11002.75,10784.75,10824.0,10893.75,10838.0,7.017857142857143,930,390,1.9949109414758268,19.165394402035624,BELOW_OR_EQUAL,ABOVE_OR_EQUAL,ABOVE,True,OPEN_INSIDE_PRIOR_RANGE
2020-07-23,979210,979300,978280,979209,10938.5,10806.0,10872.25,10899.25,10761.25,10859.75,10830.25,10842.5,5.625,930,390,-3.066666666666667,23.555555555555557,BELOW_OR_EQUAL,ABOVE_OR_EQUAL,BELOW,True,OPEN_INSIDE_PRIOR_RANGE
2020-07-24,980575,980665,979645,980574,10597.0,10377.25,10487.125,10871.75,10514.5,10572.0,10693.125,10415.5,9.214285714285714,930,390,-16.984496124031008,23.848837209302328,BELOW_OR_EQUAL,BELOW,BELOW,False,OPEN_BELOW_PRIOR_LOW
2020-07-27,981940,982030,981010,981939,10586.25,10401.0,10493.625,10531.0,10301.0,10469.75,10416.0,10546.75,5.053571428571429,930,390,15.236749116607774,36.657243816254415,ABOVE,ABOVE_OR_EQUAL,ABOVE,False,OPEN_ABOVE_PRIOR_HIGH
2020-07-28,983305,983395,982375,983304,10758.5,10601.0,10679.75,10679.5,10511.5,10660.5,10595.5,10631.0,5.75,930,390,-5.130434782608695,27.391304347826086,BELOW_OR_EQUAL,ABOVE_OR_EQUAL,BELOW,True,OPEN_INSIDE_PRIOR_RANGE
2020-07-29,984670,984760,983740,984669,10617.5,10512.25,10564.875,10651.75,10514.0,10525.25,10582.875,10588.75,4.428571428571429,930,390,14.338709677419354,23.766129032258064,BELOW_OR_EQUAL,ABOVE_OR_EQUAL,ABOVE,True,OPEN_INSIDE_PRIOR_RANGE
