date,model,family,direction,level_type,level_price,touch_ts,confirm_ts,entry_ts,entry_price,atr,confirmation_type,distance_beyond_atr,volume_ratio,body_fraction,mfe_5,mae_5,mfe_15,mae_15,mfe_30,mae_30,net_r,reason_code
2017-10-09,B0,CONTINUATION,LONG,ON_HIGH,6082.5,2017-10-09 10:10:00-04:00,2017-10-09 10:10:00-04:00,2017-10-09 10:11:00-04:00,6082.0,2.2857142857142856,RAW_TOUCH,0.65625,,0.36363636363636365,-0.109375,3.9375,-0.109375,3.9375,-0.109375,4.59375,-1.317187499999946,B0_FIRST_TOUCH
2017-10-09,F1,REVERSAL,SHORT,ON_HIGH,6082.5,2017-10-09 10:10:00-04:00,2017-10-09 10:10:00-04:00,2017-10-09 10:11:00-04:00,6082.0,2.2857142857142856,WICK_FAILURE,0.109375,,0.36363636363636365,3.9375,-0.109375,3.9375,-0.109375,4.59375,-0.109375,2.182812500000054,F1_WICK_FAIL
2017-10-10,B0,CONTINUATION,LONG,ON_HIGH,6083.0,2017-10-10 09:30:00-04:00,2017-10-10 09:30:00-04:00,2017-10-10 09:31:00-04:00,6080.75,1.1428571428571428,RAW_TOUCH,0.21875,,0.5,3.0625,3.5,6.78125,3.5,6.78125,10.9375,-1.6343750000001442,B0_FIRST_TOUCH
2017-10-10,B0,CONTINUATION,SHORT,ON_LOW,6061.25,2017-10-10 10:15:00-04:00,2017-10-10 10:15:00-04:00,2017-10-10 10:16:00-04:00,6060.25,3.6785714285714284,RAW_TOUCH,0.9514563106796117,,0.65625,2.7864077669902914,0.47572815533980584,2.7864077669902914,0.883495145631068,2.7864077669902914,1.6990291262135924,2.3029126213592304,B0_FIRST_TOUCH
2017-10-10,B1,CONTINUATION,LONG,ON_HIGH,6083.0,2017-10-10 09:30:00-04:00,2017-10-10 09:39:00-04:00,2017-10-10 09:40:00-04:00,6085.25,2.607142857142857,1M_CLOSE,0.7671232876712328,,0.6153846153846154,1.3424657534246576,0.958904109589041,1.3424657534246576,5.7534246575342465,1.3424657534246576,8.917808219178083,-1.2780821917807943,B1_1M_CLOSE
2017-10-10,B1,CONTINUATION,SHORT,ON_LOW,6061.25,2017-10-10 10:15:00-04:00,2017-10-10 10:15:00-04:00,2017-10-10 10:16:00-04:00,6060.25,3.6785714285714284,1M_CLOSE,0.2038834951456311,,0.65625,2.7864077669902914,0.47572815533980584,2.7864077669902914,0.883495145631068,2.7864077669902914,1.6990291262135924,2.3029126213592304,B1_1M_CLOSE
2017-10-10,B2,CONTINUATION,LONG,ON_HIGH,6083.0,2017-10-10 09:30:00-04:00,2017-10-10 09:39:00-04:00,2017-10-10 09:40:00-04:00,6085.25,2.607142857142857,2M_CLOSE,0.7671232876712328,15.089430894308943,0.6363636363636364,1.3424657534246576,0.958904109589041,1.3424657534246576,5.7534246575342465,1.3424657534246576,8.917808219178083,-1.2780821917807943,B2_CONFIRMED
2017-10-10,B2,CONTINUATION,SHORT,ON_LOW,6061.25,2017-10-10 10:15:00-04:00,2017-10-10 10:15:00-04:00,2017-10-10 10:16:00-04:00,6060.25,3.6785714285714284,2M_CLOSE,0.2038834951456311,1.633259690700944,0.3611111111111111,2.7864077669902914,0.47572815533980584,2.7864077669902914,0.883495145631068,2.7864077669902914,1.6990291262135924,2.3029126213592304,B2_CONFIRMED
2017-10-10,F1,REVERSAL,SHORT,ON_HIGH,6083.0,2017-10-10 09:30:00-04:00,2017-10-10 09:30:00-04:00,2017-10-10 09:31:00-04:00,6080.75,1.1428571428571428,WICK_FAILURE,1.96875,,0.5,3.5,3.0625,3.5,6.78125,10.9375,6.78125,1.8656249999998558,F1_WICK_FAIL
2017-10-10,F1,REVERSAL,LONG,ON_LOW,6061.25,2017-10-10 10:15:00-04:00,2017-10-10 10:28:00-04:00,2017-10-10 10:29:00-04:00,6061.5,3.8392857142857144,WICK_FAILURE,0.06511627906976744,,0.8571428571428571,0.8465116279069768,0.19534883720930232,1.041860465116279,0.8465116279069768,1.4976744186046511,0.8465116279069768,-1.1888372093023447,F1_WICK_FAIL
2017-10-10,F2,REVERSAL,SHORT,ON_HIGH,6083.0,2017-10-10 09:30:00-04:00,2017-10-10 09:44:00-04:00,2017-10-10 09:45:00-04:00,6082.75,3.017857142857143,ACCEPTANCE_FAILURE,0.16568047337278108,,1.0,1.8224852071005917,0.41420118343195267,4.1420118343195265,0.41420118343195267,6.875739644970414,0.41420118343195267,2.259763313609447,F2_RETURN_INSIDE
2017-10-11,B0,CONTINUATION,LONG,ON_HIGH,6072.5,2017-10-11 10:12:00-04:00,2017-10-11 10:12:00-04:00,2017-10-11 10:13:00-04:00,6072.0,2.2857142857142856,RAW_TOUCH,0.546875,,0.09090909090909091,0.328125,2.1875,1.421875,2.1875,1.421875,2.1875,-1.317187499999946,B0_FIRST_TOUCH
2017-10-11,B1,CONTINUATION,LONG,ON_HIGH,6072.5,2017-10-11 10:12:00-04:00,2017-10-11 10:25:00-04:00,2017-10-11 10:26:00-04:00,6073.0,1.875,1M_CLOSE,0.13333333333333333,,0.8,1.2,1.2,1.2,2.8,1.2,2.8,-1.3866666666666667,B1_1M_CLOSE
2017-10-11,B2,CONTINUATION,LONG,ON_HIGH,6072.5,2017-10-11 10:12:00-04:00,2017-10-11 10:25:00-04:00,2017-10-11 10:26:00-04:00,6073.0,1.875,2M_CLOSE,0.13333333333333333,0.5998315080033698,0.14285714285714285,1.2,1.2,1.2,2.8,1.2,2.8,-1.3866666666666667,B2_CONFIRMED
2017-10-11,F1,REVERSAL,SHORT,ON_HIGH,6072.5,2017-10-11 10:12:00-04:00,2017-10-11 10:12:00-04:00,2017-10-11 10:13:00-04:00,6072.0,2.2857142857142856,WICK_FAILURE,0.328125,,0.09090909090909091,2.1875,0.328125,2.1875,1.421875,2.1875,1.421875,-1.317187499999946,F1_WICK_FAIL
2017-10-11,F2,REVERSAL,SHORT,ON_HIGH,6072.5,2017-10-11 10:12:00-04:00,2017-10-11 10:29:00-04:00,2017-10-11 10:30:00-04:00,6071.75,1.8214285714285714,ACCEPTANCE_FAILURE,0.4117647058823529,,0.2727272727272727,0.8235294117647058,1.7843137254901962,2.3333333333333335,1.7843137254901962,2.3333333333333335,1.7843137254901962,-1.3980392156863028,F2_RETURN_INSIDE
2017-10-12,B0,CONTINUATION,LONG,ON_HIGH,6084.25,2017-10-12 10:18:00-04:00,2017-10-12 10:18:00-04:00,2017-10-12 10:19:00-04:00,6084.5,2.5892857142857144,RAW_TOUCH,0.48275862068965514,,0.6666666666666666,0.9655172413793103,0.28965517241379307,0.9655172413793103,0.5793103448275861,1.7379310344827585,1.0620689655172413,-1.2800000000000422,B0_FIRST_TOUCH
2017-10-12,B0,CONTINUATION,SHORT,ON_LOW,6071.5,2017-10-12 09:42:00-04:00,2017-10-12 09:42:00-04:00,2017-10-12 09:43:00-04:00,6071.25,3.142857142857143,RAW_TOUCH,0.3181818181818182,,0.5909090909090909,1.0340909090909092,0.7954545454545455,1.0340909090909092,3.5,1.0340909090909092,3.897727272727273,-1.2306818181818373,B0_FIRST_TOUCH
2017-10-12,B1,CONTINUATION,LONG,ON_HIGH,6084.25,2017-10-12 10:18:00-04:00,2017-10-12 10:20:00-04:00,2017-10-12 10:21:00-04:00,6084.5,2.375,1M_CLOSE,0.10526315789473684,,0.3333333333333333,0.9473684210526315,0.42105263157894735,1.263157894736842,0.7368421052631579,1.7894736842105263,1.263157894736842,-1.305263157894737,B1_1M_CLOSE
2017-10-12,B1,CONTINUATION,SHORT,ON_LOW,6071.5,2017-10-12 09:42:00-04:00,2017-10-12 09:44:00-04:00,2017-10-12 09:45:00-04:00,6071.75,3.1964285714285716,1M_CLOSE,0.0782122905027933,,0.0,0.9385474860335195,1.6424581005586592,0.9385474860335195,3.519553072625698,0.9385474860335195,3.9106145251396645,-1.2268156424581098,B1_1M_CLOSE
2017-10-12,B2,CONTINUATION,LONG,ON_HIGH,6084.25,2017-10-12 10:18:00-04:00,2017-10-12 10:21:00-04:00,2017-10-12 10:22:00-04:00,6085.25,2.1964285714285716,2M_CLOSE,0.45528455284552843,0.5541368743615934,0.8333333333333334,0.6829268292682926,1.1382113821138211,1.1382113821138211,1.1382113821138211,1.5934959349593494,1.7073170731707317,-1.3300813008130277,B2_CONFIRMED
2017-10-12,B2,CONTINUATION,SHORT,ON_LOW,6071.5,2017-10-12 09:42:00-04:00,2017-10-12 09:45:00-04:00,2017-10-12 09:46:00-04:00,6070.75,3.142857142857143,2M_CLOSE,0.3181818181818182,12.863829787234042,0.17647058823529413,0.39772727272727276,2.3863636363636362,0.39772727272727276,3.8181818181818183,0.39772727272727276,4.215909090909091,-1.2306818181818373,B2_CONFIRMED
2017-10-12,F1,REVERSAL,SHORT,ON_HIGH,6084.25,2017-10-12 10:18:00-04:00,2017-10-12 10:19:00-04:00,2017-10-12 10:20:00-04:00,6084.0,2.482142857142857,WICK_FAILURE,0.2014388489208633,,0.5,-0.10071942446043165,1.20863309352518,0.4028776978417266,1.20863309352518,0.9064748201438849,2.014388489208633,-1.2920863309352213,F1_WICK_FAIL
2017-10-12,F1,REVERSAL,LONG,ON_LOW,6071.5,2017-10-12 09:42:00-04:00,2017-10-12 09:47:00-04:00,2017-10-12 09:48:00-04:00,6073.0,3.107142857142857,WICK_FAILURE,0.40229885057471265,,0.8461538461538461,2.494252873563218,-0.08045977011494253,3.218390804597701,0.0,3.5402298850574714,0.0,2.266666666666686,F1_WICK_FAIL
2017-10-12,F2,REVERSAL,SHORT,ON_HIGH,6084.25,2017-10-12 10:18:00-04:00,2017-10-12 10:25:00-04:00,2017-10-12 10:26:00-04:00,6083.75,2.0,ACCEPTANCE_FAILURE,0.25,,0.8333333333333334,0.5,1.0,0.5,2.5,1.875,2.5,-1.3625,F2_RETURN_INSIDE
2017-10-12,F2,REVERSAL,LONG,ON_LOW,6071.5,2017-10-12 09:42:00-04:00,2017-10-12 09:47:00-04:00,2017-10-12 09:48:00-04:00,6073.0,3.107142857142857,ACCEPTANCE_FAILURE,0.40229885057471265,,0.8461538461538461,2.494252873563218,-0.08045977011494253,3.218390804597701,0.0,3.5402298850574714,0.0,2.266666666666686,F2_RETURN_INSIDE
2017-10-13,B0,CONTINUATION,LONG,ON_HIGH,6098.5,2017-10-13 10:06:00-04:00,2017-10-13 10:06:00-04:00,2017-10-13 10:07:00-04:00,6096.75,2.232142857142857,RAW_TOUCH,0.448,,0.3333333333333333,1.232,1.792,2.464,1.792,2.912,1.792,-1.3247999999999622,B0_FIRST_TOUCH
2017-10-13,B1,CONTINUATION,LONG,ON_HIGH,6098.5,2017-10-13 10:06:00-04:00,2017-10-13 10:20:00-04:00,2017-10-13 10:21:00-04:00,6099.0,2.232142857142857,1M_CLOSE,0.224,,0.8571428571428571,1.456,0.5599999999999999,1.904,0.5599999999999999,1.904,1.68,-1.3247999999999622,B1_1M_CLOSE
2017-10-13,B2,CONTINUATION,LONG,ON_HIGH,6098.5,2017-10-13 10:06:00-04:00,2017-10-13 10:21:00-04:00,2017-10-13 10:22:00-04:00,6099.5,2.3214285714285716,2M_CLOSE,0.43076923076923074,1.9111457521434139,0.56,0.5384615384615384,0.7538461538461538,1.6153846153846152,0.7538461538461538,1.6153846153846152,2.692307692307692,-1.3123076923077097,B2_CONFIRMED
2017-10-13,F1,REVERSAL,SHORT,ON_HIGH,6098.5,2017-10-13 10:06:00-04:00,2017-10-13 10:06:00-04:00,2017-10-13 10:07:00-04:00,6096.75,2.232142857142857,WICK_FAILURE,0.784,,0.3333333333333333,1.792,1.232,1.792,2.464,1.792,2.912,-1.3247999999999622,F1_WICK_FAIL
2017-10-13,F2,REVERSAL,SHORT,ON_HIGH,6098.5,2017-10-13 10:06:00-04:00,2017-10-13 10:22:00-04:00,2017-10-13 10:23:00-04:00,6097.75,2.4642857142857144,ACCEPTANCE_FAILURE,0.20289855072463767,,0.5,0.10144927536231883,0.8115942028985507,0.10144927536231883,2.1304347826086953,2.434782608695652,2.1304347826086953,-1.2942028985507712,F2_RETURN_INSIDE
2017-10-16,B0,CONTINUATION,LONG,ON_HIGH,6115.0,2017-10-16 09:35:00-04:00,2017-10-16 09:35:00-04:00,2017-10-16 09:36:00-04:00,6115.0,1.7142857142857142,RAW_TOUCH,1.1666666666666667,,0.09090909090909091,1.1666666666666667,0.875,2.041666666666667,0.875,2.041666666666667,0.875,-1.4229166666667628,B0_FIRST_TOUCH
2017-10-16,B1,CONTINUATION,LONG,ON_HIGH,6115.0,2017-10-16 09:35:00-04:00,2017-10-16 09:36:00-04:00,2017-10-16 09:37:00-04:00,6116.25,1.7857142857142858,1M_CLOSE,0.84,,0.8571428571428571,0.13999999999999999,1.8199999999999998,0.98,1.8199999999999998,0.98,1.8199999999999998,-1.4059999999999113,B1_1M_CLOSE
2017-10-16,B2,CONTINUATION,LONG,ON_HIGH,6115.0,2017-10-16 09:35:00-04:00,2017-10-16 09:37:00-04:00,2017-10-16 09:38:00-04:00,6116.25,1.8392857142857142,2M_CLOSE,0.6796116504854369,10.043835616438356,0.625,0.0,1.6310679611650487,1.087378640776699,1.6310679611650487,1.087378640776699,1.6310679611650487,-1.394174757281637,B2_CONFIRMED
2017-10-16,F1,REVERSAL,SHORT,ON_HIGH,6115.0,2017-10-16 09:35:00-04:00,2017-10-16 09:35:00-04:00,2017-10-16 09:36:00-04:00,6115.0,1.7142857142857142,WICK_FAILURE,0.14583333333333334,,0.09090909090909091,0.875,1.1666666666666667,0.875,2.041666666666667,0.875,2.041666666666667,-1.4229166666667628,F1_WICK_FAIL
2017-10-16,F2,REVERSAL,SHORT,ON_HIGH,6115.0,2017-10-16 09:35:00-04:00,2017-10-16 09:38:00-04:00,2017-10-16 09:39:00-04:00,6114.25,1.9464285714285714,ACCEPTANCE_FAILURE,0.3853211009174312,,0.8888888888888888,0.5137614678899083,2.055045871559633,0.5137614678899083,2.055045871559633,0.5137614678899083,2.055045871559633,-1.3724770642202084,F2_RETURN_INSIDE
2017-10-17,B0,CONTINUATION,SHORT,ON_LOW,6111.5,2017-10-17 09:35:00-04:00,2017-10-17 09:35:00-04:00,2017-10-17 09:36:00-04:00,6109.75,1.9285714285714286,RAW_TOUCH,1.1666666666666667,,0.7777777777777778,0.3888888888888889,1.6851851851851851,0.3888888888888889,1.8148148148148149,0.3888888888888889,3.2407407407407405,-1.3759259259259005,B0_FIRST_TOUCH
2017-10-17,B1,CONTINUATION,SHORT,ON_LOW,6111.5,2017-10-17 09:35:00-04:00,2017-10-17 09:35:00-04:00,2017-10-17 09:36:00-04:00,6109.75,1.9285714285714286,1M_CLOSE,0.9074074074074074,,0.7777777777777778,0.3888888888888889,1.6851851851851851,0.3888888888888889,1.8148148148148149,0.3888888888888889,3.2407407407407405,-1.3759259259259005,B1_1M_CLOSE
2017-10-17,B2,CONTINUATION,SHORT,ON_LOW,6111.5,2017-10-17 09:35:00-04:00,2017-10-17 09:35:00-04:00,2017-10-17 09:36:00-04:00,6109.75,1.9285714285714286,2M_CLOSE,0.9074074074074074,13.6,0.8260869565217391,0.3888888888888889,1.6851851851851851,0.3888888888888889,1.8148148148148149,0.3888888888888889,3.2407407407407405,-1.3759259259259005,B2_CONFIRMED
2017-10-17,F1,REVERSAL,LONG,ON_LOW,6111.5,2017-10-17 09:35:00-04:00,2017-10-17 09:39:00-04:00,2017-10-17 09:40:00-04:00,6111.75,2.3392857142857144,WICK_FAILURE,0.10687022900763359,,0.6428571428571429,0.6412213740458015,0.748091603053435,0.748091603053435,1.0687022900763359,2.2442748091603053,1.0687022900763359,-1.309923664122189,F1_WICK_FAIL
2017-10-17,F2,REVERSAL,LONG,ON_LOW,6111.5,2017-10-17 09:35:00-04:00,2017-10-17 09:39:00-04:00,2017-10-17 09:40:00-04:00,6111.75,2.3392857142857144,ACCEPTANCE_FAILURE,0.10687022900763359,,0.6428571428571429,0.6412213740458015,0.748091603053435,0.748091603053435,1.0687022900763359,2.2442748091603053,1.0687022900763359,-1.309923664122189,F2_RETURN_INSIDE
2017-10-18,B0,CONTINUATION,SHORT,ON_LOW,6121.5,2017-10-18 09:41:00-04:00,2017-10-18 09:41:00-04:00,2017-10-18 09:42:00-04:00,6120.25,2.607142857142857,RAW_TOUCH,1.0547945205479452,,0.7916666666666666,0.7671232876712328,1.1506849315068493,2.684931506849315,1.1506849315068493,3.643835616438356,1.1506849315068493,-1.2780821917807943,B0_FIRST_TOUCH
2017-10-18,B1,CONTINUATION,SHORT,ON_LOW,6121.5,2017-10-18 09:41:00-04:00,2017-10-18 09:41:00-04:00,2017-10-18 09:42:00-04:00,6120.25,2.607142857142857,1M_CLOSE,0.5753424657534246,,0.7916666666666666,0.7671232876712328,1.1506849315068493,2.684931506849315,1.1506849315068493,3.643835616438356,1.1506849315068493,-1.2780821917807943,B1_1M_CLOSE
2017-10-18,B2,CONTINUATION,SHORT,ON_LOW,6121.5,2017-10-18 09:41:00-04:00,2017-10-18 09:41:00-04:00,2017-10-18 09:42:00-04:00,6120.25,2.607142857142857,2M_CLOSE,0.5753424657534246,16.447580645161292,0.8333333333333334,0.7671232876712328,1.1506849315068493,2.684931506849315,1.1506849315068493,3.643835616438356,1.1506849315068493,-1.2780821917807943,B2_CONFIRMED
2017-10-18,F1,REVERSAL,LONG,ON_LOW,6121.5,2017-10-18 09:41:00-04:00,2017-10-18 09:44:00-04:00,2017-10-18 09:45:00-04:00,6123.0,2.4107142857142856,WICK_FAILURE,0.6222222222222222,,0.875,0.0,4.148148148148149,0.0,4.148148148148149,0.0,6.222222222222222,-1.3007407407406921,F1_WICK_FAIL
2017-10-18,F2,REVERSAL,LONG,ON_LOW,6121.5,2017-10-18 09:41:00-04:00,2017-10-18 09:44:00-04:00,2017-10-18 09:45:00-04:00,6123.0,2.4107142857142856,ACCEPTANCE_FAILURE,0.6222222222222222,,0.875,0.0,4.148148148148149,0.0,4.148148148148149,0.0,6.222222222222222,-1.3007407407406921,F2_RETURN_INSIDE
2017-10-19,B0,CONTINUATION,SHORT,ON_LOW,6055.0,2017-10-19 09:52:00-04:00,2017-10-19 09:52:00-04:00,2017-10-19 09:53:00-04:00,6056.5,5.125,RAW_TOUCH,0.4878048780487805,,0.14285714285714285,0.0975609756097561,1.4146341463414633,1.024390243902439,1.4146341463414633,1.024390243902439,3.4146341463414633,-1.1414634146341462,B0_FIRST_TOUCH
2017-10-19,B1,CONTINUATION,SHORT,ON_LOW,6055.0,2017-10-19 09:52:00-04:00,2017-10-19 10:02:00-04:00,2017-10-19 10:03:00-04:00,6052.0,4.696428571428571,1M_CLOSE,0.6920152091254753,,0.8275862068965517,0.0,1.9695817490494298,0.0,3.8326996197718635,0.0,4.737642585551331,-1.1543726235741487,B1_1M_CLOSE
2017-10-19,B2,CONTINUATION,SHORT,ON_LOW,6055.0,2017-10-19 09:52:00-04:00,2017-10-19 10:05:00-04:00,2017-10-19 10:06:00-04:00,6053.75,4.857142857142857,2M_CLOSE,0.3088235294117647,1.248099127006477,0.48148148148148145,0.10294117647058824,1.5441176470588236,0.15441176470588236,4.220588235294118,0.15441176470588236,4.220588235294118,-1.1492647058823449,B2_CONFIRMED
2017-10-19,F1,REVERSAL,LONG,ON_LOW,6055.0,2017-10-19 09:52:00-04:00,2017-10-19 09:52:00-04:00,2017-10-19 09:53:00-04:00,6056.5,5.125,WICK_FAILURE,0.2926829268292683,,0.14285714285714285,1.4146341463414633,0.0975609756097561,1.4146341463414633,1.024390243902439,3.4146341463414633,1.024390243902439,-1.1414634146341462,F1_WICK_FAIL
2017-10-19,F2,REVERSAL,LONG,ON_LOW,6055.0,2017-10-19 09:52:00-04:00,2017-10-19 10:03:00-04:00,2017-10-19 10:04:00-04:00,6056.75,4.892857142857143,ACCEPTANCE_FAILURE,0.3576642335766423,,0.6785714285714286,0.8686131386861313,0.7153284671532846,3.3722627737226274,0.8175182481751824,3.5255474452554743,0.8175182481751824,2.3518248175182404,F2_RETURN_INSIDE
2017-10-23,B0,CONTINUATION,SHORT,ON_LOW,6105.0,2017-10-23 10:00:00-04:00,2017-10-23 10:00:00-04:00,2017-10-23 10:01:00-04:00,6106.5,1.875,RAW_TOUCH,0.6666666666666666,,0.14285714285714285,4.533333333333333,1.2,8.533333333333333,1.2,8.533333333333333,1.2,-1.3866666666666667,B0_FIRST_TOUCH
2017-10-23,B1,CONTINUATION,SHORT,ON_LOW,6105.0,2017-10-23 10:00:00-04:00,2017-10-23 10:05:00-04:00,2017-10-23 10:06:00-04:00,6099.75,2.4642857142857144,1M_CLOSE,2.1304347826086953,,0.8461538461538461,1.6231884057971013,1.217391304347826,3.652173913043478,1.217391304347826,3.652173913043478,1.217391304347826,2.205797101449229,B1_1M_CLOSE
2017-10-23,B2,CONTINUATION,SHORT,ON_LOW,6105.0,2017-10-23 10:00:00-04:00,2017-10-23 10:05:00-04:00,2017-10-23 10:06:00-04:00,6099.75,2.4642857142857144,2M_CLOSE,2.1304347826086953,2.5762463343108504,0.7804878048780488,1.6231884057971013,1.217391304347826,3.652173913043478,1.217391304347826,3.652173913043478,1.217391304347826,2.205797101449229,B2_CONFIRMED
2017-10-23,F1,REVERSAL,LONG,ON_LOW,6105.0,2017-10-23 10:00:00-04:00,2017-10-23 10:00:00-04:00,2017-10-23 10:01:00-04:00,6106.5,1.875,WICK_FAILURE,0.9333333333333333,,0.14285714285714285,1.2,4.533333333333333,1.2,8.533333333333333,1.2,8.533333333333333,-1.3866666666666667,F1_WICK_FAIL
2017-10-24,B0,CONTINUATION,LONG,ON_HIGH,6083.0,2017-10-24 10:41:00-04:00,2017-10-24 10:41:00-04:00,2017-10-24 10:42:00-04:00,6081.5,1.9107142857142858,RAW_TOUCH,0.2616822429906542,,0.6666666666666666,0.5233644859813084,1.439252336448598,0.5233644859813084,3.009345794392523,3.2710280373831773,3.009345794392523,-1.3794392523363712,B0_FIRST_TOUCH
