N,WinRate,AvgR,PF,TotalR,MaxDD,MedianR,GrossAvgR,LONG,SHORT,MFE15,MAE15,MFE30,MAE30,side,model
1032,0.33042635658914726,0.06449489981485397,1.0886972355272946,66.5587366089293,34.53952829624454,-1.044082570970478,0.15416730866807932,1032,0,2.346060092222667,2.343055364461106,3.219336089158106,3.2995510030365365,LONG,B2
885,0.3107344632768362,0.012623900258185829,1.0171398289741354,11.172151728494459,35.278800056983336,-1.0373161764705898,0.08450555809229307,0,885,2.4741967468484534,2.228554479017747,3.3482097181487864,2.9454601141881844,SHORT,B2
1917,0.32133541992696923,0.040548194229224704,1.055433855019099,77.73088833742376,42.53666830483632,-1.04,0.12200734556971164,1032,885,2.405215511807341,2.2901950182861595,3.2788317394746174,3.136081813349112,ALL,B2
920,0.31521739130434784,0.02402205623133741,1.0326077474218665,22.100291732830417,40.98463366858999,-1.0382298907646483,0.09814946361178528,920,0,2.2861954317379936,2.5070524290300935,3.0177034928828954,3.4419716221180363,LONG,F1
1001,0.3066933066933067,-0.01756190571665541,0.9767182750219691,-17.579467622372068,71.81531269401091,-1.0472093023255806,0.0741901556744709,0,1001,2.6923687738224245,2.422328381071765,3.7645305123554778,3.2396516465510707,SHORT,F1
1921,0.3107756376887038,0.002353370177229756,1.003155154112884,4.520824110458362,72.50010554840483,-1.0427368421052619,0.08566468107911912,920,1001,2.497845361684123,2.4629041874859565,3.4068621844456515,3.336546168946494,ALL,F1
