direction,N,trades_per_day,AvgR,median_R,PF,TotalR,MaxDD,win_rate,MAE,MFE
LONG,2129,3.9425925925925926,1.0336404286735832,2.2980099502487854,3.411712699443076,2200.6204726460587,12.824747430373009,0.6181305777360263,0.8761697057484503,2.4131460627715264
SHORT,1586,2.942486085343228,0.9540442221789118,2.2917948717947785,3.1041437864863815,1513.1141363757542,10.570164117894478,0.5933165195460277,0.9129708489108492,2.4147776763772564
