forward_days,raw_events,d10_events,episodes,d10_per_day,episodes_per_day,reduction_pct,historical_d10_per_day,historical_episodes_per_day
540,163272,11280,3715,20.88888888888889,6.87962962962963,67.06560283687944,29.7,7.271291208791209
