segment,N,trades_per_day,AvgR,median_R,PF,TotalR,MaxDD,win_rate,MAE,MFE
CORE_AUTHORIZED,81,0.1588235294117647,1.0596177136113312,2.4116911364872324,3.544842129119659,85.82903480251782,4.315669259041144,0.6049382716049383,1.02224293017295,2.1178547413717608
CORE_UNAUTHORIZED,3634,6.729629629629629,0.9983229428231412,2.2937770295765247,3.270482051960548,3627.905574219295,8.905203686308141,0.6075949367088608,0.8889750667493255,2.4204400463191513
ALL,3715,6.87962962962963,0.9996593833167733,2.2957232704403414,3.276153382484808,3713.734609021813,9.930475334312177,0.6075370121130552,0.8918807725198001,2.4138426278263547
