signal_id,webhook_received_utc,signal_time_utc,signal_bar_time_utc,event,direction,pine_signal_price,market_price_at_decision,alert_atr,engine_action,engine_reason,market_data_health,engine_state,shadow_state,shadow_would_enter,reconciliation,pine_to_webhook_ms,decision_ms,improvement_priority
2026-09-04T06:32:00Z,2026-09-04T06:32:00.503315+00:00,2026-09-04T06:32:00+00:00,2026-09-04T06:21:00+00:00,SIGNAL_LONG,LONG,29638.5,,1.0,PASS_DATA_UNHEALTHY,DATA_MISSING,FLAT,SHADOW_FLAT,NO,MATCH,,,Fix Databento live feed — no bar at signal time; Alert sends static atr=1.0 — pass real ATR from Pine when possible; Signal never reached shadow entry — investigate entry_quality/data gates
2026-09-04T07:43:01Z,2026-09-04T07:43:00.985503+00:00,2026-09-04T07:43:01+00:00,2026-09-04T07:32:00+00:00,SIGNAL_LONG,LONG,29637.25,,1.0,PASS_DATA_UNHEALTHY,DATA_MISSING,FLAT,SHADOW_FLAT,NO,MATCH,,,Fix Databento live feed — no bar at signal time; Alert sends static atr=1.0 — pass real ATR from Pine when possible; Signal never reached shadow entry — investigate entry_quality/data gates
2026-09-04T08:32:01Z,2026-09-04T08:32:01.037380+00:00,2026-09-04T08:32:01+00:00,2026-09-04T08:21:00+00:00,SIGNAL_LONG,LONG,29661.0,,1.0,PASS_DATA_UNHEALTHY,DATA_MISSING,FLAT,SHADOW_FLAT,NO,MATCH,,,Fix Databento live feed — no bar at signal time; Alert sends static atr=1.0 — pass real ATR from Pine when possible; Signal never reached shadow entry — investigate entry_quality/data gates
2026-09-04T09:32:03Z,2026-09-04T09:32:02.424865+00:00,2026-09-04T09:32:03+00:00,2026-09-04T09:21:00+00:00,SIGNAL_SHORT,SHORT,29620.75,,1.0,PASS_DATA_UNHEALTHY,DATA_MISSING,FLAT,SHADOW_FLAT,NO,MATCH,,,Fix Databento live feed — no bar at signal time; Alert sends static atr=1.0 — pass real ATR from Pine when possible; Signal never reached shadow entry — investigate entry_quality/data gates
2026-09-04T09:48:03Z,2026-09-04T09:48:04.017521+00:00,2026-09-04T09:48:03+00:00,2026-09-04T09:37:00+00:00,SIGNAL_LONG,LONG,29635.75,,1.0,PASS_DATA_UNHEALTHY,DATA_MISSING,FLAT,SHADOW_FLAT,NO,MATCH,,,Fix Databento live feed — no bar at signal time; Alert sends static atr=1.0 — pass real ATR from Pine when possible; Signal never reached shadow entry — investigate entry_quality/data gates
2026-09-04T12:24:02Z,2026-09-04T12:24:03.934567+00:00,2026-09-04T12:24:02+00:00,2026-09-04T12:13:00+00:00,SIGNAL_SHORT,SHORT,29641.75,,1.0,PASS_DATA_UNHEALTHY,DATA_MISSING,FLAT,SHADOW_FLAT,NO,MATCH,,,Fix Databento live feed — no bar at signal time; Alert sends static atr=1.0 — pass real ATR from Pine when possible; Signal never reached shadow entry — investigate entry_quality/data gates
2026-09-04T12:35:00Z,2026-09-04T12:34:59.542052+00:00,2026-09-04T12:35:00+00:00,2026-09-04T12:24:00+00:00,SIGNAL_LONG,LONG,29666.5,,1.0,PASS_DATA_UNHEALTHY,DATA_MISSING,FLAT,SHADOW_FLAT,NO,MATCH,,,Fix Databento live feed — no bar at signal time; Alert sends static atr=1.0 — pass real ATR from Pine when possible; Signal never reached shadow entry — investigate entry_quality/data gates
2026-09-04T12:43:00Z,2026-09-04T12:42:59.213018+00:00,2026-09-04T12:43:00+00:00,2026-09-04T12:32:00+00:00,SIGNAL_SHORT,SHORT,29547.75,,1.0,PASS_DATA_UNHEALTHY,DATA_MISSING,FLAT,SHADOW_FLAT,NO,MATCH,,,Fix Databento live feed — no bar at signal time; Alert sends static atr=1.0 — pass real ATR from Pine when possible; Signal never reached shadow entry — investigate entry_quality/data gates
2026-09-04T13:07:00Z,2026-09-04T13:06:59.185377+00:00,2026-09-04T13:07:00+00:00,2026-09-04T12:56:00+00:00,SIGNAL_SHORT,SHORT,29531.5,,1.0,PASS_DATA_UNHEALTHY,DATA_MISSING,FLAT,SHADOW_FLAT,NO,MATCH,,,Fix Databento live feed — no bar at signal time; Alert sends static atr=1.0 — pass real ATR from Pine when possible; Signal never reached shadow entry — investigate entry_quality/data gates
2026-09-04T17:35:00Z,2026-09-04T17:35:00.233045+00:00,2026-09-04T17:35:00+00:00,2026-09-04T17:24:00+00:00,SIGNAL_SHORT,SHORT,29517.75,,1.0,PASS_DATA_UNHEALTHY,DATA_MISSING,FLAT,SHADOW_FLAT,NO,MATCH,,,Fix Databento live feed — no bar at signal time; Alert sends static atr=1.0 — pass real ATR from Pine when possible; Signal never reached shadow entry — investigate entry_quality/data gates
2026-09-04T19:27:00Z,2026-09-04T19:26:59.871894+00:00,2026-09-04T19:27:00+00:00,2026-09-04T19:16:00+00:00,SIGNAL_SHORT,SHORT,29511.5,,1.0,PASS_DATA_UNHEALTHY,DATA_MISSING,FLAT,SHADOW_FLAT,NO,MATCH,,,Fix Databento live feed — no bar at signal time; Alert sends static atr=1.0 — pass real ATR from Pine when possible; Signal never reached shadow entry — investigate entry_quality/data gates
2026-09-04T19:36:00Z,2026-09-04T19:35:59.261563+00:00,2026-09-04T19:36:00+00:00,2026-09-04T19:25:00+00:00,SIGNAL_LONG,LONG,29523.5,,1.0,PASS_DATA_UNHEALTHY,DATA_MISSING,FLAT,SHADOW_FLAT,NO,MATCH,,,Fix Databento live feed — no bar at signal time; Alert sends static atr=1.0 — pass real ATR from Pine when possible; Signal never reached shadow entry — investigate entry_quality/data gates
