trade_id,signal_time,entry_time,entry_price,direction,initial_atr,stop_price,target_price,t5_time,mfe_at_t5_r,t5_result,exit_time,exit_bar,exit_price,exit_reason,gross_r,net_r,hold_minutes,entry_i,m0_gross,attribution
P60-026903,,2024-05-29 03:11:00-05:00,18831.25,SHORT,7.392857142857143,18838.64285714286,18812.76785714286,2339994.0,0.9130434782608695,FAIL,2339994,2339994,18828.5,T5_NO_PROGRESS,0.3719806763285024,0.37194216137407526,15,2339979,2.5,KILLED_WINNER
P60-027167,,2024-06-20 07:39:00-05:00,20274.75,SHORT,8.375,20283.125,20253.8125,2362081.0,0.7761194029850746,FAIL,2362081,2362081,20280.25,T5_NO_PROGRESS,-0.6567164179104478,-0.6567521914515966,15,2362066,2.5,KILLED_WINNER
P60-027584,,2024-07-26 07:53:00-05:00,19177.25,SHORT,11.25,19188.5,19149.125,2397505.0,0.7555555555555555,FAIL,2397505,2397505,19175.0,T5_NO_PROGRESS,0.2,0.19996217259730775,15,2397490,2.5,KILLED_WINNER
P60-027663,,2024-08-04 18:03:00-05:00,18327.75,SHORT,15.196428571428571,18342.946428571428,18289.758928571428,2404953.0,0.5757931844888367,FAIL,2404953,2404953,18328.0,T5_NO_PROGRESS,-0.01645123384253819,-0.016490824170406565,15,2404938,2.5,KILLED_WINNER
P60-027719,,2024-08-08 00:21:00-05:00,17992.0,SHORT,10.214285714285714,18002.214285714286,17966.464285714286,2409471.0,0.8076923076923077,FAIL,2409471,2409471,17983.0,T5_NO_PROGRESS,0.8811188811188811,0.881078562542544,15,2409456,2.5,KILLED_WINNER
P60-027804,,2024-08-15 01:46:00-05:00,19172.0,SHORT,5.982142857142857,19177.98214285714,19157.04464285714,2416456.0,0.9194029850746269,FAIL,2416456,2416456,19167.0,T5_NO_PROGRESS,0.8358208955223881,0.83578306815494,15,2416441,2.5,KILLED_WINNER
P60-027825,,2024-08-18 22:46:00-05:00,19650.0,SHORT,7.392857142857143,19657.39285714286,19631.51785714286,2419035.0,0.43961352657004826,FAIL,2419035,2419035,19647.5,T5_NO_PROGRESS,0.33816425120772947,0.3381273416470623,15,2419020,2.5,KILLED_WINNER
P60-027955,,2024-08-28 08:47:00-05:00,19566.75,SHORT,20.982142857142858,19587.73214285714,19514.29464285714,2429294.0,0.7863829787234042,FAIL,2429294,2429294,19548.5,T5_NO_PROGRESS,0.8697872340425532,0.8697501416138853,15,2429279,2.5,KILLED_WINNER
P60-028305,,2024-09-27 14:23:00-05:00,20236.5,SHORT,8.714285714285714,20245.214285714286,20214.714285714286,2459723.0,0.7745901639344263,FAIL,2459723,2459723,20233.5,T5_NO_PROGRESS,0.34426229508196726,0.3442264532943272,15,2459708,2.5,KILLED_WINNER
P60-028414,,2024-10-08 18:08:00-05:00,20283.5,SHORT,4.607142857142857,20288.10714285714,20271.98214285714,2469548.0,0.9224806201550388,FAIL,2469548,2469548,20279.75,T5_NO_PROGRESS,0.8139534883720931,0.813917736913416,15,2469533,2.5,KILLED_WINNER
P60-028420,,2024-10-08 22:40:00-05:00,20245.75,SHORT,3.982142857142857,20249.73214285714,20235.79464285714,2469820.0,0.8789237668161435,FAIL,2469820,2469820,20243.5,T5_NO_PROGRESS,0.5650224215246636,0.5649866044949893,15,2469805,2.5,KILLED_WINNER
P60-028499,,2024-10-15 13:33:00-05:00,20362.75,SHORT,10.089285714285714,20372.839285714286,20337.526785714286,2476233.0,0.9168141592920355,FAIL,2476233,2476233,20348.0,T5_NO_PROGRESS,1.4619469026548673,1.461911280776717,15,2476218,2.5,KILLED_WINNER
P60-028520,,2024-10-16 18:17:00-05:00,20322.75,SHORT,2.4642857142857144,20325.214285714286,20316.589285714286,2477837.0,0.3043478260869565,FAIL,2477837,2477837,20319.75,T5_NO_PROGRESS,1.217391304347826,1.2173556257156357,15,2477822,2.5,KILLED_WINNER
P60-028604,,2024-10-23 13:55:00-05:00,20170.0,SHORT,10.535714285714286,20180.535714285714,20143.660714285714,2484533.0,0.0,FAIL,2484533,2484533,20166.25,T5_NO_PROGRESS,0.3559322033898305,0.3558962401325869,15,2484518,2.5,KILLED_WINNER
P60-028685,,2024-10-30 12:08:00-05:00,20643.0,SHORT,8.446428571428571,20651.446428571428,20621.883928571428,2491326.0,0.6807610993657506,FAIL,2491326,2491326,20642.5,T5_NO_PROGRESS,0.059196617336152224,0.05916148209576574,15,2491311,2.5,KILLED_WINNER
P60-028834,,2024-11-12 17:04:00-06:00,21165.0,SHORT,5.053571428571429,21170.053571428572,21152.366071428572,2503982.0,0.989399293286219,FAIL,2503982,2503982,21162.5,T5_NO_PROGRESS,0.4946996466431095,0.4946653837964408,15,2503967,2.5,KILLED_WINNER
P60-029002,,2024-11-29 06:08:00-06:00,20878.75,SHORT,4.625,20883.375,20867.1875,2521086.0,0.6486486486486487,FAIL,2521086,2521086,20876.5,T5_NO_PROGRESS,0.4864864864864865,0.4864517544917322,15,2521071,2.5,KILLED_WINNER
P60-029595,,2025-01-27 06:08:00-06:00,21042.75,LONG,22.285714285714285,21020.464285714286,21098.464285714286,2573758.0,0.9759615384615385,FAIL,2573758,2573758,21059.0,T5_NO_PROGRESS,0.7291666666666667,0.7291321764674901,15,2573743,2.5,KILLED_WINNER
P60-029661,,2025-01-31 15:10:00-06:00,21576.25,SHORT,22.964285714285715,21599.214285714286,21518.839285714286,2579820.0,0.16329704510108864,FAIL,2579820,2579820,21581.25,T5_NO_PROGRESS,-0.21772939346811818,-0.2177630310308365,15,2579805,2.5,KILLED_WINNER
P60-029697,,2025-02-04 19:40:00-06:00,21582.75,SHORT,7.321428571428571,21590.071428571428,21564.446428571428,2582790.0,0.23902439024390246,FAIL,2582790,2582790,21582.0,T5_NO_PROGRESS,0.10243902439024391,0.1024054213497481,15,2582775,2.5,KILLED_WINNER
P60-029907,,2025-02-21 14:56:00-06:00,21695.5,SHORT,15.071428571428571,21710.571428571428,21657.821428571428,2600265.0,0.46445497630331756,FAIL,2600265,2600265,21683.25,T5_NO_PROGRESS,0.8127962085308057,0.8127627682324458,15,2600250,2.5,KILLED_WINNER
P60-029946,,2025-02-26 18:23:00-06:00,21154.75,SHORT,14.303571428571429,21169.053571428572,21118.991071428572,2604551.0,0.7865168539325843,FAIL,2604551,2604551,21154.5,T5_NO_PROGRESS,0.017478152309612985,0.017443857858809895,15,2604536,2.5,KILLED_WINNER
P60-030265,,2025-03-27 07:45:00-05:00,20077.75,SHORT,12.982142857142858,20090.73214285714,20045.29464285714,2632946.0,0.7510316368638239,FAIL,2632946,2632946,20066.25,T5_NO_PROGRESS,0.8858321870701513,0.8857960540829589,15,2632931,2.5,KILLED_WINNER
P60-030281,,2025-03-28 10:54:00-05:00,19569.75,SHORT,13.0,19582.75,19537.25,2634515.0,0.8269230769230769,FAIL,2634515,2634515,19558.0,T5_NO_PROGRESS,0.9038461538461539,0.9038090822468339,15,2634500,2.5,KILLED_WINNER
P60-030284,,2025-03-28 13:19:00-05:00,19483.75,SHORT,13.678571428571429,19497.428571428572,19449.553571428572,2634660.0,0.8955613577023499,FAIL,2634660,2634660,19486.5,T5_NO_PROGRESS,-0.2010443864229765,-0.2010816230608933,15,2634645,2.5,KILLED_WINNER
P60-030290,,2025-03-30 21:24:00-05:00,19234.25,SHORT,6.875,19241.125,19217.0625,2635085.0,0.9454545454545454,FAIL,2635085,2635085,19224.25,T5_NO_PROGRESS,1.4545454545454546,1.45450774789023,15,2635070,2.5,KILLED_WINNER
P60-030345,,2025-04-03 04:49:00-05:00,19038.0,SHORT,14.535714285714286,19052.535714285714,19001.660714285714,2639667.0,0.20638820638820637,FAIL,2639667,2639667,19036.25,T5_NO_PROGRESS,0.12039312039312039,0.12035500956382499,15,2639652,2.5,KILLED_WINNER
P60-030467,,2025-04-15 19:14:00-05:00,18691.25,SHORT,10.964285714285714,18702.214285714286,18663.839285714286,2651512.0,0.45602605863192186,FAIL,2651512,2651512,18686.25,T5_NO_PROGRESS,0.45602605863192186,0.45598724766237414,15,2651497,2.5,KILLED_WINNER
P60-030475,,2025-04-16 07:42:00-05:00,18653.5,SHORT,15.839285714285714,18669.339285714286,18613.901785714286,2652260.0,0.36302142051860203,FAIL,2652260,2652260,18648.25,T5_NO_PROGRESS,0.3314543404735062,0.331415440741876,15,2652245,2.5,KILLED_WINNER
P60-030554,,2025-04-23 14:03:00-05:00,18836.25,SHORT,25.125,18861.375,18773.4375,2658161.0,0.5472636815920398,FAIL,2658161,2658161,18808.0,T5_NO_PROGRESS,1.1243781094527363,1.1243395684298043,15,2658146,2.5,KILLED_WINNER
P60-030573,,2025-04-24 20:50:00-05:00,19418.25,SHORT,8.535714285714286,19426.785714285714,19396.910714285714,2659888.0,0.7615062761506275,FAIL,2659888,2659888,19416.25,T5_NO_PROGRESS,0.23430962343096232,0.2342722710006623,15,2659873,2.5,KILLED_WINNER
P60-030624,,2025-04-29 17:23:00-05:00,19585.0,SHORT,7.571428571428571,19592.571428571428,19566.071428571428,2663821.0,0.7924528301886793,FAIL,2663821,2663821,19578.0,T5_NO_PROGRESS,0.9245283018867925,0.9244912694441836,15,2663806,2.5,KILLED_WINNER
P60-030726,,2025-05-08 01:08:00-05:00,20149.25,SHORT,6.767857142857143,20156.01785714286,20132.33035714286,2672566.0,0.9234828496042216,FAIL,2672566,2672566,20144.0,T5_NO_PROGRESS,0.7757255936675461,0.7756896000896515,15,2672551,2.5,KILLED_WINNER
P60-030970,,2025-05-28 14:20:00-05:00,21467.25,SHORT,16.5,21483.75,21426.0,2692438.0,0.696969696969697,FAIL,2692438,2692438,21444.75,T5_NO_PROGRESS,1.3636363636363635,1.3636025652843247,15,2692423,2.5,KILLED_WINNER
P60-031121,,2025-06-10 17:37:00-05:00,21950.75,LONG,4.321428571428571,21946.428571428572,21961.553571428572,2704995.0,0.9834710743801653,FAIL,2704995,2704995,21952.0,T5_NO_PROGRESS,0.2892561983471075,0.28922316335931253,15,2704980,2.5,KILLED_WINNER
P60-031229,,2025-06-18 18:10:00-05:00,21936.0,SHORT,5.571428571428571,21941.571428571428,21922.071428571428,2713297.0,0.8076923076923077,FAIL,2713297,2713297,21933.0,T5_NO_PROGRESS,0.5384615384615384,0.5384284793720802,15,2713282,2.5,KILLED_WINNER
P60-031285,,2025-06-25 11:29:00-05:00,22437.0,SHORT,7.357142857142857,22444.35714285714,22418.60714285714,2719616.0,0.9174757281553398,FAIL,2719616,2719616,22427.75,T5_NO_PROGRESS,1.2572815533980584,1.2572492301014007,15,2719601,2.5,KILLED_WINNER
P60-031363,,2025-07-02 07:25:00-05:00,22633.75,SHORT,15.035714285714286,22648.785714285714,22596.160714285714,2726272.0,0.9809976247030878,FAIL,2726272,2726272,22612.0,T5_NO_PROGRESS,1.4465558194774346,1.4465237663734942,15,2726257,2.5,KILLED_WINNER
P60-031378,,2025-07-03 10:09:00-05:00,23063.25,LONG,7.482142857142857,23055.76785714286,23081.95535714286,2727815.0,0.9021479713603819,FAIL,2727815,2727815,23064.75,T5_NO_PROGRESS,0.20047732696897375,0.20044588147539955,15,2727800,2.5,KILLED_WINNER
P60-031419,,2025-07-07 15:03:00-05:00,22861.5,SHORT,14.071428571428571,22875.571428571428,22826.321428571428,2730404.0,0.49746192893401014,FAIL,2730404,2730404,22862.25,T5_NO_PROGRESS,-0.0532994923857868,-0.05333122462198719,15,2730389,2.5,KILLED_WINNER
P60-031438,,2025-07-08 18:33:00-05:00,22903.25,SHORT,4.696428571428571,22907.946428571428,22891.508928571428,2731932.0,0.3193916349809886,FAIL,2731932,2731932,22902.0,T5_NO_PROGRESS,0.2661596958174905,0.2661280344290216,15,2731917,2.5,KILLED_WINNER
P60-031488,,2025-07-11 14:36:00-05:00,22977.25,SHORT,7.678571428571429,22984.928571428572,22958.053571428572,2735895.0,0.7162790697674418,FAIL,2735895,2735895,22967.75,T5_NO_PROGRESS,1.2372093023255815,1.2371777388285325,15,2735880,2.5,KILLED_WINNER
P60-031546,,2025-07-17 14:12:00-05:00,23260.75,LONG,5.053571428571429,23255.696428571428,23273.383928571428,2741391.0,0.7420494699646643,FAIL,2741391,2741391,23260.25,T5_NO_PROGRESS,-0.0989399293286219,-0.09897110448616779,15,2741376,2.5,KILLED_WINNER
P60-031578,,2025-07-21 15:37:00-05:00,23346.5,SHORT,3.017857142857143,23349.51785714286,23338.95535714286,2744236.0,0.41420118343195267,FAIL,2744236,2744236,23344.25,T5_NO_PROGRESS,0.7455621301775148,0.745531072257554,15,2744221,2.5,KILLED_WINNER
P60-031800,,2025-08-11 13:56:00-05:00,23682.5,SHORT,10.446428571428571,23692.946428571428,23656.383928571428,2764834.0,0.23931623931623933,FAIL,2764834,2764834,23678.25,T5_NO_PROGRESS,0.40683760683760684,0.40680698000593746,15,2764819,2.5,KILLED_WINNER
P60-031885,,2025-08-18 22:39:00-05:00,23758.25,SHORT,4.910714285714286,23763.160714285714,23745.973214285714,2772196.0,0.8145454545454546,FAIL,2772196,2772196,23754.25,T5_NO_PROGRESS,0.8145454545454546,0.8145149325211076,15,2772181,2.5,KILLED_WINNER
P60-031968,,2025-08-25 13:22:00-05:00,23570.75,SHORT,6.0,23576.75,23555.75,2778598.0,0.875,FAIL,2778598,2778598,23567.5,T5_NO_PROGRESS,0.5416666666666666,0.5416359003737927,15,2778583,2.5,KILLED_WINNER
P60-032177,,2025-09-11 20:32:00-05:00,24007.5,SHORT,3.017857142857143,24010.51785714286,23999.95535714286,2796667.0,0.9112426035502958,FAIL,2796667,2796667,24004.5,T5_NO_PROGRESS,0.9940828402366864,0.9940526375438857,15,2796652,2.5,KILLED_WINNER
P60-032241,,2025-09-17 09:05:00-05:00,24230.75,SHORT,13.446428571428571,24244.196428571428,24197.133928571428,2801529.0,0.46480743691899074,FAIL,2801529,2801529,24227.75,T5_NO_PROGRESS,0.22310756972111553,0.22307763244928586,15,2801514,2.5,KILLED_WINNER
P60-032391,,2025-09-29 13:39:00-05:00,24847.0,SHORT,5.892857142857143,24852.89285714286,24832.26785714286,2812842.0,0.2545454545454545,FAIL,2812842,2812842,24843.0,T5_NO_PROGRESS,0.6787878787878787,0.6787586932932134,15,2812827,2.5,KILLED_WINNER
P60-032392,,2025-09-29 15:10:00-05:00,24833.25,SHORT,6.321428571428571,24839.571428571428,24817.446428571428,2812933.0,0.9096045197740114,FAIL,2812933,2812933,24830.75,T5_NO_PROGRESS,0.3954802259887006,0.39545102382630204,15,2812918,2.5,KILLED_WINNER
P60-032900,,2025-11-12 17:13:00-06:00,25552.0,SHORT,17.982142857142858,25569.98214285714,25507.04464285714,2857156.0,0.08341608738828202,FAIL,2857156,2857156,25560.25,T5_NO_PROGRESS,-0.4587884806355511,-0.4588168741302238,15,2857141,2.5,KILLED_WINNER
P60-032968,,2025-11-19 03:14:00-06:00,24626.5,LONG,11.928571428571429,24614.571428571428,24656.321428571428,2863277.0,0.8592814371257484,FAIL,2863277,2863277,24631.0,T5_NO_PROGRESS,0.3772455089820359,0.37721605488399873,15,2863262,2.5,KILLED_WINNER
P60-033079,,2025-11-30 20:08:00-06:00,25305.0,SHORT,8.160714285714286,25313.160714285714,25284.598214285714,2872779.0,0.8884026258205688,FAIL,2872779,2872779,25290.75,T5_NO_PROGRESS,1.7461706783369801,1.7461420186300574,15,2872764,2.5,KILLED_WINNER
P60-033154,,2025-12-05 15:05:00-06:00,25735.75,LONG,12.660714285714286,25723.089285714286,25767.401785714286,2879436.0,0.6318758815232722,FAIL,2879436,2879436,25736.5,T5_NO_PROGRESS,0.05923836389280677,0.05921017909774008,15,2879421,2.5,KILLED_WINNER
P60-033323,,2025-12-19 15:06:00-06:00,25586.25,LONG,13.946428571428571,25572.303571428572,25621.116071428572,2893227.0,0.3764404609475032,FAIL,2893227,2893227,25583.25,T5_NO_PROGRESS,-0.21510883482714468,-0.21513718581234142,15,2893212,2.5,KILLED_WINNER
P60-033425,,2025-12-31 09:38:00-06:00,25588.0,SHORT,10.482142857142858,25598.48214285714,25561.79464285714,2902328.0,0.596252129471891,FAIL,2902328,2902328,25575.75,T5_NO_PROGRESS,1.1686541737649063,1.1686258285594,15,2902313,2.5,KILLED_WINNER
P60-033482,,2026-01-06 20:12:00-06:00,25816.0,SHORT,4.160714285714286,25820.160714285714,25805.598214285714,2907041.0,0.8412017167381974,FAIL,2907041,2907041,25812.25,T5_NO_PROGRESS,0.9012875536480687,0.9012594657620419,15,2907026,2.5,KILLED_WINNER
P60-033903,,2026-02-10 10:26:00-06:00,25358.25,SHORT,18.607142857142858,25376.85714285714,25311.73214285714,2940775.0,0.9942418426103646,FAIL,2940775,2940775,25345.0,T5_NO_PROGRESS,0.7120921305182342,0.712063519223115,15,2940760,2.5,KILLED_WINNER
P60-034118,,2026-02-27 13:10:00-06:00,24911.0,SHORT,14.125,24925.125,24875.6875,2958637.0,0.21238938053097345,FAIL,2958637,2958637,24899.75,T5_NO_PROGRESS,0.7964601769911505,0.7964310568706534,15,2958622,2.5,KILLED_WINNER
P60-034224,,2026-03-10 06:13:00-05:00,25025.0,SHORT,20.535714285714285,25045.535714285714,24973.660714285714,2967880.0,0.8278260869565218,FAIL,2967880,2967880,25010.5,T5_NO_PROGRESS,0.7060869565217391,0.706057961699386,15,2967865,2.5,KILLED_WINNER
P60-034353,,2026-03-20 12:13:00-05:00,24256.0,SHORT,19.892857142857142,24275.89285714286,24206.26785714286,2979252.0,0.703770197486535,FAIL,2979252,2979252,24233.75,T5_NO_PROGRESS,1.118491921005386,1.1184620069603735,15,2979237,2.5,KILLED_WINNER
P60-034412,,2026-03-26 03:22:00-05:00,24208.5,SHORT,15.5,24224.0,24169.75,2984241.0,0.6774193548387096,FAIL,2984241,2984241,24187.0,T5_NO_PROGRESS,1.3870967741935485,1.387066806847622,15,2984226,2.5,KILLED_WINNER
P60-034414,,2026-03-26 06:26:00-05:00,24145.75,SHORT,9.660714285714286,24155.410714285714,24121.598214285714,2984425.0,0.6469500924214417,FAIL,2984425,2984425,24137.75,T5_NO_PROGRESS,0.8280961182994454,0.8280660802932291,15,2984410,2.5,KILLED_WINNER
P60-034458,,2026-03-30 17:44:00-05:00,23113.5,SHORT,6.571428571428571,23120.071428571428,23097.071428571428,2987803.0,0.9891304347826088,FAIL,2987803,2987803,23100.25,T5_NO_PROGRESS,2.016304347826087,2.0162729719555226,15,2987788,2.5,KILLED_WINNER
P60-034536,,2026-04-06 10:16:00-05:00,24305.25,SHORT,20.160714285714285,24325.410714285714,24254.848214285714,2993844.0,0.9796279893711249,FAIL,2993844,2993844,24274.75,T5_NO_PROGRESS,1.512843224092117,1.5128133703826465,15,2993829,2.5,KILLED_WINNER
P60-034575,,2026-04-08 18:26:00-05:00,25034.5,SHORT,5.446428571428571,25039.946428571428,25020.883928571428,2997034.0,0.6426229508196721,FAIL,2997034,2997034,25034.75,T5_NO_PROGRESS,-0.0459016393442623,-0.04593060568124068,15,2997019,2.5,KILLED_WINNER
P60-034588,,2026-04-09 17:37:00-05:00,25226.5,SHORT,9.785714285714286,25236.285714285714,25202.035714285714,2998365.0,0.7153284671532846,FAIL,2998365,2998365,25216.0,T5_NO_PROGRESS,1.072992700729927,1.0729639499580466,15,2998350,2.5,KILLED_WINNER
P60-034935,,2026-05-10 23:26:00-05:00,29333.75,LONG,6.607142857142857,29327.14285714286,29350.26785714286,3027693.0,0.6432432432432433,FAIL,3027693,3027693,29331.0,T5_NO_PROGRESS,-0.41621621621621624,-0.41624093734242795,15,3027678,2.5,KILLED_WINNER
P60-035043,,2026-05-19 21:34:00-05:00,28903.0,SHORT,19.982142857142858,28922.98214285714,28853.04464285714,3037241.0,0.7882037533512064,FAIL,3037241,3037241,28880.5,T5_NO_PROGRESS,1.1260053619302948,1.12598026067517,15,3037226,2.5,KILLED_WINNER
P60-035087,,2026-05-24 17:06:00-05:00,29767.5,LONG,18.732142857142858,29748.76785714286,29814.33035714286,3041113.0,0.9876072449952336,FAIL,3041113,3041113,29774.0,T5_NO_PROGRESS,0.34699714013346045,0.3469727693762082,15,3041098,2.5,KILLED_WINNER
P60-035177,,2026-06-01 03:10:00-05:00,30477.25,SHORT,9.625,30486.875,30453.1875,3048377.0,0.8051948051948052,FAIL,3048377,3048377,30459.25,T5_NO_PROGRESS,1.87012987012987,1.8701060743794629,15,3048362,2.5,KILLED_WINNER
P60-035408,,2026-06-22 04:14:00-05:00,30735.75,SHORT,11.196428571428571,30746.946428571428,30707.758928571428,3068876.0,0.2902711323763955,FAIL,3068876,3068876,30731.75,T5_NO_PROGRESS,0.3572567783094099,0.35723318154669975,15,3068861,2.5,KILLED_WINNER
P60-035542,,2026-07-05 21:12:00-05:00,29776.75,SHORT,17.732142857142858,29794.48214285714,29732.41964285714,3082013.0,0.3947633434038268,FAIL,3082013,3082013,29754.25,T5_NO_PROGRESS,1.268882175226586,1.2688578128634367,15,3081998,2.5,KILLED_WINNER
P60-035714,,2026-07-21 14:06:00-05:00,29319.5,SHORT,9.767857142857142,29329.26785714286,29295.08035714286,3098207.0,0.5886654478976234,FAIL,3098207,3098207,29309.5,T5_NO_PROGRESS,1.023765996343693,1.0237412605325136,15,3098192,2.5,KILLED_WINNER
P60-035811,,2026-07-30 07:42:00-05:00,27787.5,LONG,27.285714285714285,27760.214285714286,27855.714285714286,3107483.0,0.9528795811518325,FAIL,3107483,3107483,27808.0,T5_NO_PROGRESS,0.7513089005235603,0.7512827840104621,15,3107468,2.5,KILLED_WINNER
P60-036013,,2026-08-13 23:47:00-05:00,30148.0,SHORT,6.017857142857143,30154.01785714286,30132.95535714286,3122188.0,0.0,FAIL,3122188,3122188,30142.75,T5_NO_PROGRESS,0.8724035608308605,0.872379507999943,15,3122173,2.5,KILLED_WINNER
P60-036065,,2026-08-19 00:37:00-05:00,29470.0,SHORT,9.5,29479.5,29446.25,3126378.0,0.5263157894736842,FAIL,3126378,3126378,29462.5,T5_NO_PROGRESS,0.7894736842105263,0.7894490749880081,15,3126363,2.5,KILLED_WINNER
