scenario,N,win_rate,AvgR,TotalR,PF,MaxDD,return_over_dd
full,1987,0.3804730749874182,0.032857420273651995,65.28769408374652,1.0579586670620897,52.13029015511266,1.252394603779957
exclude_best,1986,0.38016112789526685,0.031363390777314384,62.28769408374637,1.055295439272742,1126.45264967542,0.055295439272741886
exclude_top3,1984,0.3795362903225806,0.02837081355027539,56.28769408374637,1.0499689836940467,1126.45264967542,0.04996898369404636
exclude_top1pct,1967,0.37417386883579057,0.0026882023811624816,5.287694083746601,1.0046941112751346,1126.45264967542,0.0046941112751345705
