model,direction,setup_timestamp,bos_timestamp,retest_timestamp,confirm_timestamp,entry_timestamp,exit_timestamp,entry_price,stop_price,target_price,exit_price,result_R,score,htf_regime,session_bucket,exit_reason,source,signal_id
BOS,Long,2021-01-04 06:55:00-06:00,2021-01-04 06:55:00-06:00,,,2021-01-04 06:55:00-06:00,2021-01-04 07:05:00-06:00,12948.75,12941.665297769232,12962.919404461534,12941.665297769232,-1.0,90.0,1,1,STOP,base_run,0
BOS,Short,2021-01-04 13:45:00-06:00,2021-01-04 13:45:00-06:00,,,2021-01-04 13:45:00-06:00,2021-01-04 13:55:00-06:00,12613.75,12646.697122726982,12547.855754546035,12646.697122726982,-1.0,75.0,-1,4,STOP,base_run,1
BOS,Short,2021-01-04 21:40:00-06:00,2021-01-04 21:40:00-06:00,,,2021-01-04 21:40:00-06:00,2021-01-04 21:45:00-06:00,12702.25,12712.233441785593,12682.283116428818,12682.283116428818,2.0,90.0,-1,0,TARGET,base_run,2
BOS,Long,2021-01-05 08:30:00-06:00,2021-01-05 08:30:00-06:00,,,2021-01-05 08:30:00-06:00,2021-01-05 08:40:00-06:00,12690.75,12668.558257302144,12735.133485395714,12735.133485395714,2.0,90.0,-1,1,TARGET,base_run,3
BOS,Long,2021-01-06 06:00:00-06:00,2021-01-06 06:00:00-06:00,,,2021-01-06 06:00:00-06:00,2021-01-06 06:55:00-06:00,12616.25,12583.623544955188,12681.502910089624,12583.623544955188,-1.0,90.0,-1,1,STOP,base_run,4
BOS,Long,2021-01-07 10:35:00-06:00,2021-01-07 10:35:00-06:00,,,2021-01-07 10:35:00-06:00,2021-01-07 10:55:00-06:00,12910.0,12884.601171499518,12960.797657000963,12884.601171499518,-1.0,75.0,1,3,STOP,base_run,5
BOS,Short,2021-01-07 11:10:00-06:00,2021-01-07 11:10:00-06:00,,,2021-01-07 11:10:00-06:00,2021-01-07 11:40:00-06:00,12869.5,12892.834055431527,12822.831889136944,12892.834055431527,-1.0,75.0,1,3,STOP,base_run,6
BOS,Long,2021-01-07 12:30:00-06:00,2021-01-07 12:30:00-06:00,,,2021-01-07 12:30:00-06:00,2021-01-07 13:30:00-06:00,12906.0,12886.25134467326,12945.49731065348,12910.0,0.2025454358193137,75.0,1,4,TIME,base_run,7
BOS,Long,2021-01-07 14:00:00-06:00,2021-01-07 14:00:00-06:00,,,2021-01-07 14:00:00-06:00,2021-01-07 15:00:00-06:00,12927.25,12910.483278031705,12960.783443936589,12919.25,-0.4771356031982698,75.0,1,5,TIME,base_run,8
BOS,Long,2021-01-07 23:10:00-06:00,2021-01-07 23:10:00-06:00,,,2021-01-07 23:10:00-06:00,2021-01-08 00:10:00-06:00,12965.0,12955.51723174097,12983.965536518055,12965.25,0.0263636095674883,90.0,1,0,TIME,base_run,9
BOS,Short,2021-01-08 03:05:00-06:00,2021-01-08 03:05:00-06:00,,,2021-01-08 03:05:00-06:00,2021-01-08 04:00:00-06:00,12963.0,12976.590204779406,12935.819590441188,12976.590204779406,-1.0,75.0,1,0,STOP,base_run,10
BOS,Short,2021-01-08 12:20:00-06:00,2021-01-08 12:20:00-06:00,,,2021-01-08 12:20:00-06:00,2021-01-08 13:00:00-06:00,12965.5,12997.386602760818,12901.726794478362,12997.386602760818,-1.0,100.0,1,4,STOP,base_run,11
BOS,Short,2021-01-11 06:05:00-06:00,2021-01-11 06:05:00-06:00,,,2021-01-11 06:05:00-06:00,2021-01-11 06:15:00-06:00,13033.5,13046.551233882852,13007.397532234294,13007.397532234294,2.0,90.0,1,1,TARGET,base_run,12
BOS,Short,2021-01-12 10:50:00-06:00,2021-01-12 10:50:00-06:00,,,2021-01-12 10:50:00-06:00,2021-01-12 11:05:00-06:00,12858.75,12887.341864713311,12801.566270573372,12801.566270573372,2.0,100.0,-1,3,TARGET,base_run,13
BOS,Long,2021-01-12 13:00:00-06:00,2021-01-12 13:00:00-06:00,,,2021-01-12 13:00:00-06:00,2021-01-12 13:20:00-06:00,12902.75,12876.272647483074,12955.704705033851,12876.272647483074,-1.0,75.0,-1,4,STOP,base_run,14
BOS,Short,2021-01-13 05:25:00-06:00,2021-01-13 05:25:00-06:00,,,2021-01-13 05:25:00-06:00,2021-01-13 05:30:00-06:00,12859.5,12873.815980421285,12830.868039157434,12873.815980421285,-1.0,90.0,-1,1,STOP,base_run,15
BOS,Short,2021-01-13 21:25:00-06:00,2021-01-13 21:25:00-06:00,,,2021-01-13 21:25:00-06:00,2021-01-13 21:30:00-06:00,12957.75,12971.046328169614,12931.15734366077,12931.15734366077,2.0,90.0,1,0,TARGET,base_run,16
BOS,Short,2021-01-14 21:45:00-06:00,2021-01-14 21:45:00-06:00,,,2021-01-14 21:45:00-06:00,2021-01-14 22:45:00-06:00,12889.75,12901.999505910511,12865.250988178974,12877.5,1.00004033546256,75.0,-1,0,TIME,base_run,17
BOS,Short,2021-01-15 03:50:00-06:00,2021-01-15 03:50:00-06:00,,,2021-01-15 03:50:00-06:00,2021-01-15 04:30:00-06:00,12873.5,12885.17611210262,12850.14777579476,12885.17611210262,-1.0,90.0,-1,0,STOP,base_run,18
BOS,Short,2021-01-15 04:35:00-06:00,2021-01-15 05:05:00-06:00,,,2021-01-15 05:05:00-06:00,2021-01-15 06:00:00-06:00,12854.25,12868.818174531036,12825.113650937928,12868.818174531036,-1.0,75.0,-1,1,STOP,base_run,19
BOS,Long,2021-01-15 08:00:00-06:00,2021-01-15 08:30:00-06:00,,,2021-01-15 08:30:00-06:00,2021-01-15 08:55:00-06:00,12907.0,12885.802835473698,12949.394329052602,12885.802835473698,-1.0,75.0,-1,1,STOP,base_run,20
BOS,Long,2021-01-15 12:15:00-06:00,2021-01-15 12:15:00-06:00,,,2021-01-15 12:15:00-06:00,2021-01-15 13:15:00-06:00,12872.25,12842.399308537892,12931.951382924211,12852.25,-0.6700012301352902,75.0,-1,4,TIME,base_run,21
BOS,Short,2021-01-15 13:55:00-06:00,2021-01-15 13:55:00-06:00,,,2021-01-15 13:55:00-06:00,2021-01-15 14:15:00-06:00,12825.5,12848.163686272708,12780.172627454584,12848.163686272708,-1.0,75.0,-1,4,STOP,base_run,22
BOS,Short,2021-01-18 00:50:00-06:00,2021-01-18 00:50:00-06:00,,,2021-01-18 00:50:00-06:00,2021-01-18 01:50:00-06:00,12767.75,12776.644983517086,12749.960032965828,12767.25,0.0562114588565062,90.0,-1,0,TIME,base_run,23
BOS,Long,2021-01-18 05:05:00-06:00,2021-01-18 05:05:00-06:00,,,2021-01-18 05:05:00-06:00,2021-01-18 05:45:00-06:00,12800.25,12790.459132204318,12819.831735591364,12790.459132204318,-1.0,90.0,-1,1,STOP,base_run,24
BOS,Long,2021-01-19 03:40:00-06:00,2021-01-19 03:40:00-06:00,,,2021-01-19 03:40:00-06:00,2021-01-19 04:40:00-06:00,12921.5,12909.958087716632,12944.583824566736,12925.5,0.3465630219494988,90.0,1,0,TIME,base_run,25
BOS,Long,2021-01-19 08:30:00-06:00,2021-01-19 08:30:00-06:00,,,2021-01-19 08:30:00-06:00,2021-01-19 08:35:00-06:00,12911.75,12897.33247436252,12940.58505127496,12897.33247436252,-1.0,90.0,1,1,STOP,base_run,26
BOS,Long,2021-01-19 14:00:00-06:00,2021-01-19 14:00:00-06:00,,,2021-01-19 14:00:00-06:00,2021-01-19 14:20:00-06:00,13000.5,12984.538820434474,13032.42235913105,12984.538820434474,-1.0,75.0,1,5,STOP,base_run,27
BOS,Long,2021-01-19 15:00:00-06:00,2021-01-19 15:30:00-06:00,,,2021-01-19 15:30:00-06:00,2021-01-19 17:05:00-06:00,13009.0,12990.736077894211,13045.527844211576,13045.527844211576,2.0,100.0,1,5,TARGET,base_run,28
BOS,Long,2021-01-20 06:10:00-06:00,2021-01-20 06:35:00-06:00,,,2021-01-20 06:35:00-06:00,2021-01-20 07:15:00-06:00,13089.5,13079.977175635877,13108.545648728246,13108.545648728246,2.0,75.0,1,1,TARGET,base_run,29
BOS,Long,2021-01-20 11:35:00-06:00,2021-01-20 11:35:00-06:00,,,2021-01-20 11:35:00-06:00,2021-01-20 12:35:00-06:00,13262.75,13243.78614232846,13300.67771534308,13280.25,0.9228080226663766,75.0,1,3,TIME,base_run,30
BOS,Long,2021-01-20 13:25:00-06:00,2021-01-20 13:25:00-06:00,,,2021-01-20 13:25:00-06:00,2021-01-20 14:25:00-06:00,13294.75,13276.498389470558,13331.253221058883,13306.75,0.6574762254893838,75.0,1,4,TIME,base_run,31
BOS,Long,2021-01-21 01:45:00-06:00,2021-01-21 01:45:00-06:00,,,2021-01-21 01:45:00-06:00,2021-01-21 02:15:00-06:00,13361.75,13351.575499302327,13382.099001395349,13351.575499302327,-1.0,90.0,1,0,STOP,base_run,32
BOS,Short,2021-01-21 07:45:00-06:00,2021-01-21 07:45:00-06:00,,,2021-01-21 07:45:00-06:00,2021-01-21 07:50:00-06:00,13334.0,13347.393269400603,13307.213461198791,13307.213461198791,2.0,90.0,1,1,TARGET,base_run,33
BOS,Long,2021-01-21 09:10:00-06:00,2021-01-21 09:10:00-06:00,,,2021-01-21 09:10:00-06:00,2021-01-21 10:10:00-06:00,13360.75,13328.307561213442,13425.634877573117,13371.0,0.3159441886424093,90.0,1,1,TIME,base_run,34
BOS,Long,2021-01-21 14:40:00-06:00,2021-01-21 14:40:00-06:00,,,2021-01-21 14:40:00-06:00,2021-01-21 14:55:00-06:00,13408.0,13392.781126936128,13438.437746127744,13392.781126936128,-1.0,75.0,1,5,STOP,base_run,35
BOS,Long,2021-01-22 13:50:00-06:00,2021-01-22 13:50:00-06:00,,,2021-01-22 13:50:00-06:00,2021-01-22 14:10:00-06:00,13375.75,13361.335069043484,13404.57986191303,13361.335069043484,-1.0,75.0,1,4,STOP,base_run,36
BOS,Short,2021-01-22 14:55:00-06:00,2021-01-22 14:55:00-06:00,,,2021-01-22 14:55:00-06:00,2021-01-24 17:00:00-06:00,13351.5,13368.68657550435,13317.126848991302,13368.68657550435,-1.0,100.0,1,5,STOP,base_run,37
BOS,Long,2021-01-25 01:40:00-06:00,2021-01-25 01:40:00-06:00,,,2021-01-25 01:40:00-06:00,2021-01-25 01:55:00-06:00,13461.0,13453.977943688147,13475.044112623707,13475.044112623707,2.0,90.0,1,0,TARGET,base_run,38
BOS,Short,2021-01-25 09:45:00-06:00,2021-01-25 09:45:00-06:00,,,2021-01-25 09:45:00-06:00,2021-01-25 09:55:00-06:00,13457.25,13486.221283052468,13399.307433895065,13399.307433895065,2.0,75.0,1,2,TARGET,base_run,39
BOS,Long,2021-01-26 05:10:00-06:00,2021-01-26 05:10:00-06:00,,,2021-01-26 05:10:00-06:00,2021-01-26 05:45:00-06:00,13438.5,13426.97227886441,13461.555442271178,13461.555442271178,2.0,75.0,1,1,TARGET,base_run,40
BOS,Short,2021-01-26 08:40:00-06:00,2021-01-26 08:40:00-06:00,,,2021-01-26 08:40:00-06:00,2021-01-26 08:50:00-06:00,13437.0,13459.501614079698,13391.996771840602,13459.501614079698,-1.0,90.0,1,1,STOP,base_run,41
BOS,Short,2021-01-26 14:50:00-06:00,2021-01-26 14:50:00-06:00,,,2021-01-26 14:50:00-06:00,2021-01-26 15:00:00-06:00,13469.5,13489.392365650634,13429.715268698732,13489.392365650634,-1.0,75.0,1,5,STOP,base_run,42
BOS,Short,2021-01-27 13:30:00-06:00,2021-01-27 13:30:00-06:00,,,2021-01-27 13:30:00-06:00,2021-01-27 14:20:00-06:00,13171.0,13214.730652655497,13083.538694689008,13083.538694689008,2.0,75.0,-1,4,TARGET,base_run,43
BOS,Short,2021-01-27 15:05:00-06:00,2021-01-27 15:05:00-06:00,,,2021-01-27 15:05:00-06:00,2021-01-27 15:35:00-06:00,12966.0,13046.416191620488,12805.167616759029,13046.416191620488,-1.0,75.0,-1,5,STOP,base_run,44
BOS,Long,2021-01-29 07:30:00-06:00,2021-01-29 07:30:00-06:00,,,2021-01-29 07:30:00-06:00,2021-01-29 08:30:00-06:00,13101.0,13061.040102634352,13180.919794731291,13116.25,0.3816326118272359,90.0,-1,1,TIME,base_run,45
BOS,Short,2021-01-29 11:15:00-06:00,2021-01-29 11:15:00-06:00,,,2021-01-29 11:15:00-06:00,2021-01-29 11:45:00-06:00,12955.75,13009.241152579358,12848.767694841286,12848.767694841286,2.0,75.0,-1,3,TARGET,base_run,46
BOS,Long,2021-01-29 14:00:00-06:00,2021-01-29 14:00:00-06:00,,,2021-01-29 14:00:00-06:00,2021-01-29 14:55:00-06:00,12972.0,12915.481579780531,13085.036840438932,12915.481579780531,-1.0,100.0,-1,5,STOP,base_run,47
BOS,Long,2021-02-01 14:00:00-06:00,2021-02-01 14:00:00-06:00,,,2021-02-01 14:00:00-06:00,2021-02-01 14:15:00-06:00,13262.75,13237.649784714344,13312.950430571313,13237.649784714344,-1.0,75.0,1,5,STOP,base_run,48
BOS,Long,2021-02-02 02:10:00-06:00,2021-02-02 02:10:00-06:00,,,2021-02-02 02:10:00-06:00,2021-02-02 03:10:00-06:00,13330.0,13311.887122302564,13366.22575539487,13347.75,0.9799657622882252,90.0,1,0,TIME,base_run,49
BOS,Short,2021-02-02 08:15:00-06:00,2021-02-02 08:15:00-06:00,,,2021-02-02 08:15:00-06:00,2021-02-02 08:25:00-06:00,13326.75,13342.184378655827,13295.881242688343,13342.184378655827,-1.0,90.0,1,1,STOP,base_run,50
BOS,Long,2021-02-02 08:30:00-06:00,2021-02-02 08:30:00-06:00,,,2021-02-02 08:30:00-06:00,2021-02-02 08:45:00-06:00,13369.0,13350.308781010624,13406.382437978757,13406.382437978757,2.0,90.0,1,1,TARGET,base_run,51
BOS,Long,2021-02-02 10:40:00-06:00,2021-02-02 10:40:00-06:00,,,2021-02-02 10:40:00-06:00,2021-02-02 11:40:00-06:00,13436.0,13404.40526964334,13499.18946071332,13462.0,0.8229220413181824,75.0,1,3,TIME,base_run,52
BOS,Long,2021-02-02 12:35:00-06:00,2021-02-02 12:35:00-06:00,,,2021-02-02 12:35:00-06:00,2021-02-02 13:35:00-06:00,13468.0,13446.933621859502,13510.132756280997,13480.5,0.593362556991716,75.0,1,4,TIME,base_run,53
BOS,Short,2021-02-02 14:40:00-06:00,2021-02-02 14:40:00-06:00,,,2021-02-02 14:40:00-06:00,2021-02-02 14:45:00-06:00,13454.5,13473.178712593995,13417.14257481201,13473.178712593995,-1.0,100.0,1,5,STOP,base_run,54
BOS,Short,2021-02-03 03:05:00-06:00,2021-02-03 03:05:00-06:00,,,2021-02-03 03:05:00-06:00,2021-02-03 04:05:00-06:00,13532.75,13546.717893342236,13504.814213315529,13523.5,0.6622330063210292,90.0,1,0,TIME,base_run,55
BOS,Long,2021-02-04 13:55:00-06:00,2021-02-04 13:55:00-06:00,,,2021-02-04 13:55:00-06:00,2021-02-04 14:50:00-06:00,13502.5,13489.733453588404,13528.033092823194,13528.033092823194,2.0,75.0,1,4,TARGET,base_run,56
BOS,Short,2021-02-05 08:30:00-06:00,2021-02-05 08:30:00-06:00,,,2021-02-05 08:30:00-06:00,2021-02-05 08:45:00-06:00,13556.25,13572.138791252017,13524.472417495968,13572.138791252017,-1.0,90.0,1,1,STOP,base_run,57
BOS,Short,2021-02-05 14:25:00-06:00,2021-02-05 14:25:00-06:00,,,2021-02-05 14:25:00-06:00,2021-02-05 14:35:00-06:00,13567.0,13586.694395781456,13527.61120843709,13586.694395781456,-1.0,75.0,1,5,STOP,base_run,58
BOS,Long,2021-02-08 00:15:00-06:00,2021-02-08 00:15:00-06:00,,,2021-02-08 00:15:00-06:00,2021-02-08 00:30:00-06:00,13675.25,13667.906535106082,13689.936929787837,13667.906535106082,-1.0,75.0,1,0,STOP,base_run,59
BOS,Short,2021-02-08 01:55:00-06:00,2021-02-08 01:55:00-06:00,,,2021-02-08 01:55:00-06:00,2021-02-08 02:05:00-06:00,13657.75,13664.403886166514,13644.442227666974,13664.403886166514,-1.0,90.0,1,0,STOP,base_run,60
BOS,Long,2021-02-08 03:50:00-06:00,2021-02-08 03:50:00-06:00,,,2021-02-08 03:50:00-06:00,2021-02-08 04:50:00-06:00,13646.5,13635.765181270825,13667.969637458353,13645.5,-0.0931548100837652,75.0,1,0,TIME,base_run,61
BOS,Short,2021-02-08 18:00:00-06:00,2021-02-08 18:00:00-06:00,,,2021-02-08 18:00:00-06:00,2021-02-08 19:00:00-06:00,13669.0,13679.940186415137,13647.11962716973,13664.25,0.4341790733500467,90.0,1,0,TIME,base_run,62
BOS,Short,2021-02-09 12:20:00-06:00,2021-02-09 12:20:00-06:00,,,2021-02-09 12:20:00-06:00,2021-02-09 13:20:00-06:00,13672.5,13687.821669152509,13641.856661694985,13685.25,-0.8321547654559917,75.0,1,4,TIME,base_run,63
BOS,Long,2021-02-09 19:15:00-06:00,2021-02-09 19:15:00-06:00,,,2021-02-09 19:15:00-06:00,2021-02-09 20:00:00-06:00,13704.75,13694.743367515475,13724.763264969046,13724.763264969046,2.0,90.0,1,0,TARGET,base_run,64
BOS,Long,2021-02-10 07:30:00-06:00,2021-02-10 07:30:00-06:00,,,2021-02-10 07:30:00-06:00,2021-02-10 08:20:00-06:00,13746.5,13735.408744645823,13768.68251070835,13735.408744645823,-1.0,90.0,1,1,STOP,base_run,65
BOS,Short,2021-02-10 09:10:00-06:00,2021-02-10 09:10:00-06:00,,,2021-02-10 09:10:00-06:00,2021-02-10 09:20:00-06:00,13699.25,13721.354831221444,13655.040337557111,13655.040337557111,2.0,90.0,1,1,TARGET,base_run,66
BOS,Long,2021-02-11 07:20:00-06:00,2021-02-11 07:20:00-06:00,,,2021-02-11 07:20:00-06:00,2021-02-11 07:50:00-06:00,13717.75,13709.101045126716,13735.047909746569,13709.101045126716,-1.0,75.0,1,1,STOP,base_run,67
BOS,Long,2021-02-11 08:35:00-06:00,2021-02-11 08:35:00-06:00,,,2021-02-11 08:35:00-06:00,2021-02-11 08:40:00-06:00,13719.75,13706.052290486528,13747.145419026943,13706.052290486528,-1.0,90.0,1,1,STOP,base_run,68
BOS,Short,2021-02-11 08:50:00-06:00,2021-02-11 08:50:00-06:00,,,2021-02-11 08:50:00-06:00,2021-02-11 09:05:00-06:00,13685.75,13706.452940160749,13644.3441196785,13706.452940160749,-1.0,90.0,1,1,STOP,base_run,69
BOS,Short,2021-02-11 11:15:00-06:00,2021-02-11 11:15:00-06:00,,,2021-02-11 11:15:00-06:00,2021-02-11 12:15:00-06:00,13674.25,13702.113257923358,13618.523484153284,13687.75,-0.4845090275205365,100.0,1,3,TIME,base_run,70
BOS,Short,2021-02-11 18:50:00-06:00,2021-02-11 18:50:00-06:00,,,2021-02-11 18:50:00-06:00,2021-02-11 19:10:00-06:00,13716.0,13727.58266623104,13692.834667537918,13727.58266623104,-1.0,90.0,1,0,STOP,base_run,71
BOS,Short,2021-02-11 19:35:00-06:00,2021-02-11 19:35:00-06:00,,,2021-02-11 19:35:00-06:00,2021-02-11 20:35:00-06:00,13714.0,13724.652056924122,13692.695886151756,13710.75,0.3051053916770067,75.0,1,0,TIME,base_run,72
BOS,Short,2021-02-12 01:35:00-06:00,2021-02-12 01:55:00-06:00,,,2021-02-12 01:55:00-06:00,2021-02-12 02:10:00-06:00,13697.25,13703.346800327588,13685.056399344829,13703.346800327588,-1.0,75.0,1,0,STOP,base_run,73
BOS,Short,2021-02-12 07:20:00-06:00,2021-02-12 07:20:00-06:00,,,2021-02-12 07:20:00-06:00,2021-02-12 07:55:00-06:00,13699.5,13708.494022610836,13681.511954778323,13681.511954778323,2.0,90.0,1,1,TARGET,base_run,74
BOS,Short,2021-02-12 12:15:00-06:00,2021-02-12 12:15:00-06:00,,,2021-02-12 12:15:00-06:00,2021-02-12 12:30:00-06:00,13719.5,13735.713543181766,13687.072913636468,13735.713543181766,-1.0,100.0,1,4,STOP,base_run,75
BOS,Long,2021-02-12 13:45:00-06:00,2021-02-12 13:45:00-06:00,,,2021-02-12 13:45:00-06:00,2021-02-12 14:40:00-06:00,13738.0,13722.50073098912,13768.998538021757,13768.998538021757,2.0,100.0,1,4,TARGET,base_run,76
BOS,Long,2021-02-15 11:25:00-06:00,2021-02-15 11:25:00-06:00,,,2021-02-15 11:25:00-06:00,2021-02-15 11:40:00-06:00,13859.75,13854.919126122815,13869.41174775437,13869.41174775437,2.0,75.0,1,3,TARGET,base_run,77
BOS,Short,2021-02-15 23:20:00-06:00,2021-02-15 23:20:00-06:00,,,2021-02-15 23:20:00-06:00,2021-02-15 23:35:00-06:00,13887.0,13891.990970347644,13877.018059304712,13877.018059304712,2.0,75.0,1,0,TARGET,base_run,78
BOS,Short,2021-02-17 01:30:00-06:00,2021-02-17 01:30:00-06:00,,,2021-02-17 01:30:00-06:00,2021-02-17 01:45:00-06:00,13751.25,13759.81254202503,13734.124915949937,13759.81254202503,-1.0,90.0,-1,0,STOP,base_run,79
BOS,Short,2021-02-17 02:00:00-06:00,2021-02-17 02:00:00-06:00,,,2021-02-17 02:00:00-06:00,2021-02-17 02:25:00-06:00,13741.75,13751.667419567328,13721.915160865345,13751.667419567328,-1.0,90.0,-1,0,STOP,base_run,80
BOS,Long,2021-02-17 02:50:00-06:00,2021-02-17 02:50:00-06:00,,,2021-02-17 02:50:00-06:00,2021-02-17 03:10:00-06:00,13775.25,13761.491362000026,13802.767275999946,13761.491362000026,-1.0,90.0,-1,0,STOP,base_run,81
BOS,Short,2021-02-17 07:15:00-06:00,2021-02-17 07:15:00-06:00,,,2021-02-17 07:15:00-06:00,2021-02-17 07:30:00-06:00,13719.0,13730.614524227352,13695.770951545295,13695.770951545295,2.0,90.0,-1,1,TARGET,base_run,82
BOS,Short,2021-02-17 10:15:00-06:00,2021-02-17 10:15:00-06:00,,,2021-02-17 10:15:00-06:00,2021-02-17 10:55:00-06:00,13553.75,13597.545229654925,13466.159540690152,13597.545229654925,-1.0,75.0,-1,2,STOP,base_run,83
BOS,Long,2021-02-17 12:05:00-06:00,2021-02-17 12:05:00-06:00,,,2021-02-17 12:05:00-06:00,2021-02-17 13:05:00-06:00,13660.75,13628.941723834288,13724.366552331425,13683.0,0.6995034840644546,75.0,-1,4,TIME,base_run,84
BOS,Long,2021-02-18 02:45:00-06:00,2021-02-18 02:45:00-06:00,,,2021-02-18 02:45:00-06:00,2021-02-18 03:25:00-06:00,13642.75,13625.888988930856,13676.472022138289,13625.888988930856,-1.0,75.0,-1,0,STOP,base_run,85
BOS,Long,2021-02-18 12:15:00-06:00,2021-02-18 12:15:00-06:00,,,2021-02-18 12:15:00-06:00,2021-02-18 13:15:00-06:00,13571.75,13542.66503110462,13629.91993779076,13614.25,1.461235875921885,75.0,-1,4,TIME,base_run,86
BOS,Long,2021-02-18 21:40:00-06:00,2021-02-18 21:40:00-06:00,,,2021-02-18 21:40:00-06:00,2021-02-18 22:40:00-06:00,13570.5,13556.021430441077,13599.457139117849,13579.0,0.5870745701367077,75.0,-1,0,TIME,base_run,87
BOS,Long,2021-02-21 19:00:00-06:00,2021-02-21 19:00:00-06:00,,,2021-02-21 19:00:00-06:00,2021-02-21 19:40:00-06:00,13614.0,13595.563097649285,13650.873804701432,13595.563097649285,-1.0,90.0,-1,0,STOP,base_run,88
BOS,Short,2021-02-21 20:25:00-06:00,2021-02-21 20:25:00-06:00,,,2021-02-21 20:25:00-06:00,2021-02-21 20:45:00-06:00,13568.25,13586.403264288694,13531.943471422614,13531.943471422614,2.0,90.0,-1,0,TARGET,base_run,89
BOS,Long,2021-02-22 04:00:00-06:00,2021-02-22 04:00:00-06:00,,,2021-02-22 04:00:00-06:00,2021-02-22 05:00:00-06:00,13421.5,13396.009590514705,13472.480818970593,13413.0,-0.3334587467064155,75.0,-1,1,TIME,base_run,90
BOS,Long,2021-02-22 07:45:00-06:00,2021-02-22 07:45:00-06:00,,,2021-02-22 07:45:00-06:00,2021-02-22 08:00:00-06:00,13418.75,13396.820077946204,13462.609844107592,13396.820077946204,-1.0,90.0,-1,1,STOP,base_run,91
BOS,Long,2021-02-22 08:30:00-06:00,2021-02-22 08:45:00-06:00,,,2021-02-22 08:45:00-06:00,2021-02-22 09:15:00-06:00,13423.5,13388.646746574294,13493.206506851411,13388.646746574294,-1.0,75.0,-1,1,STOP,base_run,92
BOS,Short,2021-02-22 09:20:00-06:00,2021-02-22 09:20:00-06:00,,,2021-02-22 09:20:00-06:00,2021-02-22 10:20:00-06:00,13344.0,13385.647966509236,13260.704066981529,13337.0,0.1680754328893263,75.0,-1,1,TIME,base_run,93
BOS,Long,2021-02-22 12:25:00-06:00,2021-02-22 12:25:00-06:00,,,2021-02-22 12:25:00-06:00,2021-02-22 13:25:00-06:00,13359.25,13329.894843822509,13417.960312354984,13349.75,-0.3236228736975387,100.0,-1,4,TIME,base_run,94
BOS,Short,2021-02-22 14:20:00-06:00,2021-02-22 14:20:00-06:00,,,2021-02-22 14:20:00-06:00,2021-02-22 14:50:00-06:00,13270.25,13295.60567357965,13219.538652840702,13219.538652840702,2.0,75.0,-1,5,TARGET,base_run,95
BOS,Long,2021-02-23 09:25:00-06:00,2021-02-23 09:25:00-06:00,,,2021-02-23 09:25:00-06:00,2021-02-23 10:25:00-06:00,13021.75,12956.313293522197,13152.623412955612,13025.75,0.0611277708690409,75.0,-1,1,TIME,base_run,96
BOS,Short,2021-02-25 14:05:00-06:00,2021-02-25 14:05:00-06:00,,,2021-02-25 14:05:00-06:00,2021-02-25 15:05:00-06:00,12846.5,12908.148678735555,12723.202642528888,12852.25,-0.0932704498771954,75.0,-1,5,TIME,base_run,97
BOS,Short,2021-02-26 04:05:00-06:00,2021-02-26 04:05:00-06:00,,,2021-02-26 04:05:00-06:00,2021-02-26 04:15:00-06:00,12811.0,12852.896481112008,12727.207037775985,12852.896481112008,-1.0,90.0,-1,1,STOP,base_run,98
BOS,Short,2021-03-01 07:30:00-06:00,2021-03-01 07:30:00-06:00,,,2021-03-01 07:30:00-06:00,2021-03-01 07:50:00-06:00,13040.5,13062.545125395216,12996.40974920957,13062.545125395216,-1.0,75.0,1,1,STOP,base_run,99
BOS,Long,2021-03-01 13:05:00-06:00,2021-03-01 13:05:00-06:00,,,2021-03-01 13:05:00-06:00,2021-03-01 13:55:00-06:00,13226.5,13201.928441372813,13275.643117254376,13275.643117254376,2.0,100.0,1,4,TARGET,base_run,100
BOS,Short,2021-03-03 03:35:00-06:00,2021-03-03 03:35:00-06:00,,,2021-03-03 03:35:00-06:00,2021-03-03 04:35:00-06:00,13145.25,13164.028923872704,13107.692152254593,13127.0,0.9718341755742032,90.0,1,0,TIME,base_run,101
BOS,Short,2021-03-03 05:45:00-06:00,2021-03-03 06:25:00-06:00,,,2021-03-03 06:25:00-06:00,2021-03-03 07:05:00-06:00,13112.75,13129.499452620948,13079.251094758109,13079.251094758109,2.0,75.0,0,1,TARGET,base_run,102
BOS,Short,2021-03-03 12:40:00-06:00,2021-03-03 12:40:00-06:00,,,2021-03-03 12:40:00-06:00,2021-03-03 13:25:00-06:00,12790.0,12833.944601917392,12702.110796165214,12702.110796165214,2.0,75.0,-1,4,TARGET,base_run,103
BOS,Long,2021-03-04 05:35:00-06:00,2021-03-04 05:35:00-06:00,,,2021-03-04 05:35:00-06:00,2021-03-04 06:35:00-06:00,12600.75,12566.360859219014,12669.52828156197,12637.0,1.0541118264880671,90.0,-1,1,TIME,base_run,104
BOS,Short,2021-03-04 08:45:00-06:00,2021-03-04 08:45:00-06:00,,,2021-03-04 08:45:00-06:00,2021-03-04 09:35:00-06:00,12611.0,12664.066973549849,12504.866052900305,12664.066973549849,-1.0,90.0,-1,1,STOP,base_run,105
BOS,Long,2021-03-04 20:45:00-06:00,2021-03-04 20:45:00-06:00,,,2021-03-04 20:45:00-06:00,2021-03-04 21:45:00-06:00,12380.25,12349.949097221855,12440.851805556287,12414.5,1.1303293585267211,90.0,-1,0,TIME,base_run,106
