year,N,win_rate,AvgR,TotalR,PF,MaxDD,return_over_dd
2023,765,0.40784313725490196,0.043900557017604765,33.583926118467645,1.0863316221136972,52.13029015511266,0.644230561896727
2024,520,0.3903846153846154,0.11542585952063095,60.02144695072809,1.1997437147987629,23.447673186359644,2.559803971749518
2025,455,0.34065934065934067,-0.03567508220033229,-16.232162401151193,0.9423801153868978,35.420074971889235,-0.4582757776214103
2026,247,0.3481781376518219,-0.048929216940477895,-12.08551658429804,0.9221487245349256,25.285355201175065,-0.47796507061670224
