signal_id,direction,entry_timestamp,mfe_1,mae_1,mfe_2,mae_2,mfe_3,mae_3,mfe_6,mae_6,mfe_12,mae_12,mfe_18,mae_18,mfe_24,mae_24,mfe_36,mae_36,mfe_r,mae_r,bars_to_mfe,bars_to_mae,p_0.25R_before_0.25R,p_0.25R_before_0.5R,p_0.25R_before_0.75R,p_0.25R_before_1.0R,p_0.5R_before_0.25R,p_0.5R_before_0.5R,p_0.5R_before_0.75R,p_0.5R_before_1.0R,p_0.75R_before_0.25R,p_0.75R_before_0.5R,p_0.75R_before_0.75R,p_0.75R_before_1.0R,p_1.0R_before_0.25R,p_1.0R_before_0.5R,p_1.0R_before_0.75R,p_1.0R_before_1.0R,p_1.25R_before_0.25R,p_1.25R_before_0.5R,p_1.25R_before_0.75R,p_1.25R_before_1.0R,p_1.5R_before_0.25R,p_1.5R_before_0.5R,p_1.5R_before_0.75R,p_1.5R_before_1.0R,p_2.0R_before_0.25R,p_2.0R_before_0.5R,p_2.0R_before_0.75R,p_2.0R_before_1.0R,p_2.5R_before_0.25R,p_2.5R_before_0.5R,p_2.5R_before_0.75R,p_2.5R_before_1.0R,p_3.0R_before_0.25R,p_3.0R_before_0.5R,p_3.0R_before_0.75R,p_3.0R_before_1.0R
366,Long,2021-07-12 14:25:00-05:00,0.07224975391733887,0.5539147800329314,0.5539147800329314,0.5539147800329314,0.5539147800329314,0.577998031338711,0.9874133035369645,0.6984142878676091,1.9989098583797087,0.6984142878676091,1.9989098583797087,0.6984142878676091,1.9989098583797087,0.6984142878676091,1.9989098583797087,0.6984142878676091,1.9989098583797087,0.6984142878676091,12.0,6.0,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
367,Short,2021-07-12 20:30:00-05:00,0.0,0.7429858040210514,0.16510795644912252,0.7429858040210514,0.2476619346736838,0.7429858040210514,0.2476619346736838,1.9812954773894704,0.2476619346736838,1.9812954773894704,0.2476619346736838,1.9812954773894704,0.2476619346736838,1.9812954773894704,0.2476619346736838,1.9812954773894704,0.2476619346736838,1.9812954773894704,3.0,6.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
368,Long,2021-07-13 03:15:00-05:00,0.9473718407071549,0.35934793957857597,0.9473718407071549,0.35934793957857597,1.1107118132428713,0.35934793957857597,1.4373917583143039,0.35934793957857597,5.847571016778645,0.35934793957857597,5.847571016778645,0.35934793957857597,7.088954808050089,0.35934793957857597,7.088954808050089,0.35934793957857597,7.088954808050089,0.35934793957857597,24.0,1.0,False,True,True,True,False,True,True,True,False,True,True,True,False,True,True,True,False,True,True,True,False,True,True,True,False,True,True,True,False,True,True,True,False,True,True,True
369,Long,2021-07-13 09:00:00-05:00,0.3025764789476395,0.3698156964915594,0.3025764789476395,0.4370549140354793,0.563128446930329,0.4370549140354793,1.294354937720458,0.4370549140354793,1.5380971013171676,0.4370549140354793,2.2693235921072965,0.4370549140354793,2.2693235921072965,0.4370549140354793,2.2693235921072965,0.4370549140354793,2.2693235921072965,0.4370549140354793,18.0,2.0,False,True,True,True,False,True,True,True,False,True,True,True,False,True,True,True,False,True,True,True,False,True,True,True,False,True,True,True,False,False,False,False,False,False,False,False
370,Long,2021-07-13 10:20:00-05:00,0.15324093094162006,0.18388911712994405,0.32691398600878946,0.18388911712994405,0.32691398600878946,0.34734611013433875,0.32691398600878946,0.34734611013433875,0.32691398600878946,0.5925315996409308,0.32691398600878946,0.5925315996409308,0.32691398600878946,3.616485970222233,0.32691398600878946,6.262446044480873,0.32691398600878946,6.262446044480873,2.0,36.0,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
371,Short,2021-07-13 12:00:00-05:00,0.6096483949090523,0.048130136440188334,1.3957739567654617,0.048130136440188334,3.7862373999614825,0.048130136440188334,4.861143780459022,0.048130136440188334,8.101906300765037,0.048130136440188334,8.101906300765037,0.048130136440188334,8.101906300765037,0.048130136440188334,8.101906300765037,0.048130136440188334,8.101906300765037,0.048130136440188334,12.0,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
372,Short,2021-07-13 14:50:00-05:00,0.5859421301253945,0.23437685205015782,0.5859421301253945,0.35156527807523674,0.5859421301253945,0.35156527807523674,0.5859421301253945,0.35156527807523674,0.5859421301253945,0.35156527807523674,0.5859421301253945,0.35156527807523674,0.5859421301253945,0.4597392097906942,0.8022899935563095,0.4597392097906942,0.8022899935563095,0.4597392097906942,36.0,24.0,True,True,True,True,True,True,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
373,Long,2021-07-14 04:05:00-05:00,0.3598436191049493,0.2033898716680148,0.3598436191049493,0.281616745386482,0.3598436191049493,0.281616745386482,1.1734031057770085,0.281616745386482,1.1734031057770085,0.281616745386482,1.1734031057770085,0.3441982443612558,1.1734031057770085,0.6101696150040444,1.6740550975751987,0.6101696150040444,1.6740550975751987,0.6101696150040444,36.0,24.0,True,True,True,True,False,True,True,True,False,True,True,True,False,True,True,True,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
374,Long,2021-07-14 06:20:00-05:00,0.0,0.5692621306951682,0.0,0.6130515253640273,0.0,0.6130515253640273,1.0509454720526181,1.204208353393625,1.3793659320690614,1.204208353393625,4.488412953558057,1.204208353393625,4.488412953558057,1.204208353393625,6.327567529650139,1.204208353393625,6.327567529650139,1.204208353393625,36.0,6.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
375,Long,2021-07-14 06:50:00-05:00,0.3101360217414393,0.426437029894479,0.3101360217414393,0.426437029894479,0.3101360217414393,0.426437029894479,0.3101360217414393,0.6396555448417185,3.062593214696713,0.9885585693008376,3.062593214696713,0.9885585693008376,4.34190430438015,0.9885585693008376,4.690807328839269,0.9885585693008376,4.690807328839269,0.9885585693008376,36.0,12.0,False,True,True,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
376,Short,2021-07-14 10:25:00-05:00,0.23800065985115607,0.34469061081891567,0.5170359162283735,0.34469061081891567,0.9520026394046243,0.34469061081891567,1.862970682283187,0.34469061081891567,1.862970682283187,0.4185528845658262,1.862970682283187,0.9273818814889874,1.862970682283187,0.9273818814889874,1.862970682283187,0.9273818814889874,1.862970682283187,0.9273818814889874,6.0,18.0,False,True,True,True,False,True,True,True,False,True,True,True,False,True,True,True,False,True,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
377,Short,2021-07-14 14:15:00-05:00,0.1736151915349681,0.26042278730245216,0.5084444894952637,0.2976260426313739,0.6324553405916695,0.2976260426313739,0.6324553405916695,0.7564661916880753,1.5501356387050722,0.7564661916880753,1.5501356387050722,0.7564661916880753,1.5501356387050722,0.7564661916880753,1.5501356387050722,0.7564661916880753,1.5501356387050722,0.7564661916880753,12.0,6.0,False,True,True,True,False,True,True,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
378,Short,2021-07-15 00:40:00-05:00,0.3070584303210815,0.3411760336900906,0.5117640505351359,0.3411760336900906,0.5117640505351359,0.3411760336900906,0.5117640505351359,0.9894104977012627,0.5117640505351359,2.1835266156165796,0.5117640505351359,2.5929378560446885,2.0129385987715342,2.5929378560446885,2.0129385987715342,6.550579846849739,2.0129385987715342,6.550579846849739,24.0,36.0,False,True,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
379,Long,2021-07-15 03:00:00-05:00,0.3665544469974791,0.4014643943305723,1.3440329723240898,0.4014643943305723,1.3440329723240898,0.4014643943305723,1.7280423929881155,0.4014643943305723,1.9200471033201283,0.4014643943305723,1.9200471033201283,0.4014643943305723,1.9200471033201283,0.4014643943305723,1.9200471033201283,2.5658811289823533,1.9200471033201283,2.5658811289823533,12.0,36.0,False,True,True,True,False,True,True,True,False,True,True,True,False,True,True,True,False,True,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
380,Long,2021-07-15 14:30:00-05:00,0.38088757270527,0.7712973347281717,0.38088757270527,1.0188742569865972,0.38088757270527,1.0188742569865972,0.38088757270527,1.0188742569865972,0.38088757270527,1.0379186356218608,0.38088757270527,1.0379186356218608,0.38088757270527,1.0379186356218608,0.38088757270527,1.0379186356218608,0.38088757270527,1.0379186356218608,1.0,12.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
381,Long,2021-07-15 22:25:00-05:00,1.7247379278185404,0.0,1.7247379278185404,0.0,1.812436466521178,0.0,2.3678605449712165,0.0,2.3678605449712165,0.0,2.3678605449712165,0.0,2.8940517771870424,0.0,3.654105779276569,0.4092598472789757,3.654105779276569,0.4092598472789757,36.0,36.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
382,Short,2021-07-16 10:00:00-05:00,0.3696568562736529,0.29856899929795044,0.6611170698740331,0.29856899929795044,0.6611170698740331,0.29856899929795044,0.7606400696400165,0.29856899929795044,1.1231881402160993,0.4691798560396364,1.1231881402160993,1.0094475690549753,1.1231881402160993,1.0094475690549753,1.1231881402160993,1.3577780682359175,1.1231881402160993,1.3577780682359175,12.0,36.0,False,True,True,True,False,True,True,True,False,True,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
383,Long,2021-07-16 12:05:00-05:00,0.17337204975134365,0.10198355867726097,0.35694245537041336,0.10198355867726097,0.35694245537041336,0.4997194375185787,0.35694245537041336,1.4583648890848318,0.35694245537041336,2.213043223296563,0.35694245537041336,2.5393906110637983,0.35694245537041336,3.702003179984573,0.35694245537041336,4.823822325434444,0.35694245537041336,4.823822325434444,2.0,36.0,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
384,Short,2021-07-18 23:45:00-05:00,0.05272152634726102,0.5008545002989797,0.2108861053890441,0.5799367898198713,0.2108861053890441,1.4234812113760478,0.2108861053890441,2.2670256329322243,0.2108861053890441,2.2670256329322243,0.2108861053890441,2.715158606883943,0.2108861053890441,2.978766238620248,0.3954114476044577,3.848671423350055,0.3954114476044577,3.848671423350055,36.0,36.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
385,Short,2021-07-19 08:30:00-05:00,0.37781048128780675,1.4451250909258608,0.37781048128780675,2.6635638930790377,0.37781048128780675,2.7769070374653797,1.6529208556341546,2.7769070374653797,1.6529208556341546,2.7769070374653797,2.077957647082937,2.7769070374653797,2.077957647082937,2.8146880855941605,2.077957647082937,2.8146880855941605,2.077957647082937,2.8146880855941605,18.0,24.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
386,Long,2021-07-19 08:40:00-05:00,0.14569876061658749,0.929696853458225,0.14569876061658749,2.4421887493827996,0.14569876061658749,2.6919580532969496,0.14569876061658749,3.1082402264871996,0.14569876061658749,3.4204518563798874,0.14569876061658749,3.4204518563798874,0.17345090549593747,3.4204518563798874,0.17345090549593747,3.4204518563798874,0.17345090549593747,3.4204518563798874,24.0,12.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
387,Short,2021-07-19 14:20:00-05:00,0.07035589808132013,0.3728862598309967,0.17588974520330034,0.548776005034297,0.23217446366835645,0.6472742623481452,0.23217446366835645,1.540794167980911,0.23217446366835645,3.2785848505895183,0.23217446366835645,3.672577879844911,0.23217446366835645,3.8343964454319472,0.23217446366835645,3.8343964454319472,0.23217446366835645,3.8343964454319472,3.0,24.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
388,Long,2021-07-20 09:20:00-05:00,0.0640058255891124,0.5476053967068505,0.0640058255891124,0.7680699070693487,0.1706822015709664,0.7680699070693487,1.4863575053471656,0.7680699070693487,1.9628453180661134,0.7680699070693487,2.610015332356028,0.7680699070693487,3.2927441386398932,0.7680699070693487,3.8901318441382755,0.7680699070693487,3.8901318441382755,0.7680699070693487,36.0,2.0,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
389,Short,2021-07-20 19:00:00-05:00,0.6121200621855923,0.17139361741196585,0.6121200621855923,0.24484802487423693,0.6121200621855923,0.3672720373113554,0.6121200621855923,0.7345440746227108,0.6121200621855923,1.4935729517328453,0.9059376920346767,1.4935729517328453,0.9059376920346767,1.4935729517328453,4.015507607937486,1.4935729517328453,4.015507607937486,1.4935729517328453,36.0,12.0,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
390,Short,2021-07-21 11:35:00-05:00,0.0,0.5851650436817993,0.0,0.6668159800094923,0.10886791510359058,0.6668159800094923,1.0206367040961617,0.6668159800094923,1.0206367040961617,1.0750706616479568,1.0206367040961617,1.9460139824766813,1.0206367040961617,1.9460139824766813,1.0206367040961617,2.816957303305406,1.0206367040961617,2.816957303305406,6.0,36.0,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
391,Long,2021-07-21 14:50:00-05:00,0.7376531919197958,0.33266712576775104,0.9256824369189595,0.33266712576775104,0.9256824369189595,0.33266712576775104,0.9256824369189595,0.33266712576775104,1.1426392580718405,0.33266712576775104,1.1426392580718405,0.33266712576775104,1.1426392580718405,0.33266712576775104,1.504233959993309,0.33266712576775104,1.504233959993309,0.33266712576775104,36.0,1.0,False,True,True,True,False,True,True,True,False,True,True,True,False,True,True,True,False,True,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
392,Long,2021-07-21 20:40:00-05:00,0.5707464626164402,0.03357332133037884,0.5707464626164402,0.33573321330378836,0.5707464626164402,0.36930653463416724,0.5707464626164402,0.7721863905987133,0.6043197839468191,0.7721863905987133,0.6043197839468191,1.4100794958759113,0.6043197839468191,1.4100794958759113,0.6043197839468191,1.7458127091796996,0.6043197839468191,1.7458127091796996,12.0,36.0,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
393,Long,2021-07-22 00:30:00-05:00,0.3628964452264049,0.45362055653300615,0.3628964452264049,0.45362055653300615,0.49898261218630674,0.45362055653300615,0.49898261218630674,1.5423098922122207,0.49898261218630674,1.8144822261320246,6.033153401888981,1.8144822261320246,6.033153401888981,1.8144822261320246,6.033153401888981,1.8144822261320246,6.033153401888981,1.8144822261320246,18.0,12.0,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
394,Long,2021-07-22 08:30:00-05:00,0.8813732499088806,0.19390211497995372,1.850883824808649,0.22915704497630893,1.850883824808649,0.3701767649617298,2.1505507297776685,0.7932359249179924,2.8203943997084178,0.7932359249179924,3.860414834600897,0.7932359249179924,3.860414834600897,0.7932359249179924,3.860414834600897,1.269177479868788,3.860414834600897,1.269177479868788,18.0,36.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True,False,False,False,True,False,False,False,True
395,Short,2021-07-22 11:05:00-05:00,0.10001742578782269,0.3556175139122585,0.10001742578782269,0.6334436966562104,0.5556523654879039,0.6334436966562104,0.5556523654879039,1.1446438729050818,0.5556523654879039,1.466922244888066,0.5556523654879039,2.189270320022341,0.5556523654879039,2.189270320022341,0.5556523654879039,2.8227140166785514,0.5556523654879039,2.8227140166785514,3.0,36.0,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
396,Long,2021-07-22 13:10:00-05:00,0.2548293051050122,0.2718179254453464,0.35676102714701713,0.2718179254453464,0.35676102714701713,0.2718179254453464,0.35676102714701713,0.5776130915713611,0.7644879153150368,0.5776130915713611,0.9343741187183783,0.5776130915713611,2.49732719002912,0.5776130915713611,4.722836454612894,0.5776130915713611,4.722836454612894,0.5776130915713611,36.0,6.0,False,True,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True
397,Long,2021-07-22 14:25:00-05:00,-0.018540477329975567,1.149509594458485,-0.018540477329975567,1.149509594458485,-0.018540477329975567,1.3905357997481675,0.20394525062973123,1.3905357997481675,2.4102620528968237,1.3905357997481675,4.060364535264649,1.3905357997481675,4.208688353904454,1.3905357997481675,4.208688353904454,1.3905357997481675,4.208688353904454,1.3905357997481675,24.0,3.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
398,Long,2021-07-22 15:00:00-05:00,0.24926747800294594,0.23368826062776182,0.2804259127533142,0.3583219996292348,0.29600513012849833,0.3583219996292348,1.1217036510132568,0.3583219996292348,2.539412432155012,0.3583219996292348,2.539412432155012,0.3583219996292348,2.539412432155012,0.3583219996292348,2.539412432155012,0.3583219996292348,2.539412432155012,0.3583219996292348,12.0,2.0,False,True,True,True,False,True,True,True,False,True,True,True,False,True,True,True,False,True,True,True,False,True,True,True,False,True,True,True,False,True,True,True,False,False,False,False
399,Short,2021-07-22 21:10:00-05:00,0.46369554574781535,0.19872666246334944,0.7949066498533978,0.19872666246334944,0.7949066498533978,0.19872666246334944,0.9605122019061889,0.19872666246334944,1.3579655268328878,0.19872666246334944,1.3579655268328878,0.19872666246334944,1.4904499684751207,0.19872666246334944,1.556692189296237,0.19872666246334944,1.556692189296237,0.19872666246334944,36.0,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
400,Long,2021-07-22 23:30:00-05:00,0.2772838751762917,0.23106989598024308,0.2772838751762917,0.2772838751762917,0.2772838751762917,0.36971183356838894,0.46213979196048616,1.34020539668541,0.46213979196048616,1.34020539668541,1.571275292665653,1.34020539668541,2.310698959802431,1.34020539668541,2.5879828349787224,1.4788473342735557,2.5879828349787224,1.4788473342735557,36.0,36.0,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
401,Long,2021-07-23 02:50:00-05:00,0.1042341114617505,0.3127023343852515,0.4951120294433149,0.3127023343852515,1.0162825867520675,0.3127023343852515,1.7980384227151962,0.3127023343852515,1.7980384227151962,0.3127023343852515,1.7980384227151962,0.3127023343852515,2.4234430914856993,0.3127023343852515,2.4234430914856993,0.3127023343852515,2.4234430914856993,0.3127023343852515,24.0,1.0,False,True,True,True,False,True,True,True,False,True,True,True,False,True,True,True,False,True,True,True,False,True,True,True,False,True,True,True,False,False,False,False,False,False,False,False
402,Short,2021-07-23 08:30:00-05:00,1.139230967110718,0.5063248742714302,1.139230967110718,0.5063248742714302,1.139230967110718,2.5135413401331714,1.139230967110718,2.983700151956642,1.139230967110718,4.104848087843381,1.139230967110718,5.298328148626037,1.139230967110718,8.73410408118217,1.139230967110718,9.529757455037275,1.139230967110718,9.529757455037275,1.0,36.0,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
403,Long,2021-07-23 09:15:00-05:00,0.34427567001813547,0.6196962060326439,0.34427567001813547,0.6196962060326439,0.43608251535630493,0.6196962060326439,0.941020164716237,0.6196962060326439,2.1689367211142536,0.6196962060326439,3.6378462465249646,0.6196962060326439,3.8214599372013036,0.6196962060326439,4.842811091588439,0.6196962060326439,4.842811091588439,0.6196962060326439,36.0,1.0,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True
404,Short,2021-07-26 02:40:00-05:00,0.46002940423512745,0.2509251295827968,0.46002940423512745,0.2509251295827968,0.46002940423512745,0.2509251295827968,3.220205829645892,0.2509251295827968,3.4920413866939217,0.2509251295827968,3.4920413866939217,0.2509251295827968,3.4920413866939217,0.8364170986093226,3.4920413866939217,0.961879663400721,3.4920413866939217,0.961879663400721,12.0,36.0,False,True,True,True,False,True,True,True,False,True,True,True,False,True,True,True,False,True,True,True,False,True,True,True,False,True,True,True,False,True,True,True,False,True,True,True
405,Long,2021-07-26 10:55:00-05:00,0.3291900565895107,0.24384448636260056,0.3291900565895107,0.2560367106807306,0.3291900565895107,0.47549674840707107,0.3291900565895107,0.9266090481778821,0.3291900565895107,2.121447031354625,0.3291900565895107,2.121447031354625,0.3291900565895107,2.121447031354625,0.3291900565895107,2.121447031354625,0.3291900565895107,2.121447031354625,1.0,12.0,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
406,Short,2021-07-27 12:10:00-05:00,0.4693701680729477,0.43631593088471193,0.7602474553294223,0.43631593088471193,0.7602474553294223,0.43631593088471193,0.7602474553294223,0.43631593088471193,0.7602474553294223,1.282504402903547,0.7602474553294223,2.194801349298854,0.7602474553294223,3.6029118535176967,0.7602474553294223,4.38299185116006,0.7602474553294223,4.38299185116006,2.0,36.0,False,True,True,True,False,True,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
407,Long,2021-07-27 13:15:00-05:00,0.4795592230483718,0.023584879822051073,0.5738987423365761,0.023584879822051073,0.6053452487659775,0.023584879822051073,1.0770428452069989,0.023584879822051073,2.3191798491683553,0.023584879822051073,2.3191798491683553,0.023584879822051073,3.2468517888356976,0.12578602571760572,3.2468517888356976,0.12578602571760572,3.2468517888356976,0.12578602571760572,24.0,24.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
408,Long,2021-07-27 14:55:00-05:00,0.6600749144990016,1.3825893479370979,0.6600749144990016,3.166575603339805,0.6600749144990016,3.166575603339805,0.6600749144990016,3.166575603339805,0.6600749144990016,3.166575603339805,0.6600749144990016,3.166575603339805,0.6600749144990016,3.166575603339805,0.6600749144990016,3.166575603339805,0.6600749144990016,3.166575603339805,1.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
409,Long,2021-07-28 00:40:00-05:00,0.3838054696777571,0.2609877193808748,0.5373276575488599,0.2609877193808748,0.8290198145039552,0.2609877193808748,0.921133127226617,0.2763399381679851,0.921133127226617,0.4605665636133085,0.921133127226617,0.4605665636133085,0.921133127226617,0.4605665636133085,3.914815790713122,0.4605665636133085,3.914815790713122,0.4605665636133085,36.0,12.0,False,True,True,True,False,True,True,True,False,True,True,True,False,True,True,True,False,True,True,True,False,True,True,True,False,True,True,True,False,True,True,True,False,True,True,True
410,Long,2021-07-28 03:00:00-05:00,0.4782901832931099,0.1594300610977033,0.7085780493231258,0.1594300610977033,1.4880139035785642,0.1594300610977033,3.401174636751004,0.1594300610977033,3.9680370762095047,0.1594300610977033,3.9680370762095047,0.1594300610977033,3.9680370762095047,0.1594300610977033,3.9680370762095047,0.1594300610977033,3.9680370762095047,0.1594300610977033,12.0,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
411,Long,2021-07-28 13:45:00-05:00,0.18667847042030414,0.8020260210650104,0.18667847042030414,0.85042414302583,0.18667847042030414,1.0440166308691083,0.18667847042030414,1.0440166308691083,0.18667847042030414,1.0440166308691083,0.18667847042030414,1.4865137459394588,0.18667847042030414,1.7215903383205826,0.18667847042030414,1.7215903383205826,0.18667847042030414,1.7215903383205826,1.0,24.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
412,Short,2021-07-29 14:25:00-05:00,0.22130425270346057,0.2845340391901636,0.22130425270346057,0.8219872243271393,0.22130425270346057,1.027484030408924,0.22130425270346057,1.2171733898690331,4.520929733799266,1.2171733898690331,8.140835010163014,1.2171733898690331,8.377946709488151,1.2171733898690331,9.057666914220208,1.2171733898690331,9.057666914220208,1.2171733898690331,36.0,6.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
413,Short,2021-07-29 15:00:00-05:00,0.5699561563896423,0.15958772378909983,0.809337742073292,0.15958772378909983,0.957526342734599,0.15958772378909983,2.7699869200536615,0.15958772378909983,4.023890464110875,0.15958772378909983,4.023890464110875,0.15958772378909983,4.023890464110875,0.15958772378909983,6.2467194740304794,0.15958772378909983,6.2467194740304794,0.15958772378909983,36.0,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
414,Long,2021-07-30 03:10:00-05:00,0.27859099014752947,0.09286366338250983,0.6810001981384054,0.09286366338250983,0.6810001981384054,0.09286366338250983,1.6560686636547586,0.09286366338250983,1.6560686636547586,0.09286366338250983,1.6560686636547586,0.10834094061292814,1.6560686636547586,0.21668188122585627,2.7240007925536216,0.21668188122585627,2.7240007925536216,0.21668188122585627,36.0,24.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False
415,Long,2021-07-30 05:20:00-05:00,0.4071299062168887,0.08142598124337774,0.4071299062168887,0.1954223549841066,0.4071299062168887,0.1954223549841066,1.0585377561639107,0.1954223549841066,1.7588011948569593,0.1954223549841066,1.7588011948569593,0.8794005974284796,1.7588011948569593,1.9705087460897415,1.7588011948569593,1.9705087460897415,1.7588011948569593,1.9705087460897415,12.0,24.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
416,Long,2021-07-30 08:30:00-05:00,1.1011152945209304,0.3915076602741086,1.2968691246579847,0.3915076602741086,2.079884445206202,0.3915076602741086,4.135299661645272,0.3915076602741086,4.135299661645272,0.3915076602741086,4.135299661645272,0.3915076602741086,4.135299661645272,0.3915076602741086,4.135299661645272,0.3915076602741086,4.135299661645272,0.3915076602741086,6.0,1.0,False,True,True,True,False,True,True,True,False,True,True,True,False,True,True,True,False,True,True,True,False,True,True,True,False,True,True,True,False,True,True,True,False,True,True,True
