signal_id,filled,entry_timestamp,entry_price,exit_timestamp,exit_price,stop_price,result_R,exit_reason,mfe_r,mae_r,bars_in_trade,entry_model,fold_test_start
1533,True,2023-01-10 13:00:00-06:00,11042.5,2023-01-10 13:45:00-06:00,11038.75,11018.473972733274,-0.1560807352114105,TIME,0.8220252054467619,0.707565999625061,9,NEXT_CLOSE,2023-01-01
1534,True,2023-01-10 15:00:00-06:00,11070.75,2023-01-10 15:45:00-06:00,11071.25,11050.712179030561,0.024952813021065893,TIME,0.2620045367211919,0.09981125208426357,9,NEXT_CLOSE,2023-01-01
1535,True,2023-01-11 00:45:00-06:00,11064.75,2023-01-11 01:00:00-06:00,11046.33423378584,11070.888588738053,3.0,TARGET,4.194775232355076,0.5294376506855922,3,NEXT_CLOSE,2023-01-01
1536,True,2023-01-11 04:40:00-06:00,11085.25,2023-01-11 05:25:00-06:00,11083.0,11097.472861058526,0.18408128745197824,TIME,0.8385925317256787,0.4295230040546159,9,NEXT_CLOSE,2023-01-01
1537,True,2023-01-11 08:40:00-06:00,11142.5,2023-01-11 08:50:00-06:00,11118.913652307694,11118.913652307694,-1.0000000000000062,STOP,0.47697083697574405,1.3355183435320834,2,NEXT_CLOSE,2023-01-01
1538,True,2023-01-11 11:15:00-06:00,11194.25,2023-01-11 12:00:00-06:00,11210.5,11173.785146123828,0.7940442721128221,TIME,0.9284209950857613,0.6352354176902577,9,NEXT_CLOSE,2023-01-01
1539,True,2023-01-11 14:15:00-06:00,11240.5,2023-01-11 14:30:00-06:00,11224.016719466641,11224.016719466641,-0.9999999999999631,STOP,0.1971694890117598,1.107182515219882,3,NEXT_CLOSE,2023-01-01
1540,True,2023-01-12 08:05:00-06:00,11319.5,2023-01-12 08:15:00-06:00,11268.50474787194,11268.50474787194,-0.9999999999999862,STOP,0.09804834354860978,1.9315523679076125,2,NEXT_CLOSE,2023-01-01
1541,True,2023-01-12 12:55:00-06:00,11355.5,2023-01-12 13:20:00-06:00,11321.314288214822,11321.314288214822,-1.0000000000000016,STOP,0.28520687418383417,1.1188885064135032,5,NEXT_CLOSE,2023-01-01
1542,True,2023-01-13 03:30:00-06:00,11291.75,2023-01-13 03:45:00-06:00,11304.740752470692,11304.740752470692,-0.9999999999999957,STOP,0.19244458745866297,1.0584452310226464,3,NEXT_CLOSE,2023-01-01
1543,True,2023-01-13 04:15:00-06:00,11321.0,2023-01-13 04:25:00-06:00,11308.45013622057,11308.45013622057,-0.999999999999989,STOP,0.318728559154263,1.135470491987062,2,NEXT_CLOSE,2023-01-01
1544,True,2023-01-13 12:35:00-06:00,11341.5,2023-01-13 13:20:00-06:00,11351.0,11320.044713316973,0.4427813126130535,TIME,0.8156497863924669,0.1165213980560667,9,NEXT_CLOSE,2023-01-01
1545,True,2023-01-13 14:20:00-06:00,11377.25,2023-01-13 15:05:00-06:00,11381.5,11360.126857334953,0.2482021018650723,TIME,1.9126161967249689,0.1314011127520971,9,NEXT_CLOSE,2023-01-01
1546,True,2023-01-15 21:15:00-06:00,11413.0,2023-01-15 22:00:00-06:00,11417.0,11420.005239800179,-0.5710011525797666,TIME,0.03568757203623541,0.785126584797179,9,NEXT_CLOSE,2023-01-01
1547,True,2023-01-15 22:50:00-06:00,11413.5,2023-01-15 23:35:00-06:00,11406.25,11418.117686367963,1.5700503287315573,TIME,2.4904246593672976,0.0,9,NEXT_CLOSE,2023-01-01
1548,True,2023-01-16 07:35:00-06:00,11379.5,2023-01-16 08:20:00-06:00,11385.0,11369.688533706332,0.5605686077268145,TIME,0.7898921290696023,0.4331666514252658,9,NEXT_CLOSE,2023-01-01
1549,True,2023-01-16 09:15:00-06:00,11377.75,2023-01-16 09:35:00-06:00,11387.985562607591,11387.985562607591,-1.0000000000000018,STOP,0.12212323327228868,1.2212323327228867,4,NEXT_CLOSE,2023-01-01
1550,True,2023-01-16 10:35:00-06:00,11368.5,2023-01-16 11:20:00-06:00,11359.75,11376.79700636992,1.0545972378330493,TIME,1.6572242308805059,0.0903940489571185,9,NEXT_CLOSE,2023-01-01
1551,True,2023-01-16 19:35:00-06:00,11363.0,2023-01-16 20:20:00-06:00,11346.75,11373.7084725602,1.5174899976300191,TIME,2.0077559968643333,0.39688199938015883,9,NEXT_CLOSE,2023-01-01
1552,True,2023-01-17 06:20:00-06:00,11370.5,2023-01-17 06:45:00-06:00,11358.371426071235,11358.371426071235,-1.0000000000000173,STOP,0.7420493169980257,2.205535469966354,5,NEXT_CLOSE,2023-01-01
1553,True,2023-01-17 08:25:00-06:00,11389.25,2023-01-17 08:30:00-06:00,11373.174979683987,11373.174979683987,-0.9999999999999826,STOP,1.3530309494124368,1.1664059908727904,1,NEXT_CLOSE,2023-01-01
1554,True,2023-01-18 09:40:00-06:00,11417.0,2023-01-18 10:25:00-06:00,11354.75,11453.846759549244,1.6894294304715136,TIME,2.2932817168649464,0.3663822861263524,9,NEXT_CLOSE,2023-01-01
1555,True,2023-01-19 02:15:00-06:00,11262.5,2023-01-19 02:45:00-06:00,11252.02893353888,11252.02893353888,-1.0000000000000742,STOP,1.408643527836452,1.2892669576808204,6,NEXT_CLOSE,2023-01-01
1556,True,2023-01-19 07:55:00-06:00,11178.25,2023-01-19 08:30:00-06:00,11231.7921953012,11160.402601566268,3.0,TARGET,3.1237045671950043,0.6583592585567947,7,NEXT_CLOSE,2023-01-01
1557,True,2023-01-19 09:55:00-06:00,11125.75,2023-01-19 10:10:00-06:00,11158.841904310182,11158.841904310182,-1.0000000000000202,STOP,0.15864907473411005,1.4278416726069905,3,NEXT_CLOSE,2023-01-01
1558,True,2023-01-19 12:05:00-06:00,11158.25,2023-01-19 12:50:00-06:00,11181.5,11133.808363658842,0.9512456398366822,TIME,2.383228323461795,0.675077550851839,9,NEXT_CLOSE,2023-01-01
1559,True,2023-01-19 13:25:00-06:00,11223.25,2023-01-19 14:10:00-06:00,11211.25,11197.788460477208,-0.47129907401154664,TIME,0.8444108409373544,0.88368576377165,9,NEXT_CLOSE,2023-01-01
1560,True,2023-01-19 20:40:00-06:00,11181.25,2023-01-19 21:25:00-06:00,11180.5,11188.769699809236,0.09973802399382323,TIME,0.2659680639835286,0.8311501999485269,9,NEXT_CLOSE,2023-01-01
1561,True,2023-01-20 01:20:00-06:00,11211.0,2023-01-20 02:05:00-06:00,11204.771718134647,11204.771718134647,-1.000000000000046,STOP,2.0069740371796976,1.3246028645386003,9,NEXT_CLOSE,2023-01-01
1562,True,2023-01-20 14:05:00-06:00,11444.75,2023-01-20 14:50:00-06:00,11462.75,11426.032852547365,0.961685002778882,TIME,1.5894516018150966,0.3739886121917874,9,NEXT_CLOSE,2023-01-01
1563,True,2023-01-23 06:35:00-06:00,11474.25,2023-01-23 07:15:00-06:00,11504.764718613664,11464.07842712878,3.0,TARGET,3.4655407227858412,0.24578302998481144,8,NEXT_CLOSE,2023-01-01
1564,True,2023-01-23 13:40:00-06:00,11695.25,2023-01-23 14:25:00-06:00,11694.0,11715.514427178628,0.06168444777547116,TIME,2.1466187825863967,0.6045075881996174,9,NEXT_CLOSE,2023-01-01
1565,True,2023-01-23 19:35:00-06:00,11715.5,2023-01-23 20:20:00-06:00,11724.0,11709.119003229831,1.3320802855968805,TIME,1.9589415964660006,0.23507299157592007,9,NEXT_CLOSE,2023-01-01
1566,True,2023-01-24 01:25:00-06:00,11723.75,2023-01-24 01:30:00-06:00,11717.294441206699,11717.294441206699,-0.9999999999998913,STOP,0.34853683035690425,1.2392420634912151,1,NEXT_CLOSE,2023-01-01
1567,True,2023-01-24 12:05:00-06:00,11683.25,2023-01-24 12:15:00-06:00,11708.913994437917,11708.913994437917,-1.0000000000000175,STOP,0.01948254786329344,1.0033512149596122,2,NEXT_CLOSE,2023-01-01
1568,True,2023-01-24 14:35:00-06:00,11671.5,2023-01-24 14:50:00-06:00,11689.3636618584,11689.3636618584,-0.9999999999999909,STOP,1.2035606232598537,1.1055963864828888,3,NEXT_CLOSE,2023-01-01
1569,True,2023-01-24 15:05:00-06:00,11788.75,2023-01-24 15:10:00-06:00,11756.80469365661,11756.80469365661,-1.0000000000000007,STOP,0.14869164029734894,1.1191002401326788,1,NEXT_CLOSE,2023-01-01
1570,True,2023-01-25 10:20:00-06:00,11513.75,2023-01-25 11:05:00-06:00,11544.0,11477.541714736833,0.8354441471099626,TIME,1.8089782358909936,0.32451136292701027,9,NEXT_CLOSE,2023-01-01
1571,True,2023-01-26 03:35:00-06:00,11707.75,2023-01-26 04:15:00-06:00,11721.180829249844,11721.180829249844,-1.0000000000000577,STOP,0.13029724132784778,1.0609918222410462,8,NEXT_CLOSE,2023-01-01
1572,True,2023-01-26 08:05:00-06:00,11796.5,2023-01-26 08:30:00-06:00,11857.65503265802,11776.114989113994,3.0,TARGET,3.065978249876893,0.2452782599901514,5,NEXT_CLOSE,2023-01-01
1573,True,2023-01-26 09:55:00-06:00,11710.75,2023-01-26 10:15:00-06:00,11755.78204537638,11755.78204537638,-1.0000000000000107,STOP,0.2553736989710912,1.082562419551365,4,NEXT_CLOSE,2023-01-01
1574,True,2023-01-26 12:40:00-06:00,11820.5,2023-01-26 13:25:00-06:00,11836.25,11793.342312567089,0.5799462873600079,TIME,1.0310156219733473,0.6259737704838181,9,NEXT_CLOSE,2023-01-01
1575,True,2023-01-27 06:40:00-06:00,11827.75,2023-01-27 07:10:00-06:00,11838.720101877396,11838.720101877396,-0.999999999999948,STOP,0.7292548500833719,1.0938822751250579,6,NEXT_CLOSE,2023-01-01
1576,True,2023-01-27 08:35:00-06:00,11880.25,2023-01-27 09:00:00-06:00,11946.089359428448,11858.303546857183,3.0,TARGET,3.200972819746805,0.39869768217486895,5,NEXT_CLOSE,2023-01-01
1577,True,2023-01-27 10:35:00-06:00,11968.75,2023-01-27 11:20:00-06:00,12011.75,11937.189363326597,1.3624566717387707,TIME,1.5763306841628801,0.007921259719411457,9,NEXT_CLOSE,2023-01-01
1578,True,2023-01-27 12:40:00-06:00,12039.25,2023-01-27 13:25:00-06:00,12055.0,12018.969850514182,0.7766214943836621,TIME,1.2080778801523633,0.29585580738425227,9,NEXT_CLOSE,2023-01-01
1579,True,2023-01-30 21:20:00-06:00,11754.25,2023-01-30 21:35:00-06:00,11730.928346383726,11762.023884538758,3.0,TARGET,4.373617826517467,0.0,3,NEXT_CLOSE,2023-01-01
1580,True,2023-01-31 19:40:00-06:00,11891.0,2023-01-31 19:50:00-06:00,11882.896506912697,11882.896506912697,-0.9999999999999584,STOP,0.0,1.5116937681101479,2,NEXT_CLOSE,2023-01-01
1581,True,2023-02-01 09:55:00-06:00,11877.75,2023-02-01 10:15:00-06:00,11905.133431797685,11905.133431797685,-0.9999999999999943,STOP,0.38344353905588674,1.26901552211353,4,NEXT_CLOSE,2023-01-01
1582,True,2023-02-01 12:35:00-06:00,11932.25,2023-02-01 12:45:00-06:00,11915.046673879766,11915.046673879766,-0.9999999999999669,STOP,0.5376867203092822,1.1916300287935444,2,NEXT_CLOSE,2023-01-01
1583,True,2023-02-01 14:40:00-06:00,12269.0,2023-02-01 14:50:00-06:00,12208.25371847726,12208.25371847726,-1.0000000000000024,STOP,0.18519652097204486,1.3210685162672533,2,NEXT_CLOSE,2023-01-01
1584,True,2023-02-02 01:25:00-06:00,12316.5,2023-02-02 02:00:00-06:00,12324.901113144726,12324.901113144726,-1.0000000000000253,STOP,2.142573214991213,1.1308025301342512,7,NEXT_CLOSE,2023-01-01
1585,True,2023-02-02 06:35:00-06:00,12370.5,2023-02-02 07:20:00-06:00,12407.0,12354.95347782115,2.347791974313955,TIME,2.7980534488399185,0.46634224147331976,9,NEXT_CLOSE,2023-01-01
1586,True,2023-02-02 09:35:00-06:00,12585.25,2023-02-02 10:20:00-06:00,12606.25,12543.001753145221,0.4970620454899362,TIME,0.8876107955177432,0.32545729168983917,9,NEXT_CLOSE,2023-01-01
1587,True,2023-02-02 15:35:00-06:00,12447.75,2023-02-02 17:00:00-06:00,12511.099478683665,12511.099478683665,-0.9999999999999897,STOP,0.11444450926269936,1.6219549416196357,5,NEXT_CLOSE,2023-01-01
1588,True,2023-02-03 09:20:00-06:00,12612.0,2023-02-03 09:30:00-06:00,12553.35992404968,12553.35992404968,-0.999999999999999,STOP,0.21316479894381676,1.0786138826557128,2,NEXT_CLOSE,2023-01-01
1589,True,2023-02-03 10:35:00-06:00,12625.25,2023-02-03 10:55:00-06:00,12575.325585628301,12575.325585628301,-1.0000000000000042,STOP,0.5708629807414679,1.3470363317496041,4,NEXT_CLOSE,2023-01-01
1590,True,2023-02-03 12:00:00-06:00,12505.75,2023-02-03 12:45:00-06:00,12450.0,12548.474781761737,1.3048633065207975,TIME,2.293750745094855,0.42130115726232026,9,NEXT_CLOSE,2023-01-01
1591,True,2023-02-07 01:30:00-06:00,12330.75,2023-02-07 01:40:00-06:00,12323.364073902172,12323.364073902172,-0.9999999999999301,STOP,0.5415705420036714,1.116989242882572,2,NEXT_CLOSE,2023-01-01
1592,True,2023-02-07 01:50:00-06:00,12319.0,2023-02-07 02:05:00-06:00,12295.028416067778,12326.990527977407,3.0,TARGET,6.069686525988121,0.7196020108130247,3,NEXT_CLOSE,2023-01-01
1593,True,2023-02-07 03:15:00-06:00,12352.0,2023-02-07 04:00:00-06:00,12345.0,12335.16426723777,-0.41578231840932794,TIME,0.712769688701705,0.43063168692394677,9,NEXT_CLOSE,2023-01-01
1594,True,2023-02-07 14:55:00-06:00,12562.75,2023-02-07 15:10:00-06:00,12518.110896814374,12518.110896814374,-0.9999999999999981,STOP,0.022401883743981943,1.1368956000070836,3,NEXT_CLOSE,2023-01-01
1595,True,2023-02-07 23:50:00-06:00,12592.25,2023-02-08 00:10:00-06:00,12584.730809075598,12584.730809075598,-0.9999999999999213,STOP,0.8977029666973255,1.0971925148522867,4,NEXT_CLOSE,2023-01-01
1596,True,2023-02-09 07:35:00-06:00,12474.25,2023-02-09 08:20:00-06:00,12499.75,12458.14986370511,1.5838375236670141,TIME,2.0807277271703915,0.031055637718961065,9,NEXT_CLOSE,2023-01-01
1597,True,2023-02-09 10:05:00-06:00,12408.25,2023-02-09 10:50:00-06:00,12353.0,12448.526382253636,1.3717716663842832,TIME,1.5083281218614515,0.24828446450394265,9,NEXT_CLOSE,2023-01-01
1598,True,2023-02-09 14:05:00-06:00,12241.0,2023-02-09 14:50:00-06:00,12242.25,12271.806851442114,-0.04057538961255938,TIME,2.7266661819639904,0.3895237402805701,9,NEXT_CLOSE,2023-01-01
1599,True,2023-02-09 18:05:00-06:00,12220.25,2023-02-09 18:50:00-06:00,12204.0,12235.639036308341,1.0559465631511085,TIME,1.70575983278256,0.19494398088943543,9,NEXT_CLOSE,2023-01-01
1600,True,2023-02-10 02:15:00-06:00,12228.5,2023-02-10 02:55:00-06:00,12215.030862709586,12215.030862709586,-0.9999999999999347,STOP,0.6125113897139298,1.4848760962761933,8,NEXT_CLOSE,2023-01-01
1601,True,2023-02-10 03:20:00-06:00,12192.25,2023-02-10 03:45:00-06:00,12143.357277732634,12208.547574089122,3.0,TARGET,3.2826971491241284,0.214755888260457,5,NEXT_CLOSE,2023-01-01
1602,True,2023-02-10 14:50:00-06:00,12142.5,2023-02-10 15:35:00-06:00,12129.75,12117.641609892275,-0.5129052985630513,TIME,0.4626204653705953,0.8246712643562786,9,NEXT_CLOSE,2023-01-01
1603,True,2023-02-12 18:50:00-06:00,12105.75,2023-02-12 19:05:00-06:00,12093.938500900946,12093.938500900946,-0.9999999999999267,STOP,0.04233162918667915,2.793887526320824,3,NEXT_CLOSE,2023-01-01
1604,True,2023-02-13 21:50:00-06:00,12311.75,2023-02-13 22:35:00-06:00,12316.75,12305.17083712676,0.7599751056987106,TIME,1.8239402536769056,0.49398381870416197,9,NEXT_CLOSE,2023-01-01
1605,True,2023-02-14 00:25:00-06:00,12322.25,2023-02-14 01:10:00-06:00,12322.0,12315.949107692395,-0.03967691999722624,TIME,1.5870767998890496,0.7538614799472986,9,NEXT_CLOSE,2023-01-01
1606,True,2023-02-14 03:05:00-06:00,12335.5,2023-02-14 03:50:00-06:00,12351.25,12319.382140601605,0.9771769073483908,TIME,1.0547306301538186,0.7600264834931929,9,NEXT_CLOSE,2023-01-01
1607,True,2023-02-14 07:35:00-06:00,12318.75,2023-02-14 07:40:00-06:00,12274.773963343683,12274.773963343683,-0.9999999999999903,STOP,0.4206836587976697,1.1938320046960897,1,NEXT_CLOSE,2023-01-01
1608,True,2023-02-14 12:05:00-06:00,12371.0,2023-02-14 12:50:00-06:00,12379.75,12328.839912954985,0.2075422659981093,TIME,1.002132655819442,0.6048374609087757,9,NEXT_CLOSE,2023-01-01
1609,True,2023-02-14 13:35:00-06:00,12411.75,2023-02-14 14:20:00-06:00,12426.0,12376.852577455478,0.408339612526408,TIME,0.5157974052965154,0.8238430779041566,9,NEXT_CLOSE,2023-01-01
1610,True,2023-02-14 14:40:00-06:00,12444.5,2023-02-14 15:00:00-06:00,12416.009145249254,12416.009145249254,-0.9999999999999952,STOP,0.4036382937826373,1.5882289385795076,4,NEXT_CLOSE,2023-01-01
1611,True,2023-02-14 22:40:00-06:00,12355.0,2023-02-14 23:15:00-06:00,12348.097637623358,12348.097637623358,-1.000000000000095,STOP,1.1590234710180773,1.0141455371408177,7,NEXT_CLOSE,2023-01-01
1612,True,2023-02-15 04:05:00-06:00,12359.25,2023-02-15 04:40:00-06:00,12371.858411127296,12371.858411127296,-1.0000000000000386,STOP,0.6146690428917277,1.0707138166501065,7,NEXT_CLOSE,2023-01-01
1613,True,2023-02-15 12:45:00-06:00,12468.25,2023-02-15 13:30:00-06:00,12499.0,12444.772235566179,1.3097499162101827,TIME,1.7143881017060116,0.33009957237817616,9,NEXT_CLOSE,2023-01-01
1614,True,2023-02-15 15:00:00-06:00,12525.0,2023-02-15 15:45:00-06:00,12536.5,12501.326957061652,0.4857846129012557,TIME,0.9293270855502282,0.02112107012614155,9,NEXT_CLOSE,2023-01-01
1615,True,2023-02-15 22:15:00-06:00,12568.0,2023-02-15 23:00:00-06:00,12570.5,12574.019375738404,-0.4153254604210957,TIME,0.290727822294767,0.9137160129264106,9,NEXT_CLOSE,2023-01-01
1616,True,2023-02-16 02:10:00-06:00,12547.0,2023-02-16 02:15:00-06:00,12557.93854118114,12557.93854118114,-1.0000000000000706,STOP,0.34282450812234005,1.0513284915751762,1,NEXT_CLOSE,2023-01-01
1617,True,2023-02-16 19:15:00-06:00,12237.5,2023-02-16 19:40:00-06:00,12227.187113926106,12227.187113926106,-0.9999999999999748,STOP,0.24241516701404728,1.0666267348618081,5,NEXT_CLOSE,2023-01-01
1618,True,2023-02-17 08:45:00-06:00,12107.75,2023-02-17 09:00:00-06:00,12134.963154123217,12134.963154123217,-0.9999999999999672,STOP,0.7716856305929907,1.6719855329514797,3,NEXT_CLOSE,2023-01-01
1619,True,2023-02-17 10:25:00-06:00,12084.25,2023-02-17 10:45:00-06:00,12117.2408709011,12117.2408709011,-1.0000000000000204,STOP,0.5683390431313343,1.0457438393616552,4,NEXT_CLOSE,2023-01-01
1620,True,2023-02-17 11:55:00-06:00,12072.75,2023-02-17 12:10:00-06:00,12099.471203705127,12099.471203705127,-1.0000000000000195,STOP,0.26196424671756496,1.2911095016794274,3,NEXT_CLOSE,2023-01-01
1621,True,2023-02-17 13:05:00-06:00,12113.75,2023-02-17 13:50:00-06:00,12171.5,12090.824721768584,2.519053396737512,TIME,2.769868237105316,0.8069694864007614,9,NEXT_CLOSE,2023-01-01
1622,True,2023-02-20 17:00:00-06:00,12162.75,2023-02-20 17:45:00-06:00,12163.5,12169.841581602319,-0.10575920042360976,TIME,0.6345552025416585,0.9518328038124878,9,NEXT_CLOSE,2023-01-01
1623,True,2023-02-20 18:15:00-06:00,12154.5,2023-02-20 19:00:00-06:00,12136.5,12162.28126535818,2.313248446292585,TIME,2.698789854008016,0.449798309001336,9,NEXT_CLOSE,2023-01-01
1624,True,2023-02-20 21:15:00-06:00,12137.75,2023-02-20 22:00:00-06:00,12141.0,12145.556798804313,-0.41630379896618736,TIME,0.704514121327394,0.4483271681174325,9,NEXT_CLOSE,2023-01-01
1625,True,2023-02-21 01:10:00-06:00,12121.0,2023-02-21 01:55:00-06:00,12110.5,12129.21544299246,1.2780808058234319,TIME,1.369372291953677,0.24344396301398702,9,NEXT_CLOSE,2023-01-01
1626,True,2023-02-21 06:10:00-06:00,12052.25,2023-02-21 06:55:00-06:00,12054.0,12067.659566472263,-0.11356581660815081,TIME,0.827408092430813,0.9085265328652065,9,NEXT_CLOSE,2023-01-01
1627,True,2023-02-21 08:40:00-06:00,12071.0,2023-02-21 08:45:00-06:00,12052.144200549968,12052.144200549968,-1.0000000000000393,STOP,0.5038237718414255,1.8694513639379209,1,NEXT_CLOSE,2023-01-01
1628,True,2023-02-21 12:35:00-06:00,11926.25,2023-02-21 13:20:00-06:00,11900.5,11944.472686546358,1.4130737492791297,TIME,1.6051420258801765,0.8643072447047104,9,NEXT_CLOSE,2023-01-01
1629,True,2023-02-21 14:55:00-06:00,11888.5,2023-02-21 15:40:00-06:00,11899.5,11910.105422170314,-0.5091314538215365,TIME,0.0,0.9488358912128634,9,NEXT_CLOSE,2023-01-01
1630,True,2023-02-22 02:30:00-06:00,11890.25,2023-02-22 03:05:00-06:00,11904.711342314873,11904.711342314873,-1.0000000000000462,STOP,2.4375330610733217,1.2446977333140365,7,NEXT_CLOSE,2023-01-01
1631,True,2023-02-22 05:35:00-06:00,11860.0,2023-02-22 05:50:00-06:00,11875.743395744561,11875.743395744561,-0.9999999999999633,STOP,0.23819511754923706,1.4768097288052697,3,NEXT_CLOSE,2023-01-01
1632,True,2023-02-22 08:40:00-06:00,11944.0,2023-02-22 08:50:00-06:00,11924.918052470237,11924.918052470237,-0.9999999999999959,STOP,1.1005165991178405,1.008806882524687,2,NEXT_CLOSE,2023-01-01
1633,True,2023-02-22 09:05:00-06:00,11876.25,2023-02-22 09:50:00-06:00,11884.5,11899.7899215992,-0.3504684569671737,TIME,2.198393048248635,0.5416330698583594,9,NEXT_CLOSE,2023-01-01
1634,True,2023-02-22 15:05:00-06:00,11898.75,2023-02-22 15:50:00-06:00,11966.5,11863.943926970393,1.9464993922862432,TIME,2.032691247295228,0.4165939658767605,9,NEXT_CLOSE,2023-01-01
1635,True,2023-02-23 12:45:00-06:00,11912.5,2023-02-23 13:30:00-06:00,11987.382695360746,11887.539101546417,3.0,TARGET,3.6957804292001573,0.7812218793431227,9,NEXT_CLOSE,2023-01-01
1636,True,2023-02-24 13:45:00-06:00,11767.75,2023-02-24 13:55:00-06:00,11788.593560804722,11788.593560804722,-1.0000000000000395,STOP,0.08395878306952283,1.7271521088587551,2,NEXT_CLOSE,2023-01-01
1637,True,2023-02-27 01:05:00-06:00,11816.25,2023-02-27 01:50:00-06:00,11827.25,11808.524989500867,1.4239462847635715,TIME,1.974107349331315,0.2265369089396591,9,NEXT_CLOSE,2023-01-01
1638,True,2023-02-28 15:00:00-06:00,11838.75,2023-02-28 15:45:00-06:00,11837.0,11860.57632470775,0.08017840948634629,TIME,1.0308652648244523,0.0,9,NEXT_CLOSE,2023-01-01
1639,True,2023-02-28 20:45:00-06:00,11837.75,2023-02-28 21:30:00-06:00,11857.25,11827.9108776085,1.9818840770640376,TIME,2.9728261155960567,0.05081754043753943,9,NEXT_CLOSE,2023-01-01
1640,True,2023-03-01 10:10:00-06:00,11723.25,2023-03-01 10:30:00-06:00,11754.786543101707,11754.786543101707,-0.9999999999999948,STOP,0.2219647212893489,1.0464051146497877,4,NEXT_CLOSE,2023-01-01
1641,True,2023-03-01 15:20:00-06:00,11779.0,2023-03-01 17:00:00-06:00,11760.18273571466,11760.18273571466,-1.0000000000000477,STOP,0.278999110624716,1.2222818179749462,8,NEXT_CLOSE,2023-01-01
1642,True,2023-03-02 06:45:00-06:00,11677.0,2023-03-02 07:30:00-06:00,11635.861176757535,11690.712941080821,3.0,TARGET,3.0810312500423,0.5286976701256018,9,NEXT_CLOSE,2023-01-01
1643,True,2023-03-02 08:35:00-06:00,11658.5,2023-03-02 09:00:00-06:00,11717.751869088655,11638.749376970449,3.0,TARGET,3.012563194131793,0.5569444560579785,5,NEXT_CLOSE,2023-01-01
