median_terminal_R,p5_terminal_R,p25_terminal_R,p75_terminal_R,p95_terminal_R,P_terminal_R_gt_0,median_MaxDD,p95_MaxDD,median_losing_streak,p95_losing_streak
65.21285299795446,-36.19898363831541,23.790661143778777,106.75103923694044,168.24437251286906,0.8529,50.076518019755795,95.56299309688494,14.0,19.0
