management,N,win_rate,AvgR,TotalR,PF,MaxDD,return_over_dd
FIXED,4150,0.4163855421686747,0.01248904523609078,51.82953772977673,1.0241778132362316,55.716903745782034,0.930230042327153
BE_AFTER_1R,4150,0.26987951807228916,-0.11942444698120262,-495.6114549719909,0.7316701766795148,498.25494758432137,-0.9946944980172362
PARTIAL_1R,4150,0.47566265060240964,0.01428185274556101,59.26968889407819,1.0320893009829784,45.54808857573721,1.3012552391858279
PARTIAL_1R_BE,4150,0.5077108433734939,-0.0516748933630857,-214.45080745680565,0.8838938311482891,235.28625598831093,-0.9114463849833184
TRAIL_AFTER_1R,4150,0.4614457831325301,-0.15537852832272636,-644.8208925393144,0.662454760431499,645.1873690486843,-0.9994319843708188
