candidate_id,metric,p05,p25,median,p75,p95,probability_terminal_positive
C1,Total R / terminal outcome,-11.161698258734852,4.094685702980146,15.79191835884288,27.426428561895165,44.211268482881245,0.8242
C1,Max DD R,7.076179049790495,9.897538327383447,12.842654376785042,17.00197003231121,25.176249309763065,0.8242
C1,Longest losing streak,6.0,7.0,8.0,10.0,13.0,0.8242
C2,Total R / terminal outcome,-10.866077415836209,3.35872830561821,13.613222034456994,24.304489939509665,40.515416295174646,0.8168
C2,Max DD R,6.7353225803606,9.322329550959257,12.117200962855499,16.02630131355854,23.423330845419198,0.8168
C2,Longest losing streak,5.0,6.0,7.0,9.0,12.0,0.8168
