hypothesis_id,model,dimension,condition,conditions_json,N,wins,losses,win_pct,avg_R,total_R,profit_factor,max_drawdown_R,largest_win_R,largest_loss_R,max_consecutive_wins,max_consecutive_losses,flat,sem_R,ci95_low_R,ci95_high_R,adequate_sample,one_sided_p,bootstrap_probability_positive,bootstrap_ci95_low_R,bootstrap_ci95_high_R,first_half_N,first_half_avg_R,first_half_total_R,second_half_N,second_half_avg_R,second_half_total_R,without_best_5_total_R,best_month,without_best_month_total_R,positive_month_pct,positive_quarter_pct,best_quarter,best_quarter_R,worst_quarter,worst_quarter_R,longest_losing_months,yearly_results,fdr_q,evidence_label
H0432,Confirm,session,MidAM,"[{""feature"": ""session_name"", ""value"": ""MidAM""}]",43,20,23,46.51162790697674,-0.018259017126667852,-0.7851377364467176,0.962236151962263,12.745972558588809,2.0,-1.0,4,9,0,0.16806850099486875,-0.34767327907661055,0.3111552448232749,True,0.5432561136600504,,,,,,,,,,,,,,,,,,,,,0.9927819330416757,DESCRIPTIVE PATTERN
H0433,Confirm,session,Midday,"[{""feature"": ""session_name"", ""value"": ""Midday""}]",56,25,31,44.642857142857146,-0.02270181288881907,-1.271301521773868,0.9531612040594392,7.050319335123669,2.0,-1.0,4,8,0,0.14463666790715576,-0.3061896819868444,0.26078605620920625,True,0.5623608369335769,,,,,,,,,,,,,,,,,,,,,0.9927819330416757,DESCRIPTIVE PATTERN
H0434,Confirm,session,PM,"[{""feature"": ""session_name"", ""value"": ""PM""}]",55,22,32,40.0,-0.03287209177796717,-1.8079650477881941,0.9258873778481213,8.756318379955045,2.0,-1.0,3,5,1,0.13786941940015823,-0.30309615380227733,0.23735197024634297,True,0.594225878877116,,,,,,,,,,,,,,,,,,,,,0.9927819330416757,DESCRIPTIVE PATTERN
H0435,Confirm,session,After-hours,"[{""feature"": ""session_name"", ""value"": ""After-hours""}]",2,2,0,100.0,0.6713352414658454,1.342670482931691,99.9,0.0,0.8750940776693686,0.4675764052623223,2,0,0,0.20375883620352317,0.27196792250694,1.0707025604247509,False,0.0004925393629584551,,,,,,,,,,,,,,,,,,,,,,DESCRIPTIVE PATTERN
H0436,Confirm,score_band,70-74,"[{""feature"": ""score_band"", ""value"": ""70-74""}]",1,0,1,0.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,0,1,0,,,,False,1.0,,,,,,,,,,,,,,,,,,,,,,DESCRIPTIVE PATTERN
H0437,Confirm,score_band,75-79,"[{""feature"": ""score_band"", ""value"": ""75-79""}]",190,88,101,46.31578947368421,0.039815328890190516,7.564912489136198,1.086293214672675,10.778478695718167,2.0,-1.0,6,6,1,0.08076454223123095,-0.11848317388302212,0.19811383166340316,True,0.3110132507749017,0.7015,-0.11576159319932956,0.19448456906892633,96.0,0.03193962756659837,3.0662042463934434,94.0,0.04785859832705054,4.498708242742751,-2.435087510863805,2025-03,-0.8607793395571846,61.111111111111114,83.33333333333334,2024Q1,5.330873349179222,2024Q2,-3.5503608265138324,3.0,"{""2024"": {""count"": 126, ""mean"": 0.016496, ""sum"": 2.07854}, ""2025"": {""count"": 64, ""mean"": 0.085725, ""sum"": 5.486373}}",0.9927819330416757,DESCRIPTIVE PATTERN
H0438,Confirm,score_band,80-84,"[{""feature"": ""score_band"", ""value"": ""80-84""}]",0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,False,1.0,,,,,,,,,,,,,,,,,,,,,,DESCRIPTIVE PATTERN
H0439,Confirm,score_band,85-89,"[{""feature"": ""score_band"", ""value"": ""85-89""}]",25,12,13,48.0,0.10150332157061329,2.537583039265332,1.20859203515736,4.422211101390388,2.0,-1.0,2,4,0,0.23927922008996014,-0.36748394980570853,0.5704905929469352,False,0.3357083401725627,,,,,,,,,,,,,,,,,,,,,,DESCRIPTIVE PATTERN
H0440,Confirm,score_band,90-94,"[{""feature"": ""score_band"", ""value"": ""90-94""}]",177,67,110,37.85310734463277,-0.04871545427756884,-8.622635407129685,0.915869244299851,20.03095185740866,2.0,-1.0,4,9,0,0.09195012546598001,-0.22893770019088966,0.13150679163575196,True,0.7018757448717204,,,,,,,,,,,,,,,,,,,,,0.9927819330416757,DESCRIPTIVE PATTERN
H0441,Confirm,score_band,95+,"[{""feature"": ""score_band"", ""value"": ""95+""}]",41,14,27,34.146341463414636,-0.30349089984210614,-12.443126893526353,0.45348854289863194,14.09249192719509,2.0,-1.0,2,7,0,0.13258026026283332,-0.5633482099572594,-0.04363358972695286,True,0.9889635409915154,,,,,,,,,,,,,,,,,,,,,0.9927819330416757,DESCRIPTIVE PATTERN
H0442,Confirm,date_third,Early third,"[{""feature"": ""date_third"", ""value"": ""Early third""}]",248,97,150,39.11290322580645,-0.059563221984882536,-14.77167905225087,0.8916377230115136,30.607286893562623,2.0,-1.0,5,10,1,0.07361562983463454,-0.20384985646076623,0.08472341249100115,True,0.7907743730925842,,,,,,,,,,,,,,,,,,,,,0.9927819330416757,DESCRIPTIVE PATTERN
H0443,Confirm,date_third,Middle third,"[{""feature"": ""date_third"", ""value"": ""Middle third""}]",186,84,102,45.16129032258065,0.015098990752668602,2.80841227999636,1.031283790430592,9.00292656157529,2.0,-1.0,5,8,0,0.0824065948602547,-0.1464179351734306,0.1766159166787678,True,0.42731053772739,0.5615,-0.15010464927202685,0.18262401846707504,0.0,,0.0,186.0,0.015098990752668602,2.80841227999636,-7.191587720003641,2025-01,-6.576355745798311,55.55555555555556,66.66666666666666,2025Q1,6.823942835799928,2024Q4,-4.280415114778325,1.0,"{""2024"": {""count"": 48, ""mean"": -0.089175, ""sum"": -4.280415}, ""2025"": {""count"": 138, ""mean"": 0.051368, ""sum"": 7.088827}}",0.9927819330416757,DESCRIPTIVE PATTERN
H0444,Confirm,date_third,Late third,"[{""feature"": ""date_third"", ""value"": ""Late third""}]",0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,False,1.0,,,,,,,,,,,,,,,,,,,,,,DESCRIPTIVE PATTERN
H0445,Confirm,volatility,Low,"[{""feature"": ""volatility_regime"", ""value"": ""Low""}]",111,39,72,35.13513513513514,-0.1832642191147346,-20.34232832173554,0.6947028153701316,35.00497121560832,2.0,-1.0,4,8,0,0.1056570644081804,-0.3903520653547682,0.023823627125299007,True,0.958587009267641,,,,,,,,,,,,,,,,,,,,,0.9927819330416757,DESCRIPTIVE PATTERN
H0446,Confirm,volatility,Medium,"[{""feature"": ""volatility_regime"", ""value"": ""Medium""}]",113,54,59,47.78761061946903,0.13725974454907314,15.510351134045264,1.290717467251546,5.503262802392437,2.0,-1.0,4,6,0,0.11469543038473674,-0.08754329900501087,0.3620627881031572,True,0.11570542540255768,0.8775,-0.08508003864476818,0.3601587554912238,61.0,0.03983862873839908,2.430156353042344,52.0,0.25154220732697924,13.08019478100292,5.510351134045261,2024-03,10.999034376923522,66.66666666666666,66.66666666666666,2025Q1,6.0117197028232265,2024Q2,-0.22588424201366442,2.0,"{""2024"": {""count"": 80, ""mean"": 0.103326, ""sum"": 8.266105}, ""2025"": {""count"": 33, ""mean"": 0.219523, ""sum"": 7.244246}}",0.9927819330416757,DESCRIPTIVE PATTERN
H0447,Confirm,volatility,High,"[{""feature"": ""volatility_regime"", ""value"": ""High""}]",210,88,121,41.904761904761905,-0.03395852183125827,-7.131289584564236,0.932791179380828,16.950732434531794,2.0,-1.0,3,7,1,0.07662017748140172,-0.18413406969480564,0.11621702603228909,True,0.6711916276971451,,,,,,,,,,,,,,,,,,,,,0.9927819330416757,DESCRIPTIVE PATTERN
H0448,Confirm,volatility,Unavailable,"[{""feature"": ""volatility_regime"", ""value"": ""Unavailable""}]",0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,False,1.0,,,,,,,,,,,,,,,,,,,,,,DESCRIPTIVE PATTERN
H0449,Confirm,trend_state,Bullish trend,"[{""feature"": ""trend_regime"", ""value"": ""Bullish trend""}]",258,110,147,42.63565891472868,-0.003289848922624666,-0.8487810220371639,0.9935183525092661,28.593720781887082,2.0,-1.0,5,10,1,0.07130358239081994,-0.14304487040863173,0.13646517256338242,True,0.5184001179371667,,,,,,,,,,,,,,,,,,,,,0.9927819330416757,DESCRIPTIVE PATTERN
H0450,Confirm,trend_state,Bearish trend,"[{""feature"": ""trend_regime"", ""value"": ""Bearish trend""}]",160,68,92,42.5,-0.009552854440486933,-1.5284567104779092,0.9816963498644405,15.552763585057367,2.0,-1.0,3,8,0,0.0922807638803608,-0.19042315164599408,0.17131744276502023,True,0.541224645450014,,,,,,,,,,,,,,,,,,,,,0.9927819330416757,DESCRIPTIVE PATTERN
H0451,Confirm,trend_state,Range/chop,"[{""feature"": ""trend_regime"", ""value"": ""Range/chop""}]",16,3,13,18.75,-0.5991268149837148,-9.586029039739437,0.17593851706184158,10.066752418719876,0.9377111931337536,-1.0,2,7,0,0.17131197621316158,-0.9348982883615115,-0.2633553416059181,False,0.9997649903500696,,,,,,,,,,,,,,,,,,,,,,DESCRIPTIVE PATTERN
H0452,Confirm,HTF_regime x direction,Bull | Long,"[{""feature"": ""htf_regime_name"", ""value"": ""Bull""}, {""feature"": ""direction_name"", ""value"": ""Long""}]",145,59,85,40.689655172413794,-0.046216089919948786,-6.7013330383925735,0.9093300051686077,16.068825804198816,2.0,-1.0,5,10,1,0.09224618881415227,-0.22701861999568723,0.13458644015578963,True,0.6918172969618404,,,,,,,,,,,,,,,,,,,,,0.9927819330416757,DESCRIPTIVE PATTERN
H0453,Confirm,HTF_regime x direction,Bull | Short,"[{""feature"": ""htf_regime_name"", ""value"": ""Bull""}, {""feature"": ""direction_name"", ""value"": ""Short""}]",113,51,62,45.13274336283186,0.05179249571995936,5.852552016355407,1.1026000602878803,22.59525984002908,2.0,-1.0,6,10,0,0.11202493590810726,-0.16777637865993086,0.27136137009984956,True,0.3219223218688847,0.6855,-0.16045361342498526,0.28179316197992094,52.0,-0.004837010002379076,-0.25152452012371196,61.0,0.1000668284668708,6.104076536479119,-4.147447983644595,2024-03,0.3032151086239492,50.0,50.0,2024Q1,8.463582877598459,2024Q4,-6.935913594147829,4.0,"{""2024"": {""count"": 69, ""mean"": -0.104166, ""sum"": -7.187438}, ""2025"": {""count"": 44, ""mean"": 0.296363, ""sum"": 13.03999}}",0.9927819330416757,DESCRIPTIVE PATTERN
H0454,Confirm,HTF_regime x direction,Bear | Long,"[{""feature"": ""htf_regime_name"", ""value"": ""Bear""}, {""feature"": ""direction_name"", ""value"": ""Long""}]",74,36,38,48.648648648648646,0.05803266183247101,4.2944169756028545,1.1253071451387748,8.686316440498553,2.0,-1.0,5,6,0,0.12927663945539297,-0.1953495515000992,0.31141487516504124,True,0.3267508422855775,0.6635,-0.18448205435259163,0.311119718875717,33.0,0.13650147458886702,4.504548661432612,41.0,-0.005125163069018465,-0.21013168582975705,-5.705583024397144,2024-03,-2.5375369479466547,44.44444444444444,66.66666666666666,2024Q2,4.875499258999785,2025Q1,-4.566698758178497,4.0,"{""2024"": {""count"": 47, ""mean"": 0.102792, ""sum"": 4.831247}, ""2025"": {""count"": 27, ""mean"": -0.019883, ""sum"": -0.53683}}",0.9927819330416757,DESCRIPTIVE PATTERN
H0455,Confirm,HTF_regime x direction,Bear | Short,"[{""feature"": ""htf_regime_name"", ""value"": ""Bear""}, {""feature"": ""direction_name"", ""value"": ""Short""}]",86,32,54,37.2093023255814,-0.06770783355907867,-5.822873686080765,0.8817317023704758,11.16374401473088,2.0,-1.0,3,5,0,0.13114819061146016,-0.32475828715754057,0.18934262003938324,True,0.6971669629917652,,,,,,,,,,,,,,,,,,,,,0.9927819330416757,DESCRIPTIVE PATTERN
H0456,Confirm,HTF_regime x direction,Neutral | Long,"[{""feature"": ""htf_regime_name"", ""value"": ""Neutral""}, {""feature"": ""direction_name"", ""value"": ""Long""}]",8,2,6,25.0,-0.5124789660512938,-4.099831728410351,0.25704351600055286,4.580555107390789,0.9377111931337536,-1.0,1,4,0,0.2763899833415403,-1.0542033334007128,0.02924540129812514,False,0.9681438595539718,,,,,,,,,,,,,,,,,,,,,,DESCRIPTIVE PATTERN
H0457,Confirm,HTF_regime x direction,Neutral | Short,"[{""feature"": ""htf_regime_name"", ""value"": ""Neutral""}, {""feature"": ""direction_name"", ""value"": ""Short""}]",8,1,7,12.5,-0.6857746639161357,-5.486197311329086,0.10274093971957034,5.486197311329086,0.6281988025584996,-1.0,1,4,0,0.21734703525263635,-1.111774853011303,-0.2597744748209685,False,0.9991980758309638,,,,,,,,,,,,,,,,,,,,,,DESCRIPTIVE PATTERN
H0458,Confirm,HTF_regime x session,Bull | Overnight,"[{""feature"": ""htf_regime_name"", ""value"": ""Bull""}, {""feature"": ""session_name"", ""value"": ""Overnight""}]",83,33,50,39.75903614457831,-0.09119639162259478,-7.569300504675367,0.8333604269680387,20.37761699528801,2.0,-1.0,5,11,0,0.12217363947675634,-0.3306567249970372,0.14826394175184765,True,0.7723018871344317,,,,,,,,,,,,,,,,,,,,,0.9927819330416757,DESCRIPTIVE PATTERN
H0459,Confirm,HTF_regime x session,Bull | Premarket,"[{""feature"": ""htf_regime_name"", ""value"": ""Bull""}, {""feature"": ""session_name"", ""value"": ""Premarket""}]",66,25,41,37.878787878787875,0.055179657366258,3.641857386173028,1.090998754329123,15.020958671601212,2.0,-1.0,5,11,0,0.16962938008225764,-0.27729392759496696,0.387653242327483,True,0.37247875528053376,0.638,-0.2550525228129978,0.38999237378050655,34.0,-0.35355760798827096,-12.020958671601212,32.0,0.489463001805445,15.66281605777424,-6.3581426138269705,2025-01,-3.32209352256379,52.94117647058824,50.0,2025Q1,6.96395090873682,2024Q3,-8.0,3.0,"{""2024"": {""count"": 45, ""mean"": -0.143736, ""sum"": -6.468139}, ""2025"": {""count"": 21, ""mean"": 0.481428, ""sum"": 10.109997}}",0.9927819330416757,DESCRIPTIVE PATTERN
H0460,Confirm,HTF_regime x session,Bull | Open,"[{""feature"": ""htf_regime_name"", ""value"": ""Bull""}, {""feature"": ""session_name"", ""value"": ""Open""}]",20,11,9,55.0,0.3151543632246582,6.303087264493163,1.9123884952042418,2.8259215525946004,2.0,-1.0,5,3,0,0.26080149093041605,-0.1960165589989573,0.8263252854482737,False,0.1134453625149825,,,,,,,,,,,,,,,,,,,,,,DESCRIPTIVE PATTERN
H0461,Confirm,HTF_regime x session,Bull | MidAM,"[{""feature"": ""htf_regime_name"", ""value"": ""Bull""}, {""feature"": ""session_name"", ""value"": ""MidAM""}]",23,11,12,47.82608695652174,0.053116215908053065,1.2216729658852206,1.1133970570329195,8.29736062562714,2.0,-1.0,5,5,0,0.2420064145881095,-0.4212163566846416,0.5274487885007477,False,0.4131370360328177,,,,,,,,,,,,,,,,,,,,,,DESCRIPTIVE PATTERN
H0462,Confirm,HTF_regime x session,Bull | Midday,"[{""feature"": ""htf_regime_name"", ""value"": ""Bull""}, {""feature"": ""session_name"", ""value"": ""Midday""}]",36,17,19,47.22222222222222,-0.010976325666327046,-0.39514772398777365,0.9763192566731642,6.4032324290937765,2.0,-1.0,7,5,0,0.17558882986416677,-0.35513043220009394,0.3331777808674398,True,0.5249222581802229,,,,,,,,,,,,,,,,,,,,,0.9927819330416757,DESCRIPTIVE PATTERN
H0463,Confirm,HTF_regime x session,Bull | PM,"[{""feature"": ""htf_regime_name"", ""value"": ""Bull""}, {""feature"": ""session_name"", ""value"": ""PM""}]",29,12,16,41.37931034482759,-0.16986360302051037,-4.926044487594801,0.5577692500715143,6.783623331727665,1.2958764169949455,-1.0,3,6,1,0.12753388935666554,-0.4198300261595748,0.08010282011855407,False,0.9085550409663355,,,,,,,,,,,,,,,,,,,,,,DESCRIPTIVE PATTERN
H0464,Confirm,HTF_regime x session,Bull | After-hours,"[{""feature"": ""htf_regime_name"", ""value"": ""Bull""}, {""feature"": ""session_name"", ""value"": ""After-hours""}]",1,1,0,100.0,0.8750940776693686,0.8750940776693686,99.9,0.0,0.8750940776693686,0.8750940776693686,1,0,0,,,,False,0.0,,,,,,,,,,,,,,,,,,,,,,DESCRIPTIVE PATTERN
H0465,Confirm,HTF_regime x session,Bear | Overnight,"[{""feature"": ""htf_regime_name"", ""value"": ""Bear""}, {""feature"": ""session_name"", ""value"": ""Overnight""}]",54,21,33,38.888888888888886,-0.15367645608431615,-8.298528628553072,0.7245469391423915,14.30288152995558,2.0,-1.0,4,7,0,0.14563812973843734,-0.4391271903716534,0.13177427820302104,True,0.8543316575491513,,,,,,,,,,,,,,,,,,,,,0.9927819330416757,DESCRIPTIVE PATTERN
H0466,Confirm,HTF_regime x session,Bear | Premarket,"[{""feature"": ""htf_regime_name"", ""value"": ""Bear""}, {""feature"": ""session_name"", ""value"": ""Premarket""}]",34,17,17,50.0,0.12472523369491911,4.24065794562725,1.2553272450785251,6.980853654352794,2.0,-1.0,3,5,0,0.21543703844826478,-0.2975313616636799,0.5469818290535181,True,0.28131464990510013,0.719,-0.2695704096129229,0.5324486120188134,14.0,-0.17510636625912165,-2.451489127627703,20.0,0.33460735366274763,6.692147073254953,-5.75934205437275,2024-11,-0.12403940461078189,50.0,66.66666666666666,2025Q2,2.694726470193886,2024Q1,-4.980853654352794,2.0,"{""2024"": {""count"": 20, ""mean"": -0.001662, ""sum"": -0.033234}, ""2025"": {""count"": 14, ""mean"": 0.305278, ""sum"": 4.273892}}",0.9927819330416757,DESCRIPTIVE PATTERN
H0467,Confirm,HTF_regime x session,Bear | Open,"[{""feature"": ""htf_regime_name"", ""value"": ""Bear""}, {""feature"": ""session_name"", ""value"": ""Open""}]",11,4,7,36.36363636363637,-0.05296559013532643,-0.5826214914885908,0.9111805208569373,2.55961391701201,2.0,-1.0,2,3,0,0.38503959720019315,-0.807643200647705,0.7017120203770522,False,0.5547054459637469,,,,,,,,,,,,,,,,,,,,,,DESCRIPTIVE PATTERN
H0468,Confirm,HTF_regime x session,Bear | MidAM,"[{""feature"": ""htf_regime_name"", ""value"": ""Bear""}, {""feature"": ""session_name"", ""value"": ""MidAM""}]",19,8,11,42.10526315789474,-0.13092284638486196,-2.487534081312377,0.7516765405206298,7.110814170875106,2.0,-1.0,2,5,0,0.24644750923210126,-0.6139599644797804,0.3521142717100565,False,0.7023738618688076,,,,,,,,,,,,,,,,,,,,,,DESCRIPTIVE PATTERN
H0469,Confirm,HTF_regime x session,Bear | Midday,"[{""feature"": ""htf_regime_name"", ""value"": ""Bear""}, {""feature"": ""session_name"", ""value"": ""Midday""}]",18,7,11,38.888888888888886,-0.028019588908032918,-0.5043526003445925,0.946660988730949,6.0,2.0,-1.0,3,6,0,0.2812264550444295,-0.5792234407951147,0.5231842629790489,False,0.5396823697138076,,,,,,,,,,,,,,,,,,,,,,DESCRIPTIVE PATTERN
H0470,Confirm,HTF_regime x session,Bear | PM,"[{""feature"": ""htf_regime_name"", ""value"": ""Bear""}, {""feature"": ""session_name"", ""value"": ""PM""}]",23,10,13,43.47826086956522,0.2450585104491805,5.636345740331151,1.5249223379431422,2.0369416395995383,2.0,-1.0,2,3,0,0.2769806129265006,-0.29782349088676074,0.7879405117851217,False,0.1881458255577103,,,,,,,,,,,,,,,,,,,,,,DESCRIPTIVE PATTERN
H0471,Confirm,HTF_regime x session,Bear | After-hours,"[{""feature"": ""htf_regime_name"", ""value"": ""Bear""}, {""feature"": ""session_name"", ""value"": ""After-hours""}]",1,1,0,100.0,0.4675764052623223,0.4675764052623223,99.9,0.0,0.4675764052623223,0.4675764052623223,1,0,0,,,,False,0.0,,,,,,,,,,,,,,,,,,,,,,DESCRIPTIVE PATTERN
H0472,Confirm,HTF_regime x session,Neutral | Overnight,"[{""feature"": ""htf_regime_name"", ""value"": ""Neutral""}, {""feature"": ""session_name"", ""value"": ""Overnight""}]",3,0,3,0.0,-0.7047987046291952,-2.1143961138875857,0.0,2.1143961138875857,-0.1143961138875859,-1.0,0,3,0,0.29520129537080475,-1.2833932435559725,-0.126204165702418,False,0.9915187372744378,,,,,,,,,,,,,,,,,,,,,,DESCRIPTIVE PATTERN
H0473,Confirm,HTF_regime x session,Neutral | Premarket,"[{""feature"": ""htf_regime_name"", ""value"": ""Neutral""}, {""feature"": ""session_name"", ""value"": ""Premarket""}]",4,0,4,0.0,-1.0,-4.0,0.0,4.0,-1.0,-1.0,0,4,0,0.0,-1.0,-1.0,False,1.0,,,,,,,,,,,,,,,,,,,,,,DESCRIPTIVE PATTERN
H0474,Confirm,HTF_regime x session,Neutral | Open,"[{""feature"": ""htf_regime_name"", ""value"": ""Neutral""}, {""feature"": ""session_name"", ""value"": ""Open""}]",3,1,2,33.333333333333336,-0.35409626895541546,-1.0622888068662464,0.4688555965668768,2.0,0.9377111931337536,-1.0,1,2,0,0.6459037310445847,-1.6200675818028014,0.9118750438919705,False,0.7082290035100941,,,,,,,,,,,,,,,,,,,,,,DESCRIPTIVE PATTERN
H0475,Confirm,HTF_regime x session,Neutral | MidAM,"[{""feature"": ""htf_regime_name"", ""value"": ""Neutral""}, {""feature"": ""session_name"", ""value"": ""MidAM""}]",1,1,0,100.0,0.4807233789804383,0.4807233789804383,99.9,0.0,0.4807233789804383,0.4807233789804383,1,0,0,,,,False,0.0,,,,,,,,,,,,,,,,,,,,,,DESCRIPTIVE PATTERN
H0476,Confirm,HTF_regime x session,Neutral | Midday,"[{""feature"": ""htf_regime_name"", ""value"": ""Neutral""}, {""feature"": ""session_name"", ""value"": ""Midday""}]",2,1,1,50.0,-0.1859005987207502,-0.3718011974415004,0.6281988025584996,1.0,0.6281988025584996,-1.0,1,1,0,0.8140994012792496,-1.7815354252280795,1.409734227786579,False,0.5903133992477869,,,,,,,,,,,,,,,,,,,,,,DESCRIPTIVE PATTERN
H0477,Confirm,HTF_regime x session,Neutral | PM,"[{""feature"": ""htf_regime_name"", ""value"": ""Neutral""}, {""feature"": ""session_name"", ""value"": ""PM""}]",3,0,3,0.0,-0.8394221001748475,-2.5182663005245427,0.0,2.5182663005245427,-0.5182663005245425,-1.0,0,3,0,0.1605778998251525,-1.1541547838321464,-0.5246894165175486,False,0.999999914094566,,,,,,,,,,,,,,,,,,,,,,DESCRIPTIVE PATTERN
H0478,Confirm,HTF_regime x session,Neutral | After-hours,"[{""feature"": ""htf_regime_name"", ""value"": ""Neutral""}, {""feature"": ""session_name"", ""value"": ""After-hours""}]",0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,False,1.0,,,,,,,,,,,,,,,,,,,,,,DESCRIPTIVE PATTERN
H0479,Confirm,HTF_regime x score_band,Bull | 70-74,"[{""feature"": ""htf_regime_name"", ""value"": ""Bull""}, {""feature"": ""score_band"", ""value"": ""70-74""}]",1,0,1,0.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,0,1,0,,,,False,1.0,,,,,,,,,,,,,,,,,,,,,,DESCRIPTIVE PATTERN
H0480,Confirm,HTF_regime x score_band,Bull | 75-79,"[{""feature"": ""htf_regime_name"", ""value"": ""Bull""}, {""feature"": ""score_band"", ""value"": ""75-79""}]",112,55,56,49.107142857142854,0.05802530782639209,6.498834476555914,1.1353867304459706,7.617843195641523,2.0,-1.0,4,5,1,0.10129047504892681,-0.14050402326950445,0.25655463892228864,True,0.283369590236498,0.718,-0.12768389782484596,0.26832672062384455,56.0,-0.0026304092530428963,-0.1473029181704022,56.0,0.11868102490582706,6.646137394726315,-3.5011655234440866,2025-04,3.115313936453505,72.22222222222221,83.33333333333334,2025Q1,3.274605283046127,2024Q2,-4.2831838295899285,3.0,"{""2024"": {""count"": 74, ""mean"": 0.019912, ""sum"": 1.473472}, ""2025"": {""count"": 38, ""mean"": 0.132246, ""sum"": 5.025363}}",0.9927819330416757,DESCRIPTIVE PATTERN
H0481,Confirm,HTF_regime x score_band,Bull | 80-84,"[{""feature"": ""htf_regime_name"", ""value"": ""Bull""}, {""feature"": ""score_band"", ""value"": ""80-84""}]",0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,False,1.0,,,,,,,,,,,,,,,,,,,,,,DESCRIPTIVE PATTERN
H0482,Confirm,HTF_regime x score_band,Bull | 85-89,"[{""feature"": ""htf_regime_name"", ""value"": ""Bull""}, {""feature"": ""score_band"", ""value"": ""85-89""}]",14,7,7,50.0,0.21596773638784494,3.023548309429829,1.4904144452616939,2.9362458312258917,2.0,-1.0,2,3,0,0.3334353919277751,-0.43756563179059427,0.8695011045662842,False,0.2585879179722471,,,,,,,,,,,,,,,,,,,,,,DESCRIPTIVE PATTERN
H0483,Confirm,HTF_regime x score_band,Bull | 90-94,"[{""feature"": ""htf_regime_name"", ""value"": ""Bull""}, {""feature"": ""score_band"", ""value"": ""90-94""}]",106,39,67,36.79245283018868,-0.01582918521923413,-1.677893633238818,0.9733479148151052,19.19071506012346,2.0,-1.0,4,12,0,0.1240893390572139,-0.2590442897713734,0.2273859193329051,True,0.5507525194253811,,,,,,,,,,,,,,,,,,,,,0.9927819330416757,DESCRIPTIVE PATTERN
H0484,Confirm,HTF_regime x score_band,Bull | 95+,"[{""feature"": ""htf_regime_name"", ""value"": ""Bull""}, {""feature"": ""score_band"", ""value"": ""95+""}]",25,9,16,36.0,-0.30773080699136357,-7.6932701747840895,0.4003078775653817,8.857879058393017,1.1646088836089288,-1.0,2,8,0,0.15014548070007366,-0.602015949163508,-0.013445664819219216,False,0.9797958626247364,,,,,,,,,,,,,,,,,,,,,,DESCRIPTIVE PATTERN
H0485,Confirm,HTF_regime x score_band,Bear | 70-74,"[{""feature"": ""htf_regime_name"", ""value"": ""Bear""}, {""feature"": ""score_band"", ""value"": ""70-74""}]",0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,False,1.0,,,,,,,,,,,,,,,,,,,,,,DESCRIPTIVE PATTERN
H0486,Confirm,HTF_regime x score_band,Bear | 75-79,"[{""feature"": ""htf_regime_name"", ""value"": ""Bear""}, {""feature"": ""score_band"", ""value"": ""75-79""}]",74,31,43,41.891891891891895,0.02644805177082895,1.9571558310413422,1.051964669395335,10.420751731493862,2.0,-1.0,4,7,0,0.1387086837958201,-0.24542096846897846,0.29831707201063634,True,0.42439075295200224,0.581,-0.23830870109340443,0.2997340207261718,37.0,0.12392725302717142,4.5853083620053425,37.0,-0.07103114948551352,-2.6281525309640004,-8.042844168958657,2025-03,-3.5001358545352397,44.44444444444444,50.0,2024Q1,4.474514772531316,2024Q3,-1.6220294136020692,4.0,"{""2024"": {""count"": 49, ""mean"": 0.040344, ""sum"": 1.976869}, ""2025"": {""count"": 25, ""mean"": -0.000789, ""sum"": -0.019713}}",0.9927819330416757,DESCRIPTIVE PATTERN
H0487,Confirm,HTF_regime x score_band,Bear | 80-84,"[{""feature"": ""htf_regime_name"", ""value"": ""Bear""}, {""feature"": ""score_band"", ""value"": ""80-84""}]",0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,False,1.0,,,,,,,,,,,,,,,,,,,,,,DESCRIPTIVE PATTERN
H0488,Confirm,HTF_regime x score_band,Bear | 85-89,"[{""feature"": ""htf_regime_name"", ""value"": ""Bear""}, {""feature"": ""score_band"", ""value"": ""85-89""}]",9,4,5,44.44444444444444,-0.04707516258869455,-0.4236764632982509,0.9152647073403498,3.0373011167942163,2.0,-1.0,1,2,0,0.4052341088735553,-0.841334015980863,0.7471836908034738,False,0.5462402295975038,,,,,,,,,,,,,,,,,,,,,,DESCRIPTIVE PATTERN
