hypothesis_id,model,dimension,condition,conditions_json,N,wins,losses,win_pct,avg_R,total_R,profit_factor,max_drawdown_R,largest_win_R,largest_loss_R,max_consecutive_wins,max_consecutive_losses,flat,sem_R,ci95_low_R,ci95_high_R,adequate_sample,one_sided_p,bootstrap_probability_positive,bootstrap_ci95_low_R,bootstrap_ci95_high_R,first_half_N,first_half_avg_R,first_half_total_R,second_half_N,second_half_avg_R,second_half_total_R,without_best_5_total_R,best_month,without_best_month_total_R,positive_month_pct,positive_quarter_pct,best_quarter,best_quarter_R,worst_quarter,worst_quarter_R,longest_losing_months,yearly_results,fdr_q,evidence_label
H0001,Control,direction,Long,"[{""feature"": ""direction_name"", ""value"": ""Long""}]",875,364,511,41.6,-0.0365813135384147,-32.00864934611286,0.9300147403073771,41.44744310343154,2.0,-1.0,6,12,0,0.038328865749758696,-0.11170589040794174,0.03854326333111235,True,0.8300610078731476,,,,,,,,,,,,,,,,,,,,,0.9927819330416757,DESCRIPTIVE PATTERN
H0002,Control,direction,Short,"[{""feature"": ""direction_name"", ""value"": ""Short""}]",774,315,457,40.69767441860465,0.010178725803900987,7.878333772219364,1.0192992744371863,33.3435786886685,2.0,-1.0,6,9,2,0.04324394891693402,-0.07457941407328969,0.09493686568109166,True,0.4069572169677671,0.5785,-0.07361171240369704,0.0976380641247069,389.0,-0.004147588880996118,-1.6134120747074898,385.0,0.024653885316693117,9.49174584692685,-2.121666227780638,2025-04,-10.77085214489949,44.44444444444444,66.66666666666666,2025Q2,13.559179420933242,2025Q1,-8.33670948084404,4.0,"{""2024"": {""count"": 515, ""mean"": 0.005157, ""sum"": 2.655864}, ""2025"": {""count"": 259, ""mean"": 0.020164, ""sum"": 5.22247}}",0.9927819330416757,DESCRIPTIVE PATTERN
H0003,Control,HTF_regime,Bull,"[{""feature"": ""htf_regime_name"", ""value"": ""Bull""}]",982,401,579,40.835030549898164,-0.0011948322801001562,-1.1733252990583534,0.9977119104650932,50.863285674116426,2.0,-1.0,10,11,2,0.037538537366006965,-0.0747703655174738,0.07238070095727349,True,0.5126959832038077,,,,,,,,,,,,,,,,,,,,,0.9927819330416757,DESCRIPTIVE PATTERN
H0004,Control,HTF_regime,Bear,"[{""feature"": ""htf_regime_name"", ""value"": ""Bear""}]",667,278,389,41.67916041979011,-0.03441827627411567,-22.956990274835153,0.9349263923927991,40.54619800954134,2.0,-1.0,6,13,0,0.044642612922762476,-0.12191779760273012,0.05308124505449878,True,0.7796387118828322,,,,,,,,,,,,,,,,,,,,,0.9927819330416757,DESCRIPTIVE PATTERN
H0005,Control,HTF_regime,Neutral,"[{""feature"": ""htf_regime_name"", ""value"": ""Neutral""}]",0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,False,1.0,,,,,,,,,,,,,,,,,,,,,,DESCRIPTIVE PATTERN
H0006,Control,session,Overnight,"[{""feature"": ""session_name"", ""value"": ""Overnight""}]",623,251,370,40.28892455858748,-0.016712940705695612,-10.412162059648367,0.9673891717986931,29.658179252696485,2.0,-1.0,6,12,2,0.046065970430595335,-0.10700224274966247,0.07357636133827125,True,0.6416245295760263,,,,,,,,,,,,,,,,,,,,,0.9927819330416757,DESCRIPTIVE PATTERN
H0007,Control,session,Premarket,"[{""feature"": ""session_name"", ""value"": ""Premarket""}]",420,167,253,39.76190476190476,0.046558293640880204,19.554483329169685,1.0821674804474068,15.577668136888477,2.0,-1.0,5,9,0,0.06323557343915243,-0.07738343029985856,0.17050001758161895,True,0.23078397923493799,0.759,-0.08217375980787398,0.17480538514999414,218.0,0.025997142534442574,5.667377072508481,202.0,0.06874805077555046,13.887106256661195,9.554483329169685,2024-10,11.774452768212816,55.55555555555556,83.33333333333334,2024Q2,11.62528393023587,2024Q3,-9.049106243255967,3.0,"{""2024"": {""count"": 286, ""mean"": 0.038332, ""sum"": 10.963003}, ""2025"": {""count"": 134, ""mean"": 0.064116, ""sum"": 8.59148}}",0.9927819330416757,DESCRIPTIVE PATTERN
H0008,Control,session,Open,"[{""feature"": ""session_name"", ""value"": ""Open""}]",95,43,52,45.26315789473684,0.0046649381779128975,0.4431691269017253,1.0093506487481585,12.43364249665964,2.0,-1.0,5,8,0,0.11468934059534486,-0.22012616938896304,0.2294560457447888,True,0.48377767249209847,0.504,-0.216656537102893,0.2373491749805259,55.0,0.16972406196703058,9.334823408186681,40.0,-0.22229135703212394,-8.891654281284957,-9.556830873098274,2024-08,-6.310681840076031,44.44444444444444,50.0,2024Q1,6.6685154516110785,2025Q1,-7.6580190684543314,4.0,"{""2024"": {""count"": 70, ""mean"": 0.107989, ""sum"": 7.5592}, ""2025"": {""count"": 25, ""mean"": -0.284641, ""sum"": -7.116031}}",0.9927819330416757,DESCRIPTIVE PATTERN
H0009,Control,session,MidAM,"[{""feature"": ""session_name"", ""value"": ""MidAM""}]",149,66,83,44.29530201342282,0.009927507694046038,1.4791986464128597,1.020696389108947,11.29969841723451,2.0,-1.0,8,8,0,0.08983354982020053,-0.166146249953547,0.18600126534163908,True,0.45600245051210087,0.55,-0.1642133659281101,0.19084134431701244,74.0,-0.03038512663921965,-2.248499371302254,75.0,0.04970264023620152,3.7276980177151144,-8.520801353587142,2024-07,-6.243972639132991,50.0,50.0,2025Q2,7.061995666215944,2025Q1,-6.454336497771498,3.0,"{""2024"": {""count"": 94, ""mean"": 0.009272, ""sum"": 0.871539}, ""2025"": {""count"": 55, ""mean"": 0.011048, ""sum"": 0.607659}}",0.9927819330416757,DESCRIPTIVE PATTERN
H0010,Control,session,Midday,"[{""feature"": ""session_name"", ""value"": ""Midday""}]",171,68,103,39.76608187134503,-0.09330372135296794,-15.954936351357517,0.8298972130395802,20.25027497824688,2.0,-1.0,5,7,0,0.08638488231350479,-0.26261809068743736,0.07601064798150145,True,0.8599496534293213,,,,,,,,,,,,,,,,,,,,,0.9927819330416757,DESCRIPTIVE PATTERN
H0011,Control,session,PM,"[{""feature"": ""session_name"", ""value"": ""PM""}]",191,84,107,43.97905759162304,-0.1007333417035177,-19.24006826537188,0.7988525418395419,22.054697956504736,2.0,-1.0,4,9,0,0.07436685259803907,-0.24649237279567426,0.045025689388638865,True,0.9122189166424307,,,,,,,,,,,,,,,,,,,,,0.9927819330416757,DESCRIPTIVE PATTERN
H0012,Control,session,After-hours,"[{""feature"": ""session_name"", ""value"": ""After-hours""}]",0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,False,1.0,,,,,,,,,,,,,,,,,,,,,,DESCRIPTIVE PATTERN
H0013,Control,score_band,70-74,"[{""feature"": ""score_band"", ""value"": ""70-74""}]",23,12,11,52.17391304347826,0.2557661969151663,5.882622529048824,1.6003407186139749,4.662170347358185,2.0,-1.0,5,4,0,0.26311853051068973,-0.2599461228857856,0.7714785167161182,False,0.16551110807139224,,,,,,,,,,,,,,,,,,,,,,DESCRIPTIVE PATTERN
H0014,Control,score_band,75-79,"[{""feature"": ""score_band"", ""value"": ""75-79""}]",873,346,525,39.63344788087056,-0.05739454024513534,-50.105433634003155,0.8920897239222124,64.02998293090911,2.0,-1.0,7,10,2,0.038410478892146944,-0.13267907887374336,0.017889998383472668,True,0.9324437747952915,,,,,,,,,,,,,,,,,,,,,0.9927819330416757,DESCRIPTIVE PATTERN
H0015,Control,score_band,80-84,"[{""feature"": ""score_band"", ""value"": ""80-84""}]",0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,False,1.0,,,,,,,,,,,,,,,,,,,,,,DESCRIPTIVE PATTERN
H0016,Control,score_band,85-89,"[{""feature"": ""score_band"", ""value"": ""85-89""}]",170,75,95,44.11764705882353,-0.057587858225337574,-9.789935898307387,0.8877647296929743,13.822152349590324,2.0,-1.0,5,5,0,0.08452418587486304,-0.22325526254006914,0.10807954608939399,True,0.7521648854529945,,,,,,,,,,,,,,,,,,,,,0.9927819330416757,DESCRIPTIVE PATTERN
H0017,Control,score_band,90-94,"[{""feature"": ""score_band"", ""value"": ""90-94""}]",453,196,257,43.26710816777042,0.11808803695032116,53.493880738495484,1.23091590932389,14.68102242422748,2.0,-1.0,4,11,0,0.059723232533778065,0.001030501184116156,0.23514557271652617,True,0.02400642867717051,0.9715,-0.003152087956391215,0.23672694861982063,233.0,0.094446476458427,22.006029014813492,220.0,0.14312659874400904,31.48785172368199,43.49388073849549,2024-10,38.54094371511914,66.66666666666666,100.0,2024Q4,16.564730780273116,2024Q3,3.9951286667375685,2.0,"{""2024"": {""count"": 304, ""mean"": 0.126877, ""sum"": 38.57076}, ""2025"": {""count"": 149, ""mean"": 0.100155, ""sum"": 14.923121}}",0.9927819330416757,STATISTICALLY INTERESTING
H0018,Control,score_band,95+,"[{""feature"": ""score_band"", ""value"": ""95+""}]",130,50,80,38.46153846153846,-0.1816265331471327,-23.611449309127252,0.6746464105276968,29.939310312309296,2.0,-1.0,3,8,0,0.08948610983103458,-0.35701930841596047,-0.006233757878304935,True,0.9788045326254262,,,,,,,,,,,,,,,,,,,,,0.9927819330416757,DESCRIPTIVE PATTERN
H0019,Control,date_third,Early third,"[{""feature"": ""date_third"", ""value"": ""Early third""}]",951,397,552,41.74553101997897,0.005127358172865602,4.876117622395188,1.009920578175216,37.65026295642696,2.0,-1.0,10,14,2,0.03799327629107919,-0.0693394633576496,0.07959417970338081,True,0.4463239809615511,0.545,-0.06827606047249982,0.0793928395500151,857.0,-0.019930593516756707,-17.080518643860497,94.0,0.2335812368750604,21.95663626625568,-5.12388237760481,2024-10,-13.080518643860497,60.0,50.0,2024Q4,17.95663626625568,2024Q3,-18.085470701350438,3.0,"{""2024"": {""count"": 951, ""mean"": 0.005127, ""sum"": 4.876118}}",0.9927819330416757,DESCRIPTIVE PATTERN
H0020,Control,date_third,Middle third,"[{""feature"": ""date_third"", ""value"": ""Middle third""}]",698,282,416,40.401146131805156,-0.04155649455055686,-29.00643319628869,0.9224564652842382,47.26673476944087,2.0,-1.0,5,14,0,0.043915101113586756,-0.1276300927331869,0.044517103632073174,True,0.8280000805978946,,,,,,,,,,,,,,,,,,,,,0.9927819330416757,DESCRIPTIVE PATTERN
H0021,Control,date_third,Late third,"[{""feature"": ""date_third"", ""value"": ""Late third""}]",0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,False,1.0,,,,,,,,,,,,,,,,,,,,,,DESCRIPTIVE PATTERN
H0022,Control,volatility,Low,"[{""feature"": ""volatility_regime"", ""value"": ""Low""}]",479,188,289,39.24843423799582,-0.03174202956864832,-15.204432163382547,0.9404576428755351,29.63510016045985,2.0,-1.0,4,9,2,0.05336494958872822,-0.13633733076255564,0.07285327162525898,True,0.724014908539362,,,,,,,,,,,,,,,,,,,,,0.9927819330416757,DESCRIPTIVE PATTERN
H0023,Control,volatility,Medium,"[{""feature"": ""volatility_regime"", ""value"": ""Medium""}]",480,191,289,39.791666666666664,-0.015597844848204664,-7.4869655271382385,0.9711238947984764,34.04279544790894,2.0,-1.0,5,12,0,0.05484214610430434,-0.12308845121264116,0.09189276151623184,True,0.6119532296655654,,,,,,,,,,,,,,,,,,,,,0.9927819330416757,DESCRIPTIVE PATTERN
H0024,Control,volatility,High,"[{""feature"": ""volatility_regime"", ""value"": ""High""}]",690,300,390,43.47826086956522,-0.0020853882367720487,-1.4389178833727136,0.9958999123701869,40.846772680008314,2.0,-1.0,8,12,0,0.04349599874226274,-0.08733754577160702,0.08316676929806291,True,0.5191197108715975,,,,,,,,,,,,,,,,,,,,,0.9927819330416757,DESCRIPTIVE PATTERN
H0025,Control,volatility,Unavailable,"[{""feature"": ""volatility_regime"", ""value"": ""Unavailable""}]",0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,False,1.0,,,,,,,,,,,,,,,,,,,,,,DESCRIPTIVE PATTERN
H0026,Control,trend_state,Bullish trend,"[{""feature"": ""trend_regime"", ""value"": ""Bullish trend""}]",982,401,579,40.835030549898164,-0.0011948322801001562,-1.1733252990583534,0.9977119104650932,50.863285674116426,2.0,-1.0,10,11,2,0.037538537366006965,-0.0747703655174738,0.07238070095727349,True,0.5126959832038077,,,,,,,,,,,,,,,,,,,,,0.9927819330416757,DESCRIPTIVE PATTERN
H0027,Control,trend_state,Bearish trend,"[{""feature"": ""trend_regime"", ""value"": ""Bearish trend""}]",667,278,389,41.67916041979011,-0.03441827627411567,-22.956990274835153,0.9349263923927991,40.54619800954134,2.0,-1.0,6,13,0,0.044642612922762476,-0.12191779760273012,0.05308124505449878,True,0.7796387118828322,,,,,,,,,,,,,,,,,,,,,0.9927819330416757,DESCRIPTIVE PATTERN
H0028,Control,trend_state,Range/chop,"[{""feature"": ""trend_regime"", ""value"": ""Range/chop""}]",0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,False,1.0,,,,,,,,,,,,,,,,,,,,,,DESCRIPTIVE PATTERN
H0029,Control,HTF_regime x direction,Bull | Long,"[{""feature"": ""htf_regime_name"", ""value"": ""Bull""}, {""feature"": ""direction_name"", ""value"": ""Long""}]",529,217,312,41.02079395085066,-0.035120587366350056,-18.57879071679918,0.9324872890099802,36.43156898134669,2.0,-1.0,7,10,0,0.049155826875508665,-0.13146600804234704,0.061224833309646925,True,0.7625331065660172,,,,,,,,,,,,,,,,,,,,,0.9927819330416757,DESCRIPTIVE PATTERN
H0030,Control,HTF_regime x direction,Bull | Short,"[{""feature"": ""htf_regime_name"", ""value"": ""Bull""}, {""feature"": ""direction_name"", ""value"": ""Short""}]",453,184,267,40.618101545253865,0.03842266096631531,17.405465417740835,1.0732530408001555,23.88764213275662,2.0,-1.0,12,10,2,0.05768193564533885,-0.07463393289854883,0.15147925483117944,True,0.2526695832262893,0.757,-0.07011355394242468,0.1537785248769156,237.0,0.021992090051161286,5.2121253421252245,216.0,0.05645064849822043,12.193340075615613,7.405465417740842,2024-10,0.6811597441771013,55.55555555555556,50.0,2024Q1,14.423302708777808,2024Q3,-5.4229832405357605,4.0,"{""2024"": {""count"": 308, ""mean"": 0.047799, ""sum"": 14.721999}, ""2025"": {""count"": 145, ""mean"": 0.018507, ""sum"": 2.683466}}",0.9927819330416757,DESCRIPTIVE PATTERN
H0031,Control,HTF_regime x direction,Bear | Long,"[{""feature"": ""htf_regime_name"", ""value"": ""Bear""}, {""feature"": ""direction_name"", ""value"": ""Long""}]",346,147,199,42.48554913294798,-0.038814620315935466,-13.42985862931367,0.9262797261835523,27.125460196441683,2.0,-1.0,5,12,0,0.06130253698810615,-0.15896759281262351,0.08133835218075258,True,0.7366870477236385,,,,,,,,,,,,,,,,,,,,,0.9927819330416757,DESCRIPTIVE PATTERN
H0032,Control,HTF_regime x direction,Bear | Short,"[{""feature"": ""htf_regime_name"", ""value"": ""Bear""}, {""feature"": ""direction_name"", ""value"": ""Short""}]",321,131,190,40.809968847352025,-0.029679537836515515,-9.52713164552148,0.9441589970458548,26.61274088134574,2.0,-1.0,5,8,0,0.06520333343831347,-0.15747807137560993,0.09811899570257888,True,0.6755116956393402,,,,,,,,,,,,,,,,,,,,,0.9927819330416757,DESCRIPTIVE PATTERN
H0033,Control,HTF_regime x direction,Neutral | Long,"[{""feature"": ""htf_regime_name"", ""value"": ""Neutral""}, {""feature"": ""direction_name"", ""value"": ""Long""}]",0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,False,1.0,,,,,,,,,,,,,,,,,,,,,,DESCRIPTIVE PATTERN
H0034,Control,HTF_regime x direction,Neutral | Short,"[{""feature"": ""htf_regime_name"", ""value"": ""Neutral""}, {""feature"": ""direction_name"", ""value"": ""Short""}]",0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,False,1.0,,,,,,,,,,,,,,,,,,,,,,DESCRIPTIVE PATTERN
H0035,Control,HTF_regime x session,Bull | Overnight,"[{""feature"": ""htf_regime_name"", ""value"": ""Bull""}, {""feature"": ""session_name"", ""value"": ""Overnight""}]",370,143,225,38.648648648648646,-0.027781967452635514,-10.27932795747514,0.9471402328621471,33.18777440273588,2.0,-1.0,5,11,2,0.06020340685152781,-0.14578064488163,0.09021670997635899,True,0.6777686919325332,,,,,,,,,,,,,,,,,,,,,0.9927819330416757,DESCRIPTIVE PATTERN
H0036,Control,HTF_regime x session,Bull | Premarket,"[{""feature"": ""htf_regime_name"", ""value"": ""Bull""}, {""feature"": ""session_name"", ""value"": ""Premarket""}]",250,97,153,38.8,0.07009458313685364,17.52364578421341,1.1234756599101332,16.871581703235528,2.0,-1.0,6,8,0,0.08373500515884269,-0.09402602697447802,0.2342151932481853,True,0.20126814557527173,0.794,-0.07898429334695678,0.24010023517149698,138.0,0.007463932194774503,1.0300226428788815,112.0,0.147264492333344,16.493623141334528,7.523645784213413,2024-10,8.52364578421341,55.55555555555556,66.66666666666666,2024Q4,11.74979987067927,2024Q3,-9.900108000636417,4.0,"{""2024"": {""count"": 177, ""mean"": 0.072202, ""sum"": 12.779823}, ""2025"": {""count"": 73, ""mean"": 0.064984, ""sum"": 4.743823}}",0.9927819330416757,DESCRIPTIVE PATTERN
H0037,Control,HTF_regime x session,Bull | Open,"[{""feature"": ""htf_regime_name"", ""value"": ""Bull""}, {""feature"": ""session_name"", ""value"": ""Open""}]",57,30,27,52.63157894736842,0.18459719138478123,10.52203990893253,1.4503058079203206,4.441791505457378,2.0,-1.0,5,5,0,0.1493584144691579,-0.10814530097476824,0.47733968374433067,True,0.10824148811220413,0.8885,-0.1021862807321183,0.5064834426990159,35.0,0.29036093187772166,10.162632615720257,22.0,0.01633669514601259,0.35940729321227693,0.5220399089325329,2025-04,5.522039908932532,44.44444444444444,66.66666666666666,2024Q1,5.321907901325579,2025Q1,-4.168471498020958,3.0,"{""2024"": {""count"": 43, ""mean"": 0.285374, ""sum"": 12.271069}, ""2025"": {""count"": 14, ""mean"": -0.124931, ""sum"": -1.749029}}",0.9927819330416757,DESCRIPTIVE PATTERN
H0038,Control,HTF_regime x session,Bull | MidAM,"[{""feature"": ""htf_regime_name"", ""value"": ""Bull""}, {""feature"": ""session_name"", ""value"": ""MidAM""}]",88,36,52,40.90909090909091,-0.003858517170682378,-0.33954951102004927,0.9923135176175152,9.15810503491897,2.0,-1.0,4,10,0,0.12055900837443194,-0.24015417358456898,0.2324371392432042,True,0.512766054589618,,,,,,,,,,,,,,,,,,,,,0.9927819330416757,DESCRIPTIVE PATTERN
H0039,Control,HTF_regime x session,Bull | Midday,"[{""feature"": ""htf_regime_name"", ""value"": ""Bull""}, {""feature"": ""session_name"", ""value"": ""Midday""}]",98,41,57,41.83673469387755,-0.024567588431198363,-2.4076236662574395,0.9522137520595387,14.219374090398997,2.0,-1.0,5,12,0,0.11688582288733086,-0.25366380129036686,0.20452862442797012,True,0.5832381623497613,,,,,,,,,,,,,,,,,,,,,0.9927819330416757,DESCRIPTIVE PATTERN
H0040,Control,HTF_regime x session,Bull | PM,"[{""feature"": ""htf_regime_name"", ""value"": ""Bull""}, {""feature"": ""session_name"", ""value"": ""PM""}]",119,54,65,45.378151260504204,-0.13607151140715684,-16.192509857451665,0.7231503727118348,19.305942647367083,2.0,-1.0,4,6,0,0.08773809787808125,-0.3080381832481961,0.03589516043388241,True,0.9395351196306534,,,,,,,,,,,,,,,,,,,,,0.9927819330416757,DESCRIPTIVE PATTERN
H0041,Control,HTF_regime x session,Bull | After-hours,"[{""feature"": ""htf_regime_name"", ""value"": ""Bull""}, {""feature"": ""session_name"", ""value"": ""After-hours""}]",0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,False,1.0,,,,,,,,,,,,,,,,,,,,,,DESCRIPTIVE PATTERN
H0042,Control,HTF_regime x session,Bear | Overnight,"[{""feature"": ""htf_regime_name"", ""value"": ""Bear""}, {""feature"": ""session_name"", ""value"": ""Overnight""}]",253,108,145,42.687747035573125,-0.0005250359769693052,-0.13283410217323421,0.9989358058547038,21.200703147320795,2.0,-1.0,5,9,0,0.07165578287519937,-0.14097037041236007,0.13992029845842144,True,0.5029231021883064,,,,,,,,,,,,,,,,,,,,,0.9927819330416757,DESCRIPTIVE PATTERN
H0043,Control,HTF_regime x session,Bear | Premarket,"[{""feature"": ""htf_regime_name"", ""value"": ""Bear""}, {""feature"": ""session_name"", ""value"": ""Premarket""}]",170,70,100,41.1764705882353,0.011946103205625117,2.03083754495627,1.0211405956608077,13.723767327678091,2.0,-1.0,3,9,0,0.09638193106965867,-0.1769624816909059,0.20085468810215612,True,0.45067922754061973,0.5535,-0.1741654032238432,0.20260245961865722,80.0,0.057966930370370026,4.637354429629602,90.0,-0.02896129871859258,-2.6065168846733324,-7.96916245504373,2024-05,-2.329329896860137,50.0,66.66666666666666,2024Q2,6.866016225581259,2024Q4,-6.454173698670022,4.0,"{""2024"": {""count"": 109, ""mean"": -0.016668, ""sum"": -1.816819}, ""2025"": {""count"": 61, ""mean"": 0.063076, ""sum"": 3.847657}}",0.9927819330416757,DESCRIPTIVE PATTERN
H0044,Control,HTF_regime x session,Bear | Open,"[{""feature"": ""htf_regime_name"", ""value"": ""Bear""}, {""feature"": ""session_name"", ""value"": ""Open""}]",38,13,25,34.21052631578947,-0.2652334416323897,-10.078870782030808,0.5805372526762307,13.799531553763574,2.0,-1.0,2,6,0,0.1720960886614618,-0.6025417754088549,0.07207489214407542,True,0.9383651988581706,,,,,,,,,,,,,,,,,,,,,0.9927819330416757,DESCRIPTIVE PATTERN
H0045,Control,HTF_regime x session,Bear | MidAM,"[{""feature"": ""htf_regime_name"", ""value"": ""Bear""}, {""feature"": ""session_name"", ""value"": ""MidAM""}]",61,30,31,49.18032786885246,0.029815543564473877,1.8187481574329065,1.0666294769685891,5.0,2.0,-1.0,7,5,0,0.13494010120184058,-0.23466705479113367,0.2942981419200814,True,0.4125641585458798,0.5775,-0.22077600812055123,0.3011719418333822,25.0,-0.042226319792386786,-1.0556579948096696,36.0,0.07984461534007159,2.8744061522425772,-8.181251842567091,2024-07,-2.8938746304608944,52.94117647058824,50.0,2024Q4,3.0939846993479603,2025Q1,-2.943312315067113,2.0,"{""2024"": {""count"": 33, ""mean"": 0.061767, ""sum"": 2.038327}, ""2025"": {""count"": 28, ""mean"": -0.007842, ""sum"": -0.219579}}",0.9927819330416757,DESCRIPTIVE PATTERN
H0046,Control,HTF_regime x session,Bear | Midday,"[{""feature"": ""htf_regime_name"", ""value"": ""Bear""}, {""feature"": ""session_name"", ""value"": ""Midday""}]",73,27,46,36.986301369863014,-0.1855796258232888,-13.547312685100081,0.6879409951616523,16.629507480629584,2.0,-1.0,3,8,0,0.12789424940099764,-0.43625235464924417,0.06509310300266657,True,0.9266155889864388,,,,,,,,,,,,,,,,,,,,,0.9927819330416757,DESCRIPTIVE PATTERN
H0047,Control,HTF_regime x session,Bear | PM,"[{""feature"": ""htf_regime_name"", ""value"": ""Bear""}, {""feature"": ""session_name"", ""value"": ""PM""}]",72,30,42,41.666666666666664,-0.04232720011000298,-3.0475584079202145,0.9179950323776642,9.391732699368344,2.0,-1.0,3,7,0,0.1343055036401331,-0.30556598724466383,0.22091158702465788,True,0.6236784361613666,,,,,,,,,,,,,,,,,,,,,0.9927819330416757,DESCRIPTIVE PATTERN
H0048,Control,HTF_regime x session,Bear | After-hours,"[{""feature"": ""htf_regime_name"", ""value"": ""Bear""}, {""feature"": ""session_name"", ""value"": ""After-hours""}]",0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,False,1.0,,,,,,,,,,,,,,,,,,,,,,DESCRIPTIVE PATTERN
H0049,Control,HTF_regime x session,Neutral | Overnight,"[{""feature"": ""htf_regime_name"", ""value"": ""Neutral""}, {""feature"": ""session_name"", ""value"": ""Overnight""}]",0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,False,1.0,,,,,,,,,,,,,,,,,,,,,,DESCRIPTIVE PATTERN
H0050,Control,HTF_regime x session,Neutral | Premarket,"[{""feature"": ""htf_regime_name"", ""value"": ""Neutral""}, {""feature"": ""session_name"", ""value"": ""Premarket""}]",0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,False,1.0,,,,,,,,,,,,,,,,,,,,,,DESCRIPTIVE PATTERN
H0051,Control,HTF_regime x session,Neutral | Open,"[{""feature"": ""htf_regime_name"", ""value"": ""Neutral""}, {""feature"": ""session_name"", ""value"": ""Open""}]",0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,False,1.0,,,,,,,,,,,,,,,,,,,,,,DESCRIPTIVE PATTERN
H0052,Control,HTF_regime x session,Neutral | MidAM,"[{""feature"": ""htf_regime_name"", ""value"": ""Neutral""}, {""feature"": ""session_name"", ""value"": ""MidAM""}]",0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,False,1.0,,,,,,,,,,,,,,,,,,,,,,DESCRIPTIVE PATTERN
H0053,Control,HTF_regime x session,Neutral | Midday,"[{""feature"": ""htf_regime_name"", ""value"": ""Neutral""}, {""feature"": ""session_name"", ""value"": ""Midday""}]",0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,False,1.0,,,,,,,,,,,,,,,,,,,,,,DESCRIPTIVE PATTERN
H0054,Control,HTF_regime x session,Neutral | PM,"[{""feature"": ""htf_regime_name"", ""value"": ""Neutral""}, {""feature"": ""session_name"", ""value"": ""PM""}]",0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,False,1.0,,,,,,,,,,,,,,,,,,,,,,DESCRIPTIVE PATTERN
H0055,Control,HTF_regime x session,Neutral | After-hours,"[{""feature"": ""htf_regime_name"", ""value"": ""Neutral""}, {""feature"": ""session_name"", ""value"": ""After-hours""}]",0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,False,1.0,,,,,,,,,,,,,,,,,,,,,,DESCRIPTIVE PATTERN
H0056,Control,HTF_regime x score_band,Bull | 70-74,"[{""feature"": ""htf_regime_name"", ""value"": ""Bull""}, {""feature"": ""score_band"", ""value"": ""70-74""}]",17,10,7,58.8235294117647,0.34603661935581315,5.882622529048824,2.014454015736694,4.0,2.0,-1.0,5,4,0,0.2876121385835553,-0.21768317226795514,0.9097564109795815,False,0.11446177994888207,,,,,,,,,,,,,,,,,,,,,,DESCRIPTIVE PATTERN
H0057,Control,HTF_regime x score_band,Bull | 75-79,"[{""feature"": ""htf_regime_name"", ""value"": ""Bull""}, {""feature"": ""score_band"", ""value"": ""75-79""}]",518,202,314,38.996138996138995,-0.03375976645038466,-17.48755902129925,0.9363305968895252,31.119598560411873,2.0,-1.0,6,11,2,0.05083562083378797,-0.13339758328460907,0.06587805038383976,True,0.7466857789464474,,,,,,,,,,,,,,,,,,,,,0.9927819330416757,DESCRIPTIVE PATTERN
H0058,Control,HTF_regime x score_band,Bull | 80-84,"[{""feature"": ""htf_regime_name"", ""value"": ""Bull""}, {""feature"": ""score_band"", ""value"": ""80-84""}]",0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,False,1.0,,,,,,,,,,,,,,,,,,,,,,DESCRIPTIVE PATTERN
H0059,Control,HTF_regime x score_band,Bull | 85-89,"[{""feature"": ""htf_regime_name"", ""value"": ""Bull""}, {""feature"": ""score_band"", ""value"": ""85-89""}]",105,47,58,44.76190476190476,-0.051040845589248866,-5.359288786871131,0.8948707040973974,9.37337598638227,2.0,-1.0,5,5,0,0.10355168283948714,-0.25400214395464366,0.1519204527761459,True,0.688959130784894,,,,,,,,,,,,,,,,,,,,,0.9927819330416757,DESCRIPTIVE PATTERN
