candidate_id,split,period_type,period,N,wins,losses,win_pct,avg_R,total_R,profit_factor,max_drawdown_R,largest_win_R,largest_loss_R,max_consecutive_wins,max_consecutive_losses,flat,sem_R,ci95_low_R,ci95_high_R,adequate_sample
C1,Research,month,2025-04,10,4,6,40.0,0.2822279730815366,2.8222797308153655,1.5450815386092316,4.1777202691846345,2.0,-1.0,3,5,0,0.47416661635830937,-0.6471385949807498,1.211594541143823,False
C1,Research,month,2025-05,13,8,5,61.53846153846154,0.42505739661605585,5.525746156008726,2.1051492312017452,3.0,2.0,-1.0,5,3,0,0.3647347029747068,-0.28982262121436947,1.1399374144464811,False
C1,Research,month,2025-06,16,4,12,25.0,-0.41386629847835543,-6.621860775653687,0.38312822198346813,8.621860775653687,2.0,-1.0,1,6,0,0.254705342528377,-0.9130887698339744,0.08535617287726349,False
C1,Research,quarter,2024Q1,25,10,15,40.0,0.1693924399875096,4.23481099968774,1.3138941642923163,4.0,2.0,-1.0,3,4,0,0.2801762274226254,-0.37975296576083606,0.7185378457358553,False
C1,Research,quarter,2024Q2,39,21,18,53.84615384615385,0.3762847099985097,14.675103689941878,1.853379174278637,3.0,2.0,-1.0,3,3,0,0.2177686355785038,-0.05054181573535771,0.8031112357323771,True
C1,Research,quarter,2024Q3,38,17,21,44.73684210526316,0.17985332465203818,6.834426336777451,1.3599422205327385,3.8466884967802892,2.0,-1.0,3,2,0,0.21244453898274956,-0.23653797175415098,0.5962446210582273,True
C1,Research,quarter,2024Q4,33,11,22,33.333333333333336,-0.053541771917814104,-1.7668784732878655,0.9166387944017096,8.099337704883204,2.0,-1.0,3,6,0,0.23582600949191962,-0.5157607505219766,0.4086772066863483,True
C1,Research,quarter,2025Q1,30,16,14,53.333333333333336,0.506537542027615,15.19612626082845,2.085437590059175,4.0,2.0,-1.0,3,4,0,0.26973269856228854,-0.0221385471544705,1.0352136312097007,True
C1,Research,quarter,2025Q2,39,16,23,41.02564102564103,0.044260643876164206,1.726165111170404,1.0825430446044557,8.621860775653687,2.0,-1.0,6,6,0,0.20514199900154417,-0.3578176741668624,0.44633896191919076,True
C1,Research,rolling_3m,2024-01 to 2024-03,25,10,15,40.0,0.1693924399875096,4.23481099968774,1.3138941642923163,4.0,2.0,-1.0,3,4,0,0.2801762274226254,-0.37975296576083606,0.7185378457358553,False
C1,Research,rolling_3m,2024-02 to 2024-04,27,14,13,51.851851851851855,0.32406577152037386,8.749775831050094,1.7590433776746324,3.908940586412065,2.0,-1.0,3,3,0,0.25347146264975656,-0.172738295273149,0.8208698383138967,False
C1,Research,rolling_3m,2024-03 to 2024-05,30,16,14,53.333333333333336,0.3877486987083845,11.632460961251535,1.8814832169092952,3.0,2.0,-1.0,3,3,0,0.24849528534227627,-0.09930206056247698,0.874799457979246,True
C1,Research,rolling_3m,2024-04 to 2024-06,39,21,18,53.84615384615385,0.3762847099985097,14.675103689941878,1.853379174278637,3.0,2.0,-1.0,3,3,0,0.2177686355785038,-0.05054181573535771,0.8031112357323771,True
C1,Research,rolling_3m,2024-05 to 2024-07,38,19,19,50.0,0.35135752490694183,13.35158594646379,1.7457173923372558,2.357164707215092,2.0,-1.0,3,2,0,0.2264831898665868,-0.09254952723156828,0.795264577045452,True
C1,Research,rolling_3m,2024-06 to 2024-08,38,19,19,50.0,0.2747585168226889,10.44082363926218,1.5831444900510778,2.729920508262845,2.0,-1.0,3,2,0,0.21692026678110263,-0.15040520606827223,0.6999222397136501,True
C1,Research,rolling_3m,2024-07 to 2024-09,38,17,21,44.73684210526316,0.17985332465203818,6.834426336777451,1.3599422205327385,3.8466884967802892,2.0,-1.0,3,2,0,0.21244453898274956,-0.23653797175415098,0.5962446210582273,True
C1,Research,rolling_3m,2024-08 to 2024-10,38,18,20,47.36842105263158,0.2667298884626687,10.135735761581412,1.531133577665831,3.8466884967802892,2.0,-1.0,3,3,0,0.2224953121934563,-0.16936092343650566,0.7028207003618431,True
C1,Research,rolling_3m,2024-09 to 2024-11,33,14,19,42.42424242424242,0.19104015367014876,6.304325071114909,1.3648617818674078,4.0993377048832045,2.0,-1.0,3,4,0,0.23939717587190348,-0.27817831103878204,0.6602586183790795,True
C1,Research,rolling_3m,2024-10 to 2024-12,33,11,22,33.333333333333336,-0.053541771917814104,-1.7668784732878655,0.9166387944017096,8.099337704883204,2.0,-1.0,3,6,0,0.23582600949191962,-0.5157607505219766,0.4086772066863483,True
C1,Research,rolling_3m,2024-11 to 2025-01,32,9,23,28.125,-0.19060430327760017,-6.099337704883205,0.7251987673638802,11.099337704883204,2.0,-1.0,2,6,0,0.23089255224709043,-0.6431537056818974,0.26194509912669706,True
C1,Research,rolling_3m,2024-12 to 2025-02,33,12,21,36.36363636363637,0.03709725148145327,1.224209298887958,1.0582956808994266,9.0,2.0,-1.0,2,6,0,0.24810809710665907,-0.4491946188475985,0.523389121810505,True
C1,Research,rolling_3m,2025-01 to 2025-03,30,16,14,53.333333333333336,0.506537542027615,15.19612626082845,2.085437590059175,4.0,2.0,-1.0,3,4,0,0.26973269856228854,-0.0221385471544705,1.0352136312097007,True
C1,Research,rolling_3m,2025-02 to 2025-04,30,16,14,53.333333333333336,0.5339468663881273,16.018405991643817,2.215567310918108,4.1777202691846345,2.0,-1.0,3,5,0,0.26581797246202166,0.01294364036256479,1.0549500924136899,True
C1,Research,rolling_3m,2025-03 to 2025-05,32,18,14,56.25,0.5099982140238933,16.319942848764587,2.238449634336818,4.1777202691846345,2.0,-1.0,5,5,0,0.24543149050450003,0.028952492635073268,0.9910439354127134,True
C1,Research,rolling_3m,2025-04 to 2025-06,39,16,23,41.02564102564103,0.044260643876164206,1.726165111170404,1.0825430446044557,8.621860775653687,2.0,-1.0,6,6,0,0.20514199900154417,-0.3578176741668624,0.44633896191919076,True
C1,Research,rolling_6m,2024-01 to 2024-06,64,31,33,48.4375,0.2954674170254628,18.90991468962962,1.6162056215186837,4.0,2.0,-1.0,3,4,0,0.17109625546253715,-0.03988124368111001,0.6308160777320356,True
C1,Research,rolling_6m,2024-02 to 2024-07,65,33,32,50.76923076923077,0.3400209504232905,22.101361777513883,1.7509367128314046,3.908940586412065,2.0,-1.0,3,3,0,0.16787268918435605,0.010990479621952653,0.6690514212246284,True
C1,Research,rolling_6m,2024-03 to 2024-08,68,35,33,51.470588235294116,0.3246071264781428,22.073284600513713,1.7097333320180041,3.0,2.0,-1.0,3,3,0,0.16235680507191186,0.006387788537195571,0.6428264644190901,True
C1,Research,rolling_6m,2024-04 to 2024-09,77,38,39,49.35064935064935,0.2793445458015497,21.50953002671933,1.5944481851236845,3.8466884967802883,2.0,-1.0,3,3,0,0.15159233619948567,-0.017776433149442217,0.5764655247525416,True
C1,Research,rolling_6m,2024-05 to 2024-10,76,37,39,48.68421052631579,0.3090437066848053,23.4873217080452,1.6350058907190022,3.84668849678029,2.0,-1.0,3,3,0,0.15775796842659048,-0.0001619114313120562,0.6182493248009227,True
C1,Research,rolling_6m,2024-06 to 2024-11,71,33,38,46.478873239436616,0.2358471649348885,16.745148710377084,1.4759440737259388,4.0993377048832045,2.0,-1.0,3,4,0,0.159729841248399,-0.07722332391197356,0.5489176537817506,True
C1,Research,rolling_6m,2024-07 to 2024-12,71,28,43,39.436619718309856,0.07137391357027587,5.067547863489587,1.1261116802414037,8.099337704883206,2.0,-1.0,3,6,0,0.15741047214651124,-0.23715061183688615,0.3798984389774379,True
C1,Research,rolling_6m,2024-08 to 2025-01,70,27,43,38.57142857142857,0.057662829381402936,4.036398056698205,1.0977841193189875,11.099337704883206,2.0,-1.0,3,6,0,0.1615921352471275,-0.25905775570296696,0.37438341446577283,True
C1,Research,rolling_6m,2024-09 to 2025-02,66,26,40,39.39393939393939,0.11406870257580101,7.528534370002867,1.196677027849547,11.099337704883204,2.0,-1.0,3,6,0,0.17132168460031585,-0.22172179924081806,0.4498592043924201,True
C1,Research,rolling_6m,2024-10 to 2025-03,63,27,36,42.857142857142854,0.213162663294295,13.429247787540586,1.3815620154045538,11.099337704883204,2.0,-1.0,3,6,0,0.18028478176189452,-0.14019550895901828,0.5665208355476083,True
C1,Research,rolling_6m,2024-11 to 2025-04,62,25,37,40.32258064516129,0.15998497236710665,9.919068286760613,1.2804121742920374,11.099337704883204,2.0,-1.0,3,6,0,0.1799634303517517,-0.19274335112232663,0.5127132958565399,True
C1,Research,rolling_6m,2024-12 to 2025-05,65,30,35,46.15384615384615,0.26991003304080835,17.544152147652543,1.5133213101831935,9.0,2.0,-1.0,5,6,0,0.1756805396910348,-0.07442382475361986,0.6142438908352366,True
C1,Research,rolling_6m,2025-01 to 2025-06,69,32,37,46.3768115942029,0.24525059959418632,16.922291371998856,1.4847085468606582,8.621860775653687,2.0,-1.0,6,6,0,0.1659972400757688,-0.08010399095432053,0.5706051901426932,True
C1,Research,rolling_12m,2024-01 to 2024-12,135,59,76,43.7037037037037,0.17761083372680894,23.977462553119206,1.3383269362169998,8.099337704883204,2.0,-1.0,3,6,0,0.11586903825007333,-0.049492481243334774,0.40471414869695266,True
C1,Research,rolling_12m,2024-02 to 2025-01,135,60,75,44.44444444444444,0.19361303580897846,26.13775983421209,1.3696452497455565,11.099337704883204,2.0,-1.0,3,6,0,0.11662332063229536,-0.03496867263032044,0.42219474424827735,True
C1,Research,rolling_12m,2024-03 to 2025-02,134,61,73,45.52238805970149,0.22090909679489987,29.601818970516582,1.4266653278197372,11.099337704883204,2.0,-1.0,3,6,0,0.11784352871715445,-0.010064219490722837,0.45188241308052257,True
C1,Research,rolling_12m,2024-04 to 2025-03,140,65,75,46.42857142857143,0.24956269867328515,34.93877781425992,1.4894792924261098,11.099337704883204,2.0,-1.0,3,6,0,0.11594095968059727,0.022318417699314502,0.4768069796472558,True
C1,Research,rolling_12m,2024-05 to 2025-04,138,62,76,44.927536231884055,0.24207528981743337,33.40638999480581,1.4616645848329073,11.099337704883204,2.0,-1.0,3,6,0,0.11841562466349029,0.009980665476992417,0.47416991415787435,True
C1,Research,rolling_12m,2024-06 to 2025-05,136,63,73,46.3235294117647,0.25212721219139433,34.28930085802963,1.4943618237641554,11.099337704883204,2.0,-1.0,5,6,0,0.11790539101534196,0.02103264580132408,0.4832217785814646,True
C1,Research,rolling_12m,2024-07 to 2025-06,140,60,80,42.857142857142854,0.1570702802534889,21.989839235488446,1.2928256945711398,11.099337704883206,2.0,-1.0,6,6,0,0.11413316391818734,-0.06663072102615827,0.3807712815331361,True
C1,Validation,month,2025-07,17,10,7,58.8235294117647,0.5308394645455399,9.024270897274178,2.289181556753454,3.0,2.0,-1.0,3,3,0,0.34292522793418895,-0.1412939822054704,1.2029729112965502,False
C1,Validation,month,2025-08,15,8,7,53.333333333333336,0.4258398595573795,6.3875978933606925,2.058693894465323,2.033470039596903,2.0,-1.0,2,3,0,0.36105770340491494,-0.28183323911625374,1.1335129582310128,False
C1,Validation,month,2025-09,22,11,11,50.0,0.3162278205428835,6.957012051943437,1.6641587474588897,2.0,2.0,-1.0,3,2,0,0.2978581463446626,-0.26757414629265525,0.9000297873784222,False
C1,Validation,month,2025-10,15,6,9,40.0,-0.11344892872690472,-1.7017339309035708,0.8109184521218255,3.8143370769262406,2.0,-1.0,1,3,0,0.32128203153759594,-0.7431617105405928,0.5162638530867834,False
C1,Validation,month,2025-11,8,5,3,62.5,0.6446070729030207,5.156856583224165,2.7189521944080552,1.2818601738979112,2.0,-1.0,3,1,0,0.5046477641732788,-0.3445025448766058,1.6337166906826472,False
C1,Validation,month,2025-12,14,6,8,42.857142857142854,0.19750604409819067,2.7650846173746695,1.3456355771718336,4.0,2.0,-1.0,3,3,0,0.39250697164221343,-0.5718076203205475,0.966819708516929,False
C1,Validation,month,2026-01,9,3,6,33.333333333333336,0.10141813121803711,0.912763180962334,1.1794221919346382,5.0,2.0,-1.0,2,5,0,0.484696920286533,-0.8485878325435675,1.0514240949796418,False
C1,Validation,month,2026-02,8,2,6,25.0,-0.14100156172497988,-1.128012493799839,0.7800293007936909,4.128012493799839,2.0,-1.0,1,5,0,0.47916101669066513,-1.0801571544386834,0.7981540309887237,False
C1,Validation,month,2026-03,12,3,9,25.0,-0.25459450649759807,-3.055134077971177,0.6220175851645859,3.055134077971177,2.0,-1.0,1,3,0,0.3512424094910123,-0.9430296290999822,0.4338406161047861,False
C1,Validation,month,2026-04,13,3,10,23.076923076923077,-0.4194677546290114,-5.453080810177148,0.45469191898228517,5.453080810177148,2.0,-1.0,1,4,0,0.3109436082988758,-1.0289172268948081,0.18998171763678517,False
C1,Validation,month,2026-05,5,0,5,0.0,-0.8246883780571123,-4.123441890285561,0.0,4.123441890285561,-0.1234418902855611,-1.0,0,5,0,0.17531162194288777,-1.1682991570651722,-0.48107759904905223,False
C1,Validation,month,2026-06,15,5,10,33.333333333333336,0.0034420896815174017,0.05163134522276103,1.0051899308333299,2.948368654777239,2.0,-1.0,2,3,0,0.3773291185969601,-0.7361229827685244,0.7430071621315592,False
C1,Validation,quarter,2025Q3,54,29,25,53.7037037037037,0.41423853412182055,22.36888084257831,1.9515274122368864,3.0,2.0,-1.0,3,3,0,0.18766617720509832,0.04641282679982783,0.7820642414438133,True
C1,Validation,quarter,2025Q4,37,17,20,45.945945945945944,0.1681137099917639,6.220207269695264,1.3110103634847632,4.701733930903571,2.0,-1.0,3,3,0,0.22426890423679757,-0.27145334231235935,0.6076807622958871,True
C1,Validation,quarter,2026Q1,29,8,21,27.586206896551722,-0.11277184106236839,-3.270383390808683,0.8212709002517711,9.183146571771015,2.0,-1.0,2,6,0,0.23986350040660517,-0.5829043018593145,0.3573606197345778,False
C1,Validation,quarter,2026Q2,33,8,25,24.242424242424242,-0.2886330713709075,-9.524891355239948,0.6043134629441683,12.524891355239948,2.0,-1.0,2,9,0,0.21438742591229365,-0.7088324261590031,0.13156628341718807,True
C1,Validation,rolling_3m,2025-07 to 2025-09,54,29,25,53.7037037037037,0.41423853412182055,22.36888084257831,1.9515274122368864,3.0,2.0,-1.0,3,3,0,0.18766617720509832,0.04641282679982783,0.7820642414438133,True
C1,Validation,rolling_3m,2025-08 to 2025-10,52,25,27,48.07692307692308,0.22390146181539536,11.642876014400558,1.456433134833,3.8143370769262397,2.0,-1.0,3,3,0,0.1868080545273062,-0.1422423250581248,0.5900452486889155,True
C1,Validation,rolling_3m,2025-09 to 2025-11,45,22,23,48.888888888888886,0.23138077120586734,10.41213470426403,1.4632778713527972,4.701733930903571,2.0,-1.0,3,3,0,0.20130203877538136,-0.1631712247938801,0.6259327672056147,True
C1,Validation,rolling_3m,2025-10 to 2025-12,37,17,20,45.945945945945944,0.1681137099917639,6.220207269695264,1.3110103634847632,4.701733930903571,2.0,-1.0,3,3,0,0.22426890423679757,-0.27145334231235935,0.6076807622958871,True
C1,Validation,rolling_3m,2025-11 to 2026-01,31,14,17,45.16129032258065,0.28499046392132804,8.834704381561169,1.5491747576629296,5.0,2.0,-1.0,3,5,0,0.2553950954621412,-0.21558392318446867,0.7855648510271247,True
C1,Validation,rolling_3m,2025-12 to 2026-02,31,11,20,35.483870967741936,0.08225275175926336,2.5498353045371642,1.1399835522833126,8.12801249379984,2.0,-1.0,3,6,0,0.25058988678238714,-0.4089034263342154,0.5734089298527422,True
C1,Validation,rolling_3m,2026-01 to 2026-03,29,8,21,27.586206896551722,-0.11277184106236839,-3.270383390808683,0.8212709002517711,9.183146571771015,2.0,-1.0,2,6,0,0.23986350040660517,-0.5829043018593145,0.3573606197345778,False
C1,Validation,rolling_3m,2026-02 to 2026-04,33,8,25,24.242424242424242,-0.29200689036206556,-9.636227381948164,0.5848378099065,10.636227381948164,2.0,-1.0,1,6,0,0.205593563748579,-0.6949702753092803,0.11095649458514928,True
C1,Validation,rolling_3m,2026-03 to 2026-05,30,6,24,20.0,-0.4210552259477962,-12.631656778433886,0.43116488476125786,12.631656778433886,2.0,-1.0,1,7,0,0.19514165736982447,-0.8035328743926522,-0.038577577502940275,True
C1,Validation,rolling_3m,2026-04 to 2026-06,33,8,25,24.242424242424242,-0.2886330713709075,-9.524891355239948,0.6043134629441683,12.524891355239948,2.0,-1.0,2,9,0,0.21438742591229365,-0.7088324261590031,0.13156628341718807,True
C1,Validation,rolling_6m,2025-07 to 2025-12,91,46,45,50.54945054945055,0.3141658034315777,28.58908811227357,1.6570936273616044,4.701733930903568,2.0,-1.0,3,3,0,0.14369986786034594,0.03251406242529964,0.5958175444378557,True
C1,Validation,rolling_6m,2025-08 to 2026-01,83,39,44,46.98795180722892,0.24671783609592438,20.477580395961724,1.492301240151729,5.0,2.0,-1.0,3,5,0,0.15007137740563786,-0.04742206361912585,0.5408577358109746,True
C1,Validation,rolling_6m,2025-09 to 2026-02,76,33,43,43.421052631578945,0.17055223695791044,12.961970008801194,1.3185528377526539,8.128012493799838,2.0,-1.0,3,6,0,0.15618387618346577,-0.13556816036168245,0.47667263427750334,True
C1,Validation,rolling_6m,2025-10 to 2026-03,66,25,41,37.878787878787875,0.04469430119525124,2.9498238788865816,1.0770229411802452,9.183146571771015,2.0,-1.0,3,6,0,0.16372390993972835,-0.27620456228661633,0.36559316467711883,True
C1,Validation,rolling_6m,2025-11 to 2026-04,64,22,42,34.375,-0.012523796881046809,-0.8015230003869958,0.9796039698791039,14.636227381948164,2.0,-1.0,3,6,0,0.1656353235335201,-0.33716903100674617,0.3121214372446525,True
C1,Validation,rolling_6m,2025-12 to 2026-05,61,17,44,27.868852459016395,-0.1652757618671594,-10.081821473896722,0.7505822815359308,18.759669272233726,2.0,-1.0,3,7,0,0.16144119377212857,-0.48170050166053135,0.1511489779262126,True
C1,Validation,rolling_6m,2026-01 to 2026-06,62,16,46,25.806451612903224,-0.20637539912981662,-12.79527474604863,0.6980095635558567,21.708037927010963,2.0,-1.0,2,9,0,0.15909848774873697,-0.518208435117341,0.10545763685770781,True
C1,Validation,rolling_12m,2025-07 to 2026-06,153,62,91,40.52287581699346,0.10322753834133946,15.793813366224938,1.1839094711510347,21.708037927010967,2.0,-1.0,3,9,0,0.10871150649838211,-0.10984701439548947,0.3163020910781684,True
C2,Research,month,2024-01,13,7,6,53.84615384615385,0.3872572319067373,5.034344014787584,1.839057335797931,2.26430167380989,2.0,-1.0,2,2,0,0.3861483277306886,-0.3695934904454123,1.1441079542588868,False
C2,Research,month,2024-02,9,4,5,44.44444444444444,0.211326478913849,1.901938310224641,1.4391545054386734,2.0,2.0,-1.0,1,2,0,0.467882181765161,-0.7057225973458665,1.1283755551735646,False
C2,Research,month,2024-03,10,6,4,60.0,0.5088422249382251,5.08842224938225,2.2721055623455624,2.0,2.0,-1.0,2,2,0,0.44973659307449554,-0.3726414974877862,1.3903259473642362,False
C2,Research,month,2024-04,10,4,6,40.0,-0.08478491304474196,-0.8478491304474196,0.8586918115920966,3.0,2.0,-1.0,1,3,0,0.41055463600370096,-0.8894719996119959,0.7199021735225118,False
C2,Research,month,2024-05,17,5,12,29.41176470588235,-0.21626275493838865,-3.676466833952607,0.6692941639573333,7.554979488387662,2.0,-1.0,2,6,0,0.2933563539257216,-0.791241208632803,0.3587156987560257,False
C2,Research,month,2024-06,14,9,5,64.28571428571429,0.581989499398454,8.147852991578356,3.0066604182477508,2.0,2.0,-1.0,4,2,0,0.32402056473906937,-0.05309080749012196,1.21706980628703,False
C2,Research,month,2024-07,16,5,11,31.25,0.009295262909954818,0.1487242065592771,1.0150969488295416,5.032503479625773,2.0,-1.0,1,4,0,0.35160383807310175,-0.6798482597133245,0.6984387855332342,False
C2,Research,month,2024-08,13,4,9,30.76923076923077,-0.17729617427804828,-2.3048502656146277,0.7439055260428192,4.0,2.0,-1.0,1,4,0,0.3675507292637306,-0.8976956036349604,0.5431032550788637,False
C2,Research,month,2024-09,13,9,4,69.23076923076923,0.9997987285852991,12.997383471608888,4.987456366646835,2.259567573033722,2.0,-1.0,6,3,0,0.3676774887257843,0.2791508506827618,1.7204466064878363,False
C2,Research,month,2024-10,17,11,6,64.70588235294117,0.6276990952818979,10.670884619792265,2.7784807699653773,2.0,2.0,-1.0,6,2,0,0.32302701996009,-0.005433863839878428,1.2608320544036742,False
C2,Research,month,2024-11,8,1,7,12.5,-0.5253671359406865,-4.202937087525492,0.32242790339146427,6.202937087525492,2.0,-1.0,1,7,0,0.37400101320721163,-1.2584091218268214,0.20767484994544827,False
C2,Research,month,2024-12,13,3,10,23.076923076923077,-0.24779913778006263,-3.2213887911408143,0.6205969849386769,5.976844716605795,2.0,-1.0,1,5,0,0.32946363860276673,-0.8935478694414853,0.39794959388136014,False
C2,Research,month,2025-01,10,3,7,30.0,0.028711087402829884,0.2871108740282988,1.050256685837477,3.712889125971701,2.0,-1.0,2,5,0,0.43774502559144196,-0.8292691627563963,0.8866913375620561,False
C2,Research,month,2025-02,14,6,8,42.857142857142854,0.2857142857142857,4.0,1.5,4.0,2.0,-1.0,3,4,0,0.41175810978450983,-0.5213316094633536,1.092760180891925,False
C2,Research,month,2025-03,11,7,4,63.63636363636363,0.6734605060257279,7.408065566283007,2.8520163915707517,2.0,2.0,-1.0,4,2,0,0.426065926319354,-0.16162870956020592,1.508549721611662,False
C2,Research,month,2025-04,13,5,8,38.46153846153846,0.16784110030835683,2.1819343040086387,1.342582593432242,5.369075212340567,2.0,-1.0,3,7,0,0.3755815528315789,-0.5682987432415377,0.9039809438582515,False
C2,Research,month,2025-05,18,7,11,38.888888888888886,-0.009726612571410657,-0.17507902628539185,0.984083724883146,4.0,2.0,-1.0,2,4,0,0.3115893340055326,-0.6204417072222546,0.6009884820794333,False
C2,Research,month,2025-06,10,2,8,20.0,-0.510435604561889,-5.10435604561889,0.30479672228647464,7.10435604561889,2.0,-1.0,1,6,0,0.30855007093248155,-1.1151937435895527,0.09432253446577488,False
C2,Research,quarter,2024Q1,32,17,15,53.125,0.3757720179498274,12.024704574394477,1.8390747833080903,2.26430167380989,2.0,-1.0,2,2,0,0.24106800916700422,-0.09672128001750085,0.8482653159171556,True
C2,Research,quarter,2024Q2,41,18,23,43.90243902439025,0.08837895188239825,3.6235370271783283,1.1711036791622018,7.554979488387662,2.0,-1.0,4,6,0,0.1959567956809698,-0.29569636765230256,0.47245427141709906,True
C2,Research,quarter,2024Q3,42,18,24,42.857142857142854,0.25812517648936995,10.841257412553537,1.4903140614252457,6.337353745240401,2.0,-1.0,6,4,0,0.21880280114673553,-0.17072831375823166,0.6869786667369715,True
C2,Research,quarter,2024Q4,38,15,23,39.473684210526315,0.08543575634541993,3.2465587411259573,1.156886979135885,10.179781804131288,2.0,-1.0,6,7,0,0.21096477948498846,-0.3280552114451574,0.4989267241359973,True
C2,Research,quarter,2025Q1,35,16,19,45.714285714285715,0.33414789829460867,11.695176440311304,1.6602636282052452,4.0,2.0,-1.0,4,5,0,0.24306130046745966,-0.1422522506216123,0.8105480472108296,True
C2,Research,quarter,2025Q2,41,14,27,34.146341463414636,-0.0755487992169669,-3.097500767895643,0.8746525821267271,8.64851028424485,2.0,-1.0,3,7,0,0.19603094078905084,-0.45976944316350654,0.30867184472957276,True
C2,Research,rolling_3m,2024-01 to 2024-03,32,17,15,53.125,0.3757720179498274,12.024704574394477,1.8390747833080903,2.26430167380989,2.0,-1.0,2,2,0,0.24106800916700422,-0.09672128001750085,0.8482653159171556,True
C2,Research,rolling_3m,2024-02 to 2024-04,29,14,15,48.275862068965516,0.2118107389365335,6.142511429159471,1.4286197980584476,3.772445539417313,2.0,-1.0,2,3,0,0.2503627615729344,-0.2789002737464179,0.7025217516194849,False
C2,Research,rolling_3m,2024-03 to 2024-05,37,15,22,40.54054054054054,0.015246115810330385,0.5641062849822243,1.0267133339394432,8.17973110016193,2.0,-1.0,2,6,0,0.21264275180779416,-0.4015336777329462,0.4320259093536069,True
C2,Research,rolling_3m,2024-04 to 2024-06,41,18,23,43.90243902439025,0.08837895188239825,3.6235370271783283,1.1711036791622018,7.554979488387662,2.0,-1.0,4,6,0,0.1959567956809698,-0.29569636765230256,0.47245427141709906,True
C2,Research,rolling_3m,2024-05 to 2024-07,47,19,28,40.42553191489362,0.09830022051457502,4.620110364185026,1.1845924234835057,7.554979488387662,2.0,-1.0,4,6,0,0.18905059347827283,-0.27223894270283977,0.46883938373198975,True
C2,Research,rolling_3m,2024-06 to 2024-08,43,18,25,41.86046511627907,0.1393424868028606,5.991726932523006,1.2615140773556721,6.032503479625772,2.0,-1.0,4,4,0,0.20265376411146038,-0.25785889085560176,0.536543864461323,True
