model,dimension,bucket,feature_1,value_1,feature_2,value_2,N,wins,losses,win_pct,avg_R,total_R,profit_factor,max_drawdown_R,largest_win_R,largest_loss_R,max_consecutive_wins,max_consecutive_losses,flat,sem_R,ci95_low_R,ci95_high_R,adequate_sample
Confirm,HTF_regime x score_band,Bear | 95+,htf_regime_name,Bear,score_band,95+,23,10,13,43.47826086956522,-0.07933747601188927,-1.8247619482734532,0.8433735811097448,5.663123703052268,2.0,-1.0,4,5,0,0.2185431671357597,-0.5076820835979783,0.3490071315741997,False
Confirm,HTF_regime x score_band,Neutral | 70-74,htf_regime_name,Neutral,score_band,70-74,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,False
Confirm,HTF_regime x score_band,Neutral | 75-79,htf_regime_name,Neutral,score_band,75-79,10,4,6,40.0,-0.27856532757242725,-2.7856532757242727,0.5357244540459546,2.891077818461062,2.0,-1.0,2,2,0,0.3310061533431101,-0.9273373881249231,0.37020673298006856,False
Confirm,HTF_regime x score_band,Neutral | 80-84,htf_regime_name,Neutral,score_band,80-84,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,False
Confirm,HTF_regime x score_band,Neutral | 85-89,htf_regime_name,Neutral,score_band,85-89,2,1,1,50.0,-0.03114440343312319,-0.06228880686624638,0.9377111931337536,1.0,0.9377111931337536,-1.0,1,1,0,0.9688555965668768,-1.9301013727042018,1.8678125658379554,False
Confirm,HTF_regime x score_band,Neutral | 90-94,htf_regime_name,Neutral,score_band,90-94,9,1,8,11.11111111111111,-0.7321057759659884,-6.588951983693895,0.07385646255597189,7.114396113887586,0.5254441301936904,-1.0,1,8,0,0.1850438461555474,-1.0947917144308612,-0.36941983750111546,False
Confirm,HTF_regime x score_band,Neutral | 95+,htf_regime_name,Neutral,score_band,95+,3,0,3,0.0,-0.8394221001748475,-2.5182663005245427,0.0,2.5182663005245427,-0.5182663005245425,-1.0,0,3,0,0.1605778998251525,-1.1541547838321464,-0.5246894165175486,False
Confirm,session x direction,Overnight | Long,session_name,Overnight,direction_name,Long,118,48,70,40.67796610169491,-0.08974572398711599,-10.589995430479686,0.8319200096536141,16.66509026197837,2.0,-1.0,4,6,0,0.10133689652905895,-0.2883660411840715,0.10887459320983954,True
Confirm,session x direction,Overnight | Short,session_name,Overnight,direction_name,Short,117,42,75,35.8974358974359,-0.08246843716620228,-9.648807148445666,0.8554878844124508,25.09497038111075,2.0,-1.0,7,9,0,0.10954546437374019,-0.29717754733873303,0.13224067300632847,True
Confirm,session x direction,Premarket | Long,session_name,Premarket,direction_name,Long,83,35,48,42.16867469879518,0.08304608176109891,6.89282478617121,1.1478205604658718,12.508801641781801,2.0,-1.0,7,8,0,0.14500287390337524,-0.20115955108951655,0.36725171461171435,True
Confirm,session x direction,Premarket | Short,session_name,Premarket,direction_name,Short,85,32,53,37.64705882352941,-0.060980890783473324,-5.183375716595233,0.9003369095904054,11.980853654352794,2.0,-1.0,4,7,0,0.137790288153404,-0.3310498555641451,0.2090880739971985,True
Confirm,session x direction,Open | Long,session_name,Open,direction_name,Long,31,16,15,51.61290322580645,-0.02496375194078082,-0.7738763101642054,0.9398222137715914,4.026562439643818,2.0,-1.0,3,4,0,0.17129241022936767,-0.36069687599034145,0.3107693721087798,True
Confirm,session x direction,Open | Short,session_name,Open,direction_name,Short,20,8,12,40.0,0.05505034782901706,1.1010069565803413,1.109540520013278,4.0,2.0,-1.0,2,4,0,0.2734906410054948,-0.48099130854175276,0.5910920041997869,False
Confirm,session x direction,MidAM | Long,session_name,MidAM,direction_name,Long,37,18,19,48.648648648648646,0.022753677844446138,0.8418860802445071,1.052502954058796,7.770005679135237,2.0,-1.0,5,5,0,0.17406429050342492,-0.31841233154226667,0.363919687231159,True
Confirm,session x direction,MidAM | Short,session_name,MidAM,direction_name,Short,31,13,18,41.935483870967744,-0.16503045199290445,-5.115944011780038,0.6803875852230886,7.189394820775031,2.0,-1.0,5,6,0,0.18020188518718552,-0.5182261469597881,0.18816524297397919,True
Confirm,session x direction,Midday | Long,session_name,Midday,direction_name,Long,52,26,26,50.0,-0.03400060226719824,-1.7680313178943083,0.9137196660188915,7.164960494501058,2.0,-1.0,7,6,0,0.12166192163741123,-0.2724579686765242,0.20445676414212777,True
Confirm,session x direction,Midday | Short,session_name,Midday,direction_name,Short,43,17,26,39.53488372093023,0.09929253137477612,4.269578849115373,1.1870116189142366,6.371801197441501,2.0,-1.0,3,5,0,0.19738699550210503,-0.28758597980934975,0.486171042558902,True
Confirm,session x direction,PM | Long,session_name,PM,direction_name,Long,39,11,27,28.205128205128204,-0.28615898292706443,-11.160200334155512,0.4812826948477947,14.64495648421532,2.0,-1.0,2,6,1,0.14624650262019434,-0.5728021280626454,0.00048416220851649205,True
Confirm,session x direction,PM | Short,session_name,PM,direction_name,Short,44,19,25,43.18181818181818,0.05406657724301723,2.378929398692758,1.1256467021771202,3.6872782948725775,2.0,-1.0,3,5,0,0.16300062178703303,-0.2654146414595675,0.37354779594560195,True
Confirm,session x direction,After-hours | Long,session_name,After-hours,direction_name,Long,2,1,1,50.0,-0.06245296116531568,-0.12490592233063136,0.8750940776693686,1.0,0.8750940776693686,-1.0,1,1,0,0.9375470388346842,-1.9000451572812966,1.7751392349506652,False
Confirm,session x direction,After-hours | Short,session_name,After-hours,direction_name,Short,3,3,0,100.0,1.0867729202836844,3.260318760851053,99.9,0.0,1.703840344984011,0.4675764052623223,3,0,0,0.35688024692383113,0.38728763631297547,1.7862582042543935,False
Confirm,session x score_band,Overnight | 70-74,session_name,Overnight,score_band,70-74,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,False
Confirm,session x score_band,Overnight | 75-79,session_name,Overnight,score_band,75-79,78,29,49,37.17948717948718,-0.11806210649976716,-9.208844306981838,0.7887431959738558,17.90458819321301,2.0,-1.0,6,7,0,0.12741423727835804,-0.3677940115653489,0.13166979856581462,True
Confirm,session x score_band,Overnight | 80-84,session_name,Overnight,score_band,80-84,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,False
Confirm,session x score_band,Overnight | 85-89,session_name,Overnight,score_band,85-89,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,False
Confirm,session x score_band,Overnight | 90-94,session_name,Overnight,score_band,90-94,157,61,96,38.853503184713375,-0.07025451128626439,-11.02995827194351,0.8720171308769733,23.481575551942377,2.0,-1.0,4,8,0,0.0919384986057496,-0.25045396855353363,0.10994494598100482,True
Confirm,session x score_band,Overnight | 95+,session_name,Overnight,score_band,95+,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,False
Confirm,session x score_band,Premarket | 70-74,session_name,Premarket,score_band,70-74,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,False
Confirm,session x score_band,Premarket | 75-79,session_name,Premarket,score_band,75-79,49,21,28,42.857142857142854,-0.007703569905991534,-0.3774749253935852,0.9861964391345754,5.321064998029527,2.0,-1.0,3,4,0,0.17516127213670565,-0.3510196632939346,0.33561252348195153,True
Confirm,session x score_band,Premarket | 80-84,session_name,Premarket,score_band,80-84,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,False
Confirm,session x score_band,Premarket | 85-89,session_name,Premarket,score_band,85-89,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,False
Confirm,session x score_band,Premarket | 90-94,session_name,Premarket,score_band,90-94,119,46,73,38.65546218487395,0.017537176428315673,2.086923994969565,1.0292727181541836,15.148835765996095,2.0,-1.0,6,8,0,0.12151690790125982,-0.22063596305815358,0.25571031591478494,True
Confirm,session x score_band,Premarket | 95+,session_name,Premarket,score_band,95+,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,False
Confirm,session x score_band,Open | 70-74,session_name,Open,score_band,70-74,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,False
Confirm,session x score_band,Open | 75-79,session_name,Open,score_band,75-79,28,14,14,50.0,0.09023962088752449,2.526709384850686,1.2096656136942319,5.187066212712361,2.0,-1.0,4,4,0,0.2098817168471009,-0.32112854413279324,0.5016077859078423,False
Confirm,session x score_band,Open | 80-84,session_name,Open,score_band,80-84,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,False
Confirm,session x score_band,Open | 85-89,session_name,Open,score_band,85-89,8,5,3,62.5,0.09952811336032559,0.7962249068826047,1.2654083022942015,1.0,2.0,-1.0,2,1,0,0.38225734015671947,-0.6496962733468445,0.8487525000674958,False
Confirm,session x score_band,Open | 90-94,session_name,Open,score_band,90-94,7,3,4,42.857142857142854,-0.06942272337233968,-0.48595906360637775,0.8678680814631089,1.6778324948842576,2.0,-1.0,1,2,0,0.45806901355008806,-0.9672379899305122,0.8283925431858329,False
Confirm,session x score_band,Open | 95+,session_name,Open,score_band,95+,8,2,6,25.0,-0.313730572713847,-2.509844581710776,0.3998460091407845,2.509844581710776,0.8727972916478658,-1.0,1,3,0,0.2791598003659413,-0.8608837814310919,0.2334226360033979,False
Confirm,session x score_band,MidAM | 70-74,session_name,MidAM,score_band,70-74,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,False
Confirm,session x score_band,MidAM | 75-79,session_name,MidAM,score_band,75-79,37,17,20,45.945945945945944,-0.04028349307093855,-1.4904892436247263,0.9087634968798771,5.986028694836673,2.0,-1.0,4,4,0,0.16853624021355873,-0.37061452388951366,0.2900475377476366,True
Confirm,session x score_band,MidAM | 80-84,session_name,MidAM,score_band,80-84,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,False
Confirm,session x score_band,MidAM | 85-89,session_name,MidAM,score_band,85-89,14,7,7,50.0,0.09439674266901803,1.3215543973662525,1.210738030865769,2.2710769002488504,2.0,-1.0,3,3,0,0.3096381177555851,-0.5124939681319288,0.7012874534699648,False
Confirm,session x score_band,MidAM | 90-94,session_name,MidAM,score_band,90-94,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,False
Confirm,session x score_band,MidAM | 95+,session_name,MidAM,score_band,95+,17,7,10,41.1764705882353,-0.24147782854570932,-4.105123085277058,0.5648639313204428,8.298531187977334,2.0,-1.0,2,7,0,0.23452302890326646,-0.7011429651961116,0.21818730810469295,False
Confirm,session x score_band,Midday | 70-74,session_name,Midday,score_band,70-74,2,0,2,0.0,-1.0,-2.0,0.0,2.0,-1.0,-1.0,0,2,0,0.0,-1.0,-1.0,False
Confirm,session x score_band,Midday | 75-79,session_name,Midday,score_band,75-79,64,30,34,46.875,0.08278187465549727,5.2980399779518255,1.191883078733289,7.050319335123669,2.0,-1.0,5,5,0,0.1376887369488917,-0.18708804976433044,0.35265179907532496,True
Confirm,session x score_band,Midday | 80-84,session_name,Midday,score_band,80-84,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,False
Confirm,session x score_band,Midday | 85-89,session_name,Midday,score_band,85-89,10,4,6,40.0,0.034625255632884114,0.34625255632884117,1.0816826166140283,2.1170484502729874,2.0,-1.0,2,3,0,0.3446029295911608,-0.640796486365791,0.7100469976315592,False
Confirm,session x score_band,Midday | 90-94,session_name,Midday,score_band,90-94,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,False
Confirm,session x score_band,Midday | 95+,session_name,Midday,score_band,95+,19,9,10,47.36842105263158,-0.06014447384524232,-1.142745003059604,0.8793617005508696,3.0,2.0,-1.0,4,3,0,0.2445686667059165,-0.5394990605888387,0.4192101128983541,False
Confirm,session x score_band,PM | 70-74,session_name,PM,score_band,70-74,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,False
Confirm,session x score_band,PM | 75-79,session_name,PM,score_band,75-79,48,21,26,43.75,0.044900524252454145,2.155225164117799,1.1102445682950086,4.311636300667109,2.0,-1.0,5,5,1,0.15095285797290017,-0.2509670773744302,0.3407681258793385,True
Confirm,session x score_band,PM | 80-84,session_name,PM,score_band,80-84,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,False
Confirm,session x score_band,PM | 85-89,session_name,PM,score_band,85-89,13,2,11,15.384615384615385,-0.4741040115398509,-6.163352150018062,0.3324192244708775,8.163352150018062,2.0,-1.0,1,7,0,0.264738290726083,-0.9929910613629735,0.04478303828327185,False
Confirm,session x score_band,PM | 90-94,session_name,PM,score_band,90-94,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,False
Confirm,session x score_band,PM | 95+,session_name,PM,score_band,95+,22,7,15,31.818181818181817,-0.21696108861647695,-4.773143949562493,0.5908715975109471,7.018395601304207,2.0,-1.0,2,4,0,0.20222451128480495,-0.6133211307346946,0.17939895350174073,False
Confirm,session x score_band,After-hours | 70-74,session_name,After-hours,score_band,70-74,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,False
Confirm,session x score_band,After-hours | 75-79,session_name,After-hours,score_band,75-79,5,4,1,80.0,0.6270825677040843,3.1354128385204216,4.135412838520422,1.0,1.703840344984011,-1.0,4,1,0,0.4531574845366969,-0.26110610198784157,1.5152712373960102,False
Confirm,session x score_band,After-hours | 80-84,session_name,After-hours,score_band,80-84,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,False
Confirm,session x score_band,After-hours | 85-89,session_name,After-hours,score_band,85-89,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,False
Confirm,session x score_band,After-hours | 90-94,session_name,After-hours,score_band,90-94,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,False
Confirm,session x score_band,After-hours | 95+,session_name,After-hours,score_band,95+,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,False
Confirm,direction x score_band,Long | 70-74,direction_name,Long,score_band,70-74,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,False
Confirm,direction x score_band,Long | 75-79,direction_name,Long,score_band,75-79,162,73,88,45.06172839506173,-0.0483619476314399,-7.834635516293265,0.8969444479599052,18.9985633314213,2.0,-1.0,5,5,1,0.08052519545727391,-0.20619133072769674,0.10946743546481695,True
Confirm,direction x score_band,Long | 80-84,direction_name,Long,score_band,80-84,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,False
Confirm,direction x score_band,Long | 85-89,direction_name,Long,score_band,85-89,27,11,16,40.74074074074074,-0.16239678965156443,-4.3847133205922395,0.6619784993106177,7.564622264198304,2.0,-1.0,2,4,0,0.17727736160589144,-0.5098604183991117,0.1850668390959828,False
Confirm,direction x score_band,Long | 90-94,direction_name,Long,score_band,90-94,133,55,78,41.35338345864662,0.017275787530487686,2.2976797415548624,1.0316120557873567,11.754817142456925,2.0,-1.0,4,10,0,0.10741957824885455,-0.19326658583726722,0.2278181608982426,True
Confirm,direction x score_band,Long | 95+,direction_name,Long,score_band,95+,40,16,24,40.0,-0.16901573383194954,-6.760629353277982,0.6595538900571333,11.827370711824509,2.0,-1.0,3,5,0,0.14766850076955307,-0.4584459953402735,0.12041452767637448,True
Confirm,direction x score_band,Short | 70-74,direction_name,Short,score_band,70-74,2,0,2,0.0,-1.0,-2.0,0.0,2.0,-1.0,-1.0,0,2,0,0.0,-1.0,-1.0,False
Confirm,direction x score_band,Short | 75-79,direction_name,Short,score_band,75-79,147,63,84,42.857142857142854,0.0671647238485296,9.873214405733851,1.138161339716317,12.188812958396383,2.0,-1.0,5,6,0,0.09808308740694058,-0.12507812746907393,0.2594075751661331,True
Confirm,direction x score_band,Short | 80-84,direction_name,Short,score_band,80-84,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,False
Confirm,direction x score_band,Short | 85-89,direction_name,Short,score_band,85-89,18,7,11,38.888888888888886,0.03807739061954865,0.6853930311518757,1.0701474625070835,3.0,2.0,-1.0,2,3,0,0.30027863856994974,-0.5504687409775528,0.6266235222166501,False
Confirm,direction x score_band,Short | 90-94,direction_name,Short,score_band,90-94,150,55,95,36.666666666666664,-0.07817782054756788,-11.72667308213518,0.8674498649523846,17.50561696923342,2.0,-1.0,4,6,0,0.09932566240960332,-0.27285611887039035,0.11650047777525462,True
Confirm,direction x score_band,Short | 95+,direction_name,Short,score_band,95+,26,9,17,34.61538461538461,-0.22193181793584424,-5.7702272663319505,0.6126602954615146,6.934836149940879,2.0,-1.0,2,3,0,0.19657264391404272,-0.6072142000073679,0.16335056413567947,False
