model,dimension,bucket,feature_1,value_1,feature_2,value_2,N,wins,losses,win_pct,avg_R,total_R,profit_factor,max_drawdown_R,largest_win_R,largest_loss_R,max_consecutive_wins,max_consecutive_losses,flat,sem_R,ci95_low_R,ci95_high_R,adequate_sample
BOS,HTF_regime x session,Bull | MidAM,htf_regime_name,Bull,session_name,MidAM,115,49,66,42.608695652173914,-0.016006176948359804,-1.8407103490613776,0.9678422947508282,8.702809051083554,2.0,-1.0,7,7,0,0.1044635308161061,-0.22075469734792774,0.18874234345120816,True
BOS,HTF_regime x session,Bull | Midday,htf_regime_name,Bull,session_name,Midday,141,57,84,40.42553191489362,-0.037544948523973797,-5.2938377418803055,0.9285953344709155,18.376930539858716,2.0,-1.0,5,19,0,0.09703805901499599,-0.22773954419336592,0.15264964714541832,True
BOS,HTF_regime x session,Bull | PM,htf_regime_name,Bull,session_name,PM,156,61,94,39.1025641025641,-0.16837712933866295,-26.266832176831418,0.6857953558139471,30.919162010145516,2.0,-1.0,5,8,1,0.0815925734755514,-0.3282985733507437,-0.008455685326582196,True
BOS,HTF_regime x session,Bull | After-hours,htf_regime_name,Bull,session_name,After-hours,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,False
BOS,HTF_regime x session,Bear | Overnight,htf_regime_name,Bear,session_name,Overnight,244,115,129,47.131147540983605,0.10713954376405777,26.142048678430093,1.2285962219062894,12.87977184412218,2.0,-1.0,11,8,0,0.07584526123026146,-0.04151716824725468,0.25579625577537024,True
BOS,HTF_regime x session,Bear | Premarket,htf_regime_name,Bear,session_name,Premarket,164,57,107,34.75609756097561,-0.15039865747815032,-24.66537982641665,0.7562409902189081,28.783453430667002,2.0,-1.0,5,19,0,0.0923261353836068,-0.33135788283001966,0.030560567873719025,True
BOS,HTF_regime x session,Bear | Open,htf_regime_name,Bear,session_name,Open,50,16,34,32.0,-0.36550918688236345,-18.275459344118172,0.42273410822860513,21.11311696724915,2.0,-1.0,3,11,0,0.1292869203699516,-0.6189115508074685,-0.11210682295725832,True
BOS,HTF_regime x session,Bear | MidAM,htf_regime_name,Bear,session_name,MidAM,82,37,45,45.1219512195122,-0.027506696493025673,-2.2555491124281053,0.9402710907903321,6.2903290005429895,2.0,-1.0,7,8,0,0.1128708357046787,-0.2487335344741959,0.19372014148814456,True
BOS,HTF_regime x session,Bear | Midday,htf_regime_name,Bear,session_name,Midday,96,40,56,41.666666666666664,-0.11225090943811362,-10.776087306058908,0.7889702661887261,18.116358204085024,2.0,-1.0,7,7,0,0.10752357823108154,-0.32299712277103343,0.0984953038948062,True
BOS,HTF_regime x session,Bear | PM,htf_regime_name,Bear,session_name,PM,84,37,47,44.04761904761905,0.009608825052127316,0.8071413043786946,1.0212666993740644,7.83586738040896,2.0,-1.0,4,5,0,0.11856525615952905,-0.2227790770205496,0.24199672712480425,True
BOS,HTF_regime x session,Bear | After-hours,htf_regime_name,Bear,session_name,After-hours,1,0,1,0.0,-0.2015583471116507,-0.2015583471116507,0.0,0.2015583471116507,-0.2015583471116507,-0.2015583471116507,0,1,0,,,,False
BOS,HTF_regime x session,Neutral | Overnight,htf_regime_name,Neutral,session_name,Overnight,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,False
BOS,HTF_regime x session,Neutral | Premarket,htf_regime_name,Neutral,session_name,Premarket,3,1,2,33.333333333333336,-0.4486885894040477,-1.346065768212143,0.3269671158939285,2.0,0.653934231787857,-1.0,1,2,0,0.5513114105959523,-1.5292589541721144,0.6318817753640189,False
BOS,HTF_regime x session,Neutral | Open,htf_regime_name,Neutral,session_name,Open,1,0,1,0.0,-0.3977307196153781,-0.3977307196153781,0.0,0.3977307196153781,-0.3977307196153781,-0.3977307196153781,0,1,0,,,,False
BOS,HTF_regime x session,Neutral | MidAM,htf_regime_name,Neutral,session_name,MidAM,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,False
BOS,HTF_regime x session,Neutral | Midday,htf_regime_name,Neutral,session_name,Midday,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,False
BOS,HTF_regime x session,Neutral | PM,htf_regime_name,Neutral,session_name,PM,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,False
BOS,HTF_regime x session,Neutral | After-hours,htf_regime_name,Neutral,session_name,After-hours,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,False
BOS,HTF_regime x score_band,Bull | 70-74,htf_regime_name,Bull,score_band,70-74,3,1,2,33.333333333333336,0.0,0.0,1.0,1.0,2.0,-1.0,1,1,0,1.0,-1.96,1.96,False
BOS,HTF_regime x score_band,Bull | 75-79,htf_regime_name,Bull,score_band,75-79,480,197,282,41.041666666666664,0.007465367435271338,3.5833763689302423,1.014692708751924,22.602469010514312,2.0,-1.0,5,12,1,0.05291195653197254,-0.09624206736739484,0.1111728022379375,True
BOS,HTF_regime x score_band,Bull | 80-84,htf_regime_name,Bull,score_band,80-84,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,False
BOS,HTF_regime x score_band,Bull | 85-89,htf_regime_name,Bull,score_band,85-89,83,34,49,40.963855421686745,-0.1715850672345111,-14.241560580464423,0.6902561048246261,17.877584689514695,2.0,-1.0,5,9,0,0.114042617347887,-0.3951085972363696,0.0519384627673474,True
BOS,HTF_regime x score_band,Bull | 90-94,htf_regime_name,Bull,score_band,90-94,459,195,264,42.48366013071895,0.11443676584529247,52.526475522989244,1.216758351280868,20.44354772121477,2.0,-1.0,7,9,0,0.06050165353229915,-0.00414647507801387,0.2330200067685988,True
BOS,HTF_regime x score_band,Bull | 95+,htf_regime_name,Bull,score_band,95+,117,49,68,41.88034188034188,-0.039433663562971684,-4.613738636867687,0.9232400689337901,23.650268033747388,2.0,-1.0,5,6,0,0.10305641932116177,-0.24142424543244875,0.1625569183065054,True
BOS,HTF_regime x score_band,Bear | 70-74,htf_regime_name,Bear,score_band,70-74,1,1,0,100.0,0.7892911418885523,0.7892911418885523,99.9,0.0,0.7892911418885523,0.7892911418885523,1,0,0,,,,False
BOS,HTF_regime x score_band,Bear | 75-79,htf_regime_name,Bear,score_band,75-79,333,144,189,43.24324324324324,-0.039428260059645254,-13.12961059986187,0.9228910218232108,28.105098917651087,2.0,-1.0,7,8,0,0.06074200524432968,-0.15848259033853143,0.07962607021924092,True
BOS,HTF_regime x score_band,Bear | 80-84,htf_regime_name,Bear,score_band,80-84,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,False
BOS,HTF_regime x score_band,Bear | 85-89,htf_regime_name,Bear,score_band,85-89,50,20,30,40.0,-0.17318381794550392,-8.659190897275195,0.6595444177857964,11.231599044240976,2.0,-1.0,4,5,0,0.134291367204193,-0.43639489766572215,0.09002726177471432,True
BOS,HTF_regime x score_band,Bear | 90-94,htf_regime_name,Bear,score_band,90-94,265,113,152,42.64150943396226,0.05116017849155109,13.557447300261039,1.1005204835411033,18.853903653484068,2.0,-1.0,6,10,0,0.07426675016519081,-0.09440265183222289,0.19672300881532506,True
BOS,HTF_regime x score_band,Bear | 95+,htf_regime_name,Bear,score_band,95+,72,24,48,33.333333333333336,-0.30253862358801714,-21.782780898337233,0.5004807465235965,24.240695083039796,2.0,-1.0,3,10,0,0.11240715038016241,-0.5228566383331354,-0.0822206088428988,True
BOS,HTF_regime x score_band,Neutral | 70-74,htf_regime_name,Neutral,score_band,70-74,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,False
BOS,HTF_regime x score_band,Neutral | 75-79,htf_regime_name,Neutral,score_band,75-79,3,1,2,33.333333333333336,-0.4486885894040477,-1.346065768212143,0.3269671158939285,2.0,0.653934231787857,-1.0,1,2,0,0.5513114105959523,-1.5292589541721144,0.6318817753640189,False
BOS,HTF_regime x score_band,Neutral | 80-84,htf_regime_name,Neutral,score_band,80-84,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,False
BOS,HTF_regime x score_band,Neutral | 85-89,htf_regime_name,Neutral,score_band,85-89,1,0,1,0.0,-0.3977307196153781,-0.3977307196153781,0.0,0.3977307196153781,-0.3977307196153781,-0.3977307196153781,0,1,0,,,,False
BOS,HTF_regime x score_band,Neutral | 90-94,htf_regime_name,Neutral,score_band,90-94,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,False
BOS,HTF_regime x score_band,Neutral | 95+,htf_regime_name,Neutral,score_band,95+,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,False
BOS,session x direction,Overnight | Long,session_name,Overnight,direction_name,Long,326,144,182,44.171779141104295,0.08195585637778245,26.71760917915708,1.1711067808659827,13.634405952250617,2.0,-1.0,7,7,0,0.06546247960929025,-0.04635060365642642,0.21026231641199133,True
BOS,session x direction,Overnight | Short,session_name,Overnight,direction_name,Short,291,125,166,42.955326460481096,0.09421301797940741,27.415988232007557,1.1867364073760214,14.166513827675631,2.0,-1.0,5,9,0,0.072941271058662,-0.04875187329557008,0.23717790925438492,True
BOS,session x direction,Premarket | Long,session_name,Premarket,direction_name,Long,224,87,137,38.839285714285715,-0.062256974065741766,-13.945562190726156,0.8927842682160614,17.354247844255433,2.0,-1.0,4,11,0,0.08023134407140316,-0.21951040844569195,0.09499646031420841,True
BOS,session x direction,Premarket | Short,session_name,Premarket,direction_name,Short,230,89,141,38.69565217391305,0.08593738081513197,19.765597587480354,1.147492278471689,12.826954342196998,2.0,-1.0,4,10,0,0.08994587512950508,-0.09035653443869798,0.2622312960689619,True
BOS,session x direction,Open | Long,session_name,Open,direction_name,Long,65,32,33,49.23076923076923,-0.02633901145548477,-1.71203574460651,0.9416851281154895,12.930621450069108,2.0,-1.0,7,8,0,0.11707478863237365,-0.2558055971749371,0.2031275742639676,True
BOS,session x direction,Open | Short,session_name,Open,direction_name,Short,56,21,35,37.5,-0.10943305537293026,-6.1282511008840945,0.8115805584501313,14.359767292929138,2.0,-1.0,4,7,0,0.1569590827900193,-0.4170728576413681,0.1982067468955076,True
BOS,session x direction,MidAM | Long,session_name,MidAM,direction_name,Long,104,53,51,50.96153846153846,0.13984171110939192,14.54353795537676,1.3511600233509398,5.263452136399755,2.0,-1.0,8,6,0,0.10683307090351239,-0.06955110786149238,0.3492345300802762,True
BOS,session x direction,MidAM | Short,session_name,MidAM,direction_name,Short,93,33,60,35.483870967741936,-0.20042792921361552,-18.639797416866244,0.6521615247670384,22.90425435456909,2.0,-1.0,6,9,0,0.10797172920419557,-0.41205251845383883,0.011196660026607796,True
BOS,session x direction,Midday | Long,session_name,Midday,direction_name,Long,119,51,68,42.857142857142854,-0.12483753272321503,-14.855666394062588,0.7489444756723395,19.64084635616674,2.0,-1.0,4,9,0,0.08950022940032398,-0.30025798234785006,0.050582916901419986,True
BOS,session x direction,Midday | Short,session_name,Midday,direction_name,Short,118,46,72,38.983050847457626,-0.010290327575225647,-1.2142586538766262,0.9816105052218409,16.099860770945366,2.0,-1.0,6,7,0,0.11366808662073716,-0.23307977735187047,0.2124991222014192,True
BOS,session x direction,PM | Long,session_name,PM,direction_name,Long,127,58,68,45.669291338582674,-0.04222209755491157,-5.362206389473769,0.911261458283578,17.10127561371045,2.0,-1.0,4,4,1,0.09441740484843879,-0.2272802110578516,0.14283601594802844,True
BOS,session x direction,PM | Short,session_name,PM,direction_name,Short,113,40,73,35.39823008849557,-0.17785384498211465,-20.097484482978956,0.6712020334877196,23.017535966023125,2.0,-1.0,4,9,0,0.09613361486730995,-0.3662757301220422,0.010568040157812847,True
BOS,session x direction,After-hours | Long,session_name,After-hours,direction_name,Long,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,False
BOS,session x direction,After-hours | Short,session_name,After-hours,direction_name,Short,1,0,1,0.0,-0.2015583471116507,-0.2015583471116507,0.0,0.2015583471116507,-0.2015583471116507,-0.2015583471116507,0,1,0,,,,False
BOS,session x score_band,Overnight | 70-74,session_name,Overnight,score_band,70-74,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,False
BOS,session x score_band,Overnight | 75-79,session_name,Overnight,score_band,75-79,203,79,124,38.916256157635466,-0.03534307722328677,-7.1746446763272145,0.9346309524382901,29.657861894593076,2.0,-1.0,7,12,0,0.08210090197765688,-0.19626084509949426,0.1255746906529207,True
BOS,session x score_band,Overnight | 80-84,session_name,Overnight,score_band,80-84,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,False
BOS,session x score_band,Overnight | 85-89,session_name,Overnight,score_band,85-89,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,False
BOS,session x score_band,Overnight | 90-94,session_name,Overnight,score_band,90-94,414,190,224,45.893719806763286,0.1480875412741349,61.30824208749185,1.3173200252837822,11.093334049806149,2.0,-1.0,6,11,0,0.060317124282750295,0.029865977679944325,0.2663091048683255,True
BOS,session x score_band,Overnight | 95+,session_name,Overnight,score_band,95+,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,False
BOS,session x score_band,Premarket | 70-74,session_name,Premarket,score_band,70-74,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,False
BOS,session x score_band,Premarket | 75-79,session_name,Premarket,score_band,75-79,144,58,86,40.27777777777778,0.007252462923581627,1.0443546609957544,1.013040138828344,11.695799885422531,2.0,-1.0,5,5,0,0.1031921087450241,-0.19500407021666563,0.20950899606382886,True
BOS,session x score_band,Premarket | 80-84,session_name,Premarket,score_band,80-84,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,False
BOS,session x score_band,Premarket | 85-89,session_name,Premarket,score_band,85-89,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,False
BOS,session x score_band,Premarket | 90-94,session_name,Premarket,score_band,90-94,310,118,192,38.064516129032256,0.015405421728253038,4.775680735758442,1.0259557058654893,19.31752055912615,2.0,-1.0,10,10,0,0.07444459275037098,-0.13050598006247408,0.16131682351898016,True
BOS,session x score_band,Premarket | 95+,session_name,Premarket,score_band,95+,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,False
BOS,session x score_band,Open | 70-74,session_name,Open,score_band,70-74,2,1,1,50.0,-0.10535442905572384,-0.21070885811144768,0.7892911418885523,1.0,0.7892911418885523,-1.0,1,1,0,0.8946455709442761,-1.858859748106505,1.6481508899950574,False
BOS,session x score_band,Open | 75-79,session_name,Open,score_band,75-79,49,22,27,44.89795918367347,-0.06140032497919081,-3.00861592398035,0.8786209380788588,9.996279676597226,2.0,-1.0,4,7,0,0.14890572488805623,-0.353255545759781,0.2304548958013994,True
BOS,session x score_band,Open | 80-84,session_name,Open,score_band,80-84,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,False
BOS,session x score_band,Open | 85-89,session_name,Open,score_band,85-89,32,17,15,53.125,0.024698550269530543,0.7903536086249774,1.0590604785769806,8.194836639532149,2.0,-1.0,8,4,0,0.1702598407722428,-0.30901073764406534,0.35840783818312644,True
BOS,session x score_band,Open | 90-94,session_name,Open,score_band,90-94,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,False
BOS,session x score_band,Open | 95+,session_name,Open,score_band,95+,38,13,25,34.21052631578947,-0.14240304400062587,-5.411315672023783,0.7617623686929396,10.55930347587044,2.0,-1.0,4,7,0,0.1887842449561996,-0.5124201641147771,0.22761407611352535,True
BOS,session x score_band,MidAM | 70-74,session_name,MidAM,score_band,70-74,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,False
BOS,session x score_band,MidAM | 75-79,session_name,MidAM,score_band,75-79,134,61,73,45.52238805970149,0.0517064878705472,6.9286693746533246,1.116614948355321,12.293196738019754,2.0,-1.0,8,7,0,0.09375413889944204,-0.13205162437235918,0.2354646001134536,True
BOS,session x score_band,MidAM | 80-84,session_name,MidAM,score_band,80-84,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,False
BOS,session x score_band,MidAM | 85-89,session_name,MidAM,score_band,85-89,27,10,17,37.03703703703704,-0.27685420010538325,-7.475063402845348,0.5446723640140784,7.475063402845347,2.0,-1.0,4,7,0,0.19613460911811292,-0.6612780339768846,0.10756963376611806,False
BOS,session x score_band,MidAM | 90-94,session_name,MidAM,score_band,90-94,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,False
BOS,session x score_band,MidAM | 95+,session_name,MidAM,score_band,95+,36,15,21,41.666666666666664,-0.09860737314715173,-3.5498654332974624,0.8148352196721356,9.652859866755689,2.0,-1.0,3,6,0,0.18113093551618387,-0.4536240067588721,0.25640926046456863,True
BOS,session x score_band,Midday | 70-74,session_name,Midday,score_band,70-74,2,1,1,50.0,0.5,1.0,2.0,1.0,2.0,-1.0,1,1,0,1.4999999999999998,-2.4399999999999995,3.4399999999999995,False
BOS,session x score_band,Midday | 75-79,session_name,Midday,score_band,75-79,145,61,84,42.06896551724138,0.007236905938970551,1.04935136115073,1.0142146652139294,11.58095454725256,2.0,-1.0,4,8,0,0.09678254236219394,-0.18245687709092956,0.19693068896887067,True
BOS,session x score_band,Midday | 80-84,session_name,Midday,score_band,80-84,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,False
BOS,session x score_band,Midday | 85-89,session_name,Midday,score_band,85-89,37,14,23,37.83783783783784,-0.25597675064977266,-9.471139774041589,0.5479385395307002,13.18340124993238,2.0,-1.0,6,5,0,0.1536754618033327,-0.5571806557843046,0.04522715448475939,True
BOS,session x score_band,Midday | 90-94,session_name,Midday,score_band,90-94,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,False
BOS,session x score_band,Midday | 95+,session_name,Midday,score_band,95+,53,21,32,39.62264150943396,-0.163172389340535,-8.648136635048354,0.7061466025596191,13.940154621265041,2.0,-1.0,3,7,0,0.1436199767600246,-0.44466754379018325,0.11832276510911324,True
BOS,session x score_band,PM | 70-74,session_name,PM,score_band,70-74,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,False
BOS,session x score_band,PM | 75-79,session_name,PM,score_band,75-79,141,61,79,43.262411347517734,-0.06901712621018452,-9.731414795636017,0.8575074439836403,16.48317414047521,2.0,-1.0,6,5,1,0.08804808757473223,-0.24159137785665968,0.10355712543629064,True
BOS,session x score_band,PM | 80-84,session_name,PM,score_band,80-84,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,False
BOS,session x score_band,PM | 85-89,session_name,PM,score_band,85-89,37,13,24,35.13513513513514,-0.18759660221571314,-6.941074281981386,0.667235324337421,8.941074281981386,2.0,-1.0,3,6,0,0.181186522865526,-0.5427221870321441,0.16752898260071783,True
BOS,session x score_band,PM | 90-94,session_name,PM,score_band,90-94,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,False
BOS,session x score_band,PM | 95+,session_name,PM,score_band,95+,62,24,38,38.70967741935484,-0.14172906120702128,-8.787201794835319,0.7287744780481065,15.90225120175374,2.0,-1.0,5,6,0,0.12951024438050746,-0.39556914019281586,0.1121110177787733,True
BOS,session x score_band,After-hours | 70-74,session_name,After-hours,score_band,70-74,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,False
BOS,session x score_band,After-hours | 75-79,session_name,After-hours,score_band,75-79,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,False
BOS,session x score_band,After-hours | 80-84,session_name,After-hours,score_band,80-84,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,False
BOS,session x score_band,After-hours | 85-89,session_name,After-hours,score_band,85-89,1,0,1,0.0,-0.2015583471116507,-0.2015583471116507,0.0,0.2015583471116507,-0.2015583471116507,-0.2015583471116507,0,1,0,,,,False
BOS,session x score_band,After-hours | 90-94,session_name,After-hours,score_band,90-94,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,False
BOS,session x score_band,After-hours | 95+,session_name,After-hours,score_band,95+,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,False
BOS,direction x score_band,Long | 70-74,direction_name,Long,score_band,70-74,1,1,0,100.0,0.7892911418885523,0.7892911418885523,99.9,0.0,0.7892911418885523,0.7892911418885523,1,0,0,,,,False
BOS,direction x score_band,Long | 75-79,direction_name,Long,score_band,75-79,437,201,235,45.995423340961096,0.013389290769725011,5.8511200663698295,1.02831329429477,21.71849500489836,2.0,-1.0,5,6,1,0.0520942023939493,-0.08871534592241562,0.11549392746186565,True
BOS,direction x score_band,Long | 80-84,direction_name,Long,score_band,80-84,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,False
BOS,direction x score_band,Long | 85-89,direction_name,Long,score_band,85-89,84,35,49,41.666666666666664,-0.11993812530521668,-10.074802525638201,0.7676919830195109,16.988839010516998,2.0,-1.0,7,6,0,0.11121865920150384,-0.3379266973401642,0.09805044672973083,True
BOS,direction x score_band,Long | 90-94,direction_name,Long,score_band,90-94,345,144,201,41.73913043478261,0.03994153263075576,13.779828757610739,1.0771441010622487,16.134613796115268,2.0,-1.0,6,8,0,0.06523946180999575,-0.0879278125168359,0.1678108777783474,True
BOS,direction x score_band,Long | 95+,direction_name,Long,score_band,95+,98,44,54,44.89795918367347,-0.05060980637312343,-4.959761024566096,0.8965441933385085,18.417233804749554,2.0,-1.0,7,6,0,0.10562824981087296,-0.2576411760024344,0.15642156325618756,True
BOS,direction x score_band,Short | 70-74,direction_name,Short,score_band,70-74,3,1,2,33.333333333333336,0.0,0.0,1.0,1.0,2.0,-1.0,1,1,0,1.0,-1.96,1.96,False
BOS,direction x score_band,Short | 75-79,direction_name,Short,score_band,75-79,379,141,238,37.20316622691293,-0.04417788935491714,-16.743420065513597,0.9200811335765692,24.342542884833712,2.0,-1.0,6,10,0,0.061206596984383924,-0.16414281944430964,0.07578704073447534,True
BOS,direction x score_band,Short | 80-84,direction_name,Short,score_band,80-84,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,False
BOS,direction x score_band,Short | 85-89,direction_name,Short,score_band,85-89,50,19,31,38.0,-0.26447359343433596,-13.223679671716798,0.5350661530870704,13.223679671716797,2.0,-1.0,4,6,0,0.13680859760090539,-0.5326184447321105,0.0036712578634385817,True
BOS,direction x score_band,Short | 90-94,direction_name,Short,score_band,90-94,379,164,215,43.27176781002638,0.1380055252391545,52.30409406563955,1.2633967795926677,11.137215004638012,2.0,-1.0,7,7,0,0.06731615137474838,0.00606586854464769,0.2699451819336613,True
BOS,direction x score_band,Short | 95+,direction_name,Short,score_band,95+,91,29,62,31.86813186813187,-0.23556877484218489,-21.436758510638825,0.6156406850715948,28.985340816345328,2.0,-1.0,4,10,0,0.11276565557471349,-0.4565894597686233,-0.014548089915746437,True
Retest,HTF_regime x direction,Bull | Long,htf_regime_name,Bull,direction_name,Long,339,146,191,43.067846607669615,-0.0042702834920114235,-1.4476261037918725,0.9911456201061756,25.977211082856346,2.0,-1.0,5,8,2,0.06001630683639204,-0.12190224489133981,0.11336167790731698,True
Retest,HTF_regime x direction,Bull | Short,htf_regime_name,Bull,direction_name,Short,309,128,181,41.42394822006472,0.03968223831980236,12.26181164081893,1.0764357718775528,28.37715758980685,2.0,-1.0,6,12,0,0.06902077927078999,-0.09559848905094603,0.17496296569055075,True
Retest,HTF_regime x direction,Bear | Long,htf_regime_name,Bear,direction_name,Long,194,74,119,38.144329896907216,-0.15423175005868936,-29.920959511385735,0.7178864541287359,31.283493439072547,2.0,-1.0,5,9,1,0.07485923751801063,-0.3009558555939902,-0.007507644523388535,True
Retest,HTF_regime x direction,Bear | Short,htf_regime_name,Bear,direction_name,Short,196,75,121,38.265306122448976,-0.044570906934553275,-8.735897759172442,0.916880405692025,18.07406008276273,2.0,-1.0,5,11,0,0.08361305516434116,-0.20845249505666197,0.1193106811875554,True
Retest,HTF_regime x direction,Neutral | Long,htf_regime_name,Neutral,direction_name,Long,10,4,6,40.0,0.08522670211559949,0.8522670211559948,1.1758458212704825,1.7385862521669404,2.0,-1.0,2,2,0,0.3979911463979729,-0.6948359448244273,0.8652893490556263,False
Retest,HTF_regime x direction,Neutral | Short,htf_regime_name,Neutral,direction_name,Short,13,2,11,15.384615384615385,-0.3724077805800913,-4.841301147541187,0.40096951460144953,4.841301147541187,2.0,-1.0,1,6,0,0.26601495809348946,-0.8937970984433307,0.1489815372831481,False
Retest,HTF_regime x session,Bull | Overnight,htf_regime_name,Bull,session_name,Overnight,221,94,127,42.53393665158371,-0.010500503263157976,-2.320611221157913,0.9788881499193263,14.369548755910204,2.0,-1.0,6,9,0,0.07514949368186961,-0.1577935108796224,0.13679250435330648,True
Retest,HTF_regime x session,Bull | Premarket,htf_regime_name,Bull,session_name,Premarket,163,64,99,39.263803680981596,0.08535093144437583,13.912201825433261,1.1476614186754244,14.501170491461918,2.0,-1.0,5,7,0,0.10651187014321976,-0.12341233403633489,0.29411419692508656,True
Retest,HTF_regime x session,Bull | Open,htf_regime_name,Bull,session_name,Open,44,21,23,47.72727272727273,0.1097525465939599,4.829112050134236,1.2470428310325534,5.102272409458956,2.0,-1.0,6,5,0,0.17104033196930088,-0.22548650406586984,0.4449915972537896,True
Retest,HTF_regime x session,Bull | MidAM,htf_regime_name,Bull,session_name,MidAM,65,29,36,44.61538461538461,0.05485968481491504,3.5658795129694774,1.1255849580061084,6.0681466850339,2.0,-1.0,3,5,0,0.13437248268494092,-0.20851038124756915,0.31822975087739924,True
Retest,HTF_regime x session,Bull | Midday,htf_regime_name,Bull,session_name,Midday,77,36,41,46.753246753246756,0.09580995346341231,7.377366416682748,1.224955194902182,4.963543322043936,2.0,-1.0,4,6,0,0.12641063458264187,-0.15195489031856577,0.3435747972453904,True
Retest,HTF_regime x session,Bull | PM,htf_regime_name,Bull,session_name,PM,77,29,46,37.66233766233766,-0.22629119560243344,-17.424422061387375,0.553666951903782,21.45891108022689,2.0,-1.0,4,6,2,0.10219893704005033,-0.4266011122009321,-0.025981279003934793,True
Retest,HTF_regime x session,Bull | After-hours,htf_regime_name,Bull,session_name,After-hours,1,1,0,100.0,0.8746590143526219,0.8746590143526219,99.9,0.0,0.8746590143526219,0.8746590143526219,1,0,0,,,,False
Retest,HTF_regime x session,Bear | Overnight,htf_regime_name,Bear,session_name,Overnight,139,59,79,42.44604316546763,-0.010987064689663472,-1.5272019918632225,0.9783895035093618,18.11910696640165,2.0,-1.0,7,7,1,0.09682916267561867,-0.20077222353387608,0.17879809415454911,True
Retest,HTF_regime x session,Bear | Premarket,htf_regime_name,Bear,session_name,Premarket,89,30,59,33.70786516853933,-0.1227696614946168,-10.926499873020894,0.8058343547953444,17.20790918082718,2.0,-1.0,3,8,0,0.13132099297154112,-0.38015880771883737,0.1346194847296038,True
Retest,HTF_regime x session,Bear | Open,htf_regime_name,Bear,session_name,Open,27,10,17,37.03703703703704,-0.20571235744560884,-5.5542336510314385,0.5902830068686313,6.664948749548418,2.0,-1.0,3,7,0,0.1738545453101627,-0.5464672662535277,0.13504255136231003,False
Retest,HTF_regime x session,Bear | MidAM,htf_regime_name,Bear,session_name,MidAM,37,13,24,35.13513513513514,-0.20618927400145973,-7.62900313805401,0.5809770283473146,9.535959474123084,2.0,-1.0,3,5,0,0.15040874856305378,-0.5009904211850451,0.08861187318212568,True
