t,match,reason_a,reason_b,eff_a,eff_b,overlap_a,upper_a,upper_b,session
352,True,TAKE_EXISTING_CONTINUATION,TAKE_EXISTING_CONTINUATION,0.155425,0.155425,0.385426,29430.5,29430.5,globex
353,True,TAKE_EXISTING_CONTINUATION,TAKE_EXISTING_CONTINUATION,0.045455,0.045455,0.365642,29430.5,29430.5,globex
354,True,TAKE,TAKE,0.220126,0.220126,0.356117,29430.5,29430.5,globex
355,True,TAKE,TAKE,0.267974,0.267974,0.39234,29430.5,29430.5,globex
356,True,TAKE,TAKE,0.524823,0.524823,0.422039,29430.5,29430.5,globex
357,True,TAKE,TAKE,0.585139,0.585139,0.439619,29430.5,29430.5,globex
358,True,TAKE,TAKE,0.542169,0.542169,0.425448,29430.5,29430.5,globex
359,True,TAKE,TAKE,0.48265,0.48265,0.42812,29425.5,29425.5,globex
360,True,TAKE,TAKE,0.26087,0.26087,0.443791,29422.5,29422.5,globex
361,True,TAKE_EXISTING_CONTINUATION,TAKE_EXISTING_CONTINUATION,0.215789,0.215789,0.433002,29422.5,29422.5,globex
362,True,TAKE_EXISTING_CONTINUATION,TAKE_EXISTING_CONTINUATION,0.184,0.184,0.413823,29419.25,29419.25,globex
363,True,TAKE_EXISTING_CONTINUATION,TAKE_EXISTING_CONTINUATION,0.273118,0.273118,0.413823,29440.0,29440.0,globex
364,True,SKIP_LATE_MOVE,SKIP_LATE_MOVE,0.220619,0.220619,0.417649,29452.0,29452.0,globex
365,True,SKIP_LATE_MOVE,SKIP_LATE_MOVE,0.177419,0.177419,0.394544,29452.0,29452.0,globex
366,True,SKIP_LATE_MOVE,SKIP_LATE_MOVE,0.226891,0.226891,0.399358,29452.0,29452.0,globex
367,True,SKIP_LATE_MOVE,SKIP_LATE_MOVE,0.214137,0.214137,0.421898,29452.0,29452.0,globex
368,True,SKIP_LATE_MOVE,SKIP_LATE_MOVE,0.104651,0.104651,0.390709,29452.0,29452.0,globex
369,True,SKIP_LATE_MOVE,SKIP_LATE_MOVE,0.130268,0.130268,0.381815,29452.0,29452.0,globex
370,True,TAKE,TAKE,0.065868,0.065868,0.384091,29452.0,29452.0,globex
371,True,TAKE,TAKE,0.047445,0.047445,0.352831,29452.0,29452.0,globex
372,True,SKIP_NO_TREND,SKIP_NO_TREND,0.017921,0.017921,0.365942,29452.0,29452.0,globex
373,True,SKIP_NO_TREND,SKIP_NO_TREND,0.022388,0.022388,0.388265,29452.0,29452.0,globex
374,True,TAKE,TAKE,0.090253,0.090253,0.359135,29452.0,29452.0,globex
375,True,SKIP_NO_TREND,SKIP_NO_TREND,0.024306,0.024306,0.363138,29452.0,29452.0,globex
376,True,SKIP_NO_TREND,SKIP_NO_TREND,0.027875,0.027875,0.378139,29452.0,29452.0,globex
377,True,TAKE,TAKE,0.048253,0.048253,0.357154,29452.0,29452.0,globex
378,True,TAKE,TAKE,0.099678,0.099678,0.382903,29452.0,29452.0,globex
379,True,TAKE,TAKE,0.233898,0.233898,0.377485,29452.0,29452.0,globex
380,True,TAKE,TAKE,0.238095,0.238095,0.391199,29452.0,29452.0,globex
381,True,TAKE,TAKE,0.586057,0.586057,0.407697,29452.0,29452.0,globex
382,True,TAKE,TAKE,0.578714,0.578714,0.426118,29452.0,29452.0,globex
383,True,TAKE,TAKE,0.575893,0.575893,0.41948,29435.75,29435.75,globex
384,True,TAKE,TAKE,0.573034,0.573034,0.439566,29425.25,29425.25,globex
385,True,TAKE,TAKE,0.60084,0.60084,0.439714,29425.25,29425.25,globex
386,True,TAKE,TAKE,0.617706,0.617706,0.419097,29425.25,29425.25,globex
387,True,TAKE,TAKE,0.592275,0.592275,0.446707,29416.5,29416.5,globex
388,True,TAKE,TAKE,0.50813,0.50813,0.444939,29413.75,29413.75,globex
389,True,TAKE,TAKE,0.519841,0.519841,0.450619,29411.5,29411.5,globex
390,True,TAKE,TAKE,0.469298,0.469298,0.448294,29407.75,29407.75,globex
391,True,TAKE,TAKE,0.456522,0.456522,0.444833,29402.25,29402.25,globex
392,True,TAKE,TAKE,0.425287,0.425287,0.447743,29400.5,29400.5,globex
393,True,TAKE,TAKE,0.144068,0.144068,0.44643,29396.25,29396.25,globex
394,True,TAKE_EXISTING_CONTINUATION,TAKE_EXISTING_CONTINUATION,0.238532,0.238532,0.426464,29396.25,29396.25,globex
395,True,TAKE,TAKE,0.17,0.17,0.419021,29393.5,29393.5,globex
396,True,PASS_SIDEWAYS_WIDE_RANGE,PASS_SIDEWAYS_WIDE_RANGE,0.102703,0.102703,0.466579,29381.5,29381.5,globex
397,True,TAKE,TAKE,0.087912,0.087912,0.436629,29380.5,29380.5,globex
398,True,SKIP_NO_TREND,SKIP_NO_TREND,0.02029,0.02029,0.442313,29372.0,29372.0,globex
399,True,TAKE,TAKE,0.059524,0.059524,0.447037,29372.0,29372.0,globex
400,True,PASS_SIDEWAYS_WIDE_RANGE,PASS_SIDEWAYS_WIDE_RANGE,0.156627,0.156627,0.456247,29372.0,29372.0,globex
401,True,PASS_SIDEWAYS_WIDE_RANGE,PASS_SIDEWAYS_WIDE_RANGE,0.096774,0.096774,0.452933,29372.0,29372.0,globex
402,True,PASS_SIDEWAYS_WIDE_RANGE,PASS_SIDEWAYS_WIDE_RANGE,0.099415,0.099415,0.459776,29366.75,29366.75,globex
403,True,TAKE,TAKE,0.142061,0.142061,0.446984,29366.5,29366.5,globex
404,True,PASS_SIDEWAYS_WIDE_RANGE,PASS_SIDEWAYS_WIDE_RANGE,0.076923,0.076923,0.477524,29366.5,29366.5,globex
405,True,SKIP_FALSE_BREAK,SKIP_FALSE_BREAK,0.258242,0.258242,0.484441,29366.5,29366.5,globex
406,True,TAKE_EXISTING_CONTINUATION,TAKE_EXISTING_CONTINUATION,0.318681,0.318681,0.459086,29366.5,29366.5,globex
407,True,TAKE_EXISTING_CONTINUATION,TAKE_EXISTING_CONTINUATION,0.333333,0.333333,0.443483,29370.0,29370.0,globex
408,True,TAKE_EXISTING_CONTINUATION,TAKE_EXISTING_CONTINUATION,0.421488,0.421488,0.429762,29382.0,29382.0,globex
409,True,TAKE_EXISTING_CONTINUATION,TAKE_EXISTING_CONTINUATION,0.447514,0.447514,0.438666,29382.0,29382.0,globex
410,True,TAKE_EXISTING_CONTINUATION,TAKE_EXISTING_CONTINUATION,0.331522,0.331522,0.45882,29384.25,29384.25,globex
411,True,TAKE_EXISTING_CONTINUATION,TAKE_EXISTING_CONTINUATION,0.362694,0.362694,0.451126,29384.25,29384.25,globex
412,True,PASS_SIDEWAYS_WIDE_RANGE,PASS_SIDEWAYS_WIDE_RANGE,0.214058,0.214058,0.458274,29384.25,29384.25,globex
413,True,PASS_SIDEWAYS_WIDE_RANGE,PASS_SIDEWAYS_WIDE_RANGE,0.154574,0.154574,0.468974,29384.25,29384.25,globex
414,True,PASS_SIDEWAYS_WIDE_RANGE,PASS_SIDEWAYS_WIDE_RANGE,0.109091,0.109091,0.465556,29384.25,29384.25,globex
415,True,PASS_SIDEWAYS_WIDE_RANGE,PASS_SIDEWAYS_WIDE_RANGE,0.16568,0.16568,0.46176,29384.25,29384.25,globex
416,True,SKIP_FALSE_BREAK,SKIP_FALSE_BREAK,0.270517,0.270517,0.501551,29384.25,29384.25,globex
417,True,TAKE_EXISTING_CONTINUATION,TAKE_EXISTING_CONTINUATION,0.279279,0.279279,0.496665,29384.25,29384.25,globex
418,True,TAKE_EXISTING_CONTINUATION,TAKE_EXISTING_CONTINUATION,0.344444,0.344444,0.477205,29384.25,29384.25,globex
419,True,TAKE_EXISTING_CONTINUATION,TAKE_EXISTING_CONTINUATION,0.382857,0.382857,0.477153,29390.25,29390.25,globex
420,True,TAKE_EXISTING_CONTINUATION,TAKE_EXISTING_CONTINUATION,0.384615,0.384615,0.484384,29394.0,29394.0,globex
421,True,TAKE_EXISTING_CONTINUATION,TAKE_EXISTING_CONTINUATION,0.501502,0.501502,0.505277,29394.0,29394.0,globex
422,True,TAKE_EXISTING_CONTINUATION,TAKE_EXISTING_CONTINUATION,0.676647,0.676647,0.496871,29394.25,29394.25,globex
423,True,TAKE_EXISTING_CONTINUATION,TAKE_EXISTING_CONTINUATION,0.635135,0.635135,0.466471,29402.0,29402.0,globex
424,True,TAKE_EXISTING_CONTINUATION,TAKE_EXISTING_CONTINUATION,0.421053,0.421053,0.48914,29403.75,29403.75,globex
425,True,TAKE_EXISTING_CONTINUATION,TAKE_EXISTING_CONTINUATION,0.40339,0.40339,0.498236,29404.0,29404.0,globex
426,True,SKIP_LATE_MOVE,SKIP_LATE_MOVE,0.151943,0.151943,0.499159,29404.0,29404.0,globex
427,True,PASS_FALSE_BREAK,PASS_FALSE_BREAK,0.096774,0.096774,0.492063,29404.0,29404.0,globex
428,True,PASS_FALSE_BREAK,PASS_FALSE_BREAK,0.187097,0.187097,0.487391,29404.0,29404.0,globex
429,True,SKIP_FALSE_BREAK,SKIP_FALSE_BREAK,0.322368,0.322368,0.470406,29404.0,29404.0,globex
430,True,PASS_FALSE_BREAK,PASS_FALSE_BREAK,0.192182,0.192182,0.474233,29404.0,29404.0,globex
431,True,PASS_FALSE_BREAK,PASS_FALSE_BREAK,0.166124,0.166124,0.493917,29404.0,29404.0,globex
432,True,PASS_SIDEWAYS_WIDE_RANGE,PASS_SIDEWAYS_WIDE_RANGE,0.169935,0.169935,0.471987,29404.0,29404.0,globex
433,True,SKIP_LATE_MOVE,SKIP_LATE_MOVE,0.295238,0.295238,0.455266,29404.0,29404.0,globex
434,True,TAKE,TAKE,0.331325,0.331325,0.41649,29404.0,29404.0,globex
435,True,TAKE_EXISTING_CONTINUATION,TAKE_EXISTING_CONTINUATION,0.321101,0.321101,0.385129,29406.5,29406.5,globex
436,True,TAKE_EXISTING_CONTINUATION,TAKE_EXISTING_CONTINUATION,0.204611,0.204611,0.394631,29408.0,29408.0,globex
437,True,TAKE_EXISTING_CONTINUATION,TAKE_EXISTING_CONTINUATION,0.171171,0.171171,0.412924,29408.0,29408.0,globex
438,True,SKIP_LATE_MOVE,SKIP_LATE_MOVE,0.15727,0.15727,0.421065,29408.0,29408.0,globex
439,True,SKIP_LATE_MOVE,SKIP_LATE_MOVE,0.136778,0.136778,0.428014,29408.0,29408.0,globex
440,True,SKIP_NO_TREND,SKIP_NO_TREND,0.040462,0.040462,0.418565,29408.0,29408.0,globex
441,True,PASS_FALSE_BREAK,PASS_FALSE_BREAK,0.006061,0.006061,0.451271,29408.0,29408.0,globex
442,True,PASS_FALSE_BREAK,PASS_FALSE_BREAK,0.067073,0.067073,0.47206,29408.0,29408.0,globex
443,True,PASS_SIDEWAYS_WIDE_RANGE,PASS_SIDEWAYS_WIDE_RANGE,0.02,0.02,0.476033,29408.0,29408.0,globex
444,True,PASS_SIDEWAYS_WIDE_RANGE,PASS_SIDEWAYS_WIDE_RANGE,0.045455,0.045455,0.493683,29408.0,29408.0,globex
445,True,PASS_SIDEWAYS_WIDE_RANGE,PASS_SIDEWAYS_WIDE_RANGE,0.240924,0.240924,0.515881,29408.0,29408.0,globex
446,True,SKIP_FALSE_BREAK,SKIP_FALSE_BREAK,0.265993,0.265993,0.52749,29408.0,29408.0,globex
447,True,PASS_SIDEWAYS_WIDE_RANGE,PASS_SIDEWAYS_WIDE_RANGE,0.129151,0.129151,0.546051,29408.5,29408.5,globex
448,True,PASS_SIDEWAYS_WIDE_RANGE,PASS_SIDEWAYS_WIDE_RANGE,0.066667,0.066667,0.547574,29408.5,29408.5,globex
449,True,PASS_FALSE_BREAK,PASS_FALSE_BREAK,0.101215,0.101215,0.542311,29408.5,29408.5,globex
450,True,PASS_SIDEWAYS_WIDE_RANGE,PASS_SIDEWAYS_WIDE_RANGE,0.119342,0.119342,0.522628,29409.25,29409.25,globex
451,True,TAKE,TAKE,0.297101,0.297101,0.52627,29409.25,29409.25,globex
452,True,TAKE,TAKE,0.267925,0.267925,0.521405,29413.75,29413.75,globex
453,True,TAKE_RANGE_ESCAPE_RETEST,TAKE_RANGE_ESCAPE_RETEST,0.224,0.224,0.53566,29416.0,29416.0,globex
454,True,TAKE_RANGE_ESCAPE_RETEST,TAKE_RANGE_ESCAPE_RETEST,0.182186,0.182186,0.55718,29419.25,29419.25,globex
455,True,TAKE_EXISTING_CONTINUATION,TAKE_EXISTING_CONTINUATION,0.330317,0.330317,0.547986,29419.25,29419.25,globex
456,True,TAKE_RANGE_ESCAPE_RETEST,TAKE_RANGE_ESCAPE_RETEST,0.168142,0.168142,0.542594,29419.25,29419.25,globex
457,True,SKIP_FALSE_BREAK,SKIP_FALSE_BREAK,0.280335,0.280335,0.539612,29419.25,29419.25,globex
458,True,TAKE_EXISTING_CONTINUATION,TAKE_EXISTING_CONTINUATION,0.422819,0.422819,0.497168,29419.25,29419.25,globex
459,True,TAKE_EXISTING_CONTINUATION,TAKE_EXISTING_CONTINUATION,0.555556,0.555556,0.487845,29438.25,29438.25,globex
460,True,TAKE_EXISTING_CONTINUATION,TAKE_EXISTING_CONTINUATION,0.596091,0.596091,0.449604,29438.25,29438.25,globex
461,True,TAKE_EXISTING_CONTINUATION,TAKE_EXISTING_CONTINUATION,0.606557,0.606557,0.450029,29446.25,29446.25,globex
462,True,TAKE,TAKE,0.681416,0.681416,0.427906,29446.5,29446.5,rth
463,True,TAKE,TAKE,0.7,0.7,0.41653,29458.5,29458.5,rth
464,True,SKIP_LATE_MOVE,SKIP_LATE_MOVE,0.567416,0.567416,0.4162,29472.0,29472.0,rth
465,True,SKIP_LATE_MOVE,SKIP_LATE_MOVE,0.322275,0.322275,0.431996,29472.0,29472.0,rth
466,True,SKIP_LATE_MOVE,SKIP_LATE_MOVE,0.42735,0.42735,0.433938,29472.0,29472.0,rth
467,True,TAKE,TAKE,0.530864,0.530864,0.408593,29472.0,29472.0,rth
468,True,TAKE,TAKE,0.591141,0.591141,0.409015,29498.75,29498.75,rth
469,True,TAKE,TAKE,0.523654,0.523654,0.435511,29498.75,29498.75,rth
470,True,TAKE,TAKE,0.5,0.5,0.459966,29498.75,29498.75,rth
471,True,TAKE,TAKE,0.490401,0.490401,0.500226,29499.25,29499.25,rth
472,True,SKIP_LATE_MOVE,SKIP_LATE_MOVE,0.460036,0.460036,0.513496,29499.25,29499.25,rth
473,True,SKIP_LATE_MOVE,SKIP_LATE_MOVE,0.42461,0.42461,0.516598,29499.25,29499.25,rth
474,True,SKIP_FALSE_BREAK,SKIP_FALSE_BREAK,0.48125,0.48125,0.537795,29499.25,29499.25,rth
475,True,SKIP_LATE_MOVE,SKIP_LATE_MOVE,0.462963,0.462963,0.549583,29503.75,29503.75,rth
476,True,SKIP_LATE_MOVE,SKIP_LATE_MOVE,0.279661,0.279661,0.537559,29503.75,29503.75,rth
477,True,SKIP_LATE_MOVE,SKIP_LATE_MOVE,0.257642,0.257642,0.58005,29503.75,29503.75,rth
478,True,SKIP_LATE_MOVE,SKIP_LATE_MOVE,0.12963,0.12963,0.596202,29503.75,29503.75,rth
479,True,SKIP_LATE_MOVE,SKIP_LATE_MOVE,0.191646,0.191646,0.632999,29503.75,29503.75,rth
480,True,SKIP_LATE_MOVE,SKIP_LATE_MOVE,0.126597,0.126597,0.614318,29503.75,29503.75,rth
481,True,SKIP_LATE_MOVE,SKIP_LATE_MOVE,0.125581,0.125581,0.625731,29503.75,29503.75,rth
482,True,TAKE,TAKE,0.165372,0.165372,0.621264,29503.75,29503.75,rth
483,True,SKIP_LATE_MOVE,SKIP_LATE_MOVE,0.179775,0.179775,0.609534,29513.75,29513.75,rth
484,True,SKIP_LATE_MOVE,SKIP_LATE_MOVE,0.248514,0.248514,0.597325,29513.75,29513.75,rth
485,True,SKIP_FALSE_BREAK,SKIP_FALSE_BREAK,0.248514,0.248514,0.598118,29513.75,29513.75,rth
486,True,SKIP_FALSE_BREAK,SKIP_FALSE_BREAK,0.181347,0.181347,0.613872,29513.75,29513.75,rth
487,True,TAKE,TAKE,0.161804,0.161804,0.601267,29518.0,29518.0,rth
488,True,TAKE,TAKE,0.275905,0.275905,0.57994,29523.75,29523.75,rth
489,True,TAKE,TAKE,0.256637,0.256637,0.553987,29538.25,29538.25,rth
490,True,TAKE,TAKE,0.268657,0.268657,0.534987,29547.25,29547.25,rth
491,True,TAKE,TAKE,0.065078,0.065078,0.50198,29547.25,29547.25,rth
492,True,TAKE,TAKE,0.039705,0.039705,0.496071,29547.25,29547.25,rth
493,True,TAKE,TAKE,0.135545,0.135545,0.466583,29547.25,29547.25,rth
494,True,TAKE,TAKE,0.12476,0.12476,0.443206,29547.25,29547.25,rth
495,True,TAKE,TAKE,0.065574,0.065574,0.4548,29547.25,29547.25,rth
496,True,TAKE,TAKE,0.107561,0.107561,0.455865,29547.25,29547.25,rth
497,True,TAKE,TAKE,0.045558,0.045558,0.447574,29547.25,29547.25,rth
498,True,TAKE,TAKE,0.185185,0.185185,0.426277,29547.25,29547.25,rth
499,True,TAKE,TAKE,0.121751,0.121751,0.448717,29547.25,29547.25,rth
500,True,TAKE,TAKE,0.179856,0.179856,0.444121,29547.25,29547.25,rth
501,True,TAKE,TAKE,0.32381,0.32381,0.440361,29547.25,29547.25,rth
502,True,TAKE,TAKE,0.334375,0.334375,0.432593,29547.25,29547.25,rth
503,True,TAKE,TAKE,0.324881,0.324881,0.41798,29547.25,29547.25,rth
504,True,TAKE,TAKE,0.431507,0.431507,0.413245,29547.25,29547.25,rth
505,True,TAKE,TAKE,0.513514,0.513514,0.423068,29547.25,29547.25,rth
506,True,TAKE,TAKE,0.535649,0.535649,0.44277,29547.25,29547.25,rth
507,True,TAKE,TAKE,0.782258,0.782258,0.472722,29547.25,29547.25,rth
508,True,TAKE,TAKE,0.782258,0.782258,0.500147,29547.25,29547.25,rth
509,True,TAKE,TAKE,0.740157,0.740157,0.514806,29543.75,29543.75,rth
510,True,TAKE,TAKE,0.330357,0.330357,0.520654,29469.5,29469.5,rth
511,True,TAKE,TAKE,0.422222,0.422222,0.51642,29469.5,29469.5,rth
512,True,TAKE,TAKE,0.329897,0.329897,0.530385,29464.5,29464.5,rth
513,True,TAKE,TAKE,0.312169,0.312169,0.547368,29460.5,29460.5,rth
514,True,SKIP_NO_TREND,SKIP_NO_TREND,0.073892,0.073892,0.547953,29458.0,29458.0,rth
515,True,SKIP_NO_TREND,SKIP_NO_TREND,0.073892,0.073892,0.515594,29457.5,29457.5,rth
516,True,SKIP_CHOP,SKIP_CHOP,0.210084,0.210084,0.507397,29455.0,29455.0,rth
517,True,TAKE,TAKE,0.193133,0.193133,0.492765,29454.0,29454.0,rth
518,True,TAKE,TAKE,0.203463,0.203463,0.460059,29454.0,29454.0,rth
519,True,TAKE,TAKE,0.188034,0.188034,0.476725,29454.0,29454.0,rth
520,True,SKIP_CHOP,SKIP_CHOP,0.118644,0.118644,0.485222,29452.25,29452.25,rth
521,True,TAKE,TAKE,0.16129,0.16129,0.477175,29452.25,29452.25,rth
522,True,TAKE,TAKE,0.119342,0.119342,0.488145,29452.25,29452.25,rth
523,True,TAKE,TAKE,0.142857,0.142857,0.476805,29452.25,29452.25,rth
524,True,SKIP_NO_TREND,SKIP_NO_TREND,0.007407,0.007407,0.457026,29452.25,29452.25,rth
525,True,TAKE_EXISTING_CONTINUATION,TAKE_EXISTING_CONTINUATION,0.132686,0.132686,0.441237,29452.25,29452.25,globex
526,True,TAKE_EXISTING_CONTINUATION,TAKE_EXISTING_CONTINUATION,0.224913,0.224913,0.410101,29458.5,29458.5,globex
527,True,SKIP_LATE_MOVE,SKIP_LATE_MOVE,0.18,0.18,0.407038,29459.25,29459.25,globex
528,True,SKIP_NO_TREND,SKIP_NO_TREND,0.022951,0.022951,0.376275,29459.25,29459.25,globex
529,True,TAKE,TAKE,0.081967,0.081967,0.376275,29459.25,29459.25,globex
530,True,SKIP_NO_TREND,SKIP_NO_TREND,0.047619,0.047619,0.359562,29459.25,29459.25,globex
531,True,SKIP_NO_TREND,SKIP_NO_TREND,0.009967,0.009967,0.348666,29459.25,29459.25,globex
532,True,SKIP_NO_TREND,SKIP_NO_TREND,0.020134,0.020134,0.342563,29459.25,29459.25,globex
533,True,TAKE_EXISTING_CONTINUATION,TAKE_EXISTING_CONTINUATION,0.010169,0.010169,0.336802,29459.25,29459.25,globex
534,True,TAKE_EXISTING_CONTINUATION,TAKE_EXISTING_CONTINUATION,0.006897,0.006897,0.345728,29459.25,29459.25,globex
535,True,SKIP_LATE_MOVE,SKIP_LATE_MOVE,0.196721,0.196721,0.35531,29459.25,29459.25,globex
536,True,TAKE,TAKE,0.140625,0.140625,0.386146,29459.25,29459.25,globex
537,True,SKIP_LATE_MOVE,SKIP_LATE_MOVE,0.202899,0.202899,0.409304,29459.25,29459.25,globex
538,True,SKIP_LATE_MOVE,SKIP_LATE_MOVE,0.188192,0.188192,0.392989,29459.25,29459.25,globex
539,True,TAKE_EXISTING_CONTINUATION,TAKE_EXISTING_CONTINUATION,0.166667,0.166667,0.388252,29459.25,29459.25,globex
