entry_time_ct,architecture,signal_type,direction,python_entry_price,python_stop,python_target,bar_open,bar_high,bar_low,bar_close,bar_atr,marker_y_expected
2018-01-09 10:15:00-06:00,MOMENTUM_DISPLACEMENT,CONTINUATION_LONG,Long,6676.589187206398,6670.3430620189865,6695.327562768631,6675.25,6682.25,6674.75,6678.25,8.328166916548463,belowbar
2018-01-09 14:30:00-06:00,MOMENTUM_DISPLACEMENT,CONTINUATION_SHORT,Short,6677.0,6682.111970061019,6661.6640898169435,6669.75,6681.25,6669.75,6677.0,6.815960081357851,abovebar
2018-01-09 14:45:00-06:00,DISPLACEMENT_FAILURE_REVERSAL,REVERSAL_LONG,Long,6670.25,6664.91388494334,6683.590287641649,6677.0,6677.0,6666.0,6670.25,7.114820075546575,belowbar
2018-01-09 17:45:00-06:00,DISPLACEMENT_FAILURE_REVERSAL,REVERSAL_LONG,Long,6665.25,6660.979960912106,6675.9250977197335,6665.75,6667.25,6664.5,6665.25,5.693385450524209,belowbar
2018-01-10 10:30:00-06:00,MOMENTUM_DISPLACEMENT,CONTINUATION_SHORT,Short,6633.25,6641.111110132268,6609.666669603197,6632.5,6637.0,6628.75,6633.25,10.48148017635659,abovebar
2018-01-10 11:00:00-06:00,DISPLACEMENT_FAILURE_REVERSAL,REVERSAL_LONG,Long,6636.0,6628.327346365545,6655.181634086137,6638.5,6639.5,6633.25,6636.0,10.230204845940122,belowbar
2018-01-10 13:15:00-06:00,MOMENTUM_DISPLACEMENT,CONTINUATION_SHORT,Short,6637.801150633993,6645.145815861541,6615.767154951346,6640.75,6643.75,6630.0,6632.5,9.792886970064837,abovebar
2018-01-11 10:00:00-06:00,MOMENTUM_DISPLACEMENT,CONTINUATION_LONG,Long,6668.5,6663.524739438962,6683.425781683115,6667.5,6673.25,6666.25,6668.5,6.633680748050819,belowbar
2018-01-11 12:00:00-06:00,MOMENTUM_DISPLACEMENT,CONTINUATION_LONG,Long,6690.25,6685.052023485551,6705.843929543346,6691.0,6694.0,6687.0,6690.25,6.930635352598328,belowbar
2018-01-11 12:30:00-06:00,DISPLACEMENT_FAILURE_REVERSAL,REVERSAL_SHORT,Short,6687.956441002973,6692.86694116084,6675.680190608307,6688.75,6689.0,6684.25,6687.75,6.5473335438220275,abovebar
2018-01-11 17:30:00-06:00,DISPLACEMENT_FAILURE_REVERSAL,REVERSAL_SHORT,Short,6702.25,6706.437444073731,6691.781389815673,6701.75,6703.0,6700.75,6702.25,5.583258764975099,abovebar
2018-01-12 09:45:00-06:00,MOMENTUM_DISPLACEMENT,CONTINUATION_LONG,Long,6735.75,6729.14929724217,6755.5521082734895,6734.5,6739.5,6731.25,6735.75,8.800937010439677,belowbar
2018-01-12 14:15:00-06:00,MOMENTUM_DISPLACEMENT,CONTINUATION_SHORT,Short,6741.75,6747.296364362819,6725.110906911543,6737.25,6744.5,6737.0,6741.75,7.395152483758678,abovebar
2018-01-12 14:45:00-06:00,DISPLACEMENT_FAILURE_REVERSAL,REVERSAL_LONG,Long,6742.847407016349,6737.093143866776,6757.233064890283,6744.5,6755.0,6741.5,6746.5,7.672350866098044,belowbar
2018-01-15 10:00:00-06:00,MOMENTUM_DISPLACEMENT,CONTINUATION_LONG,Long,6761.25,6757.869701080344,6771.390896758967,6764.25,6764.5,6759.25,6761.25,4.507065226207429,belowbar
2018-01-15 10:15:00-06:00,DISPLACEMENT_FAILURE_REVERSAL,REVERSAL_SHORT,Short,6761.174293477379,6764.473856759917,6752.925385271035,6761.25,6763.0,6760.0,6760.5,4.399417710049756,abovebar
2018-01-15 17:15:00-06:00,DISPLACEMENT_FAILURE_REVERSAL,REVERSAL_LONG,Long,6757.25,6753.9204214484635,6765.573946378841,6762.0,6764.5,6757.0,6757.25,4.439438068714785,belowbar
2018-01-16 10:15:00-06:00,MOMENTUM_DISPLACEMENT,CONTINUATION_SHORT,Short,6789.25,6797.713593294825,6763.859220115525,6776.25,6790.5,6773.25,6789.25,11.284791059766395,abovebar
2018-01-16 10:30:00-06:00,DISPLACEMENT_FAILURE_REVERSAL,REVERSAL_LONG,Long,6779.0,6770.230234797663,6800.924413005843,6789.25,6795.0,6778.0,6779.0,11.69302026978308,belowbar
2018-01-16 13:00:00-06:00,MOMENTUM_DISPLACEMENT,CONTINUATION_SHORT,Short,6744.75,6754.180951248438,6716.457146254686,6747.5,6751.0,6737.25,6744.75,12.574601664583836,abovebar
2018-01-16 14:15:00-06:00,DISPLACEMENT_FAILURE_REVERSAL,REVERSAL_LONG,Long,6738.335800052431,6727.278442544424,6765.979193822449,6739.75,6747.0,6730.5,6745.0,14.743143344009056,belowbar
2018-01-17 10:00:00-06:00,MOMENTUM_DISPLACEMENT,CONTINUATION_LONG,Long,6758.771538856721,6750.719750390268,6782.926904256081,6757.0,6768.5,6751.0,6768.25,10.73571795527088,belowbar
2018-01-17 13:15:00-06:00,MOMENTUM_DISPLACEMENT,CONTINUATION_LONG,Long,6795.5,6788.150092346991,6817.549722959026,6796.75,6801.0,6795.5,6795.5,9.79987687067846,belowbar
2018-01-18 09:45:00-06:00,MOMENTUM_DISPLACEMENT,CONTINUATION_LONG,Long,6792.75,6785.539755301853,6814.380734094441,6798.75,6804.0,6792.75,6792.75,9.613659597529457,belowbar
2018-01-18 10:00:00-06:00,DISPLACEMENT_FAILURE_REVERSAL,REVERSAL_SHORT,Short,6802.0,6809.391655791136,6783.52086052216,6792.5,6802.5,6789.5,6802.0,9.855541054848782,abovebar
2018-01-18 15:30:00-06:00,MOMENTUM_DISPLACEMENT,CONTINUATION_SHORT,Short,6793.25,6800.237886072795,6772.286341781615,6794.5,6796.5,6790.0,6793.25,9.31718143039339,abovebar
2018-01-18 17:15:00-06:00,DISPLACEMENT_FAILURE_REVERSAL,REVERSAL_LONG,Long,6802.2825783988455,6795.707478835459,6818.720327307311,6801.5,6806.0,6801.25,6805.75,8.76679941784777,belowbar
2018-01-19 11:00:00-06:00,MOMENTUM_DISPLACEMENT,CONTINUATION_SHORT,Short,6808.75,6816.634611337126,6785.096165988621,6804.5,6811.0,6804.25,6808.75,10.512815116168312,abovebar
2018-01-19 11:30:00-06:00,DISPLACEMENT_FAILURE_REVERSAL,REVERSAL_LONG,Long,6809.76904711793,6802.2837189752045,6828.482367474745,6811.5,6816.75,6809.5,6815.75,9.980437523634922,belowbar
2018-01-19 13:15:00-06:00,MOMENTUM_DISPLACEMENT,CONTINUATION_LONG,Long,6820.25,6813.844178601141,6839.467464196578,6819.75,6824.0,6818.75,6820.25,8.541095198478974,belowbar
2018-01-22 10:00:00-06:00,MOMENTUM_DISPLACEMENT,CONTINUATION_SHORT,Short,6863.25,6868.911397531294,6846.265807406118,6858.5,6866.5,6857.5,6863.25,7.548530041725759,abovebar
2018-01-22 10:15:00-06:00,DISPLACEMENT_FAILURE_REVERSAL,REVERSAL_LONG,Long,6859.75,6854.091202292369,6873.8969942690765,6863.5,6866.5,6859.0,6859.75,7.545063610173919,belowbar
2018-01-22 15:00:00-06:00,MOMENTUM_DISPLACEMENT,CONTINUATION_LONG,Long,6900.231872947124,6894.291150636793,6918.0540398781195,6899.0,6914.25,6898.5,6912.0,7.920963080441843,belowbar
2018-01-23 13:15:00-06:00,MOMENTUM_DISPLACEMENT,CONTINUATION_SHORT,Short,6950.126572325099,6957.227229346732,6928.824601260199,6951.25,6951.25,6932.5,6945.0,9.467542695510504,abovebar
2018-01-23 14:15:00-06:00,DISPLACEMENT_FAILURE_REVERSAL,REVERSAL_SHORT,Short,6953.75,6960.926882423856,6935.807793940359,6945.5,6954.25,6945.0,6953.75,9.569176565141492,abovebar
2018-01-24 10:15:00-06:00,MOMENTUM_DISPLACEMENT,CONTINUATION_SHORT,Short,6930.8609147635525,6939.851865517383,6903.888062502061,6932.25,6944.25,6924.5,6930.75,11.987934338440613,abovebar
2018-01-24 12:30:00-06:00,MOMENTUM_DISPLACEMENT,CONTINUATION_LONG,Long,6901.481391082016,6888.378846046549,6940.789026188415,6895.75,6915.25,6895.75,6913.5,17.4700600472881,belowbar
2018-01-26 09:45:00-06:00,MOMENTUM_DISPLACEMENT,CONTINUATION_LONG,Long,6962.25,6955.561569158927,6982.315292523218,6960.5,6967.75,6956.5,6962.25,8.917907788096718,belowbar
2018-01-26 13:30:00-06:00,MOMENTUM_DISPLACEMENT,CONTINUATION_SHORT,Short,6978.25,6984.798864877898,6958.603405366305,6973.25,6984.5,6970.25,6978.25,8.731819837197905,abovebar
2018-01-26 14:00:00-06:00,DISPLACEMENT_FAILURE_REVERSAL,REVERSAL_LONG,Long,6980.112597556311,6973.288257432,6997.173447867088,6980.5,6993.75,6978.5,6993.25,9.099120165747175,belowbar
2018-01-29 09:45:00-06:00,MOMENTUM_DISPLACEMENT,CONTINUATION_SHORT,Short,6975.25,6983.645435942267,6950.063692173199,6967.25,6979.5,6967.25,6975.25,11.19391458968949,abovebar
2018-01-29 12:00:00-06:00,MOMENTUM_DISPLACEMENT,CONTINUATION_LONG,Long,7001.6797297585845,6993.035183225587,7027.613369357576,6998.25,7005.25,6997.25,7003.0,11.526062043995504,belowbar
2018-01-30 10:00:00-06:00,MOMENTUM_DISPLACEMENT,CONTINUATION_LONG,Long,6938.740851444829,6927.420636025483,6972.701497702867,6935.25,6950.25,6932.75,6946.25,15.093620559128281,belowbar
2018-01-30 11:00:00-06:00,DISPLACEMENT_FAILURE_REVERSAL,REVERSAL_SHORT,Short,6926.0,6937.775862859015,6896.560342852461,6920.75,6928.0,6916.0,6926.0,15.701150478687598,abovebar
2018-01-30 14:15:00-06:00,MOMENTUM_DISPLACEMENT,CONTINUATION_LONG,Long,6927.731363176022,6916.959369628726,6960.04734381791,6925.25,6930.25,6921.75,6928.25,14.362658063060882,belowbar
2018-01-31 09:45:00-06:00,MOMENTUM_DISPLACEMENT,CONTINUATION_SHORT,Short,6952.358842122451,6959.449048769665,6931.088222180811,6953.25,6959.5,6943.0,6948.75,9.453608862951626,abovebar
2018-01-31 10:45:00-06:00,DISPLACEMENT_FAILURE_REVERSAL,REVERSAL_LONG,Long,6929.25,6921.321350035114,6949.071624912215,6941.5,6942.75,6928.25,6929.25,10.57153328651503,belowbar
2018-01-31 14:30:00-06:00,MOMENTUM_DISPLACEMENT,CONTINUATION_LONG,Long,6930.350854543096,6919.710974689393,6962.270494104205,6927.5,6949.75,6926.75,6945.75,14.186506471604343,belowbar
2018-02-01 10:45:00-06:00,MOMENTUM_DISPLACEMENT,CONTINUATION_LONG,Long,6949.25,6938.152092335053,6982.543722994842,6947.75,6950.5,6944.5,6949.25,14.797210219929775,belowbar
2018-02-01 12:45:00-06:00,MOMENTUM_DISPLACEMENT,CONTINUATION_SHORT,Short,6937.181511039811,6947.488844869695,6906.25950955016,6938.75,6941.25,6920.25,6921.75,13.743111773178706,abovebar
2018-02-02 09:45:00-06:00,MOMENTUM_DISPLACEMENT,CONTINUATION_LONG,Long,6837.25,6822.803761964787,6880.58871410564,6840.25,6845.25,6831.25,6837.25,19.2616507136181,belowbar
2018-02-02 11:30:00-06:00,MOMENTUM_DISPLACEMENT,CONTINUATION_LONG,Long,6840.25,6825.91597641571,6883.252070752869,6838.75,6841.75,6831.25,6840.25,19.112031445719968,belowbar
2018-02-02 12:00:00-06:00,DISPLACEMENT_FAILURE_REVERSAL,REVERSAL_SHORT,Short,6824.223525651469,6838.082007721596,6789.577320476151,6823.0,6825.5,6814.0,6819.75,18.477976093503447,abovebar
2018-02-05 11:15:00-06:00,MOMENTUM_DISPLACEMENT,CONTINUATION_SHORT,Short,6714.75,6731.223949928622,6665.328150214135,6718.75,6720.75,6699.5,6714.75,21.965266571495583,abovebar
2018-02-05 11:45:00-06:00,DISPLACEMENT_FAILURE_REVERSAL,REVERSAL_LONG,Long,6719.5,6703.209961541137,6760.225096147157,6730.5,6737.25,6718.75,6719.5,21.720051278483435,belowbar
2018-02-05 13:00:00-06:00,MOMENTUM_DISPLACEMENT,CONTINUATION_LONG,Long,6694.0,6675.726138105577,6748.821585683269,6717.0,6719.25,6689.0,6694.0,24.365149192564758,belowbar
2018-02-06 11:15:00-06:00,MOMENTUM_DISPLACEMENT,CONTINUATION_LONG,Long,6523.4107079993155,6484.871848718368,6639.027285842159,6518.25,6546.5,6498.0,6543.5,51.38514570793057,belowbar
2018-02-06 13:45:00-06:00,MOMENTUM_DISPLACEMENT,CONTINUATION_LONG,Long,6533.459863220132,6497.136708651351,6642.429326926476,6528.75,6591.0,6525.25,6584.5,48.430872758374505,belowbar
2018-02-07 10:00:00-06:00,MOMENTUM_DISPLACEMENT,CONTINUATION_LONG,Long,6677.01085971903,6659.805765247213,6728.626143134483,6670.75,6695.25,6668.0,6694.25,22.940125962423306,belowbar
2018-02-07 10:30:00-06:00,DISPLACEMENT_FAILURE_REVERSAL,REVERSAL_SHORT,Short,6681.25,6698.185770233353,6638.910574416618,6679.25,6683.75,6664.5,6681.25,22.58102697780377,abovebar
2018-02-07 12:15:00-06:00,MOMENTUM_DISPLACEMENT,CONTINUATION_SHORT,Short,6600.5,6621.223437288648,6538.329688134057,6579.25,6610.0,6564.0,6600.5,27.63124971819719,abovebar
2018-02-07 13:00:00-06:00,DISPLACEMENT_FAILURE_REVERSAL,REVERSAL_LONG,Long,6604.365758902404,6582.818057837113,6658.235011565632,6622.25,6623.25,6592.5,6615.0,28.730268087055112,belowbar
2018-02-08 12:45:00-06:00,MOMENTUM_DISPLACEMENT,CONTINUATION_LONG,Long,6460.5,6433.258272966137,6542.2251811015885,6458.75,6474.5,6445.5,6460.5,36.32230271181738,belowbar
2018-02-08 13:30:00-06:00,DISPLACEMENT_FAILURE_REVERSAL,REVERSAL_SHORT,Short,6427.295041245767,6454.584039712749,6359.072545078312,6424.25,6429.0,6401.25,6409.0,36.385331289308596,abovebar
2018-02-08 15:00:00-06:00,MOMENTUM_DISPLACEMENT,CONTINUATION_SHORT,Short,6291.25,6323.6935331690975,6193.919400492708,6283.0,6323.75,6282.25,6291.25,43.25804422546308,abovebar
2018-02-09 09:45:00-06:00,MOMENTUM_DISPLACEMENT,CONTINUATION_SHORT,Short,6313.25,6340.536991607775,6231.389025176674,6312.0,6337.25,6266.0,6313.25,36.38265547703377,abovebar
2018-02-09 11:45:00-06:00,MOMENTUM_DISPLACEMENT,CONTINUATION_SHORT,Short,6240.0,6274.722681495949,6135.831955512154,6166.0,6241.0,6151.0,6240.0,46.29690866126424,abovebar
2018-02-09 12:00:00-06:00,DISPLACEMENT_FAILURE_REVERSAL,REVERSAL_LONG,Long,6185.75,6149.636974325191,6276.032564187023,6240.0,6242.5,6170.25,6185.75,48.15070089974537,belowbar
2018-02-12 10:00:00-06:00,MOMENTUM_DISPLACEMENT,CONTINUATION_LONG,Long,6460.807472651516,6441.3625738284545,6519.142169120701,6456.0,6473.25,6442.75,6469.75,25.926531764081528,belowbar
2018-02-12 14:15:00-06:00,MOMENTUM_DISPLACEMENT,CONTINUATION_LONG,Long,6534.75,6517.833284464412,6585.500146606764,6539.25,6548.5,6531.75,6534.75,22.55562071411754,belowbar
2018-02-13 10:30:00-06:00,MOMENTUM_DISPLACEMENT,CONTINUATION_SHORT,Short,6494.0256124086945,6507.106168848143,6454.783943090349,6497.25,6505.5,6485.5,6491.5,17.44074191926524,abovebar
2018-02-13 11:00:00-06:00,DISPLACEMENT_FAILURE_REVERSAL,REVERSAL_LONG,Long,6506.246283178218,6493.374846758489,6538.4248742275395,6504.75,6513.0,6499.75,6512.75,17.161915226305233,belowbar
2018-02-13 12:15:00-06:00,DISPLACEMENT_FAILURE_REVERSAL,REVERSAL_LONG,Long,6505.5619057444255,6492.086133595748,6539.25133611612,6508.0,6533.75,6501.5,6522.75,17.967696198236876,belowbar
2018-02-13 12:15:00-06:00,MOMENTUM_DISPLACEMENT,CONTINUATION_LONG,Long,6510.1869057444255,6496.711133595748,6550.614222190458,6508.0,6533.75,6501.5,6522.75,17.967696198236876,belowbar
2018-02-14 11:00:00-06:00,MOMENTUM_DISPLACEMENT,CONTINUATION_SHORT,Short,6599.25,6617.54788139632,6544.35635581104,6589.0,6601.75,6587.5,6599.25,24.39717519509369,abovebar
2018-02-14 11:45:00-06:00,DISPLACEMENT_FAILURE_REVERSAL,REVERSAL_LONG,Long,6604.041006432638,6585.916140205336,6649.353172000892,6609.0,6625.5,6601.25,6621.75,24.16648830306882,belowbar
2018-02-14 14:15:00-06:00,MOMENTUM_DISPLACEMENT,CONTINUATION_LONG,Long,6658.75,6643.90876528074,6703.273704157779,6665.25,6669.75,6654.0,6658.75,19.78831295901266,belowbar
2018-02-14 14:45:00-06:00,DISPLACEMENT_FAILURE_REVERSAL,REVERSAL_SHORT,Short,6661.75,6676.0802610589535,6625.924347352617,6654.5,6671.0,6653.75,6661.75,19.107014745271126,abovebar
2018-02-15 09:45:00-06:00,MOMENTUM_DISPLACEMENT,CONTINUATION_SHORT,Short,6677.766845048018,6691.73881703504,6635.850929086952,6681.25,6696.25,6660.75,6662.75,18.62929598269608,abovebar
2018-02-15 15:00:00-06:00,MOMENTUM_DISPLACEMENT,CONTINUATION_LONG,Long,6784.911633028175,6772.187760153385,6823.083251652544,6783.0,6799.0,6777.5,6796.5,16.96516383305306,belowbar
2018-02-16 10:15:00-06:00,MOMENTUM_DISPLACEMENT,CONTINUATION_LONG,Long,6801.0,6789.231982377985,6836.304052866044,6813.5,6814.0,6800.5,6801.0,15.690690162685806,belowbar
2018-02-16 10:30:00-06:00,DISPLACEMENT_FAILURE_REVERSAL,REVERSAL_SHORT,Short,6803.75,6815.2265520775845,6775.058619806039,6801.25,6808.5,6798.25,6803.75,15.302069436779677,abovebar
2018-02-16 12:30:00-06:00,MOMENTUM_DISPLACEMENT,CONTINUATION_SHORT,Short,6789.75,6803.687762894087,6747.936711317738,6772.75,6793.5,6755.5,6789.75,18.58368385878337,abovebar
2018-02-16 12:45:00-06:00,DISPLACEMENT_FAILURE_REVERSAL,REVERSAL_LONG,Long,6771.0,6756.611363026918,6806.971592432705,6789.75,6790.5,6763.5,6771.0,19.1848492974417,belowbar
2018-02-19 09:45:00-06:00,MOMENTUM_DISPLACEMENT,CONTINUATION_LONG,Long,6749.25,6742.4299487357175,6769.710153792847,6761.25,6763.0,6744.5,6749.25,9.093401685709432,belowbar
2018-02-19 10:15:00-06:00,DISPLACEMENT_FAILURE_REVERSAL,REVERSAL_SHORT,Short,6755.5,6762.700707467672,6737.498231330819,6745.75,6758.5,6745.0,6755.5,9.60094329022905,abovebar
2018-02-20 10:30:00-06:00,MOMENTUM_DISPLACEMENT,CONTINUATION_LONG,Long,6806.0,6794.6841479423065,6839.947556173081,6809.75,6812.5,6800.75,6806.0,15.087802743591599,belowbar
2018-02-20 12:45:00-06:00,MOMENTUM_DISPLACEMENT,CONTINUATION_LONG,Long,6819.21145457575,6808.31025306606,6851.915059104822,6814.0,6824.0,6810.5,6820.25,14.534935346253793,belowbar
2018-02-20 13:15:00-06:00,DISPLACEMENT_FAILURE_REVERSAL,REVERSAL_SHORT,Short,6805.95568457499,6817.380381284876,6777.393942800275,6797.0,6808.0,6795.5,6797.0,15.232928946514749,abovebar
2018-02-20 15:00:00-06:00,DISPLACEMENT_FAILURE_REVERSAL,REVERSAL_LONG,Long,6762.350388809289,6747.642323887454,6799.120551113877,6765.25,6777.5,6759.75,6770.75,19.610753229113545,belowbar
2018-02-21 10:15:00-06:00,MOMENTUM_DISPLACEMENT,CONTINUATION_SHORT,Short,6834.25,6843.573479867092,6806.279560398724,6814.75,6835.0,6813.75,6834.25,12.431306489456166,abovebar
2018-02-21 12:00:00-06:00,MOMENTUM_DISPLACEMENT,CONTINUATION_LONG,Long,6819.25,6809.820775403791,6847.537673788626,6822.25,6824.25,6817.0,6819.25,12.572299461612149,belowbar
2018-02-22 10:15:00-06:00,MOMENTUM_DISPLACEMENT,CONTINUATION_LONG,Long,6804.25,6792.676413819824,6838.970758540528,6804.0,6808.0,6798.0,6804.25,15.431448240234122,belowbar
2018-02-22 12:15:00-06:00,MOMENTUM_DISPLACEMENT,CONTINUATION_SHORT,Short,6763.25,6775.918918252101,6725.243245243696,6756.75,6769.25,6752.0,6763.25,16.891891002802208,abovebar
2018-02-22 13:00:00-06:00,DISPLACEMENT_FAILURE_REVERSAL,REVERSAL_LONG,Long,6755.333025295649,6741.76374198666,6789.256233568123,6757.25,6767.5,6752.5,6758.5,18.092377745319403,belowbar
2018-02-22 14:15:00-06:00,DISPLACEMENT_FAILURE_REVERSAL,REVERSAL_LONG,Long,6751.5,6737.052429614252,6787.61892596437,6753.0,6762.5,6742.0,6751.5,19.263427180997642,belowbar
2018-02-23 09:45:00-06:00,MOMENTUM_DISPLACEMENT,CONTINUATION_LONG,Long,6798.25,6789.915000421402,6823.254998735795,6797.0,6800.0,6789.0,6798.25,11.113332771464695,belowbar
2018-02-23 11:30:00-06:00,MOMENTUM_DISPLACEMENT,CONTINUATION_SHORT,Short,6814.5,6823.033890441496,6788.898328675513,6814.0,6821.5,6813.5,6814.5,11.378520588661102,abovebar
2018-02-23 11:30:00-06:00,DISPLACEMENT_FAILURE_REVERSAL,REVERSAL_SHORT,Short,6814.5,6823.033890441496,6793.16527389626,6814.0,6821.5,6813.5,6814.5,11.378520588661102,abovebar
2018-02-26 10:15:00-06:00,MOMENTUM_DISPLACEMENT,CONTINUATION_LONG,Long,6940.5904768372875,6932.446977434753,6965.020975044892,6937.25,6945.0,6934.75,6943.75,10.857999203380164,belowbar
2018-02-26 13:15:00-06:00,MOMENTUM_DISPLACEMENT,CONTINUATION_LONG,Long,6958.75,6951.421282549156,6980.736152352532,6964.0,6966.0,6957.25,6958.75,9.771623267792652,belowbar
2018-02-27 09:45:00-06:00,MOMENTUM_DISPLACEMENT,CONTINUATION_SHORT,Short,6952.672198804485,6963.64706427325,6919.747602398188,6959.5,6961.75,6929.5,6937.0,14.633153958353883,abovebar
2018-02-27 12:00:00-06:00,MOMENTUM_DISPLACEMENT,CONTINUATION_LONG,Long,6933.75,6920.521900577858,6973.434298266426,6938.0,6942.75,6931.75,6933.75,17.63746589618952,belowbar
2018-02-27 13:00:00-06:00,DISPLACEMENT_FAILURE_REVERSAL,REVERSAL_SHORT,Short,6927.377477675877,6940.632543861732,6894.23981221124,6925.25,6930.0,6909.75,6923.75,17.67342158113986,abovebar
2018-02-28 09:45:00-06:00,MOMENTUM_DISPLACEMENT,CONTINUATION_SHORT,Short,6923.641310864635,6933.183967343072,6895.013341429322,6926.0,6927.75,6893.75,6905.75,12.72354197124976,abovebar
2018-02-28 11:00:00-06:00,DISPLACEMENT_FAILURE_REVERSAL,REVERSAL_SHORT,Short,6900.858596147565,6912.537062387168,6871.662430548557,6899.0,6905.5,6894.0,6899.5,15.57128831947112,abovebar
2018-02-28 13:45:00-06:00,MOMENTUM_DISPLACEMENT,CONTINUATION_SHORT,Short,6914.672533839599,6926.8102445995355,6878.25940155979,6917.25,6920.5,6899.0,6903.0,16.18361434658207,abovebar
2018-03-01 10:00:00-06:00,MOMENTUM_DISPLACEMENT,CONTINUATION_SHORT,Short,6827.75,6846.916975130122,6770.249074609633,6817.5,6838.25,6812.75,6827.75,25.55596684016292,abovebar
2018-03-01 11:00:00-06:00,DISPLACEMENT_FAILURE_REVERSAL,REVERSAL_LONG,Long,6821.5,6802.00110366276,6870.2472408430995,6844.5,6847.0,6815.25,6821.5,25.99852844965361,belowbar
2018-03-01 12:45:00-06:00,MOMENTUM_DISPLACEMENT,CONTINUATION_SHORT,Short,6730.789039731564,6751.369834458168,6669.046655551752,6733.75,6735.0,6703.25,6703.5,27.441059635472065,abovebar
2018-03-01 13:30:00-06:00,DISPLACEMENT_FAILURE_REVERSAL,REVERSAL_LONG,Long,6692.599637284895,6670.1289490508025,6748.776357870126,6717.75,6724.5,6691.75,6718.25,29.960917645456313,belowbar
2018-03-02 09:45:00-06:00,MOMENTUM_DISPLACEMENT,CONTINUATION_LONG,Long,6683.25,6666.271879554854,6734.184361335437,6704.75,6709.0,6683.25,6683.25,22.63749392686135,belowbar
2018-03-02 10:00:00-06:00,DISPLACEMENT_FAILURE_REVERSAL,REVERSAL_SHORT,Short,6683.25,6700.073433270492,6641.191416823769,6683.5,6693.25,6673.5,6683.25,22.431244360656965,abovebar
2018-03-02 12:15:00-06:00,MOMENTUM_DISPLACEMENT,CONTINUATION_SHORT,Short,6716.75,6735.372443867467,6660.8826683975985,6722.0,6735.25,6715.5,6716.75,24.82992515662253,abovebar
2018-03-02 13:15:00-06:00,DISPLACEMENT_FAILURE_REVERSAL,REVERSAL_LONG,Long,6741.8711587306525,6723.268446142181,6788.37794020183,6752.0,6758.75,6736.0,6743.25,24.803616784628694,belowbar
2018-03-05 09:45:00-06:00,MOMENTUM_DISPLACEMENT,CONTINUATION_LONG,Long,6789.0122321751605,6775.373472383862,6829.9285115490575,6786.0,6801.25,6775.75,6800.5,18.18501305506488,belowbar
2018-03-05 13:15:00-06:00,MOMENTUM_DISPLACEMENT,CONTINUATION_SHORT,Short,6849.25,6862.3161049941045,6810.051685017686,6842.25,6853.75,6833.25,6849.25,17.421473325472128,abovebar
2018-03-06 10:00:00-06:00,MOMENTUM_DISPLACEMENT,CONTINUATION_SHORT,Short,6878.5,6889.90052891473,6844.29841325581,6873.5,6882.75,6867.25,6878.5,15.200705219639854,abovebar
