calendar_date,window_id,direction,liquidity_type,liquidity_price,sweep_time,sweep_extreme,displacement_time,displacement_atr,mss_time,mss_level,fvg_created,fvg_low,fvg_high,fvg_mid,retrace_time,entry_time,entry_price,entry_location,stop,outcome_r,exit_reason,mfe_3m,mae_3m,mfe_5m,mae_5m,mfe_10m,mae_10m,mfe_15m,mae_15m,mfe_30m,mae_30m,mfe_60m,mae_60m,plus_0.5R_before_minus_1R,plus_1.0R_before_minus_1R,plus_1.5R_before_minus_1R,plus_2.0R_before_minus_1R,plus_2.5R_before_minus_1R,plus_3.0R_before_minus_1R,atr,year
2017-10-19,SB1,LONG,PRIOR_SESSION_LOW,6108.0,2017-10-19 02:30:00-05:00,6102.25,2017-10-19 02:33:00-05:00,1.4482758620689655,2017-10-19 02:33:00-05:00,6104.25,2017-10-19 02:34:00-05:00,6103.75,6104.0,6103.875,2017-10-19 02:34:00-05:00,2017-10-19 02:35:00-05:00,6104.25,FVG_TOUCH,6102.25,-1.0,STOP,0.0,3.0,0.0,5.75,0.0,7.0,0.0,8.0,0.0,49.25,0.0,49.25,0.0,0.0,0.0,0.0,0.0,0.0,1.5357142857142858,2017
2017-11-09,SB2,LONG,SWING_LOW,6314.75,2017-11-09 09:54:00-06:00,6303.75,2017-11-09 09:54:00-06:00,0.813953488372093,2017-11-09 09:54:00-06:00,6304.75,2017-11-09 09:54:00-06:00,6303.25,6303.75,6303.5,2017-11-09 09:54:00-06:00,2017-11-09 09:55:00-06:00,6306.5,FVG_TOUCH,6303.75,-1.0,STOP,2.25,3.0,6.0,3.0,6.0,3.0,6.0,3.0,6.0,20.0,6.0,34.25,0.0,0.0,0.0,0.0,0.0,0.0,3.0714285714285716,2017
2017-11-14,SB2,LONG,SWING_LOW,6316.5,2017-11-14 09:15:00-06:00,6278.5,2017-11-14 09:15:00-06:00,1.0256410256410255,2017-11-14 09:15:00-06:00,6279.25,2017-11-14 09:15:00-06:00,6277.5,6278.5,6278.0,2017-11-14 09:15:00-06:00,2017-11-14 09:16:00-06:00,6283.5,FVG_TOUCH,6278.5,-1.0,STOP,6.0,3.0,6.0,3.0,6.0,4.5,6.0,7.75,17.25,8.25,17.25,8.25,1.0,1.0,0.0,0.0,0.0,0.0,4.75,2017
2017-11-15,SB1,LONG,SESSION_LOW_PRE_WINDOW,6264.25,2017-11-15 02:17:00-06:00,6262.75,2017-11-15 02:17:00-06:00,0.7706422018348624,2017-11-15 02:17:00-06:00,6263.5,2017-11-15 02:18:00-06:00,6263.5,6264.5,6264.0,2017-11-15 02:18:00-06:00,2017-11-15 02:19:00-06:00,6264.75,FVG_TOUCH,6262.75,-1.0,STOP,3.0,0.25,3.5,0.25,3.5,0.5,3.5,1.75,3.5,2.75,3.5,4.0,1.0,1.0,1.0,0.0,0.0,0.0,1.5714285714285714,2017
2017-11-15,SB1,LONG,SWING_LOW,6318.5,2017-11-15 02:45:00-06:00,6263.75,2017-11-15 02:45:00-06:00,1.135135135135135,2017-11-15 02:47:00-06:00,6266.0,2017-11-15 02:47:00-06:00,6265.5,6265.75,6265.625,2017-11-15 02:47:00-06:00,2017-11-15 02:48:00-06:00,6267.0,FVG_TOUCH,6263.75,-1.0,STOP,0.25,2.75,0.25,3.25,0.25,3.5,0.25,6.25,0.75,6.25,0.75,10.75,0.0,0.0,0.0,0.0,0.0,0.0,1.25,2017
2017-11-29,SB2,LONG,PRIOR_SESSION_LOW,6388.75,2017-11-29 09:00:00-06:00,6370.25,2017-11-29 09:01:00-06:00,1.125874125874126,2017-11-29 09:09:00-06:00,6382.25,2017-11-29 09:10:00-06:00,6381.25,6382.25,6381.75,2017-11-29 09:10:00-06:00,2017-11-29 09:11:00-06:00,6385.0,FVG_TOUCH,6370.25,-1.0,STOP,1.75,13.75,1.75,39.25,1.75,50.75,1.75,64.25,1.75,64.25,1.75,74.5,0.0,0.0,0.0,0.0,0.0,0.0,4.5,2017
2017-11-29,SB2,LONG,SESSION_LOW_PRE_WINDOW,6381.25,2017-11-29 09:25:00-06:00,6322.75,2017-11-29 09:27:00-06:00,1.0264765784114054,2017-11-29 09:29:00-06:00,6335.5,2017-11-29 09:36:00-06:00,6335.0,6342.25,6338.625,2017-11-29 09:36:00-06:00,2017-11-29 09:37:00-06:00,6345.75,FVG_TOUCH,6322.75,-1.0,STOP,6.25,4.25,7.0,5.75,7.25,9.0,7.25,18.25,7.25,35.25,7.25,38.25,0.0,0.0,0.0,0.0,0.0,0.0,7.071428571428571,2017
2017-12-20,SB2,LONG,OVERNIGHT_LOW,6476.0,2017-12-20 09:29:00-06:00,6474.5,2017-12-20 09:29:00-06:00,1.473684210526316,2017-12-20 09:29:00-06:00,6477.75,2017-12-20 09:35:00-06:00,6475.0,6475.5,6475.25,2017-12-20 09:35:00-06:00,2017-12-20 09:36:00-06:00,6475.5,FVG_TOUCH,6474.5,-1.0,STOP,1.0,7.0,1.0,8.25,1.0,12.25,1.0,12.25,3.75,12.25,5.5,12.25,0.0,0.0,0.0,0.0,0.0,0.0,3.3214285714285716,2017
2017-12-22,SB2,LONG,SWING_LOW,6490.75,2017-12-22 09:42:00-06:00,6481.75,2017-12-22 09:42:00-06:00,1.0161290322580645,2017-12-22 09:42:00-06:00,6482.25,2017-12-22 09:42:00-06:00,6481.25,6481.75,6481.5,2017-12-22 09:42:00-06:00,2017-12-22 09:43:00-06:00,6483.75,FVG_TOUCH,6481.75,-1.0,STOP,0.5,2.25,4.0,2.25,4.0,2.25,4.0,2.25,4.0,8.5,4.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,2.1964285714285716,2017
2017-12-28,SB2,LONG,SWING_LOW,6466.0,2017-12-28 09:54:00-06:00,6448.75,2017-12-28 09:54:00-06:00,0.835820895522388,2017-12-28 09:54:00-06:00,6448.75,2017-12-28 09:54:00-06:00,6448.5,6448.75,6448.625,2017-12-28 09:54:00-06:00,2017-12-28 09:55:00-06:00,6449.75,FVG_TOUCH,6448.75,-1.0,STOP,1.75,0.5,1.75,0.5,1.75,2.5,5.0,2.5,7.0,2.5,7.0,2.5,1.0,1.0,1.0,0.0,0.0,0.0,1.2321428571428572,2017
