stage,N,AvgR,median_R,move_capture,avg_delay
E0,76622,1.5538631641475105,2.199259259259194,1.0,0.0
E1,76323,0.8873912134002543,2.0373219373220524,0.889189198857717,1.3088190977817957
E2,72621,0.8923978786146776,2.041242937853032,0.8836294011881111,1.2126382175954613
E3,45439,0.24194393796636968,-1.0688719253604775,0.7213292968762586,3.5138977530315367
E4,43527,0.06766136485812951,-1.0968395945140166,0.6506651006007882,5.980448916764307
