pullback_id,leg_id,leg_direction,start_i,deepest_i,depth_pts,depth_atr,depth_pct_of_leg,duration,speed,efficiency,overlapping_candles,prior_swing_holds
PB-0032565,LEG-0078512,BEAR,1266441,1266443,28.75,3.138401559454191,0.46,3,9.583333333333334,0.062263129399025445,58,True
PB-0032566,LEG-0078513,BEAR,1266461,1266461,31.5,3.3220338983050848,0.8873239436619719,1,31.5,0.08176508760545101,58,True
PB-0032567,LEG-0078520,BEAR,1266569,1266627,29.5,4.009708737864078,0.7195121951219512,59,0.5,0.09161490683229814,59,True
PB-0032568,LEG-0078521,BEAR,1266578,1266627,45.0,7.390029325513196,0.7964601769911505,50,0.9,0.140625,58,True
PB-0032569,LEG-0078526,BEAR,1266641,1266641,11.75,2.00609756097561,0.47959183673469385,1,11.75,0.026374859708193043,59,True
PB-0032570,LEG-0078527,BEAR,1266652,1266652,15.0,2.210526315789474,0.4838709677419355,1,15.0,0.034266133637921185,59,True
PB-0032571,LEG-0078528,BEAR,1266664,1266703,22.75,3.13022113022113,0.6842105263157895,40,0.56875,0.05538648813146683,59,True
PB-0032572,LEG-0078535,BULL,1266797,1266797,55.5,2.789946140035907,0.6873065015479877,1,55.5,0.04827136333985649,59,True
PB-0032573,LEG-0078538,BULL,1266853,1266855,58.75,3.825581395348837,0.5994897959183674,3,19.583333333333332,0.07585539057456424,59,True
PB-0032574,LEG-0078539,BULL,1266873,1266879,47.25,3.375,0.6428571428571429,7,6.75,0.0645933014354067,58,True
PB-0032575,LEG-0078540,BULL,1266895,1266928,44.0,3.3986206896551723,0.6308243727598566,34,1.2941176470588236,0.0687768659632669,58,True
PB-0032576,LEG-0078544,BULL,1266938,1266938,24.0,2.24,0.5581395348837209,1,24.0,0.041757285776424534,58,True
PB-0032577,LEG-0078545,BULL,1266957,1266986,22.5,2.6415094339622645,0.4639175257731959,30,0.75,0.04034065441506051,57,True
PB-0032578,LEG-0078555,BULL,1267084,1267117,107.5,5.472727272727273,0.8514851485148515,34,3.161764705882353,0.12377662636729994,59,True
PB-0032579,LEG-0078556,BULL,1267091,1267117,118.75,6.676706827309237,0.8636363636363636,27,4.398148148148148,0.1428141912206855,59,True
PB-0032580,LEG-0078558,BULL,1267134,1267162,39.0,3.192982456140351,0.609375,29,1.3448275862068966,0.05650126765664614,58,True
PB-0032581,LEG-0078561,BULL,1267180,1267185,40.5,2.769230769230769,0.45125348189415043,6,6.75,0.16396761133603238,56,True
PB-0032582,LEG-0078563,BEAR,1267232,1267242,10.25,1.8819672131147542,0.4606741573033708,11,0.9318181818181818,0.05694444444444444,57,True
PB-0032583,LEG-0078564,BEAR,1267252,1267252,6.25,2.046783625730994,0.5208333333333334,1,6.25,0.033738191632928474,55,True
PB-0032584,LEG-0078565,BEAR,1267262,1267263,3.5,1.4411764705882355,0.5185185185185185,2,1.75,0.018691588785046728,56,True
PB-0032585,LEG-0078566,BEAR,1267278,1267289,7.0,2.118918918918919,0.2916666666666667,12,0.5833333333333334,0.039660056657223795,54,True
PB-0032586,LEG-0078571,BULL,1267354,1267354,9.75,1.826086956521739,0.35454545454545455,1,9.75,0.039,56,True
PB-0032587,LEG-0078575,BULL,1267445,1267490,12.5,2.5089605734767026,0.44642857142857145,46,0.2717391304347826,0.045004500450045004,56,True
PB-0032588,LEG-0078577,BEAR,1267477,1267484,12.75,2.8906882591093117,0.75,8,1.59375,0.05110220440881764,57,True
PB-0032589,LEG-0078582,BULL,1267551,1267585,11.75,3.1634615384615383,0.3790322580645161,35,0.3357142857142857,0.08188153310104529,55,True
PB-0032590,LEG-0078586,BULL,1267601,1267659,8.75,4.757281553398059,0.8333333333333334,59,0.1483050847457627,0.054858934169279,56,True
PB-0032591,LEG-0078587,BULL,1267615,1267659,18.25,7.405797101449275,0.9125,45,0.40555555555555556,0.10846953937592868,56,True
PB-0032592,LEG-0078592,BEAR,1267696,1267714,14.5,5.75886524822695,0.9830508474576272,19,0.7631578947368421,0.05997931747673216,58,True
PB-0032593,LEG-0078599,BEAR,1267817,1267819,12.25,2.8,1.0,3,4.083333333333333,0.03769230769230769,59,True
PB-0032594,LEG-0078601,BEAR,1267854,1267854,8.5,1.4921630094043887,0.21935483870967742,1,8.5,0.024566473988439308,59,True
PB-0032595,LEG-0078602,BEAR,1267864,1267867,15.0,2.641509433962264,0.4838709677419355,4,3.75,0.0452147701582517,59,True
PB-0032596,LEG-0078603,BEAR,1267877,1267896,13.0,2.128654970760234,0.6341463414634146,20,0.65,0.042939719240297276,59,True
PB-0032597,LEG-0078604,BEAR,1267884,1267896,24.75,3.473684210526316,0.7674418604651163,13,1.9038461538461537,0.08411214953271028,59,True
PB-0032598,LEG-0078605,BEAR,1267912,1267971,33.5,4.936842105263158,0.8589743589743589,60,0.5583333333333333,0.13701431492842536,59,True
PB-0032599,LEG-0078607,BULL,1267936,1267943,16.25,3.8559322033898304,0.7142857142857143,8,2.03125,0.07135016465422613,55,True
PB-0032600,LEG-0078608,BULL,1267953,1267958,6.5,1.3582089552238807,0.3333333333333333,6,1.0833333333333333,0.027926960257787327,55,True
PB-0032601,LEG-0078609,BULL,1267980,1267991,6.0,1.696969696969697,0.36923076923076925,12,0.5,0.02040816326530612,56,True
PB-0032602,LEG-0078610,BULL,1267990,1267991,13.25,3.3881278538812785,0.6385542168674698,2,6.625,0.04487722269263336,57,True
PB-0032603,LEG-0078611,BULL,1268010,1268011,12.25,2.658914728682171,0.4336283185840708,2,6.125,0.042497831743278404,58,True
PB-0032604,LEG-0078612,BULL,1268028,1268030,12.25,1.943342776203966,0.32666666666666666,3,4.083333333333333,0.04583723105706267,58,True
PB-0032605,LEG-0078613,BULL,1268042,1268075,16.5,3.4349442379182156,0.9041095890410958,34,0.4852941176470588,0.05665236051502146,58,True
PB-0032606,LEG-0078617,BULL,1268099,1268100,4.75,0.7492957746478873,0.18627450980392157,2,2.375,0.012616201859229747,59,True
PB-0032607,LEG-0078619,BULL,1268126,1268129,10.0,2.1960784313725488,0.1606425702811245,4,2.5,0.018001800180018002,59,True
PB-0032608,LEG-0078620,BULL,1268144,1268150,16.25,3.4865900383141764,0.8783783783783784,7,2.3214285714285716,0.026062550120288693,59,True
PB-0032609,LEG-0078621,BULL,1268174,1268179,22.5,1.8287373004354137,0.19148936170212766,6,3.75,0.04782146652497343,59,True
PB-0032610,LEG-0078622,BULL,1268192,1268194,17.75,1.6904761904761905,0.46405228758169936,3,5.916666666666667,0.04502219403931516,59,True
PB-0032611,LEG-0078623,BULL,1268203,1268203,8.75,1.031578947368421,0.40229885057471265,1,8.75,0.02368064952638701,59,True
PB-0032612,LEG-0078624,BULL,1268220,1268221,19.75,3.1420454545454546,0.5163398692810458,2,9.875,0.05381471389645776,59,True
PB-0032613,LEG-0078625,BULL,1268232,1268248,22.0,3.4127423822714684,0.7154471544715447,17,1.2941176470588236,0.06073153899240856,59,True
PB-0032614,LEG-0078626,BULL,1268239,1268248,23.0,3.5,0.7244094488188977,10,2.3,0.0646521433591005,59,True
PB-0032615,LEG-0078627,BULL,1268265,1268265,8.25,1.476038338658147,0.39759036144578314,1,8.25,0.02099236641221374,59,True
PB-0032616,LEG-0078628,BULL,1268275,1268314,16.25,2.6843657817109143,0.47794117647058826,40,0.40625,0.041935483870967745,59,True
PB-0032617,LEG-0078629,BULL,1268297,1268338,59.75,11.6993006993007,0.9053030303030303,42,1.4226190476190477,0.14285714285714285,59,True
PB-0032618,LEG-0078630,BEAR,1268320,1268379,32.5,4.572864321608041,0.6735751295336787,60,0.5416666666666666,0.08879781420765027,59,True
PB-0032619,LEG-0078639,BULL,1268441,1268441,8.75,1.5909090909090908,0.5072463768115942,1,8.75,0.026455026455026454,59,True
PB-0032620,LEG-0078640,BULL,1268457,1268467,11.25,2.3863636363636362,0.6081081081081081,11,1.0227272727272727,0.03256150506512301,59,True
PB-0032621,LEG-0078643,BEAR,1268536,1268571,25.0,2.456140350877193,0.7751937984496124,36,0.6944444444444444,0.0876424189307625,58,True
PB-0032622,LEG-0078645,BEAR,1268549,1268571,26.75,3.4595842956120095,0.7697841726618705,23,1.1630434782608696,0.1252927400468384,56,True
PB-0032623,LEG-0078646,BULL,1268577,1268585,19.75,7.044585987261147,0.9634146341463414,9,2.1944444444444446,0.12741935483870967,54,True
PB-0032624,LEG-0078647,BULL,1268627,1268628,11.0,5.54954954954955,0.88,2,5.5,0.07760141093474426,53,True
PB-0032625,LEG-0078650,BULL,1268682,1268682,6.5,2.1162790697674416,0.3611111111111111,1,6.5,0.030232558139534883,59,True
PB-0032626,LEG-0078651,BULL,1268688,1268688,7.5,2.641509433962264,0.9375,1,7.5,0.03500583430571762,58,True
PB-0032627,LEG-0078652,BULL,1268699,1268705,9.25,2.9431818181818183,0.7115384615384616,7,1.3214285714285714,0.04573547589616811,58,True
PB-0032628,LEG-0078654,BULL,1268712,1268712,6.25,1.4583333333333335,0.390625,1,6.25,0.034482758620689655,58,True
PB-0032629,LEG-0078655,BULL,1268721,1268726,13.0,3.04602510460251,0.5360824742268041,6,2.1666666666666665,0.07772795216741404,57,True
PB-0032630,LEG-0078656,BULL,1268754,1268810,19.0,6.409638554216867,0.9156626506024096,57,0.3333333333333333,0.10570236439499305,57,True
PB-0032631,LEG-0078659,BEAR,1268795,1268796,8.0,2.782608695652174,0.5333333333333333,2,4.0,0.033542976939203356,57,True
PB-0032632,LEG-0078660,BEAR,1268816,1268817,6.5,1.5895196506550218,0.41935483870967744,2,3.25,0.03002309468822171,57,True
PB-0032633,LEG-0078661,BEAR,1268831,1268887,10.25,2.1908396946564883,0.36283185840707965,57,0.17982456140350878,0.05510752688172043,57,True
PB-0032634,LEG-0078665,BEAR,1268905,1268921,12.5,3.6082474226804124,0.5747126436781609,17,0.7352941176470589,0.08818342151675485,56,True
PB-0032635,LEG-0078669,BULL,1268983,1268999,13.5,3.1631799163179912,0.5684210526315789,17,0.7941176470588235,0.0764872521246459,56,True
PB-0032636,LEG-0078672,BEAR,1269056,1269115,22.25,6.199004975124378,0.8240740740740741,60,0.37083333333333335,0.10570071258907364,55,True
PB-0032637,LEG-0078673,BEAR,1269062,1269115,25.25,8.173410404624278,0.8416666666666667,54,0.4675925925925926,0.11854460093896714,55,True
PB-0032638,LEG-0078677,BULL,1269146,1269200,35.25,5.320754716981132,0.88125,55,0.6409090909090909,0.12155172413793103,57,True
PB-0032639,LEG-0078678,BEAR,1269184,1269186,10.5,2.523605150214592,0.5833333333333334,3,3.5,0.04472843450479233,57,True
PB-0032640,LEG-0078679,BEAR,1269206,1269260,21.75,4.4944649446494465,0.9157894736842105,55,0.39545454545454545,0.10861423220973783,57,True
PB-0032641,LEG-0078681,BULL,1269258,1269306,14.75,4.640449438202247,0.8939393939393939,49,0.3010204081632653,0.07091346153846154,57,True
PB-0032642,LEG-0078687,BEAR,1269312,1269332,17.0,4.231111111111111,0.7555555555555555,21,0.8095238095238095,0.09941520467836257,57,True
PB-0032643,LEG-0078691,BULL,1269387,1269387,9.25,2.097165991902834,0.37,1,9.25,0.044740024183796856,59,True
PB-0032644,LEG-0078692,BULL,1269401,1269434,8.0,2.382978723404255,0.5423728813559322,34,0.23529411764705882,0.0378698224852071,58,True
PB-0032645,LEG-0078699,BEAR,1269537,1269545,64.0,4.4799999999999995,0.7485380116959064,9,7.111111111111111,0.09004572634540978,59,True
PB-0032646,LEG-0078700,BEAR,1269569,1269577,31.5,2.5714285714285716,0.43448275862068964,9,3.5,0.054474708171206226,58,True
PB-0032647,LEG-0078702,BEAR,1269588,1269625,23.5,2.0122324159021407,0.5164835164835165,38,0.618421052631579,0.044933078393881457,57,True
PB-0032648,LEG-0078706,BEAR,1269641,1269645,20.5,2.203454894433781,0.4120603015075377,5,4.1,0.04143506821627085,59,True
PB-0032649,LEG-0078707,BEAR,1269669,1269705,26.25,2.8823529411764706,0.7,37,0.7094594594594594,0.05722070844686648,59,True
PB-0032650,LEG-0078713,BULL,1269753,1269753,7.5,1.1797752808988764,0.3,1,7.5,0.024311183144246355,59,True
PB-0032651,LEG-0078714,BULL,1269766,1269823,40.25,7.69283276450512,0.8655913978494624,58,0.6939655172413793,0.12141779788838612,59,True
PB-0032652,LEG-0078718,BEAR,1269819,1269868,30.5,5.2392638036809815,0.8243243243243243,50,0.61,0.08745519713261649,59,True
PB-0032653,LEG-0078719,BEAR,1269829,1269868,43.0,6.615384615384615,0.8686868686868687,40,1.075,0.12285714285714286,59,True
PB-0032654,LEG-0078722,BEAR,1269885,1269885,10.0,1.7283950617283952,0.31746031746031744,1,10.0,0.028591851322373123,59,True
PB-0032655,LEG-0078723,BEAR,1269899,1269899,25.25,2.6933333333333334,0.452914798206278,1,25.25,0.08125502815768303,57,True
PB-0032656,LEG-0078724,BEAR,1269907,1269925,21.75,1.7449856733524356,0.71900826446281,19,1.144736842105263,0.09284951974386339,56,True
PB-0032657,LEG-0078726,BEAR,1269946,1269947,4.25,2.45360824742268,0.6071428571428571,2,2.125,0.016129032258064516,56,True
PB-0032658,LEG-0078727,BEAR,1269961,1270017,32.0,4.654545454545454,0.540084388185654,57,0.5614035087719298,0.14562002275312855,59,True
PB-0032659,LEG-0078735,BULL,1270095,1270105,14.25,3.4545454545454546,0.2780487804878049,11,1.2954545454545454,0.06433408577878104,58,True
PB-0032660,LEG-0078736,BULL,1270126,1270128,3.25,1.0520231213872833,0.19696969696969696,3,1.0833333333333333,0.013,56,True
PB-0032661,LEG-0078737,BULL,1270139,1270197,30.75,5.572815533980582,0.6243654822335025,59,0.5211864406779662,0.13606194690265486,56,True
PB-0032662,LEG-0078741,BEAR,1270211,1270270,23.75,4.602076124567474,0.6129032258064516,60,0.3958333333333333,0.10303687635574837,56,True
PB-0032663,LEG-0078742,BEAR,1270222,1270280,33.0,8.286995515695066,0.7415730337078652,59,0.559322033898305,0.1522491349480969,57,True
PB-0032664,LEG-0078744,BULL,1270260,1270316,14.5,3.4999999999999996,0.58,57,0.2543859649122807,0.07988980716253444,57,True
PB-0032665,LEG-0078745,BULL,1270270,1270316,19.75,7.044585987261147,0.6528925619834711,47,0.42021276595744683,0.1138328530259366,56,True
PB-0032666,LEG-0078749,BEAR,1270297,1270302,7.5,2.441860465116279,0.5555555555555556,6,1.25,0.04155124653739612,54,True
PB-0032667,LEG-0078750,BEAR,1270310,1270310,5.25,2.1,0.75,1,5.25,0.02949438202247191,53,True
PB-0032668,LEG-0078754,BULL,1270370,1270370,7.5,3.28125,0.7894736842105263,1,7.5,0.03880983182406209,56,True
PB-0032669,LEG-0078755,BULL,1270384,1270430,14.75,4.068965517241379,0.7662337662337663,47,0.31382978723404253,0.0728395061728395,56,True
PB-0032670,LEG-0078758,BULL,1270438,1270438,2.75,0.7817258883248731,0.2619047619047619,1,2.75,0.01455026455026455,57,True
PB-0032671,LEG-0078759,BULL,1270449,1270464,12.25,3.2822966507177034,0.49,16,0.765625,0.06388526727509779,56,True
PB-0032672,LEG-0078760,BULL,1270489,1270490,10.25,4.743801652892563,0.8367346938775511,2,5.125,0.03341483292583537,57,True
PB-0032673,LEG-0078761,BULL,1270501,1270501,8.0,1.6290909090909091,0.4,1,8.0,0.02794759825327511,57,True
PB-0032674,LEG-0078762,BULL,1270515,1270515,7.5,1.6470588235294117,0.3333333333333333,1,7.5,0.027752081406105456,57,True
PB-0032675,LEG-0078763,BULL,1270537,1270588,25.25,4.284848484848484,0.5459459459459459,52,0.4855769230769231,0.12066905615292713,57,True
PB-0032676,LEG-0078768,BULL,1270632,1270654,11.75,2.924444444444444,0.46534653465346537,23,0.5108695652173914,0.07532051282051282,57,True
PB-0032677,LEG-0078769,BULL,1270640,1270654,12.5,3.225806451612903,1.0,15,0.8333333333333334,0.08635578583765112,56,True
PB-0032678,LEG-0078771,BULL,1270671,1270708,14.25,4.956521739130435,0.6785714285714286,38,0.375,0.09827586206896552,57,True
PB-0032679,LEG-0078773,BEAR,1270708,1270726,8.75,3.5251798561151078,0.6730769230769231,19,0.4605263157894737,0.04950495049504951,57,True
PB-0032680,LEG-0078774,BEAR,1270714,1270726,10.75,4.23943661971831,0.7166666666666667,13,0.8269230769230769,0.06073446327683616,56,True
PB-0032681,LEG-0078777,BULL,1270809,1270811,4.0,1.0181818181818183,0.15384615384615385,3,1.3333333333333333,0.018867924528301886,59,True
PB-0032682,LEG-0078778,BULL,1270821,1270880,15.5,4.544502617801047,0.9841269841269841,60,0.25833333333333336,0.06638115631691649,59,True
PB-0032683,LEG-0078786,BULL,1270898,1270898,23.75,2.027439024390244,0.2646239554317549,1,23.75,0.05558806319485079,59,True
PB-0032684,LEG-0078787,BULL,1270940,1270941,10.5,1.7764350453172206,0.19534883720930232,2,5.25,0.03070175438596491,59,True
PB-0032685,LEG-0078788,BULL,1270957,1270975,18.25,3.3289902280130295,0.7934782608695652,19,0.9605263157894737,0.05685358255451713,59,True
PB-0032686,LEG-0078791,BULL,1270996,1271042,16.5,3.5,0.6804123711340206,47,0.35106382978723405,0.058876003568242644,59,True
PB-0032687,LEG-0078794,BEAR,1271048,1271052,11.5,2.496124031007752,0.44660194174757284,5,2.3,0.04423076923076923,58,True
PB-0032688,LEG-0078798,BULL,1271098,1271098,11.0,2.5349794238683128,0.6666666666666666,1,11.0,0.05188679245283019,59,True
PB-0032689,LEG-0078799,BULL,1271131,1271148,6.25,1.7073170731707317,0.36231884057971014,18,0.3472222222222222,0.031133250311332503,59,True
PB-0032690,LEG-0078800,BULL,1271142,1271148,10.0,2.916666666666667,0.47619047619047616,7,1.4285714285714286,0.04962779156327544,59,True
PB-0032691,LEG-0078801,BULL,1271170,1271170,3.5,1.2024539877300613,0.2641509433962264,1,3.5,0.01545253863134658,59,True
PB-0032692,LEG-0078802,BULL,1271181,1271240,8.75,2.6486486486486487,0.7608695652173914,60,0.14583333333333334,0.03791982665222102,59,True
PB-0032693,LEG-0078805,BEAR,1271216,1271221,7.75,2.0966183574879227,0.7948717948717948,6,1.2916666666666667,0.02667814113597246,59,True
PB-0032694,LEG-0078806,BEAR,1271233,1271233,6.0,1.423728813559322,0.3870967741935484,1,6.0,0.023032629558541268,59,True
PB-0032695,LEG-0078807,BEAR,1271250,1271250,13.0,2.9236947791164662,0.8253968253968254,1,13.0,0.059907834101382486,58,True
PB-0032696,LEG-0078808,BEAR,1271275,1271315,25.25,4.8591065292096225,0.7426470588235294,41,0.6158536585365854,0.15326251896813353,58,True
PB-0032697,LEG-0078812,BULL,1271347,1271349,4.25,1.2934782608695652,0.18085106382978725,3,1.4166666666666667,0.0367965367965368,52,True
PB-0032698,LEG-0078813,BULL,1271359,1271418,6.75,3.258620689655172,0.84375,60,0.1125,0.060133630289532294,50,True
PB-0032699,LEG-0078814,BULL,1271366,1271418,8.0,4.349514563106796,0.8648648648648649,53,0.1509433962264151,0.07032967032967033,51,True
PB-0032700,LEG-0078817,BEAR,1271404,1271429,7.25,3.592920353982301,0.8055555555555556,26,0.27884615384615385,0.03790849673202614,55,True
PB-0032701,LEG-0078826,BULL,1271486,1271516,28.5,4.735905044510385,0.7125,31,0.9193548387096774,0.11503531786074672,59,True
PB-0032702,LEG-0078829,BEAR,1271522,1271575,21.25,4.296028880866427,0.6967213114754098,54,0.39351851851851855,0.10365853658536585,57,True
PB-0032703,LEG-0078830,BULL,1271542,1271542,9.25,2.466666666666667,0.7872340425531915,1,9.25,0.054093567251461985,57,True
PB-0032704,LEG-0078831,BULL,1271556,1271572,9.75,3.1022727272727275,0.6724137931034483,17,0.5735294117647058,0.05794947994056464,58,True
PB-0032705,LEG-0078834,BULL,1271581,1271588,10.25,2.9435897435897433,0.7592592592592593,8,1.28125,0.06634304207119741,58,True
PB-0032706,LEG-0078835,BULL,1271616,1271617,5.25,1.7818181818181817,0.4375,2,2.625,0.0375,58,True
PB-0032707,LEG-0078836,BULL,1271622,1271675,5.25,1.7294117647058824,0.4117647058823529,54,0.09722222222222222,0.03917910447761194,58,True
PB-0032708,LEG-0078837,BULL,1271637,1271675,13.0,5.557251908396946,0.9454545454545454,39,0.3333333333333333,0.10297029702970296,58,True
PB-0032709,LEG-0078838,BEAR,1271671,1271671,3.75,1.6535433070866141,0.45454545454545453,1,3.75,0.03968253968253968,50,True
PB-0032710,LEG-0078844,BULL,1271764,1271764,6.25,2.5179856115107913,0.36764705882352944,1,6.25,0.027085590465872156,58,True
PB-0032711,LEG-0078845,BULL,1271784,1271785,10.0,3.010752688172043,0.3252032520325203,2,5.0,0.03902439024390244,59,True
PB-0032712,LEG-0078846,BULL,1271805,1271805,5.25,1.0808823529411766,0.2692307692307692,1,5.25,0.019644527595884004,58,True
PB-0032713,LEG-0078847,BULL,1271818,1271832,16.25,3.309090909090909,0.4276315789473684,15,1.0833333333333333,0.06403940886699508,58,True
PB-0032714,LEG-0078849,BULL,1271844,1271874,27.25,5.069767441860465,0.9646017699115044,31,0.8790322580645161,0.11271975180972078,57,True
PB-0032715,LEG-0078850,BEAR,1271868,1271884,14.0,2.903703703703704,0.6292134831460674,17,0.8235294117647058,0.05982905982905983,58,True
PB-0032716,LEG-0078853,BEAR,1271926,1271975,8.0,1.8064516129032258,0.47058823529411764,50,0.16,0.043184885290148446,54,True
PB-0032717,LEG-0078854,BEAR,1271938,1271975,17.75,4.417777777777777,0.6635514018691588,38,0.46710526315789475,0.11024844720496894,52,True
PB-0032718,LEG-0078857,BULL,1271981,1271985,8.5,2.6153846153846154,0.918918918918919,5,1.7,0.05379746835443038,56,True
PB-0032719,LEG-0078862,BEAR,1272056,1272115,13.0,2.778625954198473,0.3969465648854962,60,0.21666666666666667,0.06088992974238876,58,True
PB-0032720,LEG-0078867,BULL,1272132,1272175,11.75,4.386666666666667,0.31756756756756754,44,0.26704545454545453,0.06176084099868594,57,True
PB-0032721,LEG-0078876,BEAR,1272259,1272259,24.75,1.4558823529411764,0.4024390243902439,1,24.75,0.037685572896840505,58,True
PB-0032722,LEG-0078877,BEAR,1272274,1272332,33.5,2.9221183800623054,0.5877192982456141,59,0.5677966101694916,0.05574043261231281,58,True
PB-0032723,LEG-0078883,BEAR,1272360,1272360,22.75,2.196551724137931,0.6642335766423357,1,22.75,0.048352816153028694,58,True
PB-0032724,LEG-0078885,BULL,1272401,1272460,30.75,4.051764705882353,0.831081081081081,60,0.5125,0.08804581245526127,59,True
PB-0032725,LEG-0078891,BULL,1272485,1272519,36.0,7.384615384615385,0.8044692737430168,35,1.0285714285714285,0.0963855421686747,59,True
PB-0032726,LEG-0078893,BEAR,1272502,1272503,14.75,2.5893416927899686,0.6781609195402298,2,7.375,0.03902116402116402,59,True
PB-0032727,LEG-0078898,BULL,1272606,1272626,26.25,3.888888888888889,0.7046979865771812,21,1.25,0.08366533864541832,58,True
PB-0032728,LEG-0078900,BULL,1272641,1272649,9.75,1.5555555555555554,0.3333333333333333,9,1.0833333333333333,0.0609375,57,True
PB-0032729,LEG-0078902,BULL,1272662,1272674,4.25,1.5256410256410258,0.2982456140350877,13,0.3269230769230769,0.027287319422150885,58,True
PB-0032730,LEG-0078904,BULL,1272689,1272696,11.0,3.0495049504950495,0.7857142857142857,8,1.375,0.06821705426356589,57,True
PB-0032731,LEG-0078905,BULL,1272709,1272710,1.75,0.748091603053435,0.16666666666666666,2,0.875,0.011965811965811967,54,True
PB-0032732,LEG-0078906,BULL,1272725,1272729,5.75,1.8505747126436782,0.23232323232323232,5,1.15,0.04397705544933078,52,True
PB-0032733,LEG-0078907,BULL,1272742,1272789,16.0,5.6,0.9552238805970149,48,0.3333333333333333,0.1282565130260521,52,True
PB-0032734,LEG-0078918,BULL,1272966,1273017,10.0,4.666666666666667,0.9302325581395349,52,0.19230769230769232,0.10256410256410256,54,True
PB-0032735,LEG-0078920,BEAR,1273023,1273029,4.0,3.1111111111111107,0.7272727272727273,7,0.5714285714285714,0.05177993527508091,51,True
PB-0032736,LEG-0078921,BEAR,1273039,1273070,4.0,3.446153846153846,0.9411764705882353,32,0.125,0.054982817869415807,51,True
PB-0032737,LEG-0078927,BEAR,1273172,1273206,46.5,7.591836734693878,0.9841269841269841,35,1.3285714285714285,0.18921668362156663,58,True
PB-0032738,LEG-0078930,BEAR,1273247,1273293,34.5,6.461538461538462,0.7931034482758621,47,0.7340425531914894,0.15453527435610304,56,True
PB-0032739,LEG-0078932,BULL,1273287,1273341,16.5,3.5675675675675675,0.8354430379746836,55,0.3,0.08281053952321205,59,True
PB-0032740,LEG-0078933,BULL,1273299,1273341,23.75,5.541666666666667,0.9895833333333334,43,0.5523255813953488,0.134180790960452,59,True
PB-0032741,LEG-0078937,BULL,1273359,1273390,12.5,5.185185185185185,0.8333333333333334,32,0.390625,0.06631299734748011,57,True
PB-0032742,LEG-0078939,BEAR,1273396,1273455,16.75,3.9411764705882355,0.5982142857142857,60,0.2791666666666667,0.1169284467713787,56,True
PB-0032743,LEG-0078941,BULL,1273445,1273446,9.0,4.032,0.7346938775510204,2,4.5,0.04220398593200469,56,True
PB-0032744,LEG-0078942,BULL,1273476,1273477,4.5,1.135135135135135,0.33962264150943394,2,2.25,0.023316062176165803,59,True
PB-0032745,LEG-0078943,BULL,1273491,1273503,18.5,4.645739910313901,0.592,13,1.4230769230769231,0.10541310541310542,59,True
PB-0032746,LEG-0078944,BEAR,1273509,1273550,14.0,4.72289156626506,0.7567567567567568,42,0.3333333333333333,0.08151382823871907,59,True
PB-0032747,LEG-0078948,BEAR,1273566,1273566,2.25,0.9767441860465117,0.34615384615384615,1,2.25,0.005113636363636364,58,True
PB-0032748,LEG-0078949,BEAR,1273575,1273575,8.5,2.277511961722488,0.4657534246575342,1,8.5,0.017699115044247787,59,True
PB-0032749,LEG-0078950,BEAR,1273584,1273611,15.5,3.263157894736842,0.8266666666666667,28,0.5535714285714286,0.029793368572801536,59,True
PB-0032750,LEG-0078951,BEAR,1273596,1273611,21.75,5.342105263157895,0.87,16,1.359375,0.038191395961369626,59,True
PB-0032751,LEG-0078952,BEAR,1273602,1273611,23.75,6.244131455399061,0.8796296296296297,10,2.375,0.04044274159216688,59,True
PB-0032752,LEG-0078953,BEAR,1273614,1273620,27.0,3.491916859122402,0.7883211678832117,7,3.857142857142857,0.049315068493150684,59,True
PB-0032753,LEG-0078956,BULL,1273681,1273733,27.0,5.342756183745583,0.5482233502538071,53,0.5094339622641509,0.08,59,True
PB-0032754,LEG-0078965,BEAR,1273790,1273825,15.0,4.745762711864407,0.967741935483871,36,0.4166666666666667,0.056179775280898875,59,True
PB-0032755,LEG-0078969,BEAR,1273840,1273846,14.5,2.6363636363636362,0.5043478260869565,7,2.0714285714285716,0.053456221198156684,59,True
PB-0032756,LEG-0078971,BULL,1273906,1273950,20.75,7.042424242424242,0.83,45,0.46111111111111114,0.09021739130434783,57,True
PB-0032757,LEG-0078973,BEAR,1273949,1273961,18.0,4.4799999999999995,0.8674698795180723,13,1.3846153846153846,0.06388642413487133,58,True
PB-0032758,LEG-0078978,BULL,1274006,1274045,8.25,1.5714285714285714,0.28695652173913044,40,0.20625,0.05759162303664921,56,True
PB-0032759,LEG-0078981,BULL,1274046,1274105,5.0,2.2764227642276422,0.7692307692307693,60,0.08333333333333333,0.04132231404958678,55,True
PB-0032760,LEG-0078983,BULL,1274055,1274114,12.0,4.3076923076923075,0.9795918367346939,60,0.2,0.10344827586206896,55,True
PB-0032761,LEG-0078988,BEAR,1274190,1274190,6.5,2.545454545454546,1.0,1,6.5,0.03346203346203346,58,True
PB-0032762,LEG-0078989,BEAR,1274215,1274228,11.75,2.8000000000000003,0.44339622641509435,14,0.8392857142857143,0.05676328502415459,58,True
PB-0032763,LEG-0078991,BEAR,1274252,1274254,11.25,2.7510917030567685,0.39473684210526316,3,3.75,0.06588579795021962,58,True
PB-0032764,LEG-0078992,BEAR,1274267,1274297,10.75,2.787037037037037,0.86,31,0.3467741935483871,0.07119205298013245,56,True
